"","date","WERN"
"1","2007-01-03",18.190001
"2","2007-01-04",18.889999
"3","2007-01-05",18.440001
"4","2007-01-08",18.469999
"5","2007-01-09",18.639999
"6","2007-01-10",18.549999
"7","2007-01-11",18.75
"8","2007-01-12",18.98
"9","2007-01-16",19.23
"10","2007-01-17",19.129999
"11","2007-01-18",19.139999
"12","2007-01-19",19.32
"13","2007-01-22",19.34
"14","2007-01-23",18.700001
"15","2007-01-24",18.620001
"16","2007-01-25",18.370001
"17","2007-01-26",18.09
"18","2007-01-29",18.309999
"19","2007-01-30",18.549999
"20","2007-01-31",19.01
"21","2007-02-01",19.26
"22","2007-02-02",19.27
"23","2007-02-05",19.120001
"24","2007-02-06",19.17
"25","2007-02-07",19.1
"26","2007-02-08",19
"27","2007-02-09",18.9
"28","2007-02-12",18.959999
"29","2007-02-13",19.219999
"30","2007-02-14",19.629999
"31","2007-02-15",19.75
"32","2007-02-16",19.6
"33","2007-02-20",20.049999
"34","2007-02-21",20.290001
"35","2007-02-22",20.389999
"36","2007-02-23",20.809999
"37","2007-02-26",19.98
"38","2007-02-27",19.32
"39","2007-02-28",19.280001
"40","2007-03-01",19.219999
"41","2007-03-02",18.610001
"42","2007-03-05",18.26
"43","2007-03-06",18.24
"44","2007-03-07",18.35
"45","2007-03-08",18.49
"46","2007-03-09",18.59
"47","2007-03-12",18.530001
"48","2007-03-13",17.93
"49","2007-03-14",17.99
"50","2007-03-15",18.15
"51","2007-03-16",17.959999
"52","2007-03-19",17.809999
"53","2007-03-20",18.139999
"54","2007-03-21",18.58
"55","2007-03-22",18.629999
"56","2007-03-23",18.77
"57","2007-03-26",18.42
"58","2007-03-27",18.290001
"59","2007-03-28",18.02
"60","2007-03-29",18.030001
"61","2007-03-30",18.17
"62","2007-04-02",18.25
"63","2007-04-03",18.6
"64","2007-04-04",18.290001
"65","2007-04-05",18.57
"66","2007-04-09",18.77
"67","2007-04-10",18.870001
"68","2007-04-11",18.76
"69","2007-04-12",19.040001
"70","2007-04-13",18.969999
"71","2007-04-16",19.219999
"72","2007-04-17",18.719999
"73","2007-04-18",18.73
"74","2007-04-19",19.27
"75","2007-04-20",19.34
"76","2007-04-23",19.1
"77","2007-04-24",18.99
"78","2007-04-25",19.32
"79","2007-04-26",19.34
"80","2007-04-27",19.16
"81","2007-04-30",18.91
"82","2007-05-01",18.870001
"83","2007-05-02",19.42
"84","2007-05-03",19.440001
"85","2007-05-04",19.51
"86","2007-05-07",19.6
"87","2007-05-08",19.43
"88","2007-05-09",19.42
"89","2007-05-10",18.75
"90","2007-05-11",18.92
"91","2007-05-14",18.68
"92","2007-05-15",18.91
"93","2007-05-16",18.98
"94","2007-05-17",18.75
"95","2007-05-18",18.83
"96","2007-05-21",18.99
"97","2007-05-22",19.08
"98","2007-05-23",19.26
"99","2007-05-24",19.110001
"100","2007-05-25",19.040001
"101","2007-05-29",19.059999
"102","2007-05-30",19.309999
"103","2007-05-31",19.33
"104","2007-06-01",19.299999
"105","2007-06-04",19.200001
"106","2007-06-05",19.23
"107","2007-06-06",19.139999
"108","2007-06-07",18.73
"109","2007-06-08",18.780001
"110","2007-06-11",18.690001
"111","2007-06-12",18.610001
"112","2007-06-13",19.030001
"113","2007-06-14",19.389999
"114","2007-06-15",19.52
"115","2007-06-18",19.34
"116","2007-06-19",19.9
"117","2007-06-20",19.59
"118","2007-06-21",19.690001
"119","2007-06-22",19.559999
"120","2007-06-25",20.01
"121","2007-06-26",19.91
"122","2007-06-27",20.24
"123","2007-06-28",20.299999
"124","2007-06-29",20.15
"125","2007-07-02",20.27
"126","2007-07-03",20.67
"127","2007-07-05",20.559999
"128","2007-07-06",20.65
"129","2007-07-09",20.889999
"130","2007-07-10",20.58
"131","2007-07-11",20.790001
"132","2007-07-12",21.35
"133","2007-07-13",21
"134","2007-07-16",21.07
"135","2007-07-17",20.639999
"136","2007-07-18",20.6
"137","2007-07-19",20.6
"138","2007-07-20",20.110001
"139","2007-07-23",19.77
"140","2007-07-24",19.77
"141","2007-07-25",19.690001
"142","2007-07-26",19.549999
"143","2007-07-27",19.440001
"144","2007-07-30",19.65
"145","2007-07-31",19.440001
"146","2007-08-01",19.719999
"147","2007-08-02",19.809999
"148","2007-08-03",19.1
"149","2007-08-06",19.75
"150","2007-08-07",20.33
"151","2007-08-08",21.23
"152","2007-08-09",21.43
"153","2007-08-10",20.219999
"154","2007-08-13",19.98
"155","2007-08-14",19.389999
"156","2007-08-15",19.200001
"157","2007-08-16",19.110001
"158","2007-08-17",19.51
"159","2007-08-20",19.639999
"160","2007-08-21",19.34
"161","2007-08-22",19.309999
"162","2007-08-23",18.77
"163","2007-08-24",18.719999
"164","2007-08-27",18.709999
"165","2007-08-28",18.26
"166","2007-08-29",18.67
"167","2007-08-30",18.35
"168","2007-08-31",18.610001
"169","2007-09-04",18.9
"170","2007-09-05",18.33
"171","2007-09-06",18.51
"172","2007-09-07",18.049999
"173","2007-09-10",17.879999
"174","2007-09-11",18.209999
"175","2007-09-12",18.059999
"176","2007-09-13",17.889999
"177","2007-09-14",18
"178","2007-09-17",17.700001
"179","2007-09-18",18.33
"180","2007-09-19",18.15
"181","2007-09-20",17.65
"182","2007-09-21",17.629999
"183","2007-09-24",17.190001
"184","2007-09-25",17.25
"185","2007-09-26",17.129999
"186","2007-09-27",17.35
"187","2007-09-28",17.15
"188","2007-10-01",17.17
"189","2007-10-02",17.57
"190","2007-10-03",17.18
"191","2007-10-04",17.309999
"192","2007-10-05",18.040001
"193","2007-10-08",17.540001
"194","2007-10-09",17.68
"195","2007-10-10",17.299999
"196","2007-10-11",17.1
"197","2007-10-12",17.08
"198","2007-10-15",17.58
"199","2007-10-16",18.299999
"200","2007-10-17",18.139999
"201","2007-10-18",18.35
"202","2007-10-19",18
"203","2007-10-22",18.200001
"204","2007-10-23",18.440001
"205","2007-10-24",18.290001
"206","2007-10-25",18.530001
"207","2007-10-26",18.780001
"208","2007-10-29",18.59
"209","2007-10-30",18.98
"210","2007-10-31",19.02
"211","2007-11-01",18.389999
"212","2007-11-02",18.639999
"213","2007-11-05",19.139999
"214","2007-11-06",19.26
"215","2007-11-07",18.540001
"216","2007-11-08",18.809999
"217","2007-11-09",19.35
"218","2007-11-12",19.1
"219","2007-11-13",19.51
"220","2007-11-14",18.879999
"221","2007-11-15",17.93
"222","2007-11-16",17.24
"223","2007-11-19",17.43
"224","2007-11-20",17.25
"225","2007-11-21",17.25
"226","2007-11-23",17.18
"227","2007-11-26",16.83
"228","2007-11-27",16.92
"229","2007-11-28",17.5
"230","2007-11-29",17.18
"231","2007-11-30",17.549999
"232","2007-12-03",17.41
"233","2007-12-04",17.17
"234","2007-12-05",17.610001
"235","2007-12-06",18.1
"236","2007-12-07",18.540001
"237","2007-12-10",19.25
"238","2007-12-11",18.58
"239","2007-12-12",18.33
"240","2007-12-13",18.34
"241","2007-12-14",17.76
"242","2007-12-17",17.24
"243","2007-12-18",17.43
"244","2007-12-19",17.190001
"245","2007-12-20",17.5
"246","2007-12-21",17.42
"247","2007-12-24",17.6
"248","2007-12-26",17.700001
"249","2007-12-27",17.360001
"250","2007-12-28",17.379999
"251","2007-12-31",17.030001
"252","2008-01-02",16.99
"253","2008-01-03",16.52
"254","2008-01-04",16.02
"255","2008-01-07",16.01
"256","2008-01-08",15.62
"257","2008-01-09",15.74
"258","2008-01-10",16.09
"259","2008-01-11",16.120001
"260","2008-01-14",16.790001
"261","2008-01-15",16.4
"262","2008-01-16",16.25
"263","2008-01-17",16.200001
"264","2008-01-18",16.719999
"265","2008-01-22",17
"266","2008-01-23",19.030001
"267","2008-01-24",18.65
"268","2008-01-25",18.889999
"269","2008-01-28",19.299999
"270","2008-01-29",19.74
"271","2008-01-30",19.4
"272","2008-01-31",20.370001
"273","2008-02-01",20.32
"274","2008-02-04",19.700001
"275","2008-02-05",19.639999
"276","2008-02-06",19.110001
"277","2008-02-07",19.5
"278","2008-02-08",19.27
"279","2008-02-11",19.07
"280","2008-02-12",19.129999
"281","2008-02-13",18.26
"282","2008-02-14",18
"283","2008-02-15",18.34
"284","2008-02-19",17.91
"285","2008-02-20",18.120001
"286","2008-02-21",18.15
"287","2008-02-22",18.02
"288","2008-02-25",18.450001
"289","2008-02-26",18.809999
"290","2008-02-27",18.84
"291","2008-02-28",18.15
"292","2008-02-29",17.790001
"293","2008-03-03",17.99
"294","2008-03-04",18.58
"295","2008-03-05",18.76
"296","2008-03-06",18.08
"297","2008-03-07",18.25
"298","2008-03-10",17.92
"299","2008-03-11",18.700001
"300","2008-03-12",17.65
"301","2008-03-13",18.139999
"302","2008-03-14",18.02
"303","2008-03-17",18.07
"304","2008-03-18",18.5
"305","2008-03-19",17.02
"306","2008-03-20",17.85
"307","2008-03-24",19.66
"308","2008-03-25",19.1
"309","2008-03-26",18.82
"310","2008-03-27",18.709999
"311","2008-03-28",18.26
"312","2008-03-31",18.559999
"313","2008-04-01",19.110001
"314","2008-04-02",19.290001
"315","2008-04-03",19.559999
"316","2008-04-04",19.4
"317","2008-04-07",19.440001
"318","2008-04-08",19.459999
"319","2008-04-09",18.309999
"320","2008-04-10",18.370001
"321","2008-04-11",18.120001
"322","2008-04-14",17.91
"323","2008-04-15",18.450001
"324","2008-04-16",19.110001
"325","2008-04-17",17.860001
"326","2008-04-18",18.67
"327","2008-04-21",18.49
"328","2008-04-22",18.32
"329","2008-04-23",18.25
"330","2008-04-24",18.91
"331","2008-04-25",19.01
"332","2008-04-28",19.459999
"333","2008-04-29",19.65
"334","2008-04-30",19.450001
"335","2008-05-01",20.799999
"336","2008-05-02",20.219999
"337","2008-05-05",19.799999
"338","2008-05-06",19.91
"339","2008-05-07",19.200001
"340","2008-05-08",19.299999
"341","2008-05-09",19.08
"342","2008-05-12",19.25
"343","2008-05-13",18.98
"344","2008-05-14",19.129999
"345","2008-05-15",19.049999
"346","2008-05-16",18.77
"347","2008-05-19",18.639999
"348","2008-05-20",18.41
"349","2008-05-21",18.059999
"350","2008-05-22",18.5
"351","2008-05-23",18.16
"352","2008-05-27",18.639999
"353","2008-05-28",18.66
"354","2008-05-29",18.74
"355","2008-05-30",18.940001
"356","2008-06-02",18.85
"357","2008-06-03",19.23
"358","2008-06-04",20.1
"359","2008-06-05",20.040001
"360","2008-06-06",19.309999
"361","2008-06-09",19.190001
"362","2008-06-10",18.969999
"363","2008-06-11",18.360001
"364","2008-06-12",18.26
"365","2008-06-13",18.5
"366","2008-06-16",18.610001
"367","2008-06-17",18.34
"368","2008-06-18",18.219999
"369","2008-06-19",19.389999
"370","2008-06-20",19.139999
"371","2008-06-23",18.799999
"372","2008-06-24",18.110001
"373","2008-06-25",18.4
"374","2008-06-26",17.99
"375","2008-06-27",18.370001
"376","2008-06-30",18.58
"377","2008-07-01",18.290001
"378","2008-07-02",17.75
"379","2008-07-03",18.049999
"380","2008-07-07",18.34
"381","2008-07-08",19.690001
"382","2008-07-09",19.35
"383","2008-07-10",18.809999
"384","2008-07-11",19.059999
"385","2008-07-14",18.969999
"386","2008-07-15",19.27
"387","2008-07-16",20.559999
"388","2008-07-17",21.959999
"389","2008-07-18",23.82
"390","2008-07-21",23.450001
"391","2008-07-22",23.83
"392","2008-07-23",23.790001
"393","2008-07-24",22.83
"394","2008-07-25",23.42
"395","2008-07-28",23.43
"396","2008-07-29",24.1
"397","2008-07-30",23.959999
"398","2008-07-31",23.809999
"399","2008-08-01",23.639999
"400","2008-08-04",23.700001
"401","2008-08-05",23.77
"402","2008-08-06",23.629999
"403","2008-08-07",23.879999
"404","2008-08-08",25.27
"405","2008-08-11",25.129999
"406","2008-08-12",24.18
"407","2008-08-13",24.17
"408","2008-08-14",24.66
"409","2008-08-15",25.07
"410","2008-08-18",24.700001
"411","2008-08-19",24.23
"412","2008-08-20",23.6
"413","2008-08-21",23.219999
"414","2008-08-22",23.950001
"415","2008-08-25",22.450001
"416","2008-08-26",22.299999
"417","2008-08-27",22.27
"418","2008-08-28",23.1
"419","2008-08-29",22.809999
"420","2008-09-02",23.459999
"421","2008-09-03",23.33
"422","2008-09-04",22.559999
"423","2008-09-05",22.16
"424","2008-09-08",22.17
"425","2008-09-09",21.780001
"426","2008-09-10",22.370001
"427","2008-09-11",22.559999
"428","2008-09-12",22.59
"429","2008-09-15",23.41
"430","2008-09-16",23.870001
"431","2008-09-17",24.75
"432","2008-09-18",25.83
"433","2008-09-19",26.469999
"434","2008-09-22",25.209999
"435","2008-09-23",24.139999
"436","2008-09-24",22.9
"437","2008-09-25",22.059999
"438","2008-09-26",22.299999
"439","2008-09-29",21.549999
"440","2008-09-30",21.709999
"441","2008-10-01",22.02
"442","2008-10-02",19.719999
"443","2008-10-03",19.719999
"444","2008-10-06",20.67
"445","2008-10-07",19.799999
"446","2008-10-08",20.75
"447","2008-10-09",18.49
"448","2008-10-10",18.5
"449","2008-10-13",19.5
"450","2008-10-14",18.99
"451","2008-10-15",17.639999
"452","2008-10-16",19.65
"453","2008-10-17",17.93
"454","2008-10-20",18.59
"455","2008-10-21",18.26
"456","2008-10-22",17.52
"457","2008-10-23",17.23
"458","2008-10-24",17.139999
"459","2008-10-27",17.49
"460","2008-10-28",17.93
"461","2008-10-29",18.59
"462","2008-10-30",19.049999
"463","2008-10-31",19.620001
"464","2008-11-03",19.360001
"465","2008-11-04",19.58
"466","2008-11-05",18.219999
"467","2008-11-06",17.629999
"468","2008-11-07",17.82
"469","2008-11-10",18.200001
"470","2008-11-11",18.1
"471","2008-11-12",18.459999
"472","2008-11-13",19.709999
"473","2008-11-14",18.52
"474","2008-11-17",18.77
"475","2008-11-18",19.26
"476","2008-11-19",15.93
"477","2008-11-20",15.74
"478","2008-11-21",16.629999
"479","2008-11-24",17.18
"480","2008-11-25",16.74
"481","2008-11-26",17.559999
"482","2008-11-28",17.379999
"483","2008-12-01",16.219999
"484","2008-12-02",16.690001
"485","2008-12-03",17.559999
"486","2008-12-04",17.360001
"487","2008-12-05",17.790001
"488","2008-12-08",18.77
"489","2008-12-09",16.870001
"490","2008-12-10",17.059999
"491","2008-12-11",15.3
"492","2008-12-12",15.73
"493","2008-12-15",15.64
"494","2008-12-16",16.51
"495","2008-12-17",17.24
"496","2008-12-18",16.85
"497","2008-12-19",17.33
"498","2008-12-22",17.139999
"499","2008-12-23",16.32
"500","2008-12-24",16.51
"501","2008-12-26",16.83
"502","2008-12-29",16.1
"503","2008-12-30",16.780001
"504","2008-12-31",17.34
"505","2009-01-02",17.6
"506","2009-01-05",17.559999
"507","2009-01-06",18.01
"508","2009-01-07",17.370001
"509","2009-01-08",17.5
"510","2009-01-09",16.6
"511","2009-01-12",15.85
"512","2009-01-13",15.8
"513","2009-01-14",15.38
