"","date","ISEE"
"1","2013-09-25",26.299999
"2","2013-09-26",28.26
"3","2013-09-27",29.18
"4","2013-09-30",29.709999
"5","2013-10-01",29.809999
"6","2013-10-02",32.740002
"7","2013-10-03",33.240002
"8","2013-10-04",34.59
"9","2013-10-07",30.98
"10","2013-10-08",29.059999
"11","2013-10-09",28.219999
"12","2013-10-10",27.379999
"13","2013-10-11",27.629999
"14","2013-10-14",27.809999
"15","2013-10-15",27.59
"16","2013-10-16",29
"17","2013-10-17",28.75
"18","2013-10-18",29.25
"19","2013-10-21",32.669998
"20","2013-10-22",33.080002
"21","2013-10-23",33.27
"22","2013-10-24",34.93
"23","2013-10-25",34
"24","2013-10-28",34.369999
"25","2013-10-29",34.009998
"26","2013-10-30",33.75
"27","2013-10-31",33.52
"28","2013-11-01",32.349998
"29","2013-11-04",31.34
"30","2013-11-05",30.5
"31","2013-11-06",28.719999
"32","2013-11-07",27
"33","2013-11-08",27.5
"34","2013-11-11",28.52
"35","2013-11-12",26.49
"36","2013-11-13",26
"37","2013-11-14",24.639999
"38","2013-11-15",23.690001
"39","2013-11-18",24.49
"40","2013-11-19",23.879999
"41","2013-11-20",24.620001
"42","2013-11-21",24.68
"43","2013-11-22",25.469999
"44","2013-11-25",25.620001
"45","2013-11-26",27.09
"46","2013-11-27",26.65
"47","2013-11-29",28.25
"48","2013-12-02",28.41
"49","2013-12-03",26.969999
"50","2013-12-04",28.09
"51","2013-12-05",28.91
"52","2013-12-06",30
"53","2013-12-09",29.809999
"54","2013-12-10",28.51
"55","2013-12-11",28.780001
"56","2013-12-12",29.68
"57","2013-12-13",30.889999
"58","2013-12-16",32.23
"59","2013-12-17",32
"60","2013-12-18",31.629999
"61","2013-12-19",32.110001
"62","2013-12-20",31.02
"63","2013-12-23",32.700001
"64","2013-12-24",32.369999
"65","2013-12-26",30.99
"66","2013-12-27",32.299999
"67","2013-12-30",31.889999
"68","2013-12-31",32.349998
"69","2014-01-02",31.290001
"70","2014-01-03",32.32
"71","2014-01-06",31.15
"72","2014-01-07",31
"73","2014-01-08",31.639999
"74","2014-01-09",31.139999
"75","2014-01-10",31.4
"76","2014-01-13",30.68
"77","2014-01-14",31.01
"78","2014-01-15",30.98
"79","2014-01-16",30.969999
"80","2014-01-17",29.870001
"81","2014-01-21",31.18
"82","2014-01-22",30.73
"83","2014-01-23",31.18
"84","2014-01-24",30.799999
"85","2014-01-27",30.09
"86","2014-01-28",31.049999
"87","2014-01-29",30.700001
"88","2014-01-30",31.16
"89","2014-01-31",30.889999
"90","2014-02-03",30.51
"91","2014-02-04",30.51
"92","2014-02-05",30.389999
"93","2014-02-06",30.41
"94","2014-02-07",31.860001
"95","2014-02-10",32.380001
"96","2014-02-11",32.650002
"97","2014-02-12",34.040001
"98","2014-02-13",34.75
"99","2014-02-14",34.43
"100","2014-02-18",37.07
"101","2014-02-19",36.049999
"102","2014-02-20",35.66
"103","2014-02-21",35.639999
"104","2014-02-24",35.16
"105","2014-02-25",37.48
"106","2014-02-26",36.09
"107","2014-02-27",34.98
"108","2014-02-28",33.669998
"109","2014-03-03",33.790001
"110","2014-03-04",37.66
"111","2014-03-05",38.939999
"112","2014-03-06",38.25
"113","2014-03-07",36.959999
"114","2014-03-10",36.599998
"115","2014-03-11",36.509998
"116","2014-03-12",36.599998
"117","2014-03-13",35.779999
"118","2014-03-14",37.060001
"119","2014-03-17",37.34
"120","2014-03-18",36.860001
"121","2014-03-19",37.82
"122","2014-03-20",37.98
"123","2014-03-21",35.959999
"124","2014-03-24",34.900002
"125","2014-03-25",34.02
"126","2014-03-26",34.830002
"127","2014-03-27",36
"128","2014-03-28",33.200001
"129","2014-03-31",35.669998
"130","2014-04-01",33.73
"131","2014-04-02",33.02
"132","2014-04-03",31.389999
"133","2014-04-04",32.139999
"134","2014-04-07",31.98
"135","2014-04-08",31.309999
"136","2014-04-09",31.59
"137","2014-04-10",31.370001
"138","2014-04-11",31.059999
"139","2014-04-14",31.84
"140","2014-04-15",31.379999
"141","2014-04-16",31.83
"142","2014-04-17",31.77
"143","2014-04-21",32.5
"144","2014-04-22",34.93
"145","2014-04-23",35.110001
"146","2014-04-24",34.779999
"147","2014-04-25",32.549999
"148","2014-04-28",32.560001
"149","2014-04-29",33.450001
"150","2014-04-30",33.990002
"151","2014-05-01",32.889999
"152","2014-05-02",32.75
"153","2014-05-05",32.59
"154","2014-05-06",32.57
"155","2014-05-07",31.16
"156","2014-05-08",30.559999
"157","2014-05-09",30.790001
"158","2014-05-12",31.030001
"159","2014-05-13",30.450001
"160","2014-05-14",31.41
"161","2014-05-15",31.030001
"162","2014-05-16",31.08
"163","2014-05-19",31.459999
"164","2014-05-20",39.16
"165","2014-05-21",37
"166","2014-05-22",37.5
"167","2014-05-23",38.029999
"168","2014-05-27",39.830002
"169","2014-05-28",40.490002
"170","2014-05-29",41
"171","2014-05-30",40.700001
"172","2014-06-02",39.919998
"173","2014-06-03",41.75
"174","2014-06-04",43.349998
"175","2014-06-05",45.110001
"176","2014-06-06",45.139999
"177","2014-06-09",46.310001
"178","2014-06-10",44.439999
"179","2014-06-11",43.880001
"180","2014-06-12",44.509998
"181","2014-06-13",44
"182","2014-06-16",43.900002
"183","2014-06-17",41.400002
"184","2014-06-18",42.84
"185","2014-06-19",42.279999
"186","2014-06-20",43.91
"187","2014-06-23",42.619999
"188","2014-06-24",41.490002
"189","2014-06-25",42.830002
"190","2014-06-26",40.669998
"191","2014-06-27",41.200001
"192","2014-06-30",42.310001
"193","2014-07-01",41.75
"194","2014-07-02",41.029999
"195","2014-07-03",40.919998
"196","2014-07-07",39.630001
"197","2014-07-08",41.919998
"198","2014-07-09",40.200001
"199","2014-07-10",39.439999
"200","2014-07-11",41.349998
"201","2014-07-14",40.599998
"202","2014-07-15",41.07
"203","2014-07-16",40.200001
"204","2014-07-17",40.049999
"205","2014-07-18",41.310001
"206","2014-07-21",41.59
"207","2014-07-22",41.240002
"208","2014-07-23",40.630001
"209","2014-07-24",40
"210","2014-07-25",40.639999
"211","2014-07-28",39.279999
"212","2014-07-29",40.509998
"213","2014-07-30",40.84
"214","2014-07-31",39.060001
"215","2014-08-01",38.25
"216","2014-08-04",38.52
"217","2014-08-05",37.900002
"218","2014-08-06",37.950001
"219","2014-08-07",37.59
"220","2014-08-08",36.09
"221","2014-08-11",37.91
"222","2014-08-12",38.650002
"223","2014-08-13",39.599998
"224","2014-08-14",39
"225","2014-08-15",39.220001
"226","2014-08-18",40.529999
"227","2014-08-19",39.59
"228","2014-08-20",38.259998
"229","2014-08-21",36.509998
"230","2014-08-22",37.16
"231","2014-08-25",37.66
"232","2014-08-26",39.450001
