"","date","BPOP"
"1","2007-01-03",179.100006
"2","2007-01-04",178.800003
"3","2007-01-05",177.699997
"4","2007-01-08",178.800003
"5","2007-01-09",178
"6","2007-01-10",177.399994
"7","2007-01-11",180.399994
"8","2007-01-12",181.5
"9","2007-01-16",180.199997
"10","2007-01-17",177.300003
"11","2007-01-18",178.399994
"12","2007-01-19",179.699997
"13","2007-01-22",178.699997
"14","2007-01-23",178.300003
"15","2007-01-24",178.600006
"16","2007-01-25",177.5
"17","2007-01-26",178.100006
"18","2007-01-29",181
"19","2007-01-30",181.199997
"20","2007-01-31",182.600006
"21","2007-02-01",185.300003
"22","2007-02-02",188.699997
"23","2007-02-05",187.5
"24","2007-02-06",186.800003
"25","2007-02-07",189.399994
"26","2007-02-08",184.800003
"27","2007-02-09",183.399994
"28","2007-02-12",185.300003
"29","2007-02-13",186.600006
"30","2007-02-14",184.699997
"31","2007-02-15",184
"32","2007-02-16",185
"33","2007-02-20",187.100006
"34","2007-02-21",186.600006
"35","2007-02-22",186.100006
"36","2007-02-23",184.899994
"37","2007-02-26",180.300003
"38","2007-02-27",175.199997
"39","2007-02-28",175.100006
"40","2007-03-01",174
"41","2007-03-02",173.5
"42","2007-03-05",166.800003
"43","2007-03-06",168.600006
"44","2007-03-07",166.100006
"45","2007-03-08",167.100006
"46","2007-03-09",165.699997
"47","2007-03-12",165.399994
"48","2007-03-13",159.300003
"49","2007-03-14",158.600006
"50","2007-03-15",160.899994
"51","2007-03-16",158.899994
"52","2007-03-19",158.199997
"53","2007-03-20",159.699997
"54","2007-03-21",163.100006
"55","2007-03-22",166.199997
"56","2007-03-23",166.800003
"57","2007-03-26",166.5
"58","2007-03-27",165.5
"59","2007-03-28",165.100006
"60","2007-03-29",165
"61","2007-03-30",165.600006
"62","2007-04-02",164.699997
"63","2007-04-03",165.199997
"64","2007-04-04",165.100006
"65","2007-04-05",164.899994
"66","2007-04-09",162.699997
"67","2007-04-10",163.800003
"68","2007-04-11",160.100006
"69","2007-04-12",158.199997
"70","2007-04-13",159.899994
"71","2007-04-16",162
"72","2007-04-17",162.899994
"73","2007-04-18",163.100006
"74","2007-04-19",162.5
"75","2007-04-20",168.699997
"76","2007-04-23",167.5
"77","2007-04-24",167.600006
"78","2007-04-25",169
"79","2007-04-26",170.399994
"80","2007-04-27",170.100006
"81","2007-04-30",168.100006
"82","2007-05-01",167.899994
"83","2007-05-02",168.300003
"84","2007-05-03",170.899994
"85","2007-05-04",169.600006
"86","2007-05-07",169.600006
"87","2007-05-08",168.899994
"88","2007-05-09",169.800003
"89","2007-05-10",166.899994
"90","2007-05-11",167.899994
"91","2007-05-14",166
"92","2007-05-15",167
"93","2007-05-16",167.100006
"94","2007-05-17",167.800003
"95","2007-05-18",169.600006
"96","2007-05-21",171.100006
"97","2007-05-22",172.899994
"98","2007-05-23",171.199997
"99","2007-05-24",172.199997
"100","2007-05-25",171.100006
"101","2007-05-29",171.800003
"102","2007-05-30",172.199997
"103","2007-05-31",172.100006
"104","2007-06-01",174.899994
"105","2007-06-04",173.899994
"106","2007-06-05",172.399994
"107","2007-06-06",169
"108","2007-06-07",167.300003
"109","2007-06-08",168.800003
"110","2007-06-11",169.100006
"111","2007-06-12",167
"112","2007-06-13",169.5
"113","2007-06-14",169.800003
"114","2007-06-15",170.5
"115","2007-06-18",170.5
"116","2007-06-19",172.100006
"117","2007-06-20",169.899994
"118","2007-06-21",169
"119","2007-06-22",166.399994
"120","2007-06-25",165.600006
"121","2007-06-26",161.399994
"122","2007-06-27",161
"123","2007-06-28",160.5
"124","2007-06-29",160.699997
"125","2007-07-02",160.699997
"126","2007-07-03",159.699997
"127","2007-07-05",159.300003
"128","2007-07-06",160.199997
"129","2007-07-09",159.600006
"130","2007-07-10",158.100006
"131","2007-07-11",157.899994
"132","2007-07-12",161
"133","2007-07-13",161.199997
"134","2007-07-16",161.800003
"135","2007-07-17",160
"136","2007-07-18",151
"137","2007-07-19",153.300003
"138","2007-07-20",148.100006
"139","2007-07-23",147.800003
"140","2007-07-24",140.899994
"141","2007-07-25",143.100006
"142","2007-07-26",139.199997
"143","2007-07-27",136.600006
"144","2007-07-30",135.100006
"145","2007-07-31",131.899994
"146","2007-08-01",127.400002
"147","2007-08-02",128.300003
"148","2007-08-03",124.699997
"149","2007-08-06",129.699997
"150","2007-08-07",130.100006
"151","2007-08-08",130.5
"152","2007-08-09",125
"153","2007-08-10",127.599998
"154","2007-08-13",125.300003
"155","2007-08-14",118.199997
"156","2007-08-15",113.800003
"157","2007-08-16",122.199997
"158","2007-08-17",124.599998
"159","2007-08-20",122.900002
"160","2007-08-21",127.900002
"161","2007-08-22",127.199997
"162","2007-08-23",125.199997
"163","2007-08-24",127.800003
"164","2007-08-27",124.900002
"165","2007-08-28",120.599998
"166","2007-08-29",122.400002
"167","2007-08-30",122.300003
"168","2007-08-31",123.400002
"169","2007-09-04",124.800003
"170","2007-09-05",123
"171","2007-09-06",121.900002
"172","2007-09-07",120.5
"173","2007-09-10",119.400002
"174","2007-09-11",119.300003
"175","2007-09-12",118.599998
"176","2007-09-13",119.300003
"177","2007-09-14",120.300003
"178","2007-09-17",118.099998
"179","2007-09-18",122.900002
"180","2007-09-19",124.5
"181","2007-09-20",122.5
"182","2007-09-21",122.099998
"183","2007-09-24",120.199997
"184","2007-09-25",120.300003
"185","2007-09-26",121.400002
"186","2007-09-27",122.300003
"187","2007-09-28",122.800003
"188","2007-10-01",124
"189","2007-10-02",125.099998
"190","2007-10-03",125
"191","2007-10-04",122.5
"192","2007-10-05",122.5
"193","2007-10-08",122.5
"194","2007-10-09",123.5
"195","2007-10-10",123.5
"196","2007-10-11",123.199997
"197","2007-10-12",122.599998
"198","2007-10-15",120.5
"199","2007-10-16",119.900002
"200","2007-10-17",116.800003
"201","2007-10-18",111.199997
"202","2007-10-19",109.300003
"203","2007-10-22",107
"204","2007-10-23",107.900002
"205","2007-10-24",105.300003
"206","2007-10-25",103.300003
"207","2007-10-26",106.199997
"208","2007-10-29",106.199997
"209","2007-10-30",106.699997
"210","2007-10-31",105.5
"211","2007-11-01",102.400002
"212","2007-11-02",95.400002
"213","2007-11-05",93.699997
"214","2007-11-06",93.800003
"215","2007-11-07",92.199997
"216","2007-11-08",86.5
"217","2007-11-09",92.599998
"218","2007-11-12",94.699997
"219","2007-11-13",99.099998
"220","2007-11-14",100.800003
"221","2007-11-15",97.300003
"222","2007-11-16",95.5
"223","2007-11-19",94
"224","2007-11-20",92.699997
"225","2007-11-21",91.5
"226","2007-11-23",94.699997
"227","2007-11-26",91
"228","2007-11-27",93.099998
"229","2007-11-28",96.800003
"230","2007-11-29",95.300003
"231","2007-11-30",96.099998
"232","2007-12-03",96.599998
"233","2007-12-04",94
"234","2007-12-05",97.099998
"235","2007-12-06",99.900002
"236","2007-12-07",105.099998
"237","2007-12-10",106.400002
"238","2007-12-11",101
"239","2007-12-12",99
"240","2007-12-13",98.199997
"241","2007-12-14",99.800003
"242","2007-12-17",100.099998
"243","2007-12-18",100.5
"244","2007-12-19",99.099998
"245","2007-12-20",99.900002
"246","2007-12-21",103.099998
"247","2007-12-24",101.099998
"248","2007-12-26",107.800003
"249","2007-12-27",104.800003
"250","2007-12-28",104.5
"251","2007-12-31",106
"252","2008-01-02",101.199997
"253","2008-01-03",99.099998
"254","2008-01-04",95.5
"255","2008-01-07",97.099998
"256","2008-01-08",95.5
"257","2008-01-09",95.199997
"258","2008-01-10",96.699997
"259","2008-01-11",95.099998
"260","2008-01-14",96.800003
"261","2008-01-15",91.599998
"262","2008-01-16",95.900002
"263","2008-01-17",91.199997
"264","2008-01-18",89
"265","2008-01-22",91.800003
"266","2008-01-23",107.099998
"267","2008-01-24",110.400002
"268","2008-01-25",116.099998
"269","2008-01-28",129.600006
"270","2008-01-29",130.199997
"271","2008-01-30",128.899994
"272","2008-01-31",135.199997
"273","2008-02-01",140.699997
"274","2008-02-04",133.199997
"275","2008-02-05",129.899994
"276","2008-02-06",129.100006
"277","2008-02-07",128
"278","2008-02-08",128.899994
"279","2008-02-11",127.599998
"280","2008-02-12",127.599998
"281","2008-02-13",125.900002
"282","2008-02-14",124.900002
"283","2008-02-15",123.300003
"284","2008-02-19",120.900002
"285","2008-02-20",122
"286","2008-02-21",118.300003
"287","2008-02-22",118.099998
"288","2008-02-25",115
"289","2008-02-26",115.699997
"290","2008-02-27",113.900002
"291","2008-02-28",112.300003
"292","2008-02-29",110.400002
"293","2008-03-03",111.699997
"294","2008-03-04",110.699997
"295","2008-03-05",107.5
"296","2008-03-06",102.5
"297","2008-03-07",103.5
"298","2008-03-10",102.5
"299","2008-03-11",110.400002
"300","2008-03-12",106.599998
"301","2008-03-13",106
"302","2008-03-14",104.099998
"303","2008-03-17",104.099998
"304","2008-03-18",108.900002
"305","2008-03-19",110
"306","2008-03-20",115.300003
"307","2008-03-24",119.099998
"308","2008-03-25",119.5
"309","2008-03-26",117.599998
"310","2008-03-27",115.699997
"311","2008-03-28",113.400002
"312","2008-03-31",116.599998
"313","2008-04-01",120.099998
"314","2008-04-02",119.099998
"315","2008-04-03",118.5
"316","2008-04-04",114.5
"317","2008-04-07",115.699997
"318","2008-04-08",112.5
"319","2008-04-09",113
"320","2008-04-10",111.099998
"321","2008-04-11",111
"322","2008-04-14",108.400002
"323","2008-04-15",107.900002
"324","2008-04-16",110.5
"325","2008-04-17",117.5
"326","2008-04-18",122.699997
"327","2008-04-21",111.5
"328","2008-04-22",113.099998
"329","2008-04-23",112.699997
"330","2008-04-24",117.900002
"331","2008-04-25",118.5
"332","2008-04-28",119.800003
"333","2008-04-29",120
"334","2008-04-30",124.699997
"335","2008-05-01",130.199997
"336","2008-05-02",130.600006
"337","2008-05-05",123.199997
"338","2008-05-06",122.699997
"339","2008-05-07",118.400002
"340","2008-05-08",119.300003
"341","2008-05-09",118.099998
