"","date","LKFN"
"1","2007-01-03",17.166666
"2","2007-01-04",17.213333
"3","2007-01-05",16.333334
"4","2007-01-08",17.066668
"5","2007-01-09",16.933332
"6","2007-01-10",16.433332
"7","2007-01-11",17.1
"8","2007-01-12",16.933332
"9","2007-01-16",16.68
"10","2007-01-17",16.426666
"11","2007-01-18",16.386667
"12","2007-01-19",16.373333
"13","2007-01-22",16.5
"14","2007-01-23",16.426666
"15","2007-01-24",16.473333
"16","2007-01-25",16.033333
"17","2007-01-26",16.32
"18","2007-01-29",16.393333
"19","2007-01-30",16.353333
"20","2007-01-31",16.486666
"21","2007-02-01",16.506666
"22","2007-02-02",16.253334
"23","2007-02-05",16.126667
"24","2007-02-06",16.226667
"25","2007-02-07",16.266666
"26","2007-02-08",16.200001
"27","2007-02-09",16.120001
"28","2007-02-12",16.280001
"29","2007-02-13",16.406666
"30","2007-02-14",16.213333
"31","2007-02-15",16.1
"32","2007-02-16",16.086666
"33","2007-02-20",16.18
"34","2007-02-21",16.440001
"35","2007-02-22",16.559999
"36","2007-02-23",16.120001
"37","2007-02-26",16.059999
"38","2007-02-27",15.106667
"39","2007-02-28",15.44
"40","2007-03-01",15.326667
"41","2007-03-02",14.966666
"42","2007-03-05",14.986667
"43","2007-03-06",15.166667
"44","2007-03-07",14.873333
"45","2007-03-08",14.92
"46","2007-03-09",15.086667
"47","2007-03-12",15.16
"48","2007-03-13",14.7
"49","2007-03-14",14.88
"50","2007-03-15",14.833333
"51","2007-03-16",14.733334
"52","2007-03-19",14.78
"53","2007-03-20",14.933333
"54","2007-03-21",15.226666
"55","2007-03-22",15.246667
"56","2007-03-23",15.146667
"57","2007-03-26",15.3
"58","2007-03-27",14.973333
"59","2007-03-28",14.946667
"60","2007-03-29",15.106667
"61","2007-03-30",15.133333
"62","2007-04-02",15.1
"63","2007-04-03",15.566667
"64","2007-04-04",15.606667
"65","2007-04-05",15.513333
"66","2007-04-09",14.98
"67","2007-04-10",15.06
"68","2007-04-11",14.933333
"69","2007-04-12",15.06
"70","2007-04-13",15.073334
"71","2007-04-16",15.8
"72","2007-04-17",15.513333
"73","2007-04-18",15.493333
"74","2007-04-19",15.226666
"75","2007-04-20",15.733334
"76","2007-04-23",15.166667
"77","2007-04-24",15.093333
"78","2007-04-25",15.1
"79","2007-04-26",14.933333
"80","2007-04-27",14.72
"81","2007-04-30",14.433333
"82","2007-05-01",14.573334
"83","2007-05-02",15.026667
"84","2007-05-03",14.706667
"85","2007-05-04",14.88
"86","2007-05-07",14.8
"87","2007-05-08",14.773334
"88","2007-05-09",14.96
"89","2007-05-10",14.433333
"90","2007-05-11",14.6
"91","2007-05-14",14.466666
"92","2007-05-15",14.386666
"93","2007-05-16",14.353333
"94","2007-05-17",14.073334
"95","2007-05-18",14
"96","2007-05-21",14.046667
"97","2007-05-22",14.08
"98","2007-05-23",14.073334
"99","2007-05-24",14.126667
"100","2007-05-25",14.333333
"101","2007-05-29",14.553333
"102","2007-05-30",14.62
"103","2007-05-31",14.666667
"104","2007-06-01",14.906667
"105","2007-06-04",14.773334
"106","2007-06-05",14.573334
"107","2007-06-06",14.48
"108","2007-06-07",14.333333
"109","2007-06-08",14.76
"110","2007-06-11",14.76
"111","2007-06-12",14.226666
"112","2007-06-13",14.473333
"113","2007-06-14",14.333333
"114","2007-06-15",14.5
"115","2007-06-18",14.966666
"116","2007-06-19",15.32
"117","2007-06-20",14.666667
"118","2007-06-21",14.513333
"119","2007-06-22",14.48
"120","2007-06-25",14.16
"121","2007-06-26",14.333333
"122","2007-06-27",14.9
"123","2007-06-28",14.54
"124","2007-06-29",14.18
"125","2007-07-02",14.326667
"126","2007-07-03",14.2
"127","2007-07-05",14.146667
"128","2007-07-06",14.4
