"","date","DCPH"
"1","2017-09-28",17.65
"2","2017-09-29",18.99
"3","2017-10-02",19.73
"4","2017-10-03",19.709999
"5","2017-10-04",20.25
"6","2017-10-05",22.17
"7","2017-10-06",22.91
"8","2017-10-09",23.309999
"9","2017-10-10",22.9
"10","2017-10-11",22.379999
"11","2017-10-12",22.879999
"12","2017-10-13",24.200001
"13","2017-10-16",24
"14","2017-10-17",21.43
"15","2017-10-18",19.959999
"16","2017-10-19",19.84
"17","2017-10-20",20.15
"18","2017-10-23",20.790001
"19","2017-10-24",20.35
"20","2017-10-25",19.32
"21","2017-10-26",19.4
"22","2017-10-27",18.639999
"23","2017-10-30",19.09
"24","2017-10-31",19.190001
"25","2017-11-01",19.08
"26","2017-11-02",17.959999
"27","2017-11-03",19.01
"28","2017-11-06",18.959999
"29","2017-11-07",18.049999
"30","2017-11-08",17
"31","2017-11-09",16.73
"32","2017-11-10",17.4
"33","2017-11-13",17.67
"34","2017-11-14",17.51
"35","2017-11-15",17.85
"36","2017-11-16",17.77
"37","2017-11-17",19.6
"38","2017-11-20",20.82
"39","2017-11-21",21.07
"40","2017-11-22",20.469999
"41","2017-11-24",20.09
"42","2017-11-27",20.049999
"43","2017-11-28",20.360001
"44","2017-11-29",19.24
"45","2017-11-30",19.860001
"46","2017-12-01",19.549999
"47","2017-12-04",17.77
"48","2017-12-05",17.889999
"49","2017-12-06",17.07
"50","2017-12-07",17.879999
"51","2017-12-08",18.209999
"52","2017-12-11",16.83
"53","2017-12-12",16.6
"54","2017-12-13",17.82
"55","2017-12-14",16.75
"56","2017-12-15",16.540001
"57","2017-12-18",17.15
"58","2017-12-19",17.09
"59","2017-12-20",18.66
"60","2017-12-21",19.6
"61","2017-12-22",21.51
"62","2017-12-26",21.6
"63","2017-12-27",21
"64","2017-12-28",22.32
"65","2017-12-29",22.67
"66","2018-01-02",25.209999
"67","2018-01-03",26.139999
"68","2018-01-04",25.01
"69","2018-01-05",25.809999
"70","2018-01-08",24.99
"71","2018-01-09",25.07
"72","2018-01-10",25.66
"73","2018-01-11",24.99
"74","2018-01-12",24.540001
"75","2018-01-16",24.379999
"76","2018-01-17",24.98
"77","2018-01-18",26.040001
"78","2018-01-19",27.469999
"79","2018-01-22",27.9
"80","2018-01-23",28.09
"81","2018-01-24",26.629999
"82","2018-01-25",27.08
"83","2018-01-26",26.440001
"84","2018-01-29",26.219999
"85","2018-01-30",26.360001
"86","2018-01-31",26
"87","2018-02-01",26.83
"88","2018-02-02",26.120001
"89","2018-02-05",25.940001
"90","2018-02-06",26.02
"91","2018-02-07",26.389999
"92","2018-02-08",25.799999
"93","2018-02-09",26.07
"94","2018-02-12",27.940001
"95","2018-02-13",28.92
"96","2018-02-14",29
"97","2018-02-15",28.700001
"98","2018-02-16",29.709999
"99","2018-02-20",28.17
"100","2018-02-21",28.09
"101","2018-02-22",26.59
"102","2018-02-23",25.040001
"103","2018-02-26",27.139999
"104","2018-02-27",26.83
"105","2018-02-28",25.02
"106","2018-03-01",24.360001
"107","2018-03-02",27.23
"108","2018-03-05",27.610001
"109","2018-03-06",24.27
"110","2018-03-07",24.4
"111","2018-03-08",23.49
"112","2018-03-09",24.540001
"113","2018-03-12",23.700001
"114","2018-03-13",23.42
"115","2018-03-14",23.620001
"116","2018-03-15",22.17
"117","2018-03-16",22.4
"118","2018-03-19",22.93
"119","2018-03-20",22.84
"120","2018-03-21",23
"121","2018-03-22",21.84
"122","2018-03-23",21.18
"123","2018-03-26",20.91
"124","2018-03-27",20.75
"125","2018-03-28",20.99
"126","2018-03-29",20.040001
"127","2018-04-02",20.059999
"128","2018-04-03",21.870001
"129","2018-04-04",21.780001
"130","2018-04-05",21.84
"131","2018-04-06",24
"132","2018-04-09",25.5
"133","2018-04-10",27.030001
"134","2018-04-11",27.33
"135","2018-04-12",27.049999
"136","2018-04-13",25.57
"137","2018-04-16",24.129999
"138","2018-04-17",23.780001
"139","2018-04-18",23.559999
"140","2018-04-19",24.139999
"141","2018-04-20",24.23
"142","2018-04-23",23.139999
"143","2018-04-24",22.879999
"144","2018-04-25",22.559999
"145","2018-04-26",22.459999
"146","2018-04-27",22.17
"147","2018-04-30",22.440001
"148","2018-05-01",23.639999
"149","2018-05-02",25.23
"150","2018-05-03",24.610001
"151","2018-05-04",25.15
"152","2018-05-07",25.1
"153","2018-05-08",24.67
"154","2018-05-09",25.6
"155","2018-05-10",24.959999
"156","2018-05-11",24.959999
"157","2018-05-14",26.83
"158","2018-05-15",26.41
"159","2018-05-16",25.860001
"160","2018-05-17",25.73
"161","2018-05-18",25.280001
"162","2018-05-21",27.209999
"163","2018-05-22",25.67
"164","2018-05-23",25.85
"165","2018-05-24",25.049999
"166","2018-05-25",25.309999
"167","2018-05-29",26.5
"168","2018-05-30",26.73
"169","2018-05-31",25.719999
"170","2018-06-01",25.91
"171","2018-06-04",38.310001
"172","2018-06-05",39.970001
"173","2018-06-06",41.52
"174","2018-06-07",35.889999
"175","2018-06-08",35.130001
"176","2018-06-11",36.110001
"177","2018-06-12",38.48
"178","2018-06-13",38.34
"179","2018-06-14",40.369999
"180","2018-06-15",41.860001
"181","2018-06-18",44.66
"182","2018-06-19",43.959999
"183","2018-06-20",44.369999
"184","2018-06-21",44.950001
"185","2018-06-22",39.549999
"186","2018-06-25",39.5
"187","2018-06-26",40.130001
"188","2018-06-27",37.459999
"189","2018-06-28",38.459999
"190","2018-06-29",39.349998
"191","2018-07-02",38.720001
"192","2018-07-03",41.029999
"193","2018-07-05",42.099998
"194","2018-07-06",40.57
"195","2018-07-09",40.389999
"196","2018-07-10",38.639999
"197","2018-07-11",37.77
"198","2018-07-12",38.439999
"199","2018-07-13",37.560001
"200","2018-07-16",38.209999
"201","2018-07-17",37.869999
"202","2018-07-18",37.889999
"203","2018-07-19",36.959999
"204","2018-07-20",37.09
"205","2018-07-23",36.52
"206","2018-07-24",36.18
"207","2018-07-25",36.720001
"208","2018-07-26",36.599998
"209","2018-07-27",33.799999
"210","2018-07-30",33.57
"211","2018-07-31",34.400002
"212","2018-08-01",35.490002
"213","2018-08-02",36.25
"214","2018-08-03",35.689999
"215","2018-08-06",35.959999
"216","2018-08-07",36
"217","2018-08-08",34.880001
"218","2018-08-09",36.580002
"219","2018-08-10",35.59
"220","2018-08-13",35.380001
"221","2018-08-14",34.490002
"222","2018-08-15",33.709999
"223","2018-08-16",35.52
"224","2018-08-17",34.959999
"225","2018-08-20",34.25
"226","2018-08-21",34.68
"227","2018-08-22",36.25
"228","2018-08-23",35.77
"229","2018-08-24",35.470001
"230","2018-08-27",38.549999
"231","2018-08-28",38.310001
"232","2018-08-29",37.650002
"233","2018-08-30",37.310001
"234","2018-08-31",36.990002
"235","2018-09-04",36.209999
"236","2018-09-05",35.669998
"237","2018-09-06",36.900002
"238","2018-09-07",37.959999
"239","2018-09-10",38.209999
"240","2018-09-11",38.41
"241","2018-09-12",36.560001
"242","2018-09-13",36.450001
"243","2018-09-14",35.5
"244","2018-09-17",34.740002
"245","2018-09-18",36.099998
"246","2018-09-19",36.380001
"247","2018-09-20",39.310001
"248","2018-09-21",38.970001
"249","2018-09-24",39.919998
"250","2018-09-25",38.259998
"251","2018-09-26",38.5
"252","2018-09-27",38.490002
"253","2018-09-28",38.720001
"254","2018-10-01",35.540001
"255","2018-10-02",35.099998
"256","2018-10-03",36.139999
"257","2018-10-04",32.200001
"258","2018-10-05",31.16
"259","2018-10-08",30.809999
"260","2018-10-09",31.389999
"261","2018-10-10",29.280001
"262","2018-10-11",28.08
"263","2018-10-12",28.15
"264","2018-10-15",27.98
"265","2018-10-16",28.75
"266","2018-10-17",28.65
"267","2018-10-18",27.23
"268","2018-10-19",22.26
"269","2018-10-22",22.65
"270","2018-10-23",22.540001
"271","2018-10-24",20.809999
"272","2018-10-25",21.139999
"273","2018-10-26",20.48
"274","2018-10-29",19.08
"275","2018-10-30",19.940001
"276","2018-10-31",20.190001
"277","2018-11-01",21.360001
"278","2018-11-02",20.41
"279","2018-11-05",20.41
"280","2018-11-06",20.57
"281","2018-11-07",21.690001
"282","2018-11-08",20
"283","2018-11-09",20
"284","2018-11-12",20.959999
"285","2018-11-13",21.629999
"286","2018-11-14",20.58
"287","2018-11-15",22.73
"288","2018-11-16",22.75
"289","2018-11-19",22.92
"290","2018-11-20",23.23
"291","2018-11-21",23.5
"292","2018-11-23",23.08
"293","2018-11-26",24.059999
"294","2018-11-27",23.99
"295","2018-11-28",25.379999
"296","2018-11-29",25.59
"297","2018-11-30",26.07
"298","2018-12-03",27.610001
"299","2018-12-04",26.469999
"300","2018-12-06",27.889999
"301","2018-12-07",27.959999
"302","2018-12-10",27.43
"303","2018-12-11",27.139999
"304","2018-12-12",26.93
"305","2018-12-13",25.43
"306","2018-12-14",26.209999
"307","2018-12-17",24.74
"308","2018-12-18",23.559999
"309","2018-12-19",22.309999
"310","2018-12-20",21.209999
"311","2018-12-21",20.059999
"312","2018-12-24",20.1
"313","2018-12-26",20.969999
"314","2018-12-27",20.719999
"315","2018-12-28",20.59
"316","2018-12-31",20.99
"317","2019-01-02",22.48
"318","2019-01-03",20.65
"319","2019-01-04",21.469999
"320","2019-01-07",24.35
"321","2019-01-08",25
"322","2019-01-09",25.41
"323","2019-01-10",25.889999
"324","2019-01-11",24.92
"325","2019-01-14",24.32
"326","2019-01-15",25.15
"327","2019-01-16",26.4
"328","2019-01-17",25.51
"329","2019-01-18",26.75
"330","2019-01-22",26.370001
"331","2019-01-23",25.74
"332","2019-01-24",26.450001
"333","2019-01-25",27.33
"334","2019-01-28",25.309999
"335","2019-01-29",25.83
"336","2019-01-30",26.35
"337","2019-01-31",26.870001
"338","2019-02-01",27.559999
"339","2019-02-04",27.75
"340","2019-02-05",27.459999
"341","2019-02-06",27.030001
"342","2019-02-07",27.120001
"343","2019-02-08",27.709999
"344","2019-02-11",27.690001
"345","2019-02-12",27.629999
"346","2019-02-13",27.74
"347","2019-02-14",27.969999
"348","2019-02-15",29
"349","2019-02-19",29.280001
"350","2019-02-20",28.57
"351","2019-02-21",26.459999
"352","2019-02-22",27.610001
"353","2019-02-25",28.75
"354","2019-02-26",28.690001
"355","2019-02-27",29.549999
"356","2019-02-28",28.4
"357","2019-03-01",28.639999
"358","2019-03-04",28.639999
"359","2019-03-05",27.59
"360","2019-03-06",26.1
"361","2019-03-07",25.9
"362","2019-03-08",25.799999
"363","2019-03-11",26.790001
