"","date","IFRX"
"1","2017-11-07",15
"2","2017-11-08",14.99
"3","2017-11-09",15
"4","2017-11-10",15
"5","2017-11-13",14.85
"6","2017-11-14",14.66
"7","2017-11-15",14.85
"8","2017-11-16",14.8
"9","2017-11-17",14.83
"10","2017-11-20",14.55
"11","2017-11-21",15
"12","2017-11-22",15
"13","2017-11-24",15.3
"14","2017-11-27",16.700001
"15","2017-11-28",19
"16","2017-11-29",20.700001
"17","2017-11-30",21.299999
"18","2017-12-01",20.879999
"19","2017-12-04",19.24
"20","2017-12-05",18.66
"21","2017-12-06",17.58
"22","2017-12-07",18.049999
"23","2017-12-08",19.190001
"24","2017-12-11",18.76
"25","2017-12-12",18
"26","2017-12-13",18.049999
"27","2017-12-14",18.41
"28","2017-12-15",18.209999
"29","2017-12-18",19.85
"30","2017-12-19",19
"31","2017-12-20",19.76
"32","2017-12-21",21.290001
"33","2017-12-22",23.99
"34","2017-12-26",22.129999
"35","2017-12-27",20.41
"36","2017-12-28",20.790001
"37","2017-12-29",20.950001
"38","2018-01-02",20.209999
"39","2018-01-03",20.25
"40","2018-01-04",22.995001
"41","2018-01-05",23.75
"42","2018-01-08",22.83
"43","2018-01-09",23.16
"44","2018-01-10",22.66
"45","2018-01-11",23.85
"46","2018-01-12",23.51
"47","2018-01-16",22.1
"48","2018-01-17",22
"49","2018-01-18",22.450001
"50","2018-01-19",22.35
"51","2018-01-22",23.059999
"52","2018-01-23",23.43
"53","2018-01-24",22.610001
"54","2018-01-25",21.74
"55","2018-01-26",22.82
"56","2018-01-29",22.84
"57","2018-01-30",22.73
"58","2018-01-31",23.950001
"59","2018-02-01",23.07
"60","2018-02-02",22.75
"61","2018-02-05",22.5
"62","2018-02-06",23.440001
"63","2018-02-07",22.75
"64","2018-02-08",22.549999
"65","2018-02-09",23.5
"66","2018-02-12",27.85
"67","2018-02-13",29.799999
"68","2018-02-14",28.75
"69","2018-02-15",29.25
"70","2018-02-16",28.860001
"71","2018-02-20",31.4
"72","2018-02-21",31.99
"73","2018-02-22",31.9
"74","2018-02-23",32
"75","2018-02-26",28.309999
"76","2018-02-27",28.639999
"77","2018-02-28",26.09
"78","2018-03-01",27.389999
"79","2018-03-02",27.6
"80","2018-03-05",27.530001
"81","2018-03-06",29.76
"82","2018-03-07",28.02
"83","2018-03-08",28.17
"84","2018-03-09",28.209999
"85","2018-03-12",30.459999
"86","2018-03-13",29.799999
"87","2018-03-14",29.08
"88","2018-03-15",30.059999
"89","2018-03-16",29.719999
"90","2018-03-19",30.57
"91","2018-03-20",30.85
"92","2018-03-21",29.860001
"93","2018-03-22",30.610001
"94","2018-03-23",30.190001
"95","2018-03-26",31.16
"96","2018-03-27",29.17
"97","2018-03-28",30.23
"98","2018-03-29",28.84
"99","2018-04-02",28.68
"100","2018-04-03",28.620001
"101","2018-04-04",28.9
"102","2018-04-05",27.33
"103","2018-04-06",27.4
"104","2018-04-09",30.25
"105","2018-04-10",30.209999
"106","2018-04-11",32.18
"107","2018-04-12",33.220001
"108","2018-04-13",32.959999
"109","2018-04-16",34.759998
"110","2018-04-17",36.619999
"111","2018-04-18",36.900002
"112","2018-04-19",37.139999
"113","2018-04-20",38.77
"114","2018-04-23",38.080002
"115","2018-04-24",38.09
"116","2018-04-25",39.27
"117","2018-04-26",39.139999
"118","2018-04-27",38.369999
"119","2018-04-30",39.150002
"120","2018-05-01",41.459999
"121","2018-05-02",38.75
"122","2018-05-03",36.02
"123","2018-05-04",36.169998
"124","2018-05-07",37.060001
"125","2018-05-08",36.610001
"126","2018-05-09",35.060001
"127","2018-05-10",33.439999
"128","2018-05-11",34.169998
"129","2018-05-14",34.509998
"130","2018-05-15",34.400002
"131","2018-05-16",34.450001
"132","2018-05-17",34.389999
"133","2018-05-18",34.75
"134","2018-05-21",35.380001
"135","2018-05-22",34.080002
"136","2018-05-23",34.18
"137","2018-05-24",34.110001
"138","2018-05-25",35.380001
"139","2018-05-29",38.5
"140","2018-05-30",37.849998
"141","2018-05-31",38.139999
"142","2018-06-01",37
"143","2018-06-04",37.369999
"144","2018-06-05",37.330002
"145","2018-06-06",37.080002
"146","2018-06-07",36.700001
"147","2018-06-08",36.349998
"148","2018-06-11",34.990002
"149","2018-06-12",35.799999
"150","2018-06-13",35.950001
"151","2018-06-14",35.299999
"152","2018-06-15",33.279999
"153","2018-06-18",33
"154","2018-06-19",32.540001
"155","2018-06-20",31.879999
"156","2018-06-21",30.99
"157","2018-06-22",30.68
"158","2018-06-25",29.620001
"159","2018-06-26",28.83
"160","2018-06-27",28.93
"161","2018-06-28",29.809999
"162","2018-06-29",32.25
"163","2018-07-02",31.18
"164","2018-07-03",30.450001
"165","2018-07-05",31.200001
"166","2018-07-06",32
"167","2018-07-09",31.639999
"168","2018-07-10",31.65
"169","2018-07-11",30.450001
"170","2018-07-12",30.309999
"171","2018-07-13",33.84
"172","2018-07-16",33.150002
"173","2018-07-17",33.110001
"174","2018-07-18",35
"175","2018-07-19",33.599998
"176","2018-07-20",32.400002
"177","2018-07-23",31.82
"178","2018-07-24",32
"179","2018-07-25",32.700001
"180","2018-07-26",31.700001
"181","2018-07-27",30.65
"182","2018-07-30",30.120001
"183","2018-07-31",30.57
"184","2018-08-01",31.280001
"185","2018-08-02",33.5
"186","2018-08-03",31.52
"187","2018-08-06",31.82
"188","2018-08-07",32.110001
"189","2018-08-08",30.959999
"190","2018-08-09",30.629999
"191","2018-08-10",31.049999
"192","2018-08-13",30.02
"193","2018-08-14",31.379999
"194","2018-08-15",29.34
"195","2018-08-16",30.290001
"196","2018-08-17",30.15
"197","2018-08-20",29.5
"198","2018-08-21",30.690001
"199","2018-08-22",30.610001
"200","2018-08-23",31.379999
"201","2018-08-24",31.49
"202","2018-08-27",31.27
"203","2018-08-28",32.84
"204","2018-08-29",33.400002
"205","2018-08-30",34.990002
"206","2018-08-31",33.990002
"207","2018-09-04",33.209999
"208","2018-09-05",33.169998
"209","2018-09-06",32.740002
"210","2018-09-07",33.049999
"211","2018-09-10",33.400002
"212","2018-09-11",33.130001
"213","2018-09-12",32.869999
"214","2018-09-13",33
"215","2018-09-14",33.029999
"216","2018-09-17",32.869999
"217","2018-09-18",34.77
"218","2018-09-19",34
"219","2018-09-20",34.395
"220","2018-09-21",33.060001
"221","2018-09-24",33.630001
"222","2018-09-25",34.419998
"223","2018-09-26",34.735001
"224","2018-09-27",34.470001
"225","2018-09-28",34.32
"226","2018-10-01",34.73
"227","2018-10-02",34.889999
"228","2018-10-03",35
"229","2018-10-04",34.950001
"230","2018-10-05",34.799999
"231","2018-10-08",34.299999
"232","2018-10-09",34.099998
"233","2018-10-10",32.759998
"234","2018-10-11",33.75
"235","2018-10-12",33.110001
"236","2018-10-15",32.509998
"237","2018-10-16",34.849998
"238","2018-10-17",33.599998
"239","2018-10-18",33.099998
"240","2018-10-19",33.18
"241","2018-10-22",33.48
"242","2018-10-23",33.41
"243","2018-10-24",34.59
"244","2018-10-25",31.99
"245","2018-10-26",32.25
"246","2018-10-29",31.1
"247","2018-10-30",30.52
"248","2018-10-31",32.200001
"249","2018-11-01",33.700001
"250","2018-11-02",33.810001
"251","2018-11-05",33.700001
"252","2018-11-06",33.98
"253","2018-11-07",31
"254","2018-11-08",33.5
"255","2018-11-09",32.450001
"256","2018-11-12",30.32
"257","2018-11-13",30.77
"258","2018-11-14",29.98
"259","2018-11-15",27.84
"260","2018-11-16",28
"261","2018-11-19",26.35
"262","2018-11-20",26.02
"263","2018-11-21",27.9
"264","2018-11-23",29.879999
"265","2018-11-26",30
"266","2018-11-27",30.309999
"267","2018-11-28",30.49
"268","2018-11-29",30.33
"269","2018-11-30",29.219999
"270","2018-12-03",29.48
"271","2018-12-04",29.540001
"272","2018-12-06",29.5
"273","2018-12-07",29.82
"274","2018-12-10",29.51
"275","2018-12-11",29.4
"276","2018-12-12",29.5
"277","2018-12-13",27.9
"278","2018-12-14",27.200001
"279","2018-12-17",24.27
"280","2018-12-18",23.690001
"281","2018-12-19",24.190001
"282","2018-12-20",23.33
"283","2018-12-21",24.049999
"284","2018-12-24",24.219999
"285","2018-12-26",27.84
"286","2018-12-27",28.620001
"287","2018-12-28",32.040001
"288","2018-12-31",36.369999
"289","2019-01-02",34.900002
"290","2019-01-03",33.599998
"291","2019-01-04",35.849998
"292","2019-01-07",35.950001
"293","2019-01-08",35.5
"294","2019-01-09",34.540001
"295","2019-01-10",35.650002
"296","2019-01-11",34.34
"297","2019-01-14",33.860001
"298","2019-01-15",35.290001
"299","2019-01-16",34.630001
"300","2019-01-17",33.98
"301","2019-01-18",35.32
"302","2019-01-22",35.02
"303","2019-01-23",35.880001
"304","2019-01-24",33.849998
"305","2019-01-25",36.110001
"306","2019-01-28",34.759998
"307","2019-01-29",33.32
"308","2019-01-30",32.799999
"309","2019-01-31",32.790001
"310","2019-02-01",32.400002
"311","2019-02-04",32.630001
"312","2019-02-05",34.27
"313","2019-02-06",33.849998
"314","2019-02-07",34.029999
"315","2019-02-08",33.5
"316","2019-02-11",33.650002
"317","2019-02-12",33.599998
"318","2019-02-13",32
"319","2019-02-14",31.16
"320","2019-02-15",33.18
"321","2019-02-19",32.98
"322","2019-02-20",32.779999
"323","2019-02-21",31.969999
"324","2019-02-22",32.049999
"325","2019-02-25",32.799999
"326","2019-02-26",32.900002
"327","2019-02-27",34.810001
"328","2019-02-28",37.060001
"329","2019-03-01",37.950001
"330","2019-03-04",38.18
"331","2019-03-05",40.68
"332","2019-03-06",39.950001
"333","2019-03-07",42.43
"334","2019-03-08",44.59
"335","2019-03-11",48.610001
"336","2019-03-12",47.02
"337","2019-03-13",48.41
"338","2019-03-14",48.619999
"339","2019-03-15",47.400002
"340","2019-03-18",46.52
"341","2019-03-19",47.080002
"342","2019-03-20",46.16
"343","2019-03-21",45.349998
"344","2019-03-22",43.689999
"345","2019-03-25",43.009998
"346","2019-03-26",40.599998
"347","2019-03-27",39.740002
"348","2019-03-28",39.18
"349","2019-03-29",37.790001
"350","2019-04-01",37.25
"351","2019-04-02",37.16
"352","2019-04-03",39.509998
"353","2019-04-04",38.880001
"354","2019-04-05",41.91
