"","date","RL"
"1","2007-01-03",79.669998
"2","2007-01-04",80.629997
"3","2007-01-05",79.900002
"4","2007-01-08",79.93
"5","2007-01-09",81.910004
"6","2007-01-10",82
"7","2007-01-11",82.769997
"8","2007-01-12",82.709999
"9","2007-01-16",83.809998
"10","2007-01-17",82.959999
"11","2007-01-18",81.980003
"12","2007-01-19",82.230003
"13","2007-01-22",80.519997
"14","2007-01-23",80.620003
"15","2007-01-24",81.32
"16","2007-01-25",79.419998
"17","2007-01-26",78.800003
"18","2007-01-29",80.330002
"19","2007-01-30",80.400002
"20","2007-01-31",82.050003
"21","2007-02-01",83.669998
"22","2007-02-02",83.529999
"23","2007-02-05",83.690002
"24","2007-02-06",85.07
"25","2007-02-07",83.599998
"26","2007-02-08",83.57
"27","2007-02-09",83.519997
"28","2007-02-12",82.949997
"29","2007-02-13",83.57
"30","2007-02-14",83.830002
"31","2007-02-15",85.300003
"32","2007-02-16",85.800003
"33","2007-02-20",88.589996
"34","2007-02-21",88.220001
"35","2007-02-22",87.699997
"36","2007-02-23",87.540001
"37","2007-02-26",87.260002
"38","2007-02-27",84.269997
"39","2007-02-28",86.980003
"40","2007-03-01",84.75
"41","2007-03-02",83.419998
"42","2007-03-05",81.75
"43","2007-03-06",83.419998
"44","2007-03-07",84.199997
"45","2007-03-08",85.529999
"46","2007-03-09",85.110001
"47","2007-03-12",85.559998
"48","2007-03-13",83.870003
"49","2007-03-14",83.900002
"50","2007-03-15",84.449997
"51","2007-03-16",83.82
"52","2007-03-19",85.5
"53","2007-03-20",86.690002
"54","2007-03-21",86.870003
"55","2007-03-22",87.129997
"56","2007-03-23",89.57
"57","2007-03-26",89.639999
"58","2007-03-27",88.230003
"59","2007-03-28",87.629997
"60","2007-03-29",87.529999
"61","2007-03-30",88.150002
"62","2007-04-02",89.099998
"63","2007-04-03",91.459999
"64","2007-04-04",91.870003
"65","2007-04-05",92.599998
"66","2007-04-09",92.970001
"67","2007-04-10",92.599998
"68","2007-04-11",92.800003
"69","2007-04-12",93.889999
"70","2007-04-13",93.989998
"71","2007-04-16",96.919998
"72","2007-04-17",97.440002
"73","2007-04-18",97.559998
"74","2007-04-19",96.610001
"75","2007-04-20",97.389999
"76","2007-04-23",97.75
"77","2007-04-24",97.400002
"78","2007-04-25",95.169998
"79","2007-04-26",94.529999
"80","2007-04-27",94.370003
"81","2007-04-30",92.110001
"82","2007-05-01",90.040001
"83","2007-05-02",91.099998
"84","2007-05-03",90.440002
"85","2007-05-04",90.980003
"86","2007-05-07",90.510002
"87","2007-05-08",92
"88","2007-05-09",93.440002
"89","2007-05-10",91.519997
"90","2007-05-11",91
"91","2007-05-14",92.650002
"92","2007-05-15",92.190002
"93","2007-05-16",92.470001
"94","2007-05-17",93.309998
"95","2007-05-18",94.559998
"96","2007-05-21",95.440002
"97","2007-05-22",96.480003
"98","2007-05-23",93.639999
"99","2007-05-24",93.059998
"100","2007-05-25",92.220001
"101","2007-05-29",93.279999
"102","2007-05-30",96.410004
"103","2007-05-31",97.529999
"104","2007-06-01",96.879997
"105","2007-06-04",98.269997
"106","2007-06-05",97.18
"107","2007-06-06",96.089996
"108","2007-06-07",94.949997
"109","2007-06-08",96.739998
"110","2007-06-11",95.629997
"111","2007-06-12",94
"112","2007-06-13",95.739998
"113","2007-06-14",94.809998
"114","2007-06-15",94.800003
"115","2007-06-18",96.419998
"116","2007-06-19",99.419998
"117","2007-06-20",99.010002
"118","2007-06-21",98.739998
"119","2007-06-22",97.709999
"120","2007-06-25",96.809998
"121","2007-06-26",96.709999
"122","2007-06-27",98.809998
"123","2007-06-28",98.639999
"124","2007-06-29",98.110001
"125","2007-07-02",99.43
"126","2007-07-03",100.080002
"127","2007-07-05",101.5
"128","2007-07-06",102.300003
"129","2007-07-09",101.419998
"130","2007-07-10",99.449997
"131","2007-07-11",98.849998
"132","2007-07-12",100.870003
"133","2007-07-13",101.209999
"134","2007-07-16",99.669998
"135","2007-07-17",100.349998
"136","2007-07-18",99.580002
"137","2007-07-19",100.489998
"138","2007-07-20",98.849998
"139","2007-07-23",99.230003
"140","2007-07-24",96.790001
"141","2007-07-25",94.769997
"142","2007-07-26",91.260002
"143","2007-07-27",89.050003
"144","2007-07-30",91.559998
"145","2007-07-31",89.349998
"146","2007-08-01",89.900002
"147","2007-08-02",90.07
"148","2007-08-03",87.269997
"149","2007-08-06",89.150002
"150","2007-08-07",92.779999
"151","2007-08-08",81.800003
"152","2007-08-09",77.239998
"153","2007-08-10",77.400002
"154","2007-08-13",81.709999
"155","2007-08-14",80.589996
"156","2007-08-15",76.919998
"157","2007-08-16",75.919998
"158","2007-08-17",78.43
"159","2007-08-20",77.550003
"160","2007-08-21",77.620003
"161","2007-08-22",78.650002
"162","2007-08-23",79.099998
"163","2007-08-24",78.360001
"164","2007-08-27",75.919998
"165","2007-08-28",73.220001
"166","2007-08-29",75.07
"167","2007-08-30",73.489998
"168","2007-08-31",75.540001
"169","2007-09-04",76.660004
"170","2007-09-05",79.610001
"171","2007-09-06",78.870003
"172","2007-09-07",76.580002
"173","2007-09-10",75.169998
"174","2007-09-11",77.169998
"175","2007-09-12",77.360001
"176","2007-09-13",79.010002
"177","2007-09-14",79.699997
"178","2007-09-17",78.400002
"179","2007-09-18",82.440002
"180","2007-09-19",84.440002
"181","2007-09-20",81.160004
"182","2007-09-21",78.449997
"183","2007-09-24",75.599998
"184","2007-09-25",76.029999
"185","2007-09-26",77.099998
"186","2007-09-27",77.68
"187","2007-09-28",77.75
"188","2007-10-01",78.029999
"189","2007-10-02",77.260002
"190","2007-10-03",76.57
"191","2007-10-04",74.739998
"192","2007-10-05",76.349998
"193","2007-10-08",75.790001
"194","2007-10-09",74.620003
"195","2007-10-10",75.050003
"196","2007-10-11",71.43
"197","2007-10-12",71.050003
"198","2007-10-15",69.959999
"199","2007-10-16",67.43
"200","2007-10-17",70.019997
"201","2007-10-18",70
"202","2007-10-19",68.529999
"203","2007-10-22",68.269997
"204","2007-10-23",67.010002
"205","2007-10-24",67.25
"206","2007-10-25",67.629997
"207","2007-10-26",68.470001
"208","2007-10-29",69.25
"209","2007-10-30",68.889999
"210","2007-10-31",68.800003
"211","2007-11-01",66.43
"212","2007-11-02",67.230003
"213","2007-11-05",65.129997
"214","2007-11-06",66.330002
"215","2007-11-07",67.730003
"216","2007-11-08",66.099998
"217","2007-11-09",67.959999
"218","2007-11-12",70.209999
"219","2007-11-13",71.360001
"220","2007-11-14",69.449997
"221","2007-11-15",66.760002
"222","2007-11-16",66.610001
"223","2007-11-19",63.73
"224","2007-11-20",65.25
"225","2007-11-21",65
"226","2007-11-23",66.800003
"227","2007-11-26",64.300003
"228","2007-11-27",65.129997
"229","2007-11-28",67.989998
"230","2007-11-29",67.650002
"231","2007-11-30",68.980003
"232","2007-12-03",68.720001
"233","2007-12-04",66.459999
"234","2007-12-05",67.650002
"235","2007-12-06",68.230003
"236","2007-12-07",68.970001
"237","2007-12-10",70.150002
"238","2007-12-11",67.290001
"239","2007-12-12",65.870003
"240","2007-12-13",65.839996
"241","2007-12-14",64.589996
"242","2007-12-17",64.370003
"243","2007-12-18",64.959999
"244","2007-12-19",63.110001
"245","2007-12-20",62.189999
"246","2007-12-21",62.02
"247","2007-12-24",62.810001
"248","2007-12-26",62.709999
"249","2007-12-27",61.450001
"250","2007-12-28",61.759998
"251","2007-12-31",61.790001
"252","2008-01-02",61.639999
"253","2008-01-03",60.18
"254","2008-01-04",56.59
"255","2008-01-07",57.259998
"256","2008-01-08",56.59
"257","2008-01-09",57.32
"258","2008-01-10",58.209999
"259","2008-01-11",55.290001
"260","2008-01-14",52.900002
"261","2008-01-15",51.330002
"262","2008-01-16",53.57
"263","2008-01-17",51.990002
"264","2008-01-18",53.360001
"265","2008-01-22",56.599998
"266","2008-01-23",61.34
"267","2008-01-24",61.18
"268","2008-01-25",59.189999
"269","2008-01-28",60
"270","2008-01-29",61.540001
"271","2008-01-30",60.73
"272","2008-01-31",60.68
"273","2008-02-01",61.23
"274","2008-02-04",60.459999
"275","2008-02-05",57.459999
"276","2008-02-06",63.189999
"277","2008-02-07",63.240002
"278","2008-02-08",63.720001
"279","2008-02-11",64.459999
"280","2008-02-12",66.410004
"281","2008-02-13",66.739998
"282","2008-02-14",65.690002
"283","2008-02-15",65.919998
"284","2008-02-19",64.779999
"285","2008-02-20",66.800003
"286","2008-02-21",65.370003
"287","2008-02-22",64.860001
"288","2008-02-25",65.669998
"289","2008-02-26",67.5
"290","2008-02-27",67.980003
"291","2008-02-28",65.599998
"292","2008-02-29",62.189999
"293","2008-03-03",62.25
"294","2008-03-04",62.52
"295","2008-03-05",61.209999
"296","2008-03-06",58.310001
"297","2008-03-07",57.459999
"298","2008-03-10",55.740002
"299","2008-03-11",57.810001
"300","2008-03-12",58.02
"301","2008-03-13",57.98
"302","2008-03-14",57.48
"303","2008-03-17",56.450001
"304","2008-03-18",58.889999
"305","2008-03-19",57.759998
"306","2008-03-20",60.290001
"307","2008-03-24",63.27
"308","2008-03-25",62.759998
"309","2008-03-26",61.27
"310","2008-03-27",61
"311","2008-03-28",57.619999
"312","2008-03-31",58.290001
"313","2008-04-01",60.66
"314","2008-04-02",60.98
"315","2008-04-03",60.91
"316","2008-04-04",60.549999
"317","2008-04-07",60.040001
"318","2008-04-08",59.740002
"319","2008-04-09",58.200001
"320","2008-04-10",59.720001
"321","2008-04-11",58.970001
"322","2008-04-14",59.099998
"323","2008-04-15",58.099998
"324","2008-04-16",57.959999
"325","2008-04-17",58.860001
"326","2008-04-18",59.32
"327","2008-04-21",59.060001
"328","2008-04-22",58.049999
"329","2008-04-23",57.869999
"330","2008-04-24",58.950001
"331","2008-04-25",61.619999
"332","2008-04-28",63.049999
"333","2008-04-29",62.389999
"334","2008-04-30",62.110001
"335","2008-05-01",63.900002
"336","2008-05-02",62.720001
"337","2008-05-05",60.759998
"338","2008-05-06",60.73
"339","2008-05-07",59.880001
"340","2008-05-08",58.869999
"341","2008-05-09",59.599998
"342","2008-05-12",60.599998
"343","2008-05-13",60.5
"344","2008-05-14",62.73
"345","2008-05-15",63.16
"346","2008-05-16",62.290001
"347","2008-05-19",62.259998
"348","2008-05-20",61.189999
"349","2008-05-21",59.52
"350","2008-05-22",59.73
"351","2008-05-23",59.529999
"352","2008-05-27",61.75
"353","2008-05-28",69
"354","2008-05-29",70.089996
"355","2008-05-30",69.849998
"356","2008-06-02",68.900002
"357","2008-06-03",69.389999
"358","2008-06-04",69.07
"359","2008-06-05",69.57
"360","2008-06-06",66.779999
"361","2008-06-09",66.010002
"362","2008-06-10",66.870003
"363","2008-06-11",64.739998
"364","2008-06-12",64.360001
"365","2008-06-13",66.269997
"366","2008-06-16",67.019997
"367","2008-06-17",66.099998
"368","2008-06-18",64.75
"369","2008-06-19",65.980003
"370","2008-06-20",64.410004
"371","2008-06-23",64
"372","2008-06-24",64.199997
"373","2008-06-25",66.459999
"374","2008-06-26",64.610001
"375","2008-06-27",62.959999
"376","2008-06-30",62.779999
"377","2008-07-01",62.740002
"378","2008-07-02",62.610001
"379","2008-07-03",63.34
"380","2008-07-07",62.439999
"381","2008-07-08",63.849998
"382","2008-07-09",60.869999
"383","2008-07-10",59.369999
"384","2008-07-11",57.66
"385","2008-07-14",56.470001
"386","2008-07-15",56.950001
"387","2008-07-16",59.869999
"388","2008-07-17",62.59
"389","2008-07-18",62.220001
"390","2008-07-21",61.41
"391","2008-07-22",63.48
"392","2008-07-23",63.889999
"393","2008-07-24",61.799999
"394","2008-07-25",60.130001
"395","2008-07-28",57.610001
"396","2008-07-29",59.18
"397","2008-07-30",58.419998
"398","2008-07-31",59.169998
"399","2008-08-01",59.009998
"400","2008-08-04",58.869999
