"","date","VERU"
"1","2007-01-03",1.52
"2","2007-01-04",1.5
"3","2007-01-05",1.48
"4","2007-01-08",1.49
"5","2007-01-09",1.48
"6","2007-01-10",1.46
"7","2007-01-11",1.5
"8","2007-01-12",1.49
"9","2007-01-16",1.54
"10","2007-01-17",1.74
"11","2007-01-18",1.68
"12","2007-01-19",1.7
"13","2007-01-22",1.66
"14","2007-01-23",1.65
"15","2007-01-24",1.74
"16","2007-01-25",1.85
"17","2007-01-26",1.8
"18","2007-01-29",2.15
"19","2007-01-30",2
"20","2007-01-31",2.05
"21","2007-02-01",2.08
"22","2007-02-02",2
"23","2007-02-05",2.1
"24","2007-02-06",2.05
"25","2007-02-07",2.1
"26","2007-02-08",2.12
"27","2007-02-09",2.18
"28","2007-02-12",2.2
"29","2007-02-13",2.3
"30","2007-02-14",2.1
"31","2007-02-15",2
"32","2007-02-16",1.85
"33","2007-02-20",1.97
"34","2007-02-21",1.97
"35","2007-02-22",1.9
"36","2007-02-23",2.05
"37","2007-02-26",2
"38","2007-02-27",2.05
"39","2007-02-28",2
"40","2007-03-01",2.06
"41","2007-03-02",2
"42","2007-03-05",1.98
"43","2007-03-06",2
"44","2007-03-07",2.07
"45","2007-03-08",2.06
"46","2007-03-09",2.02
"47","2007-03-12",2.05
"48","2007-03-13",2.05
"49","2007-03-14",2.05
"50","2007-03-15",2.05
"51","2007-03-16",2.02
"52","2007-03-19",2.02
"53","2007-03-20",2.08
"54","2007-03-21",2.09
"55","2007-03-22",2.06
"56","2007-03-23",2.07
"57","2007-03-26",2.1
"58","2007-03-27",2.13
"59","2007-03-28",2.12
"60","2007-03-29",2.22
"61","2007-03-30",2.23
"62","2007-04-02",2.24
"63","2007-04-03",2.21
"64","2007-04-04",2.25
"65","2007-04-05",2.25
"66","2007-04-09",2.22
"67","2007-04-10",2.24
"68","2007-04-11",2.21
"69","2007-04-12",2.2
"70","2007-04-13",2.25
"71","2007-04-16",2.21
"72","2007-04-17",2.19
"73","2007-04-18",2.16
"74","2007-04-19",2.19
"75","2007-04-20",2.24
"76","2007-04-23",2.25
"77","2007-04-24",2.26
"78","2007-04-25",2.25
"79","2007-04-26",2.25
"80","2007-04-27",2.25
"81","2007-04-30",2.95
"82","2007-05-01",2.8
"83","2007-05-02",2.75
"84","2007-05-03",2.48
"85","2007-05-04",2.47
"86","2007-05-07",2.3
"87","2007-05-08",2.35
"88","2007-05-09",2.3
"89","2007-05-10",2.5
"90","2007-05-11",2.5
"91","2007-05-14",2.5
"92","2007-05-15",2.65
"93","2007-05-16",2.45
"94","2007-05-17",2.54
"95","2007-05-18",2.5
"96","2007-05-21",2.45
"97","2007-05-22",2.6
"98","2007-05-23",2.6
"99","2007-05-24",2.48
"100","2007-05-25",2.45
"101","2007-05-29",2.5
"102","2007-05-30",2.45
"103","2007-05-31",2.41
"104","2007-06-01",2.5
"105","2007-06-04",2.5
"106","2007-06-05",2.5
"107","2007-06-06",2.5
"108","2007-06-07",2.5
"109","2007-06-08",2.31
"110","2007-06-11",2.35
"111","2007-06-12",2.31
"112","2007-06-13",2.3
"113","2007-06-14",2.15
"114","2007-06-15",2.15
"115","2007-06-18",2.15
"116","2007-06-19",2.15
"117","2007-06-20",2.15
"118","2007-06-21",2.15
"119","2007-06-22",2.15
"120","2007-06-25",2.2
"121","2007-06-26",2.2
"122","2007-06-27",2.25
"123","2007-06-28",2.21
"124","2007-06-29",2.17
"125","2007-07-02",2.17
"126","2007-07-03",2.17
"127","2007-07-05",2.43
"128","2007-07-06",2.55
"129","2007-07-09",2.35
"130","2007-07-10",2.25
"131","2007-07-11",2.31
"132","2007-07-12",2.3
"133","2007-07-13",2.3
"134","2007-07-16",2.24
"135","2007-07-17",2.25
"136","2007-07-18",2.2
"137","2007-07-19",2.18
"138","2007-07-20",2.2
"139","2007-07-23",2.14
"140","2007-07-24",2.15
"141","2007-07-25",2.1
"142","2007-07-26",2.12
"143","2007-07-27",2.12
"144","2007-07-30",2.12
"145","2007-07-31",2.2
"146","2007-08-01",2.1
"147","2007-08-02",2.1
"148","2007-08-03",2.07
"149","2007-08-06",2.07
"150","2007-08-07",2.08
"151","2007-08-08",2.06
"152","2007-08-09",2.1
"153","2007-08-10",2.09
"154","2007-08-13",2.25
"155","2007-08-14",2.25
"156","2007-08-15",2.1
"157","2007-08-16",2.1
"158","2007-08-17",2.1
"159","2007-08-20",2.05
"160","2007-08-21",2.1
"161","2007-08-22",2.05
"162","2007-08-23",2.15
"163","2007-08-24",2.1
"164","2007-08-27",2.2
"165","2007-08-28",2
"166","2007-08-29",2.05
"167","2007-08-30",2
"168","2007-08-31",2.01
"169","2007-09-04",2.01
"170","2007-09-05",2
"171","2007-09-06",2
"172","2007-09-07",2
"173","2007-09-10",2.1
"174","2007-09-11",2.1
"175","2007-09-12",2.07
"176","2007-09-13",2.06
"177","2007-09-14",2.06
"178","2007-09-17",2.2
"179","2007-09-18",2.2
"180","2007-09-19",2.03
"181","2007-09-20",2.05
"182","2007-09-21",2.03
"183","2007-09-24",2.05
"184","2007-09-25",2.15
"185","2007-09-26",2.1
"186","2007-09-27",2.15
"187","2007-09-28",2.35
"188","2007-10-01",2.25
"189","2007-10-02",2.2
"190","2007-10-03",2.3
"191","2007-10-04",2.32
"192","2007-10-05",2.35
"193","2007-10-08",2.35
"194","2007-10-09",2.38
"195","2007-10-10",2.26
"196","2007-10-11",2.26
"197","2007-10-12",2.4
"198","2007-10-15",2.74
"199","2007-10-16",2.9
"200","2007-10-17",2.77
"201","2007-10-18",2.7
"202","2007-10-19",2.55
"203","2007-10-22",2.95
"204","2007-10-23",2.9
"205","2007-10-24",3.08
"206","2007-10-25",3.38
"207","2007-10-26",3.6
"208","2007-10-29",3.6
"209","2007-10-30",3.25
"210","2007-10-31",3
"211","2007-11-01",2.95
"212","2007-11-02",3.1
"213","2007-11-05",3.28
"214","2007-11-06",3.22
"215","2007-11-07",2.96
"216","2007-11-08",2.9
"217","2007-11-09",2.76
"218","2007-11-12",2.69
"219","2007-11-13",2.68
"220","2007-11-14",2.57
"221","2007-11-15",2.55
"222","2007-11-16",2.59
"223","2007-11-19",2.6
"224","2007-11-20",2.72
"225","2007-11-21",2.75
"226","2007-11-23",2.68
"227","2007-11-26",2.53
"228","2007-11-27",2.4
"229","2007-11-28",2.45
"230","2007-11-29",2.45
"231","2007-11-30",2.56
"232","2007-12-03",2.5
"233","2007-12-04",2.52
"234","2007-12-05",2.5
"235","2007-12-06",2.56
"236","2007-12-07",2.59
"237","2007-12-10",2.59
"238","2007-12-11",2.56
"239","2007-12-12",2.62
"240","2007-12-13",2.72
"241","2007-12-14",2.7
"242","2007-12-17",2.57
"243","2007-12-18",2.65
"244","2007-12-19",2.65
"245","2007-12-20",2.65
"246","2007-12-21",2.68
"247","2007-12-24",2.72
"248","2007-12-26",2.7
"249","2007-12-27",2.65
"250","2007-12-28",2.6
"251","2007-12-31",2.61
"252","2008-01-02",2.55
"253","2008-01-03",2.59
"254","2008-01-04",2.55
"255","2008-01-07",2.58
"256","2008-01-08",2.5
"257","2008-01-09",2.57
"258","2008-01-10",2.52
"259","2008-01-11",2.56
"260","2008-01-14",2.55
"261","2008-01-15",2.58
"262","2008-01-16",2.5
"263","2008-01-17",2.58
"264","2008-01-18",2.53
"265","2008-01-22",2.5
"266","2008-01-23",2.5
"267","2008-01-24",2.53
"268","2008-01-25",2.54
"269","2008-01-28",2.32
"270","2008-01-29",2.46
"271","2008-01-30",2.45
"272","2008-01-31",2.36
"273","2008-02-01",2.35
"274","2008-02-04",2.39
"275","2008-02-05",2.35
"276","2008-02-06",2.4
"277","2008-02-07",2.4
"278","2008-02-08",2.42
"279","2008-02-11",2.44
"280","2008-02-12",2.44
"281","2008-02-13",2.63
"282","2008-02-14",2.75
"283","2008-02-15",2.84
"284","2008-02-19",2.67
"285","2008-02-20",2.67
"286","2008-02-21",2.6
"287","2008-02-22",2.7
"288","2008-02-25",2.7
"289","2008-02-26",2.65
"290","2008-02-27",2.7
"291","2008-02-28",2.7
"292","2008-02-29",2.6
"293","2008-03-03",2.52
"294","2008-03-04",2.45
"295","2008-03-05",2.45
"296","2008-03-06",2.45
"297","2008-03-07",2.39
"298","2008-03-10",2.35
"299","2008-03-11",2.36
"300","2008-03-12",2.35
"301","2008-03-13",2.35
"302","2008-03-14",2.35
"303","2008-03-17",2.3
"304","2008-03-18",2.21
"305","2008-03-19",2.24
"306","2008-03-20",2.17
"307","2008-03-24",2.29
"308","2008-03-25",2.3
"309","2008-03-26",2.34
"310","2008-03-27",2.33
"311","2008-03-28",2.36
"312","2008-03-31",2.48
"313","2008-04-01",2.3
"314","2008-04-02",2.41
"315","2008-04-03",2.58
"316","2008-04-04",2.55
"317","2008-04-07",2.5
"318","2008-04-08",2.5
"319","2008-04-09",2.55
"320","2008-04-10",2.55
"321","2008-04-11",2.44
"322","2008-04-14",2.43
"323","2008-04-15",2.45
"324","2008-04-16",2.42
"325","2008-04-17",2.5
"326","2008-04-18",2.44
"327","2008-04-21",2.42
"328","2008-04-22",2.48
"329","2008-04-23",2.4
"330","2008-04-24",2.4
"331","2008-04-25",2.53
"332","2008-04-28",2.53
"333","2008-04-29",2.52
"334","2008-04-30",2.56
"335","2008-05-01",2.55
"336","2008-05-02",2.62
"337","2008-05-05",2.87
"338","2008-05-06",2.85
"339","2008-05-07",2.77
"340","2008-05-08",2.67
"341","2008-05-09",2.85
"342","2008-05-12",2.7
"343","2008-05-13",2.75
"344","2008-05-14",2.65
"345","2008-05-15",2.7
"346","2008-05-16",2.7
"347","2008-05-19",2.78
"348","2008-05-20",2.75
"349","2008-05-21",2.65
"350","2008-05-22",2.67
"351","2008-05-23",2.68
"352","2008-05-27",2.58
"353","2008-05-28",2.56
"354","2008-05-29",2.53
"355","2008-05-30",2.6
"356","2008-06-02",2.63
"357","2008-06-03",2.4
"358","2008-06-04",2.45
"359","2008-06-05",2.47
"360","2008-06-06",2.47
"361","2008-06-09",2.5
"362","2008-06-10",2.5
"363","2008-06-11",2.62
"364","2008-06-12",2.7
"365","2008-06-13",2.7
