"","date","PUMP"
"83","2017-07-14",13.92
"84","2017-07-17",13.82
"85","2017-07-18",13.45
"86","2017-07-19",13.84
"87","2017-07-20",13.72
"88","2017-07-21",13.03
"89","2017-07-24",12.44
"90","2017-07-25",13.05
"91","2017-07-26",13.5
"92","2017-07-27",13.59
"93","2017-07-28",13.27
"94","2017-07-31",13
"95","2017-08-01",12.85
"96","2017-08-02",12.84
"97","2017-08-03",12.78
"98","2017-08-04",12.79
"99","2017-08-07",12.2
"100","2017-08-08",12
"101","2017-08-09",12.39
"102","2017-08-10",11.98
"103","2017-08-11",11.49
"104","2017-08-14",11.35
"105","2017-08-15",11.29
"106","2017-08-16",11.38
"107","2017-08-17",11.31
"108","2017-08-18",11.65
"109","2017-08-21",11.2
"110","2017-08-22",11.43
"111","2017-08-23",11.34
"112","2017-08-24",11.13
"113","2017-08-25",11.36
"114","2017-08-28",11.31
"115","2017-08-29",11.35
"116","2017-08-30",11.07
"117","2017-08-31",11.51
"118","2017-09-01",11.44
"119","2017-09-05",11.59
"120","2017-09-06",11.81
"121","2017-09-07",11.76
"122","2017-09-08",11.39
"123","2017-09-11",11.6
"124","2017-09-12",11.8
"125","2017-09-13",11.95
"126","2017-09-14",11.98
"127","2017-09-15",11.89
"128","2017-09-18",12.34
"129","2017-09-19",12.52
"130","2017-09-20",12.95
"131","2017-09-21",12.9
"132","2017-09-22",13.05
"133","2017-09-25",13.39
"134","2017-09-26",13.88
"135","2017-09-27",13.98
"136","2017-09-28",14.4
"137","2017-09-29",14.35
"138","2017-10-02",14.55
"139","2017-10-03",14.48
"140","2017-10-04",14.32
"141","2017-10-05",14.83
"142","2017-10-06",14.39
"143","2017-10-09",14.75
"144","2017-10-10",14.76
"145","2017-10-11",15.01
"146","2017-10-12",14.56
"147","2017-10-13",14.66
"148","2017-10-16",14.56
"149","2017-10-17",14.47
"150","2017-10-18",14.54
"151","2017-10-19",14.43
"152","2017-10-20",14.62
"153","2017-10-23",14.44
"154","2017-10-24",14.08
"155","2017-10-25",13.81
"156","2017-10-26",13.99
"157","2017-10-27",14.49
"158","2017-10-30",14.71
"159","2017-10-31",15.23
"160","2017-11-01",15.73
"161","2017-11-02",15.65
"162","2017-11-03",15.84
"163","2017-11-06",16.219999
"164","2017-11-07",16.530001
"165","2017-11-08",16.82
"166","2017-11-09",17.209999
"167","2017-11-10",17
"168","2017-11-13",17.18
"169","2017-11-14",16.879999
"170","2017-11-15",16.84
"171","2017-11-16",17.09
"172","2017-11-17",17.809999
"173","2017-11-20",17.66
"174","2017-11-21",17.66
"175","2017-11-22",17.65
"176","2017-11-24",18.23
"177","2017-11-27",18.110001
"178","2017-11-28",18.799999
"179","2017-11-29",18.24
"180","2017-11-30",18.77
"181","2017-12-01",19.15
"182","2017-12-04",18.91
"183","2017-12-05",18.219999
"184","2017-12-06",17.809999
"185","2017-12-07",18.52
"186","2017-12-08",18.870001
"187","2017-12-11",18.92
"188","2017-12-12",19.76
"189","2017-12-13",19.610001
"190","2017-12-14",18.74
"191","2017-12-15",18.85
"192","2017-12-18",19
"193","2017-12-19",19.360001
"194","2017-12-20",19.889999
"195","2017-12-21",19.85
"196","2017-12-22",19.91
"197","2017-12-26",20.49
"198","2017-12-27",20.309999
"199","2017-12-28",20.040001
"200","2017-12-29",20.16
"201","2018-01-02",20.309999
"202","2018-01-03",20
"203","2018-01-04",20
"204","2018-01-05",19.73
"205","2018-01-08",19.85
"206","2018-01-09",19.68
"207","2018-01-10",20
"208","2018-01-11",21.549999
"209","2018-01-12",21.09
"210","2018-01-16",20.780001
"211","2018-01-17",21.450001
"212","2018-01-18",21.370001
"213","2018-01-19",21.33
"214","2018-01-22",22.110001
"215","2018-01-23",22.49
"216","2018-01-24",21.43
"217","2018-01-25",20.75
"218","2018-01-26",20.07
"219","2018-01-29",19.67
"220","2018-01-30",19.219999
"221","2018-01-31",18.68
"222","2018-02-01",19.040001
"223","2018-02-02",17.65
"224","2018-02-05",17.09
"225","2018-02-06",17.6
"226","2018-02-07",16.49
"227","2018-02-08",15.41
"228","2018-02-09",15.25
"229","2018-02-12",15.9
"230","2018-02-13",15.39
"231","2018-02-14",16.02
"232","2018-02-15",16.799999
"233","2018-02-16",16.42
"234","2018-02-20",16.129999
"235","2018-02-21",16.6
"236","2018-02-22",16.780001
"237","2018-02-23",16.77
"238","2018-02-26",16.51
"239","2018-02-27",16.370001
"240","2018-02-28",16.129999
"241","2018-03-01",15.95
"242","2018-03-02",16.82
"243","2018-03-05",16.879999
"244","2018-03-06",17.33
"245","2018-03-07",17.280001
"246","2018-03-08",17.76
"247","2018-03-09",18.139999
"248","2018-03-12",18.15
"249","2018-03-13",17.82
"250","2018-03-14",17.24
"251","2018-03-15",16.65
"252","2018-03-16",17.049999
"253","2018-03-19",16.66
"254","2018-03-20",17.01
"255","2018-03-21",18
"256","2018-03-22",17.35
"257","2018-03-23",16.59
"258","2018-03-26",16.959999
"259","2018-03-27",15.72
"260","2018-03-28",15.53
"261","2018-03-29",15.89
"262","2018-04-02",15.72
"263","2018-04-03",16.049999
"264","2018-04-04",16.110001
"265","2018-04-05",16.700001
"266","2018-04-06",16.32
"267","2018-04-09",15.83
"268","2018-04-10",16.959999
"269","2018-04-11",17.52
"270","2018-04-12",17.450001
"271","2018-04-13",17.440001
"272","2018-04-16",17.870001
"273","2018-04-17",18.559999
"274","2018-04-18",19
"275","2018-04-19",18.85
"276","2018-04-20",18.809999
"277","2018-04-23",19.09
"278","2018-04-24",18.969999
"279","2018-04-25",18.35
"280","2018-04-26",18.610001
"281","2018-04-27",18.5
"282","2018-04-30",18.299999
"283","2018-05-01",18.08
"284","2018-05-02",18.26
"285","2018-05-03",18.08
"286","2018-05-04",17.85
"287","2018-05-07",18.040001
"288","2018-05-08",18.59
"289","2018-05-09",19.530001
"290","2018-05-10",19.379999
"291","2018-05-11",19.17
"292","2018-05-14",19.48
"293","2018-05-15",19.18
"294","2018-05-16",19.43
"295","2018-05-17",20.49
"296","2018-05-18",20
"297","2018-05-21",19.620001
"298","2018-05-22",19.610001
"299","2018-05-23",19.1
"300","2018-05-24",18.99
"301","2018-05-25",17.700001
"302","2018-05-29",17.629999
"303","2018-05-30",17.84
"304","2018-05-31",16.27
"305","2018-06-01",15.28
"306","2018-06-04",14.98
"307","2018-06-05",14.87
"308","2018-06-06",14.92
"309","2018-06-07",15.35
"310","2018-06-08",14.25
"311","2018-06-11",14.2
"312","2018-06-12",14.79
"313","2018-06-13",14.78
"314","2018-06-14",14.62
"315","2018-06-15",14.83
"316","2018-06-18",15.25
"317","2018-06-19",15.91
"318","2018-06-20",15.89
"319","2018-06-21",15.25
"320","2018-06-22",15.53
"321","2018-06-25",15.06
"322","2018-06-26",15.42
"323","2018-06-27",15.52
"324","2018-06-28",15.68
"325","2018-06-29",15.68
"326","2018-07-02",15.25
"327","2018-07-03",15.63
"328","2018-07-05",15.93
"329","2018-07-06",15.93
"330","2018-07-09",16.23
"331","2018-07-10",16.110001
"332","2018-07-11",15.78
"333","2018-07-12",15.9
"334","2018-07-13",15.59
"335","2018-07-16",15.34
"336","2018-07-17",15.76
"337","2018-07-18",15.5
"338","2018-07-19",15.45
"339","2018-07-20",15.46
"340","2018-07-23",15
"341","2018-07-24",14.66
"342","2018-07-25",14.54
"343","2018-07-26",14.93
"344","2018-07-27",15.72
"345","2018-07-30",16.51
"346","2018-07-31",16.440001
"347","2018-08-01",16.26
"348","2018-08-02",16.610001
"349","2018-08-03",16.299999
"350","2018-08-06",16.299999
"351","2018-08-07",16.370001
"352","2018-08-08",16.889999
"353","2018-08-09",16.93
"354","2018-08-10",17.33
"355","2018-08-13",16.559999
"356","2018-08-14",16.85
"357","2018-08-15",15.54
"358","2018-08-16",15.94
"359","2018-08-17",16.639999
"360","2018-08-20",17.01
"361","2018-08-21",17.190001
"362","2018-08-22",17.219999
"363","2018-08-23",16.719999
"364","2018-08-24",16.82
"365","2018-08-27",16.719999
"366","2018-08-28",16.41
"367","2018-08-29",16.559999
"368","2018-08-30",14.63
"369","2018-08-31",15.22
"370","2018-09-04",15.13
"371","2018-09-05",15.17
"372","2018-09-06",14.69
"373","2018-09-07",15.01
"374","2018-09-10",15.44
"375","2018-09-11",15.72
"376","2018-09-12",16.32
"377","2018-09-13",15.8
"378","2018-09-14",16.620001
"379","2018-09-17",16.549999
"380","2018-09-18",16.879999
"381","2018-09-19",16.860001
"382","2018-09-20",16.85
"383","2018-09-21",17.33
"384","2018-09-24",17.24
"385","2018-09-25",17.23
"386","2018-09-26",16.65
"387","2018-09-27",16.75
"388","2018-09-28",16.49
"389","2018-10-01",16.91
"390","2018-10-02",17.139999
"391","2018-10-03",17.629999
"392","2018-10-04",17.620001
"393","2018-10-05",17.9
"394","2018-10-08",18.02
"395","2018-10-09",18.34
"396","2018-10-10",17.799999
"397","2018-10-11",17.33
"398","2018-10-12",17.299999
"399","2018-10-15",17.92
"400","2018-10-16",18.52
"401","2018-10-17",18.18
"402","2018-10-18",17.58
"403","2018-10-19",17.030001
"404","2018-10-22",16.610001
"405","2018-10-23",15.99
"406","2018-10-24",15.1
"407","2018-10-25",15.94
"408","2018-10-26",16.790001
"409","2018-10-29",16.360001
"410","2018-10-30",17.48
"411","2018-10-31",17.65
"412","2018-11-01",17.790001
"413","2018-11-02",17.59
"414","2018-11-05",17.77
"415","2018-11-06",17.25
"416","2018-11-07",18.67
"417","2018-11-08",18.610001
"418","2018-11-09",18.6
"419","2018-11-12",17.459999
"420","2018-11-13",17.299999
"421","2018-11-14",17.610001
"422","2018-11-15",18.41
"423","2018-11-16",18.879999
"424","2018-11-19",19.610001
"425","2018-11-20",18.73
"426","2018-11-21",18.299999
"427","2018-11-23",17.940001
"428","2018-11-26",17.84
"429","2018-11-27",17.379999
"430","2018-11-28",17.33
"431","2018-11-29",17.35
"432","2018-11-30",16.219999
"433","2018-12-03",16.299999
"434","2018-12-04",15.01
"435","2018-12-06",14.57
"436","2018-12-07",14.84
"437","2018-12-10",14.73
"438","2018-12-11",15.05
"439","2018-12-12",15.41
"440","2018-12-13",15.11
"441","2018-12-14",14.71
"442","2018-12-17",14.82
"443","2018-12-18",14.29
"444","2018-12-19",13.25
"445","2018-12-20",12.62
"446","2018-12-21",12.13
"447","2018-12-24",11.68
"448","2018-12-26",12.42
"449","2018-12-27",12.06
"450","2018-12-28",12.2
"451","2018-12-31",12.32
"452","2019-01-02",12.62
"453","2019-01-03",13.05
"454","2019-01-04",13.33
"455","2019-01-07",13.6
"456","2019-01-08",13.57
"457","2019-01-09",14.54
"458","2019-01-10",14.79
"459","2019-01-11",14.65
"460","2019-01-14",14.8
"461","2019-01-15",14.79
"462","2019-01-16",15.21
"463","2019-01-17",15.08
"464","2019-01-18",15.45
"465","2019-01-22",14.97
"466","2019-01-23",15.46
"467","2019-01-24",16.290001
"468","2019-01-25",16.540001
"469","2019-01-28",15.95
"470","2019-01-29",16.02
"471","2019-01-30",16.200001
"472","2019-01-31",16.34
"473","2019-02-01",16.459999
"474","2019-02-04",17.200001
"475","2019-02-05",17.15
"476","2019-02-06",17.15
"477","2019-02-07",16.870001
"478","2019-02-08",16.91
"479","2019-02-11",17.209999
"480","2019-02-12",17
"481","2019-02-13",17.09
"482","2019-02-14",17.780001
"483","2019-02-15",18.16
"484","2019-02-19",18.190001
"485","2019-02-20",18.75
"486","2019-02-21",18.309999
"487","2019-02-22",18.83
"488","2019-02-25",18.559999
"489","2019-02-26",18.690001
"490","2019-02-27",19.059999
"491","2019-02-28",19.860001
"492","2019-03-01",20.690001
"493","2019-03-04",21.049999
"494","2019-03-05",19.75
"495","2019-03-06",19.34
"496","2019-03-07",19.41
"497","2019-03-08",19.25
"498","2019-03-11",19.799999
"499","2019-03-12",19.76
"500","2019-03-13",20.23
"501","2019-03-14",20.700001
"502","2019-03-15",20.940001
"503","2019-03-18",21.57
"504","2019-03-19",20.75
"505","2019-03-20",21.549999
"506","2019-03-21",22.1
"507","2019-03-22",21.690001
"508","2019-03-25",21.35
"509","2019-03-26",21.74
"510","2019-03-27",22.34
"511","2019-03-28",22.610001
"512","2019-03-29",22.540001
"513","2019-04-01",22.950001
"514","2019-04-02",22.290001
"515","2019-04-03",21.879999
"516","2019-04-04",22.219999
"517","2019-04-05",22.65
"518","2019-04-08",23.33
"519","2019-04-09",23.290001
"520","2019-04-10",23.51
"521","2019-04-11",23.65
"522","2019-04-12",23.25
"523","2019-04-15",23.92
"524","2019-04-16",24.32
"525","2019-04-17",24.09
"526","2019-04-18",23.719999
"527","2019-04-22",24.66
"528","2019-04-23",24.530001
"529","2019-04-24",23.34
"530","2019-04-25",23.25
"531","2019-04-26",23.23
"532","2019-04-29",23.209999
"533","2019-04-30",22.129999
"534","2019-05-01",21.74
"535","2019-05-02",21.940001
"536","2019-05-03",22.450001
"537","2019-05-06",22.77
"538","2019-05-07",22.17
"539","2019-05-08",21.32
"540","2019-05-09",20.870001
"541","2019-05-10",21.549999
"542","2019-05-13",21.1
"543","2019-05-14",22.07
"544","2019-05-15",22.52
"545","2019-05-16",24.049999
"546","2019-05-17",23.34
"547","2019-05-20",22.68
"548","2019-05-21",22.809999
"549","2019-05-22",21.559999
"550","2019-05-23",19.280001
"551","2019-05-24",18.809999
"552","2019-05-28",18.950001
"553","2019-05-29",19.389999
"554","2019-05-30",19.67
"555","2019-05-31",19.42
"556","2019-06-03",19.379999
"557","2019-06-04",18.780001
"558","2019-06-05",18.280001
"559","2019-06-06",18.559999
"560","2019-06-07",19.26
"561","2019-06-10",19.219999
"562","2019-06-11",18.969999
"563","2019-06-12",18.309999
"564","2019-06-13",18.469999
"565","2019-06-14",17.77
"566","2019-06-17",18.74
"567","2019-06-18",18.52
"568","2019-06-19",18.59
"569","2019-06-20",19.610001
"570","2019-06-21",19.389999
"571","2019-06-24",18.77
"572","2019-06-25",18.450001
"573","2019-06-26",18.860001
"574","2019-06-27",19.32
"575","2019-06-28",20.700001
"576","2019-07-01",21.049999
"577","2019-07-02",20.4
"578","2019-07-03",20.17
"579","2019-07-05",20.389999
"580","2019-07-08",20.42
"581","2019-07-09",20.07
"582","2019-07-10",19.690001
"583","2019-07-11",19.700001
"584","2019-07-12",19.280001
"585","2019-07-15",18.540001
"586","2019-07-16",17.98
"587","2019-07-17",17.290001
"588","2019-07-18",17.040001
"589","2019-07-19",17.23
"590","2019-07-22",17.389999
"591","2019-07-23",17.360001
"592","2019-07-24",17.23
"593","2019-07-25",16.889999
"594","2019-07-26",16.99
"595","2019-07-29",16.58
"596","2019-07-30",18.23
"597","2019-07-31",18.129999
"598","2019-08-01",16.860001
"599","2019-08-02",17.15
"600","2019-08-05",16.41
"601","2019-08-06",15.88
"602","2019-08-07",16.98
"603","2019-08-08",17.34
"604","2019-08-09",12.75
"605","2019-08-12",12.21
"606","2019-08-13",12.19
"607","2019-08-14",11.49
"608","2019-08-15",11.27
"609","2019-08-16",11.34
"610","2019-08-19",11.6
"611","2019-08-20",11.68
"612","2019-08-21",11.82
"613","2019-08-22",11.31
"614","2019-08-23",10.43
"615","2019-08-26",10.39
"616","2019-08-27",10.36
"617","2019-08-28",10.48
"618","2019-08-29",10.66
"619","2019-08-30",10.65
"620","2019-09-03",9.67
"621","2019-09-04",9.71
"622","2019-09-05",10.06
"623","2019-09-06",10.17
"624","2019-09-09",10.25
"625","2019-09-10",10.45
"626","2019-09-11",10.6
"627","2019-09-12",10.63
"628","2019-09-13",10.61
"629","2019-09-16",11.43
"630","2019-09-17",10.41
"631","2019-09-18",10.05
"632","2019-09-19",9.85
"633","2019-09-20",9.45
"634","2019-09-23",9.68
"635","2019-09-24",9.26
"636","2019-09-25",9.28
"637","2019-09-26",9.18
"638","2019-09-27",9.07
"639","2019-09-30",9.09
"640","2019-10-01",8.54
"641","2019-10-02",8.43
"642","2019-10-03",8.7
"643","2019-10-04",8.71
"644","2019-10-07",8.59
"645","2019-10-08",8.34
"646","2019-10-09",7.9
"647","2019-10-10",9.44
"648","2019-10-11",9.43
"649","2019-10-14",9.32
"650","2019-10-15",9.22
"651","2019-10-16",8.94
"652","2019-10-17",8.61
"653","2019-10-18",7.91
"654","2019-10-21",8.15
"655","2019-10-22",8.36
"656","2019-10-23",8.4
"657","2019-10-24",8.42
"658","2019-10-25",8.93
"659","2019-10-28",9.26
"660","2019-10-29",9.36
"661","2019-10-30",8.55
"662","2019-10-31",7.75
"663","2019-11-01",7.85
"664","2019-11-04",7.84
"665","2019-11-05",7.45
"666","2019-11-06",7.35
"667","2019-11-07",7.33
"668","2019-11-08",7.46
"669","2019-11-11",7.36
"670","2019-11-12",7.69
"671","2019-11-13",7.34
"672","2019-11-14",7.74
"673","2019-11-15",8.39
"674","2019-11-18",8
"675","2019-11-19",7.97
"676","2019-11-20",8.18
"677","2019-11-21",8.32
"678","2019-11-22",8.27
"679","2019-11-25",8.72
"680","2019-11-26",8.47
"681","2019-11-27",8.73
"682","2019-11-29",8.62
"683","2019-12-02",8.45
"684","2019-12-03",8.43
"685","2019-12-04",8.89
"686","2019-12-05",8.82
"687","2019-12-06",9.44
"688","2019-12-09",9.32
"689","2019-12-10",9.31
"690","2019-12-11",9.78
"691","2019-12-12",9.99
"692","2019-12-13",10
"693","2019-12-16",10.38
"694","2019-12-17",10.75
"695","2019-12-18",10.86
"696","2019-12-19",10.94
"697","2019-12-20",11
"698","2019-12-23",11.28
"699","2019-12-24",11.27
"700","2019-12-26",11.29
"701","2019-12-27",11.02
"702","2019-12-30",11.15
"703","2019-12-31",11.25
"704","2020-01-02",11.02
"705","2020-01-03",11.35
"706","2020-01-06",11.97
"707","2020-01-07",11.6
"708","2020-01-08",11.18
"709","2020-01-09",11.04
"710","2020-01-10",10.9
"711","2020-01-13",10.94
"712","2020-01-14",11.22
"713","2020-01-15",11.07
"714","2020-01-16",11.45
"715","2020-01-17",11.17
"716","2020-01-21",11.15
"717","2020-01-22",10.87
"718","2020-01-23",10.29
"719","2020-01-24",10
"720","2020-01-27",9.75
"721","2020-01-28",10.09
"722","2020-01-29",10.12
"723","2020-01-30",10.33
"724","2020-01-31",9.74
"725","2020-02-03",9.29
"726","2020-02-04",9.69
"727","2020-02-05",10.21
"728","2020-02-06",9.56
"729","2020-02-07",9.62
"730","2020-02-10",9.51
"731","2020-02-11",9.57
"732","2020-02-12",9.95
"733","2020-02-13",10.22
"734","2020-02-14",10.32
"735","2020-02-18",10.18
"736","2020-02-19",10.75
"737","2020-02-20",10.47
"738","2020-02-21",10.01
"739","2020-02-24",9.11
"740","2020-02-25",9.99
"741","2020-02-26",9.32
"742","2020-02-27",8.23
"743","2020-02-28",8.76
"744","2020-03-02",8.85
"745","2020-03-03",8.32
"746","2020-03-04",8.62
"747","2020-03-05",8.04
"748","2020-03-06",6.92
"749","2020-03-09",4.03
"750","2020-03-10",3.77
"751","2020-03-11",3.76
"752","2020-03-12",4
"753","2020-03-13",3.76
"754","2020-03-16",2.5
"755","2020-03-17",2.01
"756","2020-03-18",1.51
"757","2020-03-19",2.11
"758","2020-03-20",1.92
"759","2020-03-23",2
"760","2020-03-24",2.21
"761","2020-03-25",2.28
"762","2020-03-26",2.51
"763","2020-03-27",2.29
"764","2020-03-30",2.16
"765","2020-03-31",2.5
"766","2020-04-01",2.23
"767","2020-04-02",2.81
"768","2020-04-03",3.11
"769","2020-04-06",3.59
"770","2020-04-07",3.51
"771","2020-04-08",4.27
"772","2020-04-09",4.15
"773","2020-04-13",4
"774","2020-04-14",3.85
"775","2020-04-15",3.71
"776","2020-04-16",2.79
"777","2020-04-17",3.5
"778","2020-04-20",3.27
"779","2020-04-21",3.17
"780","2020-04-22",3.47
"781","2020-04-23",3.98
"782","2020-04-24",3.68
"783","2020-04-27",3.59
"784","2020-04-28",3.82
"785","2020-04-29",4.49
"786","2020-04-30",4.24
"787","2020-05-01",3.97
"788","2020-05-04",4.08
"789","2020-05-05",4.17
"790","2020-05-06",3.88
"791","2020-05-07",4.13
"792","2020-05-08",4.72
"793","2020-05-11",4.52
"794","2020-05-12",4.66
"795","2020-05-13",4.14
"796","2020-05-14",4.24
"797","2020-05-15",4.26
"798","2020-05-18",4.9
"799","2020-05-19",4.65
"800","2020-05-20",5.05
"801","2020-05-21",5.11
"802","2020-05-22",4.85
"803","2020-05-26",5.11
"804","2020-05-27",5.14
"805","2020-05-28",4.99
"806","2020-05-29",4.95
"807","2020-06-01",4.99
"808","2020-06-02",4.82
"809","2020-06-03",4.65
"810","2020-06-04",5.66
"811","2020-06-05",6.36
"812","2020-06-08",7.56
"813","2020-06-09",7.32
"814","2020-06-10",6.39
"815","2020-06-11",5.36
"816","2020-06-12",5.97
"817","2020-06-15",5.91
"818","2020-06-16",5.98
"819","2020-06-17",5.45
"820","2020-06-18",5.6
"821","2020-06-19",5.41
"822","2020-06-22",5.51
"823","2020-06-23",5.44
"824","2020-06-24",5.02
"825","2020-06-25",5.14
"826","2020-06-26",4.89
"827","2020-06-29",5.04
"828","2020-06-30",5.14
"829","2020-07-01",4.96
"830","2020-07-02",4.9
"831","2020-07-06",5.27
"832","2020-07-07",5.02
"833","2020-07-08",5
"834","2020-07-09",4.5
"835","2020-07-10",4.45
"836","2020-07-13",4.31
"837","2020-07-14",4.68
"838","2020-07-15",5.58
"839","2020-07-16",5.26
"840","2020-07-17",5.29
"841","2020-07-20",5.13
"842","2020-07-21",5.95
"843","2020-07-22",5.42
"844","2020-07-23",5.71
"845","2020-07-24",5.66
"846","2020-07-27",5.76
"847","2020-07-28",5.41
"848","2020-07-29",5.69
"849","2020-07-30",5.46
"850","2020-07-31",5.37
"851","2020-08-03",5.53
"852","2020-08-04",5.74
"853","2020-08-05",6.19
"854","2020-08-06",5.94
"855","2020-08-07",5.91
"856","2020-08-10",6.46
"857","2020-08-11",6.44
"858","2020-08-12",6.56
"859","2020-08-13",6.44
"860","2020-08-14",6.51
"861","2020-08-17",6.45
"862","2020-08-18",6.16
"863","2020-08-19",6.25
"864","2020-08-20",5.97
"865","2020-08-21",5.69
"866","2020-08-24",6.08
"867","2020-08-25",6.16
"868","2020-08-26",6.12
"869","2020-08-27",6.33
"870","2020-08-28",6.5
"871","2020-08-31",6.28
"872","2020-09-01",6.46
"873","2020-09-02",6.27
"874","2020-09-03",5.98
"875","2020-09-04",5.94
"876","2020-09-08",5.45
"877","2020-09-09",5.51
"878","2020-09-10",5.19
"879","2020-09-11",5.13
"880","2020-09-14",4.92
"881","2020-09-15",4.9
"882","2020-09-16",5.13
"883","2020-09-17",5.03
"884","2020-09-18",4.89
"885","2020-09-21",4.36
"886","2020-09-22",4.26
"887","2020-09-23",3.95
"888","2020-09-24",3.85
"889","2020-09-25",3.86
"890","2020-09-28",4.08
"891","2020-09-29",4.31
"892","2020-09-30",4.06
"893","2020-10-01",4.21
"894","2020-10-02",4.05
"895","2020-10-05",4.17
"896","2020-10-06",4.16
"897","2020-10-07",4.26
"898","2020-10-08",4.47
"899","2020-10-09",4.5
"900","2020-10-12",4.53
"901","2020-10-13",4.41
"902","2020-10-14",4.42
"903","2020-10-15",4.51
"904","2020-10-16",4.27
"905","2020-10-19",4.2
"906","2020-10-20",4.34
"907","2020-10-21",4.15
"908","2020-10-22",4.3
"909","2020-10-23",4.4
"910","2020-10-26",4.33
"911","2020-10-27",4.21
"912","2020-10-28",3.84
"913","2020-10-29",3.9
"914","2020-10-30",3.95
"915","2020-11-02",4.18
"916","2020-11-03",4.12
"917","2020-11-04",4
"918","2020-11-05",3.87
"919","2020-11-06",3.79
"920","2020-11-09",4.82
"921","2020-11-10",4.83
"922","2020-11-11",4.91
"923","2020-11-12",4.8
"924","2020-11-13",4.96
"925","2020-11-16",5.48
"926","2020-11-17",5.5
"927","2020-11-18",5.52
"928","2020-11-19",5.65
"929","2020-11-20",5.48
"930","2020-11-23",6.13
"931","2020-11-24",6.88
"932","2020-11-25",6.72
"933","2020-11-27",6.43
