"","date","GRMN"
"1","2007-01-03",55.669998
"2","2007-01-04",55.060001
"3","2007-01-05",54.880001
"4","2007-01-08",54
"5","2007-01-09",51.93
"6","2007-01-10",52.299999
"7","2007-01-11",52.040001
"8","2007-01-12",52.299999
"9","2007-01-16",52.110001
"10","2007-01-17",52.240002
"11","2007-01-18",50.130001
"12","2007-01-19",49.549999
"13","2007-01-22",49.290001
"14","2007-01-23",50.060001
"15","2007-01-24",50.43
"16","2007-01-25",49.68
"17","2007-01-26",49.490002
"18","2007-01-29",49.91
"19","2007-01-30",49.189999
"20","2007-01-31",50.220001
"21","2007-02-01",49.700001
"22","2007-02-02",51.150002
"23","2007-02-05",50.91
"24","2007-02-06",50.950001
"25","2007-02-07",51.700001
"26","2007-02-08",53.150002
"27","2007-02-09",52.259998
"28","2007-02-12",51.84
"29","2007-02-13",52.709999
"30","2007-02-14",57
"31","2007-02-15",56.5
"32","2007-02-16",55.77
"33","2007-02-20",57.66
"34","2007-02-21",57.18
"35","2007-02-22",56.689999
"36","2007-02-23",57.490002
"37","2007-02-26",57.189999
"38","2007-02-27",54.189999
"39","2007-02-28",54.759998
"40","2007-03-01",53.830002
"41","2007-03-02",52.049999
"42","2007-03-05",51.23
"43","2007-03-06",52.73
"44","2007-03-07",51.68
"45","2007-03-08",52.73
"46","2007-03-09",52.48
"47","2007-03-12",53.48
"48","2007-03-13",52.490002
"49","2007-03-14",53.34
"50","2007-03-15",53.57
"51","2007-03-16",53.759998
"52","2007-03-19",54.509998
"53","2007-03-20",54.869999
"54","2007-03-21",55.799999
"55","2007-03-22",55.830002
"56","2007-03-23",55.639999
"57","2007-03-26",55.07
"58","2007-03-27",54.34
"59","2007-03-28",53.860001
"60","2007-03-29",54.290001
"61","2007-03-30",54.150002
"62","2007-04-02",54.299999
"63","2007-04-03",54.810001
"64","2007-04-04",54.029999
"65","2007-04-05",54.07
"66","2007-04-09",53.759998
"67","2007-04-10",53.490002
"68","2007-04-11",52.689999
"69","2007-04-12",53.389999
"70","2007-04-13",53.599998
"71","2007-04-16",54.150002
"72","2007-04-17",54.189999
"73","2007-04-18",54.700001
"74","2007-04-19",55.110001
"75","2007-04-20",55.009998
"76","2007-04-23",55.119999
"77","2007-04-24",54.82
"78","2007-04-25",56.290001
"79","2007-04-26",57.959999
"80","2007-04-27",58.610001
"81","2007-04-30",58.189999
"82","2007-05-01",59.369999
"83","2007-05-02",56.939999
"84","2007-05-03",56.650002
"85","2007-05-04",55.450001
"86","2007-05-07",55.720001
"87","2007-05-08",55.720001
"88","2007-05-09",56.610001
"89","2007-05-10",55.560001
"90","2007-05-11",56.169998
"91","2007-05-14",56.049999
"92","2007-05-15",55.799999
"93","2007-05-16",55.759998
"94","2007-05-17",55.419998
"95","2007-05-18",56.830002
"96","2007-05-21",57.400002
"97","2007-05-22",58.34
"98","2007-05-23",60.130001
"99","2007-05-24",60.869999
"100","2007-05-25",60.09
"101","2007-05-29",60.459999
"102","2007-05-30",64.980003
"103","2007-05-31",64.330002
"104","2007-06-01",64.970001
"105","2007-06-04",64.080002
"106","2007-06-05",63.939999
"107","2007-06-06",64.169998
"108","2007-06-07",62.66
"109","2007-06-08",63.82
"110","2007-06-11",66.080002
"111","2007-06-12",65.669998
"112","2007-06-13",67.43
"113","2007-06-14",68.769997
"114","2007-06-15",69.769997
"115","2007-06-18",71.57
"116","2007-06-19",70.949997
"117","2007-06-20",68.360001
"118","2007-06-21",70.690002
"119","2007-06-22",70.830002
"120","2007-06-25",72.349998
"121","2007-06-26",71.620003
"122","2007-06-27",75.029999
"123","2007-06-28",73.419998
"124","2007-06-29",73.970001
"125","2007-07-02",76.050003
"126","2007-07-03",75.18
"127","2007-07-05",76.339996
"128","2007-07-06",77.660004
"129","2007-07-09",78.889999
"130","2007-07-10",77.919998
"131","2007-07-11",79.690002
"132","2007-07-12",81.480003
"133","2007-07-13",82.279999
"134","2007-07-16",82.739998
"135","2007-07-17",80
"136","2007-07-18",79.360001
"137","2007-07-19",82.019997
"138","2007-07-20",79.709999
"139","2007-07-23",80.639999
"140","2007-07-24",80.160004
"141","2007-07-25",84.360001
"142","2007-07-26",82.800003
"143","2007-07-27",79.900002
"144","2007-07-30",85.07
"145","2007-07-31",83.900002
"146","2007-08-01",92.610001
"147","2007-08-02",97.889999
"148","2007-08-03",98.660004
"149","2007-08-06",96.82
"150","2007-08-07",100.330002
"151","2007-08-08",103.93
"152","2007-08-09",102.32
"153","2007-08-10",99.57
"154","2007-08-13",100.260002
"155","2007-08-14",92.610001
"156","2007-08-15",91.199997
"157","2007-08-16",89.739998
"158","2007-08-17",92.330002
"159","2007-08-20",97.730003
"160","2007-08-21",102.5
"161","2007-08-22",101.370003
"162","2007-08-23",101.300003
"163","2007-08-24",104
"164","2007-08-27",101.93
"165","2007-08-28",96.379997
"166","2007-08-29",100.959999
"167","2007-08-30",102.540001
"168","2007-08-31",101.830002
"169","2007-09-04",104.449997
"170","2007-09-05",105.870003
"171","2007-09-06",107.269997
"172","2007-09-07",105.260002
"173","2007-09-10",104.339996
"174","2007-09-11",106.879997
"175","2007-09-12",107.089996
"176","2007-09-13",106.769997
"177","2007-09-14",106.360001
"178","2007-09-17",104.529999
"179","2007-09-18",108.699997
"180","2007-09-19",107.720001
"181","2007-09-20",106.900002
"182","2007-09-21",108.699997
"183","2007-09-24",115.029999
"184","2007-09-25",119.089996
"185","2007-09-26",117.25
"186","2007-09-27",121.139999
"187","2007-09-28",119.400002
"188","2007-10-01",107.230003
"189","2007-10-02",100.099998
"190","2007-10-03",96.519997
"191","2007-10-04",100.949997
"192","2007-10-05",103.709999
"193","2007-10-08",108.459999
"194","2007-10-09",111.699997
"195","2007-10-10",111.540001
"196","2007-10-11",109.099998
"197","2007-10-12",113.989998
"198","2007-10-15",112.440002
"199","2007-10-16",112.25
"200","2007-10-17",113.199997
"201","2007-10-18",115.139999
"202","2007-10-19",110.099998
"203","2007-10-22",115.18
"204","2007-10-23",120.529999
"205","2007-10-24",121.809998
"206","2007-10-25",118.139999
"207","2007-10-26",117.150002
"208","2007-10-29",123.800003
"209","2007-10-30",120.480003
"210","2007-10-31",107.400002
"211","2007-11-01",100.010002
"212","2007-11-02",98.440002
"213","2007-11-05",95.080002
"214","2007-11-06",100.559998
"215","2007-11-07",89.339996
"216","2007-11-08",85.68
"217","2007-11-09",85.849998
"218","2007-11-12",82.32
"219","2007-11-13",86.059998
"220","2007-11-14",85.599998
"221","2007-11-15",84
"222","2007-11-16",97.510002
"223","2007-11-19",93.519997
"224","2007-11-20",93.589996
"225","2007-11-21",91.199997
"226","2007-11-23",91.860001
"227","2007-11-26",96.709999
"228","2007-11-27",103
"229","2007-11-28",107.949997
"230","2007-11-29",106.080002
"231","2007-11-30",107.349998
"232","2007-12-03",104.029999
"233","2007-12-04",107.18
"234","2007-12-05",108.470001
"235","2007-12-06",109.349998
"236","2007-12-07",109.230003
"237","2007-12-10",111.849998
"238","2007-12-11",104.790001
"239","2007-12-12",101.730003
"240","2007-12-13",105.059998
"241","2007-12-14",104.040001
"242","2007-12-17",101.82
"243","2007-12-18",94.349998
"244","2007-12-19",96.959999
"245","2007-12-20",100.110001
"246","2007-12-21",102.5
"247","2007-12-24",100.870003
"248","2007-12-26",103.32
"249","2007-12-27",100.82
"250","2007-12-28",99.169998
"251","2007-12-31",97
"252","2008-01-02",92.099998
"253","2008-01-03",90.949997
"254","2008-01-04",88.449997
"255","2008-01-07",85.93
"256","2008-01-08",80.199997
"257","2008-01-09",75.989998
"258","2008-01-10",78
"259","2008-01-11",71.400002
