"","date","ACRX"
"114","2011-07-26",4.18
"115","2011-07-27",3.97
"116","2011-07-28",3.99
"117","2011-07-29",4.1
"118","2011-08-01",4.15
"119","2011-08-02",3.95
"120","2011-08-03",4.01
"121","2011-08-04",3.9
"122","2011-08-05",4.01
"123","2011-08-08",3.78
"124","2011-08-09",3.45
"125","2011-08-10",3.6
"126","2011-08-11",3.7
"127","2011-08-12",3.7
"128","2011-08-15",3.57
"129","2011-08-16",3.49
"130","2011-08-17",3.52
"131","2011-08-18",3.52
"132","2011-08-19",3.45
"133","2011-08-22",2.9
"134","2011-08-23",3
"135","2011-08-24",3.11
"136","2011-08-25",3.11
"137","2011-08-26",3.11
"138","2011-08-29",3.24
"139","2011-08-30",3.12
"140","2011-08-31",3.4
"141","2011-09-01",3.1
"142","2011-09-02",3.1
"143","2011-09-06",3.17
"144","2011-09-07",3.3
"145","2011-09-08",3.3
"146","2011-09-09",3.26
"147","2011-09-12",3.33
"148","2011-09-13",3.4
"149","2011-09-14",3.58
"150","2011-09-15",3.4
"151","2011-09-16",3.25
"152","2011-09-19",3.4
"153","2011-09-20",3.44
"154","2011-09-21",3.35
"155","2011-09-22",3.31
"156","2011-09-23",3.22
"157","2011-09-26",3.25
"158","2011-09-27",3.25
"159","2011-09-28",3.21
"160","2011-09-29",3.25
"161","2011-09-30",3.21
"162","2011-10-03",3.23
"163","2011-10-04",3.05
"164","2011-10-05",3.05
"165","2011-10-06",3.04
"166","2011-10-07",3.04
"167","2011-10-10",3.04
"168","2011-10-11",3
"169","2011-10-12",3
"170","2011-10-13",3.02
"171","2011-10-14",3
"172","2011-10-17",2.92
"173","2011-10-18",2.92
"174","2011-10-19",2.92
"175","2011-10-20",2.89
"176","2011-10-21",2.89
"177","2011-10-24",3.05
"178","2011-10-25",3.01
"179","2011-10-26",2.96
"180","2011-10-27",2.97
"181","2011-10-28",2.91
"182","2011-10-31",2.96
"183","2011-11-01",2.96
"184","2011-11-02",2.96
"185","2011-11-03",2.92
"186","2011-11-04",2.9
"187","2011-11-07",2.9
"188","2011-11-08",2.78
"189","2011-11-09",2.88
"190","2011-11-10",2.76
"191","2011-11-11",2.77
"192","2011-11-14",2.95
"193","2011-11-15",2.95
"194","2011-11-16",2.92
"195","2011-11-17",2.92
"196","2011-11-18",2.87
"197","2011-11-21",2.88
"198","2011-11-22",2.87
"199","2011-11-23",2.9
"200","2011-11-25",2.9
"201","2011-11-28",2.91
"202","2011-11-29",2.88
"203","2011-11-30",2.99
"204","2011-12-01",2.91
"205","2011-12-02",2.85
"206","2011-12-05",2.8
"207","2011-12-06",2.72
"208","2011-12-07",2.74
"209","2011-12-08",2.74
"210","2011-12-09",2.7
"211","2011-12-12",2.75
"212","2011-12-13",2.77
"213","2011-12-14",2.77
"214","2011-12-15",2.77
"215","2011-12-16",2.7
"216","2011-12-19",2.58
"217","2011-12-20",2.58
"218","2011-12-21",2.48
"219","2011-12-22",2.1
"220","2011-12-23",2.1
"221","2011-12-27",2.08
"222","2011-12-28",2.14
"223","2011-12-29",2.14
"224","2011-12-30",1.92
"225","2012-01-03",1.93
"226","2012-01-04",2.02
"227","2012-01-05",2.05
"228","2012-01-06",2.03
"229","2012-01-09",2.09
"230","2012-01-10",2.19
"231","2012-01-11",2.77
"232","2012-01-12",2.97
"233","2012-01-13",2.92
"234","2012-01-17",2.92
"235","2012-01-18",2.89
"236","2012-01-19",2.89
"237","2012-01-20",2.76
"238","2012-01-23",2.52
"239","2012-01-24",2.5
"240","2012-01-25",2.48
"241","2012-01-26",2.39
"242","2012-01-27",2.61
"243","2012-01-30",2.69
"244","2012-01-31",3.3
"245","2012-02-01",3.22
"246","2012-02-02",3.12
"247","2012-02-03",3.3
"248","2012-02-06",3.25
"249","2012-02-07",3.39
"250","2012-02-08",3.36
"251","2012-02-09",3.25
"252","2012-02-10",3.21
"253","2012-02-13",3
"254","2012-02-14",3.01
"255","2012-02-15",3
"256","2012-02-16",3
"257","2012-02-17",3
"258","2012-02-21",3.05
"259","2012-02-22",2.95
"260","2012-02-23",2.9
"261","2012-02-24",2.89
"262","2012-02-27",2.89
"263","2012-02-28",2.9
"264","2012-02-29",2.82
"265","2012-03-01",2.85
"266","2012-03-02",2.91
"267","2012-03-05",2.95
"268","2012-03-06",2.95
"269","2012-03-07",3.5
"270","2012-03-08",3.59
"271","2012-03-09",3.61
"272","2012-03-12",3.6
"273","2012-03-13",3.59
"274","2012-03-14",3.55
"275","2012-03-15",3.46
"276","2012-03-16",3.55
"277","2012-03-19",3.44
"278","2012-03-20",3.5
"279","2012-03-21",3.4
"280","2012-03-22",3.4
"281","2012-03-23",3.4
"282","2012-03-26",3.2
"283","2012-03-27",3.39
"284","2012-03-28",3.38
"285","2012-03-29",3.37
"286","2012-03-30",3.49
"287","2012-04-02",3.49
"288","2012-04-03",3.4
"289","2012-04-04",3.4
"290","2012-04-05",3.4
"291","2012-04-09",3.55
"292","2012-04-10",3.4
"293","2012-04-11",3.22
"294","2012-04-12",3.2
"295","2012-04-13",3.25
"296","2012-04-16",3.31
"297","2012-04-17",3.33
"298","2012-04-18",3.4
"299","2012-04-19",3.39
"300","2012-04-20",3.39
"301","2012-04-23",3.39
"302","2012-04-24",3.2
"303","2012-04-25",3.25
"304","2012-04-26",3.5
"305","2012-04-27",3.8
"306","2012-04-30",3.6
"307","2012-05-01",3.77
"308","2012-05-02",3.8
"309","2012-05-03",3.8
"310","2012-05-04",3.8
"311","2012-05-07",3.8
"312","2012-05-08",3.5
"313","2012-05-09",3.69
"314","2012-05-10",3.52
"315","2012-05-11",3.52
"316","2012-05-14",3.5
"317","2012-05-15",3.65
"318","2012-05-16",3.6
"319","2012-05-17",3.65
"320","2012-05-18",3.6
"321","2012-05-21",3.45
"322","2012-05-22",3.41
"323","2012-05-23",3.45
"324","2012-05-24",3.46
"325","2012-05-25",3.53
"326","2012-05-29",3.4
"327","2012-05-30",3.06
"328","2012-05-31",2.95
"329","2012-06-01",3.25
"330","2012-06-04",3
"331","2012-06-05",3.17
"332","2012-06-06",3.11
"333","2012-06-07",3.1
"334","2012-06-08",2.99
"335","2012-06-11",3
"336","2012-06-12",2.97
"337","2012-06-13",2.97
"338","2012-06-14",3.15
"339","2012-06-15",3.04
"340","2012-06-18",2.9
"341","2012-06-19",2.9
"342","2012-06-20",2.9
"343","2012-06-21",3.05
"344","2012-06-22",3.05
"345","2012-06-25",3.1
"346","2012-06-26",3.29
"347","2012-06-27",3.25
"348","2012-06-28",3.29
"349","2012-06-29",3.25
"350","2012-07-02",3.3
"351","2012-07-03",3.25
"352","2012-07-05",3.22
"353","2012-07-06",3.25
"354","2012-07-09",3.25
"355","2012-07-10",3.21
"356","2012-07-11",3.29
"357","2012-07-12",3.43
"358","2012-07-13",3.4
"359","2012-07-16",3.3
"360","2012-07-17",3.31
"361","2012-07-18",3.3
"362","2012-07-19",3.33
"363","2012-07-20",3.3
"364","2012-07-23",3.1
"365","2012-07-24",3.11
"366","2012-07-25",2.86
"367","2012-07-26",2.77
"368","2012-07-27",2.79
"369","2012-07-30",2.97
"370","2012-07-31",2.92
"371","2012-08-01",2.68
"372","2012-08-02",2.89
"373","2012-08-03",3.02
"374","2012-08-06",2.95
"375","2012-08-07",3.09
"376","2012-08-08",3
"377","2012-08-09",3.07
"378","2012-08-10",3
"379","2012-08-13",3
"380","2012-08-14",2.95
"381","2012-08-15",2.99
"382","2012-08-16",2.99
"383","2012-08-17",2.99
"384","2012-08-20",3
"385","2012-08-21",2.98
"386","2012-08-22",2.95
"387","2012-08-23",2.89
"388","2012-08-24",2.95
"389","2012-08-27",2.9
"390","2012-08-28",3
"391","2012-08-29",3
"392","2012-08-30",2.98
"393","2012-08-31",3
"394","2012-09-04",2.94
"395","2012-09-05",2.94
"396","2012-09-06",2.98
"397","2012-09-07",3.02
"398","2012-09-10",3.21
"399","2012-09-11",3.21
"400","2012-09-12",3.25
"401","2012-09-13",3.4
"402","2012-09-14",3.4
"403","2012-09-17",3.45
"404","2012-09-18",3.43
"405","2012-09-19",3.5
"406","2012-09-20",3.5
"407","2012-09-21",3.3
"408","2012-09-24",3.37
"409","2012-09-25",3.25
"410","2012-09-26",3.17
"411","2012-09-27",3.15
"412","2012-09-28",3.19
"413","2012-10-01",3.2
"414","2012-10-02",3.18
"415","2012-10-03",3.16
"416","2012-10-04",3.09
"417","2012-10-05",3.04
"418","2012-10-08",2.99
"419","2012-10-09",3.09
"420","2012-10-10",3.09
"421","2012-10-11",3.13
"422","2012-10-12",3
"423","2012-10-15",3
"424","2012-10-16",2.99
"425","2012-10-17",3
"426","2012-10-18",3.04
"427","2012-10-19",3.1
"428","2012-10-22",3.2
"429","2012-10-23",3.15
"430","2012-10-24",3.23
"431","2012-10-25",3.17
"432","2012-10-26",3.11
"433","2012-10-31",3
"434","2012-11-01",2.99
"435","2012-11-02",2.99
"436","2012-11-05",2.92
"437","2012-11-06",2.9
"438","2012-11-07",2.75
"439","2012-11-08",2.86
"440","2012-11-09",3.01
"441","2012-11-12",3.1
"442","2012-11-13",3.39
"443","2012-11-14",3.2
"444","2012-11-15",3.93
"445","2012-11-16",3.65
"446","2012-11-19",3.9
"447","2012-11-20",4.24
"448","2012-11-21",4.27
"449","2012-11-23",4.15
"450","2012-11-26",4.97
"451","2012-11-27",4.67
"452","2012-11-28",4.72
"453","2012-11-29",4.61
"454","2012-11-30",4.26
"455","2012-12-03",4.16
"456","2012-12-04",3.94
"457","2012-12-05",3.65
"458","2012-12-06",3.31
"459","2012-12-07",3.44
"460","2012-12-10",3.31
"461","2012-12-11",3.46
"462","2012-12-12",3.43
"463","2012-12-13",3.86
"464","2012-12-14",4.08
"465","2012-12-17",3.91
"466","2012-12-18",3.99
"467","2012-12-19",4
"468","2012-12-20",3.94
"469","2012-12-21",3.9
"470","2012-12-24",3.88
"471","2012-12-26",3.98
"472","2012-12-27",3.96
"473","2012-12-28",3.88
"474","2012-12-31",4.26
"475","2013-01-02",4.59
"476","2013-01-03",4.61
"477","2013-01-04",4.64
"478","2013-01-07",4.5
"479","2013-01-08",4.4
"480","2013-01-09",4.33
"481","2013-01-10",4.33
"482","2013-01-11",4.39
"483","2013-01-14",4.54
"484","2013-01-15",4.91
"485","2013-01-16",4.9
"486","2013-01-17",4.87
"487","2013-01-18",5.24
"488","2013-01-22",5.59
"489","2013-01-23",5.56
"490","2013-01-24",5.38
"491","2013-01-25",5.14
"492","2013-01-28",5.15
"493","2013-01-29",5.33
"494","2013-01-30",5.12
"495","2013-01-31",5.37
"496","2013-02-01",5.32
"497","2013-02-04",5.31
"498","2013-02-05",5.31
"499","2013-02-06",5.21
"500","2013-02-07",5.04
"501","2013-02-08",5.29
"502","2013-02-11",5.45
"503","2013-02-12",5.56
"504","2013-02-13",5.78
"505","2013-02-14",5.6
"506","2013-02-15",5.43
"507","2013-02-19",5.6
"508","2013-02-20",5.52
"509","2013-02-21",5.39
"510","2013-02-22",5.33
"511","2013-02-25",5.23
"512","2013-02-26",5.1
"513","2013-02-27",4.99
"514","2013-02-28",5
"515","2013-03-01",4.96
"516","2013-03-04",4.98
"517","2013-03-05",4.96
"518","2013-03-06",5.3
"519","2013-03-07",4.97
"520","2013-03-08",4.91
"521","2013-03-11",5.04
"522","2013-03-12",4.99
"523","2013-03-13",4.79
"524","2013-03-14",4.53
"525","2013-03-15",4.62
"526","2013-03-18",4.71
"527","2013-03-19",4.51
"528","2013-03-20",4.7
"529","2013-03-21",4.95
"530","2013-03-22",5.32
"531","2013-03-25",5.24
"532","2013-03-26",5.23
"533","2013-03-27",5.22
"534","2013-03-28",5.16
"535","2013-04-01",4.91
"536","2013-04-02",4.94
"537","2013-04-03",4.97
"538","2013-04-04",4.9
"539","2013-04-05",5.03
"540","2013-04-08",5.25
"541","2013-04-09",5.52
"542","2013-04-10",5.53
"543","2013-04-11",6
"544","2013-04-12",6.03
"545","2013-04-15",5.78
"546","2013-04-16",5.56
"547","2013-04-17",5.47
"548","2013-04-18",5.61
"549","2013-04-19",5.86
"550","2013-04-22",5.89
"551","2013-04-23",6.15
"552","2013-04-24",6.02
"553","2013-04-25",5.9
"554","2013-04-26",5.87
"555","2013-04-29",5.9
"556","2013-04-30",5.86
"557","2013-05-01",5.55
"558","2013-05-02",5.83
"559","2013-05-03",5.79
"560","2013-05-06",6.02
"561","2013-05-07",6.34
"562","2013-05-08",5.9
"563","2013-05-09",6.11
"564","2013-05-10",6.29
"565","2013-05-13",6.33
"566","2013-05-14",7.1
"567","2013-05-15",7.12
"568","2013-05-16",7.19
"569","2013-05-17",6.68
"570","2013-05-20",6.46
"571","2013-05-21",6.4
"572","2013-05-22",7.26
"573","2013-05-23",7.45
"574","2013-05-24",7.86
"575","2013-05-28",8.36
"576","2013-05-29",8.3
"577","2013-05-30",8.95
"578","2013-05-31",8.91
"579","2013-06-03",8.75
"580","2013-06-04",8.28
"581","2013-06-05",8.19
"582","2013-06-06",8.5
"583","2013-06-07",8.69
"584","2013-06-10",9.6
"585","2013-06-11",10
"586","2013-06-12",9.69
"587","2013-06-13",9.29
"588","2013-06-14",9.63
"589","2013-06-17",9.92
"590","2013-06-18",9.6
"591","2013-06-19",9.34
"592","2013-06-20",8.87
"593","2013-06-21",8.91
"594","2013-06-24",8.67
"595","2013-06-25",8.41
"596","2013-06-26",8.68
"597","2013-06-27",8.96
"598","2013-06-28",9.27
"599","2013-07-01",9.85
"600","2013-07-02",10.55
"601","2013-07-03",10.1
"602","2013-07-05",10.29
"603","2013-07-08",11.38
"604","2013-07-09",11
"605","2013-07-10",11.89
"606","2013-07-11",12.73
"607","2013-07-12",12.23
"608","2013-07-15",12.38
"609","2013-07-16",11.97
"610","2013-07-17",11.92
"611","2013-07-18",12.48
"612","2013-07-19",12.48
"613","2013-07-22",13.12
"614","2013-07-23",12.32
"615","2013-07-24",12.33
"616","2013-07-25",12.13
"617","2013-07-26",12
"618","2013-07-29",11.75
"619","2013-07-30",11.74
"620","2013-07-31",11.65
"621","2013-08-01",11.85
"622","2013-08-02",12.24
"623","2013-08-05",11.96
"624","2013-08-06",11.44
"625","2013-08-07",11.49
"626","2013-08-08",10.94
"627","2013-08-09",11.12
"628","2013-08-12",10.82
"629","2013-08-13",9.68
"630","2013-08-14",10.15
"631","2013-08-15",9.79
"632","2013-08-16",9.37
"633","2013-08-19",9.05
"634","2013-08-20",9.16
"635","2013-08-21",9.36
"636","2013-08-22",9.83
"637","2013-08-23",9.88
"638","2013-08-26",10.07
"639","2013-08-27",9.82
"640","2013-08-28",10.17
"641","2013-08-29",10.1
"642","2013-08-30",9.91
"643","2013-09-03",9.79
"644","2013-09-04",10.33
"645","2013-09-05",10.46
"646","2013-09-06",10.49
"647","2013-09-09",10.46
"648","2013-09-10",11.27
"649","2013-09-11",10.62
"650","2013-09-12",10.55
"651","2013-09-13",10.68
"652","2013-09-16",10.74
"653","2013-09-17",10.43
"654","2013-09-18",10.24
"655","2013-09-19",10.1
"656","2013-09-20",10.97
"657","2013-09-23",11.22
"658","2013-09-24",10.85
"659","2013-09-25",10.65
"660","2013-09-26",10.61
"661","2013-09-27",10.59
"662","2013-09-30",10.78
"663","2013-10-01",11.1
"664","2013-10-02",10.86
"665","2013-10-03",10.58
"666","2013-10-04",10.96
"667","2013-10-07",10.31
"668","2013-10-08",9.34
"669","2013-10-09",8.68
"670","2013-10-10",8.8
"671","2013-10-11",8.8
"672","2013-10-14",8.16
"673","2013-10-15",8.15
"674","2013-10-16",8.51
"675","2013-10-17",9.17
"676","2013-10-18",8.66
"677","2013-10-21",8.34
"678","2013-10-22",7.64
"679","2013-10-23",7.89
"680","2013-10-24",7.88
"681","2013-10-25",7.66
"682","2013-10-28",7.24
"683","2013-10-29",7.51
"684","2013-10-30",6.65
"685","2013-10-31",6.72
"686","2013-11-01",7.23
"687","2013-11-04",6.9
"688","2013-11-05",6.93
"689","2013-11-06",6.87
"690","2013-11-07",6.72
"691","2013-11-08",7.45
"692","2013-11-11",7.69
"693","2013-11-12",7.34
"694","2013-11-13",7.82
"695","2013-11-14",8
"696","2013-11-15",8.27
"697","2013-11-18",7.74
"698","2013-11-19",7.93
"699","2013-11-20",7.89
"700","2013-11-21",8.12
"701","2013-11-22",8
"702","2013-11-25",8.09
"703","2013-11-26",8.3
"704","2013-11-27",8.78
"705","2013-11-29",9.78
"706","2013-12-02",9.96
"707","2013-12-03",9.24
"708","2013-12-04",9.1
"709","2013-12-05",8.95
"710","2013-12-06",8.71
"711","2013-12-09",8.32
"712","2013-12-10",8.18
"713","2013-12-11",7.88
"714","2013-12-12",7.88
"715","2013-12-13",8.2
"716","2013-12-16",9.67
"717","2013-12-17",9.55
"718","2013-12-18",9.61
"719","2013-12-19",10.6
"720","2013-12-20",10.53
"721","2013-12-23",10.65
"722","2013-12-24",10.76
"723","2013-12-26",10.7
"724","2013-12-27",10.47
"725","2013-12-30",10.52
"726","2013-12-31",11.31
"727","2014-01-02",11.67
"728","2014-01-03",12.08
"729","2014-01-06",11.31
"730","2014-01-07",11.92
"731","2014-01-08",11.99
"732","2014-01-09",12.14
"733","2014-01-10",12.69
"734","2014-01-13",12.27
"735","2014-01-14",12.77
"736","2014-01-15",12.78
"737","2014-01-16",12.74
"738","2014-01-17",12.51
"739","2014-01-21",11.65
"740","2014-01-22",11.32
"741","2014-01-23",11.35
"742","2014-01-24",10.84
"743","2014-01-27",10.74
"744","2014-01-28",11.38
"745","2014-01-29",11.17
"746","2014-01-30",11.72
"747","2014-01-31",11.42
"748","2014-02-03",10.6
"749","2014-02-04",10.34
"750","2014-02-05",10.24
"751","2014-02-06",10.31
"752","2014-02-07",10.69
"753","2014-02-10",10.85
"754","2014-02-11",11.09
"755","2014-02-12",11.62
"756","2014-02-13",11.75
"757","2014-02-14",11.71
"758","2014-02-18",12.21
"759","2014-02-19",11.99
"760","2014-02-20",12.07
"761","2014-02-21",12.02
"762","2014-02-24",11.77
"763","2014-02-25",12.08
"764","2014-02-26",11.78
"765","2014-02-27",12.14
"766","2014-02-28",11.43
"767","2014-03-03",11.24
"768","2014-03-04",12.23
"769","2014-03-05",13.03
"770","2014-03-06",13.01
"771","2014-03-07",11.92
"772","2014-03-10",11.4
"773","2014-03-11",11.9
"774","2014-03-12",12.12
"775","2014-03-13",12.5
"776","2014-03-14",12.45
"777","2014-03-17",12.76
"778","2014-03-18",13
"779","2014-03-19",13
"780","2014-03-20",12.94
"781","2014-03-21",12.47
"782","2014-03-24",12.14
"783","2014-03-25",12.14
"784","2014-03-26",11.64
"785","2014-03-27",12.11
"786","2014-03-28",11.59
"787","2014-03-31",12.01
"788","2014-04-01",11.89
"789","2014-04-02",11.78
"790","2014-04-03",10.83
"791","2014-04-04",10.4
"792","2014-04-07",10.23
"793","2014-04-08",10.37
"794","2014-04-09",11.32
"795","2014-04-10",11
"796","2014-04-11",10.32
"797","2014-04-14",10.29
"798","2014-04-15",10.1
"799","2014-04-16",10.23
"800","2014-04-17",10.68
"801","2014-04-21",11
"802","2014-04-22",11.52
"803","2014-04-23",10.89
"804","2014-04-24",11.04
"805","2014-04-25",10.34
"806","2014-04-28",10.37
"807","2014-04-29",10.78
"808","2014-04-30",10.82
"809","2014-05-01",10.87
"810","2014-05-02",10.57
"811","2014-05-05",10.89
"812","2014-05-06",10.46
"813","2014-05-07",10.34
"814","2014-05-08",9.92
"815","2014-05-09",9.76
"816","2014-05-12",9.71
"817","2014-05-13",9.6
"818","2014-05-14",9.2
"819","2014-05-15",8.78
"820","2014-05-16",8.88
"821","2014-05-19",9.01
"822","2014-05-20",8.82
"823","2014-05-21",8.91
"824","2014-05-22",9.57
"825","2014-05-23",9.16
"826","2014-05-27",9.64
"827","2014-05-28",9.53
"828","2014-05-29",9.37
"829","2014-05-30",9.2
"830","2014-06-02",9.18
"831","2014-06-03",8.82
"832","2014-06-04",8.81
"833","2014-06-05",8.75
"834","2014-06-06",8.3
"835","2014-06-09",8.59
"836","2014-06-10",8.66
"837","2014-06-11",8.99
"838","2014-06-12",9.16
"839","2014-06-13",9.5
"840","2014-06-16",10.35
"841","2014-06-17",10.7
"842","2014-06-18",11.18
"843","2014-06-19",10.61
"844","2014-06-20",10.37
"845","2014-06-23",10.52
"846","2014-06-24",10.22
"847","2014-06-25",10.03
"848","2014-06-26",10.15
"849","2014-06-27",10.25
"850","2014-06-30",10.25
"851","2014-07-01",10.86
"852","2014-07-02",11.17
"853","2014-07-03",11.5
"854","2014-07-07",11.16
"855","2014-07-08",10.55
"856","2014-07-09",10.68
"857","2014-07-10",10.26
"858","2014-07-11",10.54
"859","2014-07-14",10.53
"860","2014-07-15",10.07
"861","2014-07-16",9.66
"862","2014-07-17",8.99
"863","2014-07-18",10.04
"864","2014-07-21",10.08
"865","2014-07-22",9.96
"866","2014-07-23",10.63
"867","2014-07-24",10.22
"868","2014-07-25",10.83
"869","2014-07-28",6.39
"870","2014-07-29",6.42
"871","2014-07-30",6.52
"872","2014-07-31",6.96
"873","2014-08-01",6.89
"874","2014-08-04",6.71
"875","2014-08-05",6.53
"876","2014-08-06",6.41
"877","2014-08-07",6.32
"878","2014-08-08",6.47
"879","2014-08-11",6.45
"880","2014-08-12",6.14
"881","2014-08-13",6.44
"882","2014-08-14",6.52
"883","2014-08-15",6.48
"884","2014-08-18",6.8
"885","2014-08-19",6.78
"886","2014-08-20",6.42
"887","2014-08-21",6.37
"888","2014-08-22",6.61
"889","2014-08-25",6.7
"890","2014-08-26",6.99
"891","2014-08-27",7.25
"892","2014-08-28",7.12
"893","2014-08-29",7.15
"894","2014-09-02",7.47
"895","2014-09-03",7.46
"896","2014-09-04",7.5
"897","2014-09-05",7.46
"898","2014-09-08",8.09
"899","2014-09-09",7.84
"900","2014-09-10",7.89
"901","2014-09-11",8.01
"902","2014-09-12",7.93
"903","2014-09-15",7.33
"904","2014-09-16",7.25
"905","2014-09-17",7.29
"906","2014-09-18",7.31
"907","2014-09-19",7.08
"908","2014-09-22",6.68
"909","2014-09-23",6.6
"910","2014-09-24",6.95
"911","2014-09-25",6.72
"912","2014-09-26",5.41
"913","2014-09-29",5.9
"914","2014-09-30",5.49
"915","2014-10-01",5.33
"916","2014-10-02",5.49
"917","2014-10-03",5.68
"918","2014-10-06",5.68
"919","2014-10-07",5.65
"920","2014-10-08",5.85
"921","2014-10-09",6.07
"922","2014-10-10",6.06
"923","2014-10-13",6.09
"924","2014-10-14",6.48
"925","2014-10-15",6.88
"926","2014-10-16",7.35
"927","2014-10-17",6.74
"928","2014-10-20",6.9
"929","2014-10-21",6.85
"930","2014-10-22",6.61
"931","2014-10-23",6.65
"932","2014-10-24",6.78
"933","2014-10-27",6.97
"934","2014-10-28",7
"935","2014-10-29",6.75
"936","2014-10-30",6.94
"937","2014-10-31",6.63
"938","2014-11-03",6.64
"939","2014-11-04",6.57
"940","2014-11-05",6.21
"941","2014-11-06",5.63
"942","2014-11-07",6.04
"943","2014-11-10",6.03
"944","2014-11-11",6.93
"945","2014-11-12",6.95
"946","2014-11-13",6.77
"947","2014-11-14",6.79
"948","2014-11-17",6.69
"949","2014-11-18",6.83
"950","2014-11-19",6.53
"951","2014-11-20",6.62
"952","2014-11-21",6.5
"953","2014-11-24",6.72
"954","2014-11-25",6.63
"955","2014-11-26",6.9
"956","2014-11-28",6.66
"957","2014-12-01",6.44
"958","2014-12-02",6.6
"959","2014-12-03",6.55
"960","2014-12-04",6.37
"961","2014-12-05",6.5
"962","2014-12-08",6.46
"963","2014-12-09",6.61
"964","2014-12-10",6.35
"965","2014-12-11",6.4
"966","2014-12-12",6.4
"967","2014-12-15",6.13
"968","2014-12-16",5.83
"969","2014-12-17",6.13
"970","2014-12-18",6.39
"971","2014-12-19",6.69
"972","2014-12-22",6.74
"973","2014-12-23",6.55
"974","2014-12-24",6.61
"975","2014-12-26",6.92
"976","2014-12-29",6.97
"977","2014-12-30",6.69
"978","2014-12-31",6.73
"979","2015-01-02",6.81
"980","2015-01-05",6.75
"981","2015-01-06",6.71
"982","2015-01-07",6.9
"983","2015-01-08",7.19
"984","2015-01-09",7.32
"985","2015-01-12",7.44
"986","2015-01-13",7.17
"987","2015-01-14",7.22
"988","2015-01-15",6.78
"989","2015-01-16",7
"990","2015-01-20",6.8
"991","2015-01-21",6.48
"992","2015-01-22",6.51
"993","2015-01-23",6.48
"994","2015-01-26",6.81
"995","2015-01-27",7.11
"996","2015-01-28",6.97
"997","2015-01-29",6.92
"998","2015-01-30",6.7
"999","2015-02-02",6.61
"1000","2015-02-03",6.57
"1001","2015-02-04",6.62
"1002","2015-02-05",6.99
"1003","2015-02-06",7
