"","date","ESS"
"1","2007-01-03",129.25
"2","2007-01-04",129.119995
"3","2007-01-05",127.519997
"4","2007-01-08",126.5
"5","2007-01-09",128.449997
"6","2007-01-10",130.850006
"7","2007-01-11",131.470001
"8","2007-01-12",132.979996
"9","2007-01-16",136.339996
"10","2007-01-17",136.160004
"11","2007-01-18",136.300003
"12","2007-01-19",137.470001
"13","2007-01-22",136.229996
"14","2007-01-23",138.320007
"15","2007-01-24",138.899994
"16","2007-01-25",141.199997
"17","2007-01-26",141.970001
"18","2007-01-29",142
"19","2007-01-30",143.259995
"20","2007-01-31",144.339996
"21","2007-02-01",145.070007
"22","2007-02-02",145.509995
"23","2007-02-05",145.470001
"24","2007-02-06",145.839996
"25","2007-02-07",146.25
"26","2007-02-08",146.399994
"27","2007-02-09",145
"28","2007-02-12",141.759995
"29","2007-02-13",145.149994
"30","2007-02-14",144
"31","2007-02-15",145.210007
"32","2007-02-16",144.229996
"33","2007-02-20",145.800003
"34","2007-02-21",145.240005
"35","2007-02-22",144.5
"36","2007-02-23",141.389999
"37","2007-02-26",140
"38","2007-02-27",137.009995
"39","2007-02-28",138.889999
"40","2007-03-01",136.389999
"41","2007-03-02",132.880005
"42","2007-03-05",126.120003
"43","2007-03-06",129.080002
"44","2007-03-07",125.080002
"45","2007-03-08",127.309998
"46","2007-03-09",129.350006
"47","2007-03-12",129.830002
"48","2007-03-13",127.709999
"49","2007-03-14",128.330002
"50","2007-03-15",129.839996
"51","2007-03-16",128.460007
"52","2007-03-19",130.639999
"53","2007-03-20",131.550003
"54","2007-03-21",133.369995
"55","2007-03-22",134.220001
"56","2007-03-23",135.029999
"57","2007-03-26",132.160004
"58","2007-03-27",129.259995
"59","2007-03-28",128
"60","2007-03-29",127.870003
"61","2007-03-30",129.479996
"62","2007-04-02",130
"63","2007-04-03",130.779999
"64","2007-04-04",130.720001
"65","2007-04-05",130.259995
"66","2007-04-09",129.800003
"67","2007-04-10",129.649994
"68","2007-04-11",127.050003
"69","2007-04-12",125.720001
"70","2007-04-13",126.790001
"71","2007-04-16",126.550003
"72","2007-04-17",129.149994
"73","2007-04-18",128.729996
"74","2007-04-19",128.5
"75","2007-04-20",129.75
"76","2007-04-23",131.850006
"77","2007-04-24",131.240005
"78","2007-04-25",131.619995
"79","2007-04-26",132.309998
"80","2007-04-27",132.660004
"81","2007-04-30",128.860001
"82","2007-05-01",127.57
"83","2007-05-02",126.589996
"84","2007-05-03",130.25
"85","2007-05-04",127.300003
"86","2007-05-07",127.139999
"87","2007-05-08",125.839996
"88","2007-05-09",126.730003
"89","2007-05-10",125.379997
"90","2007-05-11",127.580002
"91","2007-05-14",127.669998
"92","2007-05-15",125.010002
"93","2007-05-16",122.75
"94","2007-05-17",120.260002
"95","2007-05-18",119.230003
"96","2007-05-21",120.669998
"97","2007-05-22",122.620003
"98","2007-05-23",121.32
"99","2007-05-24",118.769997
"100","2007-05-25",122.400002
"101","2007-05-29",126.550003
"102","2007-05-30",129
"103","2007-05-31",127.230003
"104","2007-06-01",126.699997
"105","2007-06-04",126.199997
"106","2007-06-05",123.010002
"107","2007-06-06",122.32
"108","2007-06-07",118.410004
"109","2007-06-08",120.419998
"110","2007-06-11",119.470001
"111","2007-06-12",117.139999
"112","2007-06-13",122.120003
"113","2007-06-14",120.690002
"114","2007-06-15",121.260002
"115","2007-06-18",119.230003
"116","2007-06-19",120.5
"117","2007-06-20",117.339996
"118","2007-06-21",117.989998
"119","2007-06-22",118.660004
"120","2007-06-25",117.459999
"121","2007-06-26",116.349998
"122","2007-06-27",118.82
"123","2007-06-28",117.370003
"124","2007-06-29",116.300003
"125","2007-07-02",118.220001
"126","2007-07-03",117.839996
"127","2007-07-05",120.110001
"128","2007-07-06",120.220001
"129","2007-07-09",118.82
"130","2007-07-10",115.709999
"131","2007-07-11",115.839996
"132","2007-07-12",118.139999
"133","2007-07-13",119.529999
"134","2007-07-16",119.470001
"135","2007-07-17",119.519997
"136","2007-07-18",118.769997
"137","2007-07-19",120.139999
"138","2007-07-20",117.980003
"139","2007-07-23",116.010002
"140","2007-07-24",113.660004
"141","2007-07-25",112.669998
"142","2007-07-26",109.489998
"143","2007-07-27",107.809998
"144","2007-07-30",108.300003
"145","2007-07-31",107.580002
"146","2007-08-01",110.669998
"147","2007-08-02",110.5
"148","2007-08-03",107.389999
"149","2007-08-06",107.800003
"150","2007-08-07",109.290001
"151","2007-08-08",112.849998
"152","2007-08-09",112.260002
"153","2007-08-10",110.300003
"154","2007-08-13",108.870003
"155","2007-08-14",105.900002
"156","2007-08-15",104.279999
"157","2007-08-16",106.150002
"158","2007-08-17",110.5
"159","2007-08-20",113.300003
"160","2007-08-21",116.650002
"161","2007-08-22",116.449997
"162","2007-08-23",116.730003
"163","2007-08-24",115.68
"164","2007-08-27",114.279999
"165","2007-08-28",110.43
"166","2007-08-29",113.029999
"167","2007-08-30",114.239998
"168","2007-08-31",117.790001
"169","2007-09-04",117.910004
"170","2007-09-05",115.839996
"171","2007-09-06",114.760002
"172","2007-09-07",112.5
"173","2007-09-10",111.529999
"174","2007-09-11",112.68
"175","2007-09-12",112.529999
"176","2007-09-13",114.300003
"177","2007-09-14",115.099998
"178","2007-09-17",114.830002
"179","2007-09-18",118.43
"180","2007-09-19",119.769997
"181","2007-09-20",116.599998
"182","2007-09-21",116.099998
"183","2007-09-24",118
"184","2007-09-25",116.389999
"185","2007-09-26",117.339996
"186","2007-09-27",117.940002
"187","2007-09-28",117.57
"188","2007-10-01",119.25
"189","2007-10-02",122.989998
"190","2007-10-03",123.07
"191","2007-10-04",125.290001
"192","2007-10-05",126.919998
"193","2007-10-08",125.559998
"194","2007-10-09",126.400002
"195","2007-10-10",126.290001
"196","2007-10-11",124.989998
"197","2007-10-12",123.5
"198","2007-10-15",119.709999
"199","2007-10-16",117.889999
"200","2007-10-17",116.339996
"201","2007-10-18",116.230003
"202","2007-10-19",114
"203","2007-10-22",114.580002
"204","2007-10-23",117.879997
"205","2007-10-24",117.839996
"206","2007-10-25",118.360001
"207","2007-10-26",122.330002
"208","2007-10-29",121.620003
"209","2007-10-30",122.739998
"210","2007-10-31",123.43
"211","2007-11-01",115.099998
"212","2007-11-02",111.699997
"213","2007-11-05",108.790001
"214","2007-11-06",108.18
"215","2007-11-07",104.540001
"216","2007-11-08",103.5
"217","2007-11-09",103.07
"218","2007-11-12",102.860001
"219","2007-11-13",108.550003
"220","2007-11-14",106.589996
"221","2007-11-15",106.800003
"222","2007-11-16",104.169998
"223","2007-11-19",103.559998
"224","2007-11-20",101.809998
"225","2007-11-21",102.290001
"226","2007-11-23",104.099998
"227","2007-11-26",99.279999
"228","2007-11-27",100.25
"229","2007-11-28",101.57
"230","2007-11-29",101.489998
"231","2007-11-30",103.739998
"232","2007-12-03",101.669998
"233","2007-12-04",98.910004
"234","2007-12-05",102.019997
"235","2007-12-06",105.980003
"236","2007-12-07",105.440002
"237","2007-12-10",107.129997
"238","2007-12-11",101.480003
"239","2007-12-12",100.660004
"240","2007-12-13",99.949997
"241","2007-12-14",98.5
"242","2007-12-17",96.739998
"243","2007-12-18",98.080002
"244","2007-12-19",99.029999
"245","2007-12-20",98.269997
"246","2007-12-21",98.449997
"247","2007-12-24",101.760002
"248","2007-12-26",98.349998
"249","2007-12-27",97.400002
"250","2007-12-28",95.339996
"251","2007-12-31",97.489998
"252","2008-01-02",95.809998
"253","2008-01-03",92
"254","2008-01-04",87.739998
"255","2008-01-07",89.480003
"256","2008-01-08",87.580002
"257","2008-01-09",89.650002
"258","2008-01-10",91.339996
"259","2008-01-11",91.089996
"260","2008-01-14",91.080002
"261","2008-01-15",89.889999
"262","2008-01-16",90.93
"263","2008-01-17",91.779999
"264","2008-01-18",90.330002
"265","2008-01-22",92.220001
"266","2008-01-23",98.160004
"267","2008-01-24",97.019997
"268","2008-01-25",98.349998
"269","2008-01-28",102.459999
"270","2008-01-29",101.57
"271","2008-01-30",101.599998
"272","2008-01-31",103.610001
"273","2008-02-01",108.419998
"274","2008-02-04",106.720001
"275","2008-02-05",100.5
"276","2008-02-06",101.809998
"277","2008-02-07",106.550003
"278","2008-02-08",103.150002
