"","date","XEL"
"1","2007-01-03",23.43
"2","2007-01-04",23.450001
"3","2007-01-05",22.98
"4","2007-01-08",22.98
"5","2007-01-09",22.969999
"6","2007-01-10",23.09
"7","2007-01-11",23.059999
"8","2007-01-12",22.870001
"9","2007-01-16",23.01
"10","2007-01-17",23.040001
"11","2007-01-18",22.870001
"12","2007-01-19",22.969999
"13","2007-01-22",22.99
"14","2007-01-23",22.99
"15","2007-01-24",23.32
"16","2007-01-25",23.219999
"17","2007-01-26",23.17
"18","2007-01-29",23.24
"19","2007-01-30",23.309999
"20","2007-01-31",23.33
"21","2007-02-01",23.459999
"22","2007-02-02",23.549999
"23","2007-02-05",23.75
"24","2007-02-06",24.030001
"25","2007-02-07",24.030001
"26","2007-02-08",24.18
"27","2007-02-09",24
"28","2007-02-12",23.99
"29","2007-02-13",24.209999
"30","2007-02-14",24.299999
"31","2007-02-15",24.26
"32","2007-02-16",24.26
"33","2007-02-20",24.35
"34","2007-02-21",24.299999
"35","2007-02-22",24.25
"36","2007-02-23",24.18
"37","2007-02-26",24.440001
"38","2007-02-27",23.709999
"39","2007-02-28",23.629999
"40","2007-03-01",23.540001
"41","2007-03-02",23.290001
"42","2007-03-05",22.809999
"43","2007-03-06",23.049999
"44","2007-03-07",23.110001
"45","2007-03-08",23.41
"46","2007-03-09",23.43
"47","2007-03-12",23.540001
"48","2007-03-13",23.219999
"49","2007-03-14",23.32
"50","2007-03-15",23.709999
"51","2007-03-16",23.51
"52","2007-03-19",23.690001
"53","2007-03-20",24.129999
"54","2007-03-21",24.559999
"55","2007-03-22",24.5
"56","2007-03-23",24.549999
"57","2007-03-26",24.77
"58","2007-03-27",24.59
"59","2007-03-28",24.57
"60","2007-03-29",24.889999
"61","2007-03-30",24.690001
"62","2007-04-02",24.99
"63","2007-04-03",24.940001
"64","2007-04-04",24.68
"65","2007-04-05",24.67
"66","2007-04-09",24.690001
"67","2007-04-10",24.85
"68","2007-04-11",24.58
"69","2007-04-12",24.540001
"70","2007-04-13",24.5
"71","2007-04-16",24.559999
"72","2007-04-17",24.75
"73","2007-04-18",24.65
"74","2007-04-19",24.530001
"75","2007-04-20",24.66
"76","2007-04-23",24.48
"77","2007-04-24",24.690001
"78","2007-04-25",24.719999
"79","2007-04-26",24.6
"80","2007-04-27",24.389999
"81","2007-04-30",24.09
"82","2007-05-01",24.280001
"83","2007-05-02",24.280001
"84","2007-05-03",24.200001
"85","2007-05-04",24.129999
"86","2007-05-07",24.23
"87","2007-05-08",24.110001
"88","2007-05-09",23.98
"89","2007-05-10",23.58
"90","2007-05-11",23.67
"91","2007-05-14",23.9
"92","2007-05-15",24.129999
"93","2007-05-16",24.34
"94","2007-05-17",24.1
"95","2007-05-18",24.209999
"96","2007-05-21",24.139999
"97","2007-05-22",24.01
"98","2007-05-23",23.200001
"99","2007-05-24",22.450001
"100","2007-05-25",22.92
"101","2007-05-29",22.780001
"102","2007-05-30",22.860001
"103","2007-05-31",22.950001
"104","2007-06-01",22.76
"105","2007-06-04",22.700001
"106","2007-06-05",22.35
"107","2007-06-06",22.030001
"108","2007-06-07",21.389999
"109","2007-06-08",21.5
"110","2007-06-11",21.51
"111","2007-06-12",21.059999
"112","2007-06-13",21.48
"113","2007-06-14",21.700001
"114","2007-06-15",21.85
"115","2007-06-18",21.540001
"116","2007-06-19",21.58
"117","2007-06-20",21.219999
"118","2007-06-21",21.450001
"119","2007-06-22",20.799999
"120","2007-06-25",20.709999
"121","2007-06-26",20.23
"122","2007-06-27",20.66
"123","2007-06-28",20.52
"124","2007-06-29",20.469999
"125","2007-07-02",20.82
"126","2007-07-03",20.75
"127","2007-07-05",20.5
"128","2007-07-06",20.469999
"129","2007-07-09",20.530001
"130","2007-07-10",20.26
"131","2007-07-11",20.280001
"132","2007-07-12",20.75
"133","2007-07-13",20.98
"134","2007-07-16",20.700001
"135","2007-07-17",20.57
"136","2007-07-18",20.719999
"137","2007-07-19",21.08
"138","2007-07-20",20.870001
"139","2007-07-23",20.969999
"140","2007-07-24",20.209999
"141","2007-07-25",20.969999
"142","2007-07-26",20.889999
"143","2007-07-27",20.309999
"144","2007-07-30",20.459999
"145","2007-07-31",20.299999
"146","2007-08-01",20.76
"147","2007-08-02",20.809999
"148","2007-08-03",19.799999
"149","2007-08-06",20.57
"150","2007-08-07",20.99
"151","2007-08-08",21.139999
"152","2007-08-09",20.09
"153","2007-08-10",20.91
"154","2007-08-13",20.950001
"155","2007-08-14",20.870001
"156","2007-08-15",20.18
"157","2007-08-16",20.34
"158","2007-08-17",20.700001
"159","2007-08-20",20.75
"160","2007-08-21",20.66
"161","2007-08-22",20.76
"162","2007-08-23",20.83
"163","2007-08-24",20.98
"164","2007-08-27",20.27
"165","2007-08-28",20.07
"166","2007-08-29",20.76
"167","2007-08-30",20.49
"168","2007-08-31",20.610001
"169","2007-09-04",20.780001
"170","2007-09-05",20.530001
"171","2007-09-06",20.83
"172","2007-09-07",20.77
"173","2007-09-10",20.99
"174","2007-09-11",21.059999
"175","2007-09-12",21.08
"176","2007-09-13",21
"177","2007-09-14",21.059999
"178","2007-09-17",21.030001
"179","2007-09-18",21.92
"180","2007-09-19",22
"181","2007-09-20",21.950001
"182","2007-09-21",22.02
"183","2007-09-24",21.85
"184","2007-09-25",21.77
"185","2007-09-26",21.98
"186","2007-09-27",21.860001
"187","2007-09-28",21.540001
"188","2007-10-01",22.049999
"189","2007-10-02",22
"190","2007-10-03",21.950001
"191","2007-10-04",21.92
"192","2007-10-05",22.08
"193","2007-10-08",21.91
"194","2007-10-09",22.120001
"195","2007-10-10",21.969999
"196","2007-10-11",21.75
"197","2007-10-12",21.73
"198","2007-10-15",21.41
"199","2007-10-16",21.440001
"200","2007-10-17",21.51
"201","2007-10-18",21.35
"202","2007-10-19",21.02
"203","2007-10-22",21.190001
"204","2007-10-23",21.1
"205","2007-10-24",21.040001
"206","2007-10-25",21.860001
"207","2007-10-26",22.1
"208","2007-10-29",22.120001
"209","2007-10-30",22.17
"210","2007-10-31",22.549999
"211","2007-11-01",21.76
"212","2007-11-02",21.629999
"213","2007-11-05",21.65
"214","2007-11-06",22
"215","2007-11-07",21.66
"216","2007-11-08",22.200001
"217","2007-11-09",22.15
"218","2007-11-12",21.93
"219","2007-11-13",22.16
"220","2007-11-14",22.059999
"221","2007-11-15",22.049999
"222","2007-11-16",22.15
"223","2007-11-19",22.129999
"224","2007-11-20",22.139999
"225","2007-11-21",22.1
"226","2007-11-23",22.16
"227","2007-11-26",21.940001
"228","2007-11-27",22.09
"229","2007-11-28",22.6
"230","2007-11-29",22.700001
"231","2007-11-30",23.110001
"232","2007-12-03",22.940001
"233","2007-12-04",23.219999
"234","2007-12-05",23.24
"235","2007-12-06",23.309999
"236","2007-12-07",23.42
"237","2007-12-10",23.35
"238","2007-12-11",22.85
"239","2007-12-12",23
"240","2007-12-13",23.309999
"241","2007-12-14",22.940001
"242","2007-12-17",22.57
"243","2007-12-18",22.66
"244","2007-12-19",22.799999
"245","2007-12-20",22.9
"246","2007-12-21",23.200001
"247","2007-12-24",22.99
"248","2007-12-26",22.889999
"249","2007-12-27",22.639999
"250","2007-12-28",22.719999
"251","2007-12-31",22.57
"252","2008-01-02",22.17
"253","2008-01-03",22.299999
"254","2008-01-04",22.049999
"255","2008-01-07",22.389999
"256","2008-01-08",22.16
"257","2008-01-09",22.540001
"258","2008-01-10",22.75
"259","2008-01-11",22.559999
"260","2008-01-14",22.559999
"261","2008-01-15",22.41
"262","2008-01-16",22.360001
"263","2008-01-17",21.65
"264","2008-01-18",21.309999
"265","2008-01-22",20.709999
"266","2008-01-23",21.120001
"267","2008-01-24",20.57
"268","2008-01-25",20.26
"269","2008-01-28",20.629999
"270","2008-01-29",20.6
"271","2008-01-30",20.790001
"272","2008-01-31",20.75
"273","2008-02-01",21.190001
"274","2008-02-04",21.360001
"275","2008-02-05",20.84
"276","2008-02-06",20.6
"277","2008-02-07",20.620001
"278","2008-02-08",20.610001
"279","2008-02-11",20.610001
"280","2008-02-12",20.889999
"281","2008-02-13",20.959999
"282","2008-02-14",20.700001
"283","2008-02-15",20.719999
"284","2008-02-19",20.690001
"285","2008-02-20",20.68
"286","2008-02-21",20.26
"287","2008-02-22",20.379999
"288","2008-02-25",20.620001
"289","2008-02-26",20.700001
"290","2008-02-27",20.35
"291","2008-02-28",20.24
"292","2008-02-29",19.82
"293","2008-03-03",19.92
"294","2008-03-04",20.24
"295","2008-03-05",20.23
"296","2008-03-06",19.68
"297","2008-03-07",19.719999
"298","2008-03-10",19.65
"299","2008-03-11",20.360001
"300","2008-03-12",19.889999
"301","2008-03-13",19.92
"302","2008-03-14",19.879999
"303","2008-03-17",19.83
"304","2008-03-18",20.35
"305","2008-03-19",19.870001
"306","2008-03-20",20.15
"307","2008-03-24",20.120001
"308","2008-03-25",19.940001
"309","2008-03-26",20.02
"310","2008-03-27",19.950001
"311","2008-03-28",19.870001
"312","2008-03-31",19.950001
"313","2008-04-01",20.42
