"","date","RGLD"
"1","2007-01-03",34.009998
"2","2007-01-04",33.139999
"3","2007-01-05",32.189999
"4","2007-01-08",31.92
"5","2007-01-09",31.4
"6","2007-01-10",30.74
"7","2007-01-11",30.969999
"8","2007-01-12",32.09
"9","2007-01-16",31.35
"10","2007-01-17",31.58
"11","2007-01-18",30.209999
"12","2007-01-19",30.41
"13","2007-01-22",30.360001
"14","2007-01-23",31.5
"15","2007-01-24",32.040001
"16","2007-01-25",32.169998
"17","2007-01-26",31.940001
"18","2007-01-29",31.34
"19","2007-01-30",31.76
"20","2007-01-31",32.209999
"21","2007-02-01",32.740002
"22","2007-02-02",32.459999
"23","2007-02-05",32.740002
"24","2007-02-06",33.189999
"25","2007-02-07",32.669998
"26","2007-02-08",32.639999
"27","2007-02-09",32.150002
"28","2007-02-12",31.870001
"29","2007-02-13",32.529999
"30","2007-02-14",32.41
"31","2007-02-15",32.400002
"32","2007-02-16",32.080002
"33","2007-02-20",32.16
"34","2007-02-21",34.740002
"35","2007-02-22",34.900002
"36","2007-02-23",35.380001
"37","2007-02-26",35.310001
"38","2007-02-27",32.23
"39","2007-02-28",33.099998
"40","2007-03-01",32.66
"41","2007-03-02",31.139999
"42","2007-03-05",30.84
"43","2007-03-06",31.700001
"44","2007-03-07",31.559999
"45","2007-03-08",31.25
"46","2007-03-09",31.18
"47","2007-03-12",31.309999
"48","2007-03-13",29.879999
"49","2007-03-14",30.280001
"50","2007-03-15",30.42
"51","2007-03-16",30.41
"52","2007-03-19",30.790001
"53","2007-03-20",30.719999
"54","2007-03-21",31.780001
"55","2007-03-22",31.469999
"56","2007-03-23",31.24
"57","2007-03-26",32.009998
"58","2007-03-27",31.65
"59","2007-03-28",30.879999
"60","2007-03-29",30.459999
"61","2007-03-30",30.1
"62","2007-04-02",30.33
"63","2007-04-03",30.219999
"64","2007-04-04",29.48
"65","2007-04-05",30.120001
"66","2007-04-09",29.559999
"67","2007-04-10",29.889999
"68","2007-04-11",29.4
"69","2007-04-12",29.620001
"70","2007-04-13",30.18
"71","2007-04-16",30.57
"72","2007-04-17",30.15
"73","2007-04-18",30.07
"74","2007-04-19",29.690001
"75","2007-04-20",30.030001
"76","2007-04-23",29.51
"77","2007-04-24",29.450001
"78","2007-04-25",29.629999
"79","2007-04-26",29.389999
"80","2007-04-27",29.610001
"81","2007-04-30",29.33
"82","2007-05-01",28.950001
"83","2007-05-02",29.42
"84","2007-05-03",29.469999
"85","2007-05-04",29.530001
"86","2007-05-07",29.440001
"87","2007-05-08",29.030001
"88","2007-05-09",28.969999
"89","2007-05-10",27.799999
"90","2007-05-11",28.200001
"91","2007-05-14",27.26
"92","2007-05-15",27.07
"93","2007-05-16",26.879999
"94","2007-05-17",26.41
"95","2007-05-18",26.860001
"96","2007-05-21",27.73
"97","2007-05-22",27.450001
"98","2007-05-23",27.75
"99","2007-05-24",26.469999
"100","2007-05-25",26.709999
"101","2007-05-29",26.58
"102","2007-05-30",26.290001
"103","2007-05-31",26.940001
"104","2007-06-01",27.860001
"105","2007-06-04",27.4
"106","2007-06-05",26.91
"107","2007-06-06",26.26
"108","2007-06-07",25.42
"109","2007-06-08",25.16
"110","2007-06-11",25.059999
"111","2007-06-12",24.43
"112","2007-06-13",24.66
"113","2007-06-14",24.68
"114","2007-06-15",25.17
"115","2007-06-18",24.98
"116","2007-06-19",24.950001
"117","2007-06-20",24.27
"118","2007-06-21",24.549999
"119","2007-06-22",24.620001
"120","2007-06-25",24.16
"121","2007-06-26",23.610001
"122","2007-06-27",24.030001
"123","2007-06-28",23.93
"124","2007-06-29",23.77
"125","2007-07-02",24.68
"126","2007-07-03",25.139999
"127","2007-07-05",25.209999
"128","2007-07-06",25.75
"129","2007-07-09",25.82
"130","2007-07-10",25.639999
"131","2007-07-11",25.299999
"132","2007-07-12",26.639999
"133","2007-07-13",26.610001
"134","2007-07-16",26.41
"135","2007-07-17",26.4
"136","2007-07-18",27.25
"137","2007-07-19",27.719999
"138","2007-07-20",27.459999
"139","2007-07-23",26.91
"140","2007-07-24",26.34
"141","2007-07-25",25.870001
"142","2007-07-26",25.110001
"143","2007-07-27",24.610001
"144","2007-07-30",25.09
"145","2007-07-31",24.68
"146","2007-08-01",24.879999
"147","2007-08-02",26.17
"148","2007-08-03",26.540001
"149","2007-08-06",27.42
"150","2007-08-07",29.379999
"151","2007-08-08",31.83
"152","2007-08-09",31.969999
"153","2007-08-10",29.969999
"154","2007-08-13",28.68
"155","2007-08-14",28.24
"156","2007-08-15",27.65
"157","2007-08-16",29.110001
"158","2007-08-17",29.99
"159","2007-08-20",29.5
"160","2007-08-21",28.870001
"161","2007-08-22",28.33
"162","2007-08-23",27.43
"163","2007-08-24",27.809999
"164","2007-08-27",26.790001
"165","2007-08-28",26.200001
"166","2007-08-29",26.879999
"167","2007-08-30",26.91
"168","2007-08-31",27.76
"169","2007-09-04",29.290001
"170","2007-09-05",28.610001
"171","2007-09-06",30.41
"172","2007-09-07",30.18
"173","2007-09-10",29.969999
"174","2007-09-11",31.73
"175","2007-09-12",31
"176","2007-09-13",30.73
"177","2007-09-14",30.85
"178","2007-09-17",30.91
"179","2007-09-18",32.150002
"180","2007-09-19",32
"181","2007-09-20",33.349998
"182","2007-09-21",33.639999
"183","2007-09-24",33.41
"184","2007-09-25",33.299999
"185","2007-09-26",33.009998
"186","2007-09-27",33.049999
"187","2007-09-28",32.75
"188","2007-10-01",33.279999
"189","2007-10-02",31.92
"190","2007-10-03",31.780001
"191","2007-10-04",32.709999
"192","2007-10-05",33.490002
"193","2007-10-08",33.200001
"194","2007-10-09",33.639999
"195","2007-10-10",33.91
"196","2007-10-11",33.459999
"197","2007-10-12",33.860001
"198","2007-10-15",34.32
"199","2007-10-16",33.549999
"200","2007-10-17",32.889999
"201","2007-10-18",33.259998
"202","2007-10-19",32.360001
"203","2007-10-22",30.59
"204","2007-10-23",31.67
"205","2007-10-24",31.450001
"206","2007-10-25",32.09
"207","2007-10-26",33.59
"208","2007-10-29",34.43
"209","2007-10-30",33.950001
"210","2007-10-31",35.34
"211","2007-11-01",32.939999
"212","2007-11-02",32.73
"213","2007-11-05",29.41
"214","2007-11-06",30.77
"215","2007-11-07",29.75
"216","2007-11-08",30.76
"217","2007-11-09",30.709999
"218","2007-11-12",28.83
"219","2007-11-13",29.889999
"220","2007-11-14",30.030001
"221","2007-11-15",28.870001
"222","2007-11-16",29.25
"223","2007-11-19",28.9
"224","2007-11-20",29.93
"225","2007-11-21",30.27
"226","2007-11-23",31.309999
"227","2007-11-26",29.389999
"228","2007-11-27",30.1
"229","2007-11-28",30.57
"230","2007-11-29",29.690001
"231","2007-11-30",28.719999
"232","2007-12-03",29.32
"233","2007-12-04",28.6
"234","2007-12-05",28.940001
"235","2007-12-06",29.34
"236","2007-12-07",28.66
"237","2007-12-10",29.379999
"238","2007-12-11",27.549999
"239","2007-12-12",28.209999
"240","2007-12-13",27.5
"241","2007-12-14",26.68
"242","2007-12-17",26.690001
"243","2007-12-18",28.27
"244","2007-12-19",27.959999
"245","2007-12-20",28.719999
"246","2007-12-21",29.5
"247","2007-12-24",29.219999
"248","2007-12-26",30.620001
"249","2007-12-27",30.280001
"250","2007-12-28",31.290001
"251","2007-12-31",30.52
"252","2008-01-02",32.009998
"253","2008-01-03",32.009998
"254","2008-01-04",31.559999
"255","2008-01-07",31.68
"256","2008-01-08",31.6
"257","2008-01-09",32.959999
"258","2008-01-10",33.07
"259","2008-01-11",34.450001
"260","2008-01-14",33.380001
"261","2008-01-15",32.459999
"262","2008-01-16",31.540001
"263","2008-01-17",31.4
"264","2008-01-18",31.129999
"265","2008-01-22",31.219999
"266","2008-01-23",31.01
"267","2008-01-24",30.82
"268","2008-01-25",30.23
"269","2008-01-28",31.35
"270","2008-01-29",30.450001
"271","2008-01-30",30.540001
"272","2008-01-31",30.059999
"273","2008-02-01",29.799999
"274","2008-02-04",28.57
"275","2008-02-05",28.030001
"276","2008-02-06",27.870001
"277","2008-02-07",27.75
"278","2008-02-08",28.01
"279","2008-02-11",28.41
"280","2008-02-12",27.99
"281","2008-02-13",28.209999
"282","2008-02-14",28.110001
"283","2008-02-15",27.9
"284","2008-02-19",29.08
"285","2008-02-20",30.09
"286","2008-02-21",31
"287","2008-02-22",31.190001
"288","2008-02-25",30.959999
"289","2008-02-26",31.540001
"290","2008-02-27",31.450001
"291","2008-02-28",31.700001
"292","2008-02-29",31.51
"293","2008-03-03",31.5
"294","2008-03-04",30.459999
"295","2008-03-05",30.860001
"296","2008-03-06",30.389999
"297","2008-03-07",29.83
"298","2008-03-10",29.559999
"299","2008-03-11",30.549999
"300","2008-03-12",30.549999
"301","2008-03-13",31.77
"302","2008-03-14",31.360001
"303","2008-03-17",30.809999
"304","2008-03-18",31.17
"305","2008-03-19",29.76
"306","2008-03-20",29.370001
"307","2008-03-24",28.59
"308","2008-03-25",29.540001
"309","2008-03-26",30.83
"310","2008-03-27",31.07
"311","2008-03-28",30.690001
"312","2008-03-31",30.17
"313","2008-04-01",29.43
"314","2008-04-02",30.4
"315","2008-04-03",29.959999
"316","2008-04-04",31.200001
"317","2008-04-07",31.299999
"318","2008-04-08",30.77
"319","2008-04-09",30.82
"320","2008-04-10",31.32
"321","2008-04-11",30.280001
"322","2008-04-14",30.799999
"323","2008-04-15",31.370001
"324","2008-04-16",32.560001
"325","2008-04-17",32.41
"326","2008-04-18",31.709999
"327","2008-04-21",30.74
"328","2008-04-22",30.59
"329","2008-04-23",29.92
"330","2008-04-24",28.690001
"331","2008-04-25",29.07
"332","2008-04-28",28.65
"333","2008-04-29",27.879999
"334","2008-04-30",28.290001
"335","2008-05-01",27.559999
"336","2008-05-02",27.33
"337","2008-05-05",27.690001
"338","2008-05-06",27.790001
"339","2008-05-07",27.639999
"340","2008-05-08",29.26
"341","2008-05-09",29.040001
"342","2008-05-12",29.209999
"343","2008-05-13",28.809999
"344","2008-05-14",28.290001
"345","2008-05-15",28.98
"346","2008-05-16",29.91
"347","2008-05-19",31.5
"348","2008-05-20",31.610001
"349","2008-05-21",31.530001
"350","2008-05-22",31.08
"351","2008-05-23",30.700001
"352","2008-05-27",30.18
"353","2008-05-28",30.780001
"354","2008-05-29",29.99
"355","2008-05-30",30.74
"356","2008-06-02",30.48
"357","2008-06-03",29.98
"358","2008-06-04",29.66
"359","2008-06-05",30.65
"360","2008-06-06",31.110001
"361","2008-06-09",31.16
"362","2008-06-10",30.219999
"363","2008-06-11",30
"364","2008-06-12",29.76
"365","2008-06-13",29.799999
"366","2008-06-16",29.73
"367","2008-06-17",29.559999
"368","2008-06-18",29.700001
"369","2008-06-19",29.639999
"370","2008-06-20",29.4
"371","2008-06-23",29.719999
"372","2008-06-24",29.209999
"373","2008-06-25",28.940001
"374","2008-06-26",29.77
"375","2008-06-27",30.299999
"376","2008-06-30",31.360001
"377","2008-07-01",33.549999
