"","date","HCCHU"
"171","2019-03-13",10.45
"172","2019-03-14",10.45
"173","2019-03-15",10.45
"174","2019-03-18",10.45
"175","2019-03-19",10.45
"176","2019-03-20",10.45
"177","2019-03-21",10.42
"178","2019-03-22",10.42
"179","2019-03-25",10.42
"180","2019-03-26",10.42
"181","2019-03-27",10.42
"182","2019-03-28",10.42
"183","2019-03-29",10.42
"184","2019-04-01",10.42
"185","2019-04-02",10.42
"186","2019-04-03",10.42
"187","2019-04-04",10.42
"188","2019-04-05",10.44
"189","2019-04-08",10.49
"190","2019-04-09",10.49
"191","2019-04-10",10.49
"192","2019-04-11",10.49
"193","2019-04-12",10.5
"194","2019-04-15",10.5
"195","2019-04-16",10.5
"196","2019-04-17",10.5
"197","2019-04-18",10.5
"198","2019-04-22",10.5
"199","2019-04-23",10.5
"200","2019-04-24",10.5
"201","2019-04-25",10.5
"202","2019-04-26",10.487
"203","2019-04-29",10.49
"204","2019-04-30",10.53
"205","2019-05-01",10.53
"206","2019-05-02",10.53
"207","2019-05-03",10.53
"208","2019-05-06",10.53
"209","2019-05-07",10.53
"210","2019-05-08",10.5
"211","2019-05-09",10.5
"212","2019-05-10",10.48
"213","2019-05-13",10.48
"214","2019-05-14",10.48
"215","2019-05-15",10.48
"216","2019-05-16",10.48
"217","2019-05-17",10.48
"218","2019-05-20",10.48
"219","2019-05-21",10.47
"220","2019-05-22",10.47
"221","2019-05-23",10.47
"222","2019-05-24",10.47
"223","2019-05-28",10.51
"224","2019-05-29",10.51
"225","2019-05-30",10.55
"226","2019-05-31",10.55
"227","2019-06-03",10.535
"228","2019-06-04",10.535
"229","2019-06-05",10.535
"230","2019-06-06",10.535
"231","2019-06-07",10.54
"232","2019-06-10",10.54
"233","2019-06-11",10.54
"234","2019-06-12",10.54
"235","2019-06-13",10.54
"236","2019-06-14",10.54
"237","2019-06-17",10.54
"238","2019-06-18",10.54
"239","2019-06-19",10.54
"240","2019-06-20",10.54
"241","2019-06-21",10.54
"242","2019-06-24",10.54
"243","2019-06-25",10.54
"244","2019-06-26",10.54
"245","2019-06-27",10.54
"246","2019-06-28",10.54
"247","2019-07-01",10.54
"248","2019-07-02",10.54
"249","2019-07-03",10.54
"250","2019-07-05",10.54
"251","2019-07-08",10.54
"252","2019-07-09",10.5
"253","2019-07-10",10.5
"254","2019-07-11",10.5
"255","2019-07-12",10.56
"256","2019-07-15",10.56
"257","2019-07-16",10.56
"258","2019-07-17",10.56
"259","2019-07-18",10.56
"260","2019-07-19",10.56
"261","2019-07-22",10.56
"262","2019-07-23",10.56
"263","2019-07-24",10.56
"264","2019-07-25",10.56
"265","2019-07-26",10.56
"266","2019-07-29",10.56
"267","2019-07-30",10.56
"268","2019-07-31",10.56
"269","2019-08-01",10.56
"270","2019-08-02",10.56
"271","2019-08-05",10.56
"272","2019-08-06",10.56
"273","2019-08-07",10.56
"274","2019-08-08",10.56
"275","2019-08-09",10.56
"276","2019-08-12",10.56
"277","2019-08-13",10.56
"278","2019-08-14",10.56
"279","2019-08-15",10.56
"280","2019-08-16",10.56
"281","2019-08-19",10.56
"282","2019-08-20",10.56
"283","2019-08-21",10.56
"284","2019-08-22",10.6
"285","2019-08-23",10.6
"286","2019-08-26",10.65
"287","2019-08-27",10.65
"288","2019-08-28",10.68
"289","2019-08-29",10.67
"290","2019-08-30",10.67
"291","2019-09-03",10.64
"292","2019-09-04",10.64
"293","2019-09-05",10.663
"294","2019-09-06",10.663
"295","2019-09-09",10.663
"296","2019-09-10",10.663
"297","2019-09-11",10.663
"298","2019-09-12",10.663
"299","2019-09-13",10.663
"300","2019-09-16",10.663
"301","2019-09-17",10.663
"302","2019-09-18",10.663
"303","2019-09-19",10.663
"304","2019-09-20",10.663
"305","2019-09-23",10.663
"306","2019-09-24",10.6
"307","2019-09-25",10.61
"308","2019-09-26",10.64
"309","2019-09-27",10.64
"310","2019-09-30",10.64
"311","2019-10-01",10.64
"312","2019-10-02",10.64
"313","2019-10-03",10.64
"314","2019-10-04",10.64
"315","2019-10-07",10.64
"316","2019-10-08",10.64
"317","2019-10-09",10.64
"318","2019-10-10",10.64
"319","2019-10-11",10.64
"320","2019-10-14",10.64
"321","2019-10-15",10.64
"322","2019-10-16",10.64
"323","2019-10-17",10.64
"324","2019-10-18",10.64
"325","2019-10-21",10.66
"326","2019-10-22",10.66
"327","2019-10-23",10.66
"328","2019-10-24",10.66
"329","2019-10-25",10.66
"330","2019-10-28",10.66
"331","2019-10-29",10.66
"332","2019-10-30",10.66
"333","2019-10-31",10.66
"334","2019-11-01",10.66
"335","2019-11-04",10.66
"336","2019-11-05",10.66
"337","2019-11-06",10.66
"338","2019-11-07",10.66
"339","2019-11-08",10.66
"340","2019-11-11",10.66
"341","2019-11-12",10.66
"342","2019-11-13",10.66
"343","2019-11-14",10.66
"344","2019-11-15",10.66
"345","2019-11-18",10.66
"346","2019-11-19",10.66
"347","2019-11-20",10.66
"348","2019-11-21",10.64
"349","2019-11-22",10.64
"350","2019-11-25",10.64
"351","2019-11-26",10.64
"352","2019-11-27",10.64
"353","2019-11-29",10.64
"354","2019-12-02",10.62
"355","2019-12-03",10.62
"356","2019-12-04",10.62
"357","2019-12-05",10.62
"358","2019-12-06",10.62
"359","2019-12-09",10.62
"360","2019-12-10",10.62
"361","2019-12-11",10.62
"362","2019-12-12",10.62
"363","2019-12-13",10.62
"364","2019-12-16",10.62
"365","2019-12-17",10.62
"366","2019-12-18",10.757
"367","2019-12-19",10.757
"368","2019-12-20",10.757
"369","2019-12-23",10.757
"370","2019-12-24",10.757
"371","2019-12-26",10.757
"372","2019-12-27",10.757
"373","2019-12-30",10.757
"374","2019-12-31",10.757
"375","2020-01-02",10.757
"376","2020-01-03",10.757
"377","2020-01-06",10.757
"378","2020-01-07",10.757
"379","2020-01-08",10.73
"380","2020-01-09",10.73
"381","2020-01-10",10.73
"382","2020-01-13",10.73
"383","2020-01-14",10.73
"384","2020-01-15",10.95
"385","2020-01-16",10.95
"386","2020-01-17",10.95
"387","2020-01-21",10.92
"388","2020-01-22",10.92
"389","2020-01-23",10.9
"390","2020-01-24",10.9
"391","2020-01-27",10.98
"392","2020-01-28",10.9
"393","2020-01-29",10.9
"394","2020-01-30",10.95
"395","2020-01-31",10.95
"396","2020-02-03",10.9
"397","2020-02-04",10.9
"398","2020-02-05",10.9
"399","2020-02-06",10.9
"400","2020-02-07",10.9
"401","2020-02-10",10.9
"402","2020-02-11",10.98
"403","2020-02-12",10.98
"404","2020-02-13",10.98
"405","2020-02-14",10.98
"406","2020-02-18",10.98
"407","2020-02-19",10.98
"408","2020-02-20",10.9
"409","2020-02-21",10.9
"410","2020-02-24",11.08
"411","2020-02-25",11.08
"412","2020-02-26",11.08
"413","2020-02-27",11.08
"414","2020-02-28",11.08
"415","2020-03-02",11.08
"416","2020-03-03",11.08
"417","2020-03-04",11.08
"418","2020-03-05",11.08
"419","2020-03-06",11.08
"420","2020-03-09",11.08
"421","2020-03-10",11.08
"422","2020-03-11",11.08
"423","2020-03-12",11.08
"424","2020-03-13",11.08
"425","2020-03-16",11.08
"426","2020-03-17",11.08
"427","2020-03-18",11.08
"428","2020-03-19",11.08
"429","2020-03-20",11.08
"430","2020-03-23",11.08
"431","2020-03-24",11.08
"432","2020-03-25",11.08
"433","2020-03-26",11.08
"434","2020-03-27",11.08
"435","2020-03-30",11.08
"436","2020-03-31",11.08
"437","2020-04-01",11.08
"438","2020-04-02",11.08
"439","2020-04-03",11.08
"440","2020-04-06",11.08
"441","2020-04-07",11.08
"442","2020-04-08",11.08
"443","2020-04-09",11.08
"444","2020-04-13",11.08
"445","2020-04-14",11.08
"446","2020-04-15",11.08
"447","2020-04-16",11.08
"448","2020-04-17",11.08
"449","2020-04-20",11.08
"450","2020-04-21",11.08
"451","2020-04-22",11.08
"452","2020-04-23",11.08
"453","2020-04-24",12.03
"454","2020-04-27",12.03
"455","2020-04-28",12.03
"456","2020-04-29",12.03
"457","2020-04-30",12.03
"458","2020-05-01",12.03
"459","2020-05-04",12.03
"460","2020-05-05",12.03
"461","2020-05-06",12.03
"462","2020-05-07",12.03
"463","2020-05-08",12.03
"464","2020-05-11",12.03
"465","2020-05-12",12.03
"466","2020-05-13",12.03
"467","2020-05-14",12
"468","2020-05-15",12
"469","2020-05-18",10.808
"470","2020-05-19",10.808
"471","2020-05-20",10.808
"472","2020-05-21",10.808
"473","2020-05-22",10.808
"474","2020-05-26",10.808
"475","2020-05-27",10.808
"476","2020-05-28",10.808
"477","2020-05-29",10.808
"478","2020-06-01",10.808
"479","2020-06-02",10.808
"480","2020-06-03",10.808
"481","2020-06-04",10.808
"482","2020-06-05",10.808
"483","2020-06-08",11.78
"484","2020-06-09",11.78
"485","2020-06-10",16.006001
"486","2020-06-11",16.1
"487","2020-06-12",16.25
"488","2020-06-15",16.25
"489","2020-06-16",14.67
"490","2020-06-17",15.75
"491","2020-06-18",15.75
"492","2020-06-19",15.28
"493","2020-06-22",15.28
"494","2020-06-23",15.28
"495","2020-06-24",13.01
"496","2020-06-25",14.1
"497","2020-06-26",14.28
"498","2020-06-29",16
"499","2020-06-30",16
"500","2020-07-01",15.67
"501","2020-07-02",13.872
"502","2020-07-06",16.51
"503","2020-07-07",16.51
"504","2020-07-08",16.51
"505","2020-07-09",17.6
"506","2020-07-10",14.69
"507","2020-07-13",14.69
"508","2020-07-14",14.69
"509","2020-07-15",14.69
"510","2020-07-16",14.69
"511","2020-07-17",16.48
"512","2020-07-20",16.48
"513","2020-07-21",16.48
"514","2020-07-22",15.485
"515","2020-07-23",15.485
"516","2020-07-24",15.485
"517","2020-07-27",15.485
"518","2020-07-28",15.485
"519","2020-07-29",14.75
"520","2020-07-30",14.75
"521","2020-07-31",13.71
"522","2020-08-03",13.12
"523","2020-08-04",13.12
"524","2020-08-05",13.12
"525","2020-08-06",13.12
"526","2020-08-07",13.12
"527","2020-08-10",13.12
"528","2020-08-11",13.12
"529","2020-08-12",12.15
"530","2020-08-13",12.15
"531","2020-08-14",12.15
"532","2020-08-17",12.15
"533","2020-08-18",13
"534","2020-08-19",13
"535","2020-08-20",13
"536","2020-08-21",13
"537","2020-08-24",13
"538","2020-08-25",13
"539","2020-08-26",13
"540","2020-08-27",13.397
"541","2020-08-28",13.397
"542","2020-08-31",13.397
"543","2020-09-01",13.811
"544","2020-09-02",13.811
"545","2020-09-03",13.811
"546","2020-09-04",13.811
"547","2020-09-08",12.81
"548","2020-09-09",12.81
"549","2020-09-10",13.6
"550","2020-09-11",13.6
"551","2020-09-14",14.95
"552","2020-09-15",14.95
"553","2020-09-16",13.648
"554","2020-09-17",14.74
"555","2020-09-18",14.74
"556","2020-09-21",14.74
"557","2020-09-22",14.74
"558","2020-09-23",13.6
"559","2020-09-24",13.65
"560","2020-09-25",13.65
"561","2020-09-28",13.32
"562","2020-09-29",13.32
"563","2020-09-30",13.32
"564","2020-10-01",13.8
"565","2020-10-02",13.8
"566","2020-10-05",14.61
"567","2020-10-06",14.61
"568","2020-10-07",14.61
"569","2020-10-08",14.61
"570","2020-10-09",14.61
"571","2020-10-12",14.61
"572","2020-10-13",14.61
"573","2020-10-14",15.42
"574","2020-10-15",14.65
"575","2020-10-16",14.65
"576","2020-10-19",14.65
"577","2020-10-20",14.65
"578","2020-10-21",14.64
"579","2020-10-22",13.2
"580","2020-10-23",14.95
"581","2020-10-26",14.95
"582","2020-10-27",14.95
"583","2020-10-28",14.95
"584","2020-10-29",14.95
"585","2020-10-30",14.95
"586","2020-11-02",14.95
"587","2020-11-03",14.95
"588","2020-11-04",14.95
"589","2020-11-05",14.95
"590","2020-11-06",14.95
"591","2020-11-09",14.95
"592","2020-11-10",14.95
"593","2020-11-11",14.95
"594","2020-11-12",14.95
"595","2020-11-13",14.95
"596","2020-11-16",14.95
"597","2020-11-17",17
"598","2020-11-18",21.84
"599","2020-11-19",21.84
"600","2020-11-20",21.84
"601","2020-11-23",21.59
"602","2020-11-24",21.59
"603","2020-11-25",21.799999
"604","2020-11-27",21.799999
