"","date","MGNI"
"287","2015-05-21",17.23
"288","2015-05-22",17.4
"289","2015-05-26",17
"290","2015-05-27",17.27
"291","2015-05-28",17.219999
"292","2015-05-29",17.25
"293","2015-06-01",17.110001
"294","2015-06-02",17.379999
"295","2015-06-03",17.059999
"296","2015-06-04",17.290001
"297","2015-06-05",18.370001
"298","2015-06-08",18.540001
"299","2015-06-09",18.16
"300","2015-06-10",18.049999
"301","2015-06-11",17.200001
"302","2015-06-12",16.780001
"303","2015-06-15",17.049999
"304","2015-06-16",17.059999
"305","2015-06-17",17.02
"306","2015-06-18",16.629999
"307","2015-06-19",16.08
"308","2015-06-22",16.52
"309","2015-06-23",16.77
"310","2015-06-24",16.469999
"311","2015-06-25",16.48
"312","2015-06-26",15.87
"313","2015-06-29",14.89
"314","2015-06-30",14.96
"315","2015-07-01",15
"316","2015-07-02",15.01
"317","2015-07-06",15.06
"318","2015-07-07",14.85
"319","2015-07-08",14.9
"320","2015-07-09",14.92
"321","2015-07-10",14.99
"322","2015-07-13",15.43
"323","2015-07-14",15.56
"324","2015-07-15",15.51
"325","2015-07-16",15.73
"326","2015-07-17",16.25
"327","2015-07-20",16.309999
"328","2015-07-21",16.629999
"329","2015-07-22",16.559999
"330","2015-07-23",16.370001
"331","2015-07-24",16.4
"332","2015-07-27",15.97
"333","2015-07-28",15.4
"334","2015-07-29",18.379999
"335","2015-07-30",17.360001
"336","2015-07-31",17.43
"337","2015-08-03",17.01
"338","2015-08-04",16.940001
"339","2015-08-05",17.02
"340","2015-08-06",16.209999
"341","2015-08-07",15.65
"342","2015-08-10",15.91
"343","2015-08-11",15.52
"344","2015-08-12",15.35
"345","2015-08-13",15.49
"346","2015-08-14",15.4
"347","2015-08-17",15.24
"348","2015-08-18",14.77
"349","2015-08-19",14.73
"350","2015-08-20",14.36
"351","2015-08-21",14.55
"352","2015-08-24",14.27
"353","2015-08-25",13.94
"354","2015-08-26",14.36
"355","2015-08-27",14.36
"356","2015-08-28",14.59
"357","2015-08-31",14.4
"358","2015-09-01",14.41
"359","2015-09-02",15.06
"360","2015-09-03",14.74
"361","2015-09-04",14.76
"362","2015-09-08",14.69
"363","2015-09-09",14.32
"364","2015-09-10",14.5
"365","2015-09-11",14.3
"366","2015-09-14",14.16
"367","2015-09-15",14.9
"368","2015-09-16",14.84
"369","2015-09-17",14.93
"370","2015-09-18",15.33
"371","2015-09-21",14.99
"372","2015-09-22",14.84
"373","2015-09-23",14.93
"374","2015-09-24",14.85
"375","2015-09-25",14.15
"376","2015-09-28",13.63
"377","2015-09-29",13.83
"378","2015-09-30",14.53
"379","2015-10-01",14.31
"380","2015-10-02",14.74
"381","2015-10-05",14.96
"382","2015-10-06",15.25
"383","2015-10-07",15.76
"384","2015-10-08",16.25
"385","2015-10-09",16.389999
"386","2015-10-12",16.34
"387","2015-10-13",15.83
"388","2015-10-14",15.34
"389","2015-10-15",15.89
"390","2015-10-16",15.57
"391","2015-10-19",15.7
"392","2015-10-20",15.86
"393","2015-10-21",15.46
"394","2015-10-22",15.8
"395","2015-10-23",15.98
"396","2015-10-26",16.200001
"397","2015-10-27",16.530001
"398","2015-10-28",14.42
"399","2015-10-29",14.78
"400","2015-10-30",15.16
"401","2015-11-02",15.84
"402","2015-11-03",15.84
"403","2015-11-04",15.71
"404","2015-11-05",15.67
"405","2015-11-06",15.87
"406","2015-11-09",15.58
"407","2015-11-10",15.45
"408","2015-11-11",15.29
"409","2015-11-12",15.07
"410","2015-11-13",15.05
"411","2015-11-16",14.78
"412","2015-11-17",14.46
"413","2015-11-18",14.64
"414","2015-11-19",14.5
"415","2015-11-20",14.53
"416","2015-11-23",14.39
"417","2015-11-24",14.41
"418","2015-11-25",14.49
"419","2015-11-27",14.73
"420","2015-11-30",14.75
"421","2015-12-01",15
"422","2015-12-02",15.74
"423","2015-12-03",15.44
"424","2015-12-04",15.35
"425","2015-12-07",15.19
"426","2015-12-08",15.24
"427","2015-12-09",15.3
"428","2015-12-10",15.44
"429","2015-12-11",15.11
"430","2015-12-14",14.8
"431","2015-12-15",15.11
"432","2015-12-16",15.29
"433","2015-12-17",15.76
"434","2015-12-18",15.94
"435","2015-12-21",15.85
"436","2015-12-22",16.459999
"437","2015-12-23",16.52
"438","2015-12-24",16.51
"439","2015-12-28",16.540001
"440","2015-12-29",16.629999
"441","2015-12-30",16.66
"442","2015-12-31",16.450001
"443","2016-01-04",16.02
"444","2016-01-05",16.059999
"445","2016-01-06",15.7
"446","2016-01-07",15.23
"447","2016-01-08",15.15
"448","2016-01-11",15.19
"449","2016-01-12",15.4
"450","2016-01-13",14.74
"451","2016-01-14",14.98
"452","2016-01-15",14.47
"453","2016-01-19",14.04
"454","2016-01-20",14.28
"455","2016-01-21",14.54
"456","2016-01-22",14.84
"457","2016-01-25",14.39
"458","2016-01-26",13.79
"459","2016-01-27",13.54
"460","2016-01-28",13.31
"461","2016-01-29",13.49
"462","2016-02-01",13.81
"463","2016-02-02",13.49
"464","2016-02-03",13.39
"465","2016-02-04",13.73
"466","2016-02-05",13.15
"467","2016-02-08",12.36
"468","2016-02-09",12.05
"469","2016-02-10",12.35
"470","2016-02-11",11.87
"471","2016-02-12",12.15
"472","2016-02-16",12.58
"473","2016-02-17",13.16
"474","2016-02-18",13.34
"475","2016-02-19",13.63
"476","2016-02-22",13.88
"477","2016-02-23",13.67
"478","2016-02-24",16.08
"479","2016-02-25",16.299999
"480","2016-02-26",16.360001
"481","2016-02-29",16.49
"482","2016-03-01",16.91
"483","2016-03-02",17.5
"484","2016-03-03",17.52
"485","2016-03-04",17.870001
"486","2016-03-07",18.24
"487","2016-03-08",16.98
"488","2016-03-09",17.23
"489","2016-03-10",16.700001
"490","2016-03-11",17.049999
"491","2016-03-14",17.35
"492","2016-03-15",16.25
"493","2016-03-16",16.4
"494","2016-03-17",16.73
"495","2016-03-18",17.25
"496","2016-03-21",17.24
"497","2016-03-22",17.35
"498","2016-03-23",17.02
"499","2016-03-24",17.5
"500","2016-03-28",17.58
"501","2016-03-29",17.92
"502","2016-03-30",18.07
"503","2016-03-31",18.280001
"504","2016-04-01",18.26
"505","2016-04-04",18.690001
"506","2016-04-05",19.110001
"507","2016-04-06",19.07
"508","2016-04-07",19.110001
"509","2016-04-08",18.65
"510","2016-04-11",18.6
"511","2016-04-12",19.059999
"512","2016-04-13",19.66
"513","2016-04-14",19.879999
"514","2016-04-15",19.34
"515","2016-04-18",19.58
"516","2016-04-19",19.629999
"517","2016-04-20",20.129999
"518","2016-04-21",20.08
"519","2016-04-22",20.18
"520","2016-04-25",19.809999
"521","2016-04-26",19.85
"522","2016-04-27",19.43
"523","2016-04-28",19.379999
"524","2016-04-29",19.370001
"525","2016-05-02",19.67
"526","2016-05-03",19.690001
"527","2016-05-04",15.04
"528","2016-05-05",14.98
"529","2016-05-06",14.15
"530","2016-05-09",14.69
"531","2016-05-10",14.51
"532","2016-05-11",14.45
"533","2016-05-12",14.25
"534","2016-05-13",14.31
"535","2016-05-16",14.31
"536","2016-05-17",14.13
"537","2016-05-18",13.98
"538","2016-05-19",13.99
"539","2016-05-20",14.61
"540","2016-05-23",14.65
"541","2016-05-24",15.02
"542","2016-05-25",15.25
"543","2016-05-26",14.18
"544","2016-05-27",14.69
"545","2016-05-31",14.65
"546","2016-06-01",14.9
"547","2016-06-02",14.99
"548","2016-06-03",14.68
"549","2016-06-06",14.72
"550","2016-06-07",14.72
"551","2016-06-08",14.65
"552","2016-06-09",14.5
"553","2016-06-10",14.1
"554","2016-06-13",13.85
"555","2016-06-14",13.8
"556","2016-06-15",14.01
"557","2016-06-16",13.94
"558","2016-06-17",13.71
"559","2016-06-20",14.05
"560","2016-06-21",13.96
"561","2016-06-22",13.67
"562","2016-06-23",13.94
"563","2016-06-24",13.41
"564","2016-06-27",12.61
"565","2016-06-28",12.89
"566","2016-06-29",13.32
"567","2016-06-30",13.65
"568","2016-07-01",13.7
"569","2016-07-05",13.64
"570","2016-07-06",13.79
"571","2016-07-07",13.76
"572","2016-07-08",13.89
"573","2016-07-11",14.01
"574","2016-07-12",14.12
"575","2016-07-13",13.9
"576","2016-07-14",13.95
"577","2016-07-15",13.92
"578","2016-07-18",14
"579","2016-07-19",13.97
"580","2016-07-20",14.43
"581","2016-07-21",14.15
"582","2016-07-22",14.07
"583","2016-07-25",13.99
"584","2016-07-26",13.75
"585","2016-07-27",14.15
"586","2016-07-28",14.04
"587","2016-07-29",14.12
"588","2016-08-01",14.2
"589","2016-08-02",13.67
"590","2016-08-03",9.2
"591","2016-08-04",9.69
"592","2016-08-05",9.69
"593","2016-08-08",9.7
"594","2016-08-09",9.79
"595","2016-08-10",9.52
"596","2016-08-11",9.68
"597","2016-08-12",9.63
"598","2016-08-15",9.65
"599","2016-08-16",9.21
"600","2016-08-17",9.05
"601","2016-08-18",9.17
"602","2016-08-19",9.09
"603","2016-08-22",9.05
"604","2016-08-23",9.07
"605","2016-08-24",8.83
"606","2016-08-25",8.82
"607","2016-08-26",8.9
"608","2016-08-29",8.85
"609","2016-08-30",8.64
"610","2016-08-31",8.5
"611","2016-09-01",8.61
"612","2016-09-02",8.65
"613","2016-09-06",9.05
"614","2016-09-07",9.22
"615","2016-09-08",9.08
"616","2016-09-09",8.82
"617","2016-09-12",8.39
"618","2016-09-13",8.34
"619","2016-09-14",8.31
"620","2016-09-15",8.62
"621","2016-09-16",8.56
"622","2016-09-19",8.36
"623","2016-09-20",8.35
"624","2016-09-21",8.49
"625","2016-09-22",8.51
"626","2016-09-23",8.5
"627","2016-09-26",8.19
"628","2016-09-27",8.35
"629","2016-09-28",8.41
"630","2016-09-29",8.27
"631","2016-09-30",8.28
"632","2016-10-03",8.45
"633","2016-10-04",8.45
"634","2016-10-05",8.46
"635","2016-10-06",8.3
"636","2016-10-07",8.24
"637","2016-10-10",8.5
"638","2016-10-11",8.2
"639","2016-10-12",8.25
"640","2016-10-13",8.09
"641","2016-10-14",7.94
"642","2016-10-17",8
"643","2016-10-18",8.09
"644","2016-10-19",8.1
"645","2016-10-20",8.1
"646","2016-10-21",8.09
"647","2016-10-24",8.2
"648","2016-10-25",8
"649","2016-10-26",7.81
"650","2016-10-27",7.64
"651","2016-10-28",7.58
"652","2016-10-31",7.66
"653","2016-11-01",7.53
"654","2016-11-02",7.4
"655","2016-11-03",6.23
"656","2016-11-04",6.37
"657","2016-11-07",6.48
"658","2016-11-08",6.61
"659","2016-11-09",7.19
"660","2016-11-10",7.61
"661","2016-11-11",7.91
"662","2016-11-14",7.75
"663","2016-11-15",7.72
"664","2016-11-16",7.93
"665","2016-11-17",7.97
"666","2016-11-18",8.01
"667","2016-11-21",8.01
"668","2016-11-22",8.05
"669","2016-11-23",8.01
"670","2016-11-25",7.91
"671","2016-11-28",7.74
"672","2016-11-29",7.67
"673","2016-11-30",7.55
"674","2016-12-01",7.44
"675","2016-12-02",7.39
"676","2016-12-05",7.61
"677","2016-12-06",7.8
"678","2016-12-07",7.99
"679","2016-12-08",8.09
"680","2016-12-09",8.06
"681","2016-12-12",7.91
"682","2016-12-13",7.92
"683","2016-12-14",7.92
"684","2016-12-15",7.89
"685","2016-12-16",8
"686","2016-12-19",7.94
"687","2016-12-20",7.95
"688","2016-12-21",7.87
"689","2016-12-22",7.6
"690","2016-12-23",7.6
"691","2016-12-27",7.71
"692","2016-12-28",7.55
"693","2016-12-29",7.46
"694","2016-12-30",7.42
"695","2017-01-03",7.52
"696","2017-01-04",7.6
"697","2017-01-05",7.83
"698","2017-01-06",7.73
"699","2017-01-09",7.72
"700","2017-01-10",7.65
"701","2017-01-11",7.74
"702","2017-01-12",7.64
"703","2017-01-13",8.59
"704","2017-01-17",8.48
"705","2017-01-18",8.46
"706","2017-01-19",8.49
"707","2017-01-20",8.52
"708","2017-01-23",8.58
"709","2017-01-24",8.46
"710","2017-01-25",8.74
"711","2017-01-26",8.63
"712","2017-01-27",8.46
"713","2017-01-30",8.4
"714","2017-01-31",8.47
"715","2017-02-01",8.55
"716","2017-02-02",8.48
"717","2017-02-03",7.84
"718","2017-02-06",7.99
"719","2017-02-07",8
"720","2017-02-08",8.06
"721","2017-02-09",8.21
"722","2017-02-10",8.35
"723","2017-02-13",8.18
"724","2017-02-14",8.21
"725","2017-02-15",8.24
"726","2017-02-16",8.75
"727","2017-02-17",8.85
"728","2017-02-21",8.93
"729","2017-02-22",8.33
"730","2017-02-23",8.5
"731","2017-02-24",8.53
"732","2017-02-27",8.74
"733","2017-02-28",8.74
"734","2017-03-01",8.91
"735","2017-03-02",8.75
"736","2017-03-03",8.84
"737","2017-03-06",8.56
"738","2017-03-07",8.55
"739","2017-03-08",8.66
"740","2017-03-09",8.57
"741","2017-03-10",8.7
"742","2017-03-13",8.56
"743","2017-03-14",8.39
"744","2017-03-15",6.06
"745","2017-03-16",5.76
"746","2017-03-17",5.8
"747","2017-03-20",5.57
"748","2017-03-21",5.46
"749","2017-03-22",5.47
"750","2017-03-23",5.52
"751","2017-03-24",5.58
"752","2017-03-27",5.51
"753","2017-03-28",5.4
"754","2017-03-29",5.6
"755","2017-03-30",5.69
"756","2017-03-31",5.89
"757","2017-04-03",5.63
"758","2017-04-04",5.66
"759","2017-04-05",5.51
"760","2017-04-06",5.69
"761","2017-04-07",5.74
"762","2017-04-10",5.47
"763","2017-04-11",5.66
"764","2017-04-12",5.58
"765","2017-04-13",5.43
"766","2017-04-17",5.45
"767","2017-04-18",5.55
"768","2017-04-19",5.74
"769","2017-04-20",5.7
"770","2017-04-21",5.76
"771","2017-04-24",5.89
"772","2017-04-25",5.9
"773","2017-04-26",5.89
"774","2017-04-27",5.82
"775","2017-04-28",5.71
"776","2017-05-01",5.63
"777","2017-05-02",5.59
"778","2017-05-03",5.71
"779","2017-05-04",5.75
"780","2017-05-05",5.94
"781","2017-05-08",5.95
"782","2017-05-09",6.18
"783","2017-05-10",5.87
"784","2017-05-11",5.88
"785","2017-05-12",5.74
"786","2017-05-15",5.83
"787","2017-05-16",5.66
"788","2017-05-17",5.46
"789","2017-05-18",5.02
"790","2017-05-19",5.05
"791","2017-05-22",5.12
"792","2017-05-23",5.17
"793","2017-05-24",5.04
"794","2017-05-25",5.03
"795","2017-05-26",5
"796","2017-05-30",5.09
"797","2017-05-31",4.98
"798","2017-06-01",5.06
"799","2017-06-02",5.1
"800","2017-06-05",5.07
"801","2017-06-06",4.99
"802","2017-06-07",4.69
"803","2017-06-08",4.92
"804","2017-06-09",5.11
"805","2017-06-12",5.48
"806","2017-06-13",5.57
"807","2017-06-14",5.42
"808","2017-06-15",5.53
"809","2017-06-16",5.55
"810","2017-06-19",5.71
"811","2017-06-20",5.58
"812","2017-06-21",5.56
"813","2017-06-22",5.51
"814","2017-06-23",5.72
"815","2017-06-26",5.69
"816","2017-06-27",5.53
"817","2017-06-28",5.52
"818","2017-06-29",5.3
"819","2017-06-30",5.14
"820","2017-07-03",5.33
"821","2017-07-05",5.18
"822","2017-07-06",5.13
"823","2017-07-07",5.1
"824","2017-07-10",4.96
"825","2017-07-11",4.86
"826","2017-07-12",4.94
"827","2017-07-13",5.16
"828","2017-07-14",5.07
"829","2017-07-17",5.03
"830","2017-07-18",5.02
"831","2017-07-19",5.17
"832","2017-07-20",5.11
"833","2017-07-21",5
"834","2017-07-24",5.1
"835","2017-07-25",5.09
"836","2017-07-26",5.12
"837","2017-07-27",5.03
"838","2017-07-28",4.78
"839","2017-07-31",4.7
"840","2017-08-01",4.83
"841","2017-08-02",4.26
"842","2017-08-03",3.96
"843","2017-08-04",4.12
"844","2017-08-07",4.03
"845","2017-08-08",4.14
"846","2017-08-09",4.01
"847","2017-08-10",3.83
"848","2017-08-11",3.78
"849","2017-08-14",3.86
"850","2017-08-15",3.77
"851","2017-08-16",3.65
"852","2017-08-17",3.57
"853","2017-08-18",3.57
"854","2017-08-21",3.72
"855","2017-08-22",3.68
"856","2017-08-23",3.75
"857","2017-08-24",3.74
"858","2017-08-25",3.73
"859","2017-08-28",3.72
"860","2017-08-29",3.69
"861","2017-08-30",3.76
"862","2017-08-31",3.76
"863","2017-09-01",3.94
"864","2017-09-05",3.95
"865","2017-09-06",4.09
"866","2017-09-07",4.07
"867","2017-09-08",3.98
"868","2017-09-11",4.01
"869","2017-09-12",4.08
"870","2017-09-13",4.14
"871","2017-09-14",4.06
"872","2017-09-15",4.05
"873","2017-09-18",4.05
"874","2017-09-19",3.87
"875","2017-09-20",3.76
"876","2017-09-21",3.67
"877","2017-09-22",3.94
"878","2017-09-25",3.7
"879","2017-09-26",3.69
"880","2017-09-27",3.78
"881","2017-09-28",3.67
"882","2017-09-29",3.89
"883","2017-10-02",3.72
"884","2017-10-03",3.85
"885","2017-10-04",3.65
"886","2017-10-05",3.79
"887","2017-10-06",3.7
"888","2017-10-09",3.66
"889","2017-10-10",3.67
"890","2017-10-11",3.72
"891","2017-10-12",3.67
"892","2017-10-13",3.63
"893","2017-10-16",3.57
"894","2017-10-17",3.47
"895","2017-10-18",3.5
"896","2017-10-19",3.45
"897","2017-10-20",3.46
"898","2017-10-23",3.38
"899","2017-10-24",3.47
"900","2017-10-25",3.4
"901","2017-10-26",3.36
"902","2017-10-27",3.44
"903","2017-10-30",3.43
"904","2017-10-31",3.56
"905","2017-11-01",3.37
"906","2017-11-02",3.45
"907","2017-11-03",2.07
"908","2017-11-06",1.99
"909","2017-11-07",1.89
"910","2017-11-08",1.97
"911","2017-11-09",1.95
"912","2017-11-10",1.94
"913","2017-11-13",1.9
"914","2017-11-14",1.87
"915","2017-11-15",1.89
"916","2017-11-16",1.88
"917","2017-11-17",1.87
"918","2017-11-20",1.84
"919","2017-11-21",1.82
"920","2017-11-22",1.8
"921","2017-11-24",1.82
"922","2017-11-27",1.99
"923","2017-11-28",1.93
"924","2017-11-29",1.84
"925","2017-11-30",1.8
"926","2017-12-01",1.75
"927","2017-12-04",1.76
"928","2017-12-05",1.78
"929","2017-12-06",1.75
"930","2017-12-07",1.74
"931","2017-12-08",1.71
"932","2017-12-11",1.75
"933","2017-12-12",1.74
"934","2017-12-13",1.75
"935","2017-12-14",1.72
"936","2017-12-15",1.74
"937","2017-12-18",1.69
"938","2017-12-19",1.89
"939","2017-12-20",1.87
"940","2017-12-21",1.96
"941","2017-12-22",1.92
"942","2017-12-26",1.89
"943","2017-12-27",1.87
"944","2017-12-28",1.91
"945","2017-12-29",1.87
"946","2018-01-02",2.08
"947","2018-01-03",1.97
"948","2018-01-04",1.99
"949","2018-01-05",2.11
"950","2018-01-08",2.21
"951","2018-01-09",2.18
"952","2018-01-10",2.2
"953","2018-01-11",2.22
"954","2018-01-12",2.38
"955","2018-01-16",2.19
"956","2018-01-17",2.23
"957","2018-01-18",2.24
"958","2018-01-19",2.01
"959","2018-01-22",2.1
"960","2018-01-23",2.12
"961","2018-01-24",2.13
"962","2018-01-25",2.1
"963","2018-01-26",2.15
"964","2018-01-29",2.18
"965","2018-01-30",1.96
"966","2018-01-31",1.92
"967","2018-02-01",1.92
"968","2018-02-02",1.79
"969","2018-02-05",1.73
"970","2018-02-06",1.74
"971","2018-02-07",1.62
"972","2018-02-08",1.59
"973","2018-02-09",1.66
"974","2018-02-12",1.69
"975","2018-02-13",1.68
"976","2018-02-14",1.72
"977","2018-02-15",1.76
"978","2018-02-16",1.74
"979","2018-02-20",1.83
"980","2018-02-21",1.81
"981","2018-02-22",1.71
"982","2018-02-23",1.77
"983","2018-02-26",1.88
"984","2018-02-27",1.77
"985","2018-02-28",1.61
"986","2018-03-01",1.49
"987","2018-03-02",1.7
"988","2018-03-05",1.71
"989","2018-03-06",1.69
"990","2018-03-07",1.68
"991","2018-03-08",1.71
"992","2018-03-09",1.72
"993","2018-03-12",1.71
"994","2018-03-13",1.62
