"","date","DAR"
"162","2007-08-23",7.97
"163","2007-08-24",8.19
"164","2007-08-27",8.12
"165","2007-08-28",7.85
"166","2007-08-29",8.06
"167","2007-08-30",8.33
"168","2007-08-31",8.45
"169","2007-09-04",8.57
"170","2007-09-05",8.33
"171","2007-09-06",8.14
"172","2007-09-07",7.94
"173","2007-09-10",8.05
"174","2007-09-11",8.45
"175","2007-09-12",8.75
"176","2007-09-13",9.05
"177","2007-09-14",9.1
"178","2007-09-17",9.14
"179","2007-09-18",9.74
"180","2007-09-19",9.75
"181","2007-09-20",9.69
"182","2007-09-21",9.83
"183","2007-09-24",9.84
"184","2007-09-25",9.79
"185","2007-09-26",9.99
"186","2007-09-27",9.99
"187","2007-09-28",9.89
"188","2007-10-01",9.82
"189","2007-10-02",9.88
"190","2007-10-03",9.76
"191","2007-10-04",9.75
"192","2007-10-05",9.86
"193","2007-10-08",9.85
"194","2007-10-09",9.87
"195","2007-10-10",9.85
"196","2007-10-11",9.83
"197","2007-10-12",9.8
"198","2007-10-15",9.8
"199","2007-10-16",10.07
"200","2007-10-17",10.26
"201","2007-10-18",10.41
"202","2007-10-19",10.23
"203","2007-10-22",10.12
"204","2007-10-23",10.31
"205","2007-10-24",10.01
"206","2007-10-25",10.18
"207","2007-10-26",10.38
"208","2007-10-29",10.7
"209","2007-10-30",10.04
"210","2007-10-31",10.06
"211","2007-11-01",9.74
"212","2007-11-02",9.53
"213","2007-11-05",9.56
"214","2007-11-06",9.7
"215","2007-11-07",9.34
"216","2007-11-08",9.35
"217","2007-11-09",9.97
"218","2007-11-12",9.87
"219","2007-11-13",9.82
"220","2007-11-14",9.83
"221","2007-11-15",9.7
"222","2007-11-16",9.77
"223","2007-11-19",10.1
"224","2007-11-20",9.8
"225","2007-11-21",9.67
"226","2007-11-23",9.9
"227","2007-11-26",9.8
"228","2007-11-27",9.8
"229","2007-11-28",9.96
"230","2007-11-29",10.25
"231","2007-11-30",10.25
"232","2007-12-03",10.27
"233","2007-12-04",10.39
"234","2007-12-05",10.98
"235","2007-12-06",11.31
"236","2007-12-07",11.41
"237","2007-12-10",11.53
"238","2007-12-11",10.92
"239","2007-12-12",11.26
"240","2007-12-13",11.18
"241","2007-12-14",11.16
"242","2007-12-17",11.03
"243","2007-12-18",11.11
"244","2007-12-19",11.11
"245","2007-12-20",11.54
"246","2007-12-21",11.85
"247","2007-12-24",11.96
"248","2007-12-26",12.1
"249","2007-12-27",11.46
"250","2007-12-28",11.69
"251","2007-12-31",11.56
"252","2008-01-02",11.54
"253","2008-01-03",11.7
"254","2008-01-04",11.54
"255","2008-01-07",11.67
"256","2008-01-08",11.45
"257","2008-01-09",11.31
"258","2008-01-10",11.67
"259","2008-01-11",11.66
"260","2008-01-14",11.56
"261","2008-01-15",11.66
"262","2008-01-16",11.61
"263","2008-01-17",11.12
"264","2008-01-18",10.73
"265","2008-01-22",10.16
"266","2008-01-23",11.48
"267","2008-01-24",11.28
"268","2008-01-25",11.14
"269","2008-01-28",11.28
"270","2008-01-29",10.81
"271","2008-01-30",11.36
"272","2008-01-31",11.64
"273","2008-02-01",12.18
"274","2008-02-04",12.57
"275","2008-02-05",12.37
"276","2008-02-06",12.6
"277","2008-02-07",12.6
"278","2008-02-08",12.18
"279","2008-02-11",12.55
"280","2008-02-12",12.84
"281","2008-02-13",13.34
"282","2008-02-14",12.77
"283","2008-02-15",12.91
"284","2008-02-19",13.34
"285","2008-02-20",13.2
"286","2008-02-21",13.76
"287","2008-02-22",13.42
"288","2008-02-25",13.71
"289","2008-02-26",13.64
"290","2008-02-27",13.55
"291","2008-02-28",14.29
"292","2008-02-29",13.9
"293","2008-03-03",13.51
"294","2008-03-04",13.39
"295","2008-03-05",13.37
"296","2008-03-06",13.27
"297","2008-03-07",12.93
"298","2008-03-10",12.42
"299","2008-03-11",13.25
"300","2008-03-12",12.98
"301","2008-03-13",13.28
"302","2008-03-14",13.25
"303","2008-03-17",12.65
"304","2008-03-18",13.04
"305","2008-03-19",12.64
"306","2008-03-20",11.97
"307","2008-03-24",12.56
"308","2008-03-25",13.36
"309","2008-03-26",13.1
"310","2008-03-27",13.12
"311","2008-03-28",12.98
"312","2008-03-31",12.95
"313","2008-04-01",12.33
"314","2008-04-02",12.4
"315","2008-04-03",12.93
"316","2008-04-04",12.78
"317","2008-04-07",12.92
"318","2008-04-08",12.94
"319","2008-04-09",12.89
"320","2008-04-10",13.47
"321","2008-04-11",13.68
"322","2008-04-14",13.56
"323","2008-04-15",13.59
"324","2008-04-16",13.9
"325","2008-04-17",15.39
"326","2008-04-18",15.67
"327","2008-04-21",15.89
"328","2008-04-22",15.43
"329","2008-04-23",15.76
"330","2008-04-24",15.42
"331","2008-04-25",15.7
"332","2008-04-28",15.71
"333","2008-04-29",15.04
"334","2008-04-30",15.27
"335","2008-05-01",15.03
"336","2008-05-02",15.45
"337","2008-05-05",16
"338","2008-05-06",16.200001
"339","2008-05-07",16.35
"340","2008-05-08",14.93
"341","2008-05-09",16.18
"342","2008-05-12",15.2
"343","2008-05-13",15.27
"344","2008-05-14",14
"345","2008-05-15",14.38
"346","2008-05-16",14.53
"347","2008-05-19",14.46
"348","2008-05-20",14.98
"349","2008-05-21",14.43
"350","2008-05-22",14.59
"351","2008-05-23",14.72
"352","2008-05-27",15.32
"353","2008-05-28",16.1
"354","2008-05-29",16.25
"355","2008-05-30",16.110001
"356","2008-06-02",16.440001
"357","2008-06-03",16.950001
"358","2008-06-04",16.969999
"359","2008-06-05",17.02
"360","2008-06-06",16.65
"361","2008-06-09",16.629999
"362","2008-06-10",16.76
"363","2008-06-11",15.71
"364","2008-06-12",15.88
"365","2008-06-13",16.09
"366","2008-06-16",17.059999
"367","2008-06-17",17.280001
"368","2008-06-18",17.17
"369","2008-06-19",17.290001
"370","2008-06-20",17.190001
"371","2008-06-23",16.6
"372","2008-06-24",16.24
"373","2008-06-25",16.870001
"374","2008-06-26",16.459999
"375","2008-06-27",16.67
"376","2008-06-30",16.52
"377","2008-07-01",16.690001
"378","2008-07-02",16.01
"379","2008-07-03",15.7
"380","2008-07-07",15.77
"381","2008-07-08",16.219999
"382","2008-07-09",15.99
"383","2008-07-10",16.530001
"384","2008-07-11",16.83
"385","2008-07-14",16.76
"386","2008-07-15",16.809999
"387","2008-07-16",17.15
"388","2008-07-17",16.440001
"389","2008-07-18",16.1
"390","2008-07-21",16.18
"391","2008-07-22",16.07
"392","2008-07-23",15.75
"393","2008-07-24",15.91
"394","2008-07-25",16.049999
"395","2008-07-28",15.79
"396","2008-07-29",16.16
"397","2008-07-30",16.540001
"398","2008-07-31",16.18
"399","2008-08-01",16.209999
"400","2008-08-04",15.39
"401","2008-08-05",15.15
"402","2008-08-06",15.37
"403","2008-08-07",15.02
"404","2008-08-08",14.71
"405","2008-08-11",11.77
"406","2008-08-12",13.38
"407","2008-08-13",13.48
"408","2008-08-14",13.47
"409","2008-08-15",13.31
"410","2008-08-18",13.64
"411","2008-08-19",13.43
"412","2008-08-20",13.53
"413","2008-08-21",13.62
"414","2008-08-22",13.5
"415","2008-08-25",13.18
"416","2008-08-26",13.46
"417","2008-08-27",13.54
"418","2008-08-28",13.88
"419","2008-08-29",13.73
"420","2008-09-02",13.22
"421","2008-09-03",12.97
"422","2008-09-04",12.38
"423","2008-09-05",12.58
"424","2008-09-08",12.11
"425","2008-09-09",11.44
"426","2008-09-10",11.9
"427","2008-09-11",12.4
"428","2008-09-12",12.36
"429","2008-09-15",11.77
"430","2008-09-16",12.07
"431","2008-09-17",10.99
"432","2008-09-18",10.79
"433","2008-09-19",12.19
"434","2008-09-22",11.91
"435","2008-09-23",11.62
"436","2008-09-24",11.76
"437","2008-09-25",11.96
"438","2008-09-26",12.2
"439","2008-09-29",10.92
"440","2008-09-30",11.11
"441","2008-10-01",11
"442","2008-10-02",9.63
"443","2008-10-03",9.56
"444","2008-10-06",8.63
"445","2008-10-07",8.01
"446","2008-10-08",8.23
"447","2008-10-09",7.46
"448","2008-10-10",7.55
"449","2008-10-13",8.42
"450","2008-10-14",7.84
"451","2008-10-15",6.87
"452","2008-10-16",7.28
"453","2008-10-17",7.42
"454","2008-10-20",7.9
"455","2008-10-21",7.66
"456","2008-10-22",6.58
"457","2008-10-23",6.64
"458","2008-10-24",6.16
"459","2008-10-27",5.49
"460","2008-10-28",6.2
"461","2008-10-29",6.37
"462","2008-10-30",6.91
"463","2008-10-31",7.54
"464","2008-11-03",7.13
"465","2008-11-04",7.89
"466","2008-11-05",7.22
"467","2008-11-06",6.73
"468","2008-11-07",6.3
"469","2008-11-10",5.73
"470","2008-11-11",4.72
"471","2008-11-12",4.52
"472","2008-11-13",4.92
"473","2008-11-14",4.57
"474","2008-11-17",4.25
"475","2008-11-18",4.2
"476","2008-11-19",3.6
"477","2008-11-20",3.53
"478","2008-11-21",3.56
"479","2008-11-24",3.87
"480","2008-11-25",4.87
"481","2008-11-26",5.07
"482","2008-11-28",5
"483","2008-12-01",3.62
"484","2008-12-02",4.35
"485","2008-12-03",4.54
"486","2008-12-04",4.17
"487","2008-12-05",4.04
"488","2008-12-08",3.8
"489","2008-12-09",3.66
"490","2008-12-10",4.16
"491","2008-12-11",4.28
"492","2008-12-12",4.76
"493","2008-12-15",4.46
"494","2008-12-16",4.75
"495","2008-12-17",4.8
"496","2008-12-18",5.36
"497","2008-12-19",5.34
"498","2008-12-22",5.11
"499","2008-12-23",5.24
"500","2008-12-24",5.25
"501","2008-12-26",5.54
"502","2008-12-29",5.75
"503","2008-12-30",5.64
"504","2008-12-31",5.49
"505","2009-01-02",5.93
"506","2009-01-05",6.36
"507","2009-01-06",6.39
"508","2009-01-07",6.15
"509","2009-01-08",5.95
"510","2009-01-09",5.86
"511","2009-01-12",5.4
"512","2009-01-13",5.34
"513","2009-01-14",5.12
"514","2009-01-15",5.22
"515","2009-01-16",5.5
"516","2009-01-20",4.88
"517","2009-01-21",5.24
"518","2009-01-22",4.96
"519","2009-01-23",4.86
"520","2009-01-26",4.96
"521","2009-01-27",5.02
"522","2009-01-28",5.17
"523","2009-01-29",4.77
"524","2009-01-30",4.59
"525","2009-02-02",4.49
"526","2009-02-03",4.87
"527","2009-02-04",4.76
"528","2009-02-05",5.07
"529","2009-02-06",5.29
"530","2009-02-09",5.48
"531","2009-02-10",5.12
"532","2009-02-11",5.12
"533","2009-02-12",5.26
"534","2009-02-13",5.16
"535","2009-02-17",4.78
"536","2009-02-18",4.58
"537","2009-02-19",4.52
"538","2009-02-20",4.2
"539","2009-02-23",4.04
"540","2009-02-24",4.52
"541","2009-02-25",4.23
"542","2009-02-26",4.23
"543","2009-02-27",4.33
"544","2009-03-02",4.14
"545","2009-03-03",4.32
"546","2009-03-04",4.43
"547","2009-03-05",3.08
"548","2009-03-06",3.09
"549","2009-03-09",2.94
"550","2009-03-10",3.12
"551","2009-03-11",3.01
"552","2009-03-12",3.2
"553","2009-03-13",3.37
"554","2009-03-16",3.49
"555","2009-03-17",3.66
"556","2009-03-18",3.48
"557","2009-03-19",3.56
"558","2009-03-20",3.72
"559","2009-03-23",4.23
"560","2009-03-24",3.9
"561","2009-03-25",4.09
"562","2009-03-26",4.16
"563","2009-03-27",4
"564","2009-03-30",3.79
"565","2009-03-31",3.71
"566","2009-04-01",4
"567","2009-04-02",4.32
"568","2009-04-03",4.54
"569","2009-04-06",4.43
"570","2009-04-07",4.14
"571","2009-04-08",4.33
"572","2009-04-09",4.52
"573","2009-04-13",4.52
"574","2009-04-14",4.5
"575","2009-04-15",4.77
"576","2009-04-16",5.43
"577","2009-04-17",6.36
"578","2009-04-20",5.81
"579","2009-04-21",6
"580","2009-04-22",5.94
"581","2009-04-23",5.88
"582","2009-04-24",6.08
"583","2009-04-27",6.1
"584","2009-04-28",6.02
"585","2009-04-29",6.03
"586","2009-04-30",5.72
"587","2009-05-01",6.11
"588","2009-05-04",6.62
"589","2009-05-05",6.44
"590","2009-05-06",6.46
"591","2009-05-07",6.72
"592","2009-05-08",7.3
"593","2009-05-11",6.93
"594","2009-05-12",6.6
"595","2009-05-13",6.38
"596","2009-05-14",6.6
"597","2009-05-15",7
"598","2009-05-18",6.81
"599","2009-05-19",7
"600","2009-05-20",7.28
"601","2009-05-21",7.14
"602","2009-05-22",7.11
"603","2009-05-26",7.41
"604","2009-05-27",7.57
"605","2009-05-28",7.3
"606","2009-05-29",7.57
"607","2009-06-01",7.52
"608","2009-06-02",7.68
"609","2009-06-03",7.34
"610","2009-06-04",7.69
"611","2009-06-05",7.93
"612","2009-06-08",7.66
"613","2009-06-09",7.83
"614","2009-06-10",8.02
"615","2009-06-11",8.16
"616","2009-06-12",8.24
"617","2009-06-15",7.97
"618","2009-06-16",7.71
"619","2009-06-17",7.09
"620","2009-06-18",7.17
"621","2009-06-19",7.22
"622","2009-06-22",6.6
"623","2009-06-23",6.65
"624","2009-06-24",6.63
"625","2009-06-25",6.79
"626","2009-06-26",6.8
"627","2009-06-29",6.66
"628","2009-06-30",6.6
"629","2009-07-01",6.87
"630","2009-07-02",6.48
"631","2009-07-06",6.52
"632","2009-07-07",6.43
"633","2009-07-08",6.38
"634","2009-07-09",6.52
"635","2009-07-10",6.33
"636","2009-07-13",6.57
"637","2009-07-14",6.57
"638","2009-07-15",6.87
"639","2009-07-16",6.81
"640","2009-07-17",6.73
"641","2009-07-20",6.68
"642","2009-07-21",6.71
"643","2009-07-22",6.68
"644","2009-07-23",6.98
"645","2009-07-24",7.12
"646","2009-07-27",6.99
"647","2009-07-28",7
"648","2009-07-29",6.91
"649","2009-07-30",7.07
"650","2009-07-31",7.06
"651","2009-08-03",7.26
"652","2009-08-04",7.1
"653","2009-08-05",7.02
"654","2009-08-06",7.03
"655","2009-08-07",7.06
"656","2009-08-10",7.21
"657","2009-08-11",7.13
"658","2009-08-12",7.13
"659","2009-08-13",7.36
"660","2009-08-14",6.97
"661","2009-08-17",6.73
"662","2009-08-18",7
"663","2009-08-19",7.2
"664","2009-08-20",7.14
"665","2009-08-21",7.29
"666","2009-08-24",7.34
"667","2009-08-25",7.16
"668","2009-08-26",7.09
"669","2009-08-27",7.27
"670","2009-08-28",7.22
"671","2009-08-31",7.01
"672","2009-09-01",6.95
"673","2009-09-02",6.96
"674","2009-09-03",7.04
"675","2009-09-04",7
"676","2009-09-08",7.29
"677","2009-09-09",7.56
"678","2009-09-10",8.01
"679","2009-09-11",8.13
"680","2009-09-14",7.87
"681","2009-09-15",7.91
"682","2009-09-16",7.93
"683","2009-09-17",7.79
"684","2009-09-18",7.85
"685","2009-09-21",7.89
"686","2009-09-22",7.95
"687","2009-09-23",7.8
"688","2009-09-24",7.51
"689","2009-09-25",7.38
"690","2009-09-28",7.56
"691","2009-09-29",7.37
"692","2009-09-30",7.35
"693","2009-10-01",6.96
"694","2009-10-02",6.95
"695","2009-10-05",7.06
"696","2009-10-06",7.05
"697","2009-10-07",7.01
"698","2009-10-08",7.06
"699","2009-10-09",7.26
"700","2009-10-12",7.2
"701","2009-10-13",7.15
"702","2009-10-14",7.06
"703","2009-10-15",7.1
"704","2009-10-16",6.99
"705","2009-10-19",7.17
"706","2009-10-20",7.01
"707","2009-10-21",7.16
"708","2009-10-22",7.1
"709","2009-10-23",6.95
"710","2009-10-26",7.16
"711","2009-10-27",7.2
"712","2009-10-28",7.04
"713","2009-10-29",7.13
"714","2009-10-30",6.95
"715","2009-11-02",6.98
"716","2009-11-03",7.01
"717","2009-11-04",6.86
"718","2009-11-05",7.07
"719","2009-11-06",6.96
"720","2009-11-09",6.92
"721","2009-11-10",6.9
"722","2009-11-11",7.02
"723","2009-11-12",6.8
"724","2009-11-13",7.52
"725","2009-11-16",8.02
"726","2009-11-17",7.99
"727","2009-11-18",7.83
"728","2009-11-19",7.63
"729","2009-11-20",7.63
"730","2009-11-23",7.74
"731","2009-11-24",7.75
"732","2009-11-25",7.57
"733","2009-11-27",7.38
"734","2009-11-30",7.12
"735","2009-12-01",7.15
"736","2009-12-02",7.24
"737","2009-12-03",7.04
"738","2009-12-04",7.41
"739","2009-12-07",7.58
"740","2009-12-08",7.37
"741","2009-12-09",7.24
"742","2009-12-10",7.15
"743","2009-12-11",7.2
"744","2009-12-14",7.27
"745","2009-12-15",7.24
"746","2009-12-16",7.24
"747","2009-12-17",7.29
"748","2009-12-18",7.42
"749","2009-12-21",7.49
"750","2009-12-22",7.66
"751","2009-12-23",8.19
"752","2009-12-24",8.28
"753","2009-12-28",8.27
"754","2009-12-29",8.36
"755","2009-12-30",8.39
"756","2009-12-31",8.38
"757","2010-01-04",8.76
"758","2010-01-05",8.81
"759","2010-01-06",8.83
"760","2010-01-07",8.85
"761","2010-01-08",8.72
"762","2010-01-11",8.56
"763","2010-01-12",8.53
"764","2010-01-13",8.69
"765","2010-01-14",8.81
"766","2010-01-15",8.55
"767","2010-01-19",8.64
"768","2010-01-20",8.35
"769","2010-01-21",8.11
"770","2010-01-22",7.9
"771","2010-01-25",7.94
"772","2010-01-26",7.87
"773","2010-01-27",7.96
"774","2010-01-28",7.72
"775","2010-01-29",7.79
"776","2010-02-01",8.18
"777","2010-02-02",8.04
"778","2010-02-03",8.08
"779","2010-02-04",7.56
"780","2010-02-05",7.67
"781","2010-02-08",7.54
"782","2010-02-09",7.52
"783","2010-02-10",7.48
"784","2010-02-11",7.59
"785","2010-02-12",7.72
"786","2010-02-16",7.92
"787","2010-02-17",7.93
"788","2010-02-18",8.1
"789","2010-02-19",8.28
"790","2010-02-22",8.2
"791","2010-02-23",8.26
"792","2010-02-24",8.31
"793","2010-02-25",8.15
"794","2010-02-26",8.06
"795","2010-03-01",8.34
"796","2010-03-02",8.3
"797","2010-03-03",8.19
"798","2010-03-04",7.6
"799","2010-03-05",8.27
"800","2010-03-08",8.21
"801","2010-03-09",8.4
"802","2010-03-10",8.47
"803","2010-03-11",8.52
"804","2010-03-12",8.41
"805","2010-03-15",8.64
"806","2010-03-16",8.85
"807","2010-03-17",9
"808","2010-03-18",8.7
"809","2010-03-19",8.56
"810","2010-03-22",8.79
"811","2010-03-23",8.92
"812","2010-03-24",8.81
"813","2010-03-25",9
"814","2010-03-26",9.01
"815","2010-03-29",9.13
"816","2010-03-30",9.05
"817","2010-03-31",8.96
"818","2010-04-01",9.04
"819","2010-04-05",9.07
"820","2010-04-06",9.02
"821","2010-04-07",9.02
"822","2010-04-08",9.08
"823","2010-04-09",9.01
"824","2010-04-12",9.02
"825","2010-04-13",9.2
"826","2010-04-14",9.5
"827","2010-04-15",9.56
"828","2010-04-16",9.58
"829","2010-04-19",9.47
"830","2010-04-20",9.62
"831","2010-04-21",9.63
"832","2010-04-22",9.54
"833","2010-04-23",9.51
"834","2010-04-26",9.45
"835","2010-04-27",9.3
"836","2010-04-28",9.35
"837","2010-04-29",9.61
"838","2010-04-30",9.49
"839","2010-05-03",9.69
"840","2010-05-04",9.24
"841","2010-05-05",9.31
"842","2010-05-06",8.87
"843","2010-05-07",8.44
"844","2010-05-10",9.02
"845","2010-05-11",9.04
"846","2010-05-12",9.57
"847","2010-05-13",9.37
"848","2010-05-14",9.06
"849","2010-05-17",9.01
"850","2010-05-18",8.57
"851","2010-05-19",8.26
"852","2010-05-20",8.06
"853","2010-05-21",8.11
"854","2010-05-24",7.74
"855","2010-05-25",7.6
"856","2010-05-26",7.83
"857","2010-05-27",8.1
"858","2010-05-28",8
"859","2010-06-01",7.65
"860","2010-06-02",7.99
"861","2010-06-03",8.25
"862","2010-06-04",7.74
"863","2010-06-07",7.6
"864","2010-06-08",7.38
"865","2010-06-09",7.3
"866","2010-06-10",7.76
"867","2010-06-11",7.82
"868","2010-06-14",7.9
"869","2010-06-15",8.11
"870","2010-06-16",7.99
"871","2010-06-17",7.89
"872","2010-06-18",7.98
"873","2010-06-21",7.74
"874","2010-06-22",7.58
"875","2010-06-23",7.73
"876","2010-06-24",7.43
"877","2010-06-25",7.76
"878","2010-06-28",7.69
"879","2010-06-29",7.52
"880","2010-06-30",7.51
"881","2010-07-01",7.41
"882","2010-07-02",7.25
"883","2010-07-06",7.02
"884","2010-07-07",7.36
"885","2010-07-08",7.59
"886","2010-07-09",7.63
"887","2010-07-12",7.45
"888","2010-07-13",7.77
"889","2010-07-14",7.76
"890","2010-07-15",7.8
"891","2010-07-16",7.4
"892","2010-07-19",7.51
"893","2010-07-20",7.68
"894","2010-07-21",7.51
"895","2010-07-22",7.81
"896","2010-07-23",7.89
"897","2010-07-26",8.22
"898","2010-07-27",8.29
"899","2010-07-28",8.13
"900","2010-07-29",8.13
"901","2010-07-30",8.16
"902","2010-08-02",8.25
"903","2010-08-03",8.16
"904","2010-08-04",8.29
"905","2010-08-05",8.03
"906","2010-08-06",8.14
"907","2010-08-09",8.23
"908","2010-08-10",8.21
"909","2010-08-11",7.92
"910","2010-08-12",7.82
"911","2010-08-13",7.44
"912","2010-08-16",7.64
"913","2010-08-17",7.83
"914","2010-08-18",7.76
"915","2010-08-19",7.7
"916","2010-08-20",7.68
"917","2010-08-23",7.68
"918","2010-08-24",7.53
"919","2010-08-25",7.53
"920","2010-08-26",7.41
"921","2010-08-27",7.8
"922","2010-08-30",7.59
"923","2010-08-31",7.52
"924","2010-09-01",7.83
"925","2010-09-02",7.86
"926","2010-09-03",7.98
"927","2010-09-07",7.71
"928","2010-09-08",7.78
"929","2010-09-09",7.83
"930","2010-09-10",7.97
"931","2010-09-13",8.22
"932","2010-09-14",8.15
"933","2010-09-15",8.11
"934","2010-09-16",8.12
"935","2010-09-17",8.36
"936","2010-09-20",8.59
"937","2010-09-21",8.35
"938","2010-09-22",8.4
"939","2010-09-23",8.18
"940","2010-09-24",8.59
"941","2010-09-27",8.47
"942","2010-09-28",8.52
"943","2010-09-29",8.56
"944","2010-09-30",8.52
"945","2010-10-01",8.52
"946","2010-10-04",8.31
"947","2010-10-05",8.6
"948","2010-10-06",8.79
"949","2010-10-07",8.76
"950","2010-10-08",9.32
"951","2010-10-11",10
"952","2010-10-12",9.75
"953","2010-10-13",9.98
"954","2010-10-14",9.87
"955","2010-10-15",10.01
"956","2010-10-18",10.02
"957","2010-10-19",9.85
"958","2010-10-20",9.95
"959","2010-10-21",9.83
"960","2010-10-22",9.83
"961","2010-10-25",9.94
"962","2010-10-26",10.02
"963","2010-10-27",9.92
"964","2010-10-28",9.97
"965","2010-10-29",10.01
"966","2010-11-01",10.06
"967","2010-11-02",10.19
"968","2010-11-03",10.22
"969","2010-11-04",10.39
"970","2010-11-05",10.48
"971","2010-11-08",10.3
"972","2010-11-09",11.53
"973","2010-11-10",12.03
"974","2010-11-11",12.53
"975","2010-11-12",12.1
"976","2010-11-15",12.02
"977","2010-11-16",12.01
"978","2010-11-17",11.71
"979","2010-11-18",11.9
"980","2010-11-19",11.9
"981","2010-11-22",11.74
"982","2010-11-23",11.51
"983","2010-11-24",11.91
"984","2010-11-26",11.98
"985","2010-11-29",11.9
"986","2010-11-30",11.58
"987","2010-12-01",12.14
"988","2010-12-02",12.51
"989","2010-12-03",12.54
"990","2010-12-06",12.65
"991","2010-12-07",12.81
"992","2010-12-08",12.79
"993","2010-12-09",12.91
"994","2010-12-10",13.15
"995","2010-12-13",13.16
"996","2010-12-14",13.19
"997","2010-12-15",12.91
"998","2010-12-16",13.15
"999","2010-12-17",13.06
"1000","2010-12-20",13.22
