"","date","NSA"
"1","2015-04-22",13
"2","2015-04-23",13
"3","2015-04-24",13.1
"4","2015-04-27",13.14
"5","2015-04-28",13.2
"6","2015-04-29",13.07
"7","2015-04-30",12.83
"8","2015-05-01",13.02
"9","2015-05-04",13
"10","2015-05-05",13.02
"11","2015-05-06",12.93
"12","2015-05-07",12.89
"13","2015-05-08",12.99
"14","2015-05-11",13.07
"15","2015-05-12",13.08
"16","2015-05-13",13.09
"17","2015-05-14",13.12
"18","2015-05-15",13.24
"19","2015-05-18",13.47
"20","2015-05-19",13.66
"21","2015-05-20",13.62
"22","2015-05-21",13.66
"23","2015-05-22",13.55
"24","2015-05-26",13.35
"25","2015-05-27",13.6
"26","2015-05-28",13.48
"27","2015-05-29",13.49
"28","2015-06-01",13.47
"29","2015-06-02",13.32
"30","2015-06-03",13.34
"31","2015-06-04",13.09
"32","2015-06-05",13.08
"33","2015-06-08",13.15
"34","2015-06-09",13.25
"35","2015-06-10",12.99
"36","2015-06-11",13.07
"37","2015-06-12",13
"38","2015-06-15",12.98
"39","2015-06-16",12.85
"40","2015-06-17",12.66
"41","2015-06-18",12.79
"42","2015-06-19",12.98
"43","2015-06-22",12.59
"44","2015-06-23",12.89
"45","2015-06-24",12.66
"46","2015-06-25",12.66
"47","2015-06-26",12.65
"48","2015-06-29",12.69
"49","2015-06-30",12.4
"50","2015-07-01",12.74
"51","2015-07-02",12.55
"52","2015-07-06",12.61
"53","2015-07-07",12.73
"54","2015-07-08",12.75
"55","2015-07-09",12.31
"56","2015-07-10",12.7
"57","2015-07-13",12.43
"58","2015-07-14",12.57
"59","2015-07-15",12.37
"60","2015-07-16",12.56
"61","2015-07-17",12.34
"62","2015-07-20",12.53
"63","2015-07-21",12.2
"64","2015-07-22",12.24
"65","2015-07-23",12.21
"66","2015-07-24",11.91
"67","2015-07-27",11.88
"68","2015-07-28",11.95
"69","2015-07-29",11.61
"70","2015-07-30",12.03
"71","2015-07-31",11.83
"72","2015-08-03",12.37
"73","2015-08-04",12.4
"74","2015-08-05",12.35
"75","2015-08-06",11.76
"76","2015-08-07",12.21
"77","2015-08-10",11.84
"78","2015-08-11",12.42
"79","2015-08-12",12.3
"80","2015-08-13",12.54
"81","2015-08-14",12.77
"82","2015-08-17",12.95
"83","2015-08-18",13.06
"84","2015-08-19",12.98
"85","2015-08-20",12.88
"86","2015-08-21",12.64
"87","2015-08-24",12.34
"88","2015-08-25",12.33
"89","2015-08-26",12.68
"90","2015-08-27",12.84
"91","2015-08-28",12.96
"92","2015-08-31",12.94
"93","2015-09-01",12.67
"94","2015-09-02",12.85
"95","2015-09-03",13.02
"96","2015-09-04",12.8
"97","2015-09-08",13.06
"98","2015-09-09",12.99
"99","2015-09-10",13.05
"100","2015-09-11",13.25
"101","2015-09-14",13.13
"102","2015-09-15",13.43
"103","2015-09-16",13.84
"104","2015-09-17",14.54
"105","2015-09-18",14.76
"106","2015-09-21",14.5
"107","2015-09-22",14.41
"108","2015-09-23",14.46
"109","2015-09-24",14.23
"110","2015-09-25",13.9
"111","2015-09-28",13.39
"112","2015-09-29",13.35
"113","2015-09-30",13.55
"114","2015-10-01",13.58
"115","2015-10-02",13.91
"116","2015-10-05",14.57
"117","2015-10-06",14.29
"118","2015-10-07",14.9
"119","2015-10-08",14.97
"120","2015-10-09",15.08
"121","2015-10-12",15.31
"122","2015-10-13",15.02
"123","2015-10-14",15
"124","2015-10-15",15
"125","2015-10-16",14.99
"126","2015-10-19",14.94
"127","2015-10-20",14.94
"128","2015-10-21",14.88
"129","2015-10-22",14.92
"130","2015-10-23",14.9
"131","2015-10-26",14.94
"132","2015-10-27",14.95
"133","2015-10-28",15.45
"134","2015-10-29",15.22
"135","2015-10-30",15.04
"136","2015-11-02",15.69
"137","2015-11-03",15.68
"138","2015-11-04",15.76
"139","2015-11-05",15.79
"140","2015-11-06",14.97
"141","2015-11-09",14.58
"142","2015-11-10",14.73
"143","2015-11-11",14.79
"144","2015-11-12",14.6
"145","2015-11-13",14.99
"146","2015-11-16",14.83
"147","2015-11-17",14.8
"148","2015-11-18",14.94
"149","2015-11-19",15.15
"150","2015-11-20",15.49
"151","2015-11-23",15.49
"152","2015-11-24",15.57
"153","2015-11-25",15.88
"154","2015-11-27",16.27
"155","2015-11-30",16.559999
"156","2015-12-01",16.700001
"157","2015-12-02",16.879999
"158","2015-12-03",16.629999
"159","2015-12-04",16.4
"160","2015-12-07",16.360001
"161","2015-12-08",16.540001
"162","2015-12-09",16.66
"163","2015-12-10",16.42
"164","2015-12-11",16.07
"165","2015-12-14",16.18
"166","2015-12-15",16.559999
"167","2015-12-16",16.67
"168","2015-12-17",16.67
"169","2015-12-18",16.459999
"170","2015-12-21",16.969999
"171","2015-12-22",16.83
"172","2015-12-23",16.889999
"173","2015-12-24",16.76
"174","2015-12-28",16.66
"175","2015-12-29",16.75
"176","2015-12-30",17.139999
"177","2015-12-31",17.129999
"178","2016-01-04",16.780001
"179","2016-01-05",17.1
"180","2016-01-06",17.530001
"181","2016-01-07",17.35
"182","2016-01-08",16.860001
"183","2016-01-11",17.049999
"184","2016-01-12",17.23
"185","2016-01-13",17.030001
"186","2016-01-14",16.91
"187","2016-01-15",16.620001
"188","2016-01-19",16.709999
"189","2016-01-20",16.469999
"190","2016-01-21",16.32
"191","2016-01-22",16.74
"192","2016-01-25",16.77
"193","2016-01-26",17.200001
"194","2016-01-27",17.030001
"195","2016-01-28",16.690001
"196","2016-01-29",17.389999
"197","2016-02-01",17.43
"198","2016-02-02",17.27
"199","2016-02-03",17.23
"200","2016-02-04",16.870001
"201","2016-02-05",16.58
"202","2016-02-08",16.33
"203","2016-02-09",16.120001
"204","2016-02-10",16.280001
"205","2016-02-11",16.18
"206","2016-02-12",16.68
"207","2016-02-16",16.629999
"208","2016-02-17",17.27
"209","2016-02-18",16.85
"210","2016-02-19",16.99
"211","2016-02-22",17.24
"212","2016-02-23",17.18
"213","2016-02-24",17.32
"214","2016-02-25",18.049999
"215","2016-02-26",18.17
"216","2016-02-29",18.09
"217","2016-03-01",18
"218","2016-03-02",18.41
"219","2016-03-03",18.959999
"220","2016-03-04",19.41
"221","2016-03-07",19.4
"222","2016-03-08",18.639999
"223","2016-03-09",19.17
"224","2016-03-10",19.16
"225","2016-03-11",19.860001
"226","2016-03-14",19.559999
"227","2016-03-15",19.08
"228","2016-03-16",19.26
"229","2016-03-17",20.370001
"230","2016-03-18",20.02
"231","2016-03-21",19.65
"232","2016-03-22",19.48
"233","2016-03-23",19.379999
"234","2016-03-24",19.559999
"235","2016-03-28",19.91
"236","2016-03-29",20.690001
"237","2016-03-30",21.52
"238","2016-03-31",21.200001
"239","2016-04-01",21.02
"240","2016-04-04",21.07
"241","2016-04-05",20.08
"242","2016-04-06",20.120001
"243","2016-04-07",19.85
"244","2016-04-08",20.370001
"245","2016-04-11",20.440001
"246","2016-04-12",20.41
"247","2016-04-13",20.52
"248","2016-04-14",20.35
"249","2016-04-15",20.440001
"250","2016-04-18",20.59
"251","2016-04-19",20.91
"252","2016-04-20",20.23
"253","2016-04-21",20.24
"254","2016-04-22",20.190001
"255","2016-04-25",20.34
"256","2016-04-26",20.370001
"257","2016-04-27",20.15
"258","2016-04-28",19.809999
"259","2016-04-29",19.52
"260","2016-05-02",20.209999
"261","2016-05-03",20.120001
"262","2016-05-04",20.83
"263","2016-05-05",21
"264","2016-05-06",21.23
"265","2016-05-09",21.23
"266","2016-05-10",20.870001
"267","2016-05-11",20.85
"268","2016-05-12",21.09
"269","2016-05-13",21.74
"270","2016-05-16",22.5
"271","2016-05-17",21.540001
"272","2016-05-18",21.870001
"273","2016-05-19",20.719999
"274","2016-05-20",20.48
"275","2016-05-23",20.57
"276","2016-05-24",20.66
"277","2016-05-25",20.59
"278","2016-05-26",20.74
"279","2016-05-27",21.24
"280","2016-05-31",20.85
"281","2016-06-01",20.780001
"282","2016-06-02",21.030001
"283","2016-06-03",21.280001
"284","2016-06-06",20.950001
"285","2016-06-07",21.200001
"286","2016-06-08",21.24
"287","2016-06-09",21.190001
"288","2016-06-10",20.540001
"289","2016-06-13",20.73
"290","2016-06-14",20.66
"291","2016-06-15",20.67
"292","2016-06-16",20.82
