"","date","DISCA"
"1","2007-01-03",8.426163
"2","2007-01-04",8.390393
"3","2007-01-05",8.334185
"4","2007-01-08",8.492591
"5","2007-01-09",8.436382
"6","2007-01-10",8.497701
"7","2007-01-11",8.569239
"8","2007-01-12",8.635667
"9","2007-01-16",8.8605
"10","2007-01-17",8.748084
"11","2007-01-18",8.783853
"12","2007-01-19",8.773633
"13","2007-01-22",8.691875
"14","2007-01-23",8.676546
"15","2007-01-24",8.732754
"16","2007-01-25",8.492591
"17","2007-01-26",8.395503
"18","2007-01-29",8.5488
"19","2007-01-30",8.436382
"20","2007-01-31",8.467041
"21","2007-02-01",8.538579
"22","2007-02-02",8.472151
"23","2007-02-05",8.395503
"24","2007-02-06",8.288197
"25","2007-02-07",8.242208
"26","2007-02-08",8.257537
"27","2007-02-09",8.201328
"28","2007-02-12",8.257537
"29","2007-02-13",8.344405
"30","2007-02-14",8.441492
"31","2007-02-15",8.487481
"32","2007-02-16",8.375064
"33","2007-02-20",8.472151
"34","2007-02-21",8.400613
"35","2007-02-22",8.313745
"36","2007-02-23",8.277976
"37","2007-02-26",8.308636
"38","2007-02-27",8.119571
"39","2007-02-28",8.206438
"40","2007-03-01",8.267756
"41","2007-03-02",8.16556
"42","2007-03-05",8.15534
"43","2007-03-06",8.579458
"44","2007-03-07",8.691875
"45","2007-03-08",8.763413
"46","2007-03-09",8.809402
"47","2007-03-12",8.794072
"48","2007-03-13",8.671436
"49","2007-03-14",8.661216
"50","2007-03-15",8.686766
"51","2007-03-16",8.742974
"52","2007-03-19",8.834951
"53","2007-03-20",8.727644
"54","2007-03-21",9.146653
"55","2007-03-22",9.044456
"56","2007-03-23",9.376596
"57","2007-03-26",9.330608
"58","2007-03-27",9.351048
"59","2007-03-28",9.356157
"60","2007-03-29",9.928462
"61","2007-03-30",9.775167
"62","2007-04-02",9.887583
"63","2007-04-03",10.091977
"64","2007-04-04",10.260603
"65","2007-04-05",10.214614
"66","2007-04-09",10.306592
"67","2007-04-10",10.505877
"68","2007-04-11",10.516096
"69","2007-04-12",10.602963
"70","2007-04-13",10.674501
"71","2007-04-16",10.797138
"72","2007-04-17",10.628513
"73","2007-04-18",10.781809
"74","2007-04-19",10.654062
"75","2007-04-20",10.817578
"76","2007-04-23",10.694942
"77","2007-04-24",10.909555
"78","2007-04-25",11.241696
"79","2007-04-26",11.021973
"80","2007-04-27",11.10884
"81","2007-04-30",11.11395
"82","2007-05-01",11.016863
"83","2007-05-02",10.970874
"84","2007-05-03",11.262136
"85","2007-05-04",11.226367
"86","2007-05-07",11.660706
"87","2007-05-08",11.737353
"88","2007-05-09",11.446091
"89","2007-05-10",11.231477
"90","2007-05-11",11.466531
"91","2007-05-14",11.650485
"92","2007-05-15",11.517629
"93","2007-05-16",11.701584
"94","2007-05-17",11.573837
"95","2007-05-18",11.727134
"96","2007-05-21",12.095043
"97","2007-05-22",12.023505
"98","2007-05-23",11.85488
"99","2007-05-24",11.670925
"100","2007-05-25",11.701584
"101","2007-05-29",11.946857
"102","2007-05-30",11.84466
"103","2007-05-31",11.946857
"104","2007-06-01",12.038835
"105","2007-06-04",12.171691
"106","2007-06-05",12.115483
"107","2007-06-06",11.982627
"108","2007-06-07",11.803782
"109","2007-06-08",12.008176
"110","2007-06-11",12.028615
"111","2007-06-12",12.238119
"112","2007-06-13",12.299438
"113","2007-06-14",12.391416
"114","2007-06-15",12.386306
"115","2007-06-18",12.171691
"116","2007-06-19",12.192131
"117","2007-06-20",12.074604
"118","2007-06-21",11.951967
"119","2007-06-22",11.951967
"120","2007-06-25",11.681145
"121","2007-06-26",11.701584
"122","2007-06-27",11.665815
"123","2007-06-28",11.711803
"124","2007-06-29",11.747573
"125","2007-07-02",11.778232
"126","2007-07-03",11.701584
"127","2007-07-05",11.655595
"128","2007-07-06",11.885539
"129","2007-07-09",11.977516
"130","2007-07-10",12.059275
"131","2007-07-11",12.023505
"132","2007-07-12",12.166581
"133","2007-07-13",12.238119
"134","2007-07-16",13.009708
"135","2007-07-17",13.152785
"136","2007-07-18",13.163005
"137","2007-07-19",13.254982
"138","2007-07-20",12.876852
"139","2007-07-23",12.989269
"140","2007-07-24",12.687787
"141","2007-07-25",12.493612
"142","2007-07-26",12.197241
"143","2007-07-27",12.309658
"144","2007-07-30",12.120593
"145","2007-07-31",12.120593
"146","2007-08-01",11.824221
"147","2007-08-02",12.146142
"148","2007-08-03",12.038835
"149","2007-08-06",12.21257
"150","2007-08-07",12.457844
"151","2007-08-08",13.35718
"152","2007-08-09",13.009708
"153","2007-08-10",12.554931
"154","2007-08-13",12.457844
"155","2007-08-14",12.381196
"156","2007-08-15",12.130813
"157","2007-08-16",11.47675
"158","2007-08-17",11.83955
"159","2007-08-20",12.079714
"160","2007-08-21",12.110373
"161","2007-08-22",12.365866
"162","2007-08-23",11.895759
"163","2007-08-24",11.670925
"164","2007-08-27",12.544711
"165","2007-08-28",12.21768
"166","2007-08-29",12.657128
"167","2007-08-30",12.641799
"168","2007-08-31",12.835974
"169","2007-09-04",12.994379
"170","2007-09-05",12.902402
"171","2007-09-06",12.917731
"172","2007-09-07",12.984159
"173","2007-09-10",13.224323
"174","2007-09-11",13.382729
"175","2007-09-12",13.556464
"176","2007-09-13",13.622892
"177","2007-09-14",13.444047
"178","2007-09-17",13.188554
"179","2007-09-18",13.183444
"180","2007-09-19",13.617783
"181","2007-09-20",13.32141
"182","2007-09-21",14.118548
"183","2007-09-24",13.939704
"184","2007-09-25",13.995913
"185","2007-09-26",14.312723
"186","2007-09-27",14.823709
"187","2007-09-28",14.741952
"188","2007-10-01",14.798161
"189","2007-10-02",14.767501
"190","2007-10-03",14.695963
"191","2007-10-04",14.890138
"192","2007-10-05",14.941236
"193","2007-10-08",14.787941
"194","2007-10-09",14.80838
"195","2007-10-10",14.8186
"196","2007-10-11",14.532448
"197","2007-10-12",14.701073
"198","2007-10-15",14.297394
"199","2007-10-16",14.287174
"200","2007-10-17",14.471129
"201","2007-10-18",14.307613
"202","2007-10-19",13.995913
"203","2007-10-22",14.333163
"204","2007-10-23",14.43025
"205","2007-10-24",14.414921
"206","2007-10-25",14.614205
"207","2007-10-26",14.557997
"208","2007-10-29",14.45069
"209","2007-10-30",14.322944
"210","2007-10-31",14.568216
"211","2007-11-01",14.195197
"212","2007-11-02",14.333163
"213","2007-11-05",13.868166
"214","2007-11-06",14.036791
"215","2007-11-07",13.776188
"216","2007-11-08",13.285642
"217","2007-11-09",12.96372
"218","2007-11-12",11.997956
"219","2007-11-13",12.187021
"220","2007-11-14",11.875319
"221","2007-11-15",11.916199
"222","2007-11-16",11.880429
"223","2007-11-19",11.665815
"224","2007-11-20",12.120593
"225","2007-11-21",11.936638
"226","2007-11-23",11.87021
"227","2007-11-26",11.553398
"228","2007-11-27",11.691364
"229","2007-11-28",12.197241
"230","2007-11-29",12.345427
"231","2007-11-30",12.498722
"232","2007-12-03",13.34696
"233","2007-12-04",13.387838
"234","2007-12-05",13.239653
"235","2007-12-06",14.05212
"236","2007-12-07",13.919264
"237","2007-12-10",13.776188
"238","2007-12-11",13.653551
"239","2007-12-12",14.011242
"240","2007-12-13",13.638222
"241","2007-12-14",13.597342
"242","2007-12-17",12.907512
"243","2007-12-18",13.071027
"244","2007-12-19",12.866632
"245","2007-12-20",13.019929
"246","2007-12-21",13.178334
"247","2007-12-24",13.122126
"248","2007-12-26",13.137455
"249","2007-12-27",12.825754
"250","2007-12-28",12.805314
"251","2007-12-31",12.846193
"252","2008-01-02",12.667348
"253","2008-01-03",12.871742
"254","2008-01-04",12.488503
"255","2008-01-07",12.498722
"256","2008-01-08",12.360756
"257","2008-01-09",12.284108
"258","2008-01-10",12.263669
"259","2008-01-11",12.273889
"260","2008-01-14",12.621359
"261","2008-01-15",12.411855
"262","2008-01-16",12.779765
"263","2008-01-17",12.529382
"264","2008-01-18",11.936638
"265","2008-01-22",11.711803
"266","2008-01-23",11.900868
"267","2008-01-24",12.253449
"268","2008-01-25",12.161471
"269","2008-01-28",12.447624
"270","2008-01-29",12.24323
"271","2008-01-30",11.946857
"272","2008-01-31",11.8651
"273","2008-02-01",11.936638
"274","2008-02-04",11.936638
"275","2008-02-05",11.287685
"276","2008-02-06",11.369443
"277","2008-02-07",11.512519
"278","2008-02-08",11.282576
"279","2008-02-11",11.10373
"280","2008-02-12",11.149719
"281","2008-02-13",11.650485
"282","2008-02-14",11.543179
"283","2008-02-15",11.624936
"284","2008-02-19",11.645375
"285","2008-02-20",11.558508
"286","2008-02-21",11.175268
"287","2008-02-22",11.732244
"288","2008-02-25",11.926418
"289","2008-02-26",11.895759
"290","2008-02-27",12.033725
"291","2008-02-28",11.900868
"292","2008-02-29",11.532959
"293","2008-03-03",11.752683
"294","2008-03-04",11.328564
"295","2008-03-05",11.323454
"296","2008-03-06",10.924885
"297","2008-03-07",10.628513
"298","2008-03-10",10.214614
"299","2008-03-11",10.75626
"300","2008-03-12",10.75115
"301","2008-03-13",10.827798
"302","2008-03-14",10.556975
"303","2008-03-17",10.332141
"304","2008-03-18",10.546755
"305","2008-03-19",10.470107
"306","2008-03-20",10.562085
"307","2008-03-24",10.935104
"308","2008-03-25",11.165049
"309","2008-03-26",10.894226
"310","2008-03-27",10.705161
"311","2008-03-28",10.286152
"312","2008-03-31",10.843127
"313","2008-04-01",11.11906
"314","2008-04-02",11.006643
"315","2008-04-03",10.940214
"316","2008-04-04",11.09862
"317","2008-04-07",11.394992
"318","2008-04-08",11.241696
"319","2008-04-09",11.241696
"320","2008-04-10",11.343894
"321","2008-04-11",11.078181
"322","2008-04-14",11.016863
"323","2008-04-15",11.001533
"324","2008-04-16",11.088401
"325","2008-04-17",11.190598
"326","2008-04-18",11.635156
"327","2008-04-21",11.553398
"328","2008-04-22",11.359223
"329","2008-04-23",11.394992
"330","2008-04-24",11.624936
"331","2008-04-25",11.354114
"332","2008-04-28",11.364333
"333","2008-04-29",11.732244
"334","2008-04-30",11.83444
"335","2008-05-01",12.447624
"336","2008-05-02",12.442514
"337","2008-05-05",11.992846
"338","2008-05-06",12.202351
