"","date","OLB"
"1042","2016-10-12",18
"1043","2016-10-13",16.655001
"1044","2016-10-14",17.5
"1045","2016-10-17",18.01
"1046","2016-10-18",18.200001
"1047","2016-10-19",18.35
"1048","2016-10-20",18.35
"1049","2016-10-21",18.5
"1050","2016-10-24",17.665001
"1051","2016-10-25",18
"1052","2016-10-26",18.1
"1053","2016-10-27",18.1
"1054","2016-10-28",18.1
"1055","2016-10-31",17.799999
"1056","2016-11-01",17.4
"1057","2016-11-02",17.6
"1058","2016-11-03",17.6
"1059","2016-11-04",18
"1060","2016-11-07",17.610001
"1061","2016-11-08",16.5
"1062","2016-11-09",17
"1063","2016-11-10",17
"1064","2016-11-11",17
"1065","2016-11-14",17.200001
"1066","2016-11-15",19.15
"1067","2016-11-16",19.15
"1068","2016-11-17",19.15
"1069","2016-11-18",19.15
"1070","2016-11-21",19.200001
"1071","2016-11-22",18.549999
"1072","2016-11-23",18.549999
"1073","2016-11-25",19
"1074","2016-11-28",18.799999
"1075","2016-11-29",19.200001
"1076","2016-11-30",19
"1077","2016-12-01",19
"1078","2016-12-02",19
"1079","2016-12-05",19
"1080","2016-12-06",19
"1081","2016-12-07",19
"1082","2016-12-08",19.200001
"1083","2016-12-09",19.049999
"1084","2016-12-12",19.049999
"1085","2016-12-13",19.049999
"1086","2016-12-14",18.5
"1087","2016-12-15",18.5
"1088","2016-12-16",18.5
"1089","2016-12-19",19.25
"1090","2016-12-20",18.5
"1091","2016-12-21",18.5
"1092","2016-12-22",18.5
"1093","2016-12-23",19.65
"1094","2016-12-27",19.049999
"1095","2016-12-28",19.049999
"1096","2016-12-29",18.559999
"1097","2016-12-30",18.799999
"1098","2017-01-03",18.6
"1099","2017-01-04",18.5
"1100","2017-01-05",20.98
"1101","2017-01-06",18.5
"1102","2017-01-09",19.110001
"1103","2017-01-10",19.35
"1104","2017-01-11",19.35
"1105","2017-01-12",NA
"1106","2017-01-13",NA
"1107","2017-01-17",NA
"1108","2017-01-18",NA
"1109","2017-01-19",NA
"1110","2017-01-20",NA
"1111","2017-01-23",19.4
"1112","2017-01-24",19.25
"1113","2017-01-25",18.700001
"1114","2017-01-26",19.25
"1115","2017-01-27",19.25
"1116","2017-01-30",20.5
"1117","2017-01-31",19.25
"1118","2017-02-01",19.75
"1119","2017-02-02",20.5
"1120","2017-02-03",19.9
"1121","2017-02-06",19.25
"1122","2017-02-07",19.25
"1123","2017-02-08",20.1
"1124","2017-02-09",19.85
"1125","2017-02-10",20
"1126","2017-02-13",NA
"1127","2017-02-14",NA
"1128","2017-02-15",NA
"1129","2017-02-16",NA
"1130","2017-02-17",NA
"1131","2017-02-21",NA
"1132","2017-02-22",NA
"1133","2017-02-23",NA
"1134","2017-02-24",NA
"1135","2017-02-27",NA
"1136","2017-02-28",NA
"1137","2017-03-01",NA
"1138","2017-03-02",NA
"1139","2017-03-03",NA
"1140","2017-03-06",NA
"1141","2017-03-07",NA
"1142","2017-03-08",NA
"1143","2017-03-09",NA
"1144","2017-03-10",20.6
"1145","2017-03-13",21.5
"1146","2017-03-14",20.52
"1147","2017-03-15",20.52
"1148","2017-03-16",20.52
"1149","2017-03-17",20.9
"1150","2017-03-20",21.4
"1151","2017-03-21",NA
"1152","2017-03-22",NA
"1153","2017-03-23",NA
"1154","2017-03-24",NA
"1155","2017-03-27",NA
"1156","2017-03-28",NA
"1157","2017-03-29",NA
"1158","2017-03-30",NA
"1159","2017-03-31",NA
"1160","2017-04-03",NA
"1161","2017-04-04",NA
"1162","2017-04-05",NA
"1163","2017-04-06",NA
"1164","2017-04-07",NA
"1165","2017-04-10",NA
"1166","2017-04-11",NA
"1167","2017-04-12",NA
"1168","2017-04-13",NA
"1169","2017-04-17",NA
"1170","2017-04-18",NA
"1171","2017-04-19",NA
"1172","2017-04-20",NA
"1173","2017-04-21",NA
"1174","2017-04-24",NA
"1175","2017-04-25",NA
"1176","2017-04-26",NA
"1177","2017-04-27",NA
"1178","2017-04-28",NA
"1179","2017-05-01",NA
"1180","2017-05-02",NA
"1181","2017-05-03",NA
"1182","2017-05-04",NA
"1183","2017-05-05",NA
"1184","2017-05-08",NA
"1185","2017-05-09",NA
"1186","2017-05-10",NA
"1187","2017-05-11",NA
"1188","2017-05-12",NA
"1189","2017-05-15",NA
"1190","2017-05-16",NA
"1191","2017-05-17",NA
"1192","2017-05-18",NA
"1193","2017-05-19",NA
"1194","2017-05-22",NA
"1195","2017-05-23",NA
"1196","2017-05-24",NA
"1197","2017-05-25",NA
"1198","2017-05-26",NA
"1199","2017-05-30",NA
"1200","2017-05-31",NA
"1201","2017-06-01",NA
"1202","2017-06-02",NA
"1203","2017-06-05",NA
"1204","2017-06-06",NA
"1205","2017-06-07",NA
"1206","2017-06-08",NA
"1207","2017-06-09",NA
"1208","2017-06-12",NA
"1209","2017-06-13",NA
"1210","2017-06-14",NA
"1211","2017-06-15",NA
"1212","2017-06-16",NA
"1213","2017-06-19",NA
"1214","2017-06-20",NA
"1215","2017-06-21",NA
"1216","2017-06-22",NA
"1217","2017-06-23",NA
"1218","2017-06-26",NA
"1219","2017-06-27",NA
"1220","2017-06-28",NA
"1221","2017-06-29",NA
"1222","2017-06-30",NA
"1223","2017-07-03",NA
"1224","2017-07-05",NA
"1225","2017-07-06",NA
"1226","2017-07-07",NA
"1227","2017-07-10",NA
"1228","2017-07-11",NA
"1229","2017-07-12",NA
"1230","2017-07-13",NA
"1231","2017-07-14",NA
"1232","2017-07-17",NA
"1233","2017-07-18",NA
"1234","2017-07-19",NA
"1235","2017-07-20",NA
"1236","2017-07-21",NA
"1237","2017-07-24",NA
"1238","2017-07-25",NA
"1239","2017-07-26",NA
"1240","2017-07-27",NA
"1241","2017-07-28",NA
"1242","2017-07-31",NA
"1243","2017-08-01",NA
"1244","2017-08-02",NA
"1245","2017-08-03",NA
"1246","2017-08-04",NA
"1247","2017-08-07",NA
"1248","2017-08-08",NA
"1249","2017-08-09",NA
"1250","2017-08-10",NA
"1251","2017-08-11",NA
"1252","2017-08-14",NA
"1253","2017-08-15",NA
"1254","2017-08-16",NA
"1255","2017-08-17",NA
"1256","2017-08-18",NA
"1257","2017-08-21",NA
"1258","2017-08-22",NA
"1259","2017-08-23",NA
"1260","2017-08-24",NA
"1261","2017-08-25",NA
"1262","2017-08-28",NA
"1263","2017-08-29",NA
"1264","2017-08-30",NA
"1265","2017-08-31",NA
"1266","2017-09-01",NA
"1267","2017-09-05",NA
"1268","2017-09-06",NA
"1269","2017-09-07",NA
"1270","2017-09-08",NA
"1271","2017-09-11",NA
"1272","2017-09-12",NA
"1273","2017-09-13",NA
"1274","2017-09-14",NA
"1275","2017-09-15",NA
"1276","2017-09-18",NA
"1277","2017-09-19",NA
"1278","2017-09-20",NA
"1279","2017-09-21",NA
"1280","2017-09-22",NA
"1281","2017-09-25",NA
"1282","2017-09-26",NA
"1283","2017-09-27",NA
"1284","2017-09-28",NA
"1285","2017-09-29",NA
"1286","2017-10-02",NA
"1287","2017-10-03",NA
"1288","2017-10-04",NA
"1289","2017-10-05",NA
"1290","2017-10-06",NA
"1291","2017-10-09",NA
"1292","2017-10-10",NA
"1293","2017-10-11",NA
"1294","2017-10-12",NA
"1295","2017-10-13",NA
"1296","2017-10-16",NA
"1297","2017-10-17",NA
"1298","2017-10-18",NA
"1299","2017-10-19",NA
"1300","2017-10-20",NA
"1301","2017-10-23",NA
"1302","2017-10-24",NA
"1303","2017-10-25",NA
"1304","2017-10-26",NA
"1305","2017-10-27",NA
"1306","2017-10-30",NA
"1307","2017-10-31",NA
"1308","2017-11-01",NA
"1309","2017-11-02",NA
"1310","2017-11-03",NA
"1311","2017-11-06",NA
"1312","2017-11-07",NA
"1313","2017-11-08",NA
"1314","2017-11-09",NA
"1315","2017-11-10",NA
"1316","2017-11-13",NA
"1317","2017-11-14",NA
"1318","2017-11-15",NA
"1319","2017-11-16",NA
"1320","2017-11-17",NA
"1321","2017-11-20",NA
"1322","2017-11-21",NA
"1323","2017-11-22",NA
"1324","2017-11-24",NA
"1325","2017-11-27",NA
"1326","2017-11-28",NA
"1327","2017-11-29",NA
"1328","2017-11-30",NA
"1329","2017-12-01",NA
"1330","2017-12-04",NA
"1331","2017-12-05",NA
"1332","2017-12-06",NA
"1333","2017-12-07",NA
"1334","2017-12-08",NA
"1335","2017-12-11",NA
"1336","2017-12-12",NA
"1337","2017-12-13",NA
"1338","2017-12-14",NA
"1339","2017-12-15",NA
"1340","2017-12-18",NA
"1341","2017-12-19",NA
"1342","2017-12-20",NA
"1343","2017-12-21",NA
"1344","2017-12-22",NA
"1345","2017-12-26",NA
"1346","2017-12-27",NA
"1347","2017-12-28",NA
"1348","2017-12-29",NA
"1349","2018-01-02",NA
"1350","2018-01-03",NA
"1351","2018-01-04",NA
"1352","2018-01-05",NA
"1353","2018-01-08",NA
"1354","2018-01-09",NA
"1355","2018-01-10",NA
"1356","2018-01-11",NA
"1357","2018-01-12",NA
"1358","2018-01-16",NA
"1359","2018-01-17",NA
"1360","2018-01-18",NA
"1361","2018-01-19",NA
"1362","2018-01-22",NA
"1363","2018-01-23",NA
"1364","2018-01-24",NA
"1365","2018-01-25",NA
"1366","2018-01-26",NA
"1367","2018-01-29",NA
"1368","2018-01-30",NA
"1369","2018-01-31",NA
"1370","2018-02-01",NA
"1371","2018-02-02",NA
"1372","2018-02-05",NA
"1373","2018-02-06",NA
"1374","2018-02-07",NA
"1375","2018-02-08",NA
"1376","2018-02-09",NA
"1377","2018-02-12",NA
"1378","2018-02-13",NA
"1379","2018-02-14",NA
"1380","2018-02-15",NA
"1381","2018-02-16",NA
"1382","2018-02-20",NA
"1383","2018-02-21",NA
"1384","2018-02-22",NA
"1385","2018-02-23",NA
"1386","2018-02-26",NA
"1387","2018-02-27",NA
"1388","2018-02-28",NA
"1389","2018-03-01",NA
"1390","2018-03-02",NA
"1391","2018-03-05",NA
"1392","2018-03-06",NA
"1393","2018-03-07",NA
"1394","2018-03-08",NA
"1395","2018-03-09",NA
"1396","2018-03-12",NA
"1397","2018-03-13",NA
"1398","2018-03-14",NA
"1399","2018-03-15",NA
"1400","2018-03-16",NA
"1401","2018-03-19",NA
"1402","2018-03-20",NA
"1403","2018-03-21",NA
"1404","2018-03-22",NA
"1405","2018-03-23",NA
"1406","2018-03-26",NA
"1407","2018-03-27",NA
"1408","2018-03-28",NA
"1409","2018-03-29",NA
"1410","2018-04-02",NA
"1411","2018-04-03",NA
"1412","2018-04-04",NA
"1413","2018-04-05",NA
"1414","2018-04-06",NA
"1415","2018-04-09",NA
"1416","2018-04-10",NA
"1417","2018-04-11",NA
"1418","2018-04-12",NA
"1419","2018-04-13",NA
"1420","2018-04-16",NA
"1421","2018-04-17",NA
"1422","2018-04-18",NA
"1423","2018-04-19",NA
"1424","2018-04-20",NA
"1425","2018-04-23",NA
"1426","2018-04-24",NA
"1427","2018-04-25",NA
"1428","2018-04-26",NA
"1429","2018-04-27",NA
"1430","2018-04-30",NA
"1431","2018-05-01",NA
"1432","2018-05-02",NA
"1433","2018-05-03",NA
"1434","2018-05-04",NA
"1435","2018-05-07",NA
"1436","2018-05-08",NA
"1437","2018-05-09",NA
"1438","2018-05-10",NA
"1439","2018-05-11",NA
"1440","2018-05-14",NA
"1441","2018-05-15",NA
"1442","2018-05-16",NA
"1443","2018-05-17",NA
"1444","2018-05-18",NA
"1445","2018-05-21",NA
"1446","2018-05-22",NA
"1447","2018-05-23",NA
"1448","2018-05-24",NA
"1449","2018-05-25",NA
"1450","2018-05-29",NA
"1451","2018-05-30",NA
"1452","2018-05-31",NA
"1453","2018-06-01",NA
"1454","2018-06-04",NA
"1455","2018-06-05",NA
"1456","2018-06-06",NA
"1457","2018-06-07",NA
"1458","2018-06-08",NA
"1459","2018-06-11",NA
"1460","2018-06-12",NA
"1461","2018-06-13",NA
"1462","2018-06-14",NA
"1463","2018-06-15",NA
"1464","2018-06-18",NA
"1465","2018-06-19",NA
"1466","2018-06-20",NA
"1467","2018-06-21",NA
"1468","2018-06-22",NA
"1469","2018-06-25",NA
"1470","2018-06-26",NA
"1471","2018-06-27",NA
"1472","2018-06-28",NA
"1473","2018-06-29",NA
"1474","2018-07-02",NA
"1475","2018-07-03",NA
"1476","2018-07-05",NA
"1477","2018-07-06",NA
"1478","2018-07-09",NA
"1479","2018-07-10",NA
"1480","2018-07-11",NA
"1481","2018-07-12",NA
"1482","2018-07-13",NA
"1483","2018-07-16",NA
"1484","2018-07-17",NA
"1485","2018-07-18",NA
"1486","2018-07-19",NA
"1487","2018-07-20",NA
"1488","2018-07-23",NA
"1489","2018-07-24",NA
"1490","2018-07-25",NA
"1491","2018-07-26",NA
"1492","2018-07-27",NA
"1493","2018-07-30",NA
"1494","2018-07-31",NA
"1495","2018-08-01",NA
"1496","2018-08-02",NA
"1497","2018-08-03",NA
"1498","2018-08-06",NA
"1499","2018-08-07",NA
"1500","2018-08-08",NA
"1501","2018-08-09",NA
"1502","2018-08-10",NA
"1503","2018-08-13",NA
"1504","2018-08-14",NA
"1505","2018-08-15",NA
"1506","2018-08-16",NA
"1507","2018-08-17",NA
"1508","2018-08-20",NA
"1509","2018-08-21",NA
"1510","2018-08-22",NA
"1511","2018-08-23",NA
"1512","2018-08-24",NA
"1513","2018-08-27",NA
"1514","2018-08-28",NA
"1515","2018-08-29",NA
"1516","2018-08-30",NA
"1517","2018-08-31",NA
"1518","2018-09-04",NA
"1519","2018-09-05",NA
"1520","2018-09-06",NA
"1521","2018-09-07",NA
"1522","2018-09-10",NA
"1523","2018-09-11",NA
"1524","2018-09-12",NA
"1525","2018-09-13",NA
"1526","2018-09-14",NA
"1527","2018-09-17",NA
"1528","2018-09-18",NA
"1529","2018-09-19",NA
"1530","2018-09-20",NA
"1531","2018-09-21",NA
"1532","2018-09-24",NA
"1533","2018-09-25",NA
"1534","2018-09-26",NA
"1535","2018-09-27",NA
"1536","2018-09-28",NA
"1537","2018-10-01",NA
"1538","2018-10-02",NA
"1539","2018-10-03",NA
"1540","2018-10-04",NA
"1541","2018-10-05",NA
"1542","2018-10-08",NA
"1543","2018-10-09",NA
"1544","2018-10-10",NA
"1545","2018-10-11",NA
"1546","2018-10-12",NA
"1547","2018-10-15",NA
"1548","2018-10-16",NA
"1549","2018-10-17",NA
"1550","2018-10-18",NA
"1551","2018-10-19",NA
"1552","2018-10-22",NA
"1553","2018-10-23",NA
"1554","2018-10-24",NA
"1555","2018-10-25",NA
"1556","2018-10-26",NA
"1557","2018-10-29",NA
"1558","2018-10-30",NA
"1559","2018-10-31",NA
"1560","2018-11-01",NA
"1561","2018-11-02",NA
"1562","2018-11-05",NA
"1563","2018-11-06",NA
"1564","2018-11-07",NA
"1565","2018-11-08",NA
"1566","2018-11-09",NA
"1567","2018-11-12",NA
"1568","2018-11-13",NA
"1569","2018-11-14",NA
"1570","2018-11-15",NA
"1571","2018-11-16",NA
"1572","2018-11-19",NA
"1573","2018-11-20",NA
"1574","2018-11-21",NA
"1575","2018-11-23",NA
"1576","2018-11-26",NA
"1577","2018-11-27",NA
"1578","2018-11-28",NA
"1579","2018-11-29",NA
"1580","2018-11-30",NA
"1581","2018-12-03",NA
"1582","2018-12-04",NA
"1583","2018-12-06",NA
"1584","2018-12-07",NA
"1585","2018-12-10",NA
"1586","2018-12-11",NA
"1587","2018-12-12",NA
"1588","2018-12-13",NA
"1589","2018-12-14",NA
"1590","2018-12-17",NA
"1591","2018-12-18",NA
"1592","2018-12-19",NA
"1593","2018-12-20",NA
"1594","2018-12-21",NA
"1595","2018-12-24",NA
"1596","2018-12-26",NA
"1597","2018-12-27",NA
"1598","2018-12-28",NA
"1599","2018-12-31",NA
"1600","2019-01-02",NA
"1601","2019-01-03",NA
"1602","2019-01-04",NA
"1603","2019-01-07",NA
"1604","2019-01-08",NA
"1605","2019-01-09",NA
"1606","2019-01-10",NA
"1607","2019-01-11",NA
"1608","2019-01-14",NA
"1609","2019-01-15",NA
"1610","2019-01-16",NA
"1611","2019-01-17",NA
"1612","2019-01-18",NA
"1613","2019-01-22",NA
"1614","2019-01-23",NA
"1615","2019-01-24",NA
"1616","2019-01-25",NA
"1617","2019-01-28",NA
"1618","2019-01-29",NA
"1619","2019-01-30",NA
"1620","2019-01-31",NA
"1621","2019-02-01",NA
"1622","2019-02-04",NA
"1623","2019-02-05",NA
"1624","2019-02-06",NA
"1625","2019-02-07",NA
"1626","2019-02-08",NA
"1627","2019-02-11",NA
"1628","2019-02-12",NA
"1629","2019-02-13",NA
"1630","2019-02-14",NA
"1631","2019-02-15",NA
"1632","2019-02-19",NA
"1633","2019-02-20",NA
"1634","2019-02-21",NA
"1635","2019-02-22",NA
"1636","2019-02-25",NA
"1637","2019-02-26",NA
"1638","2019-02-27",NA
"1639","2019-02-28",NA
"1640","2019-03-01",NA
"1641","2019-03-04",NA
"1642","2019-03-05",NA
"1643","2019-03-06",NA
"1644","2019-03-07",NA
"1645","2019-03-08",NA
"1646","2019-03-11",NA
"1647","2019-03-12",NA
"1648","2019-03-13",NA
"1649","2019-03-14",NA
"1650","2019-03-15",NA
"1651","2019-03-18",NA
"1652","2019-03-19",NA
"1653","2019-03-20",NA
"1654","2019-03-21",NA
"1655","2019-03-22",NA
"1656","2019-03-25",NA
"1657","2019-03-26",NA
"1658","2019-03-27",NA
"1659","2019-03-28",NA
"1660","2019-03-29",NA
"1661","2019-04-01",NA
"1662","2019-04-02",NA
"1663","2019-04-03",NA
"1664","2019-04-04",NA
"1665","2019-04-05",NA
"1666","2019-04-08",NA
"1667","2019-04-09",NA
"1668","2019-04-10",NA
"1669","2019-04-11",NA
"1670","2019-04-12",NA
"1671","2019-04-15",NA
"1672","2019-04-16",NA
"1673","2019-04-17",NA
"1674","2019-04-18",NA
"1675","2019-04-22",NA
"1676","2019-04-23",NA
"1677","2019-04-24",NA
"1678","2019-04-25",NA
"1679","2019-04-26",NA
"1680","2019-04-29",NA
"1681","2019-04-30",NA
"1682","2019-05-01",NA
"1683","2019-05-02",NA
"1684","2019-05-03",NA
"1685","2019-05-06",NA
"1686","2019-05-07",NA
"1687","2019-05-08",NA
"1688","2019-05-09",NA
"1689","2019-05-10",NA
"1690","2019-05-13",NA
"1691","2019-05-14",NA
"1692","2019-05-15",NA
"1693","2019-05-16",NA
"1694","2019-05-17",NA
"1695","2019-05-20",NA
"1696","2019-05-21",NA
"1697","2019-05-22",NA
"1698","2019-05-23",NA
"1699","2019-05-24",NA
"1700","2019-05-28",NA
"1701","2019-05-29",NA
"1702","2019-05-30",NA
"1703","2019-05-31",NA
"1704","2019-06-03",NA
"1705","2019-06-04",NA
"1706","2019-06-05",NA
"1707","2019-06-06",NA
"1708","2019-06-07",NA
"1709","2019-06-10",NA
"1710","2019-06-11",NA
"1711","2019-06-12",NA
"1712","2019-06-13",NA
"1713","2019-06-14",NA
"1714","2019-06-17",NA
"1715","2019-06-18",NA
"1716","2019-06-19",NA
"1717","2019-06-20",NA
"1718","2019-06-21",NA
"1719","2019-06-24",NA
"1720","2019-06-25",NA
"1721","2019-06-26",NA
"1722","2019-06-27",NA
"1723","2019-06-28",NA
"1724","2019-07-01",NA
"1725","2019-07-02",NA
"1726","2019-07-03",NA
"1727","2019-07-05",NA
"1728","2019-07-08",NA
"1729","2019-07-09",NA
"1730","2019-07-10",NA
"1731","2019-07-11",NA
"1732","2019-07-12",NA
"1733","2019-07-15",NA
"1734","2019-07-16",NA
"1735","2019-07-17",NA
"1736","2019-07-18",NA
"1737","2019-07-19",NA
"1738","2019-07-22",NA
"1739","2019-07-23",NA
"1740","2019-07-24",NA
"1741","2019-07-25",NA
"1742","2019-07-26",NA
"1743","2019-07-29",NA
"1744","2019-07-30",NA
"1745","2019-07-31",NA
"1746","2019-08-01",NA
"1747","2019-08-02",NA
"1748","2019-08-05",NA
"1749","2019-08-06",NA
"1750","2019-08-07",NA
"1751","2019-08-08",NA
"1752","2019-08-09",NA
"1753","2019-08-12",NA
"1754","2019-08-13",NA
"1755","2019-08-14",NA
"1756","2019-08-15",NA
"1757","2019-08-16",NA
"1758","2019-08-19",NA
"1759","2019-08-20",NA
"1760","2019-08-21",NA
"1761","2019-08-22",NA
"1762","2019-08-23",NA
"1763","2019-08-26",NA
"1764","2019-08-27",NA
"1765","2019-08-28",NA
"1766","2019-08-29",NA
"1767","2019-08-30",NA
"1768","2019-09-03",NA
"1769","2019-09-04",NA
"1770","2019-09-05",NA
"1771","2019-09-06",NA
"1772","2019-09-09",NA
"1773","2019-09-10",NA
"1774","2019-09-11",NA
"1775","2019-09-12",NA
"1776","2019-09-13",NA
"1777","2019-09-16",NA
"1778","2019-09-17",NA
"1779","2019-09-18",NA
"1780","2019-09-19",NA
"1781","2019-09-20",NA
"1782","2019-09-23",NA
"1783","2019-09-24",NA
"1784","2019-09-25",NA
"1785","2019-09-26",NA
"1786","2019-09-27",NA
"1787","2019-09-30",NA
"1788","2019-10-01",NA
"1789","2019-10-02",NA
"1790","2019-10-03",NA
"1791","2019-10-04",NA
"1792","2019-10-07",NA
"1793","2019-10-08",NA
"1794","2019-10-09",NA
"1795","2019-10-10",NA
"1796","2019-10-11",NA
"1797","2019-10-14",NA
"1798","2019-10-15",NA
"1799","2019-10-16",NA
"1800","2019-10-17",NA
"1801","2019-10-18",NA
"1802","2019-10-21",NA
"1803","2019-10-22",NA
"1804","2019-10-23",NA
"1805","2019-10-24",NA
"1806","2019-10-25",NA
"1807","2019-10-28",NA
"1808","2019-10-29",NA
"1809","2019-10-30",NA
"1810","2019-10-31",NA
"1811","2019-11-01",NA
"1812","2019-11-04",NA
"1813","2019-11-05",NA
"1814","2019-11-06",NA
"1815","2019-11-07",NA
"1816","2019-11-08",NA
"1817","2019-11-11",NA
"1818","2019-11-12",NA
"1819","2019-11-13",NA
"1820","2019-11-14",NA
"1821","2019-11-15",NA
"1822","2019-11-18",NA
"1823","2019-11-19",NA
"1824","2019-11-20",NA
"1825","2019-11-21",NA
"1826","2019-11-22",NA
"1827","2019-11-25",NA
"1828","2019-11-26",NA
"1829","2019-11-27",NA
"1830","2019-11-29",NA
"1831","2019-12-02",NA
"1832","2019-12-03",NA
"1833","2019-12-04",NA
"1834","2019-12-05",NA
"1835","2019-12-06",NA
"1836","2019-12-09",NA
"1837","2019-12-10",NA
"1838","2019-12-11",NA
"1839","2019-12-12",NA
"1840","2019-12-13",NA
"1841","2019-12-16",NA
"1842","2019-12-17",NA
"1843","2019-12-18",NA
"1844","2019-12-19",NA
"1845","2019-12-20",NA
"1846","2019-12-23",NA
"1847","2019-12-24",NA
"1848","2019-12-26",NA
"1849","2019-12-27",NA
"1850","2019-12-30",NA
"1851","2019-12-31",NA
"1852","2020-01-02",NA
"1853","2020-01-03",NA
"1854","2020-01-06",NA
"1855","2020-01-07",NA
"1856","2020-01-08",NA
"1857","2020-01-09",NA
"1858","2020-01-10",NA
"1859","2020-01-13",NA
"1860","2020-01-14",NA
"1861","2020-01-15",NA
"1862","2020-01-16",NA
"1863","2020-01-17",NA
"1864","2020-01-21",NA
"1865","2020-01-22",NA
"1866","2020-01-23",NA
"1867","2020-01-24",NA
"1868","2020-01-27",NA
"1869","2020-01-28",NA
"1870","2020-01-29",NA
"1871","2020-01-30",NA
"1872","2020-01-31",NA
"1873","2020-02-03",NA
"1874","2020-02-04",NA
"1875","2020-02-05",NA
"1876","2020-02-06",NA
"1877","2020-02-07",15
"1878","2020-02-10",15
"1879","2020-02-11",15
"1880","2020-02-12",15
"1881","2020-02-13",15
"1882","2020-02-14",15
"1883","2020-02-18",15
"1884","2020-02-19",15
"1885","2020-02-20",15
"1886","2020-02-21",15
"1887","2020-02-24",15
"1888","2020-02-25",15
"1889","2020-02-26",15
"1890","2020-02-27",15
"1891","2020-02-28",15
"1892","2020-03-02",15
"1893","2020-03-03",15
"1894","2020-03-04",15
"1895","2020-03-05",15
"1896","2020-03-06",15
"1897","2020-03-09",15
"1898","2020-03-10",15
"1899","2020-03-11",15
"1900","2020-03-12",15
"1901","2020-03-13",15
"1902","2020-03-16",15
"1903","2020-03-17",15
"1904","2020-03-18",15
"1905","2020-03-19",15
"1906","2020-03-20",15
"1907","2020-03-23",15
"1908","2020-03-24",15
"1909","2020-03-25",15
"1910","2020-03-26",15
"1911","2020-03-27",15
"1912","2020-03-30",15
"1913","2020-03-31",15
"1914","2020-04-01",15
"1915","2020-04-02",15
"1916","2020-04-03",15
"1917","2020-04-06",15
"1918","2020-04-07",15
"1919","2020-04-08",15
"1920","2020-04-09",15
"1921","2020-04-13",15
"1922","2020-04-14",15
"1923","2020-04-15",15
"1924","2020-04-16",15
"1925","2020-04-17",15
"1926","2020-04-20",15
"1927","2020-04-21",15
"1928","2020-04-22",15
"1929","2020-04-23",15
"1930","2020-04-24",15
"1931","2020-04-27",15
"1932","2020-04-28",15
"1933","2020-04-29",15
"1934","2020-04-30",7.7501
"1935","2020-05-01",7.7501
"1936","2020-05-04",7.7501
"1937","2020-05-05",7.7501
"1938","2020-05-06",7.7501
"1939","2020-05-07",13.9999
"1940","2020-05-08",13.9999
"1941","2020-05-11",13.9999
"1942","2020-05-12",13.9999
"1943","2020-05-13",13.9999
"1944","2020-05-14",13.9999
"1945","2020-05-15",13.9999
"1946","2020-05-18",13.9999
"1947","2020-05-19",13.9999
"1948","2020-05-20",13.9999
"1949","2020-05-21",13.9999
"1950","2020-05-22",13.9999
"1951","2020-05-26",13.9999
"1952","2020-05-27",13.9999
"1953","2020-05-28",13.9999
"1954","2020-05-29",NA
"1955","2020-06-01",NA
"1956","2020-06-02",NA
"1957","2020-06-03",NA
"1958","2020-06-04",NA
"1959","2020-06-05",NA
"1960","2020-06-08",NA
"1961","2020-06-09",NA
"1962","2020-06-10",NA
"1963","2020-06-11",NA
"1964","2020-06-12",NA
"1965","2020-06-15",NA
"1966","2020-06-16",NA
"1967","2020-06-17",NA
"1968","2020-06-18",NA
"1969","2020-06-19",NA
"1970","2020-06-22",NA
"1971","2020-06-23",NA
"1972","2020-06-24",NA
"1973","2020-06-25",NA
"1974","2020-06-26",NA
"1975","2020-06-29",NA
"1976","2020-06-30",NA
"1977","2020-07-01",NA
"1978","2020-07-02",NA
"1979","2020-07-06",NA
"1980","2020-07-07",NA
"1981","2020-07-08",NA
"1982","2020-07-09",NA
"1983","2020-07-10",NA
"1984","2020-07-13",NA
"1985","2020-07-14",NA
"1986","2020-07-15",NA
"1987","2020-07-16",NA
"1988","2020-07-17",NA
"1989","2020-07-20",NA
"1990","2020-07-21",NA
"1991","2020-07-22",NA
"1992","2020-07-23",NA
"1993","2020-07-24",NA
"1994","2020-07-27",NA
"1995","2020-07-28",NA
"1996","2020-07-29",NA
"1997","2020-07-30",NA
"1998","2020-07-31",NA
"1999","2020-08-03",NA
"2000","2020-08-04",NA
"2001","2020-08-05",NA
"2002","2020-08-06",NA
"2003","2020-08-07",5.8
"2004","2020-08-10",5.95
"2005","2020-08-11",6
"2006","2020-08-12",5.99
"2007","2020-08-13",5.98
"2008","2020-08-14",6
"2009","2020-08-17",5.99
"2010","2020-08-18",5.97
"2011","2020-08-19",5.96
"2012","2020-08-20",5.85
"2013","2020-08-21",6
"2014","2020-08-24",5.99
"2015","2020-08-25",5.5
"2016","2020-08-26",5.2
"2017","2020-08-27",5.05
"2018","2020-08-28",5.38
"2019","2020-08-31",4.95
"2020","2020-09-01",4.9
"2021","2020-09-02",5.14
"2022","2020-09-03",4.9
"2023","2020-09-04",4.9
"2024","2020-09-08",4.86
"2025","2020-09-09",5.09
"2026","2020-09-10",4.45
"2027","2020-09-11",4.5
"2028","2020-09-14",4.49
"2029","2020-09-15",4.49
"2030","2020-09-16",4.49
"2031","2020-09-17",4.5
"2032","2020-09-18",4
"2033","2020-09-21",3.95
"2034","2020-09-22",3.85
