"","date","HFBL"
"1","2007-06-20",10.57
"2","2007-06-21",10.1
"3","2007-06-22",10.1
"4","2007-06-25",10.1
"5","2007-06-26",10.1
"6","2007-06-27",10.1
"7","2007-06-28",10.1
"8","2007-06-29",10.1
"9","2007-07-02",10.1
"10","2007-07-03",10.1
"11","2007-07-05",10.1
"12","2007-07-06",10.1
"13","2007-07-09",10.43
"14","2007-07-10",10.4
"15","2007-07-11",10.4
"16","2007-07-12",10.4
"17","2007-07-13",10.4
"18","2007-07-16",10.39
"19","2007-07-17",10.4
"20","2007-07-18",10.4
"21","2007-07-19",10.4
"22","2007-07-20",10.4
"23","2007-07-23",10.4
"24","2007-07-24",10.04
"25","2007-07-25",10.3
"26","2007-07-26",10.2
"27","2007-07-27",10.2
"28","2007-07-30",10.1
"29","2007-07-31",10.1
"30","2007-08-01",10.3
"31","2007-08-02",10.3
"32","2007-08-03",10.3
"33","2007-08-06",9.65
"34","2007-08-07",10
"35","2007-08-08",10
"36","2007-08-09",9.6
"37","2007-08-10",10
"38","2007-08-13",10.05
"39","2007-08-14",9.9
"40","2007-08-15",9.9
"41","2007-08-16",9.9
"42","2007-08-17",9.85
"43","2007-08-20",9.8
"44","2007-08-21",9.85
"45","2007-08-22",10.3
"46","2007-08-23",10.06
"47","2007-08-24",9.85
"48","2007-08-27",10.2
"49","2007-08-28",10
"50","2007-08-29",10.01
"51","2007-08-30",10.01
"52","2007-08-31",10.01
"53","2007-09-04",10.01
"54","2007-09-05",10
"55","2007-09-06",10.01
"56","2007-09-07",10
"57","2007-09-10",10
"58","2007-09-11",10
"59","2007-09-12",10.01
"60","2007-09-13",10.01
"61","2007-09-14",10.01
"62","2007-09-17",10
"63","2007-09-18",10
"64","2007-09-19",10
"65","2007-09-20",10
"66","2007-09-21",10
"67","2007-09-24",10
"68","2007-09-25",10
"69","2007-09-26",10
"70","2007-09-27",10
"71","2007-09-28",10
"72","2007-10-01",10
"73","2007-10-02",10
"74","2007-10-03",10
"75","2007-10-04",10.01
"76","2007-10-05",10.3
"77","2007-10-08",10
"78","2007-10-09",10.3
"79","2007-10-10",10.05
"80","2007-10-11",10.3
"81","2007-10-12",10.3
"82","2007-10-15",10.3
"83","2007-10-16",10.3
"84","2007-10-17",10.3
"85","2007-10-18",10.1
"86","2007-10-19",10.1
"87","2007-10-22",10.1
"88","2007-10-23",10.05
"89","2007-10-24",10.05
"90","2007-10-25",10.05
"91","2007-10-26",10.1
"92","2007-10-29",10.1
"93","2007-10-30",10.1
"94","2007-10-31",10.1
"95","2007-11-01",10.1
"96","2007-11-02",10.1
"97","2007-11-05",10.1
"98","2007-11-06",10.1
"99","2007-11-07",10.1
"100","2007-11-08",10.1
"101","2007-11-09",10.1
"102","2007-11-12",10.1
"103","2007-11-13",10.1
"104","2007-11-14",10.1
"105","2007-11-15",10.1
"106","2007-11-16",10.1
"107","2007-11-19",10.2
"108","2007-11-20",10.1
"109","2007-11-21",10.1
"110","2007-11-23",10.1
"111","2007-11-26",10.2
"112","2007-11-27",10.1
"113","2007-11-28",10.1
"114","2007-11-29",10.1
"115","2007-11-30",10.1
"116","2007-12-03",10.1
"117","2007-12-04",10.2
"118","2007-12-05",10.2
"119","2007-12-06",10.2
"120","2007-12-07",10.3
"121","2007-12-10",10.3
"122","2007-12-11",10.3
"123","2007-12-12",10
"124","2007-12-13",10
"125","2007-12-14",9.7
"126","2007-12-17",9.7
"127","2007-12-18",9.7
"128","2007-12-19",9.7
"129","2007-12-20",9.7
"130","2007-12-21",9.7
"131","2007-12-24",9.54
"132","2007-12-26",9.54
"133","2007-12-27",9.54
"134","2007-12-28",9.5
"135","2007-12-31",9.5
"136","2008-01-02",9.5
"137","2008-01-03",9.5
"138","2008-01-04",9.5
"139","2008-01-07",9.5
"140","2008-01-08",9.51
"141","2008-01-09",9.5
"142","2008-01-10",9.5
"143","2008-01-11",9.5
"144","2008-01-14",9.51
"145","2008-01-15",9.5
"146","2008-01-16",9.5
"147","2008-01-17",9.5
"148","2008-01-18",9.5
"149","2008-01-22",9.39
"150","2008-01-23",9.39
"151","2008-01-24",9.39
"152","2008-01-25",9.39
"153","2008-01-28",9.39
"154","2008-01-29",9.39
"155","2008-01-30",9.26
"156","2008-01-31",9.26
"157","2008-02-01",9.26
"158","2008-02-04",9.26
"159","2008-02-05",9.26
"160","2008-02-06",9.26
"161","2008-02-07",9.26
"162","2008-02-08",9.26
"163","2008-02-11",9.26
"164","2008-02-12",9.26
"165","2008-02-13",9.26
"166","2008-02-14",9.26
"167","2008-02-15",9.26
"168","2008-02-19",9.22
"169","2008-02-20",9.22
"170","2008-02-21",9.22
"171","2008-02-22",9.22
"172","2008-02-25",9.22
"173","2008-02-26",9.22
"174","2008-02-27",9.18
"175","2008-02-28",9.18
"176","2008-02-29",9.18
"177","2008-03-03",9.18
"178","2008-03-04",9.18
"179","2008-03-05",9.18
"180","2008-03-06",9.18
"181","2008-03-07",8.99
"182","2008-03-10",8.99
"183","2008-03-11",8.99
"184","2008-03-12",8.8
"185","2008-03-13",8.8
"186","2008-03-14",8.8
"187","2008-03-17",8.8
"188","2008-03-18",8.79
"189","2008-03-19",8.75
"190","2008-03-20",8.6
"191","2008-03-24",7.95
"192","2008-03-25",7.95
"193","2008-03-26",7.95
"194","2008-03-27",8
"195","2008-03-28",8
"196","2008-03-31",8
"197","2008-04-01",8
"198","2008-04-02",8
"199","2008-04-03",8
"200","2008-04-04",8
"201","2008-04-07",8
"202","2008-04-08",7.85
"203","2008-04-09",7.85
"204","2008-04-10",7.85
"205","2008-04-11",7.85
"206","2008-04-14",7.85
"207","2008-04-15",7.85
"208","2008-04-16",7.65
"209","2008-04-17",7.65
"210","2008-04-18",7.65
"211","2008-04-21",7.65
"212","2008-04-22",7.65
"213","2008-04-23",7.65
"214","2008-04-24",7.65
"215","2008-04-25",7.65
"216","2008-04-28",7.65
"217","2008-04-29",7.65
"218","2008-04-30",7.6
"219","2008-05-01",7.6
"220","2008-05-02",7.53
"221","2008-05-05",7.53
"222","2008-05-06",7.53
"223","2008-05-07",7.53
"224","2008-05-08",8.5
"225","2008-05-09",8.5
"226","2008-05-12",8.5
"227","2008-05-13",8.75
"228","2008-05-14",8.75
"229","2008-05-15",8.75
"230","2008-05-16",8.52
"231","2008-05-19",8.55
"232","2008-05-20",8.5
"233","2008-05-21",8.5
"234","2008-05-22",8.5
"235","2008-05-23",8.5
"236","2008-05-27",8.5
"237","2008-05-28",8.5
"238","2008-05-29",9.17
"239","2008-05-30",8.5
"240","2008-06-02",8.5
"241","2008-06-03",8.5
"242","2008-06-04",8.5
"243","2008-06-05",8.5
"244","2008-06-06",8.5
"245","2008-06-09",8.75
"246","2008-06-10",8.9
"247","2008-06-11",8.9
"248","2008-06-12",8.9
"249","2008-06-13",8.9
"250","2008-06-16",8.9
"251","2008-06-17",8.9
"252","2008-06-18",8.9
"253","2008-06-19",8.9
"254","2008-06-20",8.9
"255","2008-06-23",8.9
"256","2008-06-24",8.9
"257","2008-06-25",8.9
"258","2008-06-26",8.9
"259","2008-06-27",8.9
"260","2008-06-30",8.9
"261","2008-07-01",8.05
"262","2008-07-02",7.92
"263","2008-07-03",7.92
"264","2008-07-07",7.92
"265","2008-07-08",7.92
"266","2008-07-09",8.5
"267","2008-07-10",8.5
"268","2008-07-11",8.5
"269","2008-07-14",8.5
"270","2008-07-15",7.53
"271","2008-07-16",8.5
"272","2008-07-17",8.5
"273","2008-07-18",8.99
"274","2008-07-21",8.99
"275","2008-07-22",8.99
"276","2008-07-23",8.99
"277","2008-07-24",8.99
"278","2008-07-25",8
"279","2008-07-28",8
"280","2008-07-29",8
"281","2008-07-30",8
"282","2008-07-31",8
"283","2008-08-01",8
"284","2008-08-04",8
"285","2008-08-05",8
"286","2008-08-06",8
"287","2008-08-07",8
"288","2008-08-08",8
"289","2008-08-11",8
"290","2008-08-12",8
"291","2008-08-13",8
"292","2008-08-14",8
"293","2008-08-15",8
"294","2008-08-18",8.85
"295","2008-08-19",8.75
"296","2008-08-20",8.2
"297","2008-08-21",8.2
"298","2008-08-22",8.2
"299","2008-08-25",8
"300","2008-08-26",8
"301","2008-08-27",8
"302","2008-08-28",8
"303","2008-08-29",8
"304","2008-09-02",8
"305","2008-09-03",8
"306","2008-09-04",8
"307","2008-09-05",8
"308","2008-09-08",8
"309","2008-09-09",8
"310","2008-09-10",8.4
"311","2008-09-11",8.4
"312","2008-09-12",8.1
"313","2008-09-15",8.1
"314","2008-09-16",8.1
"315","2008-09-17",8.1
"316","2008-09-18",8.1
"317","2008-09-19",8.1
"318","2008-09-22",8.25
"319","2008-09-23",8.25
"320","2008-09-24",8.25
"321","2008-09-25",7.5
"322","2008-09-26",7.5
"323","2008-09-29",7.5
"324","2008-09-30",7.5
"325","2008-10-01",7.5
"326","2008-10-02",7.5
"327","2008-10-03",7.5
"328","2008-10-06",6.25
"329","2008-10-07",6.25
"330","2008-10-08",6
"331","2008-10-09",6.8
"332","2008-10-10",6.8
"333","2008-10-13",6.8
"334","2008-10-14",6.8
"335","2008-10-15",6.8
"336","2008-10-16",6.8
"337","2008-10-17",6.8
"338","2008-10-20",6.8
"339","2008-10-21",6.2
"340","2008-10-22",6.2
"341","2008-10-23",6.2
"342","2008-10-24",6.2
"343","2008-10-27",6.2
"344","2008-10-28",6.5
"345","2008-10-29",6.5
"346","2008-10-30",6.5
"347","2008-10-31",6.5
"348","2008-11-03",6.5
"349","2008-11-04",6.5
"350","2008-11-05",6.5
"351","2008-11-06",6.5
"352","2008-11-07",6.5
"353","2008-11-10",6.5
"354","2008-11-11",7
"355","2008-11-12",7
"356","2008-11-13",7
"357","2008-11-14",7
"358","2008-11-17",7
"359","2008-11-18",7
"360","2008-11-19",6
"361","2008-11-20",6
"362","2008-11-21",6
"363","2008-11-24",6
"364","2008-11-25",6
"365","2008-11-26",6
"366","2008-11-28",6
"367","2008-12-01",6
"368","2008-12-02",6
"369","2008-12-03",6
"370","2008-12-04",6
"371","2008-12-05",6
"372","2008-12-08",6
"373","2008-12-09",6
"374","2008-12-10",6
"375","2008-12-11",6
"376","2008-12-12",6.05
"377","2008-12-15",6.05
"378","2008-12-16",6.4
"379","2008-12-17",6.3
"380","2008-12-18",6.3
"381","2008-12-19",6.3
"382","2008-12-22",6.3
"383","2008-12-23",6.3
"384","2008-12-24",6.3
"385","2008-12-26",6.5
"386","2008-12-29",6.5
"387","2008-12-30",6.99
"388","2008-12-31",6.99
"389","2009-01-02",6.99
"390","2009-01-05",6.99
"391","2009-01-06",6.99
"392","2009-01-07",6.99
"393","2009-01-08",6.99
"394","2009-01-09",7.24
"395","2009-01-12",7.24
"396","2009-01-13",7.24
"397","2009-01-14",7.24
"398","2009-01-15",7.24
"399","2009-01-16",7.24
"400","2009-01-20",7.24
"401","2009-01-21",7.24
"402","2009-01-22",7.24
"403","2009-01-23",7.24
"404","2009-01-26",7.24
"405","2009-01-27",7.24
"406","2009-01-28",7.24
"407","2009-01-29",7.24
"408","2009-01-30",7.24
"409","2009-02-02",6.9
"410","2009-02-03",6.9
"411","2009-02-04",6.9
"412","2009-02-05",6.9
"413","2009-02-06",6.9
"414","2009-02-09",6.9
"415","2009-02-10",6.9
"416","2009-02-11",6.9
"417","2009-02-12",6.9
"418","2009-02-13",6.9
"419","2009-02-17",8
"420","2009-02-18",8
"421","2009-02-19",8
"422","2009-02-20",8
"423","2009-02-23",8
"424","2009-02-24",8
"425","2009-02-25",8
"426","2009-02-26",6.85
"427","2009-02-27",6.85
"428","2009-03-02",6.85
"429","2009-03-03",6.4
"430","2009-03-04",6.4
"431","2009-03-05",6.1
"432","2009-03-06",6.1
"433","2009-03-09",6.15
"434","2009-03-10",6.15
"435","2009-03-11",6.15
"436","2009-03-12",6
"437","2009-03-13",6
"438","2009-03-16",6
"439","2009-03-17",6
"440","2009-03-18",6.05
"441","2009-03-19",6.05
"442","2009-03-20",6.05
"443","2009-03-23",6.05
"444","2009-03-24",6.05
"445","2009-03-25",6.05
"446","2009-03-26",6.05
"447","2009-03-27",6.05
"448","2009-03-30",6.05
"449","2009-03-31",6.25
"450","2009-04-01",6.25
"451","2009-04-02",6.25
