"","date","SRGA"
"99","2007-05-24",10.23
"100","2007-05-25",10.35
"101","2007-05-29",10.4
"102","2007-05-30",10.27
"103","2007-05-31",10.05
"104","2007-06-01",10.01
"105","2007-06-04",10.5
"106","2007-06-05",10.5
"107","2007-06-06",10.47
"108","2007-06-07",10.84
"109","2007-06-08",11
"110","2007-06-11",11.11
"111","2007-06-12",11.15
"112","2007-06-13",11.22
"113","2007-06-14",11.34
"114","2007-06-15",11.55
"115","2007-06-18",11.77
"116","2007-06-19",11.61
"117","2007-06-20",11.5
"118","2007-06-21",10.95
"119","2007-06-22",10.81
"120","2007-06-25",10.62
"121","2007-06-26",11.09
"122","2007-06-27",11.38
"123","2007-06-28",11.56
"124","2007-06-29",11.25
"125","2007-07-02",11.5
"126","2007-07-03",11.8
"127","2007-07-05",11.86
"128","2007-07-06",11.89
"129","2007-07-09",11.9
"130","2007-07-10",11.84
"131","2007-07-11",11.67
"132","2007-07-12",11.89
"133","2007-07-13",11.75
"134","2007-07-16",11.61
"135","2007-07-17",11.42
"136","2007-07-18",11.65
"137","2007-07-19",11.51
"138","2007-07-20",11.02
"139","2007-07-23",11.15
"140","2007-07-24",10.59
"141","2007-07-25",10.61
"142","2007-07-26",10.28
"143","2007-07-27",10.08
"144","2007-07-30",9.87
"145","2007-07-31",10.72
"146","2007-08-01",11
"147","2007-08-02",11.26
"148","2007-08-03",10.47
"149","2007-08-06",9.92
"150","2007-08-07",9.74
"151","2007-08-08",9.41
"152","2007-08-09",9.5
"153","2007-08-10",11.41
"154","2007-08-13",10.98
"155","2007-08-14",10.75
"156","2007-08-15",10.7
"157","2007-08-16",11.23
"158","2007-08-17",11.63
"159","2007-08-20",10.48
"160","2007-08-21",11.24
"161","2007-08-22",11
"162","2007-08-23",11.06
"163","2007-08-24",11.18
"164","2007-08-27",11.03
"165","2007-08-28",10.61
"166","2007-08-29",11.09
"167","2007-08-30",11.02
"168","2007-08-31",10.83
"169","2007-09-04",10.84
"170","2007-09-05",10.91
"171","2007-09-06",10.7
"172","2007-09-07",10.38
"173","2007-09-10",10.13
"174","2007-09-11",10.64
"175","2007-09-12",10.7
"176","2007-09-13",10.75
"177","2007-09-14",10.87
"178","2007-09-17",10.22
"179","2007-09-18",11
"180","2007-09-19",10.99
"181","2007-09-20",10.97
"182","2007-09-21",10.56
"183","2007-09-24",10.55
"184","2007-09-25",10.52
"185","2007-09-26",10.88
"186","2007-09-27",10.88
"187","2007-09-28",10.72
"188","2007-10-01",11.03
"189","2007-10-02",11.15
"190","2007-10-03",10.84
"191","2007-10-04",10.98
"192","2007-10-05",11.11
"193","2007-10-08",11
"194","2007-10-09",11.3
"195","2007-10-10",11.4
"196","2007-10-11",11.24
"197","2007-10-12",11.35
"198","2007-10-15",10.51
"199","2007-10-16",10.78
"200","2007-10-17",10.78
"201","2007-10-18",10.9
"202","2007-10-19",10.31
"203","2007-10-22",10.63
"204","2007-10-23",10.53
"205","2007-10-24",10.62
"206","2007-10-25",10.9
"207","2007-10-26",10.9
"208","2007-10-29",10.91
"209","2007-10-30",10.66
"210","2007-10-31",10.61
"211","2007-11-01",10.2
"212","2007-11-02",10.6
"213","2007-11-05",10.51
"214","2007-11-06",10.72
"215","2007-11-07",10.3
"216","2007-11-08",10.56
"217","2007-11-09",10.69
"218","2007-11-12",10.54
"219","2007-11-13",10
"220","2007-11-14",10
"221","2007-11-15",9.4
"222","2007-11-16",9.58
"223","2007-11-19",8.94
"224","2007-11-20",8.71
"225","2007-11-21",8.52
"226","2007-11-23",8.82
"227","2007-11-26",8.6
"228","2007-11-27",8.44
"229","2007-11-28",8.84
"230","2007-11-29",8.79
"231","2007-11-30",8.88
"232","2007-12-03",8.82
"233","2007-12-04",8.55
"234","2007-12-05",8.51
"235","2007-12-06",8.85
"236","2007-12-07",9.21
"237","2007-12-10",9.31
"238","2007-12-11",9
"239","2007-12-12",8.97
"240","2007-12-13",9
"241","2007-12-14",8.77
"242","2007-12-17",8.56
"243","2007-12-18",8.55
"244","2007-12-19",8.6
"245","2007-12-20",8.71
"246","2007-12-21",8.75
"247","2007-12-24",8.76
"248","2007-12-26",9.06
"249","2007-12-27",8.81
"250","2007-12-28",8.79
"251","2007-12-31",8.68
"252","2008-01-02",8.72
"253","2008-01-03",8.65
"254","2008-01-04",8.38
"255","2008-01-07",8.57
"256","2008-01-08",8.37
"257","2008-01-09",8.45
"258","2008-01-10",8.36
"259","2008-01-11",8.13
"260","2008-01-14",7.86
"261","2008-01-15",7.85
"262","2008-01-16",7.98
"263","2008-01-17",8.1
"264","2008-01-18",7.68
"265","2008-01-22",7.51
"266","2008-01-23",7.64
"267","2008-01-24",7.4
"268","2008-01-25",7.47
"269","2008-01-28",7.45
"270","2008-01-29",7.81
"271","2008-01-30",7.81
"272","2008-01-31",8
"273","2008-02-01",8.56
"274","2008-02-04",8.89
"275","2008-02-05",8.68
"276","2008-02-06",8.67
"277","2008-02-07",8.7
"278","2008-02-08",8.73
"279","2008-02-11",8.62
"280","2008-02-12",8.78
"281","2008-02-13",8.76
"282","2008-02-14",8.68
"283","2008-02-15",8.61
"284","2008-02-19",8.51
"285","2008-02-20",8.66
"286","2008-02-21",8.05
"287","2008-02-22",7.94
"288","2008-02-25",7.95
"289","2008-02-26",8.18
"290","2008-02-27",8.2
"291","2008-02-28",8.08
"292","2008-02-29",8.6
"293","2008-03-03",9.76
"294","2008-03-04",9.41
"295","2008-03-05",10
"296","2008-03-06",9.57
"297","2008-03-07",9.37
"298","2008-03-10",9
"299","2008-03-11",8.91
"300","2008-03-12",8.56
"301","2008-03-13",8.39
"302","2008-03-14",8.19
"303","2008-03-17",8.01
"304","2008-03-18",8.23
"305","2008-03-19",7.91
"306","2008-03-20",8.33
"307","2008-03-24",8.75
"308","2008-03-25",9.05
"309","2008-03-26",8.87
"310","2008-03-27",8.87
"311","2008-03-28",9.19
"312","2008-03-31",9.45
"313","2008-04-01",9.5
"314","2008-04-02",9.34
"315","2008-04-03",9.32
"316","2008-04-04",9.39
"317","2008-04-07",10.02
"318","2008-04-08",10.25
"319","2008-04-09",10.03
"320","2008-04-10",10.22
"321","2008-04-11",9.79
"322","2008-04-14",9.64
"323","2008-04-15",10
"324","2008-04-16",10.15
"325","2008-04-17",9.99
"326","2008-04-18",10.18
"327","2008-04-21",10.29
"328","2008-04-22",10.3
"329","2008-04-23",10.39
"330","2008-04-24",10.41
"331","2008-04-25",10.31
"332","2008-04-28",10.4
"333","2008-04-29",10.24
"334","2008-04-30",10.14
"335","2008-05-01",10.34
"336","2008-05-02",10.15
"337","2008-05-05",10.16
"338","2008-05-06",10.2
"339","2008-05-07",10.04
"340","2008-05-08",10.3
"341","2008-05-09",10.04
"342","2008-05-12",10.08
"343","2008-05-13",10.25
"344","2008-05-14",10.04
"345","2008-05-15",10
"346","2008-05-16",9.74
"347","2008-05-19",9.83
"348","2008-05-20",9.79
"349","2008-05-21",9.84
"350","2008-05-22",9.83
"351","2008-05-23",9.56
"352","2008-05-27",9.67
"353","2008-05-28",9.64
"354","2008-05-29",9.97
"355","2008-05-30",9.95
"356","2008-06-02",10.08
"357","2008-06-03",10.02
"358","2008-06-04",10
"359","2008-06-05",10.4
"360","2008-06-06",10.12
"361","2008-06-09",9.92
"362","2008-06-10",9.87
"363","2008-06-11",9.72
"364","2008-06-12",9.72
"365","2008-06-13",10.19
"366","2008-06-16",10.3
"367","2008-06-17",10.03
"368","2008-06-18",9.42
"369","2008-06-19",9.01
"370","2008-06-20",8.85
"371","2008-06-23",9.11
"372","2008-06-24",9.07
"373","2008-06-25",9.1
"374","2008-06-26",8.82
"375","2008-06-27",8.87
"376","2008-06-30",8.75
"377","2008-07-01",8.22
"378","2008-07-02",7.84
"379","2008-07-03",7.95
"380","2008-07-07",7.66
"381","2008-07-08",7.93
"382","2008-07-09",7.76
"383","2008-07-10",7.82
"384","2008-07-11",7.89
"385","2008-07-14",7.76
"386","2008-07-15",7.91
"387","2008-07-16",8.15
"388","2008-07-17",8.15
"389","2008-07-18",8.11
"390","2008-07-21",8.11
"391","2008-07-22",8.17
"392","2008-07-23",7.68
"393","2008-07-24",7.99
"394","2008-07-25",8.41
"395","2008-07-28",8.2
"396","2008-07-29",8.26
"397","2008-07-30",8.38
"398","2008-07-31",8.29
"399","2008-08-01",8.29
"400","2008-08-04",8.15
"401","2008-08-05",8.2
"402","2008-08-06",8.3
"403","2008-08-07",8.33
"404","2008-08-08",8.65
"405","2008-08-11",9
"406","2008-08-12",9.08
"407","2008-08-13",9.3
"408","2008-08-14",9.39
"409","2008-08-15",9.62
"410","2008-08-18",9.71
"411","2008-08-19",9.71
"412","2008-08-20",9.29
"413","2008-08-21",9.21
"414","2008-08-22",9.47
"415","2008-08-25",9.13
"416","2008-08-26",9.07
"417","2008-08-27",9.25
"418","2008-08-28",9.68
"419","2008-08-29",9.38
"420","2008-09-02",9.49
"421","2008-09-03",9.64
"422","2008-09-04",9.42
"423","2008-09-05",9.1
"424","2008-09-08",9.1
"425","2008-09-09",8.83
"426","2008-09-10",8.92
"427","2008-09-11",9.15
"428","2008-09-12",9.32
"429","2008-09-15",9.18
"430","2008-09-16",9.8
"431","2008-09-17",9.35
"432","2008-09-18",9.88
"433","2008-09-19",10
"434","2008-09-22",9.62
"435","2008-09-23",9.64
"436","2008-09-24",9.5
"437","2008-09-25",9.61
"438","2008-09-26",9.71
"439","2008-09-29",9.19
"440","2008-09-30",9.35
"441","2008-10-01",9.3
"442","2008-10-02",9
"443","2008-10-03",8.95
"444","2008-10-06",8.95
"445","2008-10-07",8.35
"446","2008-10-08",7.99
"447","2008-10-09",7.15
"448","2008-10-10",7.49
"449","2008-10-13",8.12
"450","2008-10-14",7.49
"451","2008-10-15",6.3
"452","2008-10-16",6.26
"453","2008-10-17",5.8
"454","2008-10-20",5.95
"455","2008-10-21",5.81
"456","2008-10-22",5.09
"457","2008-10-23",4.68
"458","2008-10-24",4.42
"459","2008-10-27",4.04
"460","2008-10-28",2.85
"461","2008-10-29",3.04
"462","2008-10-30",2.86
"463","2008-10-31",3.05
"464","2008-11-03",3.15
"465","2008-11-04",3.04
"466","2008-11-05",2.74
"467","2008-11-06",2.89
"468","2008-11-07",2.92
"469","2008-11-10",2.77
"470","2008-11-11",2.62
"471","2008-11-12",2.33
"472","2008-11-13",2.7
"473","2008-11-14",2.43
"474","2008-11-17",2.52
"475","2008-11-18",1.98
"476","2008-11-19",1.96
"477","2008-11-20",1.55
"478","2008-11-21",1.88
"479","2008-11-24",2.09
"480","2008-11-25",2.15
"481","2008-11-26",2.59
"482","2008-11-28",2.72
"483","2008-12-01",1.93
"484","2008-12-02",2.47
"485","2008-12-03",2.25
"486","2008-12-04",2.18
"487","2008-12-05",2.25
"488","2008-12-08",2.81
"489","2008-12-09",2.6
"490","2008-12-10",2.61
"491","2008-12-11",2.48
"492","2008-12-12",2.75
"493","2008-12-15",2.6
"494","2008-12-16",2.73
"495","2008-12-17",2.67
"496","2008-12-18",2.48
"497","2008-12-19",2.91
"498","2008-12-22",2.8
"499","2008-12-23",3.04
"500","2008-12-24",3.27
"501","2008-12-26",3.43
"502","2008-12-29",2.88
"503","2008-12-30",2.97
"504","2008-12-31",2.76
"505","2009-01-02",2.77
"506","2009-01-05",2.8
"507","2009-01-06",2.95
"508","2009-01-07",2.94
"509","2009-01-08",3.36
"510","2009-01-09",3.04
"511","2009-01-12",2.92
"512","2009-01-13",2.95
"513","2009-01-14",2.54
"514","2009-01-15",2.72
"515","2009-01-16",2.6
"516","2009-01-20",2.43
"517","2009-01-21",2.55
"518","2009-01-22",2.44
"519","2009-01-23",2.4
"520","2009-01-26",2.48
"521","2009-01-27",2.5
"522","2009-01-28",2.56
"523","2009-01-29",2.5
"524","2009-01-30",2.45
"525","2009-02-02",2.61
"526","2009-02-03",2.81
"527","2009-02-04",2.75
"528","2009-02-05",2.7
"529","2009-02-06",2.89
"530","2009-02-09",3.02
"531","2009-02-10",2.98
"532","2009-02-11",3
"533","2009-02-12",3.06
"534","2009-02-13",3.25
"535","2009-02-17",3.19
"536","2009-02-18",3.08
"537","2009-02-19",2.89
"538","2009-02-20",2.71
"539","2009-02-23",2.66
"540","2009-02-24",2.35
"541","2009-02-25",2.58
"542","2009-02-26",2.75
"543","2009-02-27",2.82
"544","2009-03-02",2.5
"545","2009-03-03",2.6
"546","2009-03-04",2.66
"547","2009-03-05",2.25
"548","2009-03-06",2.31
"549","2009-03-09",2.39
"550","2009-03-10",2.58
"551","2009-03-11",2.67
"552","2009-03-12",3
"553","2009-03-13",3.13
"554","2009-03-16",3.08
"555","2009-03-17",3.25
"556","2009-03-18",3.1
"557","2009-03-19",3
"558","2009-03-20",2.56
"559","2009-03-23",2.96
"560","2009-03-24",2.84
"561","2009-03-25",2.95
"562","2009-03-26",3.03
"563","2009-03-27",2.86
"564","2009-03-30",2.82
"565","2009-03-31",2.85
"566","2009-04-01",2.98
"567","2009-04-02",2.91
"568","2009-04-03",3.11
"569","2009-04-06",2.99
"570","2009-04-07",2.89
"571","2009-04-08",2.99
"572","2009-04-09",2.98
"573","2009-04-13",3.03
"574","2009-04-14",2.69
"575","2009-04-15",2.74
"576","2009-04-16",2.8
"577","2009-04-17",2.67
"578","2009-04-20",2.5
"579","2009-04-21",2.9
"580","2009-04-22",2.91
"581","2009-04-23",2.72
"582","2009-04-24",2.88
"583","2009-04-27",2.67
"584","2009-04-28",3.11
"585","2009-04-29",3.39
"586","2009-04-30",3.54
"587","2009-05-01",3.5
"588","2009-05-04",3.75
"589","2009-05-05",3.77
"590","2009-05-06",3.75
"591","2009-05-07",3.67
"592","2009-05-08",4.16
"593","2009-05-11",4.13
"594","2009-05-12",4.1
"595","2009-05-13",3.69
"596","2009-05-14",3.82
"597","2009-05-15",3.77
"598","2009-05-18",3.9
"599","2009-05-19",3.88
"600","2009-05-20",3.93
"601","2009-05-21",3.7
"602","2009-05-22",3.73
"603","2009-05-26",3.9
"604","2009-05-27",3.82
"605","2009-05-28",3.78
"606","2009-05-29",3.87
"607","2009-06-01",4.03
"608","2009-06-02",4.4
"609","2009-06-03",4.5
"610","2009-06-04",4.5
"611","2009-06-05",4.48
"612","2009-06-08",4.38
"613","2009-06-09",4.46
"614","2009-06-10",4.51
"615","2009-06-11",4.6
"616","2009-06-12",4.4
"617","2009-06-15",4.46
"618","2009-06-16",4.39
"619","2009-06-17",4.36
"620","2009-06-18",4.35
"621","2009-06-19",4.54
"622","2009-06-22",4.45
"623","2009-06-23",4.27
"624","2009-06-24",4.28
"625","2009-06-25",4.37
"626","2009-06-26",4.98
"627","2009-06-29",4.46
"628","2009-06-30",4.29
"629","2009-07-01",4.28
"630","2009-07-02",4.04
"631","2009-07-06",3.81
"632","2009-07-07",3.75
"633","2009-07-08",3.59
"634","2009-07-09",3.42
"635","2009-07-10",3.82
"636","2009-07-13",3.86
"637","2009-07-14",3.83
"638","2009-07-15",4.19
"639","2009-07-16",4.23
"640","2009-07-17",4.25
"641","2009-07-20",3.95
"642","2009-07-21",4.12
"643","2009-07-22",4.22
"644","2009-07-23",4.34
"645","2009-07-24",4.45
"646","2009-07-27",4.33
"647","2009-07-28",4.28
"648","2009-07-29",4.3
"649","2009-07-30",4.52
"650","2009-07-31",4.43
"651","2009-08-03",4.56
"652","2009-08-04",4.75
"653","2009-08-05",4.56
"654","2009-08-06",4.52
"655","2009-08-07",4.67
"656","2009-08-10",4.75
"657","2009-08-11",4.59
"658","2009-08-12",4.81
"659","2009-08-13",4.9
"660","2009-08-14",4.76
"661","2009-08-17",4.66
"662","2009-08-18",4.66
"663","2009-08-19",4.75
"664","2009-08-20",4.75
"665","2009-08-21",4.85
"666","2009-08-24",4.9
"667","2009-08-25",4.91
"668","2009-08-26",4.89
"669","2009-08-27",5.01
"670","2009-08-28",4.8
"671","2009-08-31",4.55
"672","2009-09-01",4.39
"673","2009-09-02",4.39
"674","2009-09-03",4.41
"675","2009-09-04",4.47
"676","2009-09-08",4.33
"677","2009-09-09",4.38
"678","2009-09-10",4.4
"679","2009-09-11",4.4
"680","2009-09-14",4.42
"681","2009-09-15",4.48
"682","2009-09-16",4.51
"683","2009-09-17",4.63
"684","2009-09-18",4.66
"685","2009-09-21",4.66
"686","2009-09-22",4.49
"687","2009-09-23",4.3
"688","2009-09-24",4.21
"689","2009-09-25",4.31
"690","2009-09-28",4.47
"691","2009-09-29",4.46
"692","2009-09-30",4.35
"693","2009-10-01",3.93
"694","2009-10-02",3.85
"695","2009-10-05",4.01
"696","2009-10-06",4.14
"697","2009-10-07",4.19
"698","2009-10-08",4.24
"699","2009-10-09",4.18
"700","2009-10-12",3.98
"701","2009-10-13",3.82
"702","2009-10-14",3.99
"703","2009-10-15",3.8
"704","2009-10-16",3.81
"705","2009-10-19",3.88
"706","2009-10-20",3.71
"707","2009-10-21",3.67
"708","2009-10-22",3.8
"709","2009-10-23",3.62
"710","2009-10-26",3.56
"711","2009-10-27",3.56
"712","2009-10-28",3.7
"713","2009-10-29",4.01
"714","2009-10-30",3.92
"715","2009-11-02",3.97
"716","2009-11-03",4.07
"717","2009-11-04",3.86
"718","2009-11-05",4.05
"719","2009-11-06",4.09
"720","2009-11-09",4.08
"721","2009-11-10",3.92
"722","2009-11-11",3.95
"723","2009-11-12",3.76
"724","2009-11-13",3.83
"725","2009-11-16",4.1
"726","2009-11-17",4.3
"727","2009-11-18",4.07
"728","2009-11-19",3.79
"729","2009-11-20",3.89
"730","2009-11-23",3.88
"731","2009-11-24",4.04
"732","2009-11-25",4.1
"733","2009-11-27",4.09
"734","2009-11-30",4.08
"735","2009-12-01",4.08
"736","2009-12-02",4.03
"737","2009-12-03",3.96
"738","2009-12-04",4.01
"739","2009-12-07",3.9
"740","2009-12-08",3.82
"741","2009-12-09",3.77
"742","2009-12-10",3.63
"743","2009-12-11",3.55
"744","2009-12-14",3.37
"745","2009-12-15",3.45
"746","2009-12-16",3.4
"747","2009-12-17",3.25
"748","2009-12-18",3.4
"749","2009-12-21",3.42
"750","2009-12-22",3.43
"751","2009-12-23",3.51
"752","2009-12-24",3.57
"753","2009-12-28",3.76
"754","2009-12-29",3.77
"755","2009-12-30",3.81
"756","2009-12-31",3.84
"757","2010-01-04",3.8
"758","2010-01-05",3.67
"759","2010-01-06",3.66
"760","2010-01-07",3.68
"761","2010-01-08",3.64
"762","2010-01-11",3.76
"763","2010-01-12",3.53
"764","2010-01-13",3.56
"765","2010-01-14",3.54
"766","2010-01-15",3.46
"767","2010-01-19",3.4
"768","2010-01-20",3.37
"769","2010-01-21",3.28
"770","2010-01-22",3.18
"771","2010-01-25",3.24
"772","2010-01-26",3.17
"773","2010-01-27",3.13
"774","2010-01-28",3.04
"775","2010-01-29",3.16
"776","2010-02-01",3.17
"777","2010-02-02",3.04
"778","2010-02-03",3.09
"779","2010-02-04",3.09
"780","2010-02-05",3.11
"781","2010-02-08",3.11
"782","2010-02-09",3.29
"783","2010-02-10",3.27
"784","2010-02-11",3.18
"785","2010-02-12",3.24
"786","2010-02-16",3.46
"787","2010-02-17",3.46
"788","2010-02-18",3.35
"789","2010-02-19",3.38
"790","2010-02-22",3.33
"791","2010-02-23",3.4
"792","2010-02-24",3.51
"793","2010-02-25",3.55
"794","2010-02-26",3.75
"795","2010-03-01",3.93
"796","2010-03-02",4.01
"797","2010-03-03",4.1
"798","2010-03-04",3.89
"799","2010-03-05",4.02
"800","2010-03-08",4.01
"801","2010-03-09",4.12
"802","2010-03-10",4.31
"803","2010-03-11",4.35
"804","2010-03-12",4.28
"805","2010-03-15",4.38
"806","2010-03-16",4.4
"807","2010-03-17",4.25
"808","2010-03-18",4.28
"809","2010-03-19",4.3
"810","2010-03-22",4.31
"811","2010-03-23",4.29
"812","2010-03-24",4.2
"813","2010-03-25",4.21
"814","2010-03-26",4.25
"815","2010-03-29",4.26
"816","2010-03-30",4.44
"817","2010-03-31",4.33
"818","2010-04-01",4.36
"819","2010-04-05",4.54
"820","2010-04-06",4.42
"821","2010-04-07",4.24
"822","2010-04-08",4.29
"823","2010-04-09",4.29
"824","2010-04-12",4.29
"825","2010-04-13",4.32
"826","2010-04-14",4.44
"827","2010-04-15",4.35
"828","2010-04-16",4.18
"829","2010-04-19",4.26
"830","2010-04-20",4.3
"831","2010-04-21",4.27
"832","2010-04-22",4.28
"833","2010-04-23",4.35
"834","2010-04-26",4.22
"835","2010-04-27",4.01
"836","2010-04-28",3.61
"837","2010-04-29",3.89
"838","2010-04-30",3.83
"839","2010-05-03",3.9
"840","2010-05-04",3.8
"841","2010-05-05",3.75
"842","2010-05-06",3.63
"843","2010-05-07",3.6
"844","2010-05-10",3.82
"845","2010-05-11",3.86
"846","2010-05-12",4.03
"847","2010-05-13",3.94
"848","2010-05-14",3.67
"849","2010-05-17",3.85
"850","2010-05-18",3.81
"851","2010-05-19",3.63
"852","2010-05-20",3.27
"853","2010-05-21",3.22
"854","2010-05-24",3.26
"855","2010-05-25",3.35
"856","2010-05-26",3.48
"857","2010-05-27",3.57
"858","2010-05-28",3.56
"859","2010-06-01",3.34
"860","2010-06-02",3.53
"861","2010-06-03",3.57
"862","2010-06-04",3.3
"863","2010-06-07",3.2
"864","2010-06-08",3.23
"865","2010-06-09",3.19
"866","2010-06-10",3.25
"867","2010-06-11",3.25
"868","2010-06-14",3.24
"869","2010-06-15",3.17
"870","2010-06-16",3.24
"871","2010-06-17",3.25
"872","2010-06-18",3.2
"873","2010-06-21",3.2
"874","2010-06-22",3.16
"875","2010-06-23",3.13
"876","2010-06-24",3.1
"877","2010-06-25",3.28
"878","2010-06-28",3.07
"879","2010-06-29",2.92
"880","2010-06-30",2.93
"881","2010-07-01",2.88
"882","2010-07-02",2.9
"883","2010-07-06",2.81
"884","2010-07-07",2.91
"885","2010-07-08",2.94
"886","2010-07-09",2.93
"887","2010-07-12",2.85
"888","2010-07-13",2.98
"889","2010-07-14",2.88
"890","2010-07-15",2.88
"891","2010-07-16",2.8
"892","2010-07-19",2.71
"893","2010-07-20",2.81
"894","2010-07-21",2.65
"895","2010-07-22",2.8
"896","2010-07-23",2.86
"897","2010-07-26",2.95
"898","2010-07-27",3.02
"899","2010-07-28",2.97
"900","2010-07-29",2.97
"901","2010-07-30",2.89
"902","2010-08-02",2.97
"903","2010-08-03",2.96
"904","2010-08-04",2.72
"905","2010-08-05",2.6
"906","2010-08-06",2.66
"907","2010-08-09",2.58
"908","2010-08-10",2.55
"909","2010-08-11",2.51
"910","2010-08-12",2.56
"911","2010-08-13",2.49
"912","2010-08-16",2.6
"913","2010-08-17",2.43
"914","2010-08-18",2.36
"915","2010-08-19",2.25
"916","2010-08-20",2.32
"917","2010-08-23",2.31
"918","2010-08-24",2.23
"919","2010-08-25",2.25
"920","2010-08-26",2.17
"921","2010-08-27",2.2
"922","2010-08-30",2.09
"923","2010-08-31",2.12
"924","2010-09-01",2.19
"925","2010-09-02",2.25
"926","2010-09-03",2.32
"927","2010-09-07",2.25
"928","2010-09-08",2.11
"929","2010-09-09",2.2
"930","2010-09-10",2.25
"931","2010-09-13",2.38
"932","2010-09-14",2.34
"933","2010-09-15",2.38
"934","2010-09-16",2.46
"935","2010-09-17",2.61
"936","2010-09-20",2.67
"937","2010-09-21",2.7
"938","2010-09-22",2.46
"939","2010-09-23",2.46
"940","2010-09-24",2.56
"941","2010-09-27",2.48
"942","2010-09-28",2.54
"943","2010-09-29",2.51
"944","2010-09-30",2.63
"945","2010-10-01",2.64
"946","2010-10-04",2.48
"947","2010-10-05",2.53
"948","2010-10-06",2.51
"949","2010-10-07",2.47
"950","2010-10-08",2.63
"951","2010-10-11",2.59
"952","2010-10-12",2.59
"953","2010-10-13",2.7
"954","2010-10-14",2.75
"955","2010-10-15",2.74
"956","2010-10-18",2.86
"957","2010-10-19",2.69
"958","2010-10-20",2.7
"959","2010-10-21",2.62
"960","2010-10-22",2.6
"961","2010-10-25",2.55
"962","2010-10-26",2.52
"963","2010-10-27",2.55
"964","2010-10-28",2.52
"965","2010-10-29",2.47
"966","2010-11-01",2.37
"967","2010-11-02",2.33
"968","2010-11-03",2.28
"969","2010-11-04",2.38
"970","2010-11-05",2.57
"971","2010-11-08",2.56
"972","2010-11-09",2.48
"973","2010-11-10",2.51
"974","2010-11-11",2.46
"975","2010-11-12",2.46
"976","2010-11-15",2.5
"977","2010-11-16",2.41
"978","2010-11-17",2.49
"979","2010-11-18",2.49
"980","2010-11-19",2.49
"981","2010-11-22",2.57
"982","2010-11-23",2.62
"983","2010-11-24",2.75
"984","2010-11-26",2.7
"985","2010-11-29",2.73
"986","2010-11-30",2.71
"987","2010-12-01",2.73
"988","2010-12-02",2.72
"989","2010-12-03",2.63
"990","2010-12-06",2.62
"991","2010-12-07",2.7
"992","2010-12-08",2.7
"993","2010-12-09",2.7
"994","2010-12-10",2.7
"995","2010-12-13",2.7
"996","2010-12-14",2.73
"997","2010-12-15",2.7
"998","2010-12-16",2.72
"999","2010-12-17",2.72
"1000","2010-12-20",2.68
"1001","2010-12-21",2.65
