"","date","SEM"
"158","2010-05-12",8.98
"159","2010-05-13",8.76
"160","2010-05-14",8.48
"161","2010-05-17",8.13
"162","2010-05-18",8.04
"163","2010-05-19",8.21
"164","2010-05-20",8.01
"165","2010-05-21",8.08
"166","2010-05-24",7.91
"167","2010-05-25",8.04
"168","2010-05-26",8.19
"169","2010-05-27",8.2
"170","2010-05-28",8.1
"171","2010-06-01",7.85
"172","2010-06-02",7.96
"173","2010-06-03",7.89
"174","2010-06-04",7.6
"175","2010-06-07",7.46
"176","2010-06-08",7.22
"177","2010-06-09",7.31
"178","2010-06-10",7.05
"179","2010-06-11",7.13
"180","2010-06-14",7.63
"181","2010-06-15",7.65
"182","2010-06-16",7.58
"183","2010-06-17",7.54
"184","2010-06-18",7.61
"185","2010-06-21",7.64
"186","2010-06-22",7.4
"187","2010-06-23",7.41
"188","2010-06-24",7.43
"189","2010-06-25",7.57
"190","2010-06-28",7.4
"191","2010-06-29",6.81
"192","2010-06-30",6.78
"193","2010-07-01",6.32
"194","2010-07-02",6.29
"195","2010-07-06",6.17
"196","2010-07-07",6.37
"197","2010-07-08",6.41
"198","2010-07-09",6.51
"199","2010-07-12",6.22
"200","2010-07-13",6.33
"201","2010-07-14",6.29
"202","2010-07-15",6.32
"203","2010-07-16",6.06
"204","2010-07-19",6.05
"205","2010-07-20",6.15
"206","2010-07-21",5.96
"207","2010-07-22",6.33
"208","2010-07-23",6.4
"209","2010-07-26",6.72
"210","2010-07-27",6.7
"211","2010-07-28",6.38
"212","2010-07-29",6.53
"213","2010-07-30",6.55
"214","2010-08-02",6.79
"215","2010-08-03",6.7
"216","2010-08-04",6.73
"217","2010-08-05",6.66
"218","2010-08-06",7.19
"219","2010-08-09",7.31
"220","2010-08-10",7.29
"221","2010-08-11",6.94
"222","2010-08-12",7.05
"223","2010-08-13",6.99
"224","2010-08-16",7.11
"225","2010-08-17",7.22
"226","2010-08-18",7.26
"227","2010-08-19",7.11
"228","2010-08-20",7.26
"229","2010-08-23",7.25
"230","2010-08-24",7.29
"231","2010-08-25",7.53
"232","2010-08-26",7.2
"233","2010-08-27",7.36
"234","2010-08-30",7.15
"235","2010-08-31",7.15
"236","2010-09-01",7.43
"237","2010-09-02",7.64
"238","2010-09-03",7.78
"239","2010-09-07",7.66
"240","2010-09-08",7.62
"241","2010-09-09",7.55
"242","2010-09-10",7.43
"243","2010-09-13",7.48
"244","2010-09-14",7.78
"245","2010-09-15",7.85
"246","2010-09-16",7.74
"247","2010-09-17",7.77
"248","2010-09-20",7.95
"249","2010-09-21",7.81
"250","2010-09-22",7.68
"251","2010-09-23",7.48
"252","2010-09-24",7.75
"253","2010-09-27",7.69
"254","2010-09-28",7.75
"255","2010-09-29",7.76
"256","2010-09-30",7.7
"257","2010-10-01",7.68
"258","2010-10-04",7.36
"259","2010-10-05",7.49
"260","2010-10-06",7.48
"261","2010-10-07",7.46
"262","2010-10-08",7.66
"263","2010-10-11",7.63
"264","2010-10-12",7.48
"265","2010-10-13",7.54
"266","2010-10-14",7.52
"267","2010-10-15",7.6
"268","2010-10-18",7.67
"269","2010-10-19",7.49
"270","2010-10-20",7.55
"271","2010-10-21",7.53
"272","2010-10-22",7.51
"273","2010-10-25",7.51
"274","2010-10-26",7.51
"275","2010-10-27",7.5
"276","2010-10-28",7.46
"277","2010-10-29",7.48
"278","2010-11-01",7.28
"279","2010-11-02",7.39
"280","2010-11-03",7.34
"281","2010-11-04",7.25
"282","2010-11-05",6.49
"283","2010-11-08",6.4
"284","2010-11-09",6.28
"285","2010-11-10",6.38
"286","2010-11-11",6.29
"287","2010-11-12",6.2
"288","2010-11-15",6.23
"289","2010-11-16",6.17
"290","2010-11-17",6.13
"291","2010-11-18",6.24
"292","2010-11-19",6.29
"293","2010-11-22",5.76
"294","2010-11-23",5.84
"295","2010-11-24",6.02
"296","2010-11-26",6.1
"297","2010-11-29",6.18
"298","2010-11-30",6.19
"299","2010-12-01",6.19
"300","2010-12-02",6.39
"301","2010-12-03",6.45
"302","2010-12-06",6.44
"303","2010-12-07",6.28
"304","2010-12-08",6.27
"305","2010-12-09",6.47
"306","2010-12-10",6.71
"307","2010-12-13",6.51
"308","2010-12-14",6.73
"309","2010-12-15",6.89
"310","2010-12-16",7.03
"311","2010-12-17",7.07
"312","2010-12-20",7.1
"313","2010-12-21",7.19
"314","2010-12-22",7.31
"315","2010-12-23",7.27
"316","2010-12-27",7.29
"317","2010-12-28",7.27
"318","2010-12-29",7.32
"319","2010-12-30",7.32
"320","2010-12-31",7.31
"321","2011-01-03",7.21
"322","2011-01-04",7.04
"323","2011-01-05",7.05
"324","2011-01-06",7
"325","2011-01-07",7.17
"326","2011-01-10",7.32
"327","2011-01-11",7.28
"328","2011-01-12",7.25
"329","2011-01-13",7.22
"330","2011-01-14",7.22
"331","2011-01-18",7.2
"332","2011-01-19",7.02
"333","2011-01-20",6.92
"334","2011-01-21",7.01
"335","2011-01-24",7.05
"336","2011-01-25",7.04
"337","2011-01-26",7
"338","2011-01-27",6.94
"339","2011-01-28",6.7
"340","2011-01-31",6.74
"341","2011-02-01",7
"342","2011-02-02",6.82
"343","2011-02-03",6.95
"344","2011-02-04",6.84
"345","2011-02-07",6.8
"346","2011-02-08",7.13
"347","2011-02-09",7.02
"348","2011-02-10",7.06
"349","2011-02-11",7.28
"350","2011-02-14",7.37
"351","2011-02-15",7.45
"352","2011-02-16",7.69
"353","2011-02-17",7.72
"354","2011-02-18",7.62
"355","2011-02-22",7.45
"356","2011-02-23",7.6
"357","2011-02-24",7.63
"358","2011-02-25",7.71
"359","2011-02-28",7.8
"360","2011-03-01",7.76
"361","2011-03-02",7.65
"362","2011-03-03",7.66
"363","2011-03-04",7.62
"364","2011-03-07",7.45
"365","2011-03-08",7.71
"366","2011-03-09",7.82
"367","2011-03-10",7.44
"368","2011-03-11",7.5
"369","2011-03-14",7.46
"370","2011-03-15",7.47
"371","2011-03-16",7.45
"372","2011-03-17",7.56
"373","2011-03-18",7.7
"374","2011-03-21",7.81
"375","2011-03-22",7.84
"376","2011-03-23",7.77
"377","2011-03-24",7.73
"378","2011-03-25",7.86
"379","2011-03-28",7.9
"380","2011-03-29",7.93
"381","2011-03-30",7.94
"382","2011-03-31",8.06
"383","2011-04-01",8.15
"384","2011-04-04",8.17
"385","2011-04-05",8.16
"386","2011-04-06",8.13
"387","2011-04-07",7.97
"388","2011-04-08",8.06
"389","2011-04-11",8.05
"390","2011-04-12",8.12
"391","2011-04-13",8.08
"392","2011-04-14",8.14
"393","2011-04-15",8.08
"394","2011-04-18",7.95
"395","2011-04-19",7.89
"396","2011-04-20",8.09
"397","2011-04-21",8.17
"398","2011-04-25",8.21
"399","2011-04-26",8.43
"400","2011-04-27",9.04
"401","2011-04-28",9.05
"402","2011-04-29",8.92
"403","2011-05-02",8.84
"404","2011-05-03",8.78
"405","2011-05-04",8.6
"406","2011-05-05",8.67
"407","2011-05-06",8.66
"408","2011-05-09",8.65
"409","2011-05-10",8.81
"410","2011-05-11",8.8
"411","2011-05-12",9.04
"412","2011-05-13",9
"413","2011-05-16",8.91
"414","2011-05-17",9.09
"415","2011-05-18",9.21
"416","2011-05-19",9.27
"417","2011-05-20",9.3
"418","2011-05-23",9.13
"419","2011-05-24",9.09
"420","2011-05-25",9.21
"421","2011-05-26",9.25
"422","2011-05-27",9.28
"423","2011-05-31",9.5
"424","2011-06-01",9.34
"425","2011-06-02",9.22
"426","2011-06-03",9.02
"427","2011-06-06",8.99
"428","2011-06-07",8.94
"429","2011-06-08",9.1
"430","2011-06-09",9.21
"431","2011-06-10",9.06
"432","2011-06-13",9.01
"433","2011-06-14",9.17
"434","2011-06-15",9
"435","2011-06-16",9.25
"436","2011-06-17",9.32
"437","2011-06-20",9.54
"438","2011-06-21",9.45
"439","2011-06-22",9.42
"440","2011-06-23",9.22
"441","2011-06-24",8.96
"442","2011-06-27",9.12
"443","2011-06-28",9.09
"444","2011-06-29",9.04
"445","2011-06-30",8.87
"446","2011-07-01",8.97
"447","2011-07-05",8.9
"448","2011-07-06",9.08
"449","2011-07-07",9.12
"450","2011-07-08",8.92
"451","2011-07-11",8.82
"452","2011-07-12",8.81
"453","2011-07-13",8.76
"454","2011-07-14",8.68
"455","2011-07-15",8.64
"456","2011-07-18",8.48
"457","2011-07-19",8.71
"458","2011-07-20",8.48
"459","2011-07-21",8.6
"460","2011-07-22",8.58
"461","2011-07-25",8.44
"462","2011-07-26",8.28
"463","2011-07-27",8.05
"464","2011-07-28",8.02
"465","2011-07-29",7.85
"466","2011-08-01",7.59
"467","2011-08-02",7.31
"468","2011-08-03",7.14
"469","2011-08-04",6.68
"470","2011-08-05",6.36
"471","2011-08-08",5.63
"472","2011-08-09",6.05
"473","2011-08-10",5.71
"474","2011-08-11",6.2
"475","2011-08-12",6.2
"476","2011-08-15",6.6
"477","2011-08-16",6.63
"478","2011-08-17",6.61
"479","2011-08-18",6.26
"480","2011-08-19",6.14
"481","2011-08-22",5.97
"482","2011-08-23",6.31
"483","2011-08-24",6.51
"484","2011-08-25",6.45
"485","2011-08-26",6.47
"486","2011-08-29",6.76
"487","2011-08-30",6.92
"488","2011-08-31",7.25
"489","2011-09-01",7.06
"490","2011-09-02",6.78
"491","2011-09-06",6.77
"492","2011-09-07",7.1
"493","2011-09-08",6.91
"494","2011-09-09",6.75
"495","2011-09-12",7.15
"496","2011-09-13",7.01
"497","2011-09-14",7.3
"498","2011-09-15",7.3
"499","2011-09-16",7.32
"500","2011-09-19",7.17
"501","2011-09-20",6.39
"502","2011-09-21",6.21
"503","2011-09-22",6.24
"504","2011-09-23",6.03
"505","2011-09-26",6.35
"506","2011-09-27",6.51
"507","2011-09-28",6.49
"508","2011-09-29",6.95
"509","2011-09-30",6.67
"510","2011-10-03",6.2
"511","2011-10-04",6.58
"512","2011-10-05",6.9
"513","2011-10-06",7.26
"514","2011-10-07",7.29
"515","2011-10-10",7.81
"516","2011-10-11",7.94
"517","2011-10-12",8.26
"518","2011-10-13",8.42
"519","2011-10-14",8.43
"520","2011-10-17",8.17
"521","2011-10-18",8.86
"522","2011-10-19",8.6
"523","2011-10-20",8.71
"524","2011-10-21",9.05
"525","2011-10-24",8.92
"526","2011-10-25",8.57
"527","2011-10-26",8.49
"528","2011-10-27",8.65
"529","2011-10-28",8.97
"530","2011-10-31",8.7
"531","2011-11-01",8.11
"532","2011-11-02",8.62
"533","2011-11-03",8.61
"534","2011-11-04",8.41
"535","2011-11-07",8.66
"536","2011-11-08",8.7
"537","2011-11-09",8.28
"538","2011-11-10",8.41
"539","2011-11-11",8.6
"540","2011-11-14",8.4
"541","2011-11-15",8.31
"542","2011-11-16",8.03
"543","2011-11-17",7.85
"544","2011-11-18",7.94
"545","2011-11-21",7.83
"546","2011-11-22",7.72
"547","2011-11-23",7.57
"548","2011-11-25",7.61
"549","2011-11-28",7.98
"550","2011-11-29",8.01
"551","2011-11-30",8.67
"552","2011-12-01",8.7
"553","2011-12-02",8.58
"554","2011-12-05",8.66
"555","2011-12-06",8.63
"556","2011-12-07",8.68
"557","2011-12-08",8.33
"558","2011-12-09",8.5
"559","2011-12-12",8.49
"560","2011-12-13",8.4
"561","2011-12-14",8.36
"562","2011-12-15",8.57
"563","2011-12-16",8.77
"564","2011-12-19",8.61
"565","2011-12-20",8.93
"566","2011-12-21",8.99
"567","2011-12-22",8.9
"568","2011-12-23",8.89
"569","2011-12-27",8.86
"570","2011-12-28",8.51
"571","2011-12-29",8.5
"572","2011-12-30",8.48
"573","2012-01-03",8.71
"574","2012-01-04",8.7
"575","2012-01-05",8.72
"576","2012-01-06",8.75
"577","2012-01-09",8.59
"578","2012-01-10",8.21
"579","2012-01-11",8.17
"580","2012-01-12",8.12
"581","2012-01-13",8.11
"582","2012-01-17",8.03
"583","2012-01-18",8.08
"584","2012-01-19",8.12
"585","2012-01-20",8.14
"586","2012-01-23",8.09
"587","2012-01-24",8.16
"588","2012-01-25",8.23
"589","2012-01-26",8.27
"590","2012-01-27",8.28
"591","2012-01-30",8.25
"592","2012-01-31",8.29
"593","2012-02-01",8.36
"594","2012-02-02",8.45
"595","2012-02-03",8.6
"596","2012-02-06",8.52
"597","2012-02-07",8.48
"598","2012-02-08",8.54
"599","2012-02-09",8.48
"600","2012-02-10",8.4
"601","2012-02-13",8.42
"602","2012-02-14",8.33
"603","2012-02-15",7.96
"604","2012-02-16",8
"605","2012-02-17",7.89
"606","2012-02-21",7.82
"607","2012-02-22",7.97
"608","2012-02-23",8.15
"609","2012-02-24",8.39
"610","2012-02-27",8.4
"611","2012-02-28",8.43
"612","2012-02-29",8.42
"613","2012-03-01",8.4
"614","2012-03-02",8.31
"615","2012-03-05",8.35
"616","2012-03-06",8.11
"617","2012-03-07",8.15
"618","2012-03-08",8.48
"619","2012-03-09",8.79
"620","2012-03-12",8.64
"621","2012-03-13",8.56
"622","2012-03-14",8.36
"623","2012-03-15",8.36
"624","2012-03-16",8.27
"625","2012-03-19",8.37
"626","2012-03-20",8.1
"627","2012-03-21",7.97
"628","2012-03-22",8.01
"629","2012-03-23",8.21
"630","2012-03-26",8.33
"631","2012-03-27",8.29
"632","2012-03-28",8.15
"633","2012-03-29",8.09
"634","2012-03-30",7.69
"635","2012-04-02",7.83
"636","2012-04-03",7.56
"637","2012-04-04",7.37
"638","2012-04-05",7.18
"639","2012-04-09",7.22
"640","2012-04-10",7.11
"641","2012-04-11",7.28
"642","2012-04-12",7.35
"643","2012-04-13",7.48
"644","2012-04-16",7.46
"645","2012-04-17",7.66
"646","2012-04-18",7.64
"647","2012-04-19",7.81
"648","2012-04-20",7.9
"649","2012-04-23",7.72
"650","2012-04-24",7.85
"651","2012-04-25",8.82
"652","2012-04-26",8.61
"653","2012-04-27",8.63
"654","2012-04-30",8.57
"655","2012-05-01",8.66
"656","2012-05-02",8.67
"657","2012-05-03",8.6
"658","2012-05-04",8.39
"659","2012-05-07",8.95
"660","2012-05-08",9.08
"661","2012-05-09",9.02
"662","2012-05-10",9.23
"663","2012-05-11",9.19
"664","2012-05-14",9.01
"665","2012-05-15",9
"666","2012-05-16",9.06
"667","2012-05-17",8.97
"668","2012-05-18",9
"669","2012-05-21",9.03
"670","2012-05-22",9.07
"671","2012-05-23",9.13
"672","2012-05-24",9.14
"673","2012-05-25",9.15
"674","2012-05-29",9.24
"675","2012-05-30",9.24
"676","2012-05-31",9.24
"677","2012-06-01",9.07
"678","2012-06-04",9.22
"679","2012-06-05",9.23
"680","2012-06-06",9.34
"681","2012-06-07",9.77
"682","2012-06-08",9.75
"683","2012-06-11",9.55
"684","2012-06-12",9.47
"685","2012-06-13",9.47
"686","2012-06-14",9.69
"687","2012-06-15",9.63
"688","2012-06-18",9.67
"689","2012-06-19",9.73
"690","2012-06-20",9.7
"691","2012-06-21",9.47
"692","2012-06-22",9.75
"693","2012-06-25",9.83
"694","2012-06-26",9.91
"695","2012-06-27",9.95
"696","2012-06-28",9.96
"697","2012-06-29",10.11
"698","2012-07-02",10.43
"699","2012-07-03",10.38
"700","2012-07-05",10.72
"701","2012-07-06",10.48
"702","2012-07-09",10.55
"703","2012-07-10",10.57
"704","2012-07-11",10.87
"705","2012-07-12",10.89
"706","2012-07-13",10.74
"707","2012-07-16",10.73
"708","2012-07-17",10.59
"709","2012-07-18",11.19
"710","2012-07-19",11.46
"711","2012-07-20",11.01
"712","2012-07-23",10.95
"713","2012-07-24",11.12
"714","2012-07-25",10.99
"715","2012-07-26",11.06
"716","2012-07-27",11.24
"717","2012-07-30",11.05
"718","2012-07-31",10.65
"719","2012-08-01",11.45
"720","2012-08-02",11.62
"721","2012-08-03",11.44
"722","2012-08-06",11.75
"723","2012-08-07",11.84
"724","2012-08-08",13.73
"725","2012-08-09",10.38
"726","2012-08-10",10.13
"727","2012-08-13",10.32
"728","2012-08-14",10.32
"729","2012-08-15",10.57
"730","2012-08-16",10.5
"731","2012-08-17",10.46
"732","2012-08-20",10.45
"733","2012-08-21",10.41
"734","2012-08-22",10.31
"735","2012-08-23",10.29
"736","2012-08-24",9.99
"737","2012-08-27",10.3
"738","2012-08-28",10.4
"739","2012-08-29",10.42
"740","2012-08-30",10.4
"741","2012-08-31",10.35
"742","2012-09-04",10.32
"743","2012-09-05",10.37
"744","2012-09-06",10.48
"745","2012-09-07",10.55
"746","2012-09-10",10.38
"747","2012-09-11",10.5
"748","2012-09-12",10.58
"749","2012-09-13",10.72
"750","2012-09-14",10.91
"751","2012-09-17",11
"752","2012-09-18",11.15
"753","2012-09-19",11.04
"754","2012-09-20",11.06
"755","2012-09-21",11.1
"756","2012-09-24",11.18
"757","2012-09-25",11.09
"758","2012-09-26",11.08
"759","2012-09-27",11.13
"760","2012-09-28",11.23
"761","2012-10-01",11.5
"762","2012-10-02",11.3
"763","2012-10-03",11.26
"764","2012-10-04",11.33
"765","2012-10-05",11.44
"766","2012-10-08",11.28
"767","2012-10-09",11.25
"768","2012-10-10",11.2
"769","2012-10-11",11.24
"770","2012-10-12",11.23
"771","2012-10-15",11.29
"772","2012-10-16",11.25
"773","2012-10-17",11.41
"774","2012-10-18",10.86
"775","2012-10-19",10.47
"776","2012-10-22",10.65
"777","2012-10-23",10.43
"778","2012-10-24",10.68
"779","2012-10-25",10.94
"780","2012-10-26",10.75
"781","2012-10-31",10.59
"782","2012-11-01",11.08
"783","2012-11-02",11.65
"784","2012-11-05",11.57
"785","2012-11-06",11.29
"786","2012-11-07",10.95
"787","2012-11-08",10.49
"788","2012-11-09",10.49
"789","2012-11-12",10.88
"790","2012-11-13",10.7
"791","2012-11-14",10.24
"792","2012-11-15",10.39
"793","2012-11-16",10.7
"794","2012-11-19",10.74
"795","2012-11-20",10.67
"796","2012-11-21",10.9
"797","2012-11-23",10.95
"798","2012-11-26",10.97
"799","2012-11-27",11.04
"800","2012-11-28",11.14
"801","2012-11-29",11.45
"802","2012-11-30",11.04
"803","2012-12-03",9.86
"804","2012-12-04",10.07
"805","2012-12-05",10.32
"806","2012-12-06",10.23
"807","2012-12-07",10.09
"808","2012-12-10",10.14
"809","2012-12-11",10.23
"810","2012-12-12",10.35
"811","2012-12-13",9.93
"812","2012-12-14",9.86
"813","2012-12-17",10
"814","2012-12-18",9.51
"815","2012-12-19",9.5
"816","2012-12-20",9.58
"817","2012-12-21",9.68
"818","2012-12-24",9.6
"819","2012-12-26",9.55
"820","2012-12-27",9.44
"821","2012-12-28",9.28
"822","2012-12-31",9.43
"823","2013-01-02",9.9
"824","2013-01-03",9.89
"825","2013-01-04",9.82
"826","2013-01-07",9.84
"827","2013-01-08",9.64
"828","2013-01-09",9.7
"829","2013-01-10",9.49
"830","2013-01-11",9.62
"831","2013-01-14",9.45
"832","2013-01-15",9.7
"833","2013-01-16",9.72
"834","2013-01-17",9.67
"835","2013-01-18",9.68
"836","2013-01-22",9.75
"837","2013-01-23",9.87
"838","2013-01-24",9.36
"839","2013-01-25",9.72
"840","2013-01-28",9.74
"841","2013-01-29",9.54
"842","2013-01-30",9.51
"843","2013-01-31",9.74
"844","2013-02-01",9.69
"845","2013-02-04",9.36
"846","2013-02-05",9.58
"847","2013-02-06",9.68
"848","2013-02-07",9.77
"849","2013-02-08",9.95
"850","2013-02-11",9.92
"851","2013-02-12",9.8
"852","2013-02-13",9.79
"853","2013-02-14",9.84
"854","2013-02-15",9.94
"855","2013-02-19",9.82
"856","2013-02-20",8.8
"857","2013-02-21",8.72
"858","2013-02-22",9.16
"859","2013-02-25",9.07
"860","2013-02-26",9
"861","2013-02-27",9.36
"862","2013-02-28",9.24
"863","2013-03-01",8.99
"864","2013-03-04",8.94
"865","2013-03-05",9.04
"866","2013-03-06",8.9
"867","2013-03-07",8.81
"868","2013-03-08",8.66
"869","2013-03-11",8.65
"870","2013-03-12",8.89
"871","2013-03-13",8.85
"872","2013-03-14",8.95
"873","2013-03-15",8.99
"874","2013-03-18",8.72
"875","2013-03-19",8.57
"876","2013-03-20",8.83
"877","2013-03-21",8.82
"878","2013-03-22",8.67
"879","2013-03-25",8.92
"880","2013-03-26",9.01
"881","2013-03-27",9.11
"882","2013-03-28",9
"883","2013-04-01",9.01
"884","2013-04-02",8.98
"885","2013-04-03",8.94
"886","2013-04-04",9
"887","2013-04-05",8.75
"888","2013-04-08",8.84
"889","2013-04-09",8.64
"890","2013-04-10",8.6
"891","2013-04-11",8.82
"892","2013-04-12",8.85
"893","2013-04-15",8.37
"894","2013-04-16",8.52
"895","2013-04-17",8.15
"896","2013-04-18",7.92
"897","2013-04-19",8
"898","2013-04-22",8.21
"899","2013-04-23",8.28
"900","2013-04-24",8.23
"901","2013-04-25",8.23
"902","2013-04-26",8.46
"903","2013-04-29",8.2
"904","2013-04-30",8.25
"905","2013-05-01",8.06
"906","2013-05-02",8.34
"907","2013-05-03",7.86
"908","2013-05-06",7.73
"909","2013-05-07",8.06
"910","2013-05-08",8.29
"911","2013-05-09",8.09
"912","2013-05-10",8.22
"913","2013-05-13",8.08
"914","2013-05-14",8.22
"915","2013-05-15",8.14
"916","2013-05-16",8.23
"917","2013-05-17",8.19
"918","2013-05-20",8.06
"919","2013-05-21",8.06
"920","2013-05-22",8.02
"921","2013-05-23",8.03
"922","2013-05-24",8.09
"923","2013-05-28",8.16
"924","2013-05-29",8.01
"925","2013-05-30",7.92
"926","2013-05-31",7.9
"927","2013-06-03",7.8
"928","2013-06-04",7.95
"929","2013-06-05",7.88
"930","2013-06-06",7.9
"931","2013-06-07",7.89
"932","2013-06-10",7.92
"933","2013-06-11",8.04
"934","2013-06-12",8.14
"935","2013-06-13",8.24
"936","2013-06-14",8.2
"937","2013-06-17",8.3
"938","2013-06-18",8.26
"939","2013-06-19",8.01
"940","2013-06-20",7.83
"941","2013-06-21",7.97
"942","2013-06-24",8.03
"943","2013-06-25",8.07
"944","2013-06-26",8.16
"945","2013-06-27",8.29
"946","2013-06-28",8.2
"947","2013-07-01",8.21
"948","2013-07-02",8.14
"949","2013-07-03",7.94
"950","2013-07-05",7.84
"951","2013-07-08",8.02
"952","2013-07-09",8.11
"953","2013-07-10",8.22
"954","2013-07-11",8.28
"955","2013-07-12",8.26
"956","2013-07-15",8.2
"957","2013-07-16",8.53
"958","2013-07-17",8.4
"959","2013-07-18",8.91
"960","2013-07-19",9
"961","2013-07-22",9
"962","2013-07-23",8.99
"963","2013-07-24",8.95
"964","2013-07-25",9
"965","2013-07-26",8.96
"966","2013-07-29",8.96
"967","2013-07-30",8.84
"968","2013-07-31",8.97
"969","2013-08-01",8.97
"970","2013-08-02",8.96
"971","2013-08-05",9
"972","2013-08-06",8.91
"973","2013-08-07",8.89
"974","2013-08-08",8.83
"975","2013-08-09",9
"976","2013-08-12",9
"977","2013-08-13",8.65
"978","2013-08-14",8.75
"979","2013-08-15",8.45
"980","2013-08-16",8.56
"981","2013-08-19",8.47
"982","2013-08-20",8.57
"983","2013-08-21",8.6
"984","2013-08-22",8.43
"985","2013-08-23",8.48
"986","2013-08-26",8.52
"987","2013-08-27",8.5
"988","2013-08-28",8.58
"989","2013-08-29",8.65
"990","2013-08-30",8.47
"991","2013-09-03",8.47
"992","2013-09-04",8.2
"993","2013-09-05",8.13
"994","2013-09-06",8.3
"995","2013-09-09",8.39
"996","2013-09-10",8.28
"997","2013-09-11",8.23
"998","2013-09-12",8.18
"999","2013-09-13",8.24
"1000","2013-09-16",8.25
"1001","2013-09-17",8.2
