"","date","IPI"
"1","2008-04-22",504
"2","2008-04-23",490.899994
"3","2008-04-24",485.899994
"4","2008-04-25",519.400024
"5","2008-04-28",482.799988
"6","2008-04-29",456.200012
"7","2008-04-30",474.899994
"8","2008-05-01",450.799988
"9","2008-05-02",447.600006
"10","2008-05-05",485
"11","2008-05-06",497.899994
"12","2008-05-07",495.600006
"13","2008-05-08",509
"14","2008-05-09",500.600006
"15","2008-05-12",495
"16","2008-05-13",480.700012
"17","2008-05-14",475.799988
"18","2008-05-15",467.700012
"19","2008-05-16",494.899994
"20","2008-05-19",493.399994
"21","2008-05-20",488.799988
"22","2008-05-21",471.200012
"23","2008-05-22",468.299988
"24","2008-05-23",465.600006
"25","2008-05-27",452.200012
"26","2008-05-28",461.700012
"27","2008-05-29",464
"28","2008-05-30",491.600006
"29","2008-06-02",481
"30","2008-06-03",487.5
"31","2008-06-04",483.399994
"32","2008-06-05",514.400024
"33","2008-06-06",536.400024
"34","2008-06-09",572.5
"35","2008-06-10",558.900024
"36","2008-06-11",584.700012
"37","2008-06-12",578.5
"38","2008-06-13",600
"39","2008-06-16",624
"40","2008-06-17",644.099976
"41","2008-06-18",652.400024
"42","2008-06-19",640.900024
"43","2008-06-20",676.599976
"44","2008-06-23",732.299988
"45","2008-06-24",682.099976
"46","2008-06-25",676.299988
"47","2008-06-26",655
"48","2008-06-27",631.299988
"49","2008-06-30",657.799988
"50","2008-07-01",634.799988
"51","2008-07-02",582.700012
"52","2008-07-03",559.400024
"53","2008-07-07",531.400024
"54","2008-07-08",550
"55","2008-07-09",564.700012
"56","2008-07-10",549.200012
"57","2008-07-11",562
"58","2008-07-14",602.099976
"59","2008-07-15",581.099976
"60","2008-07-16",601.200012
"61","2008-07-17",573.200012
"62","2008-07-18",561.400024
"63","2008-07-21",598.200012
"64","2008-07-22",584.200012
"65","2008-07-23",542.200012
"66","2008-07-24",515.200012
"67","2008-07-25",521.400024
"68","2008-07-28",500
"69","2008-07-29",524.5
"70","2008-07-30",584.799988
"71","2008-07-31",553
"72","2008-08-01",530.099976
"73","2008-08-04",479.700012
"74","2008-08-05",450.5
"75","2008-08-06",474.600006
"76","2008-08-07",464.100006
"77","2008-08-08",440.700012
"78","2008-08-11",418.799988
"79","2008-08-12",424.100006
"80","2008-08-13",467.299988
"81","2008-08-14",428.600006
"82","2008-08-15",416.399994
"83","2008-08-18",428.600006
"84","2008-08-19",438.299988
"85","2008-08-20",460
"86","2008-08-21",467.799988
"87","2008-08-22",463.700012
"88","2008-08-25",455.600006
"89","2008-08-26",453.700012
"90","2008-08-27",470.399994
"91","2008-08-28",466
"92","2008-08-29",473.600006
"93","2008-09-02",434.799988
"94","2008-09-03",402.799988
"95","2008-09-04",368.100006
"96","2008-09-05",387.899994
"97","2008-09-08",376.799988
"98","2008-09-09",319.299988
"99","2008-09-10",337
"100","2008-09-11",346.5
"101","2008-09-12",364.299988
"102","2008-09-15",320.5
"103","2008-09-16",340
"104","2008-09-17",305.100006
"105","2008-09-18",319.700012
"106","2008-09-19",354.100006
"107","2008-09-22",355.899994
"108","2008-09-23",324.399994
"109","2008-09-24",321.100006
"110","2008-09-25",316
"111","2008-09-26",295.399994
"112","2008-09-29",285.899994
"113","2008-09-30",301.399994
"114","2008-10-01",296.5
"115","2008-10-02",233.300003
"116","2008-10-03",237.5
"117","2008-10-06",218.699997
"118","2008-10-07",205.800003
"119","2008-10-08",217.199997
"120","2008-10-09",211.5
"121","2008-10-10",210
"122","2008-10-13",245.100006
"123","2008-10-14",242.5
"124","2008-10-15",196.600006
"125","2008-10-16",187.5
"126","2008-10-17",180.199997
"127","2008-10-20",206
"128","2008-10-21",191.100006
"129","2008-10-22",167.699997
"130","2008-10-23",173.100006
"131","2008-10-24",165.699997
"132","2008-10-27",160.800003
"133","2008-10-28",170.399994
"134","2008-10-29",182.699997
"135","2008-10-30",210.199997
"136","2008-10-31",217.399994
"137","2008-11-03",207.300003
"138","2008-11-04",236
"139","2008-11-05",209.100006
"140","2008-11-06",194.600006
"141","2008-11-07",203.800003
"142","2008-11-10",204.899994
"143","2008-11-11",194.600006
"144","2008-11-12",153.800003
"145","2008-11-13",191.100006
"146","2008-11-14",198.199997
"147","2008-11-17",174.899994
"148","2008-11-18",178.5
"149","2008-11-19",165.100006
"150","2008-11-20",143.399994
"151","2008-11-21",159.800003
"152","2008-11-24",175.600006
"153","2008-11-25",179
"154","2008-11-26",192.600006
"155","2008-11-28",192
"156","2008-12-01",165.300003
"157","2008-12-02",154.399994
"158","2008-12-03",156.600006
"159","2008-12-04",148.899994
"160","2008-12-05",156.600006
"161","2008-12-08",171.399994
"162","2008-12-09",168.300003
"163","2008-12-10",182.399994
"164","2008-12-11",175.800003
"165","2008-12-12",188.5
"166","2008-12-15",186.699997
"167","2008-12-16",198
"168","2008-12-17",207.699997
"169","2008-12-18",202.100006
"170","2008-12-19",187.699997
"171","2008-12-22",174.100006
"172","2008-12-23",170.100006
"173","2008-12-24",170.5
"174","2008-12-26",180.699997
"175","2008-12-29",200
"176","2008-12-30",199.199997
"177","2008-12-31",207.699997
"178","2009-01-02",214.100006
"179","2009-01-05",216.899994
"180","2009-01-06",219.100006
"181","2009-01-07",217.899994
"182","2009-01-08",214.199997
"183","2009-01-09",214.800003
"184","2009-01-12",194.300003
"185","2009-01-13",196.699997
"186","2009-01-14",185.600006
"187","2009-01-15",196.399994
"188","2009-01-16",200
"189","2009-01-20",190.199997
"190","2009-01-21",201.100006
"191","2009-01-22",211.899994
"192","2009-01-23",220
"193","2009-01-26",223.600006
"194","2009-01-27",218.100006
"195","2009-01-28",219
"196","2009-01-29",210.800003
"197","2009-01-30",203.800003
"198","2009-02-02",198.5
"199","2009-02-03",211.100006
"200","2009-02-04",220.399994
"201","2009-02-05",224.5
"202","2009-02-06",228.100006
"203","2009-02-09",243.5
"204","2009-02-10",235.199997
"205","2009-02-11",220
"206","2009-02-12",233.800003
"207","2009-02-13",239.899994
"208","2009-02-17",217
"209","2009-02-18",223.300003
"210","2009-02-19",226.800003
"211","2009-02-20",228.300003
"212","2009-02-23",198.199997
"213","2009-02-24",213.100006
"214","2009-02-25",208
"215","2009-02-26",210.600006
"216","2009-02-27",224.399994
"217","2009-03-02",198.100006
"218","2009-03-03",200.699997
"219","2009-03-04",177.300003
"220","2009-03-05",170.399994
"221","2009-03-06",144.899994
"222","2009-03-09",154.399994
"223","2009-03-10",169.300003
"224","2009-03-11",167.600006
"225","2009-03-12",156.600006
"226","2009-03-13",158.5
"227","2009-03-16",159.100006
"228","2009-03-17",157.300003
"229","2009-03-18",159
"230","2009-03-19",172.800003
"231","2009-03-20",165.800003
"232","2009-03-23",185.5
"233","2009-03-24",188.300003
"234","2009-03-25",193.100006
"235","2009-03-26",203.100006
"236","2009-03-27",205.399994
"237","2009-03-30",178.199997
"238","2009-03-31",184.5
"239","2009-04-01",191.399994
"240","2009-04-02",200.5
"241","2009-04-03",207.199997
"242","2009-04-06",203.5
"243","2009-04-07",193.600006
"244","2009-04-08",207.800003
"245","2009-04-09",212
"246","2009-04-13",211.600006
"247","2009-04-14",220.300003
"248","2009-04-15",222.899994
"249","2009-04-16",224.100006
"250","2009-04-17",219.399994
"251","2009-04-20",201.899994
"252","2009-04-21",212
"253","2009-04-22",196.5
"254","2009-04-23",194.899994
"255","2009-04-24",210.600006
"256","2009-04-27",242.100006
"257","2009-04-28",230.199997
"258","2009-04-29",244.199997
"259","2009-04-30",246.899994
"260","2009-05-01",261.5
"261","2009-05-04",272.5
"262","2009-05-05",277.5
"263","2009-05-06",268.100006
"264","2009-05-07",261.399994
