"","date","SMG"
"1","2007-01-03",52.139999
"2","2007-01-04",52.560001
"3","2007-01-05",52.209999
"4","2007-01-08",51.849998
"5","2007-01-09",52.040001
"6","2007-01-10",52.540001
"7","2007-01-11",53.34
"8","2007-01-12",53.68
"9","2007-01-16",53.52
"10","2007-01-17",53.75
"11","2007-01-18",54.009998
"12","2007-01-19",54.389999
"13","2007-01-22",53.82
"14","2007-01-23",54.279999
"15","2007-01-24",53.709999
"16","2007-01-25",53.48
"17","2007-01-26",53.150002
"18","2007-01-29",53.009998
"19","2007-01-30",53.110001
"20","2007-01-31",53.57
"21","2007-02-01",53.790001
"22","2007-02-02",54.169998
"23","2007-02-05",54.23
"24","2007-02-06",54.43
"25","2007-02-07",54.68
"26","2007-02-08",54.630001
"27","2007-02-09",54.400002
"28","2007-02-12",54.549999
"29","2007-02-13",54.669998
"30","2007-02-14",54.700001
"31","2007-02-15",53.52
"32","2007-02-16",53.369999
"33","2007-02-20",57.009998
"34","2007-02-21",57.040001
"35","2007-02-22",47.59
"36","2007-02-23",47.900002
"37","2007-02-26",46.799999
"38","2007-02-27",44
"39","2007-02-28",44.110001
"40","2007-03-01",43.540001
"41","2007-03-02",42.450001
"42","2007-03-05",41.009998
"43","2007-03-06",41.43
"44","2007-03-07",41.599998
"45","2007-03-08",41.82
"46","2007-03-09",41.779999
"47","2007-03-12",41.73
"48","2007-03-13",41
"49","2007-03-14",41.25
"50","2007-03-15",41.009998
"51","2007-03-16",40.860001
"52","2007-03-19",41.689999
"53","2007-03-20",42.130001
"54","2007-03-21",43.009998
"55","2007-03-22",43.619999
"56","2007-03-23",43.880001
"57","2007-03-26",44.029999
"58","2007-03-27",43.75
"59","2007-03-28",43.669998
"60","2007-03-29",43.84
"61","2007-03-30",44.029999
"62","2007-04-02",44.400002
"63","2007-04-03",45.110001
"64","2007-04-04",44.849998
"65","2007-04-05",44.66
"66","2007-04-09",44.419998
"67","2007-04-10",45.139999
"68","2007-04-11",45.049999
"69","2007-04-12",44.689999
"70","2007-04-13",45.029999
"71","2007-04-16",45.869999
"72","2007-04-17",46.630001
"73","2007-04-18",45.900002
"74","2007-04-19",45.639999
"75","2007-04-20",45.669998
"76","2007-04-23",45.639999
"77","2007-04-24",45.689999
"78","2007-04-25",46.02
"79","2007-04-26",45.709999
"80","2007-04-27",45.810001
"81","2007-04-30",44.970001
"82","2007-05-01",45.869999
"83","2007-05-02",46.880001
"84","2007-05-03",46.669998
"85","2007-05-04",46.450001
"86","2007-05-07",46.560001
"87","2007-05-08",46.419998
"88","2007-05-09",46.700001
"89","2007-05-10",46.150002
"90","2007-05-11",46.189999
"91","2007-05-14",46.419998
"92","2007-05-15",46
"93","2007-05-16",46.540001
"94","2007-05-17",46.139999
"95","2007-05-18",46.5
"96","2007-05-21",46.830002
"97","2007-05-22",46.400002
"98","2007-05-23",45.93
"99","2007-05-24",45.619999
"100","2007-05-25",45.970001
"101","2007-05-29",45.849998
"102","2007-05-30",46.040001
"103","2007-05-31",46.040001
"104","2007-06-01",45.610001
"105","2007-06-04",45.73
"106","2007-06-05",46.23
"107","2007-06-06",43.970001
"108","2007-06-07",43.200001
"109","2007-06-08",43.43
"110","2007-06-11",43.119999
"111","2007-06-12",43.189999
"112","2007-06-13",43.810001
"113","2007-06-14",44.380001
"114","2007-06-15",44.630001
"115","2007-06-18",44.41
"116","2007-06-19",44.419998
"117","2007-06-20",43.189999
"118","2007-06-21",43.490002
"119","2007-06-22",42.98
"120","2007-06-25",43.450001
"121","2007-06-26",43.52
"122","2007-06-27",43.139999
"123","2007-06-28",42.919998
"124","2007-06-29",42.939999
"125","2007-07-02",43.310001
"126","2007-07-03",42.66
"127","2007-07-05",42.119999
"128","2007-07-06",42.459999
"129","2007-07-09",42.259998
"130","2007-07-10",43.650002
"131","2007-07-11",43.919998
"132","2007-07-12",44.32
"133","2007-07-13",44.599998
"134","2007-07-16",44.220001
"135","2007-07-17",43.700001
"136","2007-07-18",43.810001
"137","2007-07-19",43.450001
"138","2007-07-20",43.34
"139","2007-07-23",44.16
"140","2007-07-24",42.720001
"141","2007-07-25",42.599998
"142","2007-07-26",41.75
"143","2007-07-27",40.880001
"144","2007-07-30",41.23
"145","2007-07-31",40.990002
"146","2007-08-01",42.169998
"147","2007-08-02",43.560001
"148","2007-08-03",43.580002
"149","2007-08-06",44.040001
"150","2007-08-07",44.82
"151","2007-08-08",47.98
"152","2007-08-09",48.93
"153","2007-08-10",46.75
"154","2007-08-13",45.91
"155","2007-08-14",44.810001
"156","2007-08-15",43.09
"157","2007-08-16",44.23
"158","2007-08-17",44.779999
"159","2007-08-20",45.970001
"160","2007-08-21",45.080002
"161","2007-08-22",45.599998
"162","2007-08-23",44.82
"163","2007-08-24",45.599998
"164","2007-08-27",45.41
"165","2007-08-28",44.209999
"166","2007-08-29",44.709999
"167","2007-08-30",45.330002
"168","2007-08-31",45.259998
"169","2007-09-04",45.68
"170","2007-09-05",45.119999
"171","2007-09-06",45
"172","2007-09-07",43.82
"173","2007-09-10",43.43
"174","2007-09-11",43.740002
"175","2007-09-12",44.130001
"176","2007-09-13",45.130001
"177","2007-09-14",45.099998
"178","2007-09-17",43.869999
"179","2007-09-18",44.189999
"180","2007-09-19",44.23
"181","2007-09-20",43.93
"182","2007-09-21",44.330002
"183","2007-09-24",44.25
"184","2007-09-25",42.299999
"185","2007-09-26",42.490002
"186","2007-09-27",43.029999
"187","2007-09-28",42.75
"188","2007-10-01",42.990002
"189","2007-10-02",42.549999
"190","2007-10-03",43.209999
"191","2007-10-04",43.970001
"192","2007-10-05",44.970001
"193","2007-10-08",45.259998
"194","2007-10-09",45.400002
"195","2007-10-10",44.84
"196","2007-10-11",44.16
"197","2007-10-12",44.18
"198","2007-10-15",43.549999
"199","2007-10-16",43.52
"200","2007-10-17",42.68
"201","2007-10-18",42.52
"202","2007-10-19",41.84
"203","2007-10-22",43.080002
"204","2007-10-23",42.599998
"205","2007-10-24",42.290001
"206","2007-10-25",42.889999
"207","2007-10-26",43.029999
"208","2007-10-29",43.919998
"209","2007-10-30",45.009998
"210","2007-10-31",45.889999
"211","2007-11-01",38.689999
"212","2007-11-02",38.700001
"213","2007-11-05",40.639999
"214","2007-11-06",40.119999
"215","2007-11-07",38.759998
"216","2007-11-08",38.25
"217","2007-11-09",37.610001
"218","2007-11-12",37.099998
"219","2007-11-13",37.5
"220","2007-11-14",37.549999
"221","2007-11-15",37.52
"222","2007-11-16",37.110001
"223","2007-11-19",35.630001
"224","2007-11-20",35.110001
"225","2007-11-21",34.18
"226","2007-11-23",34.5
"227","2007-11-26",34.889999
"228","2007-11-27",35.23
"229","2007-11-28",36.720001
"230","2007-11-29",36.330002
"231","2007-11-30",36.91
"232","2007-12-03",36.48
"233","2007-12-04",35.790001
"234","2007-12-05",37.07
"235","2007-12-06",37.689999
"236","2007-12-07",38.07
"237","2007-12-10",38.939999
"238","2007-12-11",37.75
"239","2007-12-12",37.07
"240","2007-12-13",37.470001
"241","2007-12-14",36.220001
"242","2007-12-17",37.990002
"243","2007-12-18",39.169998
"244","2007-12-19",38.009998
"245","2007-12-20",37.889999
"246","2007-12-21",38.419998
"247","2007-12-24",38.549999
"248","2007-12-26",38.259998
"249","2007-12-27",37.169998
"250","2007-12-28",37.66
"251","2007-12-31",37.419998
"252","2008-01-02",36.779999
"253","2008-01-03",36.099998
"254","2008-01-04",34.779999
"255","2008-01-07",36.060001
"256","2008-01-08",35.34
"257","2008-01-09",35.200001
"258","2008-01-10",34.630001
"259","2008-01-11",33.869999
"260","2008-01-14",34.029999
"261","2008-01-15",33.779999
"262","2008-01-16",34.220001
"263","2008-01-17",32.740002
"264","2008-01-18",32
"265","2008-01-22",33.290001
"266","2008-01-23",33.91
"267","2008-01-24",34.119999
"268","2008-01-25",34.169998
"269","2008-01-28",34.150002
"270","2008-01-29",40.200001
"271","2008-01-30",37.27
"272","2008-01-31",39.040001
"273","2008-02-01",39.93
"274","2008-02-04",38.889999
"275","2008-02-05",38
"276","2008-02-06",37.98
"277","2008-02-07",38.41
"278","2008-02-08",38.700001
"279","2008-02-11",38.040001
"280","2008-02-12",38.009998
"281","2008-02-13",38.34
"282","2008-02-14",38.040001
"283","2008-02-15",38.419998
"284","2008-02-19",37.200001
"285","2008-02-20",37.580002
"286","2008-02-21",37.09
"287","2008-02-22",36.93
"288","2008-02-25",37.869999
"289","2008-02-26",37.470001
