"","date","MEI"
"1","2007-01-03",10.97
"2","2007-01-04",10.99
"3","2007-01-05",10.49
"4","2007-01-08",11.11
"5","2007-01-09",11.21
"6","2007-01-10",11.07
"7","2007-01-11",11.21
"8","2007-01-12",11.24
"9","2007-01-16",11.28
"10","2007-01-17",11.14
"11","2007-01-18",10.82
"12","2007-01-19",10.93
"13","2007-01-22",10.68
"14","2007-01-23",10.72
"15","2007-01-24",10.98
"16","2007-01-25",11.03
"17","2007-01-26",11.01
"18","2007-01-29",11.03
"19","2007-01-30",11.11
"20","2007-01-31",11.01
"21","2007-02-01",11.38
"22","2007-02-02",11.05
"23","2007-02-05",11.09
"24","2007-02-06",11.15
"25","2007-02-07",11.3
"26","2007-02-08",11.39
"27","2007-02-09",11.38
"28","2007-02-12",11.32
"29","2007-02-13",11.19
"30","2007-02-14",11.32
"31","2007-02-15",11.22
"32","2007-02-16",11.2
"33","2007-02-20",11.66
"34","2007-02-21",11.8
"35","2007-02-22",11.78
"36","2007-02-23",11.49
"37","2007-02-26",11.4
"38","2007-02-27",10.95
"39","2007-02-28",10.81
"40","2007-03-01",10.62
"41","2007-03-02",11.87
"42","2007-03-05",12.4
"43","2007-03-06",12.45
"44","2007-03-07",12.48
"45","2007-03-08",12.84
"46","2007-03-09",13.45
"47","2007-03-12",13.5
"48","2007-03-13",13.01
"49","2007-03-14",14.05
"50","2007-03-15",14.25
"51","2007-03-16",13.86
"52","2007-03-19",14
"53","2007-03-20",14.19
"54","2007-03-21",14.65
"55","2007-03-22",14.91
"56","2007-03-23",14.32
"57","2007-03-26",15.4
"58","2007-03-27",14.98
"59","2007-03-28",14.78
"60","2007-03-29",14.81
"61","2007-03-30",14.77
"62","2007-04-02",15.27
"63","2007-04-03",15.49
"64","2007-04-04",15.21
"65","2007-04-05",15.24
"66","2007-04-09",15.53
"67","2007-04-10",15.94
"68","2007-04-11",13.61
"69","2007-04-12",14.02
"70","2007-04-13",14.21
"71","2007-04-16",14.61
"72","2007-04-17",14.96
"73","2007-04-18",15.11
"74","2007-04-19",14.58
"75","2007-04-20",15.13
"76","2007-04-23",15.18
"77","2007-04-24",14.97
"78","2007-04-25",15.62
"79","2007-04-26",15.68
"80","2007-04-27",15.77
"81","2007-04-30",15.08
"82","2007-05-01",15.32
"83","2007-05-02",15.45
"84","2007-05-03",15.41
"85","2007-05-04",15.29
"86","2007-05-07",15.13
"87","2007-05-08",15.08
"88","2007-05-09",15.08
"89","2007-05-10",14.64
"90","2007-05-11",15.25
"91","2007-05-14",14.68
"92","2007-05-15",14.38
"93","2007-05-16",14.94
"94","2007-05-17",14.67
"95","2007-05-18",14.88
"96","2007-05-21",15.38
"97","2007-05-22",15.43
"98","2007-05-23",15.25
"99","2007-05-24",14.58
"100","2007-05-25",14.99
"101","2007-05-29",15.26
"102","2007-05-30",15.66
"103","2007-05-31",15.08
"104","2007-06-01",15.94
"105","2007-06-04",15.62
"106","2007-06-05",15.72
"107","2007-06-06",15.86
"108","2007-06-07",15.55
"109","2007-06-08",15.5
"110","2007-06-11",15.36
"111","2007-06-12",15.48
"112","2007-06-13",15.72
"113","2007-06-14",16.17
"114","2007-06-15",16.629999
"115","2007-06-18",15.29
"116","2007-06-19",16.190001
"117","2007-06-20",15.69
"118","2007-06-21",15.85
"119","2007-06-22",15.97
"120","2007-06-25",15.97
"121","2007-06-26",16.27
"122","2007-06-27",15.86
"123","2007-06-28",15.8
"124","2007-06-29",15.65
"125","2007-07-02",16.08
"126","2007-07-03",15.67
"127","2007-07-05",16.299999
"128","2007-07-06",16.17
"129","2007-07-09",16.51
"130","2007-07-10",16.66
"131","2007-07-11",17.370001
"132","2007-07-12",18.58
"133","2007-07-13",17.41
"134","2007-07-16",16.73
"135","2007-07-17",18.049999
"136","2007-07-18",17.9
"137","2007-07-19",18.549999
"138","2007-07-20",17.860001
"139","2007-07-23",18.09
"140","2007-07-24",17.98
"141","2007-07-25",17.940001
"142","2007-07-26",17.209999
"143","2007-07-27",16.26
"144","2007-07-30",16.700001
"145","2007-07-31",16.17
"146","2007-08-01",16.93
"147","2007-08-02",16.4
"148","2007-08-03",15
"149","2007-08-06",14.79
"150","2007-08-07",15.36
"151","2007-08-08",13.03
"152","2007-08-09",11.96
"153","2007-08-10",14.41
"154","2007-08-13",14.65
"155","2007-08-14",14.22
"156","2007-08-15",14.04
"157","2007-08-16",14.51
"158","2007-08-17",13.94
"159","2007-08-20",14.48
"160","2007-08-21",14.5
"161","2007-08-22",14.81
"162","2007-08-23",14.65
"163","2007-08-24",14.88
"164","2007-08-27",14.51
"165","2007-08-28",13.98
"166","2007-08-29",14.39
"167","2007-08-30",14.3
"168","2007-08-31",14.44
"169","2007-09-04",14.96
"170","2007-09-05",15
"171","2007-09-06",15.11
"172","2007-09-07",14.52
"173","2007-09-10",14.83
"174","2007-09-11",15.06
"175","2007-09-12",15.19
"176","2007-09-13",15.14
"177","2007-09-14",15.1
"178","2007-09-17",14.91
"179","2007-09-18",16.110001
"180","2007-09-19",16.440001
"181","2007-09-20",16.059999
"182","2007-09-21",15.97
"183","2007-09-24",15.56
"184","2007-09-25",15.59
"185","2007-09-26",15.77
"186","2007-09-27",15.79
"187","2007-09-28",15.05
"188","2007-10-01",16
"189","2007-10-02",16.18
"190","2007-10-03",15.92
"191","2007-10-04",16.309999
"192","2007-10-05",16.530001
"193","2007-10-08",16.27
"194","2007-10-09",16.219999
"195","2007-10-10",16.23
"196","2007-10-11",15.74
"197","2007-10-12",16
"198","2007-10-15",15.79
"199","2007-10-16",15.81
"200","2007-10-17",15.59
"201","2007-10-18",14.56
"202","2007-10-19",13.8
"203","2007-10-22",14.19
"204","2007-10-23",14.71
"205","2007-10-24",13.6
"206","2007-10-25",13.24
"207","2007-10-26",13.57
"208","2007-10-29",12
"209","2007-10-30",12.32
"210","2007-10-31",12.54
"211","2007-11-01",12.62
"212","2007-11-02",12.83
"213","2007-11-05",12.36
"214","2007-11-06",12.87
"215","2007-11-07",12.44
"216","2007-11-08",12.78
"217","2007-11-09",12.4
"218","2007-11-12",12.8
"219","2007-11-13",12.83
"220","2007-11-14",12.61
"221","2007-11-15",12.57
"222","2007-11-16",12.26
"223","2007-11-19",11.96
"224","2007-11-20",12.09
"225","2007-11-21",11.94
"226","2007-11-23",12.18
"227","2007-11-26",11.4
"228","2007-11-27",12.17
"229","2007-11-28",12.69
"230","2007-11-29",12.35
"231","2007-11-30",12.05
"232","2007-12-03",11.84
"233","2007-12-04",11.05
"234","2007-12-05",11.42
"235","2007-12-06",14.6
"236","2007-12-07",14.98
"237","2007-12-10",15.23
"238","2007-12-11",15.35
"239","2007-12-12",15.52
"240","2007-12-13",15.5
"241","2007-12-14",14.75
"242","2007-12-17",14.84
"243","2007-12-18",14.82
"244","2007-12-19",15.13
"245","2007-12-20",15.89
"246","2007-12-21",15.95
"247","2007-12-24",15.8
"248","2007-12-26",16.799999
"249","2007-12-27",16
"250","2007-12-28",16.67
"251","2007-12-31",16.440001
"252","2008-01-02",16
"253","2008-01-03",15.31
"254","2008-01-04",14.42
"255","2008-01-07",14.68
"256","2008-01-08",13.9
"257","2008-01-09",13.9
"258","2008-01-10",13.96
"259","2008-01-11",12.66
"260","2008-01-14",12.78
"261","2008-01-15",12.61
"262","2008-01-16",12.77
"263","2008-01-17",11.84
"264","2008-01-18",11.48
"265","2008-01-22",11.3
"266","2008-01-23",11.4
"267","2008-01-24",12.24
"268","2008-01-25",12.66
"269","2008-01-28",12.58
"270","2008-01-29",12.02
"271","2008-01-30",11.82
"272","2008-01-31",12.12
"273","2008-02-01",12.92
"274","2008-02-04",12.8
"275","2008-02-05",12.01
"276","2008-02-06",11.94
"277","2008-02-07",11.78
"278","2008-02-08",11.42
"279","2008-02-11",11.75
"280","2008-02-12",11.7
"281","2008-02-13",12.28
"282","2008-02-14",11.54
"283","2008-02-15",11.17
"284","2008-02-19",11.27
"285","2008-02-20",10.99
"286","2008-02-21",10.87
"287","2008-02-22",10.85
"288","2008-02-25",10.99
"289","2008-02-26",11.23
"290","2008-02-27",11.18
"291","2008-02-28",10.9
"292","2008-02-29",10.65
"293","2008-03-03",10.67
"294","2008-03-04",10.6
"295","2008-03-05",10.64
"296","2008-03-06",10.52
"297","2008-03-07",10.48
"298","2008-03-10",10.22
"299","2008-03-11",11.26
"300","2008-03-12",10.38
"301","2008-03-13",11.58
"302","2008-03-14",10.51
"303","2008-03-17",9.99
"304","2008-03-18",10.3
"305","2008-03-19",9.89
"306","2008-03-20",10.3
"307","2008-03-24",10.45
"308","2008-03-25",10.58
"309","2008-03-26",10.82
"310","2008-03-27",10.46
"311","2008-03-28",10.1
"312","2008-03-31",11.69
"313","2008-04-01",12.2
"314","2008-04-02",12.22
"315","2008-04-03",12.01
"316","2008-04-04",12.05
"317","2008-04-07",12.06
"318","2008-04-08",11.78
"319","2008-04-09",11.33
"320","2008-04-10",11.32
"321","2008-04-11",10.53
"322","2008-04-14",10.58
"323","2008-04-15",11.4
"324","2008-04-16",11.61
"325","2008-04-17",11.04
"326","2008-04-18",11.44
"327","2008-04-21",11.1
"328","2008-04-22",10.64
"329","2008-04-23",10.78
"330","2008-04-24",11.25
"331","2008-04-25",11.06
"332","2008-04-28",11.16
"333","2008-04-29",11.39
"334","2008-04-30",10.84
"335","2008-05-01",11.28
"336","2008-05-02",11.29
"337","2008-05-05",11.37
"338","2008-05-06",11.16
"339","2008-05-07",11.15
"340","2008-05-08",10.88
"341","2008-05-09",10.93
"342","2008-05-12",11.15
"343","2008-05-13",11.29
"344","2008-05-14",11.32
"345","2008-05-15",11.48
"346","2008-05-16",11.65
"347","2008-05-19",11.41
"348","2008-05-20",11.8
"349","2008-05-21",11.46
"350","2008-05-22",11.77
"351","2008-05-23",11.64
"352","2008-05-27",12.07
"353","2008-05-28",11.81
"354","2008-05-29",11.74
"355","2008-05-30",11.44
"356","2008-06-02",11.67
"357","2008-06-03",11.57
"358","2008-06-04",11.7
"359","2008-06-05",12.35
"360","2008-06-06",11.89
"361","2008-06-09",11.84
"362","2008-06-10",11.94
"363","2008-06-11",11.79
"364","2008-06-12",11.65
"365","2008-06-13",12.35
"366","2008-06-16",12.02
"367","2008-06-17",12.09
"368","2008-06-18",12.02
"369","2008-06-19",12.51
"370","2008-06-20",11.99
"371","2008-06-23",11.84
"372","2008-06-24",10.79
"373","2008-06-25",10.97
"374","2008-06-26",10.7
"375","2008-06-27",10.48
"376","2008-06-30",10.45
"377","2008-07-01",10.46
"378","2008-07-02",10.23
"379","2008-07-03",10.29
"380","2008-07-07",10
"381","2008-07-08",10.48
"382","2008-07-09",9.85
"383","2008-07-10",10.14
"384","2008-07-11",10.1
"385","2008-07-14",10
"386","2008-07-15",10.01
"387","2008-07-16",10.29
"388","2008-07-17",11.6
"389","2008-07-18",11.03
"390","2008-07-21",11.35
"391","2008-07-22",12.18
"392","2008-07-23",12.28
"393","2008-07-24",11.96
"394","2008-07-25",12.07
"395","2008-07-28",11.43
"396","2008-07-29",12
"397","2008-07-30",11.74
"398","2008-07-31",11.19
"399","2008-08-01",11.54
"400","2008-08-04",11.63
"401","2008-08-05",11.92
"402","2008-08-06",11.91
"403","2008-08-07",11.84
"404","2008-08-08",12.31
"405","2008-08-11",12.88
"406","2008-08-12",12.81
"407","2008-08-13",12.92
"408","2008-08-14",13.42
"409","2008-08-15",12.6
"410","2008-08-18",12.74
"411","2008-08-19",12.7
"412","2008-08-20",12.6
"413","2008-08-21",12.48
"414","2008-08-22",12.43
"415","2008-08-25",12.23
"416","2008-08-26",12.59
"417","2008-08-27",12.5
"418","2008-08-28",11.36
"419","2008-08-29",10.99
"420","2008-09-02",11.23
"421","2008-09-03",11.58
"422","2008-09-04",11.1
"423","2008-09-05",11.01
"424","2008-09-08",11.26
"425","2008-09-09",10.8
"426","2008-09-10",11.14
"427","2008-09-11",10.23
"428","2008-09-12",10.07
"429","2008-09-15",9.84
"430","2008-09-16",9.43
"431","2008-09-17",8.63
"432","2008-09-18",8.94
"433","2008-09-19",9.44
"434","2008-09-22",9.39
"435","2008-09-23",9.01
"436","2008-09-24",8.81
"437","2008-09-25",8.99
"438","2008-09-26",8.99
"439","2008-09-29",8.76
"440","2008-09-30",8.94
"441","2008-10-01",8.74
"442","2008-10-02",8.21
"443","2008-10-03",8.35
"444","2008-10-06",8.83
"445","2008-10-07",7.71
"446","2008-10-08",7.78
"447","2008-10-09",6.8
"448","2008-10-10",7.01
"449","2008-10-13",7.71
"450","2008-10-14",7.51
"451","2008-10-15",6.65
"452","2008-10-16",7.17
"453","2008-10-17",6.9
"454","2008-10-20",7.25
"455","2008-10-21",7.2
"456","2008-10-22",6.87
"457","2008-10-23",7.06
"458","2008-10-24",6.56
"459","2008-10-27",6.13
"460","2008-10-28",6.87
"461","2008-10-29",7.04
"462","2008-10-30",7.13
"463","2008-10-31",7.59
"464","2008-11-03",7.71
"465","2008-11-04",8.05
"466","2008-11-05",8.11
"467","2008-11-06",8.14
"468","2008-11-07",8.08
"469","2008-11-10",7.87
"470","2008-11-11",7.86
"471","2008-11-12",7.36
"472","2008-11-13",8.48
"473","2008-11-14",7.23
"474","2008-11-17",7.03
"475","2008-11-18",7.48
"476","2008-11-19",6.54
"477","2008-11-20",6.36
"478","2008-11-21",7.02
"479","2008-11-24",7.78
"480","2008-11-25",7.56
"481","2008-11-26",8.19
"482","2008-11-28",8.46
"483","2008-12-01",6.82
"484","2008-12-02",7.92
"485","2008-12-03",8.22
"486","2008-12-04",8.33
"487","2008-12-05",8.54
"488","2008-12-08",8.61
"489","2008-12-09",8.14
"490","2008-12-10",8.73
"491","2008-12-11",8.08
"492","2008-12-12",9.62
"493","2008-12-15",8.09
"494","2008-12-16",7.76
"495","2008-12-17",7.64
"496","2008-12-18",7.39
"497","2008-12-19",7.86
"498","2008-12-22",7.5
"499","2008-12-23",7.19
"500","2008-12-24",7.56
"501","2008-12-26",7.36
"502","2008-12-29",6.3
"503","2008-12-30",6.45
"504","2008-12-31",6.74
"505","2009-01-02",6.95
"506","2009-01-05",6.79
"507","2009-01-06",7.36
"508","2009-01-07",6.94
"509","2009-01-08",7.09
"510","2009-01-09",6.39
"511","2009-01-12",6.05
"512","2009-01-13",5.93
"513","2009-01-14",5.85
"514","2009-01-15",5.89
"515","2009-01-16",5.93
"516","2009-01-20",5.02
"517","2009-01-21",5.05
"518","2009-01-22",4.73
"519","2009-01-23",4.7
"520","2009-01-26",4.75
"521","2009-01-27",4.73
"522","2009-01-28",5.06
"523","2009-01-29",4.75
"524","2009-01-30",4.62
"525","2009-02-02",4.92
"526","2009-02-03",4.97
"527","2009-02-04",5.15
"528","2009-02-05",5.28
"529","2009-02-06",5.62
"530","2009-02-09",5.29
"531","2009-02-10",4.79
"532","2009-02-11",4.77
"533","2009-02-12",5.25
"534","2009-02-13",4.77
"535","2009-02-17",4.44
"536","2009-02-18",4.37
"537","2009-02-19",4.24
"538","2009-02-20",4.18
"539","2009-02-23",3.6
"540","2009-02-24",4.31
"541","2009-02-25",3.92
"542","2009-02-26",3.67
"543","2009-02-27",3.55
"544","2009-03-02",3.09
"545","2009-03-03",3.1
"546","2009-03-04",3.77
"547","2009-03-05",3.44
"548","2009-03-06",3.37
"549","2009-03-09",3.11
"550","2009-03-10",3.59
"551","2009-03-11",3.43
"552","2009-03-12",3.26
