"","date","MEI"
"553","2009-03-13",2.76
"554","2009-03-16",2.72
"555","2009-03-17",3.18
"556","2009-03-18",3.24
"557","2009-03-19",3.56
"558","2009-03-20",3.65
"559","2009-03-23",4.1
"560","2009-03-24",3.89
"561","2009-03-25",4.05
"562","2009-03-26",4.33
"563","2009-03-27",4.13
"564","2009-03-30",3.6
"565","2009-03-31",3.58
"566","2009-04-01",3.96
"567","2009-04-02",4.65
"568","2009-04-03",4.58
"569","2009-04-06",4.65
"570","2009-04-07",4.33
"571","2009-04-08",4.51
"572","2009-04-09",5.09
"573","2009-04-13",4.82
"574","2009-04-14",4.67
"575","2009-04-15",4.91
"576","2009-04-16",5.56
"577","2009-04-17",5.87
"578","2009-04-20",5.36
"579","2009-04-21",5.99
"580","2009-04-22",5.83
"581","2009-04-23",5.36
"582","2009-04-24",5.56
"583","2009-04-27",5.59
"584","2009-04-28",5.96
"585","2009-04-29",6.09
"586","2009-04-30",6.02
"587","2009-05-01",6.2
"588","2009-05-04",6.54
"589","2009-05-05",7.08
"590","2009-05-06",6.13
"591","2009-05-07",5.64
"592","2009-05-08",6.02
"593","2009-05-11",5.72
"594","2009-05-12",5.55
"595","2009-05-13",5.49
"596","2009-05-14",5.82
"597","2009-05-15",5.66
"598","2009-05-18",6.09
"599","2009-05-19",5.67
"600","2009-05-20",5.43
"601","2009-05-21",5.59
"602","2009-05-22",5.42
"603","2009-05-26",6.14
"604","2009-05-27",5.75
"605","2009-05-28",5.77
"606","2009-05-29",5.84
"607","2009-06-01",6.48
"608","2009-06-02",6.47
"609","2009-06-03",6.71
"610","2009-06-04",6.97
"611","2009-06-05",6.83
"612","2009-06-08",6.92
"613","2009-06-09",6.97
"614","2009-06-10",6.68
"615","2009-06-11",6.62
"616","2009-06-12",6.71
"617","2009-06-15",6.38
"618","2009-06-16",6.65
"619","2009-06-17",6.73
"620","2009-06-18",6.72
"621","2009-06-19",6.46
"622","2009-06-22",5.72
"623","2009-06-23",6.42
"624","2009-06-24",6.22
"625","2009-06-25",6.88
"626","2009-06-26",6.94
"627","2009-06-29",7.01
"628","2009-06-30",7.02
"629","2009-07-01",7.28
"630","2009-07-02",6.25
"631","2009-07-06",6.19
"632","2009-07-07",6.69
"633","2009-07-08",6.35
"634","2009-07-09",6.46
"635","2009-07-10",6.29
"636","2009-07-13",6.75
"637","2009-07-14",6.57
"638","2009-07-15",7.85
"639","2009-07-16",7.4
"640","2009-07-17",7
"641","2009-07-20",7.5
"642","2009-07-21",7.71
"643","2009-07-22",7.58
"644","2009-07-23",7.91
"645","2009-07-24",7.69
"646","2009-07-27",7.41
"647","2009-07-28",7.34
"648","2009-07-29",7.17
"649","2009-07-30",7.39
"650","2009-07-31",7.58
"651","2009-08-03",8.02
"652","2009-08-04",8.21
"653","2009-08-05",7.68
"654","2009-08-06",7.56
"655","2009-08-07",8.05
"656","2009-08-10",8.11
"657","2009-08-11",8.06
"658","2009-08-12",8.44
"659","2009-08-13",8.56
"660","2009-08-14",8.39
"661","2009-08-17",7.94
"662","2009-08-18",8.38
"663","2009-08-19",8.56
"664","2009-08-20",8.65
"665","2009-08-21",8.7
"666","2009-08-24",8.67
"667","2009-08-25",9.03
"668","2009-08-26",8.95
"669","2009-08-27",8.94
"670","2009-08-28",8.76
"671","2009-08-31",8.63
"672","2009-09-01",8.26
"673","2009-09-02",8.31
"674","2009-09-03",9.44
"675","2009-09-04",9.21
"676","2009-09-08",9.36
"677","2009-09-09",9.65
"678","2009-09-10",9.64
"679","2009-09-11",9.56
"680","2009-09-14",9.53
"681","2009-09-15",9.38
"682","2009-09-16",9.15
"683","2009-09-17",9.05
"684","2009-09-18",8.8
"685","2009-09-21",8.72
"686","2009-09-22",8.83
"687","2009-09-23",8.85
"688","2009-09-24",8.64
"689","2009-09-25",8.63
"690","2009-09-28",8.91
"691","2009-09-29",8.76
"692","2009-09-30",8.67
"693","2009-10-01",8.24
"694","2009-10-02",7.85
"695","2009-10-05",8.51
"696","2009-10-06",8.65
"697","2009-10-07",8.55
"698","2009-10-08",9
"699","2009-10-09",9.16
"700","2009-10-12",8.97
"701","2009-10-13",8.78
"702","2009-10-14",9.31
"703","2009-10-15",9.14
"704","2009-10-16",8.37
"705","2009-10-19",8.57
"706","2009-10-20",8.35
"707","2009-10-21",8.02
"708","2009-10-22",8.1
"709","2009-10-23",7.75
"710","2009-10-26",7.94
"711","2009-10-27",8.05
"712","2009-10-28",7.62
"713","2009-10-29",7.76
"714","2009-10-30",7.25
"715","2009-11-02",7.19
"716","2009-11-03",7.23
"717","2009-11-04",7.12
"718","2009-11-05",7.61
"719","2009-11-06",7.79
"720","2009-11-09",7.88
"721","2009-11-10",7.76
"722","2009-11-11",7.93
"723","2009-11-12",8.01
"724","2009-11-13",8.06
"725","2009-11-16",8.32
"726","2009-11-17",8.18
"727","2009-11-18",8.24
"728","2009-11-19",7.88
"729","2009-11-20",8.11
"730","2009-11-23",8.29
"731","2009-11-24",8.3
"732","2009-11-25",8.09
"733","2009-11-27",7.87
"734","2009-11-30",7.96
"735","2009-12-01",8.11
"736","2009-12-02",8.14
"737","2009-12-03",7.82
"738","2009-12-04",8.35
"739","2009-12-07",8.39
"740","2009-12-08",8.13
"741","2009-12-09",7.95
"742","2009-12-10",8.01
"743","2009-12-11",8.16
"744","2009-12-14",8.52
"745","2009-12-15",8.49
"746","2009-12-16",8.6
"747","2009-12-17",8.4
"748","2009-12-18",8.46
"749","2009-12-21",8.88
"750","2009-12-22",8.66
"751","2009-12-23",8.76
"752","2009-12-24",8.96
"753","2009-12-28",8.92
"754","2009-12-29",8.81
"755","2009-12-30",9.01
"756","2009-12-31",8.68
"757","2010-01-04",8.89
"758","2010-01-05",8.96
"759","2010-01-06",8.96
"760","2010-01-07",9.05
"761","2010-01-08",11.32
"762","2010-01-11",12.36
"763","2010-01-12",12.24
"764","2010-01-13",12.52
"765","2010-01-14",12.32
"766","2010-01-15",11.99
"767","2010-01-19",12.03
"768","2010-01-20",11.9
"769","2010-01-21",11.86
"770","2010-01-22",11.87
"771","2010-01-25",12.32
"772","2010-01-26",12.22
"773","2010-01-27",12.48
"774","2010-01-28",11.63
"775","2010-01-29",10.99
"776","2010-02-01",11.08
"777","2010-02-02",11.08
"778","2010-02-03",10.71
"779","2010-02-04",10.5
"780","2010-02-05",11.19
"781","2010-02-08",10.55
"782","2010-02-09",10.95
"783","2010-02-10",11.4
"784","2010-02-11",12.11
"785","2010-02-12",12.81
"786","2010-02-16",13.13
"787","2010-02-17",13.11
"788","2010-02-18",13.97
"789","2010-02-19",13.59
"790","2010-02-22",13.42
"791","2010-02-23",12.67
"792","2010-02-24",12.75
"793","2010-02-25",12.93
"794","2010-02-26",12.44
"795","2010-03-01",12.99
"796","2010-03-02",13.01
"797","2010-03-03",13.01
"798","2010-03-04",11.52
"799","2010-03-05",10.85
"800","2010-03-08",10.03
"801","2010-03-09",10.03
"802","2010-03-10",10.11
"803","2010-03-11",10.05
"804","2010-03-12",10.13
"805","2010-03-15",10.03
"806","2010-03-16",9.89
"807","2010-03-17",10.08
"808","2010-03-18",10.04
"809","2010-03-19",10
"810","2010-03-22",10.15
"811","2010-03-23",10.39
"812","2010-03-24",10.08
"813","2010-03-25",10.1
"814","2010-03-26",10.12
"815","2010-03-29",10.16
"816","2010-03-30",10.19
"817","2010-03-31",9.9
"818","2010-04-01",9.99
"819","2010-04-05",10.29
"820","2010-04-06",10.17
"821","2010-04-07",10.42
"822","2010-04-08",10.44
"823","2010-04-09",10.47
"824","2010-04-12",11.29
"825","2010-04-13",11.01
"826","2010-04-14",11.24
"827","2010-04-15",11.02
"828","2010-04-16",11.32
"829","2010-04-19",11.11
"830","2010-04-20",11.14
"831","2010-04-21",11.24
"832","2010-04-22",11.39
"833","2010-04-23",11.74
"834","2010-04-26",11.68
"835","2010-04-27",11.32
"836","2010-04-28",11.38
"837","2010-04-29",11.8
"838","2010-04-30",11.1
"839","2010-05-03",11.47
"840","2010-05-04",11.03
"841","2010-05-05",11
"842","2010-05-06",11.05
"843","2010-05-07",10.5
"844","2010-05-10",11.08
"845","2010-05-11",11.31
"846","2010-05-12",11.69
"847","2010-05-13",11.72
"848","2010-05-14",11.32
"849","2010-05-17",11.06
"850","2010-05-18",10.88
"851","2010-05-19",10.74
"852","2010-05-20",9.98
"853","2010-05-21",10.18
"854","2010-05-24",9.85
"855","2010-05-25",9.87
"856","2010-05-26",9.84
"857","2010-05-27",10.57
"858","2010-05-28",10.15
"859","2010-06-01",9.96
"860","2010-06-02",10.27
"861","2010-06-03",10.68
"862","2010-06-04",10.11
"863","2010-06-07",9.86
"864","2010-06-08",9.78
"865","2010-06-09",9.95
"866","2010-06-10",10.19
"867","2010-06-11",10.28
"868","2010-06-14",10.3
"869","2010-06-15",10.4
"870","2010-06-16",10.25
"871","2010-06-17",10.27
"872","2010-06-18",10.34
"873","2010-06-21",10.08
"874","2010-06-22",9.95
"875","2010-06-23",10.08
"876","2010-06-24",9.9
"877","2010-06-25",9.98
"878","2010-06-28",10.02
"879","2010-06-29",9.78
"880","2010-06-30",9.74
"881","2010-07-01",9.96
"882","2010-07-02",10.39
"883","2010-07-06",10
"884","2010-07-07",10.15
"885","2010-07-08",10.48
"886","2010-07-09",10.6
"887","2010-07-12",10.06
"888","2010-07-13",10.55
"889","2010-07-14",10.35
"890","2010-07-15",10.21
"891","2010-07-16",10
"892","2010-07-19",10.16
"893","2010-07-20",10.1
"894","2010-07-21",9.94
"895","2010-07-22",10.33
"896","2010-07-23",10.54
"897","2010-07-26",11.13
"898","2010-07-27",10.87
"899","2010-07-28",10.91
"900","2010-07-29",10.85
"901","2010-07-30",10.68
"902","2010-08-02",10.88
"903","2010-08-03",10.75
"904","2010-08-04",10.7
"905","2010-08-05",10.6
"906","2010-08-06",10.25
"907","2010-08-09",10.42
"908","2010-08-10",9.95
"909","2010-08-11",9.75
"910","2010-08-12",9.73
"911","2010-08-13",9.49
"912","2010-08-16",9.54
"913","2010-08-17",9.86
"914","2010-08-18",10
"915","2010-08-19",9.35
"916","2010-08-20",9.56
"917","2010-08-23",9.23
"918","2010-08-24",9.15
"919","2010-08-25",9.4
"920","2010-08-26",9.09
"921","2010-08-27",9.49
"922","2010-08-30",9.21
"923","2010-08-31",8.93
"924","2010-09-01",9.42
"925","2010-09-02",8.13
"926","2010-09-03",8.55
"927","2010-09-07",8.3
"928","2010-09-08",8.48
"929","2010-09-09",8.27
"930","2010-09-10",8.18
"931","2010-09-13",8.45
"932","2010-09-14",8.51
"933","2010-09-15",8.66
"934","2010-09-16",8.6
"935","2010-09-17",8.71
"936","2010-09-20",8.88
"937","2010-09-21",8.8
"938","2010-09-22",8.8
"939","2010-09-23",8.76
"940","2010-09-24",9.25
"941","2010-09-27",9.03
"942","2010-09-28",9.31
"943","2010-09-29",9.42
"944","2010-09-30",9.08
"945","2010-10-01",9.07
"946","2010-10-04",9
"947","2010-10-05",9.55
"948","2010-10-06",9.49
"949","2010-10-07",9.31
"950","2010-10-08",9.25
"951","2010-10-11",9.18
"952","2010-10-12",9.07
"953","2010-10-13",9.04
"954","2010-10-14",9.24
"955","2010-10-15",9.22
"956","2010-10-18",9.3
"957","2010-10-19",9.17
"958","2010-10-20",9.27
"959","2010-10-21",9.22
"960","2010-10-22",9.26
"961","2010-10-25",9.26
"962","2010-10-26",9.25
"963","2010-10-27",9.2
"964","2010-10-28",9.15
"965","2010-10-29",9.29
"966","2010-11-01",9.15
"967","2010-11-02",9.41
"968","2010-11-03",9.46
"969","2010-11-04",10.03
"970","2010-11-05",9.88
"971","2010-11-08",9.7
"972","2010-11-09",9.61
"973","2010-11-10",9.98
"974","2010-11-11",9.91
"975","2010-11-12",9.64
"976","2010-11-15",10.05
"977","2010-11-16",10.04
"978","2010-11-17",10.34
"979","2010-11-18",10.57
"980","2010-11-19",10.32
"981","2010-11-22",10.26
"982","2010-11-23",9.9
"983","2010-11-24",10.35
"984","2010-11-26",10.46
"985","2010-11-29",10.4
"986","2010-11-30",10.21
"987","2010-12-01",10.56
"988","2010-12-02",10.71
"989","2010-12-03",11.01
"990","2010-12-06",11.17
"991","2010-12-07",11.48
"992","2010-12-08",11.79
"993","2010-12-09",12.98
"994","2010-12-10",13.04
"995","2010-12-13",13.01
"996","2010-12-14",12.92
"997","2010-12-15",13.01
"998","2010-12-16",13.31
"999","2010-12-17",13.25
"1000","2010-12-20",13.4
