"","date","NTLA"
"1","2016-05-06",22.1
"2","2016-05-09",24
"3","2016-05-10",25.75
"4","2016-05-11",25.25
"5","2016-05-12",23.540001
"6","2016-05-13",23.389999
"7","2016-05-16",24.98
"8","2016-05-17",26.290001
"9","2016-05-18",27.690001
"10","2016-05-19",26.540001
"11","2016-05-20",27.139999
"12","2016-05-23",28.290001
"13","2016-05-24",28.82
"14","2016-05-25",29.139999
"15","2016-05-26",29
"16","2016-05-27",29.5
"17","2016-05-31",29.57
"18","2016-06-01",29.129999
"19","2016-06-02",28.389999
"20","2016-06-03",28.799999
"21","2016-06-06",29.275
"22","2016-06-07",28.51
"23","2016-06-08",28.35
"24","2016-06-09",27.02
"25","2016-06-10",27.040001
"26","2016-06-13",26.610001
"27","2016-06-14",26.75
"28","2016-06-15",26.43
"29","2016-06-16",26.559999
"30","2016-06-17",27.1
"31","2016-06-20",27.610001
"32","2016-06-21",26.35
"33","2016-06-22",26.540001
"34","2016-06-23",26.459999
"35","2016-06-24",26.17
"36","2016-06-27",24.870001
"37","2016-06-28",24.59
"38","2016-06-29",22.700001
"39","2016-06-30",21.35
"40","2016-07-01",21.02
"41","2016-07-05",19.860001
"42","2016-07-06",19.200001
"43","2016-07-07",19.01
"44","2016-07-08",19.51
"45","2016-07-11",19.93
"46","2016-07-12",19.68
"47","2016-07-13",18.82
"48","2016-07-14",18.290001
"49","2016-07-15",17.700001
"50","2016-07-18",17.68
"51","2016-07-19",17.280001
"52","2016-07-20",17.91
"53","2016-07-21",19.309999
"54","2016-07-22",18.5
"55","2016-07-25",18.6
"56","2016-07-26",17.57
"57","2016-07-27",18.450001
"58","2016-07-28",18.950001
"59","2016-07-29",18.92
"60","2016-08-01",18.559999
"61","2016-08-02",17.950001
"62","2016-08-03",17.709999
"63","2016-08-04",17.66
"64","2016-08-05",20.190001
"65","2016-08-08",19.370001
"66","2016-08-09",18.76
"67","2016-08-10",17.92
"68","2016-08-11",17.870001
"69","2016-08-12",18.34
"70","2016-08-15",18.940001
"71","2016-08-16",21.690001
"72","2016-08-17",23.15
"73","2016-08-18",22.790001
"74","2016-08-19",22.299999
"75","2016-08-22",22.540001
"76","2016-08-23",24.5
"77","2016-08-24",21.08
"78","2016-08-25",21.16
"79","2016-08-26",20.93
"80","2016-08-29",19.91
"81","2016-08-30",20.1
"82","2016-08-31",19.450001
"83","2016-09-01",19.870001
"84","2016-09-02",19.809999
"85","2016-09-06",19.76
"86","2016-09-07",19.84
"87","2016-09-08",21.799999
"88","2016-09-09",21.09
"89","2016-09-12",20.66
"90","2016-09-13",19.799999
"91","2016-09-14",20.389999
"92","2016-09-15",19.74
"93","2016-09-16",19.719999
"94","2016-09-19",19.059999
"95","2016-09-20",19.280001
"96","2016-09-21",18.700001
"97","2016-09-22",18
"98","2016-09-23",17.299999
"99","2016-09-26",16.9
"100","2016-09-27",16.91
"101","2016-09-28",17.02
"102","2016-09-29",17
"103","2016-09-30",17.02
"104","2016-10-03",16.690001
"105","2016-10-04",16.49
"106","2016-10-05",17.34
"107","2016-10-06",16.540001
"108","2016-10-07",15.1
"109","2016-10-10",14.44
"110","2016-10-11",13.11
"111","2016-10-12",12.35
"112","2016-10-13",13.57
"113","2016-10-14",12.86
"114","2016-10-17",12.37
"115","2016-10-18",12.02
"116","2016-10-19",12.61
"117","2016-10-20",12.46
"118","2016-10-21",13.78
"119","2016-10-24",15.05
"120","2016-10-25",13.8
"121","2016-10-26",14.17
"122","2016-10-27",12.9
"123","2016-10-28",12.96
"124","2016-10-31",13.78
"125","2016-11-01",13.59
"126","2016-11-02",12.99
"127","2016-11-03",13.05
"128","2016-11-04",13.93
"129","2016-11-07",14.67
"130","2016-11-08",14.81
"131","2016-11-09",14.4
"132","2016-11-10",14.39
"133","2016-11-11",14.8
"134","2016-11-14",16.25
"135","2016-11-15",18.110001
"136","2016-11-16",17.540001
"137","2016-11-17",16.610001
"138","2016-11-18",16.74
"139","2016-11-21",17.790001
"140","2016-11-22",17
"141","2016-11-23",16.98
"142","2016-11-25",17.25
"143","2016-11-28",16.950001
"144","2016-11-29",16.4
"145","2016-11-30",15.75
"146","2016-12-01",15.53
"147","2016-12-02",15.87
"148","2016-12-05",16.030001
"149","2016-12-06",16
"150","2016-12-07",15.32
"151","2016-12-08",15.38
"152","2016-12-09",16.059999
"153","2016-12-12",16.200001
"154","2016-12-13",15.95
"155","2016-12-14",15.95
"156","2016-12-15",15.99
"157","2016-12-16",16.33
"158","2016-12-19",15.86
"159","2016-12-20",15.95
"160","2016-12-21",16.110001
"161","2016-12-22",14.46
"162","2016-12-23",14.85
"163","2016-12-27",14.39
"164","2016-12-28",13.5
"165","2016-12-29",13.27
"166","2016-12-30",13.11
"167","2017-01-03",13.48
"168","2017-01-04",14.01
"169","2017-01-05",13.83
"170","2017-01-06",13.88
"171","2017-01-09",14.3
"172","2017-01-10",14.67
"173","2017-01-11",13.85
"174","2017-01-12",13.39
"175","2017-01-13",13.67
"176","2017-01-17",13.12
"177","2017-01-18",13.04
"178","2017-01-19",12.91
"179","2017-01-20",12.64
"180","2017-01-23",12.47
"181","2017-01-24",12.43
"182","2017-01-25",12.59
"183","2017-01-26",12.13
"184","2017-01-27",12.6
"185","2017-01-30",12.56
"186","2017-01-31",12.92
"187","2017-02-01",13.49
"188","2017-02-02",13.31
"189","2017-02-03",13.37
"190","2017-02-06",13.3
"191","2017-02-07",13.09
"192","2017-02-08",12.67
"193","2017-02-09",12.99
"194","2017-02-10",12.99
"195","2017-02-13",13.21
"196","2017-02-14",13.78
"197","2017-02-15",12.51
"198","2017-02-16",13.44
"199","2017-02-17",13.54
"200","2017-02-21",13.31
"201","2017-02-22",12.92
"202","2017-02-23",12.67
"203","2017-02-24",12.25
"204","2017-02-27",13.4
"205","2017-02-28",14.28
"206","2017-03-01",14.99
"207","2017-03-02",15.24
"208","2017-03-03",13.84
"209","2017-03-06",13.12
"210","2017-03-07",13.03
"211","2017-03-08",13.56
"212","2017-03-09",13.8
"213","2017-03-10",14.11
"214","2017-03-13",14.29
"215","2017-03-14",13.59
"216","2017-03-15",13.72
"217","2017-03-16",14.38
"218","2017-03-17",14.38
"219","2017-03-20",14.35
"220","2017-03-21",13.05
"221","2017-03-22",13.01
"222","2017-03-23",13.19
"223","2017-03-24",13.07
"224","2017-03-27",13.18
"225","2017-03-28",13.57
"226","2017-03-29",13.72
"227","2017-03-30",13.75
"228","2017-03-31",14.09
"229","2017-04-03",14.55
"230","2017-04-04",15.01
"231","2017-04-05",14.16
"232","2017-04-06",13.76
"233","2017-04-07",13.67
"234","2017-04-10",13.74
"235","2017-04-11",13.85
"236","2017-04-12",13.48
"237","2017-04-13",13.92
"238","2017-04-17",14.49
"239","2017-04-18",14.41
"240","2017-04-19",14.19
"241","2017-04-20",14.5
"242","2017-04-21",13.83
"243","2017-04-24",14.1
"244","2017-04-25",14.31
"245","2017-04-26",15.11
"246","2017-04-27",14.91
"247","2017-04-28",14.57
"248","2017-05-01",15.28
"249","2017-05-02",14.52
"250","2017-05-03",13.9
"251","2017-05-04",13.57
"252","2017-05-05",13.64
"253","2017-05-08",13.46
"254","2017-05-09",13.91
"255","2017-05-10",14.22
"256","2017-05-11",13.96
"257","2017-05-12",14.68
"258","2017-05-15",15.19
"259","2017-05-16",14.76
"260","2017-05-17",13.9
"261","2017-05-18",14.35
"262","2017-05-19",14.29
"263","2017-05-22",14.16
"264","2017-05-23",14.25
"265","2017-05-24",14.43
"266","2017-05-25",13.6
"267","2017-05-26",13.27
"268","2017-05-30",11.38
"269","2017-05-31",11.46
"270","2017-06-01",12.2
"271","2017-06-02",12.4
"272","2017-06-05",12.35
"273","2017-06-06",11.98
"274","2017-06-07",11.94
"275","2017-06-08",12.59
"276","2017-06-09",12.6
"277","2017-06-12",12.73
"278","2017-06-13",12.79
"279","2017-06-14",12.64
"280","2017-06-15",12.32
"281","2017-06-16",12.31
"282","2017-06-19",14.07
"283","2017-06-20",13.65
"284","2017-06-21",14.94
"285","2017-06-22",15.3
"286","2017-06-23",15.1
"287","2017-06-26",16.309999
"288","2017-06-27",16.02
"289","2017-06-28",17.02
"290","2017-06-29",16.24
"291","2017-06-30",16
"292","2017-07-03",16.379999
"293","2017-07-05",17.18
"294","2017-07-06",16.93
"295","2017-07-07",16.58
"296","2017-07-10",16.059999
"297","2017-07-11",16.139999
"298","2017-07-12",16.66
"299","2017-07-13",16.93
"300","2017-07-14",17.26
"301","2017-07-17",16.620001
"302","2017-07-18",15.57
"303","2017-07-19",16.290001
"304","2017-07-20",16.52
"305","2017-07-21",16.41
"306","2017-07-24",17.360001
"307","2017-07-25",16.91
"308","2017-07-26",17.030001
"309","2017-07-27",16.610001
"310","2017-07-28",17.040001
"311","2017-07-31",16.84
"312","2017-08-01",16.110001
"313","2017-08-02",15.23
"314","2017-08-03",15.83
"315","2017-08-04",16.1
"316","2017-08-07",16.360001
"317","2017-08-08",16.610001
"318","2017-08-09",16.42
"319","2017-08-10",16.190001
"320","2017-08-11",16.93
"321","2017-08-14",17.1
"322","2017-08-15",16.549999
"323","2017-08-16",16.49
"324","2017-08-17",15.85
"325","2017-08-18",15.16
"326","2017-08-21",16.75
"327","2017-08-22",17.110001
"328","2017-08-23",17.43
"329","2017-08-24",17.67
"330","2017-08-25",17.459999
"331","2017-08-28",20.82
"332","2017-08-29",19.940001
"333","2017-08-30",19.870001
"334","2017-08-31",21.030001
"335","2017-09-01",21.51
"336","2017-09-05",21.719999
"337","2017-09-06",21.24
"338","2017-09-07",21.549999
"339","2017-09-08",22.200001
"340","2017-09-11",22.450001
"341","2017-09-12",21.309999
"342","2017-09-13",21.690001
"343","2017-09-14",21.860001
"344","2017-09-15",22.68
"345","2017-09-18",22.809999
"346","2017-09-19",22.700001
"347","2017-09-20",23.77
"348","2017-09-21",25.75
"349","2017-09-22",24.700001
"350","2017-09-25",23.93
"351","2017-09-26",23.4
"352","2017-09-27",24.049999
"353","2017-09-28",24.34
"354","2017-09-29",24.85
"355","2017-10-02",27.33
