"","date","SKM"
"1","2007-01-03",26.18
"2","2007-01-04",26.41
"3","2007-01-05",26
"4","2007-01-08",26.309999
"5","2007-01-09",25.51
"6","2007-01-10",25.030001
"7","2007-01-11",25.26
"8","2007-01-12",25.34
"9","2007-01-16",25.43
"10","2007-01-17",25.27
"11","2007-01-18",25.34
"12","2007-01-19",25.34
"13","2007-01-22",24.969999
"14","2007-01-23",24.440001
"15","2007-01-24",23.700001
"16","2007-01-25",23.030001
"17","2007-01-26",23.1
"18","2007-01-29",23.1
"19","2007-01-30",23.459999
"20","2007-01-31",23.75
"21","2007-02-01",24.139999
"22","2007-02-02",23.99
"23","2007-02-05",23.879999
"24","2007-02-06",23.83
"25","2007-02-07",23.559999
"26","2007-02-08",23.67
"27","2007-02-09",23.35
"28","2007-02-12",23.57
"29","2007-02-13",23.76
"30","2007-02-14",23.969999
"31","2007-02-15",23.77
"32","2007-02-16",23.799999
"33","2007-02-20",23.75
"34","2007-02-21",23.620001
"35","2007-02-22",23.59
"36","2007-02-23",23.059999
"37","2007-02-26",23.15
"38","2007-02-27",22.459999
"39","2007-02-28",22.809999
"40","2007-03-01",22.51
"41","2007-03-02",22.610001
"42","2007-03-05",22.790001
"43","2007-03-06",23.09
"44","2007-03-07",22.540001
"45","2007-03-08",23.17
"46","2007-03-09",22.940001
"47","2007-03-12",23.1
"48","2007-03-13",22.83
"49","2007-03-14",23.18
"50","2007-03-15",23.450001
"51","2007-03-16",23.34
"52","2007-03-19",23.370001
"53","2007-03-20",23.27
"54","2007-03-21",23.700001
"55","2007-03-22",23.459999
"56","2007-03-23",23.51
"57","2007-03-26",23.530001
"58","2007-03-27",23.379999
"59","2007-03-28",23.26
"60","2007-03-29",23.41
"61","2007-03-30",23.42
"62","2007-04-02",23.43
"63","2007-04-03",23.41
"64","2007-04-04",23.42
"65","2007-04-05",23.469999
"66","2007-04-09",23.469999
"67","2007-04-10",23.639999
"68","2007-04-11",23.65
"69","2007-04-12",24.200001
"70","2007-04-13",24.299999
"71","2007-04-16",24.309999
"72","2007-04-17",24.16
"73","2007-04-18",24.26
"74","2007-04-19",24.16
"75","2007-04-20",24.34
"76","2007-04-23",24.18
"77","2007-04-24",24.16
"78","2007-04-25",24.1
"79","2007-04-26",24.629999
"80","2007-04-27",24.790001
"81","2007-04-30",24.83
"82","2007-05-01",25.459999
"83","2007-05-02",26.65
"84","2007-05-03",26.629999
"85","2007-05-04",26.85
"86","2007-05-07",27.370001
"87","2007-05-08",27.32
"88","2007-05-09",27.75
"89","2007-05-10",27.08
"90","2007-05-11",27.4
"91","2007-05-14",27.35
"92","2007-05-15",27.68
"93","2007-05-16",27.76
"94","2007-05-17",27.299999
"95","2007-05-18",27.129999
"96","2007-05-21",27.01
"97","2007-05-22",26.65
"98","2007-05-23",26.799999
"99","2007-05-24",26.6
"100","2007-05-25",26.84
"101","2007-05-29",26.75
"102","2007-05-30",26.700001
"103","2007-05-31",26.860001
"104","2007-06-01",27.17
"105","2007-06-04",27.219999
"106","2007-06-05",27.02
"107","2007-06-06",27
"108","2007-06-07",26.5
"109","2007-06-08",26.77
"110","2007-06-11",26.620001
"111","2007-06-12",26.110001
"112","2007-06-13",26.32
"113","2007-06-14",27
"114","2007-06-15",27.73
"115","2007-06-18",28.02
"116","2007-06-19",27.370001
"117","2007-06-20",27.139999
"118","2007-06-21",27.299999
"119","2007-06-22",27.1
"120","2007-06-25",26.98
"121","2007-06-26",26.860001
"122","2007-06-27",27.190001
"123","2007-06-28",27.360001
"124","2007-06-29",27.35
"125","2007-07-02",27.6
"126","2007-07-03",27.870001
"127","2007-07-05",27.52
"128","2007-07-06",27.41
"129","2007-07-09",27.549999
"130","2007-07-10",28
"131","2007-07-11",28.309999
"132","2007-07-12",28.76
"133","2007-07-13",29.18
"134","2007-07-16",29.42
"135","2007-07-17",29.65
"136","2007-07-18",29.5
"137","2007-07-19",30.049999
"138","2007-07-20",29.91
"139","2007-07-23",30.299999
"140","2007-07-24",29.450001
"141","2007-07-25",29.66
"142","2007-07-26",28.459999
"143","2007-07-27",28.09
"144","2007-07-30",28.25
"145","2007-07-31",28.139999
"146","2007-08-01",27.74
"147","2007-08-02",28.4
"148","2007-08-03",28.27
"149","2007-08-06",29.33
"150","2007-08-07",28.290001
"151","2007-08-08",27.940001
"152","2007-08-09",27.629999
"153","2007-08-10",27.360001
"154","2007-08-13",27.93
"155","2007-08-14",27.440001
"156","2007-08-15",26.9
"157","2007-08-16",26.15
"158","2007-08-17",26.780001
"159","2007-08-20",26.9
"160","2007-08-21",27
"161","2007-08-22",27.379999
"162","2007-08-23",27.209999
"163","2007-08-24",27.389999
"164","2007-08-27",27.219999
"165","2007-08-28",26.84
"166","2007-08-29",27.110001
"167","2007-08-30",26.879999
"168","2007-08-31",27.370001
"169","2007-09-04",28.1
"170","2007-09-05",28.049999
"171","2007-09-06",28.5
"172","2007-09-07",28.450001
"173","2007-09-10",28.389999
"174","2007-09-11",28.879999
"175","2007-09-12",28.77
"176","2007-09-13",28.950001
"177","2007-09-14",29.01
"178","2007-09-17",28.870001
"179","2007-09-18",29
"180","2007-09-19",29.040001
"181","2007-09-20",29
"182","2007-09-21",28.940001
"183","2007-09-24",28.940001
"184","2007-09-25",29.129999
"185","2007-09-26",29.4
"186","2007-09-27",29.57
"187","2007-09-28",29.700001
"188","2007-10-01",30.02
"189","2007-10-02",31.41
"190","2007-10-03",31
"191","2007-10-04",31.23
"192","2007-10-05",31.43
"193","2007-10-08",31.540001
"194","2007-10-09",31.74
