"","date","ABEO"
"241","2007-12-14",122.5
"242","2007-12-17",120
"243","2007-12-18",120
"244","2007-12-19",135
"245","2007-12-20",143
"246","2007-12-21",150
"247","2007-12-24",175
"248","2007-12-26",180
"249","2007-12-27",165
"250","2007-12-28",150
"251","2007-12-31",162.5
"252","2008-01-02",171
"253","2008-01-03",157.5
"254","2008-01-04",155
"255","2008-01-07",155
"256","2008-01-08",155
"257","2008-01-09",150
"258","2008-01-10",137.5
"259","2008-01-11",162.5
"260","2008-01-14",175
"261","2008-01-15",165
"262","2008-01-16",157.5
"263","2008-01-17",147.5
"264","2008-01-18",137.5
"265","2008-01-22",115
"266","2008-01-23",145
"267","2008-01-24",147.5
"268","2008-01-25",142.5
"269","2008-01-28",145
"270","2008-01-29",150
"271","2008-01-30",137.5
"272","2008-01-31",140
"273","2008-02-01",140
"274","2008-02-04",140
"275","2008-02-05",138
"276","2008-02-06",138
"277","2008-02-07",150
"278","2008-02-08",150
"279","2008-02-11",157.5
"280","2008-02-12",145
"281","2008-02-13",150
"282","2008-02-14",150
"283","2008-02-15",140
"284","2008-02-19",132.5
"285","2008-02-20",130
"286","2008-02-21",127.5
"287","2008-02-22",126
"288","2008-02-25",120
"289","2008-02-26",120
"290","2008-02-27",125
"291","2008-02-28",112.5
"292","2008-02-29",112.5
"293","2008-03-03",102.5
"294","2008-03-04",102.5
"295","2008-03-05",102.5
"296","2008-03-06",98
"297","2008-03-07",95
"298","2008-03-10",100
"299","2008-03-11",95
"300","2008-03-12",102.5
"301","2008-03-13",92.5
"302","2008-03-14",85
"303","2008-03-17",79
"304","2008-03-18",75
"305","2008-03-19",75
"306","2008-03-20",72.5
"307","2008-03-24",71
"308","2008-03-25",70
"309","2008-03-26",70
"310","2008-03-27",67.5
"311","2008-03-28",74.5
"312","2008-03-31",75
"313","2008-04-01",70
"314","2008-04-02",72.5
"315","2008-04-03",84.5
"316","2008-04-04",87.5
"317","2008-04-07",85
"318","2008-04-08",120
"319","2008-04-09",120
"320","2008-04-10",120
"321","2008-04-11",120
"322","2008-04-14",102.5
"323","2008-04-15",103.5
"324","2008-04-16",100
"325","2008-04-17",100
"326","2008-04-18",112.5
"327","2008-04-21",110
"328","2008-04-22",115
"329","2008-04-23",115
"330","2008-04-24",130
"331","2008-04-25",130
"332","2008-04-28",127.5
"333","2008-04-29",125
"334","2008-04-30",127.5
"335","2008-05-01",127.5
"336","2008-05-02",125
"337","2008-05-05",150
"338","2008-05-06",162.5
"339","2008-05-07",162.5
"340","2008-05-08",165
"341","2008-05-09",162.5
"342","2008-05-12",165
"343","2008-05-13",152.5
"344","2008-05-14",155
"345","2008-05-15",151
"346","2008-05-16",150
"347","2008-05-19",150
"348","2008-05-20",155
"349","2008-05-21",150
"350","2008-05-22",152.5
"351","2008-05-23",151.5
"352","2008-05-27",151.5
"353","2008-05-28",155
"354","2008-05-29",155
"355","2008-05-30",162.5
"356","2008-06-02",162.5
"357","2008-06-03",160
"358","2008-06-04",150
"359","2008-06-05",156
"360","2008-06-06",156
"361","2008-06-09",145
"362","2008-06-10",150
"363","2008-06-11",147.5
"364","2008-06-12",151
"365","2008-06-13",137.5
"366","2008-06-16",155
"367","2008-06-17",150
"368","2008-06-18",150
"369","2008-06-19",150
"370","2008-06-20",147.5
"371","2008-06-23",139.5
"372","2008-06-24",150
"373","2008-06-25",136
"374","2008-06-26",137.5
"375","2008-06-27",137.5
"376","2008-06-30",140
"377","2008-07-01",150
"378","2008-07-02",150.5
"379","2008-07-03",156
"380","2008-07-07",151
"381","2008-07-08",157.5
"382","2008-07-09",160
"383","2008-07-10",160
"384","2008-07-11",160
"385","2008-07-14",160
"386","2008-07-15",135
"387","2008-07-16",127.5
"388","2008-07-17",140
"389","2008-07-18",152.5
"390","2008-07-21",144.5
"391","2008-07-22",144.5
"392","2008-07-23",152.5
"393","2008-07-24",150
"394","2008-07-25",142.5
"395","2008-07-28",145
"396","2008-07-29",145
"397","2008-07-30",125
"398","2008-07-31",150
"399","2008-08-01",147.5
"400","2008-08-04",142.5
"401","2008-08-05",142.5
"402","2008-08-06",132.5
"403","2008-08-07",132.5
"404","2008-08-08",142.5
"405","2008-08-11",144
"406","2008-08-12",147.5
"407","2008-08-13",145
"408","2008-08-14",145
"409","2008-08-15",149.5
"410","2008-08-18",153.5
"411","2008-08-19",150
"412","2008-08-20",142
"413","2008-08-21",140
"414","2008-08-22",142
"415","2008-08-25",150
"416","2008-08-26",145
"417","2008-08-27",152.5
"418","2008-08-28",142.5
"419","2008-08-29",155
"420","2008-09-02",150
"421","2008-09-03",151.5
"422","2008-09-04",152.5
"423","2008-09-05",160
"424","2008-09-08",157.5
"425","2008-09-09",162
"426","2008-09-10",174.5
"427","2008-09-11",160
"428","2008-09-12",158
"429","2008-09-15",150
"430","2008-09-16",150
"431","2008-09-17",146
"432","2008-09-18",150
"433","2008-09-19",152.5
"434","2008-09-22",149
"435","2008-09-23",150
"436","2008-09-24",146
"437","2008-09-25",147.5
"438","2008-09-26",150
"439","2008-09-29",142.5
"440","2008-09-30",140
"441","2008-10-01",137.5
"442","2008-10-02",137.5
"443","2008-10-03",135
"444","2008-10-06",122.5
"445","2008-10-07",120
"446","2008-10-08",122
"447","2008-10-09",115
"448","2008-10-10",103.5
"449","2008-10-13",107.5
"450","2008-10-14",112.5
"451","2008-10-15",115
"452","2008-10-16",118
"453","2008-10-17",118.5
"454","2008-10-20",117.5
"455","2008-10-21",114
"456","2008-10-22",100
"457","2008-10-23",99
"458","2008-10-24",98.5
"459","2008-10-27",97.5
"460","2008-10-28",96.5
"461","2008-10-29",90
"462","2008-10-30",87.5
"463","2008-10-31",92.5
"464","2008-11-03",92.5
"465","2008-11-04",100
"466","2008-11-05",100
"467","2008-11-06",90
"468","2008-11-07",85
"469","2008-11-10",70
"470","2008-11-11",77.5
"471","2008-11-12",72.5
"472","2008-11-13",75
"473","2008-11-14",72.5
"474","2008-11-17",62.5
"475","2008-11-18",62.5
"476","2008-11-19",57.5
"477","2008-11-20",57.5
"478","2008-11-21",55
"479","2008-11-24",50
"480","2008-11-25",47.5
"481","2008-11-26",40
"482","2008-11-28",52.5
"483","2008-12-01",50
"484","2008-12-02",50.5
"485","2008-12-03",50.5
"486","2008-12-04",52.5
"487","2008-12-05",50
"488","2008-12-08",42.5
"489","2008-12-09",40
"490","2008-12-10",50
"491","2008-12-11",49.5
"492","2008-12-12",50
"493","2008-12-15",50.5
"494","2008-12-16",52.5
"495","2008-12-17",50
"496","2008-12-18",50
"497","2008-12-19",52.5
"498","2008-12-22",53.5
"499","2008-12-23",43.5
"500","2008-12-24",45
"501","2008-12-26",42.5
"502","2008-12-29",42.5
"503","2008-12-30",40
"504","2008-12-31",49.5
"505","2009-01-02",45
"506","2009-01-05",40
"507","2009-01-06",45
"508","2009-01-07",45
"509","2009-01-08",44.5
"510","2009-01-09",41.5
"511","2009-01-12",42
"512","2009-01-13",44
"513","2009-01-14",50
"514","2009-01-15",41.5
"515","2009-01-16",50
"516","2009-01-20",38.5
"517","2009-01-21",45
"518","2009-01-22",47.5
"519","2009-01-23",40.5
"520","2009-01-26",42.5
"521","2009-01-27",45
"522","2009-01-28",45
"523","2009-01-29",45
"524","2009-01-30",45
"525","2009-02-02",41
"526","2009-02-03",42.5
"527","2009-02-04",40
"528","2009-02-05",40.5
"529","2009-02-06",50
"530","2009-02-09",50
"531","2009-02-10",50
"532","2009-02-11",47
"533","2009-02-12",44
"534","2009-02-13",47.5
"535","2009-02-17",48.5
"536","2009-02-18",49.5
"537","2009-02-19",50
"538","2009-02-20",59
"539","2009-02-23",70
"540","2009-02-24",66
"541","2009-02-25",70
"542","2009-02-26",60
"543","2009-02-27",70
"544","2009-03-02",57.5
"545","2009-03-03",57.5
"546","2009-03-04",67.5
"547","2009-03-05",64.5
"548","2009-03-06",65
"549","2009-03-09",57.5
"550","2009-03-10",70
"551","2009-03-11",81
"552","2009-03-12",85
"553","2009-03-13",85
"554","2009-03-16",80
"555","2009-03-17",70
"556","2009-03-18",77.5
"557","2009-03-19",75
"558","2009-03-20",80
"559","2009-03-23",80
"560","2009-03-24",92.5
"561","2009-03-25",85
"562","2009-03-26",85
"563","2009-03-27",76.5
"564","2009-03-30",76.5
"565","2009-03-31",82.5
"566","2009-04-01",75
"567","2009-04-02",75.5
"568","2009-04-03",77.5
"569","2009-04-06",80.5
"570","2009-04-07",85
"571","2009-04-08",85
"572","2009-04-09",80.5
"573","2009-04-13",80
"574","2009-04-14",82
"575","2009-04-15",80
"576","2009-04-16",79.5
"577","2009-04-17",75.5
"578","2009-04-20",77
"579","2009-04-21",72.5
"580","2009-04-22",72
"581","2009-04-23",67.5
"582","2009-04-24",67.5
"583","2009-04-27",68
"584","2009-04-28",67.5
"585","2009-04-29",75.5
"586","2009-04-30",75
"587","2009-05-01",74.5
"588","2009-05-04",70.5
"589","2009-05-05",62.5
"590","2009-05-06",75
"591","2009-05-07",80
"592","2009-05-08",76.5
"593","2009-05-11",80.5
"594","2009-05-12",82.5
"595","2009-05-13",81.5
"596","2009-05-14",74.5
"597","2009-05-15",70
"598","2009-05-18",75
"599","2009-05-19",84
"600","2009-05-20",70
"601","2009-05-21",62.5
"602","2009-05-22",65
"603","2009-05-26",65
"604","2009-05-27",69
"605","2009-05-28",80
"606","2009-05-29",92.5
"607","2009-06-01",107.5
"608","2009-06-02",112.5
"609","2009-06-03",110
"610","2009-06-04",110
"611","2009-06-05",112.5
"612","2009-06-08",112.5
"613","2009-06-09",107.5
"614","2009-06-10",110
"615","2009-06-11",109
"616","2009-06-12",112.5
"617","2009-06-15",112.5
"618","2009-06-16",112.5
"619","2009-06-17",101
"620","2009-06-18",110
"621","2009-06-19",110
"622","2009-06-22",112
"623","2009-06-23",109.5
"624","2009-06-24",106.5
"625","2009-06-25",108.5
"626","2009-06-26",112.5
"627","2009-06-29",112.5
"628","2009-06-30",112.5
"629","2009-07-01",112.5
"630","2009-07-02",110
"631","2009-07-06",104
"632","2009-07-07",105
"633","2009-07-08",105
"634","2009-07-09",92.5
"635","2009-07-10",92.5
"636","2009-07-13",92
"637","2009-07-14",92.5
"638","2009-07-15",95
"639","2009-07-16",100
"640","2009-07-17",105
"641","2009-07-20",102.5
"642","2009-07-21",95
"643","2009-07-22",103.5
"644","2009-07-23",157.5
"645","2009-07-24",192.5
"646","2009-07-27",225
"647","2009-07-28",205
"648","2009-07-29",229
"649","2009-07-30",232.5
"650","2009-07-31",225
"651","2009-08-03",232.5
"652","2009-08-04",222
"653","2009-08-05",232
"654","2009-08-06",235
"655","2009-08-07",230
"656","2009-08-10",215
"657","2009-08-11",210
"658","2009-08-12",207.5
"659","2009-08-13",205
"660","2009-08-14",202.5
"661","2009-08-17",190.5
"662","2009-08-18",200
"663","2009-08-19",195
"664","2009-08-20",195
"665","2009-08-21",200
"666","2009-08-24",187.5
"667","2009-08-25",169.5
"668","2009-08-26",168.5
"669","2009-08-27",167
"670","2009-08-28",163.5
"671","2009-08-31",190.5
"672","2009-09-01",190
"673","2009-09-02",180
"674","2009-09-03",168
"675","2009-09-04",180
"676","2009-09-08",172.5
"677","2009-09-09",165.5
"678","2009-09-10",176.5
"679","2009-09-11",175
"680","2009-09-14",175
"681","2009-09-15",172.5
"682","2009-09-16",182
"683","2009-09-17",165
"684","2009-09-18",162.5
"685","2009-09-21",165
"686","2009-09-22",174.5
"687","2009-09-23",174.5
"688","2009-09-24",164
"689","2009-09-25",143
"690","2009-09-28",137.5
"691","2009-09-29",142.5
"692","2009-09-30",142.5
"693","2009-10-01",144
"694","2009-10-02",150
"695","2009-10-05",164
"696","2009-10-06",165
"697","2009-10-07",174
"698","2009-10-08",170.5
"699","2009-10-09",175
"700","2009-10-12",170
"701","2009-10-13",172.5
"702","2009-10-14",170
"703","2009-10-15",175
"704","2009-10-16",169.5
"705","2009-10-19",172
"706","2009-10-20",166.5
"707","2009-10-21",172.5
"708","2009-10-22",170
"709","2009-10-23",167.5
"710","2009-10-26",165
"711","2009-10-27",161.5
"712","2009-10-28",155
"713","2009-10-29",142.5
"714","2009-10-30",150
"715","2009-11-02",162.5
"716","2009-11-03",157.5
"717","2009-11-04",155
"718","2009-11-05",161.5
"719","2009-11-06",160
"720","2009-11-09",155
"721","2009-11-10",150
"722","2009-11-11",157.5
"723","2009-11-12",157.5
"724","2009-11-13",157
"725","2009-11-16",151
"726","2009-11-17",157
"727","2009-11-18",156
"728","2009-11-19",155
"729","2009-11-20",155
"730","2009-11-23",155
"731","2009-11-24",154
"732","2009-11-25",155
"733","2009-11-27",156.5
"734","2009-11-30",156
"735","2009-12-01",151
"736","2009-12-02",148.5
"737","2009-12-03",150
"738","2009-12-04",148.5
"739","2009-12-07",146.5
"740","2009-12-08",140
"741","2009-12-09",145
"742","2009-12-10",147.5
"743","2009-12-11",145
"744","2009-12-14",146
"745","2009-12-15",150.5
"746","2009-12-16",160
"747","2009-12-17",152
"748","2009-12-18",159
"749","2009-12-21",152.5
"750","2009-12-22",151
"751","2009-12-23",157.5
"752","2009-12-24",159
"753","2009-12-28",162.5
"754","2009-12-29",162.5
"755","2009-12-30",162.5
"756","2009-12-31",164.5
"757","2010-01-04",160
"758","2010-01-05",162.5
"759","2010-01-06",159
"760","2010-01-07",162.5
"761","2010-01-08",164.5
"762","2010-01-11",155.5
"763","2010-01-12",164.5
"764","2010-01-13",162.5
"765","2010-01-14",162.5
"766","2010-01-15",163.5
"767","2010-01-19",155
"768","2010-01-20",150
"769","2010-01-21",147.5
"770","2010-01-22",142
"771","2010-01-25",140
"772","2010-01-26",137.5
"773","2010-01-27",137.5
"774","2010-01-28",142.5
"775","2010-01-29",139.5
"776","2010-02-01",139.5
"777","2010-02-02",137.5
"778","2010-02-03",139.5
"779","2010-02-04",139
"780","2010-02-05",137.5
"781","2010-02-08",137.5
"782","2010-02-09",137.5
"783","2010-02-10",135
"784","2010-02-11",137.5
"785","2010-02-12",137.5
"786","2010-02-16",137.5
"787","2010-02-17",137.5
"788","2010-02-18",137.5
"789","2010-02-19",134.5
"790","2010-02-22",135
"791","2010-02-23",135
"792","2010-02-24",130
"793","2010-02-25",129.5
"794","2010-02-26",134
"795","2010-03-01",135
"796","2010-03-02",135
"797","2010-03-03",130.5
"798","2010-03-04",132.5
"799","2010-03-05",132.5
"800","2010-03-08",129.5
"801","2010-03-09",127.5
"802","2010-03-10",125
"803","2010-03-11",125
"804","2010-03-12",127.5
"805","2010-03-15",127.5
"806","2010-03-16",127.5
"807","2010-03-17",127.5
"808","2010-03-18",127.5
"809","2010-03-19",129.5
"810","2010-03-22",127.5
"811","2010-03-23",127.5
"812","2010-03-24",122
"813","2010-03-25",127.5
"814","2010-03-26",125.5
"815","2010-03-29",125
"816","2010-03-30",124
"817","2010-03-31",125.5
"818","2010-04-01",117
"819","2010-04-05",121.5
"820","2010-04-06",119
"821","2010-04-07",115.5
"822","2010-04-08",124
"823","2010-04-09",125
"824","2010-04-12",130
"825","2010-04-13",129
"826","2010-04-14",127.5
"827","2010-04-15",137.5
"828","2010-04-16",140
"829","2010-04-19",140
"830","2010-04-20",134.5
"831","2010-04-21",130.5
"832","2010-04-22",132.5
"833","2010-04-23",138
"834","2010-04-26",135.5
"835","2010-04-27",133
"836","2010-04-28",132.5
"837","2010-04-29",133
"838","2010-04-30",132
"839","2010-05-03",132.5
"840","2010-05-04",126
"841","2010-05-05",130
"842","2010-05-06",119.5
"843","2010-05-07",112.5
"844","2010-05-10",125.5
"845","2010-05-11",124
"846","2010-05-12",120
"847","2010-05-13",122.5
"848","2010-05-14",115
"849","2010-05-17",122.5
"850","2010-05-18",120
"851","2010-05-19",122.5
"852","2010-05-20",112.5
"853","2010-05-21",109.5
"854","2010-05-24",120
"855","2010-05-25",115
"856","2010-05-26",122.5
"857","2010-05-27",115
"858","2010-05-28",117.5
"859","2010-06-01",115
"860","2010-06-02",115
"861","2010-06-03",117.5
"862","2010-06-04",114.5
"863","2010-06-07",119.5
"864","2010-06-08",119.5
"865","2010-06-09",115
"866","2010-06-10",122.5
"867","2010-06-11",122.5
"868","2010-06-14",123
"869","2010-06-15",122.5
"870","2010-06-16",122.5
"871","2010-06-17",117.5
"872","2010-06-18",117.5
"873","2010-06-21",121.5
"874","2010-06-22",112
"875","2010-06-23",117.5
"876","2010-06-24",108
"877","2010-06-25",106.5
"878","2010-06-28",110
"879","2010-06-29",102.5
"880","2010-06-30",98
"881","2010-07-01",102.5
"882","2010-07-02",100
"883","2010-07-06",100
"884","2010-07-07",95
"885","2010-07-08",94
"886","2010-07-09",95
"887","2010-07-12",95
"888","2010-07-13",95
"889","2010-07-14",95
"890","2010-07-15",105
"891","2010-07-16",107.5
"892","2010-07-19",104.5
"893","2010-07-20",100
"894","2010-07-21",100
"895","2010-07-22",95
"896","2010-07-23",92.5
"897","2010-07-26",92.5
"898","2010-07-27",90
"899","2010-07-28",92.5
"900","2010-07-29",97.5
"901","2010-07-30",97.5
"902","2010-08-02",99
"903","2010-08-03",100
"904","2010-08-04",105
"905","2010-08-05",104.5
"906","2010-08-06",105
"907","2010-08-09",105
"908","2010-08-10",102.5
"909","2010-08-11",100
"910","2010-08-12",99
"911","2010-08-13",99.5
"912","2010-08-16",92.5
"913","2010-08-17",92.5
"914","2010-08-18",92
"915","2010-08-19",100
"916","2010-08-20",105
"917","2010-08-23",107.5
"918","2010-08-24",104
"919","2010-08-25",105
"920","2010-08-26",102.5
"921","2010-08-27",105
"922","2010-08-30",105
"923","2010-08-31",102
"924","2010-09-01",99
"925","2010-09-02",97.5
"926","2010-09-03",97.5
"927","2010-09-07",100
"928","2010-09-08",99
"929","2010-09-09",96
"930","2010-09-10",96.5
"931","2010-09-13",97.5
"932","2010-09-14",100
"933","2010-09-15",97.5
"934","2010-09-16",100
"935","2010-09-17",110
"936","2010-09-20",108
"937","2010-09-21",105
"938","2010-09-22",106
"939","2010-09-23",110
"940","2010-09-24",109.5
"941","2010-09-27",105
"942","2010-09-28",99
"943","2010-09-29",100
"944","2010-09-30",97.5
"945","2010-10-01",108
"946","2010-10-04",107.5
"947","2010-10-05",118.5
"948","2010-10-06",130
"949","2010-10-07",125
"950","2010-10-08",131.5
"951","2010-10-11",131.5
"952","2010-10-12",134
"953","2010-10-13",136
"954","2010-10-14",135
"955","2010-10-15",140
"956","2010-10-18",147.5
"957","2010-10-19",142.5
"958","2010-10-20",147.5
"959","2010-10-21",147.5
"960","2010-10-22",152
"961","2010-10-25",151.5
"962","2010-10-26",151.5
"963","2010-10-27",150
"964","2010-10-28",150
"965","2010-10-29",150
"966","2010-11-01",147.5
"967","2010-11-02",151
"968","2010-11-03",147
"969","2010-11-04",146
"970","2010-11-05",150.5
"971","2010-11-08",158.5
"972","2010-11-09",155
"973","2010-11-10",154
"974","2010-11-11",155
"975","2010-11-12",152.5
"976","2010-11-15",154.5
"977","2010-11-16",145
"978","2010-11-17",147.5
"979","2010-11-18",150
"980","2010-11-19",150
"981","2010-11-22",147.5
"982","2010-11-23",150
"983","2010-11-24",147.5
"984","2010-11-26",147.5
"985","2010-11-29",142.5
"986","2010-11-30",145
"987","2010-12-01",142.5
"988","2010-12-02",145
"989","2010-12-03",145
"990","2010-12-06",142.5
"991","2010-12-07",140
"992","2010-12-08",142.5
"993","2010-12-09",164.5
"994","2010-12-10",126
"995","2010-12-13",126
"996","2010-12-14",124.5
"997","2010-12-15",124.5
"998","2010-12-16",126.5
"999","2010-12-17",122.5
"1000","2010-12-20",124
"1001","2010-12-21",122
"1002","2010-12-22",121.5
"1003","2010-12-23",125.5
"1004","2010-12-27",129
"1005","2010-12-28",124.5
"1006","2010-12-29",123.5
"1007","2010-12-30",122.5
"1008","2010-12-31",124
"1009","2011-01-03",123.5
"1010","2011-01-04",122.5
"1011","2011-01-05",122.5
"1012","2011-01-06",122.5
"1013","2011-01-07",122.5
"1014","2011-01-10",122
"1015","2011-01-11",121
"1016","2011-01-12",121
"1017","2011-01-13",122
"1018","2011-01-14",122.5
"1019","2011-01-18",122.5
"1020","2011-01-19",122.5
"1021","2011-01-20",122.5
"1022","2011-01-21",125
"1023","2011-01-24",127
"1024","2011-01-25",128
"1025","2011-01-26",129.5
"1026","2011-01-27",125.5
"1027","2011-01-28",124.5
"1028","2011-01-31",124.5
"1029","2011-02-01",123.5
"1030","2011-02-02",125
"1031","2011-02-03",121
"1032","2011-02-04",123.5
"1033","2011-02-07",123.5
"1034","2011-02-08",124
"1035","2011-02-09",120.5
"1036","2011-02-10",122.5
"1037","2011-02-11",120
"1038","2011-02-14",120
"1039","2011-02-15",122.5
"1040","2011-02-16",123.5
"1041","2011-02-17",120
"1042","2011-02-18",117.5
"1043","2011-02-22",117
"1044","2011-02-23",119.5
"1045","2011-02-24",115.5
"1046","2011-02-25",112.5
"1047","2011-02-28",110
"1048","2011-03-01",107.5
"1049","2011-03-02",109
"1050","2011-03-03",107.5
"1051","2011-03-04",105
"1052","2011-03-07",101.5
"1053","2011-03-08",102
"1054","2011-03-09",100.5
"1055","2011-03-10",105
"1056","2011-03-11",100
"1057","2011-03-14",99.5
"1058","2011-03-15",99.5
"1059","2011-03-16",99.5
"1060","2011-03-17",100
"1061","2011-03-18",100
"1062","2011-03-21",100
"1063","2011-03-22",97.5
"1064","2011-03-23",104.5
"1065","2011-03-24",104.5
"1066","2011-03-25",100.5
"1067","2011-03-28",107.5
"1068","2011-03-29",112
"1069","2011-03-30",112
"1070","2011-03-31",110.5
"1071","2011-04-01",111
"1072","2011-04-04",110
"1073","2011-04-05",104.5
"1074","2011-04-06",109.5
"1075","2011-04-07",109
"1076","2011-04-08",107.5
