"","date","ZEAL"
"251","2018-08-07",14.82
"252","2018-08-08",14.1
"253","2018-08-09",14.41
"254","2018-08-10",13.76
"255","2018-08-13",14
"256","2018-08-14",14.01
"257","2018-08-15",13
"258","2018-08-16",13.65
"259","2018-08-17",14.12
"260","2018-08-20",13.63
"261","2018-08-21",14
"262","2018-08-22",14.1
"263","2018-08-23",14.23
"264","2018-08-24",14.51
"265","2018-08-27",14.41
"266","2018-08-28",15.04
"267","2018-08-29",14.88
"268","2018-08-30",14.46
"269","2018-08-31",14.55
"270","2018-09-04",14.38
"271","2018-09-05",14.48
"272","2018-09-06",14.37
"273","2018-09-07",16.059999
"274","2018-09-10",17.209999
"275","2018-09-11",17.379999
"276","2018-09-12",18.23
"277","2018-09-13",17.91
"278","2018-09-14",17.799999
"279","2018-09-17",16.889999
"280","2018-09-18",18.49
"281","2018-09-19",18.27
"282","2018-09-20",17.92
"283","2018-09-21",16.690001
"284","2018-09-24",16.809999
"285","2018-09-25",17
"286","2018-09-26",16.84
"287","2018-09-27",16.59
"288","2018-09-28",16.52
"289","2018-10-01",16.445
"290","2018-10-02",16.049999
"291","2018-10-03",16.4
"292","2018-10-04",15.682
"293","2018-10-05",15.47
"294","2018-10-08",14.89
"295","2018-10-09",14.94
"296","2018-10-10",14.2
"297","2018-10-11",13.63
"298","2018-10-12",13.99
"299","2018-10-15",14.05
"300","2018-10-16",14.06
"301","2018-10-17",14.3
"302","2018-10-18",13.904
"303","2018-10-19",13
"304","2018-10-22",13.4
"305","2018-10-23",12.595
"306","2018-10-24",12.58
"307","2018-10-25",12.64
"308","2018-10-26",12.01
"309","2018-10-29",11.51
"310","2018-10-30",11.8
"311","2018-10-31",12.75
"312","2018-11-01",13.55
"313","2018-11-02",13.19
"314","2018-11-05",12.5
"315","2018-11-06",13.55
"316","2018-11-07",13.71
"317","2018-11-08",13.21
"318","2018-11-09",13.87
"319","2018-11-12",12
"320","2018-11-13",12.16
"321","2018-11-14",11.51
"322","2018-11-15",12.29
"323","2018-11-16",12.23
"324","2018-11-19",12.73
"325","2018-11-20",12.52
"326","2018-11-21",11.55
"327","2018-11-23",12.21
"328","2018-11-26",12.01
"329","2018-11-27",12.63
"330","2018-11-28",13.176
"331","2018-11-29",13.05
"332","2018-11-30",13.52
"333","2018-12-03",13.37
"334","2018-12-04",12.76
"335","2018-12-06",11.7
"336","2018-12-07",12.26
"337","2018-12-10",13.22
"338","2018-12-11",12.74
"339","2018-12-12",13.18
"340","2018-12-13",13.09
"341","2018-12-14",13.2
"342","2018-12-17",12.61
"343","2018-12-18",12.51
"344","2018-12-19",12.8
"345","2018-12-20",12.17
"346","2018-12-21",12.237
"347","2018-12-24",11.75
"348","2018-12-26",12.02
"349","2018-12-27",13.46
"350","2018-12-28",12.444
"351","2018-12-31",11.61
"352","2019-01-02",12.35
"353","2019-01-03",12.67
"354","2019-01-04",13.2
"355","2019-01-07",13.81
"356","2019-01-08",13.89
"357","2019-01-09",14.163
"358","2019-01-10",14.13
"359","2019-01-11",14.255
"360","2019-01-14",14.29
"361","2019-01-15",13.01
"362","2019-01-16",14.35
"363","2019-01-17",14.04
"364","2019-01-18",14.94
"365","2019-01-22",14.77
"366","2019-01-23",14.7
"367","2019-01-24",14.7
"368","2019-01-25",14.7
"369","2019-01-28",14.403
"370","2019-01-29",14.403
"371","2019-01-30",14.37
"372","2019-01-31",14.65
"373","2019-02-01",14.45
"374","2019-02-04",14.45
"375","2019-02-05",14.45
"376","2019-02-06",14.507
"377","2019-02-07",14.55
"378","2019-02-08",14
"379","2019-02-11",14.27
"380","2019-02-12",14.32
"381","2019-02-13",14.301
"382","2019-02-14",14.7
"383","2019-02-15",14.618
"384","2019-02-19",15.01
"385","2019-02-20",14.74
"386","2019-02-21",14.449
"387","2019-02-22",14.478
"388","2019-02-25",14.59
"389","2019-02-26",14.759
"390","2019-02-27",14.82
"391","2019-02-28",14.7
"392","2019-03-01",15.03
"393","2019-03-04",15.545
"394","2019-03-05",15
"395","2019-03-06",15.32
"396","2019-03-07",14.89
"397","2019-03-08",14.59
"398","2019-03-11",14.897
"399","2019-03-12",15.2
"400","2019-03-13",15.32
"401","2019-03-14",15.6
"402","2019-03-15",15.467
"403","2019-03-18",15.678
"404","2019-03-19",16.139999
"405","2019-03-20",17.704
"406","2019-03-21",18.030001
"407","2019-03-22",17.9
"408","2019-03-25",17.450001
"409","2019-03-26",18.076
"410","2019-03-27",17.85
"411","2019-03-28",17.969999
"412","2019-03-29",17.02
"413","2019-04-01",18.379999
"414","2019-04-02",18.683001
"415","2019-04-03",18.76
"416","2019-04-04",19.01
"417","2019-04-05",19.165001
"418","2019-04-08",19.58
"419","2019-04-09",19.17
"420","2019-04-10",19.01
"421","2019-04-11",19.059999
"422","2019-04-12",18.07
"423","2019-04-15",18.77
"424","2019-04-16",18.530001
"425","2019-04-17",18.299999
"426","2019-04-18",18.283001
"427","2019-04-22",18.299999
"428","2019-04-23",18.780001
"429","2019-04-24",19.059999
"430","2019-04-25",20.09
"431","2019-04-26",20
"432","2019-04-29",20.24
"433","2019-04-30",20.82
"434","2019-05-01",20.799999
"435","2019-05-02",20.160999
"436","2019-05-03",20.454
"437","2019-05-06",20.790001
"438","2019-05-07",20.51
"439","2019-05-08",20.43
"440","2019-05-09",20.33
"441","2019-05-10",20.33
"442","2019-05-13",19.700001
"443","2019-05-14",20.784
"444","2019-05-15",20.41
"445","2019-05-16",20.280001
"446","2019-05-17",19.85
"447","2019-05-20",20.26
"448","2019-05-21",21.049999
"449","2019-05-22",22.1
"450","2019-05-23",21.25
"451","2019-05-24",21.565001
"452","2019-05-28",20.878
"453","2019-05-29",21.1
"454","2019-05-30",20.91
"455","2019-05-31",20.83
"456","2019-06-03",19.82
"457","2019-06-04",20.007999
"458","2019-06-05",19.768
"459","2019-06-06",20.177999
"460","2019-06-07",21.200001
"461","2019-06-10",21.200001
"462","2019-06-11",21.129999
"463","2019-06-12",20.997
"464","2019-06-13",21.33
"465","2019-06-14",21.237
"466","2019-06-17",20.879999
"467","2019-06-18",20.790001
"468","2019-06-19",20.952
"469","2019-06-20",20.981001
"470","2019-06-21",21.1
"471","2019-06-24",21.25
"472","2019-06-25",21.049999
"473","2019-06-26",21.339001
"474","2019-06-27",21.129999
"475","2019-06-28",21.524
"476","2019-07-01",21.85
"477","2019-07-02",22.396999
"478","2019-07-03",22.35
"479","2019-07-05",22.280001
"480","2019-07-08",22.08
"481","2019-07-09",21.85
"482","2019-07-10",21.52
"483","2019-07-11",21.98
"484","2019-07-12",22.200001
"485","2019-07-15",21.959999
"486","2019-07-16",22.200001
"487","2019-07-17",22.860001
"488","2019-07-18",22.440001
"489","2019-07-19",22.469999
"490","2019-07-22",22.809999
"491","2019-07-23",22.85
"492","2019-07-24",22.870001
"493","2019-07-25",22.790001
"494","2019-07-26",21.309999
"495","2019-07-29",22.92
"496","2019-07-30",22.559999
"497","2019-07-31",22.629999
"498","2019-08-01",22.417
"499","2019-08-02",21.950001
"500","2019-08-05",21.292
"501","2019-08-06",21.48
"502","2019-08-07",21.9
"503","2019-08-08",22.059999
"504","2019-08-09",22.07
"505","2019-08-12",22.209999
"506","2019-08-13",22.34
"507","2019-08-14",22.1
"508","2019-08-15",21.75
"509","2019-08-16",21.152
"510","2019-08-19",20.787001
"511","2019-08-20",21.809999
"512","2019-08-21",21.02
"513","2019-08-22",20.379999
"514","2019-08-23",20.826
"515","2019-08-26",20.18
"516","2019-08-27",19.450001
"517","2019-08-28",19.18
"518","2019-08-29",18.75
"519","2019-08-30",19.190001
"520","2019-09-03",21.23
"521","2019-09-04",21.871
"522","2019-09-05",23.450001
"523","2019-09-06",23.527
"524","2019-09-09",23.82
"525","2019-09-10",23.5
"526","2019-09-11",23.440001
"527","2019-09-12",23.83
"528","2019-09-13",24.084999
"529","2019-09-16",24.184999
"530","2019-09-17",24.870001
"531","2019-09-18",24.875
"532","2019-09-19",24.875
"533","2019-09-20",24.84
"534","2019-09-23",25.52
"535","2019-09-24",28
"536","2019-09-25",27.17
"537","2019-09-26",28.85
"538","2019-09-27",25.721001
"539","2019-09-30",25.360001
"540","2019-10-01",23.91
"541","2019-10-02",23.530001
"542","2019-10-03",23.594999
"543","2019-10-04",24.950001
"544","2019-10-07",23.530001
"545","2019-10-08",23.08
"546","2019-10-09",23.459999
"547","2019-10-10",23.459999
"548","2019-10-11",23.040001
"549","2019-10-14",23.177
"550","2019-10-15",27.549999
"551","2019-10-16",25
"552","2019-10-17",27.190001
"553","2019-10-18",26.745001
"554","2019-10-21",26.549999
"555","2019-10-22",27.190001
"556","2019-10-23",26.767
"557","2019-10-24",27.445
"558","2019-10-25",27.451
"559","2019-10-28",27.502001
"560","2019-10-29",27.67
"561","2019-10-30",30.645
"562","2019-10-31",29.450001
"563","2019-11-01",29.67
"564","2019-11-04",32.200001
"565","2019-11-05",32.16
"566","2019-11-06",32.77
"567","2019-11-07",32.294998
"568","2019-11-08",32.200001
"569","2019-11-11",32.805
"570","2019-11-12",31.441999
"571","2019-11-13",31.594999
"572","2019-11-14",33.299999
"573","2019-11-15",31.33
"574","2019-11-18",36.490002
"575","2019-11-19",32.610001
"576","2019-11-20",31.57
"577","2019-11-21",30.76
"578","2019-11-22",30.700001
"579","2019-11-25",30.615
"580","2019-11-26",31.17
"581","2019-11-27",31.01
"582","2019-11-29",30.93
"583","2019-12-02",29.870001
"584","2019-12-03",30.6
"585","2019-12-04",32.706001
"586","2019-12-05",31.059999
"587","2019-12-06",32.869999
"588","2019-12-09",30.605
"589","2019-12-10",32.615002
"590","2019-12-11",31
"591","2019-12-12",31.16
"592","2019-12-13",31.895
"593","2019-12-16",32.169998
"594","2019-12-17",31.690001
"595","2019-12-18",30.59
"596","2019-12-19",31.66
"597","2019-12-20",32.740002
"598","2019-12-23",32.540001
"599","2019-12-24",32.805
"600","2019-12-26",34
"601","2019-12-27",34.860001
"602","2019-12-30",35.09
"603","2019-12-31",33.200001
"604","2020-01-02",34.23
"605","2020-01-03",32.77
"606","2020-01-06",32.834
"607","2020-01-07",32.950001
"608","2020-01-08",32.709999
"609","2020-01-09",33.75
"610","2020-01-10",35.396
"611","2020-01-13",34.606998
"612","2020-01-14",34
"613","2020-01-15",36.080002
"614","2020-01-16",36.099998
"615","2020-01-17",36.34
"616","2020-01-21",36.700001
"617","2020-01-22",37
"618","2020-01-23",36.48
"619","2020-01-24",36.248001
"620","2020-01-27",35.700001
"621","2020-01-28",35.861
"622","2020-01-29",35.860001
"623","2020-01-30",35.880001
"624","2020-01-31",38.259998
"625","2020-02-03",36
"626","2020-02-04",35.799999
"627","2020-02-05",38.369999
"628","2020-02-06",37.759998
"629","2020-02-07",37.990002
"630","2020-02-10",37.75
"631","2020-02-11",39.200001
"632","2020-02-12",38.5
"633","2020-02-13",42.099998
"634","2020-02-14",44.25
"635","2020-02-18",41.98
"636","2020-02-19",42.07
"637","2020-02-20",40.879002
"638","2020-02-21",40.48
"639","2020-02-24",39.209999
"640","2020-02-25",37.93
"641","2020-02-26",37.259998
"642","2020-02-27",34.82
"643","2020-02-28",35.77
"644","2020-03-02",37.5
"645","2020-03-03",37.189999
"646","2020-03-04",39.349998
"647","2020-03-05",38.610001
"648","2020-03-06",37.830002
"649","2020-03-09",34.48
"650","2020-03-10",35.400002
"651","2020-03-11",28.1
"652","2020-03-12",24.9
"653","2020-03-13",23.860001
"654","2020-03-16",24.629999
"655","2020-03-17",27.51
"656","2020-03-18",28.49
"657","2020-03-19",29.040001
"658","2020-03-20",28.5
"659","2020-03-23",27.040001
"660","2020-03-24",28.040001
"661","2020-03-25",27.700001
"662","2020-03-26",28.950001
"663","2020-03-27",29.247999
"664","2020-03-30",31.08
"665","2020-03-31",34.5
"666","2020-04-01",31.35
"667","2020-04-02",31.719999
"668","2020-04-03",30.67
"669","2020-04-06",32.93
"670","2020-04-07",31.34
"671","2020-04-08",32.099998
"672","2020-04-09",33.419998
"673","2020-04-13",33
"674","2020-04-14",33.369999
"675","2020-04-15",31.615
"676","2020-04-16",33
"677","2020-04-17",33.334999
"678","2020-04-20",33.290001
"679","2020-04-21",33.68
"680","2020-04-22",34.630001
"681","2020-04-23",34.860001
"682","2020-04-24",35.259998
"683","2020-04-27",35.015999
"684","2020-04-28",33.841
"685","2020-04-29",33.369999
"686","2020-04-30",35
"687","2020-05-01",33.240002
"688","2020-05-04",33.466
"689","2020-05-05",34.395
"690","2020-05-06",34.555
"691","2020-05-07",34.93
"692","2020-05-08",34.77
"693","2020-05-11",37.27
"694","2020-05-12",37
"695","2020-05-13",36.007999
"696","2020-05-14",38.130001
"697","2020-05-15",34.849998
"698","2020-05-18",35.48
"699","2020-05-19",36.082001
"700","2020-05-20",36.082001
"701","2020-05-21",34.959999
"702","2020-05-22",34.939999
"703","2020-05-26",35.950001
"704","2020-05-27",37.16
"705","2020-05-28",37
"706","2020-05-29",41
"707","2020-06-01",39.16
"708","2020-06-02",38.189999
"709","2020-06-03",38.959999
"710","2020-06-04",39.560001
"711","2020-06-05",39.549999
"712","2020-06-08",38.875
"713","2020-06-09",38.5
"714","2020-06-10",38.91
"715","2020-06-11",37.57
"716","2020-06-12",37.66
"717","2020-06-15",39.029999
"718","2020-06-16",39.099998
"719","2020-06-17",40.779999
"720","2020-06-18",36.799999
"721","2020-06-19",36.345001
"722","2020-06-22",37.105
"723","2020-06-23",37.060001
"724","2020-06-24",36.099998
"725","2020-06-25",36.27
"726","2020-06-26",33.040001
"727","2020-06-29",32.09
"728","2020-06-30",35
"729","2020-07-01",34.759998
"730","2020-07-02",35.855
"731","2020-07-06",37.049999
"732","2020-07-07",36.84
"733","2020-07-08",36.959999
"734","2020-07-09",36.599998
"735","2020-07-10",35.48
"736","2020-07-13",34.490002
"737","2020-07-14",34.5
"738","2020-07-15",35.34
"739","2020-07-16",34.345001
"740","2020-07-17",34.52
"741","2020-07-20",36.040001
"742","2020-07-21",35.450001
"743","2020-07-22",35.709999
"744","2020-07-23",35.73
"745","2020-07-24",35.165001
"746","2020-07-27",34.650002
"747","2020-07-28",34.650002
"748","2020-07-29",35.284
"749","2020-07-30",34.220001
"750","2020-07-31",32.439999
"751","2020-08-03",35.369999
"752","2020-08-04",34.380001
"753","2020-08-05",35.150002
"754","2020-08-06",34.549999
"755","2020-08-07",34.5
"756","2020-08-10",35.98
"757","2020-08-11",36.130001
"758","2020-08-12",35.82
"759","2020-08-13",37.18
"760","2020-08-14",38.73
"761","2020-08-17",38.470001
"762","2020-08-18",38.720001
"763","2020-08-19",38.470001
"764","2020-08-20",38.360001
"765","2020-08-21",37.959999
"766","2020-08-24",38.41
"767","2020-08-25",37.689999
"768","2020-08-26",38
"769","2020-08-27",38.049999
"770","2020-08-28",37.93
"771","2020-08-31",38.27
"772","2020-09-01",38.097
"773","2020-09-02",38.57
"774","2020-09-03",37
"775","2020-09-04",35.803001
"776","2020-09-08",35.09
"777","2020-09-09",34.98
"778","2020-09-10",34.689999
"779","2020-09-11",31.620001
"780","2020-09-14",35.900002
"781","2020-09-15",36.066002
"782","2020-09-16",36.779999
"783","2020-09-17",37.009998
"784","2020-09-18",36.5
"785","2020-09-21",36.439999
"786","2020-09-22",36.029999
"787","2020-09-23",35.369999
"788","2020-09-24",35.720001
"789","2020-09-25",35.490002
"790","2020-09-28",36.189999
"791","2020-09-29",37.099998
"792","2020-09-30",38.41
"793","2020-10-01",39.130001
"794","2020-10-02",41.150002
"795","2020-10-05",44
"796","2020-10-06",42.610001
"797","2020-10-07",42.349998
"798","2020-10-08",41.645
"799","2020-10-09",42.200001
"800","2020-10-12",42.68
"801","2020-10-13",42.139999
"802","2020-10-14",41.310001
"803","2020-10-15",41.310001
"804","2020-10-16",40.139999
"805","2020-10-19",40.369999
"806","2020-10-20",40.330002
"807","2020-10-21",38.490002
"808","2020-10-22",37.290001
"809","2020-10-23",37.23
"810","2020-10-26",35.299999
"811","2020-10-27",36.07
"812","2020-10-28",32.790001
"813","2020-10-29",33.830002
"814","2020-10-30",33.75
"815","2020-11-02",34.23
"816","2020-11-03",35.895
"817","2020-11-04",37.490002
"818","2020-11-05",38.93
"819","2020-11-06",39.299999
"820","2020-11-09",38.23
"821","2020-11-10",38.109001
"822","2020-11-11",38.049999
"823","2020-11-12",36.852001
"824","2020-11-13",37.27
"825","2020-11-16",36.055
"826","2020-11-17",36.099998
"827","2020-11-18",35.150002
"828","2020-11-19",36.040001
"829","2020-11-20",35.950001
"830","2020-11-23",36.147999
"831","2020-11-24",35.830002
"832","2020-11-25",36.301998
"833","2020-11-27",37.629002
