"","date","STAA"
"279","2008-02-11",2.21
"280","2008-02-12",2.2
"281","2008-02-13",2.23
"282","2008-02-14",2.3
"283","2008-02-15",2.29
"284","2008-02-19",2.22
"285","2008-02-20",2.28
"286","2008-02-21",2.29
"287","2008-02-22",2.26
"288","2008-02-25",2.32
"289","2008-02-26",2.33
"290","2008-02-27",2.34
"291","2008-02-28",2.3
"292","2008-02-29",2.32
"293","2008-03-03",2.23
"294","2008-03-04",2.29
"295","2008-03-05",2.3
"296","2008-03-06",2.12
"297","2008-03-07",2.14
"298","2008-03-10",2.06
"299","2008-03-11",2.13
"300","2008-03-12",2.21
"301","2008-03-13",2.2
"302","2008-03-14",2.18
"303","2008-03-17",2.19
"304","2008-03-18",2.18
"305","2008-03-19",2.19
"306","2008-03-20",2.18
"307","2008-03-24",2.2
"308","2008-03-25",2.18
"309","2008-03-26",2.31
"310","2008-03-27",2.39
"311","2008-03-28",2.18
"312","2008-03-31",2.58
"313","2008-04-01",2.45
"314","2008-04-02",2.52
"315","2008-04-03",2.48
"316","2008-04-04",2.49
"317","2008-04-07",2.9
"318","2008-04-08",2.75
"319","2008-04-09",2.85
"320","2008-04-10",2.78
"321","2008-04-11",2.64
"322","2008-04-14",2.54
"323","2008-04-15",2.53
"324","2008-04-16",2.43
"325","2008-04-17",2.4
"326","2008-04-18",2.39
"327","2008-04-21",2.37
"328","2008-04-22",2.31
"329","2008-04-23",2.4
"330","2008-04-24",2.36
"331","2008-04-25",2.33
"332","2008-04-28",2.3
"333","2008-04-29",2.3
"334","2008-04-30",2.35
"335","2008-05-01",2.38
"336","2008-05-02",2.52
"337","2008-05-05",2.62
"338","2008-05-06",2.68
"339","2008-05-07",2.41
"340","2008-05-08",2.45
"341","2008-05-09",2.7
"342","2008-05-12",2.85
"343","2008-05-13",2.87
"344","2008-05-14",2.9
"345","2008-05-15",2.91
"346","2008-05-16",2.93
"347","2008-05-19",2.94
"348","2008-05-20",3.15
"349","2008-05-21",3.18
"350","2008-05-22",3.42
"351","2008-05-23",3.29
"352","2008-05-27",3.42
"353","2008-05-28",3.37
"354","2008-05-29",3.42
"355","2008-05-30",3.35
"356","2008-06-02",3.05
"357","2008-06-03",3.18
"358","2008-06-04",3.11
"359","2008-06-05",2.99
"360","2008-06-06",3.01
"361","2008-06-09",3.09
"362","2008-06-10",3.1
"363","2008-06-11",3.31
"364","2008-06-12",3.63
"365","2008-06-13",3.54
"366","2008-06-16",3.41
"367","2008-06-17",3.45
"368","2008-06-18",3.46
"369","2008-06-19",3.52
"370","2008-06-20",3.68
"371","2008-06-23",3.67
"372","2008-06-24",3.33
"373","2008-06-25",3.19
"374","2008-06-26",3.19
"375","2008-06-27",3.11
"376","2008-06-30",3.1
"377","2008-07-01",3.03
"378","2008-07-02",3
"379","2008-07-03",3.05
"380","2008-07-07",3.09
"381","2008-07-08",3.11
"382","2008-07-09",3.09
"383","2008-07-10",3.09
"384","2008-07-11",3.44
"385","2008-07-14",3.21
"386","2008-07-15",3.18
"387","2008-07-16",3.44
"388","2008-07-17",3.52
"389","2008-07-18",3.47
"390","2008-07-21",3.5
"391","2008-07-22",3.5
"392","2008-07-23",3.59
"393","2008-07-24",3.55
"394","2008-07-25",3.64
"395","2008-07-28",3.67
"396","2008-07-29",3.73
"397","2008-07-30",3.7
"398","2008-07-31",4.1
"399","2008-08-01",4.32
"400","2008-08-04",4.17
"401","2008-08-05",4.22
"402","2008-08-06",4.28
"403","2008-08-07",4.32
"404","2008-08-08",4.4
"405","2008-08-11",4.46
"406","2008-08-12",4.49
"407","2008-08-13",4.47
"408","2008-08-14",4.53
"409","2008-08-15",5.42
"410","2008-08-18",5.63
"411","2008-08-19",5.05
"412","2008-08-20",5.33
"413","2008-08-21",5.23
"414","2008-08-22",5.24
"415","2008-08-25",5.2
"416","2008-08-26",5.33
"417","2008-08-27",5.43
"418","2008-08-28",5.47
"419","2008-08-29",5.47
"420","2008-09-02",5.35
"421","2008-09-03",5.1
"422","2008-09-04",4.7
"423","2008-09-05",4.89
"424","2008-09-08",4.98
"425","2008-09-09",5.04
"426","2008-09-10",5.33
"427","2008-09-11",5.32
"428","2008-09-12",5.33
"429","2008-09-15",4.84
"430","2008-09-16",4.67
"431","2008-09-17",4.4
"432","2008-09-18",4.38
"433","2008-09-19",5.07
"434","2008-09-22",4.5
"435","2008-09-23",4.25
"436","2008-09-24",4.57
"437","2008-09-25",4.42
"438","2008-09-26",4.39
"439","2008-09-29",3.96
"440","2008-09-30",4.49
"441","2008-10-01",4.37
"442","2008-10-02",4.04
"443","2008-10-03",4.23
"444","2008-10-06",3.59
"445","2008-10-07",3.06
"446","2008-10-08",3.06
"447","2008-10-09",2.6
"448","2008-10-10",2.51
"449","2008-10-13",2.58
"450","2008-10-14",2.47
"451","2008-10-15",2.25
"452","2008-10-16",2.32
"453","2008-10-17",2.35
"454","2008-10-20",2.39
"455","2008-10-21",2.45
"456","2008-10-22",2.31
"457","2008-10-23",2.05
"458","2008-10-24",2.15
"459","2008-10-27",2.2
"460","2008-10-28",2.09
"461","2008-10-29",2.33
"462","2008-10-30",2.42
"463","2008-10-31",2.46
"464","2008-11-03",2.35
"465","2008-11-04",2.24
"466","2008-11-05",2.09
"467","2008-11-06",1.98
"468","2008-11-07",1.99
"469","2008-11-10",1.98
"470","2008-11-11",1.85
"471","2008-11-12",1.79
"472","2008-11-13",1.6
"473","2008-11-14",1.56
"474","2008-11-17",1.6
"475","2008-11-18",1.58
"476","2008-11-19",1.66
"477","2008-11-20",1.41
"478","2008-11-21",1.41
"479","2008-11-24",1.41
"480","2008-11-25",1.36
"481","2008-11-26",1.58
"482","2008-11-28",1.82
"483","2008-12-01",1.49
"484","2008-12-02",1.63
"485","2008-12-03",1.65
"486","2008-12-04",1.64
"487","2008-12-05",1.79
"488","2008-12-08",1.75
"489","2008-12-09",1.95
"490","2008-12-10",2.43
"491","2008-12-11",2
"492","2008-12-12",2.16
"493","2008-12-15",2.2
"494","2008-12-16",2.25
"495","2008-12-17",2.35
"496","2008-12-18",2.2
"497","2008-12-19",2.31
"498","2008-12-22",2.68
"499","2008-12-23",2.62
"500","2008-12-24",2.69
"501","2008-12-26",2.86
"502","2008-12-29",2.84
"503","2008-12-30",2.68
"504","2008-12-31",2.38
"505","2009-01-02",2.41
"506","2009-01-05",2.46
"507","2009-01-06",2.56
"508","2009-01-07",2.55
"509","2009-01-08",2.55
"510","2009-01-09",2.4
"511","2009-01-12",2.23
"512","2009-01-13",2.4
"513","2009-01-14",2.3
"514","2009-01-15",2.35
"515","2009-01-16",2.52
"516","2009-01-20",2.3
"517","2009-01-21",2.33
"518","2009-01-22",2.28
"519","2009-01-23",2.23
"520","2009-01-26",2.25
"521","2009-01-27",2.25
"522","2009-01-28",2.25
"523","2009-01-29",2.15
"524","2009-01-30",1.95
"525","2009-02-02",1.84
"526","2009-02-03",1.85
"527","2009-02-04",1.89
"528","2009-02-05",1.8
"529","2009-02-06",1.92
"530","2009-02-09",2.04
"531","2009-02-10",2
"532","2009-02-11",2.13
"533","2009-02-12",1.91
"534","2009-02-13",1.87
"535","2009-02-17",1.99
"536","2009-02-18",1.9
"537","2009-02-19",1.78
"538","2009-02-20",1.72
"539","2009-02-23",1.39
"540","2009-02-24",1.37
"541","2009-02-25",1.33
"542","2009-02-26",1.31
"543","2009-02-27",1.25
"544","2009-03-02",1.35
"545","2009-03-03",1.29
"546","2009-03-04",1.38
"547","2009-03-05",1.24
"548","2009-03-06",1.25
"549","2009-03-09",1.13
"550","2009-03-10",1.07
"551","2009-03-11",1.06
"552","2009-03-12",1.1
"553","2009-03-13",1.05
"554","2009-03-16",1.19
"555","2009-03-17",1.15
"556","2009-03-18",1.04
"557","2009-03-19",0.96
"558","2009-03-20",0.95
"559","2009-03-23",0.88
"560","2009-03-24",0.91
"561","2009-03-25",0.88
"562","2009-03-26",0.89
"563","2009-03-27",0.9
"564","2009-03-30",0.95
"565","2009-03-31",1
"566","2009-04-01",0.95
"567","2009-04-02",0.97
"568","2009-04-03",0.95
"569","2009-04-06",1.05
"570","2009-04-07",0.9
"571","2009-04-08",0.95
"572","2009-04-09",0.91
"573","2009-04-13",0.93
"574","2009-04-14",0.92
"575","2009-04-15",0.95
"576","2009-04-16",0.98
"577","2009-04-17",0.92
"578","2009-04-20",0.95
"579","2009-04-21",0.92
"580","2009-04-22",0.94
"581","2009-04-23",0.88
"582","2009-04-24",0.89
"583","2009-04-27",0.98
"584","2009-04-28",0.89
"585","2009-04-29",0.89
"586","2009-04-30",0.87
"587","2009-05-01",0.8
"588","2009-05-04",1.23
"589","2009-05-05",1.07
"590","2009-05-06",0.98
"591","2009-05-07",1
"592","2009-05-08",0.98
"593","2009-05-11",0.99
"594","2009-05-12",1.03
"595","2009-05-13",1.04
"596","2009-05-14",1.02
"597","2009-05-15",1.03
"598","2009-05-18",1.03
"599","2009-05-19",1.05
"600","2009-05-20",1.01
"601","2009-05-21",0.98
"602","2009-05-22",0.98
"603","2009-05-26",0.94
"604","2009-05-27",0.9
"605","2009-05-28",0.85
"606","2009-05-29",0.99
"607","2009-06-01",1.01
"608","2009-06-02",0.97
"609","2009-06-03",1
"610","2009-06-04",1.09
"611","2009-06-05",1.06
"612","2009-06-08",1.08
"613","2009-06-09",1.58
"614","2009-06-10",1.49
"615","2009-06-11",2.43
"616","2009-06-12",2.18
"617","2009-06-15",2.05
"618","2009-06-16",1.88
"619","2009-06-17",1.92
"620","2009-06-18",2.01
"621","2009-06-19",2.01
"622","2009-06-22",1.88
"623","2009-06-23",1.84
"624","2009-06-24",1.74
"625","2009-06-25",1.84
"626","2009-06-26",1.98
"627","2009-06-29",2.28
"628","2009-06-30",2.41
"629","2009-07-01",2.42
"630","2009-07-02",2.33
"631","2009-07-06",2.11
"632","2009-07-07",2.01
"633","2009-07-08",1.93
"634","2009-07-09",2.04
"635","2009-07-10",2.16
"636","2009-07-13",2.08
"637","2009-07-14",2.12
"638","2009-07-15",2.21
"639","2009-07-16",2.2
"640","2009-07-17",2.29
"641","2009-07-20",2.24
"642","2009-07-21",2.41
"643","2009-07-22",2.47
"644","2009-07-23",2.71
"645","2009-07-24",2.9
"646","2009-07-27",2.91
"647","2009-07-28",2.8
"648","2009-07-29",2.72
"649","2009-07-30",2.54
"650","2009-07-31",2.7
"651","2009-08-03",2.7
"652","2009-08-04",2.69
"653","2009-08-05",2.77
"654","2009-08-06",2.7
"655","2009-08-07",2.73
"656","2009-08-10",2.72
"657","2009-08-11",2.9
"658","2009-08-12",3.03
"659","2009-08-13",3.13
"660","2009-08-14",3.13
"661","2009-08-17",2.93
"662","2009-08-18",3.14
"663","2009-08-19",3.16
"664","2009-08-20",3.21
"665","2009-08-21",3.25
"666","2009-08-24",3.25
"667","2009-08-25",3.21
"668","2009-08-26",3.15
"669","2009-08-27",3.08
"670","2009-08-28",3.09
"671","2009-08-31",2.95
"672","2009-09-01",2.87
"673","2009-09-02",3.05
"674","2009-09-03",3.2
"675","2009-09-04",3.35
"676","2009-09-08",3.49
"677","2009-09-09",4.03
"678","2009-09-10",4.15
"679","2009-09-11",3.94
"680","2009-09-14",4.07
"681","2009-09-15",4.19
"682","2009-09-16",4.14
"683","2009-09-17",4.04
"684","2009-09-18",4.21
"685","2009-09-21",4.17
"686","2009-09-22",4.06
"687","2009-09-23",4.06
"688","2009-09-24",3.95
"689","2009-09-25",4.06
"690","2009-09-28",4.18
"691","2009-09-29",4.18
"692","2009-09-30",4.08
"693","2009-10-01",3.83
"694","2009-10-02",3.78
"695","2009-10-05",3.75
"696","2009-10-06",3.95
"697","2009-10-07",3.92
"698","2009-10-08",3.85
"699","2009-10-09",3.88
"700","2009-10-12",3.8
"701","2009-10-13",3.81
"702","2009-10-14",3.87
"703","2009-10-15",3.76
"704","2009-10-16",3.67
"705","2009-10-19",3.75
"706","2009-10-20",3.89
"707","2009-10-21",3.83
"708","2009-10-22",3.79
"709","2009-10-23",3.84
"710","2009-10-26",4
"711","2009-10-27",4.06
"712","2009-10-28",3.85
"713","2009-10-29",3.93
"714","2009-10-30",3.86
"715","2009-11-02",3.78
"716","2009-11-03",3.81
"717","2009-11-04",3.83
"718","2009-11-05",3.79
"719","2009-11-06",3.8
"720","2009-11-09",3.81
"721","2009-11-10",3.78
"722","2009-11-11",3.77
"723","2009-11-12",3.7
"724","2009-11-13",3.85
"725","2009-11-16",3.81
"726","2009-11-17",3.88
"727","2009-11-18",3.85
"728","2009-11-19",3.76
"729","2009-11-20",3.77
"730","2009-11-23",3.75
"731","2009-11-24",3.84
"732","2009-11-25",3.75
"733","2009-11-27",3.71
"734","2009-11-30",3.74
"735","2009-12-01",2.98
"736","2009-12-02",2.97
"737","2009-12-03",3.01
"738","2009-12-04",3
"739","2009-12-07",2.99
"740","2009-12-08",2.98
"741","2009-12-09",2.8
"742","2009-12-10",2.79
"743","2009-12-11",2.58
"744","2009-12-14",2.75
"745","2009-12-15",2.79
"746","2009-12-16",2.77
"747","2009-12-17",2.8
"748","2009-12-18",2.95
"749","2009-12-21",3
"750","2009-12-22",3.03
"751","2009-12-23",3.07
"752","2009-12-24",3.09
"753","2009-12-28",3.14
"754","2009-12-29",3.06
"755","2009-12-30",3.1
"756","2009-12-31",3.1
"757","2010-01-04",3.14
"758","2010-01-05",3.16
"759","2010-01-06",3.11
"760","2010-01-07",3.12
"761","2010-01-08",3.09
"762","2010-01-11",3.2
"763","2010-01-12",3.21
"764","2010-01-13",3.17
"765","2010-01-14",3.41
"766","2010-01-15",3.45
"767","2010-01-19",3.58
"768","2010-01-20",3.6
"769","2010-01-21",3.6
"770","2010-01-22",3.49
"771","2010-01-25",3.39
"772","2010-01-26",3.33
"773","2010-01-27",3.38
"774","2010-01-28",3.41
"775","2010-01-29",3.43
"776","2010-02-01",3.42
"777","2010-02-02",3.79
"778","2010-02-03",3.84
"779","2010-02-04",3.75
"780","2010-02-05",3.85
"781","2010-02-08",3.77
"782","2010-02-09",3.8
"783","2010-02-10",3.79
"784","2010-02-11",3.79
"785","2010-02-12",3.86
"786","2010-02-16",3.84
"787","2010-02-17",3.87
"788","2010-02-18",3.77
"789","2010-02-19",3.66
"790","2010-02-22",3.69
"791","2010-02-23",3.61
"792","2010-02-24",3.78
"793","2010-02-25",3.67
"794","2010-02-26",3.76
"795","2010-03-01",3.58
"796","2010-03-02",3.56
"797","2010-03-03",3.43
"798","2010-03-04",3.45
"799","2010-03-05",3.5
"800","2010-03-08",3.63
"801","2010-03-09",3.63
"802","2010-03-10",3.56
"803","2010-03-11",3.7
"804","2010-03-12",3.63
"805","2010-03-15",3.68
"806","2010-03-16",3.71
"807","2010-03-17",3.68
"808","2010-03-18",3.68
"809","2010-03-19",3.7
"810","2010-03-22",3.6
"811","2010-03-23",3.6
"812","2010-03-24",3.54
"813","2010-03-25",3.54
"814","2010-03-26",3.4
"815","2010-03-29",3.57
"816","2010-03-30",3.54
"817","2010-03-31",3.82
"818","2010-04-01",3.63
"819","2010-04-05",3.71
"820","2010-04-06",3.74
"821","2010-04-07",3.74
"822","2010-04-08",3.79
"823","2010-04-09",4
"824","2010-04-12",4.4
"825","2010-04-13",4.4
"826","2010-04-14",4.59
"827","2010-04-15",4.84
"828","2010-04-16",4.7
"829","2010-04-19",4.74
"830","2010-04-20",4.84
"831","2010-04-21",4.88
"832","2010-04-22",5.09
"833","2010-04-23",5.08
"834","2010-04-26",5.06
"835","2010-04-27",5.11
"836","2010-04-28",5.09
"837","2010-04-29",5.06
"838","2010-04-30",5.09
"839","2010-05-03",5.25
"840","2010-05-04",5.19
"841","2010-05-05",4.94
"842","2010-05-06",4.73
"843","2010-05-07",4.59
"844","2010-05-10",4.9
"845","2010-05-11",5
"846","2010-05-12",5
"847","2010-05-13",4.9
"848","2010-05-14",4.89
"849","2010-05-17",4.95
"850","2010-05-18",4.85
"851","2010-05-19",4.73
"852","2010-05-20",4.74
"853","2010-05-21",4.82
"854","2010-05-24",4.87
"855","2010-05-25",4.84
"856","2010-05-26",4.89
"857","2010-05-27",5.01
"858","2010-05-28",5.2
"859","2010-06-01",5.16
"860","2010-06-02",5.27
"861","2010-06-03",5.14
"862","2010-06-04",5
"863","2010-06-07",4.95
"864","2010-06-08",4.95
"865","2010-06-09",4.95
"866","2010-06-10",5.1
"867","2010-06-11",5.1
"868","2010-06-14",5.05
"869","2010-06-15",5.18
"870","2010-06-16",4.99
"871","2010-06-17",5.16
"872","2010-06-18",5.39
"873","2010-06-21",4.94
"874","2010-06-22",5.44
"875","2010-06-23",5.73
"876","2010-06-24",5.56
"877","2010-06-25",5.97
"878","2010-06-28",5.85
"879","2010-06-29",5.59
"880","2010-06-30",5.72
"881","2010-07-01",5.76
"882","2010-07-02",5.76
"883","2010-07-06",5.6
"884","2010-07-07",5.93
"885","2010-07-08",6.08
"886","2010-07-09",6.45
"887","2010-07-12",6.36
"888","2010-07-13",6.25
"889","2010-07-14",6.14
"890","2010-07-15",5.97
"891","2010-07-16",5.6
"892","2010-07-19",5.5
"893","2010-07-20",5.59
"894","2010-07-21",5.37
"895","2010-07-22",5.58
"896","2010-07-23",5.68
"897","2010-07-26",6.01
"898","2010-07-27",5.98
"899","2010-07-28",5.89
"900","2010-07-29",5.96
"901","2010-07-30",6.04
"902","2010-08-02",5.98
"903","2010-08-03",5.99
"904","2010-08-04",5.54
"905","2010-08-05",5.27
"906","2010-08-06",5.23
"907","2010-08-09",5.25
"908","2010-08-10",5.13
"909","2010-08-11",4.93
"910","2010-08-12",4.95
"911","2010-08-13",4.7
"912","2010-08-16",4.69
"913","2010-08-17",4.88
"914","2010-08-18",4.75
"915","2010-08-19",4.5
"916","2010-08-20",4.77
"917","2010-08-23",4.5
"918","2010-08-24",4.43
"919","2010-08-25",4.6
"920","2010-08-26",4.54
"921","2010-08-27",4.95
"922","2010-08-30",4.52
"923","2010-08-31",4.57
"924","2010-09-01",4.88
"925","2010-09-02",4.73
"926","2010-09-03",4.63
"927","2010-09-07",4.23
"928","2010-09-08",4.6
"929","2010-09-09",4.49
"930","2010-09-10",4.59
"931","2010-09-13",4.8
"932","2010-09-14",4.74
"933","2010-09-15",4.84
"934","2010-09-16",4.86
"935","2010-09-17",4.97
"936","2010-09-20",5.46
"937","2010-09-21",5.41
"938","2010-09-22",5.15
"939","2010-09-23",5.03
"940","2010-09-24",5.44
"941","2010-09-27",5.47
"942","2010-09-28",5.58
"943","2010-09-29",5.51
"944","2010-09-30",5.41
"945","2010-10-01",5.44
"946","2010-10-04",5.22
"947","2010-10-05",5.5
"948","2010-10-06",5.56
"949","2010-10-07",5.43
"950","2010-10-08",5.35
"951","2010-10-11",5.32
"952","2010-10-12",5.47
"953","2010-10-13",5.65
"954","2010-10-14",5.65
"955","2010-10-15",5.58
"956","2010-10-18",5.75
"957","2010-10-19",5.54
"958","2010-10-20",5.51
"959","2010-10-21",5.38
"960","2010-10-22",5.33
"961","2010-10-25",5.28
"962","2010-10-26",5.34
"963","2010-10-27",5.26
"964","2010-10-28",5.17
"965","2010-10-29",5.27
"966","2010-11-01",4.99
"967","2010-11-02",5.28
"968","2010-11-03",5.02
"969","2010-11-04",5.38
"970","2010-11-05",5.48
"971","2010-11-08",5.55
"972","2010-11-09",5.35
"973","2010-11-10",5.53
"974","2010-11-11",5.41
"975","2010-11-12",5.22
"976","2010-11-15",5.14
"977","2010-11-16",4.97
"978","2010-11-17",5.22
"979","2010-11-18",5.21
"980","2010-11-19",5.34
"981","2010-11-22",5.28
"982","2010-11-23",5.2
"983","2010-11-24",5.35
"984","2010-11-26",5.32
"985","2010-11-29",5.42
"986","2010-11-30",5.35
"987","2010-12-01",5.51
"988","2010-12-02",5.62
"989","2010-12-03",5.7
"990","2010-12-06",5.64
"991","2010-12-07",5.63
"992","2010-12-08",5.53
"993","2010-12-09",5.65
"994","2010-12-10",5.64
"995","2010-12-13",5.58
"996","2010-12-14",5.62
"997","2010-12-15",5.68
"998","2010-12-16",5.88
"999","2010-12-17",5.8
"1000","2010-12-20",5.72
"1001","2010-12-21",5.74
