"","date","PACB"
"118","2011-04-14",12.53
"119","2011-04-15",12.14
"120","2011-04-18",12.95
"121","2011-04-19",12.58
"122","2011-04-20",12.74
"123","2011-04-21",12.7
"124","2011-04-25",12.28
"125","2011-04-26",12.24
"126","2011-04-27",11.6
"127","2011-04-28",12.2
"128","2011-04-29",12.3
"129","2011-05-02",10.65
"130","2011-05-03",10.98
"131","2011-05-04",10.95
"132","2011-05-05",10.44
"133","2011-05-06",10.49
"134","2011-05-09",10.82
"135","2011-05-10",11.25
"136","2011-05-11",11.18
"137","2011-05-12",11.37
"138","2011-05-13",11.28
"139","2011-05-16",11.7
"140","2011-05-17",11.13
"141","2011-05-18",11.71
"142","2011-05-19",11.93
"143","2011-05-20",11.8
"144","2011-05-23",11.69
"145","2011-05-24",11.29
"146","2011-05-25",11.62
"147","2011-05-26",11.92
"148","2011-05-27",12.04
"149","2011-05-31",11.97
"150","2011-06-01",10.68
"151","2011-06-02",11.51
"152","2011-06-03",11.53
"153","2011-06-06",11.47
"154","2011-06-07",11.42
"155","2011-06-08",11.33
"156","2011-06-09",11.41
"157","2011-06-10",11.32
"158","2011-06-13",11.64
"159","2011-06-14",11.72
"160","2011-06-15",11.64
"161","2011-06-16",11.7
"162","2011-06-17",11.27
"163","2011-06-20",11.57
"164","2011-06-21",11.24
"165","2011-06-22",10.92
"166","2011-06-23",10.58
"167","2011-06-24",11.32
"168","2011-06-27",11.64
"169","2011-06-28",11.6
"170","2011-06-29",11.67
"171","2011-06-30",11.7
"172","2011-07-01",12
"173","2011-07-05",12.09
"174","2011-07-06",12.24
"175","2011-07-07",12.12
"176","2011-07-08",12.01
"177","2011-07-11",12
"178","2011-07-12",11.79
"179","2011-07-13",11.57
"180","2011-07-14",11.2
"181","2011-07-15",11.09
"182","2011-07-18",10.84
"183","2011-07-19",11.35
"184","2011-07-20",11.58
"185","2011-07-21",11.99
"186","2011-07-22",12.12
"187","2011-07-25",11.7
"188","2011-07-26",11.57
"189","2011-07-27",10.82
"190","2011-07-28",11
"191","2011-07-29",11.01
"192","2011-08-01",11.14
"193","2011-08-02",10.57
"194","2011-08-03",10.67
"195","2011-08-04",9.9
"196","2011-08-05",6.5
"197","2011-08-08",5.6
"198","2011-08-09",6.03
"199","2011-08-10",5.41
"200","2011-08-11",5.62
"201","2011-08-12",5.96
"202","2011-08-15",6.12
"203","2011-08-16",5.76
"204","2011-08-17",5.92
"205","2011-08-18",5.76
"206","2011-08-19",5.49
"207","2011-08-22",5.74
"208","2011-08-23",6.12
"209","2011-08-24",6.29
"210","2011-08-25",6.05
"211","2011-08-26",6
"212","2011-08-29",6.81
"213","2011-08-30",7.46
"214","2011-08-31",7.08
"215","2011-09-01",6.44
"216","2011-09-02",5.95
"217","2011-09-06",6.04
"218","2011-09-07",6.1
"219","2011-09-08",6.09
"220","2011-09-09",5.73
"221","2011-09-12",5.66
"222","2011-09-13",5.91
"223","2011-09-14",5.98
"224","2011-09-15",5.99
"225","2011-09-16",6
"226","2011-09-19",5.65
"227","2011-09-20",5.56
"228","2011-09-21",4.25
"229","2011-09-22",3.82
"230","2011-09-23",4.04
"231","2011-09-26",4.01
"232","2011-09-27",4
"233","2011-09-28",3.63
"234","2011-09-29",3.55
"235","2011-09-30",3.21
"236","2011-10-03",3.01
"237","2011-10-04",2.77
"238","2011-10-05",3.24
"239","2011-10-06",3.49
"240","2011-10-07",3
"241","2011-10-10",3.32
"242","2011-10-11",3.09
"243","2011-10-12",3.96
"244","2011-10-13",3.73
"245","2011-10-14",3.87
"246","2011-10-17",3.49
"247","2011-10-18",3.87
"248","2011-10-19",3.53
"249","2011-10-20",3.39
"250","2011-10-21",3.96
"251","2011-10-24",3.96
"252","2011-10-25",3.55
"253","2011-10-26",3.9
"254","2011-10-27",4.07
"255","2011-10-28",3.96
"256","2011-10-31",3.92
"257","2011-11-01",3.55
"258","2011-11-02",4.04
"259","2011-11-03",3.88
"260","2011-11-04",3.78
"261","2011-11-07",3.71
"262","2011-11-08",3.76
"263","2011-11-09",3.47
"264","2011-11-10",3.61
"265","2011-11-11",3.58
"266","2011-11-14",3.39
"267","2011-11-15",3.3
"268","2011-11-16",3.12
"269","2011-11-17",2.98
"270","2011-11-18",2.79
"271","2011-11-21",2.62
"272","2011-11-22",2.57
"273","2011-11-23",2.46
"274","2011-11-25",2.45
"275","2011-11-28",2.55
"276","2011-11-29",2.49
"277","2011-11-30",2.85
"278","2011-12-01",2.79
"279","2011-12-02",2.73
"280","2011-12-05",2.58
"281","2011-12-06",2.5
"282","2011-12-07",2.7
"283","2011-12-08",2.55
"284","2011-12-09",2.67
"285","2011-12-12",2.63
"286","2011-12-13",2.55
"287","2011-12-14",2.51
"288","2011-12-15",2.61
"289","2011-12-16",2.5
"290","2011-12-19",2.28
"291","2011-12-20",2.45
"292","2011-12-21",2.61
"293","2011-12-22",2.89
"294","2011-12-23",2.8
"295","2011-12-27",2.7
"296","2011-12-28",2.63
"297","2011-12-29",2.66
"298","2011-12-30",2.8
"299","2012-01-03",2.95
"300","2012-01-04",2.99
"301","2012-01-05",2.97
"302","2012-01-06",3
"303","2012-01-09",3.01
"304","2012-01-10",2.94
"305","2012-01-11",3.05
"306","2012-01-12",3.69
"307","2012-01-13",3.61
"308","2012-01-17",3.39
"309","2012-01-18",3.57
"310","2012-01-19",3.47
"311","2012-01-20",3.55
"312","2012-01-23",3.46
"313","2012-01-24",3.95
"314","2012-01-25",4.59
"315","2012-01-26",4.43
"316","2012-01-27",4.36
"317","2012-01-30",4.31
"318","2012-01-31",4.48
"319","2012-02-01",4.59
"320","2012-02-02",4.64
"321","2012-02-03",4.83
"322","2012-02-06",4.93
"323","2012-02-07",4.85
"324","2012-02-08",4.59
"325","2012-02-09",4.6
"326","2012-02-10",4.47
"327","2012-02-13",4.67
"328","2012-02-14",4.92
"329","2012-02-15",4.79
"330","2012-02-16",5.04
"331","2012-02-17",4.66
"332","2012-02-21",4.1
"333","2012-02-22",4.26
"334","2012-02-23",4.45
"335","2012-02-24",4.3
"336","2012-02-27",4.38
"337","2012-02-28",4.2
"338","2012-02-29",4.17
"339","2012-03-01",4.01
"340","2012-03-02",3.64
"341","2012-03-05",3.78
"342","2012-03-06",3.5
"343","2012-03-07",3.47
"344","2012-03-08",3.7
"345","2012-03-09",3.61
"346","2012-03-12",3.59
"347","2012-03-13",3.6
"348","2012-03-14",3.41
"349","2012-03-15",3.45
"350","2012-03-16",3.48
"351","2012-03-19",3.68
"352","2012-03-20",3.84
"353","2012-03-21",3.75
"354","2012-03-22",3.68
"355","2012-03-23",3.93
"356","2012-03-26",3.85
"357","2012-03-27",3.65
"358","2012-03-28",3.54
"359","2012-03-29",3.39
"360","2012-03-30",3.42
"361","2012-04-02",3.63
"362","2012-04-03",3.56
"363","2012-04-04",3.31
"364","2012-04-05",3.2
"365","2012-04-09",3.09
"366","2012-04-10",3.01
"367","2012-04-11",3.02
"368","2012-04-12",3.03
"369","2012-04-13",2.93
"370","2012-04-16",2.82
"371","2012-04-17",2.79
"372","2012-04-18",2.78
"373","2012-04-19",2.73
"374","2012-04-20",2.75
"375","2012-04-23",2.64
"376","2012-04-24",2.69
"377","2012-04-25",2.78
"378","2012-04-26",2.82
"379","2012-04-27",2.81
"380","2012-04-30",2.7
"381","2012-05-01",2.6
"382","2012-05-02",2.51
"383","2012-05-03",2.54
"384","2012-05-04",2.51
"385","2012-05-07",2.68
"386","2012-05-08",2.51
"387","2012-05-09",2.59
"388","2012-05-10",2.65
"389","2012-05-11",2.52
"390","2012-05-14",2.52
"391","2012-05-15",2.38
"392","2012-05-16",2.15
"393","2012-05-17",2.1
"394","2012-05-18",2.11
"395","2012-05-21",2.26
"396","2012-05-22",2.19
"397","2012-05-23",2.3
"398","2012-05-24",2.4
"399","2012-05-25",2.6
"400","2012-05-29",2.38
"401","2012-05-30",2.34
"402","2012-05-31",2.36
"403","2012-06-01",2.14
"404","2012-06-04",2.11
"405","2012-06-05",2.08
"406","2012-06-06",2.09
"407","2012-06-07",2
"408","2012-06-08",1.95
"409","2012-06-11",1.92
"410","2012-06-12",1.82
"411","2012-06-13",1.83
"412","2012-06-14",1.85
"413","2012-06-15",1.89
"414","2012-06-18",2.08
"415","2012-06-19",1.98
"416","2012-06-20",2.03
"417","2012-06-21",2.02
"418","2012-06-22",2.06
"419","2012-06-25",2.04
"420","2012-06-26",2.2
"421","2012-06-27",2.16
"422","2012-06-28",2.06
"423","2012-06-29",2.17
"424","2012-07-02",2.25
"425","2012-07-03",2.32
"426","2012-07-05",2.24
"427","2012-07-06",2.25
"428","2012-07-09",2.27
"429","2012-07-10",2.28
"430","2012-07-11",2.18
"431","2012-07-12",2.13
"432","2012-07-13",2
"433","2012-07-16",2.15
"434","2012-07-17",2.03
"435","2012-07-18",2.02
"436","2012-07-19",2
"437","2012-07-20",1.93
"438","2012-07-23",2
"439","2012-07-24",1.98
"440","2012-07-25",2.15
"441","2012-07-26",2.1
"442","2012-07-27",2
"443","2012-07-30",1.88
"444","2012-07-31",1.81
"445","2012-08-01",1.73
"446","2012-08-02",1.7
"447","2012-08-03",1.7
"448","2012-08-06",1.74
"449","2012-08-07",1.74
"450","2012-08-08",1.79
"451","2012-08-09",1.89
"452","2012-08-10",1.81
"453","2012-08-13",1.88
"454","2012-08-14",1.84
"455","2012-08-15",1.81
"456","2012-08-16",1.81
"457","2012-08-17",1.85
"458","2012-08-20",1.89
"459","2012-08-21",1.85
"460","2012-08-22",1.84
"461","2012-08-23",1.79
"462","2012-08-24",1.88
"463","2012-08-27",1.81
"464","2012-08-28",1.88
"465","2012-08-29",1.94
"466","2012-08-30",1.9
"467","2012-08-31",1.97
"468","2012-09-04",1.97
"469","2012-09-05",1.84
"470","2012-09-06",1.9
"471","2012-09-07",1.94
"472","2012-09-10",1.94
"473","2012-09-11",1.94
"474","2012-09-12",1.93
"475","2012-09-13",1.99
"476","2012-09-14",2.03
"477","2012-09-17",2.09
"478","2012-09-18",2.1
"479","2012-09-19",2.02
"480","2012-09-20",2.01
"481","2012-09-21",2.08
"482","2012-09-24",2.03
"483","2012-09-25",1.95
"484","2012-09-26",1.84
"485","2012-09-27",1.83
"486","2012-09-28",1.83
"487","2012-10-01",1.84
"488","2012-10-02",1.85
"489","2012-10-03",1.83
"490","2012-10-04",1.81
"491","2012-10-05",1.84
"492","2012-10-08",1.73
"493","2012-10-09",1.64
"494","2012-10-10",1.55
"495","2012-10-11",1.54
"496","2012-10-12",1.51
"497","2012-10-15",1.44
"498","2012-10-16",1.32
"499","2012-10-17",1.32
"500","2012-10-18",1.25
"501","2012-10-19",1.22
"502","2012-10-22",1.21
"503","2012-10-23",1.17
"504","2012-10-24",1.2
"505","2012-10-25",1.17
"506","2012-10-26",1.24
"507","2012-10-31",1.3
"508","2012-11-01",1.29
"509","2012-11-02",1.23
"510","2012-11-05",1.29
"511","2012-11-06",1.32
"512","2012-11-07",1.25
"513","2012-11-08",1.22
"514","2012-11-09",1.2
"515","2012-11-12",1.13
"516","2012-11-13",1.1
"517","2012-11-14",1.12
"518","2012-11-15",1.16
"519","2012-11-16",1.18
"520","2012-11-19",1.27
"521","2012-11-20",1.33
"522","2012-11-21",1.36
"523","2012-11-23",1.45
"524","2012-11-26",1.5
"525","2012-11-27",1.59
"526","2012-11-28",1.7
"527","2012-11-29",1.75
"528","2012-11-30",1.68
"529","2012-12-03",1.85
"530","2012-12-04",1.69
"531","2012-12-05",1.58
"532","2012-12-06",1.57
"533","2012-12-07",1.53
"534","2012-12-10",1.61
"535","2012-12-11",1.67
"536","2012-12-12",1.6
"537","2012-12-13",1.61
"538","2012-12-14",1.65
"539","2012-12-17",1.71
"540","2012-12-18",1.64
"541","2012-12-19",1.64
"542","2012-12-20",1.64
"543","2012-12-21",1.61
"544","2012-12-24",1.62
"545","2012-12-26",1.66
"546","2012-12-27",1.66
"547","2012-12-28",1.67
"548","2012-12-31",1.7
"549","2013-01-02",1.85
"550","2013-01-03",1.8
"551","2013-01-04",1.9
"552","2013-01-07",1.8
"553","2013-01-08",2.12
"554","2013-01-09",2.27
"555","2013-01-10",2.52
"556","2013-01-11",2.49
"557","2013-01-14",2.64
"558","2013-01-15",2.78
"559","2013-01-16",2.83
"560","2013-01-17",3.04
"561","2013-01-18",3
"562","2013-01-22",3.02
"563","2013-01-23",2.6
"564","2013-01-24",2.47
"565","2013-01-25",2.63
"566","2013-01-28",2.63
"567","2013-01-29",2.7
"568","2013-01-30",2.54
"569","2013-01-31",2.48
"570","2013-02-01",2.52
"571","2013-02-04",2.39
"572","2013-02-05",2.38
"573","2013-02-06",2.23
"574","2013-02-07",2.25
"575","2013-02-08",2.16
"576","2013-02-11",2.25
"577","2013-02-12",2.35
"578","2013-02-13",2.32
"579","2013-02-14",2.32
"580","2013-02-15",2.18
"581","2013-02-19",2.18
"582","2013-02-20",2.18
"583","2013-02-21",2.08
"584","2013-02-22",2.1
"585","2013-02-25",2.08
"586","2013-02-26",2.17
"587","2013-02-27",2.27
"588","2013-02-28",2.3
"589","2013-03-01",2.28
"590","2013-03-04",2.22
"591","2013-03-05",2.23
"592","2013-03-06",2.22
"593","2013-03-07",2.44
"594","2013-03-08",2.37
"595","2013-03-11",2.59
"596","2013-03-12",2.54
"597","2013-03-13",2.36
"598","2013-03-14",2.21
"599","2013-03-15",2.27
"600","2013-03-18",2.21
"601","2013-03-19",2.55
"602","2013-03-20",2.45
"603","2013-03-21",2.38
"604","2013-03-22",2.37
"605","2013-03-25",2.29
"606","2013-03-26",2.31
"607","2013-03-27",2.32
"608","2013-03-28",2.49
"609","2013-04-01",2.34
"610","2013-04-02",2.32
"611","2013-04-03",2.28
"612","2013-04-04",2.24
"613","2013-04-05",2.13
"614","2013-04-08",2.38
"615","2013-04-09",2.28
"616","2013-04-10",2.4
"617","2013-04-11",2.32
"618","2013-04-12",2.3
"619","2013-04-15",2.11
"620","2013-04-16",2.18
"621","2013-04-17",2
"622","2013-04-18",2.02
"623","2013-04-19",2.18
"624","2013-04-22",2.27
"625","2013-04-23",2.39
"626","2013-04-24",2.31
"627","2013-04-25",2.39
"628","2013-04-26",2.54
"629","2013-04-29",2.56
"630","2013-04-30",2.56
"631","2013-05-01",2.42
"632","2013-05-02",2.44
"633","2013-05-03",2.49
"634","2013-05-06",2.53
"635","2013-05-07",2.55
"636","2013-05-08",2.53
"637","2013-05-09",2.53
"638","2013-05-10",2.47
"639","2013-05-13",2.52
"640","2013-05-14",2.54
"641","2013-05-15",2.52
"642","2013-05-16",2.47
"643","2013-05-17",2.42
"644","2013-05-20",2.5
"645","2013-05-21",2.54
"646","2013-05-22",2.45
"647","2013-05-23",2.59
"648","2013-05-24",2.6
"649","2013-05-28",2.59
"650","2013-05-29",2.63
"651","2013-05-30",2.69
"652","2013-05-31",2.65
"653","2013-06-03",2.68
"654","2013-06-04",2.66
"655","2013-06-05",2.67
"656","2013-06-06",2.71
"657","2013-06-07",2.72
"658","2013-06-10",2.78
"659","2013-06-11",2.73
"660","2013-06-12",2.68
"661","2013-06-13",2.72
"662","2013-06-14",2.65
"663","2013-06-17",2.89
"664","2013-06-18",2.8
"665","2013-06-19",2.79
"666","2013-06-20",2.65
"667","2013-06-21",2.52
"668","2013-06-24",2.52
"669","2013-06-25",2.45
"670","2013-06-26",2.47
"671","2013-06-27",2.57
"672","2013-06-28",2.53
"673","2013-07-01",2.57
"674","2013-07-02",2.56
"675","2013-07-03",2.5
"676","2013-07-05",2.63
"677","2013-07-08",2.67
"678","2013-07-09",2.63
"679","2013-07-10",2.71
"680","2013-07-11",2.73
"681","2013-07-12",2.76
"682","2013-07-15",2.76
"683","2013-07-16",2.69
"684","2013-07-17",2.67
"685","2013-07-18",2.66
"686","2013-07-19",2.75
"687","2013-07-22",2.76
"688","2013-07-23",2.86
"689","2013-07-24",2.71
"690","2013-07-25",2.66
"691","2013-07-26",2.65
"692","2013-07-29",2.59
"693","2013-07-30",2.57
"694","2013-07-31",2.59
"695","2013-08-01",2.67
"696","2013-08-02",2.85
"697","2013-08-05",3.33
"698","2013-08-06",3.46
"699","2013-08-07",3.59
"700","2013-08-08",3.5
"701","2013-08-09",3.57
"702","2013-08-12",3.7
"703","2013-08-13",3.69
"704","2013-08-14",3.7
"705","2013-08-15",3.65
"706","2013-08-16",3.59
"707","2013-08-19",3.66
"708","2013-08-20",3.96
"709","2013-08-21",4.04
"710","2013-08-22",4.2
"711","2013-08-23",4.43
"712","2013-08-26",4.42
"713","2013-08-27",4.07
"714","2013-08-28",4.22
"715","2013-08-29",4.2
"716","2013-08-30",4.18
"717","2013-09-03",3.69
"718","2013-09-04",3.7
"719","2013-09-05",3.64
"720","2013-09-06",3.66
"721","2013-09-09",3.67
"722","2013-09-10",3.8
"723","2013-09-11",3.99
"724","2013-09-12",3.77
"725","2013-09-13",3.65
"726","2013-09-16",3.59
"727","2013-09-17",3.48
"728","2013-09-18",3.53
"729","2013-09-19",3.53
"730","2013-09-20",3.43
"731","2013-09-23",3.33
"732","2013-09-24",3.46
"733","2013-09-25",5.98
"734","2013-09-26",5.79
"735","2013-09-27",5.59
"736","2013-09-30",5.52
"737","2013-10-01",5.84
"738","2013-10-02",5.61
"739","2013-10-03",5.53
"740","2013-10-04",5.45
"741","2013-10-07",5.37
"742","2013-10-08",4.92
"743","2013-10-09",4.93
"744","2013-10-10",5.1
"745","2013-10-11",4.99
"746","2013-10-14",4.9
"747","2013-10-15",4.92
"748","2013-10-16",5.14
"749","2013-10-17",5.29
"750","2013-10-18",5.29
"751","2013-10-21",5.36
"752","2013-10-22",5.25
"753","2013-10-23",4.26
"754","2013-10-24",4.21
"755","2013-10-25",4.22
"756","2013-10-28",4.15
"757","2013-10-29",4.19
"758","2013-10-30",3.97
"759","2013-10-31",4.11
"760","2013-11-01",4.13
"761","2013-11-04",4.34
"762","2013-11-05",4.23
"763","2013-11-06",4
"764","2013-11-07",3.92
"765","2013-11-08",4.11
"766","2013-11-11",4.06
"767","2013-11-12",3.96
"768","2013-11-13",4.06
"769","2013-11-14",4.12
"770","2013-11-15",4.07
"771","2013-11-18",3.84
"772","2013-11-19",3.71
"773","2013-11-20",3.53
"774","2013-11-21",3.58
"775","2013-11-22",3.93
"776","2013-11-25",3.92
"777","2013-11-26",4.01
"778","2013-11-27",4.24
"779","2013-11-29",4.22
"780","2013-12-02",4.32
"781","2013-12-03",4.39
"782","2013-12-04",4.48
"783","2013-12-05",4.4
"784","2013-12-06",4.36
"785","2013-12-09",4.38
"786","2013-12-10",4.33
"787","2013-12-11",4.15
"788","2013-12-12",4.52
"789","2013-12-13",4.86
"790","2013-12-16",5.01
"791","2013-12-17",4.98
"792","2013-12-18",5.31
"793","2013-12-19",5.25
"794","2013-12-20",5.1
"795","2013-12-23",5.17
"796","2013-12-24",5.15
"797","2013-12-26",5.08
"798","2013-12-27",5.16
"799","2013-12-30",5.23
"800","2013-12-31",5.23
"801","2014-01-02",5.07
"802","2014-01-03",4.87
"803","2014-01-06",4.92
"804","2014-01-07",5.12
"805","2014-01-08",5.31
"806","2014-01-09",5.08
"807","2014-01-10",4.96
"808","2014-01-13",5.06
"809","2014-01-14",5.35
"810","2014-01-15",5.98
"811","2014-01-16",5.68
"812","2014-01-17",6.5
"813","2014-01-21",7.77
"814","2014-01-22",7.3
"815","2014-01-23",7.35
"816","2014-01-24",6.99
"817","2014-01-27",7.25
"818","2014-01-28",7.36
"819","2014-01-29",6.99
"820","2014-01-30",7.31
"821","2014-01-31",7.18
"822","2014-02-03",6.9
"823","2014-02-04",7.2
"824","2014-02-05",6.37
"825","2014-02-06",6.33
"826","2014-02-07",6.5
"827","2014-02-10",6.54
"828","2014-02-11",6.39
"829","2014-02-12",6.29
"830","2014-02-13",6.46
"831","2014-02-14",6.51
"832","2014-02-18",7.05
"833","2014-02-19",7.16
"834","2014-02-20",7.24
"835","2014-02-21",7.19
"836","2014-02-24",7.15
"837","2014-02-25",6.94
"838","2014-02-26",7.2
"839","2014-02-27",7.31
"840","2014-02-28",6.66
"841","2014-03-03",6.75
"842","2014-03-04",6.97
"843","2014-03-05",6.9
"844","2014-03-06",6.61
"845","2014-03-07",6.67
"846","2014-03-10",6.21
"847","2014-03-11",6.01
"848","2014-03-12",6.18
"849","2014-03-13",6.01
"850","2014-03-14",6.02
"851","2014-03-17",6.14
"852","2014-03-18",6.37
"853","2014-03-19",6.24
"854","2014-03-20",6.32
"855","2014-03-21",5.9
"856","2014-03-24",5.68
"857","2014-03-25",5.39
"858","2014-03-26",5.04
"859","2014-03-27",5.17
"860","2014-03-28",4.84
"861","2014-03-31",5.35
"862","2014-04-01",5.35
"863","2014-04-02",5.18
"864","2014-04-03",4.93
"865","2014-04-04",4.62
"866","2014-04-07",4.84
"867","2014-04-08",4.57
"868","2014-04-09",4.95
"869","2014-04-10",4.63
"870","2014-04-11",4.5
"871","2014-04-14",4.19
"872","2014-04-15",4.21
"873","2014-04-16",4.5
"874","2014-04-17",4.39
"875","2014-04-21",4.57
"876","2014-04-22",4.72
"877","2014-04-23",4.46
"878","2014-04-24",4.46
"879","2014-04-25",4.31
"880","2014-04-28",4.4
"881","2014-04-29",4.5
"882","2014-04-30",4.42
"883","2014-05-01",5.17
"884","2014-05-02",4.8
"885","2014-05-05",4.64
"886","2014-05-06",4.56
"887","2014-05-07",4.48
"888","2014-05-08",4.13
"889","2014-05-09",4.23
"890","2014-05-12",4.41
"891","2014-05-13",4.64
"892","2014-05-14",4.44
"893","2014-05-15",4.28
"894","2014-05-16",4.45
"895","2014-05-19",4.41
"896","2014-05-20",4.41
"897","2014-05-21",4.4
"898","2014-05-22",4.45
"899","2014-05-23",4.69
"900","2014-05-27",4.78
"901","2014-05-28",4.92
"902","2014-05-29",5.13
"903","2014-05-30",4.96
"904","2014-06-02",4.73
"905","2014-06-03",4.81
"906","2014-06-04",5.06
"907","2014-06-05",5.21
"908","2014-06-06",5.27
"909","2014-06-09",5.29
"910","2014-06-10",5.4
"911","2014-06-11",5.76
"912","2014-06-12",6.01
"913","2014-06-13",5.96
"914","2014-06-16",6.05
"915","2014-06-17",5.98
"916","2014-06-18",6
"917","2014-06-19",6.18
"918","2014-06-20",6.49
"919","2014-06-23",6.35
"920","2014-06-24",6.49
"921","2014-06-25",6.56
"922","2014-06-26",6.33
"923","2014-06-27",6.12
"924","2014-06-30",6.18
"925","2014-07-01",6.35
"926","2014-07-02",6.23
"927","2014-07-03",6.32
"928","2014-07-07",5.91
"929","2014-07-08",5.73
"930","2014-07-09",5.69
"931","2014-07-10",5.74
"932","2014-07-11",5.75
"933","2014-07-14",5.83
"934","2014-07-15",5.45
"935","2014-07-16",5.41
"936","2014-07-17",5.21
"937","2014-07-18",5.28
"938","2014-07-21",5.34
"939","2014-07-22",5.37
"940","2014-07-23",5.51
"941","2014-07-24",5.5
"942","2014-07-25",4.75
"943","2014-07-28",4.71
"944","2014-07-29",4.83
"945","2014-07-30",4.85
"946","2014-07-31",4.57
"947","2014-08-01",4.4
"948","2014-08-04",4.62
"949","2014-08-05",4.65
"950","2014-08-06",4.74
"951","2014-08-07",4.74
"952","2014-08-08",4.88
"953","2014-08-11",4.89
"954","2014-08-12",4.87
"955","2014-08-13",4.97
"956","2014-08-14",5.01
"957","2014-08-15",5.18
"958","2014-08-18",5.13
"959","2014-08-19",5.11
"960","2014-08-20",4.91
"961","2014-08-21",4.96
"962","2014-08-22",5.21
"963","2014-08-25",5.22
"964","2014-08-26",5.34
"965","2014-08-27",5.38
"966","2014-08-28",5.54
"967","2014-08-29",5.86
"968","2014-09-02",5.78
"969","2014-09-03",5.16
"970","2014-09-04",5.27
"971","2014-09-05",5.2
"972","2014-09-08",5.49
"973","2014-09-09",5.27
"974","2014-09-10",5.42
"975","2014-09-11",5.41
"976","2014-09-12",5.26
"977","2014-09-15",5.06
"978","2014-09-16",5.13
"979","2014-09-17",5.12
"980","2014-09-18",5.15
"981","2014-09-19",5.01
"982","2014-09-22",5.11
"983","2014-09-23",4.96
"984","2014-09-24",5.12
"985","2014-09-25",4.84
"986","2014-09-26",4.93
"987","2014-09-29",5.11
"988","2014-09-30",4.91
"989","2014-10-01",4.89
"990","2014-10-02",4.93
"991","2014-10-03",5.13
"992","2014-10-06",4.89
"993","2014-10-07",4.81
"994","2014-10-08",4.85
"995","2014-10-09",4.93
"996","2014-10-10",4.99
"997","2014-10-13",4.96
"998","2014-10-14",5.1
"999","2014-10-15",5.23
"1000","2014-10-16",5.51
