"","date","RILY"
"1","2007-08-13",180.198013
"2","2007-08-14",179.603958
"3","2007-08-15",179.207916
"4","2007-08-16",177.425735
"5","2007-08-17",178.217819
"6","2007-08-20",178.415848
"7","2007-08-21",177.821777
"8","2007-08-22",179.603958
"9","2007-08-23",178.217819
"10","2007-08-24",178.811874
"11","2007-08-27",178.613861
"12","2007-08-28",178.415848
"13","2007-08-29",178.811874
"14","2007-08-30",178.217819
"15","2007-08-31",178.613861
"16","2007-09-04",178.217819
"17","2007-09-05",178.217819
"18","2007-09-06",178.217819
"19","2007-09-07",178.217819
"20","2007-09-10",178.415848
"21","2007-09-11",178.613861
"22","2007-09-12",178.811874
"23","2007-09-13",178.415848
"24","2007-09-14",179.405945
"25","2007-09-17",179.009903
"26","2007-09-18",179.009903
"27","2007-09-19",179.207916
"28","2007-09-20",178.811874
"29","2007-09-21",179.603958
"30","2007-09-24",178.811874
"31","2007-09-25",179.009903
"32","2007-09-26",178.811874
"33","2007-09-27",178.811874
"34","2007-09-28",174.653473
"35","2007-10-01",178.217819
"36","2007-10-02",179.009903
"37","2007-10-03",178.415848
"38","2007-10-04",178.811874
"39","2007-10-05",180.198013
"40","2007-10-08",179.603958
"41","2007-10-09",179.801987
"42","2007-10-10",179.801987
"43","2007-10-11",178.613861
"44","2007-10-12",179.801987
"45","2007-10-15",179.801987
"46","2007-10-16",178.613861
"47","2007-10-17",179.207916
"48","2007-10-18",179.207916
"49","2007-10-19",179.207916
"50","2007-10-22",178.613861
"51","2007-10-23",179.405945
"52","2007-10-24",178.811874
"53","2007-10-25",180.198013
"54","2007-10-26",179.801987
"55","2007-10-29",180
"56","2007-10-30",180.792084
"57","2007-10-31",180.990097
"58","2007-11-01",179.207916
"59","2007-11-02",180.594055
"60","2007-11-05",180
"61","2007-11-06",183.16832
"62","2007-11-07",181.584152
"63","2007-11-08",182.970291
"64","2007-11-09",181.584152
"65","2007-11-12",182.772278
"66","2007-11-13",182.970291
"67","2007-11-14",182.574265
"68","2007-11-15",182.772278
"69","2007-11-16",182.970291
"70","2007-11-19",181.782181
"71","2007-11-20",184.554459
"72","2007-11-21",183.366333
"73","2007-11-23",184.158417
"74","2007-11-26",183.366333
"75","2007-11-27",182.574265
"76","2007-11-28",183.762375
"77","2007-11-29",181.980194
"78","2007-11-30",181.386139
"79","2007-12-03",181.188126
"80","2007-12-04",181.584152
"81","2007-12-05",181.980194
"82","2007-12-06",182.178223
"83","2007-12-07",184.554459
"84","2007-12-10",182.178223
"85","2007-12-11",182.574265
"86","2007-12-12",182.970291
"87","2007-12-13",184.752472
"88","2007-12-14",182.574265
"89","2007-12-17",181.188126
"90","2007-12-18",183.960403
"91","2007-12-19",184.158417
"92","2007-12-20",184.35643
"93","2007-12-21",185.544556
"94","2007-12-24",185.148514
"95","2007-12-26",183.16832
"96","2007-12-27",182.376236
"97","2007-12-28",181.386139
"98","2007-12-31",181.188126
"99","2008-01-02",181.188126
"100","2008-01-03",181.980194
"101","2008-01-04",180.396042
"102","2008-01-07",182.970291
"103","2008-01-08",181.386139
"104","2008-01-09",183.762375
"105","2008-01-10",182.772278
"106","2008-01-11",180.792084
"107","2008-01-14",181.386139
"108","2008-01-15",181.584152
"109","2008-01-16",181.584152
"110","2008-01-17",181.386139
"111","2008-01-18",181.584152
"112","2008-01-22",180.792084
"113","2008-01-23",181.386139
"114","2008-01-24",180.396042
"115","2008-01-25",180.792084
"116","2008-01-28",181.782181
"117","2008-01-29",180.792084
"118","2008-01-30",181.188126
"119","2008-01-31",181.386139
"120","2008-02-01",181.584152
"121","2008-02-04",181.188126
"122","2008-02-05",181.188126
"123","2008-02-06",181.782181
"124","2008-02-07",181.980194
"125","2008-02-08",182.376236
"126","2008-02-11",182.574265
"127","2008-02-12",182.970291
"128","2008-02-13",182.574265
"129","2008-02-14",181.584152
"130","2008-02-15",180.396042
"131","2008-02-19",180.198013
"132","2008-02-20",181.782181
"133","2008-02-21",181.188126
"134","2008-02-22",182.970291
"135","2008-02-25",182.970291
"136","2008-02-26",183.16832
"137","2008-02-27",183.366333
"138","2008-02-28",183.16832
"139","2008-02-29",182.178223
"140","2008-03-03",181.584152
"141","2008-03-04",182.772278
"142","2008-03-05",182.772278
"143","2008-03-06",182.574265
"144","2008-03-07",182.574265
"145","2008-03-10",184.158417
"146","2008-03-11",184.554459
"147","2008-03-12",184.158417
"148","2008-03-13",187.722778
"149","2008-03-14",186.930695
"150","2008-03-17",187.128708
"151","2008-03-18",187.920792
"152","2008-03-19",187.128708
"153","2008-03-20",187.722778
"154","2008-03-24",187.722778
"155","2008-03-25",187.920792
"156","2008-03-26",187.722778
"157","2008-03-27",187.128708
"158","2008-03-28",187.326736
"159","2008-03-31",187.52475
"160","2008-04-01",187.326736
"161","2008-04-02",187.722778
"162","2008-04-03",187.52475
"163","2008-04-04",186.336639
"164","2008-04-07",186.138611
"165","2008-04-08",186.138611
"166","2008-04-09",185.940598
"167","2008-04-10",186.534653
"168","2008-04-11",185.346527
"169","2008-04-14",186.534653
"170","2008-04-15",186.138611
"171","2008-04-16",186.138611
"172","2008-04-17",184.158417
"173","2008-04-18",186.336639
"174","2008-04-21",185.148514
"175","2008-04-22",183.564362
"176","2008-04-23",183.564362
"177","2008-04-24",183.762375
"178","2008-04-25",182.970291
"179","2008-04-28",183.366333
"180","2008-04-29",181.980194
"181","2008-04-30",182.772278
"182","2008-05-01",183.762375
"183","2008-05-02",181.782181
"184","2008-05-05",183.366333
"185","2008-05-06",182.970291
"186","2008-05-07",182.772278
"187","2008-05-08",183.366333
"188","2008-05-09",183.16832
"189","2008-05-12",184.158417
"190","2008-05-13",183.564362
"191","2008-05-14",183.366333
"192","2008-05-15",183.762375
"193","2008-05-16",182.970291
"194","2008-05-19",182.574265
"195","2008-05-20",183.366333
"196","2008-05-21",183.960403
"197","2008-05-22",183.762375
"198","2008-05-23",184.158417
"199","2008-05-27",185.742569
"200","2008-05-28",185.544556
"201","2008-05-29",185.544556
"202","2008-05-30",184.9505
"203","2008-06-02",185.544556
"204","2008-06-03",184.158417
"205","2008-06-04",187.128708
"206","2008-06-05",188.118805
"207","2008-06-06",184.35643
"208","2008-06-09",185.148514
"209","2008-06-10",186.138611
"210","2008-06-11",184.752472
"211","2008-06-12",184.9505
"212","2008-06-13",186.138611
"213","2008-06-16",186.138611
"214","2008-06-17",185.148514
"215","2008-06-18",185.346527
"216","2008-06-19",186.336639
"217","2008-06-20",186.336639
"218","2008-06-23",185.346527
"219","2008-06-24",184.158417
"220","2008-06-25",184.9505
"221","2008-06-26",185.148514
"222","2008-06-27",184.9505
"223","2008-06-30",184.158417
"224","2008-07-01",183.16832
"225","2008-07-02",183.16832
"226","2008-07-03",182.574265
"227","2008-07-07",183.366333
"228","2008-07-08",185.544556
"229","2008-07-09",185.148514
"230","2008-07-10",183.366333
"231","2008-07-11",184.158417
"232","2008-07-14",183.960403
"233","2008-07-15",183.960403
"234","2008-07-16",182.772278
"235","2008-07-17",184.158417
"236","2008-07-18",183.16832
"237","2008-07-21",183.366333
"238","2008-07-22",183.366333
"239","2008-07-23",184.158417
"240","2008-07-24",183.16832
"241","2008-07-25",183.16832
"242","2008-07-28",183.366333
"243","2008-07-29",182.970291
"244","2008-07-30",183.762375
"245","2008-07-31",182.970291
"246","2008-08-01",182.772278
"247","2008-08-04",183.16832
"248","2008-08-05",183.564362
"249","2008-08-06",184.35643
"250","2008-08-07",183.762375
"251","2008-08-08",185.742569
"252","2008-08-11",184.35643
"253","2008-08-12",184.158417
"254","2008-08-13",184.158417
"255","2008-08-14",183.960403
"256","2008-08-15",184.158417
