"","date","NLSN"
"1","2011-01-27",25.4
"2","2011-01-28",25
"3","2011-01-31",26.07
"4","2011-02-01",25.75
"5","2011-02-02",25.950001
"6","2011-02-03",25.950001
"7","2011-02-04",26.08
"8","2011-02-07",25.790001
"9","2011-02-08",26.030001
"10","2011-02-09",25.58
"11","2011-02-10",25.4
"12","2011-02-11",25.219999
"13","2011-02-14",25.370001
"14","2011-02-15",25.379999
"15","2011-02-16",26
"16","2011-02-17",27.01
"17","2011-02-18",27.690001
"18","2011-02-22",26.42
"19","2011-02-23",26.66
"20","2011-02-24",25.950001
"21","2011-02-25",25.99
"22","2011-02-28",26.59
"23","2011-03-01",27.129999
"24","2011-03-02",26.92
"25","2011-03-03",26.74
"26","2011-03-04",26.549999
"27","2011-03-07",27
"28","2011-03-08",27.1
"29","2011-03-09",26.969999
"30","2011-03-10",26.02
"31","2011-03-11",26
"32","2011-03-14",26.459999
"33","2011-03-15",26.34
"34","2011-03-16",26.030001
"35","2011-03-17",26.09
"36","2011-03-18",26.639999
"37","2011-03-21",27
"38","2011-03-22",27.15
"39","2011-03-23",26.780001
"40","2011-03-24",27.059999
"41","2011-03-25",27.620001
"42","2011-03-28",27.49
"43","2011-03-29",27.940001
"44","2011-03-30",27.82
"45","2011-03-31",27.309999
"46","2011-04-01",27.290001
"47","2011-04-04",27.75
"48","2011-04-05",27.41
"49","2011-04-06",27.5
"50","2011-04-07",27.48
"51","2011-04-08",27.030001
"52","2011-04-11",27.65
"53","2011-04-12",28.08
"54","2011-04-13",28.07
"55","2011-04-14",27.66
"56","2011-04-15",28.02
"57","2011-04-18",27.299999
"58","2011-04-19",27.6
"59","2011-04-20",27.280001
"60","2011-04-21",28.75
"61","2011-04-25",28.6
"62","2011-04-26",28.469999
"63","2011-04-27",28.719999
"64","2011-04-28",29.32
"65","2011-04-29",29.889999
"66","2011-05-02",29.83
"67","2011-05-03",29.35
"68","2011-05-04",28.85
"69","2011-05-05",29.77
"70","2011-05-06",29.83
"71","2011-05-09",30.290001
"72","2011-05-10",30.219999
"73","2011-05-11",30.190001
"74","2011-05-12",30.27
"75","2011-05-13",30.6
"76","2011-05-16",30.9
"77","2011-05-17",32.060001
"78","2011-05-18",32.029999
"79","2011-05-19",31.700001
"80","2011-05-20",31.940001
"81","2011-05-23",31.450001
"82","2011-05-24",30.610001
"83","2011-05-25",30.74
"84","2011-05-26",31.02
"85","2011-05-27",31.360001
"86","2011-05-31",31.49
"87","2011-06-01",30.83
"88","2011-06-02",32
"89","2011-06-03",31.620001
"90","2011-06-06",31.15
"91","2011-06-07",31.77
"92","2011-06-08",31.440001
"93","2011-06-09",31.49
"94","2011-06-10",30.559999
"95","2011-06-13",30.639999
"96","2011-06-14",30.610001
"97","2011-06-15",29.74
"98","2011-06-16",29.129999
"99","2011-06-17",30.280001
"100","2011-06-20",29.540001
"101","2011-06-21",30.549999
"102","2011-06-22",30.01
"103","2011-06-23",30.75
"104","2011-06-24",29.969999
"105","2011-06-27",29.4
"106","2011-06-28",29.93
"107","2011-06-29",30.5
"108","2011-06-30",31.16
"109","2011-07-01",30.84
"110","2011-07-05",30.9
"111","2011-07-06",30.690001
"112","2011-07-07",31.360001
"113","2011-07-08",30.620001
"114","2011-07-11",30.08
"115","2011-07-12",30.049999
"116","2011-07-13",30.1
"117","2011-07-14",30.299999
"118","2011-07-15",31.040001
"119","2011-07-18",30.530001
"120","2011-07-19",30.84
"121","2011-07-20",30.219999
"122","2011-07-21",30.51
"123","2011-07-22",30.940001
"124","2011-07-25",30.379999
"125","2011-07-26",30.290001
"126","2011-07-27",30.389999
"127","2011-07-28",30.389999
"128","2011-07-29",29.959999
"129","2011-08-01",29.889999
"130","2011-08-02",29
"131","2011-08-03",29.110001
"132","2011-08-04",28.120001
"133","2011-08-05",27.65
"134","2011-08-08",26.120001
"135","2011-08-09",27.049999
"136","2011-08-10",26.469999
"137","2011-08-11",27.43
"138","2011-08-12",27.049999
"139","2011-08-15",27.879999
"140","2011-08-16",27.870001
"141","2011-08-17",28.51
"142","2011-08-18",27.41
"143","2011-08-19",26.559999
"144","2011-08-22",27.68
"145","2011-08-23",27.440001
"146","2011-08-24",27.75
"147","2011-08-25",27.52
"148","2011-08-26",28.290001
"149","2011-08-29",29.549999
"150","2011-08-30",29.43
"151","2011-08-31",29.66
"152","2011-09-01",29.389999
"153","2011-09-02",29.51
"154","2011-09-06",28.83
"155","2011-09-07",29.07
"156","2011-09-08",29.129999
"157","2011-09-09",28.33
"158","2011-09-12",27.799999
"159","2011-09-13",27.610001
"160","2011-09-14",27.059999
"161","2011-09-15",27.719999
"162","2011-09-16",28.280001
"163","2011-09-19",28.26
"164","2011-09-20",27.67
"165","2011-09-21",28.59
"166","2011-09-22",26.120001
"167","2011-09-23",26.620001
"168","2011-09-26",26.76
"169","2011-09-27",27.4
"170","2011-09-28",27.35
"171","2011-09-29",26.75
"172","2011-09-30",26.08
"173","2011-10-03",25.049999
"174","2011-10-04",25.120001
"175","2011-10-05",26.530001
"176","2011-10-06",27.379999
"177","2011-10-07",27.290001
"178","2011-10-10",27.5
"179","2011-10-11",27.08
"180","2011-10-12",27.700001
"181","2011-10-13",27.950001
"182","2011-10-14",28.219999
"183","2011-10-17",28.040001
"184","2011-10-18",28.299999
"185","2011-10-19",28.18
"186","2011-10-20",28.809999
"187","2011-10-21",28.98
"188","2011-10-24",28.780001
"189","2011-10-25",28.18
"190","2011-10-26",27.389999
"191","2011-10-27",29.879999
"192","2011-10-28",29.450001
"193","2011-10-31",29.35
"194","2011-11-01",28.74
"195","2011-11-02",28.700001
"196","2011-11-03",28.93
"197","2011-11-04",29.469999
"198","2011-11-07",30.049999
"199","2011-11-08",30.25
"200","2011-11-09",29.48
"201","2011-11-10",30.01
"202","2011-11-11",30.309999
"203","2011-11-14",30.93
"204","2011-11-15",30.99
"205","2011-11-16",30.09
"206","2011-11-17",28.879999
"207","2011-11-18",28.559999
"208","2011-11-21",28.68
"209","2011-11-22",29.219999
"210","2011-11-23",28.459999
"211","2011-11-25",28.51
"212","2011-11-28",29.02
"213","2011-11-29",28.65
"214","2011-11-30",29.049999
"215","2011-12-01",29.370001
"216","2011-12-02",29.860001
"217","2011-12-05",29.700001
"218","2011-12-06",28.879999
"219","2011-12-07",28.85
"220","2011-12-08",28.1
"221","2011-12-09",28.709999
"222","2011-12-12",28.719999
"223","2011-12-13",28.5
"224","2011-12-14",27.889999
"225","2011-12-15",27.860001
"226","2011-12-16",27.799999
"227","2011-12-19",28.35
"228","2011-12-20",29.469999
"229","2011-12-21",29.780001
"230","2011-12-22",29.82
"231","2011-12-23",29.870001
"232","2011-12-27",29.74
"233","2011-12-28",29.540001
"234","2011-12-29",29.65
"235","2011-12-30",29.690001
"236","2012-01-03",29.93
"237","2012-01-04",29.290001
"238","2012-01-05",29.35
"239","2012-01-06",29.32
"240","2012-01-09",29.24
"241","2012-01-10",29.6
"242","2012-01-11",29.58
"243","2012-01-12",29.26
"244","2012-01-13",28.5
"245","2012-01-17",29.33
"246","2012-01-18",29.360001
"247","2012-01-19",28.700001
"248","2012-01-20",28.09
"249","2012-01-23",28.98
"250","2012-01-24",28.67
"251","2012-01-25",28.620001
"252","2012-01-26",29.059999
"253","2012-01-27",29.18
"254","2012-01-30",29.01
"255","2012-01-31",28.98
"256","2012-02-01",28.98
"257","2012-02-02",28.74
"258","2012-02-03",30.219999
"259","2012-02-06",28.85
"260","2012-02-07",28.09
"261","2012-02-08",28.48
"262","2012-02-09",28.389999
"263","2012-02-10",28.469999
"264","2012-02-13",27.440001
"265","2012-02-14",27.309999
"266","2012-02-15",27.82
"267","2012-02-16",28.440001
"268","2012-02-17",28.280001
"269","2012-02-21",28.02
