"","date","OPRX"
"100","2008-04-22",45
"101","2008-04-23",45
"102","2008-04-24",45
"103","2008-04-25",45
"104","2008-04-28",12
"105","2008-04-29",12.45
"106","2008-04-30",12.45
"107","2008-05-01",12.45
"108","2008-05-02",12.45
"109","2008-05-05",12.45
"110","2008-05-06",12.45
"111","2008-05-07",12.45
"112","2008-05-08",12.42
"113","2008-05-09",12.42
"114","2008-05-12",12.42
"115","2008-05-13",12.39
"116","2008-05-14",12.39
"117","2008-05-15",12.39
"118","2008-05-16",12.39
"119","2008-05-19",12.24
"120","2008-05-20",12.39
"121","2008-05-21",12.39
"122","2008-05-22",12.45
"123","2008-05-23",12.42
"124","2008-05-27",12.45
"125","2008-05-28",12.45
"126","2008-05-29",12.45
"127","2008-05-30",12.45
"128","2008-06-02",12.45
"129","2008-06-03",12.45
"130","2008-06-04",12.45
"131","2008-06-05",12.24
"132","2008-06-06",12.45
"133","2008-06-09",12.3
"134","2008-06-10",12.45
"135","2008-06-11",12.45
"136","2008-06-12",12.45
"137","2008-06-13",12.33
"138","2008-06-16",12.54
"139","2008-06-17",12.36
"140","2008-06-18",12.54
"141","2008-06-19",12.54
"142","2008-06-20",12.54
"143","2008-06-23",12.54
"144","2008-06-24",12.54
"145","2008-06-25",12.54
"146","2008-06-26",12.54
"147","2008-06-27",12.54
"148","2008-06-30",12.54
"149","2008-07-01",12.54
"150","2008-07-02",12.54
"151","2008-07-03",12.54
"152","2008-07-07",12.54
"153","2008-07-08",12.54
"154","2008-07-09",12.54
"155","2008-07-10",12.54
"156","2008-07-11",12.54
"157","2008-07-14",12.54
"158","2008-07-15",12.36
"159","2008-07-16",12.36
"160","2008-07-17",12.54
"161","2008-07-18",12.54
"162","2008-07-21",12.36
"163","2008-07-22",12.54
"164","2008-07-23",12.54
"165","2008-07-24",12.54
"166","2008-07-25",12.36
"167","2008-07-28",12.54
"168","2008-07-29",12.54
"169","2008-07-30",12.54
"170","2008-07-31",12.54
"171","2008-08-01",12.54
"172","2008-08-04",12.54
"173","2008-08-05",12.54
"174","2008-08-06",12.54
"175","2008-08-07",12.54
"176","2008-08-08",12.54
"177","2008-08-11",12.54
"178","2008-08-12",12.54
"179","2008-08-13",12.51
"180","2008-08-14",12.54
"181","2008-08-15",12.54
"182","2008-08-18",12.54
"183","2008-08-19",12.54
"184","2008-08-20",12.54
"185","2008-08-21",12.3
"186","2008-08-22",12.3
"187","2008-08-25",11.7
"188","2008-08-26",12.54
"189","2008-08-27",12.3
"190","2008-08-28",12.54
"191","2008-08-29",12.54
"192","2008-09-02",12.54
"193","2008-09-03",12.54
"194","2008-09-04",12.54
"195","2008-09-05",12.3
"196","2008-09-08",12.54
"197","2008-09-09",12.54
"198","2008-09-10",12.54
"199","2008-09-11",12.3
"200","2008-09-12",12.54
"201","2008-09-15",12.51
"202","2008-09-16",12.54
"203","2008-09-17",12.54
"204","2008-09-18",12.6
"205","2008-09-19",12.6
"206","2008-09-22",10.5
"207","2008-09-23",10.5
"208","2008-09-24",12.6
"209","2008-09-25",12.6
"210","2008-09-26",12.6
"211","2008-09-29",12.6
"212","2008-09-30",12.6
"213","2008-10-01",12.3
"214","2008-10-02",12.6
"215","2008-10-03",12.51
"216","2008-10-06",12.6
"217","2008-10-07",11.4
"218","2008-10-08",11.4
"219","2008-10-09",11.4
"220","2008-10-10",10.5
"221","2008-10-13",10.5
"222","2008-10-14",10.5
"223","2008-10-15",10.5
"224","2008-10-16",10.5
"225","2008-10-17",10.5
"226","2008-10-20",10.5
"227","2008-10-21",9
"228","2008-10-22",9
"229","2008-10-23",9
"230","2008-10-24",8.85
"231","2008-10-27",8.85
"232","2008-10-28",8.85
"233","2008-10-29",12.6
"234","2008-10-30",12.54
"235","2008-10-31",11.85
"236","2008-11-03",11.85
"237","2008-11-04",12.15
"238","2008-11-05",12.15
"239","2008-11-06",12.15
"240","2008-11-07",12.15
"241","2008-11-10",12.6
"242","2008-11-11",12.75
"243","2008-11-12",12.9
"244","2008-11-13",12.84
"245","2008-11-14",12.9
"246","2008-11-17",12.9
"247","2008-11-18",12.9
"248","2008-11-19",12.9
"249","2008-11-20",12.9
"250","2008-11-21",12.9
"251","2008-11-24",12.9
"252","2008-11-25",12.9
"253","2008-11-26",12.9
"254","2008-11-28",12.9
"255","2008-12-01",12.9
"256","2008-12-02",12.9
"257","2008-12-03",12.9
"258","2008-12-04",12.9
"259","2008-12-05",12.9
"260","2008-12-08",12.9
"261","2008-12-09",12.9
"262","2008-12-10",12.45
"263","2008-12-11",12.45
"264","2008-12-12",12.45
"265","2008-12-15",12.45
"266","2008-12-16",12.45
"267","2008-12-17",12.45
"268","2008-12-18",12.84
"269","2008-12-19",12.84
"270","2008-12-22",12.84
"271","2008-12-23",12.84
"272","2008-12-24",12.84
"273","2008-12-26",12.45
"274","2008-12-29",12.45
"275","2008-12-30",12.45
"276","2008-12-31",12.42
"277","2009-01-02",12.42
"278","2009-01-05",12.42
"279","2009-01-06",12.45
"280","2009-01-07",12.45
"281","2009-01-08",12.45
"282","2009-01-09",12.45
"283","2009-01-12",12.84
"284","2009-01-13",12.84
"285","2009-01-14",12.84
"286","2009-01-15",12.84
"287","2009-01-16",12.84
"288","2009-01-20",12.84
"289","2009-01-21",12.84
"290","2009-01-22",12.84
"291","2009-01-23",12.6
"292","2009-01-26",12.6
"293","2009-01-27",12.9
"294","2009-01-28",12.9
"295","2009-01-29",12.9
"296","2009-01-30",12.9
"297","2009-02-02",12.9
"298","2009-02-03",12.9
"299","2009-02-04",12.45
"300","2009-02-05",12.96
"301","2009-02-06",12.96
"302","2009-02-09",12.6
"303","2009-02-10",12.9
"304","2009-02-11",12.9
"305","2009-02-12",12.9
"306","2009-02-13",13.05
"307","2009-02-17",13.05
"308","2009-02-18",12.96
"309","2009-02-19",12.96
"310","2009-02-20",12.96
"311","2009-02-23",12.45
"312","2009-02-24",12.45
"313","2009-02-25",12.45
"314","2009-02-26",12.45
"315","2009-02-27",12.45
"316","2009-03-02",12
"317","2009-03-03",12
"318","2009-03-04",12
"319","2009-03-05",12
"320","2009-03-06",12
"321","2009-03-09",12.3
"322","2009-03-10",12.3
"323","2009-03-11",12
"324","2009-03-12",12
"325","2009-03-13",12.9
"326","2009-03-16",12.9
"327","2009-03-17",12
"328","2009-03-18",12
"329","2009-03-19",12
"330","2009-03-20",12
"331","2009-03-23",12.96
"332","2009-03-24",12.96
"333","2009-03-25",12.6
"334","2009-03-26",13.05
"335","2009-03-27",13.05
"336","2009-03-30",13.05
"337","2009-03-31",12
"338","2009-04-01",13.05
"339","2009-04-02",13.05
"340","2009-04-03",13.05
"341","2009-04-06",13.05
"342","2009-04-07",13.05
"343","2009-04-08",13.05
"344","2009-04-09",13.05
"345","2009-04-13",12
"346","2009-04-14",12.96
"347","2009-04-15",13.05
"348","2009-04-16",13.05
"349","2009-04-17",13.05
"350","2009-04-20",12.96
"351","2009-04-21",12.96
"352","2009-04-22",13.05
"353","2009-04-23",13.05
"354","2009-04-24",13.05
"355","2009-04-27",13.05
"356","2009-04-28",12.75
"357","2009-04-29",12.75
"358","2009-04-30",12.75
"359","2009-05-01",12.75
"360","2009-05-04",13.05
"361","2009-05-05",12.75
"362","2009-05-06",12.75
"363","2009-05-07",12.75
"364","2009-05-08",13.05
"365","2009-05-11",13.05
"366","2009-05-12",13.05
"367","2009-05-13",13.05
"368","2009-05-14",13.05
"369","2009-05-15",13.05
"370","2009-05-18",13.05
"371","2009-05-19",13.05
"372","2009-05-20",13.05
"373","2009-05-21",13.05
"374","2009-05-22",13.05
"375","2009-05-26",13.05
"376","2009-05-27",13.05
"377","2009-05-28",13.05
"378","2009-05-29",12.6
"379","2009-06-01",12.6
"380","2009-06-02",12.75
"381","2009-06-03",12.75
"382","2009-06-04",12.75
"383","2009-06-05",3.3
"384","2009-06-08",10.5
"385","2009-06-09",10.5
"386","2009-06-10",10.5
"387","2009-06-11",10.5
"388","2009-06-12",10.5
"389","2009-06-15",10.5
"390","2009-06-16",10.5
"391","2009-06-17",10.5
"392","2009-06-18",6
"393","2009-06-19",11.25
"394","2009-06-22",11.25
"395","2009-06-23",11.25
"396","2009-06-24",11.25
"397","2009-06-25",11.25
"398","2009-06-26",11.25
"399","2009-06-29",11.25
"400","2009-06-30",6
"401","2009-07-01",6
"402","2009-07-02",6
"403","2009-07-06",6
"404","2009-07-07",9
"405","2009-07-08",9
"406","2009-07-09",8.79
"407","2009-07-10",9
"408","2009-07-13",9
"409","2009-07-14",9
"410","2009-07-15",9
"411","2009-07-16",9
"412","2009-07-17",5.25
"413","2009-07-20",9
"414","2009-07-21",10.44
"415","2009-07-22",10.44
"416","2009-07-23",9
"417","2009-07-24",9
"418","2009-07-27",9
"419","2009-07-28",9
"420","2009-07-29",9
"421","2009-07-30",9
"422","2009-07-31",9
"423","2009-08-03",12.15
"424","2009-08-04",12.15
"425","2009-08-05",12.15
"426","2009-08-06",12.15
"427","2009-08-07",12.15
"428","2009-08-10",12.15
"429","2009-08-11",12.15
"430","2009-08-12",12.15
"431","2009-08-13",12.15
"432","2009-08-14",10.05
"433","2009-08-17",10.05
"434","2009-08-18",10.05
"435","2009-08-19",4.2
"436","2009-08-20",7.5
"437","2009-08-21",7.5
"438","2009-08-24",3.3
"439","2009-08-25",7.5
"440","2009-08-26",7.5
"441","2009-08-27",7.5
"442","2009-08-28",3.03
"443","2009-08-31",3.06
"444","2009-09-01",3.06
"445","2009-09-02",3.06
"446","2009-09-03",3.06
"447","2009-09-04",3.03
"448","2009-09-08",2.94
"449","2009-09-09",2.94
"450","2009-09-10",2.97
"451","2009-09-11",2.94
"452","2009-09-14",2.85
"453","2009-09-15",2.85
"454","2009-09-16",1.68
"455","2009-09-17",1.68
"456","2009-09-18",1.53
"457","2009-09-21",1.53
"458","2009-09-22",1.47
"459","2009-09-23",1.05
"460","2009-09-24",0.6
"461","2009-09-25",1.35
"462","2009-09-28",1.35
"463","2009-09-29",1.32
"464","2009-09-30",1.2
"465","2009-10-01",1.2
"466","2009-10-02",3.75
"467","2009-10-05",5.25
"468","2009-10-06",5.25
"469","2009-10-07",5.25
"470","2009-10-08",5.25
"471","2009-10-09",11.25
"472","2009-10-12",4.5
"473","2009-10-13",4.5
"474","2009-10-14",4.5
"475","2009-10-15",4.5
"476","2009-10-16",4.5
"477","2009-10-19",4.5
"478","2009-10-20",4.5
"479","2009-10-21",4.5
"480","2009-10-22",4.5
"481","2009-10-23",4.5
"482","2009-10-26",3.78
"483","2009-10-27",3.78
"484","2009-10-28",3.78
"485","2009-10-29",4.5
"486","2009-10-30",4.5
"487","2009-11-02",10.95
"488","2009-11-03",6
"489","2009-11-04",6
"490","2009-11-05",6
"491","2009-11-06",9.15
"492","2009-11-09",10.47
"493","2009-11-10",10.47
"494","2009-11-11",10.47
"495","2009-11-12",10.47
"496","2009-11-13",10.47
"497","2009-11-16",10.47
"498","2009-11-17",6.15
"499","2009-11-18",6.15
"500","2009-11-19",6.15
"501","2009-11-20",6.15
"502","2009-11-23",6.15
"503","2009-11-24",6.15
"504","2009-11-25",6.15
"505","2009-11-27",8.1
"506","2009-11-30",8.1
"507","2009-12-01",6.45
"508","2009-12-02",6.45
"509","2009-12-03",6.6
"510","2009-12-04",6.6
"511","2009-12-07",6.6
"512","2009-12-08",6.6
"513","2009-12-09",6.6
"514","2009-12-10",6.6
"515","2009-12-11",6.6
"516","2009-12-14",6.15
"517","2009-12-15",6.33
"518","2009-12-16",6.33
"519","2009-12-17",6.33
"520","2009-12-18",6.33
"521","2009-12-21",6.33
"522","2009-12-22",6.33
"523","2009-12-23",6.33
"524","2009-12-24",6.33
"525","2009-12-28",6.33
"526","2009-12-29",5.61
"527","2009-12-30",5.61
"528","2009-12-31",5.61
"529","2010-01-04",6.75
"530","2010-01-05",6.81
"531","2010-01-06",6.9
"532","2010-01-07",6.99
"533","2010-01-08",7.05
"534","2010-01-11",7.05
"535","2010-01-12",7.05
"536","2010-01-13",7.95
"537","2010-01-14",7.05
"538","2010-01-15",7.65
"539","2010-01-19",7.05
"540","2010-01-20",7.5
"541","2010-01-21",5.43
"542","2010-01-22",5.4
"543","2010-01-25",5.4
"544","2010-01-26",5.4
"545","2010-01-27",5.4
"546","2010-01-28",6.99
"547","2010-01-29",6.99
"548","2010-02-01",6.99
"549","2010-02-02",6.99
"550","2010-02-03",6.99
"551","2010-02-04",6.99
"552","2010-02-05",3.03
"553","2010-02-08",7.02
"554","2010-02-09",7.02
"555","2010-02-10",7.02
"556","2010-02-11",4.5
"557","2010-02-12",4.5
"558","2010-02-16",7.02
"559","2010-02-17",7.02
"560","2010-02-18",7.02
"561","2010-02-19",7.02
"562","2010-02-22",7.02
"563","2010-02-23",7.02
"564","2010-02-24",6.99
"565","2010-02-25",5.25
"566","2010-02-26",5.1
"567","2010-03-01",5.25
"568","2010-03-02",6.3
"569","2010-03-03",5.37
"570","2010-03-04",4.5
"571","2010-03-05",4.5
"572","2010-03-08",4.8
"573","2010-03-09",4.8
"574","2010-03-10",4.8
"575","2010-03-11",6.75
"576","2010-03-12",6.75
"577","2010-03-15",6.15
"578","2010-03-16",6
"579","2010-03-17",6
"580","2010-03-18",6
"581","2010-03-19",4.05
"582","2010-03-22",5.1
"583","2010-03-23",5.1
"584","2010-03-24",3
"585","2010-03-25",4.5
"586","2010-03-26",4.5
"587","2010-03-29",4.5
"588","2010-03-30",5.7
"589","2010-03-31",5.7
"590","2010-04-01",5.7
"591","2010-04-05",5.7
"592","2010-04-06",5.7
"593","2010-04-07",5.7
"594","2010-04-08",5.7
"595","2010-04-09",4.05
"596","2010-04-12",4.2
"597","2010-04-13",4.2
"598","2010-04-14",4.5
"599","2010-04-15",5.43
"600","2010-04-16",5.43
"601","2010-04-19",5.43
"602","2010-04-20",5.94
"603","2010-04-21",5.7
"604","2010-04-22",5.7
"605","2010-04-23",5.7
"606","2010-04-26",5.67
"607","2010-04-27",4.53
"608","2010-04-28",4.5
"609","2010-04-29",6.3
"610","2010-04-30",5.7
"611","2010-05-03",6.45
"612","2010-05-04",6.42
"613","2010-05-05",6.42
"614","2010-05-06",4.5
"615","2010-05-07",4.65
"616","2010-05-10",4.5
"617","2010-05-11",6
"618","2010-05-12",6
"619","2010-05-13",5.55
"620","2010-05-14",5.61
"621","2010-05-17",5.25
"622","2010-05-18",5.7
"623","2010-05-19",5.85
"624","2010-05-20",4.8
"625","2010-05-21",4.5
"626","2010-05-24",4.8
"627","2010-05-25",4.8
"628","2010-05-26",5.1
"629","2010-05-27",5.1
"630","2010-05-28",5.1
"631","2010-06-01",5.85
"632","2010-06-02",5.7
"633","2010-06-03",5.61
"634","2010-06-04",5.4
"635","2010-06-07",5.55
"636","2010-06-08",5.85
"637","2010-06-09",5.7
"638","2010-06-10",5.4
"639","2010-06-11",5.7
"640","2010-06-14",5.1
"641","2010-06-15",5.1
"642","2010-06-16",5.4
"643","2010-06-17",6
"644","2010-06-18",5.85
"645","2010-06-21",5.91
"646","2010-06-22",6.06
"647","2010-06-23",6.24
"648","2010-06-24",5.55
"649","2010-06-25",5.28
"650","2010-06-28",4.5
"651","2010-06-29",4.5
"652","2010-06-30",3.78
"653","2010-07-01",3.9
"654","2010-07-02",3.9
"655","2010-07-06",3.9
"656","2010-07-07",3.9
"657","2010-07-08",3.75
"658","2010-07-09",3.75
"659","2010-07-12",3.75
"660","2010-07-13",3.75
"661","2010-07-14",6.06
"662","2010-07-15",3.9
"663","2010-07-16",3.9
"664","2010-07-19",4.2
"665","2010-07-20",3.9
"666","2010-07-21",3.9
"667","2010-07-22",3.9
"668","2010-07-23",4.5
"669","2010-07-26",4.2
"670","2010-07-27",4.2
"671","2010-07-28",4.2
"672","2010-07-29",4.2
"673","2010-07-30",4.35
"674","2010-08-02",4.35
"675","2010-08-03",4.35
"676","2010-08-04",4.2
"677","2010-08-05",4.2
"678","2010-08-06",4.2
"679","2010-08-09",3
"680","2010-08-10",3.3
"681","2010-08-11",3.45
"682","2010-08-12",3.45
"683","2010-08-13",4.2
"684","2010-08-16",3.75
"685","2010-08-17",3.75
"686","2010-08-18",3.75
"687","2010-08-19",3.45
"688","2010-08-20",3
"689","2010-08-23",3
"690","2010-08-24",3
"691","2010-08-25",2.25
"692","2010-08-26",2.91
"693","2010-08-27",2.91
"694","2010-08-30",2.91
"695","2010-08-31",3.9
"696","2010-09-01",3.9
"697","2010-09-02",3.03
"698","2010-09-03",3.03
"699","2010-09-07",3.78
"700","2010-09-08",3.03
"701","2010-09-09",4.5
"702","2010-09-10",4.05
"703","2010-09-13",3.45
"704","2010-09-14",3.3
"705","2010-09-15",3.45
"706","2010-09-16",3.45
"707","2010-09-17",3.45
"708","2010-09-20",3.3
"709","2010-09-21",3.3
"710","2010-09-22",3
"711","2010-09-23",3
"712","2010-09-24",3.45
"713","2010-09-27",3
"714","2010-09-28",3
"715","2010-09-29",4.44
"716","2010-09-30",4.38
"717","2010-10-01",3
"718","2010-10-04",3
"719","2010-10-05",3.03
"720","2010-10-06",2.85
"721","2010-10-07",3.06
"722","2010-10-08",3.06
"723","2010-10-11",4.47
"724","2010-10-12",3.09
"725","2010-10-13",3.6
"726","2010-10-14",3.75
"727","2010-10-15",3.6
"728","2010-10-18",3.6
"729","2010-10-19",3.6
"730","2010-10-20",3.03
"731","2010-10-21",3.15
"732","2010-10-22",3.15
"733","2010-10-25",3.15
"734","2010-10-26",3
"735","2010-10-27",3
"736","2010-10-28",3.9
"737","2010-10-29",3.9
"738","2010-11-01",3.6
"739","2010-11-02",3.3
"740","2010-11-03",3.45
"741","2010-11-04",3.6
"742","2010-11-05",3.6
"743","2010-11-08",3.6
"744","2010-11-09",2.7
"745","2010-11-10",3.03
"746","2010-11-11",3
"747","2010-11-12",3
"748","2010-11-15",3
"749","2010-11-16",3.45
"750","2010-11-17",3.45
"751","2010-11-18",3.45
"752","2010-11-19",3.45
"753","2010-11-22",2.85
"754","2010-11-23",3
"755","2010-11-24",3
"756","2010-11-26",3.3
"757","2010-11-29",2.85
"758","2010-11-30",2.85
"759","2010-12-01",2.85
"760","2010-12-02",3
"761","2010-12-03",3
"762","2010-12-06",3
"763","2010-12-07",2.7
"764","2010-12-08",2.4
"765","2010-12-09",2.67
"766","2010-12-10",2.64
"767","2010-12-13",2.4
"768","2010-12-14",2.67
"769","2010-12-15",2.67
"770","2010-12-16",2.67
"771","2010-12-17",2.67
"772","2010-12-20",3.03
"773","2010-12-21",3.15
"774","2010-12-22",3.27
"775","2010-12-23",3.27
"776","2010-12-27",3.27
"777","2010-12-28",2.4
"778","2010-12-29",3.15
"779","2010-12-30",2.85
"780","2010-12-31",2.46
"781","2011-01-03",3
"782","2011-01-04",3
"783","2011-01-05",3.15
"784","2011-01-06",2.7
"785","2011-01-07",2.85
"786","2011-01-10",3.15
"787","2011-01-11",3.15
"788","2011-01-12",3.15
"789","2011-01-13",3.15
"790","2011-01-14",3.15
"791","2011-01-18",3.27
"792","2011-01-19",3.39
"793","2011-01-20",3.39
"794","2011-01-21",3
"795","2011-01-24",3.15
"796","2011-01-25",3.3
"797","2011-01-26",3.21
"798","2011-01-27",3.39
"799","2011-01-28",3.3
"800","2011-01-31",3.3
"801","2011-02-01",3.3
"802","2011-02-02",3.3
"803","2011-02-03",3.45
"804","2011-02-04",3.45
"805","2011-02-07",3.45
"806","2011-02-08",3.45
"807","2011-02-09",3.45
"808","2011-02-10",3.45
"809","2011-02-11",3.45
"810","2011-02-14",3.45
"811","2011-02-15",3.45
"812","2011-02-16",3.45
"813","2011-02-17",3.45
"814","2011-02-18",3.45
"815","2011-02-22",3.45
"816","2011-02-23",3.45
"817","2011-02-24",3.15
"818","2011-02-25",3.15
"819","2011-02-28",3
"820","2011-03-01",3
"821","2011-03-02",3
"822","2011-03-03",3.09
"823","2011-03-04",3.09
"824","2011-03-07",3.09
"825","2011-03-08",3.09
"826","2011-03-09",3.09
"827","2011-03-10",3.09
"828","2011-03-11",3.09
"829","2011-03-14",3.09
"830","2011-03-15",3.09
"831","2011-03-16",3.09
"832","2011-03-17",3.09
"833","2011-03-18",2.25
"834","2011-03-21",2.1
"835","2011-03-22",2.1
"836","2011-03-23",2.25
"837","2011-03-24",2.25
"838","2011-03-25",2.25
"839","2011-03-28",2.25
"840","2011-03-29",2.25
"841","2011-03-30",2.25
"842","2011-03-31",2.25
"843","2011-04-01",2.25
"844","2011-04-04",2.55
"845","2011-04-05",2.7
"846","2011-04-06",2.7
"847","2011-04-07",2.85
"848","2011-04-08",2.85
"849","2011-04-11",1.95
"850","2011-04-12",1.95
"851","2011-04-13",2.1
"852","2011-04-14",2.1
"853","2011-04-15",2.85
"854","2011-04-18",2.4
"855","2011-04-19",2.4
"856","2011-04-20",2.55
"857","2011-04-21",2.55
"858","2011-04-25",3.06
"859","2011-04-26",2.4
"860","2011-04-27",2.55
"861","2011-04-28",2.55
"862","2011-04-29",2.55
"863","2011-05-02",2.4
"864","2011-05-03",3.06
"865","2011-05-04",3.06
"866","2011-05-05",3.06
"867","2011-05-06",3.06
"868","2011-05-09",3.06
"869","2011-05-10",3.09
"870","2011-05-11",3.36
"871","2011-05-12",3.36
"872","2011-05-13",3.36
"873","2011-05-16",3.45
"874","2011-05-17",2.85
"875","2011-05-18",3.42
"876","2011-05-19",3.15
"877","2011-05-20",3.15
"878","2011-05-23",3.15
"879","2011-05-24",3.36
"880","2011-05-25",3.42
"881","2011-05-26",3.42
"882","2011-05-27",3.42
"883","2011-05-31",3.42
"884","2011-06-01",3.42
"885","2011-06-02",3.42
"886","2011-06-03",3.42
"887","2011-06-06",3.18
"888","2011-06-07",3.42
"889","2011-06-08",3.15
"890","2011-06-09",3.3
"891","2011-06-10",3.15
"892","2011-06-13",3.15
"893","2011-06-14",3.15
"894","2011-06-15",3.15
"895","2011-06-16",3.15
"896","2011-06-17",3.15
"897","2011-06-20",3.15
"898","2011-06-21",3.03
"899","2011-06-22",3.15
"900","2011-06-23",3.15
"901","2011-06-24",3.42
"902","2011-06-27",3.42
"903","2011-06-28",3.24
"904","2011-06-29",3.24
"905","2011-06-30",3.45
"906","2011-07-01",3.45
"907","2011-07-05",3.45
"908","2011-07-06",3.6
"909","2011-07-07",3.9
"910","2011-07-08",3.99
"911","2011-07-11",4.2
"912","2011-07-12",4.2
"913","2011-07-13",4.35
"914","2011-07-14",4.41
"915","2011-07-15",4.47
"916","2011-07-18",4.41
"917","2011-07-19",3.6
"918","2011-07-20",4.47
"919","2011-07-21",4.41
"920","2011-07-22",4.74
"921","2011-07-25",4.74
"922","2011-07-26",4.71
"923","2011-07-27",4.71
"924","2011-07-28",4.35
"925","2011-07-29",3.87
"926","2011-08-01",4.05
"927","2011-08-02",4.32
"928","2011-08-03",4.32
"929","2011-08-04",4.05
"930","2011-08-05",3.75
"931","2011-08-08",4.2
"932","2011-08-09",4.2
"933","2011-08-10",4.14
"934","2011-08-11",3.45
"935","2011-08-12",3.45
"936","2011-08-15",3.45
"937","2011-08-16",3.45
"938","2011-08-17",4.14
"939","2011-08-18",4.14
"940","2011-08-19",4.05
"941","2011-08-22",4.05
"942","2011-08-23",4.14
"943","2011-08-24",4.14
"944","2011-08-25",4.11
"945","2011-08-26",4.14
"946","2011-08-29",3.45
"947","2011-08-30",3.21
"948","2011-08-31",3.75
"949","2011-09-01",3.75
"950","2011-09-02",3.75
"951","2011-09-06",3.45
"952","2011-09-07",3.21
"953","2011-09-08",3.06
"954","2011-09-09",3.15
"955","2011-09-12",3.45
"956","2011-09-13",3.45
"957","2011-09-14",3.45
"958","2011-09-15",3.09
"959","2011-09-16",3.42
"960","2011-09-19",3.42
"961","2011-09-20",3.39
"962","2011-09-21",3.39
"963","2011-09-22",3.12
"964","2011-09-23",3.12
"965","2011-09-26",3.39
"966","2011-09-27",3.39
"967","2011-09-28",3.21
"968","2011-09-29",3.36
"969","2011-09-30",3.15
"970","2011-10-03",3
"971","2011-10-04",3
"972","2011-10-05",3
"973","2011-10-06",3.3
"974","2011-10-07",3.45
"975","2011-10-10",3.45
"976","2011-10-11",3.3
"977","2011-10-12",3.3
"978","2011-10-13",3.45
"979","2011-10-14",3.54
"980","2011-10-17",3.75
"981","2011-10-18",3.75
"982","2011-10-19",3.75
"983","2011-10-20",4.11
"984","2011-10-21",3.9
"985","2011-10-24",3.9
"986","2011-10-25",4.2
"987","2011-10-26",4.2
"988","2011-10-27",4.05
"989","2011-10-28",4.05
"990","2011-10-31",4.05
"991","2011-11-01",3.36
"992","2011-11-02",3.87
"993","2011-11-03",3.9
"994","2011-11-04",3.9
"995","2011-11-07",3.21
"996","2011-11-08",3.21
"997","2011-11-09",3.21
"998","2011-11-10",3.21
"999","2011-11-11",3.12
"1000","2011-11-14",3.09
"1001","2011-11-15",3.06
"1002","2011-11-16",3.06
"1003","2011-11-17",3.12
"1004","2011-11-18",3.06
"1005","2011-11-21",3.06
"1006","2011-11-22",3.09
"1007","2011-11-23",3.09
"1008","2011-11-25",3.09
"1009","2011-11-28",3.06
"1010","2011-11-29",3.03
"1011","2011-11-30",3.06
"1012","2011-12-01",3.12
"1013","2011-12-02",3.03
"1014","2011-12-05",2.7
"1015","2011-12-06",3
"1016","2011-12-07",3
"1017","2011-12-08",3.03
"1018","2011-12-09",3.03
"1019","2011-12-12",3.03
"1020","2011-12-13",3.03
"1021","2011-12-14",3
"1022","2011-12-15",2.4
