"","date","MKC"
"1","2007-01-03",38.400002
"2","2007-01-04",38.220001
"3","2007-01-05",37.990002
"4","2007-01-08",37.900002
"5","2007-01-09",38.029999
"6","2007-01-10",37.98
"7","2007-01-11",38.139999
"8","2007-01-12",37.98
"9","2007-01-16",38.040001
"10","2007-01-17",38.029999
"11","2007-01-18",38
"12","2007-01-19",38.130001
"13","2007-01-22",38.43
"14","2007-01-23",38.740002
"15","2007-01-24",38.490002
"16","2007-01-25",39.189999
"17","2007-01-26",38.5
"18","2007-01-29",38.540001
"19","2007-01-30",38.830002
"20","2007-01-31",39.040001
"21","2007-02-01",39.200001
"22","2007-02-02",39.18
"23","2007-02-05",39.240002
"24","2007-02-06",39.110001
"25","2007-02-07",39.16
"26","2007-02-08",39.139999
"27","2007-02-09",39.029999
"28","2007-02-12",38.93
"29","2007-02-13",39.27
"30","2007-02-14",39.27
"31","2007-02-15",39.139999
"32","2007-02-16",39.279999
"33","2007-02-20",39.470001
"34","2007-02-21",39.400002
"35","2007-02-22",39.349998
"36","2007-02-23",39.360001
"37","2007-02-26",39.52
"38","2007-02-27",38.110001
"39","2007-02-28",38.290001
"40","2007-03-01",37.889999
"41","2007-03-02",37.48
"42","2007-03-05",37.279999
"43","2007-03-06",36.889999
"44","2007-03-07",36.700001
"45","2007-03-08",37.419998
"46","2007-03-09",37.529999
"47","2007-03-12",38.040001
"48","2007-03-13",37.540001
"49","2007-03-14",37.540001
"50","2007-03-15",37.810001
"51","2007-03-16",37.639999
"52","2007-03-19",37.91
"53","2007-03-20",38.009998
"54","2007-03-21",38.860001
"55","2007-03-22",38.880001
"56","2007-03-23",39.18
"57","2007-03-26",39.110001
"58","2007-03-27",38.68
"59","2007-03-28",38.279999
"60","2007-03-29",38.459999
"61","2007-03-30",38.52
"62","2007-04-02",38.18
"63","2007-04-03",38.400002
"64","2007-04-04",38.150002
"65","2007-04-05",38.25
"66","2007-04-09",37.93
"67","2007-04-10",37.57
"68","2007-04-11",37.52
"69","2007-04-12",37.459999
"70","2007-04-13",38.459999
"71","2007-04-16",38.639999
"72","2007-04-17",38.490002
"73","2007-04-18",38.16
"74","2007-04-19",37.869999
"75","2007-04-20",38.099998
"76","2007-04-23",38.25
"77","2007-04-24",38.119999
"78","2007-04-25",38.02
"79","2007-04-26",37.509998
"80","2007-04-27",37.299999
"81","2007-04-30",37.119999
"82","2007-05-01",37.200001
"83","2007-05-02",37.139999
"84","2007-05-03",37.369999
"85","2007-05-04",37.27
"86","2007-05-07",37.279999
"87","2007-05-08",36.919998
"88","2007-05-09",36.939999
"89","2007-05-10",36.689999
"90","2007-05-11",36.970001
"91","2007-05-14",37.27
"92","2007-05-15",37.220001
"93","2007-05-16",37.529999
"94","2007-05-17",37.380001
"95","2007-05-18",37.41
"96","2007-05-21",37.259998
"97","2007-05-22",37.200001
"98","2007-05-23",37.34
"99","2007-05-24",37.209999
"100","2007-05-25",37.32
"101","2007-05-29",37.240002
"102","2007-05-30",37.5
"103","2007-05-31",37.290001
"104","2007-06-01",37.32
"105","2007-06-04",37.040001
"106","2007-06-05",36.619999
"107","2007-06-06",36.650002
"108","2007-06-07",37.09
"109","2007-06-08",37.360001
"110","2007-06-11",37.59
"111","2007-06-12",37.200001
"112","2007-06-13",37.66
"113","2007-06-14",37.52
"114","2007-06-15",37.619999
"115","2007-06-18",37.459999
"116","2007-06-19",37.259998
"117","2007-06-20",37.080002
"118","2007-06-21",37.41
"119","2007-06-22",36.93
"120","2007-06-25",36.66
"121","2007-06-26",35.5
"122","2007-06-27",38.380001
"123","2007-06-28",38.43
"124","2007-06-29",38.18
"125","2007-07-02",38.040001
"126","2007-07-03",37.59
"127","2007-07-05",37.23
"128","2007-07-06",37.439999
"129","2007-07-09",37.799999
"130","2007-07-10",36.849998
"131","2007-07-11",37.09
"132","2007-07-12",37.049999
"133","2007-07-13",37.200001
"134","2007-07-16",36.889999
"135","2007-07-17",36.75
"136","2007-07-18",36.459999
"137","2007-07-19",36.919998
"138","2007-07-20",36.630001
"139","2007-07-23",36.73
"140","2007-07-24",36.099998
"141","2007-07-25",36.169998
"142","2007-07-26",35.32
"143","2007-07-27",34.84
"144","2007-07-30",34.880001
"145","2007-07-31",34.16
"146","2007-08-01",35.650002
"147","2007-08-02",35.529999
"148","2007-08-03",34.849998
"149","2007-08-06",36.290001
"150","2007-08-07",36.439999
"151","2007-08-08",38.349998
"152","2007-08-09",37.66
"153","2007-08-10",35.91
"154","2007-08-13",35.360001
"155","2007-08-14",35.650002
"156","2007-08-15",36.470001
"157","2007-08-16",36.950001
"158","2007-08-17",37.509998
"159","2007-08-20",37.02
"160","2007-08-21",36.5
"161","2007-08-22",37.27
"162","2007-08-23",36.549999
"163","2007-08-24",36.93
"164","2007-08-27",36.18
"165","2007-08-28",35.32
"166","2007-08-29",35.799999
"167","2007-08-30",35.349998
"168","2007-08-31",35.84
"169","2007-09-04",35.790001
"170","2007-09-05",35.290001
"171","2007-09-06",35.34
"172","2007-09-07",34.990002
"173","2007-09-10",34.790001
"174","2007-09-11",35.330002
"175","2007-09-12",35.400002
"176","2007-09-13",35.580002
"177","2007-09-14",35.400002
"178","2007-09-17",35.130001
"179","2007-09-18",35.889999
"180","2007-09-19",36.439999
"181","2007-09-20",36.509998
"182","2007-09-21",36.709999
"183","2007-09-24",36.57
"184","2007-09-25",36.599998
"185","2007-09-26",38.040001
"186","2007-09-27",37.25
"187","2007-09-28",35.970001
"188","2007-10-01",35.93
"189","2007-10-02",35.75
"190","2007-10-03",35.029999
"191","2007-10-04",35.07
"192","2007-10-05",35.490002
"193","2007-10-08",35.450001
"194","2007-10-09",35.66
"195","2007-10-10",35.439999
"196","2007-10-11",35.080002
"197","2007-10-12",35.52
"198","2007-10-15",35.34
"199","2007-10-16",35.529999
"200","2007-10-17",35.950001
"201","2007-10-18",35.779999
"202","2007-10-19",35.57
"203","2007-10-22",35.810001
"204","2007-10-23",35.669998
"205","2007-10-24",35.23
"206","2007-10-25",34.950001
"207","2007-10-26",34.880001
"208","2007-10-29",34.639999
"209","2007-10-30",34.73
"210","2007-10-31",35.029999
"211","2007-11-01",34.580002
"212","2007-11-02",34.41
"213","2007-11-05",34.5
"214","2007-11-06",34.52
"215","2007-11-07",34.439999
"216","2007-11-08",34.799999
"217","2007-11-09",34.900002
"218","2007-11-12",35.040001
"219","2007-11-13",35.779999
"220","2007-11-14",37.389999
"221","2007-11-15",37.639999
"222","2007-11-16",38.029999
"223","2007-11-19",37.25
"224","2007-11-20",37.779999
"225","2007-11-21",37.48
"226","2007-11-23",37.880001
"227","2007-11-26",37.279999
"228","2007-11-27",38.189999
"229","2007-11-28",38.689999
"230","2007-11-29",38.209999
"231","2007-11-30",38.209999
"232","2007-12-03",38.060001
"233","2007-12-04",38.040001
"234","2007-12-05",38.57
"235","2007-12-06",38.790001
"236","2007-12-07",38.360001
"237","2007-12-10",38.900002
"238","2007-12-11",37.91
"239","2007-12-12",38.25
"240","2007-12-13",38.029999
"241","2007-12-14",37.060001
"242","2007-12-17",36.880001
"243","2007-12-18",37.68
"244","2007-12-19",38.310001
"245","2007-12-20",38.189999
"246","2007-12-21",38.900002
"247","2007-12-24",38.990002
"248","2007-12-26",38.919998
"249","2007-12-27",37.959999
"250","2007-12-28",38.209999
"251","2007-12-31",37.91
"252","2008-01-02",37.099998
"253","2008-01-03",37.060001
"254","2008-01-04",36.650002
"255","2008-01-07",37.169998
"256","2008-01-08",37.5
"257","2008-01-09",37.209999
"258","2008-01-10",38.049999
"259","2008-01-11",36.98
"260","2008-01-14",37
"261","2008-01-15",36.27
"262","2008-01-16",36.189999
"263","2008-01-17",35.799999
"264","2008-01-18",35.98
"265","2008-01-22",34.610001
"266","2008-01-23",34.91
"267","2008-01-24",34.57
"268","2008-01-25",34.02
"269","2008-01-28",34.209999
"270","2008-01-29",34.549999
"271","2008-01-30",33.77
"272","2008-01-31",33.610001
"273","2008-02-01",34.459999
"274","2008-02-04",34.18
"275","2008-02-05",33.549999
"276","2008-02-06",34.110001
"277","2008-02-07",33.790001
"278","2008-02-08",33.549999
"279","2008-02-11",34.389999
"280","2008-02-12",35.07
"281","2008-02-13",35.119999
"282","2008-02-14",34.490002
"283","2008-02-15",35.220001
"284","2008-02-19",35.240002
"285","2008-02-20",35.619999
"286","2008-02-21",35.189999
"287","2008-02-22",35.610001
"288","2008-02-25",35.84
"289","2008-02-26",35.639999
"290","2008-02-27",35.5
"291","2008-02-28",35.189999
"292","2008-02-29",34.450001
"293","2008-03-03",35.049999
"294","2008-03-04",34.919998
"295","2008-03-05",34.91
"296","2008-03-06",34.610001
"297","2008-03-07",34.580002
"298","2008-03-10",34.91
"299","2008-03-11",35.950001
"300","2008-03-12",35.59
"301","2008-03-13",35.59
"302","2008-03-14",34.77
"303","2008-03-17",34.529999
"304","2008-03-18",35.669998
"305","2008-03-19",35.830002
"306","2008-03-20",36.189999
"307","2008-03-24",36.27
"308","2008-03-25",36.27
"309","2008-03-26",36.110001
"310","2008-03-27",37.84
"311","2008-03-28",36.869999
"312","2008-03-31",36.970001
"313","2008-04-01",37.830002
"314","2008-04-02",37.59
"315","2008-04-03",37.740002
"316","2008-04-04",37.790001
"317","2008-04-07",37.830002
"318","2008-04-08",37.759998
"319","2008-04-09",37.790001
"320","2008-04-10",37.189999
"321","2008-04-11",36.959999
"322","2008-04-14",37.099998
"323","2008-04-15",37.139999
