"","date","KAI"
"1","2007-01-03",24.360001
"2","2007-01-04",24.549999
"3","2007-01-05",24.389999
"4","2007-01-08",24.219999
"5","2007-01-09",23.98
"6","2007-01-10",23.42
"7","2007-01-11",24
"8","2007-01-12",23.83
"9","2007-01-16",24.58
"10","2007-01-17",24.41
"11","2007-01-18",24.5
"12","2007-01-19",24.540001
"13","2007-01-22",24.620001
"14","2007-01-23",25.48
"15","2007-01-24",25.73
"16","2007-01-25",25.93
"17","2007-01-26",26.370001
"18","2007-01-29",26.73
"19","2007-01-30",26.690001
"20","2007-01-31",27.35
"21","2007-02-01",27.639999
"22","2007-02-02",27.379999
"23","2007-02-05",26.99
"24","2007-02-06",26.82
"25","2007-02-07",27.379999
"26","2007-02-08",26.870001
"27","2007-02-09",26.379999
"28","2007-02-12",26.76
"29","2007-02-13",26.26
"30","2007-02-14",25.9
"31","2007-02-15",27.23
"32","2007-02-16",27.129999
"33","2007-02-20",25.200001
"34","2007-02-21",25.200001
"35","2007-02-22",25.25
"36","2007-02-23",24.82
"37","2007-02-26",24.75
"38","2007-02-27",23.200001
"39","2007-02-28",23.42
"40","2007-03-01",23.209999
"41","2007-03-02",22.83
"42","2007-03-05",22.360001
"43","2007-03-06",22.879999
"44","2007-03-07",23.24
"45","2007-03-08",23.200001
"46","2007-03-09",23.99
"47","2007-03-12",24.469999
"48","2007-03-13",24.65
"49","2007-03-14",25.09
"50","2007-03-15",25.629999
"51","2007-03-16",26
"52","2007-03-19",26.110001
"53","2007-03-20",26.379999
"54","2007-03-21",26.549999
"55","2007-03-22",26.24
"56","2007-03-23",26.459999
"57","2007-03-26",25.85
"58","2007-03-27",25.700001
"59","2007-03-28",25.049999
"60","2007-03-29",24.9
"61","2007-03-30",25.360001
"62","2007-04-02",25.07
"63","2007-04-03",25.17
"64","2007-04-04",25.02
"65","2007-04-05",25.4
"66","2007-04-09",25.549999
"67","2007-04-10",25.809999
"68","2007-04-11",25.639999
"69","2007-04-12",26.02
"70","2007-04-13",26.4
"71","2007-04-16",27.15
"72","2007-04-17",27.299999
"73","2007-04-18",27.09
"74","2007-04-19",27.129999
"75","2007-04-20",27.280001
"76","2007-04-23",27.58
"77","2007-04-24",28.200001
"78","2007-04-25",28.75
"79","2007-04-26",27.74
"80","2007-04-27",28.040001
"81","2007-04-30",27.450001
"82","2007-05-01",27.129999
"83","2007-05-02",27.950001
"84","2007-05-03",29.43
"85","2007-05-04",29.07
"86","2007-05-07",29.41
"87","2007-05-08",29.040001
"88","2007-05-09",29.469999
"89","2007-05-10",28.450001
"90","2007-05-11",28.99
"91","2007-05-14",29.120001
"92","2007-05-15",28.629999
"93","2007-05-16",29.110001
"94","2007-05-17",28.370001
"95","2007-05-18",27.99
"96","2007-05-21",28
"97","2007-05-22",28.93
"98","2007-05-23",28.209999
"99","2007-05-24",28
"100","2007-05-25",28.379999
"101","2007-05-29",28.9
"102","2007-05-30",29.18
"103","2007-05-31",29.85
"104","2007-06-01",30.799999
"105","2007-06-04",30.959999
"106","2007-06-05",30.200001
"107","2007-06-06",29.24
"108","2007-06-07",28.65
"109","2007-06-08",29.530001
"110","2007-06-11",29.379999
"111","2007-06-12",28.469999
"112","2007-06-13",29.09
"113","2007-06-14",29.440001
"114","2007-06-15",29.969999
"115","2007-06-18",30.370001
"116","2007-06-19",30.799999
"117","2007-06-20",30.59
"118","2007-06-21",30.030001
"119","2007-06-22",30.08
"120","2007-06-25",29.440001
"121","2007-06-26",29.24
"122","2007-06-27",29.84
"123","2007-06-28",31.09
"124","2007-06-29",31.200001
"125","2007-07-02",31.200001
"126","2007-07-03",30.99
"127","2007-07-05",30.98
"128","2007-07-06",31.02
"129","2007-07-09",31.030001
"130","2007-07-10",30.309999
"131","2007-07-11",30.52
"132","2007-07-12",30.76
"133","2007-07-13",30.73
"134","2007-07-16",30.379999
"135","2007-07-17",30.17
"136","2007-07-18",30.200001
"137","2007-07-19",30.809999
"138","2007-07-20",29.75
"139","2007-07-23",28.950001
"140","2007-07-24",27.66
"141","2007-07-25",28.790001
"142","2007-07-26",27.139999
"143","2007-07-27",27
"144","2007-07-30",26.59
"145","2007-07-31",26.950001
"146","2007-08-01",26.889999
"147","2007-08-02",27.16
"148","2007-08-03",26.34
"149","2007-08-06",26.27
"150","2007-08-07",26.09
"151","2007-08-08",26.99
"152","2007-08-09",27.549999
"153","2007-08-10",29.33
"154","2007-08-13",28.01
"155","2007-08-14",27.59
"156","2007-08-15",27.41
"157","2007-08-16",29.15
"158","2007-08-17",29.41
"159","2007-08-20",29.309999
"160","2007-08-21",28.860001
"161","2007-08-22",28.83
"162","2007-08-23",28.530001
"163","2007-08-24",29.120001
"164","2007-08-27",29.42
"165","2007-08-28",27.620001
"166","2007-08-29",28.74
"167","2007-08-30",28.57
"168","2007-08-31",28.5
"169","2007-09-04",29.17
"170","2007-09-05",28.200001
"171","2007-09-06",27.879999
"172","2007-09-07",26.370001
"173","2007-09-10",26.08
"174","2007-09-11",26.92
"175","2007-09-12",25.549999
"176","2007-09-13",26.040001
"177","2007-09-14",26.780001
"178","2007-09-17",26.82
"179","2007-09-18",29.18
"180","2007-09-19",29.459999
"181","2007-09-20",29.129999
"182","2007-09-21",29.43
"183","2007-09-24",28.799999
"184","2007-09-25",28.1
"185","2007-09-26",29.42
"186","2007-09-27",28.790001
"187","2007-09-28",28
"188","2007-10-01",28.85
"189","2007-10-02",29
"190","2007-10-03",28.02
"191","2007-10-04",28.57
"192","2007-10-05",29.379999
"193","2007-10-08",28.700001
"194","2007-10-09",29.15
"195","2007-10-10",29.09
"196","2007-10-11",28.65
"197","2007-10-12",28.65
"198","2007-10-15",28.469999
"199","2007-10-16",28.709999
"200","2007-10-17",28.32
"201","2007-10-18",28.58
"202","2007-10-19",27.190001
"203","2007-10-22",27.9
"204","2007-10-23",28.23
"205","2007-10-24",28.1
"206","2007-10-25",30.040001
"207","2007-10-26",32.009998
"208","2007-10-29",33.32
"209","2007-10-30",30.950001
"210","2007-10-31",32.470001
"211","2007-11-01",30.35
"212","2007-11-02",30.459999
"213","2007-11-05",29.93
"214","2007-11-06",30.01
"215","2007-11-07",29.85
"216","2007-11-08",30.93
"217","2007-11-09",30.51
"218","2007-11-12",30.879999
"219","2007-11-13",31.450001
"220","2007-11-14",31.82
"221","2007-11-15",30.559999
"222","2007-11-16",30.6
"223","2007-11-19",29.35
"224","2007-11-20",29.35
"225","2007-11-21",28.690001
"226","2007-11-23",29.77
"227","2007-11-26",28.24
"228","2007-11-27",28.25
"229","2007-11-28",29.99
"230","2007-11-29",29.25
"231","2007-11-30",29.459999
"232","2007-12-03",29.209999
"233","2007-12-04",28.59
"234","2007-12-05",29.370001
"235","2007-12-06",30.9
"236","2007-12-07",30.34
"237","2007-12-10",30.969999
"238","2007-12-11",29.74
"239","2007-12-12",30.99
"240","2007-12-13",30.799999
"241","2007-12-14",30.049999
"242","2007-12-17",29.57
"243","2007-12-18",31
"244","2007-12-19",30.809999
"245","2007-12-20",30.98
"246","2007-12-21",31.120001
"247","2007-12-24",31.49
"248","2007-12-26",31.639999
"249","2007-12-27",30.9
"250","2007-12-28",31.219999
"251","2007-12-31",29.67
"252","2008-01-02",29.370001
