"","date","SPFI"
"144","2019-12-02",18.77
"145","2019-12-03",18.93
"146","2019-12-04",19.02
"147","2019-12-05",18.940001
"148","2019-12-06",19.32
"149","2019-12-09",19.280001
"150","2019-12-10",19.74
"151","2019-12-11",19.83
"152","2019-12-12",19.76
"153","2019-12-13",19.76
"154","2019-12-16",19.65
"155","2019-12-17",19.98
"156","2019-12-18",20.68
"157","2019-12-19",20.469999
"158","2019-12-20",20.809999
"159","2019-12-23",20.75
"160","2019-12-24",20.889999
"161","2019-12-26",21.139999
"162","2019-12-27",20.959999
"163","2019-12-30",21
"164","2019-12-31",20.870001
"165","2020-01-02",21
"166","2020-01-03",20.950001
"167","2020-01-06",20.860001
"168","2020-01-07",20.809999
"169","2020-01-08",20.92
"170","2020-01-09",20.889999
"171","2020-01-10",20.92
"172","2020-01-13",20.65
"173","2020-01-14",20.889999
"174","2020-01-15",20.76
"175","2020-01-16",20.83
"176","2020-01-17",20.93
"177","2020-01-21",20.93
"178","2020-01-22",20.790001
"179","2020-01-23",20.99
"180","2020-01-24",21.290001
"181","2020-01-27",21.790001
"182","2020-01-28",21.719999
"183","2020-01-29",21.549999
"184","2020-01-30",21.5
"185","2020-01-31",21.75
"186","2020-02-03",21.709999
"187","2020-02-04",21.290001
"188","2020-02-05",21.549999
"189","2020-02-06",21.59
"190","2020-02-07",21.389999
"191","2020-02-10",21.209999
"192","2020-02-11",21.280001
"193","2020-02-12",21.01
"194","2020-02-13",20.860001
"195","2020-02-14",20.690001
"196","2020-02-18",20.93
"197","2020-02-19",20.809999
"198","2020-02-20",20.9
"199","2020-02-21",20.860001
"200","2020-02-24",20.709999
"201","2020-02-25",20.49
"202","2020-02-26",20.5
"203","2020-02-27",20.040001
"204","2020-02-28",20.030001
"205","2020-03-02",19.91
"206","2020-03-03",18.889999
"207","2020-03-04",18.889999
"208","2020-03-05",17.209999
"209","2020-03-06",17.9
"210","2020-03-09",15.59
"211","2020-03-10",16
"212","2020-03-11",17.24
"213","2020-03-12",16.040001
"214","2020-03-13",16.85
"215","2020-03-16",14.56
"216","2020-03-17",15.1
"217","2020-03-18",14.6
"218","2020-03-19",13.95
"219","2020-03-20",14.75
"220","2020-03-23",13.56
"221","2020-03-24",15.12
"222","2020-03-25",15.38
"223","2020-03-26",15.75
"224","2020-03-27",12.29
"225","2020-03-30",14.75
"226","2020-03-31",15.49
"227","2020-04-01",12.84
"228","2020-04-02",12.9
"229","2020-04-03",12.31
"230","2020-04-06",13.47
"231","2020-04-07",13.29
"232","2020-04-08",13.73
"233","2020-04-09",15.7
"234","2020-04-13",13.21
"235","2020-04-14",12.48
"236","2020-04-15",11.8
"237","2020-04-16",12.47
"238","2020-04-17",13
"239","2020-04-20",12.47
"240","2020-04-21",11.8
"241","2020-04-22",11.95
"242","2020-04-23",11.7
"243","2020-04-24",11.7
"244","2020-04-27",12.5
"245","2020-04-28",13.56
"246","2020-04-29",14
"247","2020-04-30",12.43
"248","2020-05-01",12.79
"249","2020-05-04",12.9
"250","2020-05-05",12.54
"251","2020-05-06",11.9
"252","2020-05-07",12.11
"253","2020-05-08",12.93
"254","2020-05-11",12.7
"255","2020-05-12",11.8
"256","2020-05-13",12.28
"257","2020-05-14",11.94
"258","2020-05-15",11.95
"259","2020-05-18",12.45
"260","2020-05-19",12.24
"261","2020-05-20",12.9
"262","2020-05-21",12.67
"263","2020-05-22",12.77
"264","2020-05-26",13.15
"265","2020-05-27",14.25
"266","2020-05-28",13.21
"267","2020-05-29",13.2
"268","2020-06-01",12.49
"269","2020-06-02",12.66
"270","2020-06-03",14.05
"271","2020-06-04",13.91
"272","2020-06-05",14.39
"273","2020-06-08",15.25
"274","2020-06-09",15
"275","2020-06-10",14.51
"276","2020-06-11",12.98
"277","2020-06-12",12.79
"278","2020-06-15",13.37
"279","2020-06-16",14.3
"280","2020-06-17",13.56
"281","2020-06-18",13.72
"282","2020-06-19",14.01
"283","2020-06-22",13.59
"284","2020-06-23",13.52
"285","2020-06-24",12.68
"286","2020-06-25",13.4
"287","2020-06-26",12.5
"288","2020-06-29",13.75
"289","2020-06-30",14.24
"290","2020-07-01",14.5
"291","2020-07-02",13.67
"292","2020-07-06",13.24
"293","2020-07-07",12.74
"294","2020-07-08",13.34
"295","2020-07-09",12.68
"296","2020-07-10",13.1
"297","2020-07-13",13.1
"298","2020-07-14",13.1
"299","2020-07-15",13.27
"300","2020-07-16",13.24
"301","2020-07-17",13.1
"302","2020-07-20",13.13
"303","2020-07-21",13.5
"304","2020-07-22",13.34
"305","2020-07-23",13.21
"306","2020-07-24",12.92
"307","2020-07-27",13.19
"308","2020-07-28",13.05
"309","2020-07-29",13.19
"310","2020-07-30",13.75
"311","2020-07-31",13.36
"312","2020-08-03",13.35
"313","2020-08-04",14.12
"314","2020-08-05",14.44
"315","2020-08-06",14.5
"316","2020-08-07",15
"317","2020-08-10",14.95
"318","2020-08-11",15.04
"319","2020-08-12",14.9
"320","2020-08-13",14.99
"321","2020-08-14",15
"322","2020-08-17",14.74
"323","2020-08-18",14.78
"324","2020-08-19",14.67
"325","2020-08-20",14.63
"326","2020-08-21",14.18
"327","2020-08-24",14.42
"328","2020-08-25",14.6
"329","2020-08-26",14.41
"330","2020-08-27",14.24
"331","2020-08-28",14.06
"332","2020-08-31",14.28
"333","2020-09-01",14.45
"334","2020-09-02",14.94
"335","2020-09-03",14.98
"336","2020-09-04",14.4
"337","2020-09-08",14.85
"338","2020-09-09",14.95
"339","2020-09-10",14.82
"340","2020-09-11",14.66
"341","2020-09-14",14.93
"342","2020-09-15",14.93
"343","2020-09-16",14.95
"344","2020-09-17",14.36
"345","2020-09-18",13.47
"346","2020-09-21",12.03
"347","2020-09-22",11.61
"348","2020-09-23",11.6
"349","2020-09-24",12.24
"350","2020-09-25",11.81
"351","2020-09-28",11.99
"352","2020-09-29",11.99
"353","2020-09-30",12.41
"354","2020-10-01",12.68
"355","2020-10-02",12.74
"356","2020-10-05",12.845
"357","2020-10-06",12.89
"358","2020-10-07",13.55
"359","2020-10-08",13.94
"360","2020-10-09",14.25
"361","2020-10-12",14.72
"362","2020-10-13",14.66
"363","2020-10-14",14.7
"364","2020-10-15",14.75
"365","2020-10-16",14.59
"366","2020-10-19",14.31
"367","2020-10-20",14.6
"368","2020-10-21",14.9
"369","2020-10-22",14.9
"370","2020-10-23",14.92
"371","2020-10-26",14.52
"372","2020-10-27",14.19
"373","2020-10-28",14.41
"374","2020-10-29",14.52
"375","2020-10-30",14.65
"376","2020-11-02",14.9
"377","2020-11-03",15.57
"378","2020-11-04",14.85
"379","2020-11-05",15.41
"380","2020-11-06",15.37
"381","2020-11-09",16.450001
"382","2020-11-10",17.5
"383","2020-11-11",17.02
"384","2020-11-12",16.719999
"385","2020-11-13",17.34
"386","2020-11-16",17.709999
"387","2020-11-17",17.65
"388","2020-11-18",17.700001
"389","2020-11-19",17.799999
"390","2020-11-20",17.9
"391","2020-11-23",18.16
"392","2020-11-24",18.9
"393","2020-11-25",18.83
"394","2020-11-27",18.549999
