"","date","SWCH"
"181","2018-06-26",12.35
"182","2018-06-27",12.18
"183","2018-06-28",12.18
"184","2018-06-29",12.17
"185","2018-07-02",12.36
"186","2018-07-03",12.32
"187","2018-07-05",12.38
"188","2018-07-06",12.41
"189","2018-07-09",12.5
"190","2018-07-10",12.5
"191","2018-07-11",12.49
"192","2018-07-12",12.56
"193","2018-07-13",12.7
"194","2018-07-16",12.83
"195","2018-07-17",13.06
"196","2018-07-18",13.16
"197","2018-07-19",13.36
"198","2018-07-20",13.41
"199","2018-07-23",13.25
"200","2018-07-24",13.25
"201","2018-07-25",13.45
"202","2018-07-26",13.54
"203","2018-07-27",13.55
"204","2018-07-30",13.04
"205","2018-07-31",13.02
"206","2018-08-01",13.31
"207","2018-08-02",13.3
"208","2018-08-03",13.38
"209","2018-08-06",13.37
"210","2018-08-07",13.39
"211","2018-08-08",13.46
"212","2018-08-09",13.79
"213","2018-08-10",14.07
"214","2018-08-13",13.98
"215","2018-08-14",10.85
"216","2018-08-15",10.35
"217","2018-08-16",10.36
"218","2018-08-17",10.3
"219","2018-08-20",10.47
"220","2018-08-21",11.02
"221","2018-08-22",11.34
"222","2018-08-23",11.2
"223","2018-08-24",11.46
"224","2018-08-27",11.46
"225","2018-08-28",11.54
"226","2018-08-29",11.55
"227","2018-08-30",11.46
"228","2018-08-31",11.56
"229","2018-09-04",11.17
"230","2018-09-05",11.28
"231","2018-09-06",11.29
"232","2018-09-07",10.91
"233","2018-09-10",10.9
"234","2018-09-11",11.07
"235","2018-09-12",10.93
"236","2018-09-13",11.21
"237","2018-09-14",11.11
"238","2018-09-17",11.09
"239","2018-09-18",11.42
"240","2018-09-19",11.55
"241","2018-09-20",11.23
"242","2018-09-21",11.07
"243","2018-09-24",10.85
"244","2018-09-25",10.82
"245","2018-09-26",10.7
"246","2018-09-27",10.78
"247","2018-09-28",10.8
"248","2018-10-01",10.64
"249","2018-10-02",10.54
"250","2018-10-03",10.31
"251","2018-10-04",10.15
"252","2018-10-05",10.08
"253","2018-10-08",9.95
"254","2018-10-09",9.43
"255","2018-10-10",8.83
"256","2018-10-11",9.03
"257","2018-10-12",8.55
"258","2018-10-15",8.74
"259","2018-10-16",8.96
"260","2018-10-17",9.08
"261","2018-10-18",8.86
"262","2018-10-19",9.03
"263","2018-10-22",9.06
"264","2018-10-23",8.84
"265","2018-10-24",8.99
"266","2018-10-25",9.11
"267","2018-10-26",8.65
"268","2018-10-29",8.72
"269","2018-10-30",8.71
"270","2018-10-31",8.87
"271","2018-11-01",9.1
"272","2018-11-02",9.32
"273","2018-11-05",9.75
"274","2018-11-06",9.91
"275","2018-11-07",10
"276","2018-11-08",9.72
"277","2018-11-09",9.29
"278","2018-11-12",9.34
"279","2018-11-13",9.26
"280","2018-11-14",7.07
"281","2018-11-15",7.87
"282","2018-11-16",8.73
"283","2018-11-19",8.44
"284","2018-11-20",7.52
"285","2018-11-21",7.66
"286","2018-11-23",7.84
"287","2018-11-26",8.06
"288","2018-11-27",7.7
"289","2018-11-28",7.9
"290","2018-11-29",7.9
"291","2018-11-30",7.77
"292","2018-12-03",7.79
"293","2018-12-04",7.27
"294","2018-12-06",7.34
"295","2018-12-07",7.27
"296","2018-12-10",6.98
"297","2018-12-11",7.25
"298","2018-12-12",7.23
"299","2018-12-13",6.97
"300","2018-12-14",6.94
"301","2018-12-17",6.49
"302","2018-12-18",6.5
"303","2018-12-19",6.57
"304","2018-12-20",6.52
"305","2018-12-21",6.5
"306","2018-12-24",6.41
"307","2018-12-26",6.98
"308","2018-12-27",6.84
"309","2018-12-28",6.84
"310","2018-12-31",7
"311","2019-01-02",7.01
"312","2019-01-03",6.82
"313","2019-01-04",7.23
"314","2019-01-07",7.48
"315","2019-01-08",7.84
"316","2019-01-09",7.77
"317","2019-01-10",7.66
"318","2019-01-11",7.68
"319","2019-01-14",7.47
"320","2019-01-15",7.63
"321","2019-01-16",7.8
"322","2019-01-17",7.99
"323","2019-01-18",8.12
"324","2019-01-22",7.9
"325","2019-01-23",7.8
"326","2019-01-24",8.02
"327","2019-01-25",8.06
"328","2019-01-28",7.95
"329","2019-01-29",8.13
"330","2019-01-30",8.18
"331","2019-01-31",8.34
"332","2019-02-01",8.52
"333","2019-02-04",8.49
"334","2019-02-05",8.4
"335","2019-02-06",8.52
"336","2019-02-07",8.4
"337","2019-02-08",8.38
"338","2019-02-11",8.5
"339","2019-02-12",8.66
"340","2019-02-13",8.67
"341","2019-02-14",8.6
"342","2019-02-15",8.77
"343","2019-02-19",8.87
"344","2019-02-20",9.01
"345","2019-02-21",8.56
"346","2019-02-22",8.73
"347","2019-02-25",8.77
"348","2019-02-26",8.74
"349","2019-02-27",8.9
"350","2019-02-28",8.63
"351","2019-03-01",8.68
"352","2019-03-04",8.58
"353","2019-03-05",8.67
"354","2019-03-06",8.33
"355","2019-03-07",8.12
"356","2019-03-08",8.07
"357","2019-03-11",8.25
"358","2019-03-12",9.31
"359","2019-03-13",9.95
"360","2019-03-14",10.66
"361","2019-03-15",10.64
"362","2019-03-18",10.32
"363","2019-03-19",10.36
"364","2019-03-20",10.41
"365","2019-03-21",10.68
"366","2019-03-22",10.26
"367","2019-03-25",10.14
"368","2019-03-26",10.26
"369","2019-03-27",10.22
"370","2019-03-28",10.25
"371","2019-03-29",10.31
"372","2019-04-01",10.55
"373","2019-04-02",10.57
"374","2019-04-03",10.93
"375","2019-04-04",10.75
"376","2019-04-05",10.87
"377","2019-04-08",10.72
"378","2019-04-09",10.59
"379","2019-04-10",10.65
"380","2019-04-11",10.79
"381","2019-04-12",10.87
"382","2019-04-15",10.68
"383","2019-04-16",10.68
"384","2019-04-17",10.75
"385","2019-04-18",10.69
"386","2019-04-22",10.78
"387","2019-04-23",10.64
"388","2019-04-24",10.45
"389","2019-04-25",10.43
"390","2019-04-26",10.75
"391","2019-04-29",10.87
"392","2019-04-30",10.87
"393","2019-05-01",10.79
"394","2019-05-02",10.82
"395","2019-05-03",11.08
"396","2019-05-06",11.15
"397","2019-05-07",10.86
"398","2019-05-08",11
"399","2019-05-09",11.2
"400","2019-05-10",11.31
"401","2019-05-13",11.52
"402","2019-05-14",11.83
"403","2019-05-15",12.25
"404","2019-05-16",12.38
"405","2019-05-17",12.29
"406","2019-05-20",12.49
"407","2019-05-21",12.77
"408","2019-05-22",12.73
"409","2019-05-23",12.7
"410","2019-05-24",12.63
"411","2019-05-28",12.68
"412","2019-05-29",12.58
"413","2019-05-30",12.62
"414","2019-05-31",12.37
"415","2019-06-03",12.37
"416","2019-06-04",12.27
"417","2019-06-05",12.26
"418","2019-06-06",12.41
"419","2019-06-07",12.55
"420","2019-06-10",12.57
"421","2019-06-11",12.59
"422","2019-06-12",12.87
"423","2019-06-13",12.81
"424","2019-06-14",12.93
"425","2019-06-17",13.19
"426","2019-06-18",13.28
"427","2019-06-19",13.49
"428","2019-06-20",13.32
"429","2019-06-21",13.32
"430","2019-06-24",13.21
"431","2019-06-25",13.06
"432","2019-06-26",12.89
"433","2019-06-27",13.05
"434","2019-06-28",13.09
"435","2019-07-01",13.17
"436","2019-07-02",13.32
"437","2019-07-03",13.65
"438","2019-07-05",13.3
"439","2019-07-08",13.15
"440","2019-07-09",13.31
"441","2019-07-10",13.3
"442","2019-07-11",13.25
"443","2019-07-12",13.36
"444","2019-07-15",13.29
"445","2019-07-16",13.12
"446","2019-07-17",13.25
"447","2019-07-18",13.2
"448","2019-07-19",13.2
"449","2019-07-22",13.21
"450","2019-07-23",13.45
"451","2019-07-24",13.75
"452","2019-07-25",13.45
"453","2019-07-26",13.46
"454","2019-07-29",13.6
"455","2019-07-30",13.58
"456","2019-07-31",13.57
"457","2019-08-01",13.57
"458","2019-08-02",13.74
"459","2019-08-05",13.55
"460","2019-08-06",13.48
"461","2019-08-07",13.75
"462","2019-08-08",14.33
"463","2019-08-09",14.94
"464","2019-08-12",15.35
"465","2019-08-13",15.34
"466","2019-08-14",15.38
"467","2019-08-15",15.13
"468","2019-08-16",15.15
"469","2019-08-19",15.33
"470","2019-08-20",15.48
"471","2019-08-21",15.98
"472","2019-08-22",16.450001
"473","2019-08-23",16.08
"474","2019-08-26",16.23
"475","2019-08-27",16.280001
"476","2019-08-28",16.290001
"477","2019-08-29",16.42
"478","2019-08-30",16.4
"479","2019-09-03",16.360001
"480","2019-09-04",16.57
"481","2019-09-05",16.780001
"482","2019-09-06",16.68
"483","2019-09-09",15.86
"484","2019-09-10",15.77
"485","2019-09-11",16.1
"486","2019-09-12",16.040001
"487","2019-09-13",15.83
"488","2019-09-16",15.82
"489","2019-09-17",16.15
"490","2019-09-18",15.94
"491","2019-09-19",16.15
"492","2019-09-20",15.62
"493","2019-09-23",15.78
"494","2019-09-24",15.89
"495","2019-09-25",16.059999
"496","2019-09-26",15.79
"497","2019-09-27",15.57
"498","2019-09-30",15.62
"499","2019-10-01",15.39
"500","2019-10-02",15.61
"501","2019-10-03",15.48
"502","2019-10-04",15.75
"503","2019-10-07",15.79
"504","2019-10-08",15.48
"505","2019-10-09",15.51
"506","2019-10-10",15.53
"507","2019-10-11",15.56
"508","2019-10-14",15.47
"509","2019-10-15",15.52
"510","2019-10-16",14.89
"511","2019-10-17",14.9
"512","2019-10-18",14.79
"513","2019-10-21",14.75
"514","2019-10-22",14.33
"515","2019-10-23",14.31
"516","2019-10-24",14.6
"517","2019-10-25",14.67
"518","2019-10-28",14.8
"519","2019-10-29",15.05
"520","2019-10-30",14.84
"521","2019-10-31",14.77
"522","2019-11-01",14.75
"523","2019-11-04",14.5
"524","2019-11-05",14.9
"525","2019-11-06",14.54
"526","2019-11-07",14.53
"527","2019-11-08",14.16
"528","2019-11-11",15.57
"529","2019-11-12",15.72
"530","2019-11-13",15.93
"531","2019-11-14",15.75
"532","2019-11-15",15.99
"533","2019-11-18",15.88
"534","2019-11-19",15.96
"535","2019-11-20",15.93
"536","2019-11-21",15.82
"537","2019-11-22",15.94
"538","2019-11-25",15.91
"539","2019-11-26",15.77
"540","2019-11-27",15.66
"541","2019-11-29",15.76
"542","2019-12-02",15.52
"543","2019-12-03",15.51
"544","2019-12-04",15.29
"545","2019-12-05",15.37
"546","2019-12-06",15.22
"547","2019-12-09",14.76
"548","2019-12-10",14.91
"549","2019-12-11",14.74
"550","2019-12-12",14.77
"551","2019-12-13",14.87
"552","2019-12-16",14.82
"553","2019-12-17",14.67
"554","2019-12-18",14.62
"555","2019-12-19",14.77
"556","2019-12-20",14.94
"557","2019-12-23",14.85
"558","2019-12-24",14.76
"559","2019-12-26",14.79
"560","2019-12-27",14.7
"561","2019-12-30",14.72
"562","2019-12-31",14.82
"563","2020-01-02",14.88
"564","2020-01-03",15.21
"565","2020-01-06",15.3
"566","2020-01-07",15.25
"567","2020-01-08",15.46
"568","2020-01-09",15.74
"569","2020-01-10",15.92
"570","2020-01-13",15.75
"571","2020-01-14",15.59
"572","2020-01-15",16.08
"573","2020-01-16",16.110001
"574","2020-01-17",16.040001
"575","2020-01-21",16.17
"576","2020-01-22",16.17
"577","2020-01-23",16.24
"578","2020-01-24",16.190001
"579","2020-01-27",16.17
"580","2020-01-28",16.200001
"581","2020-01-29",16.040001
"582","2020-01-30",16.1
"583","2020-01-31",16
"584","2020-02-03",16.1
"585","2020-02-04",16.32
"586","2020-02-05",16.190001
"587","2020-02-06",16.27
"588","2020-02-07",16.129999
"589","2020-02-10",16.17
"590","2020-02-11",16.450001
"591","2020-02-12",17.049999
"592","2020-02-13",17.059999
"593","2020-02-14",17.4
"594","2020-02-18",17.57
"595","2020-02-19",17.370001
"596","2020-02-20",17.690001
"597","2020-02-21",17.67
"598","2020-02-24",17.219999
"599","2020-02-25",16.959999
"600","2020-02-26",16.85
"601","2020-02-27",16.07
"602","2020-02-28",14.34
"603","2020-03-02",14.95
"604","2020-03-03",14.47
"605","2020-03-04",15.12
"606","2020-03-05",14.44
"607","2020-03-06",14.16
"608","2020-03-09",13.56
"609","2020-03-10",13.76
"610","2020-03-11",12.88
"611","2020-03-12",11.22
"612","2020-03-13",12.73
"613","2020-03-16",11.76
"614","2020-03-17",11.64
"615","2020-03-18",12.26
"616","2020-03-19",12.39
"617","2020-03-20",12.13
"618","2020-03-23",12.09
"619","2020-03-24",12.83
"620","2020-03-25",13.62
"621","2020-03-26",14.01
"622","2020-03-27",13.94
"623","2020-03-30",14.72
"624","2020-03-31",14.43
"625","2020-04-01",14.09
"626","2020-04-02",14.68
"627","2020-04-03",14.56
"628","2020-04-06",15.07
"629","2020-04-07",14.86
"630","2020-04-08",15
"631","2020-04-09",15.79
"632","2020-04-13",15.64
"633","2020-04-14",16.5
"634","2020-04-15",16.43
"635","2020-04-16",16.73
"636","2020-04-17",17.25
"637","2020-04-20",17.24
"638","2020-04-21",17.15
"639","2020-04-22",17.25
"640","2020-04-23",17.450001
"641","2020-04-24",17.91
"642","2020-04-27",18.709999
"643","2020-04-28",17.74
"644","2020-04-29",17.549999
"645","2020-04-30",17.17
"646","2020-05-01",17.17
"647","2020-05-04",17.33
"648","2020-05-05",17.57
"649","2020-05-06",17.77
"650","2020-05-07",18.219999
"651","2020-05-08",17.450001
"652","2020-05-11",18.17
"653","2020-05-12",17.700001
"654","2020-05-13",17.84
"655","2020-05-14",17.82
"656","2020-05-15",17.940001
"657","2020-05-18",18.01
"658","2020-05-19",17.959999
"659","2020-05-20",18.219999
"660","2020-05-21",18.290001
"661","2020-05-22",19.02
"662","2020-05-26",18.549999
"663","2020-05-27",18.85
"664","2020-05-28",18.860001
"665","2020-05-29",19.110001
"666","2020-06-01",18.809999
"667","2020-06-02",18.620001
"668","2020-06-03",18.49
"669","2020-06-04",18.17
"670","2020-06-05",17.969999
"671","2020-06-08",17.690001
"672","2020-06-09",17.85
"673","2020-06-10",17.84
"674","2020-06-11",17.08
"675","2020-06-12",17.059999
"676","2020-06-15",17.540001
"677","2020-06-16",17.99
"678","2020-06-17",18.17
"679","2020-06-18",18.200001
"680","2020-06-19",18.309999
"681","2020-06-22",18.4
"682","2020-06-23",18.4
"683","2020-06-24",18.200001
"684","2020-06-25",18.629999
"685","2020-06-26",17.68
"686","2020-06-29",17.719999
"687","2020-06-30",17.82
"688","2020-07-01",18.5
"689","2020-07-02",18.58
"690","2020-07-06",18.27
"691","2020-07-07",18.469999
"692","2020-07-08",18.74
"693","2020-07-09",18.85
"694","2020-07-10",18.700001
"695","2020-07-13",17.65
"696","2020-07-14",17.870001
"697","2020-07-15",17.99
"698","2020-07-16",17.67
"699","2020-07-17",17.950001
"700","2020-07-20",18.219999
"701","2020-07-21",18.059999
"702","2020-07-22",17.91
"703","2020-07-23",17.84
"704","2020-07-24",17.559999
"705","2020-07-27",17.65
"706","2020-07-28",17.5
"707","2020-07-29",17.77
"708","2020-07-30",17.84
"709","2020-07-31",17.99
"710","2020-08-03",18.309999
"711","2020-08-04",18.5
"712","2020-08-05",18.5
"713","2020-08-06",18.540001
"714","2020-08-07",18.030001
"715","2020-08-10",17.23
"716","2020-08-11",16.889999
"717","2020-08-12",17.01
"718","2020-08-13",17.18
"719","2020-08-14",17.02
"720","2020-08-17",17.07
"721","2020-08-18",17.26
"722","2020-08-19",17.120001
"723","2020-08-20",17.209999
"724","2020-08-21",17.040001
"725","2020-08-24",16.959999
"726","2020-08-25",17.09
"727","2020-08-26",17.15
"728","2020-08-27",16.99
"729","2020-08-28",16.98
"730","2020-08-31",17.200001
"731","2020-09-01",16.73
"732","2020-09-02",16.77
"733","2020-09-03",16.15
"734","2020-09-04",15.87
"735","2020-09-08",15.27
"736","2020-09-09",15.5
"737","2020-09-10",15.09
"738","2020-09-11",14.85
"739","2020-09-14",15.05
"740","2020-09-15",14.95
"741","2020-09-16",15.54
"742","2020-09-17",15.48
"743","2020-09-18",15.28
"744","2020-09-21",15.59
"745","2020-09-22",15.94
"746","2020-09-23",15.33
"747","2020-09-24",15.2
"748","2020-09-25",15.32
"749","2020-09-28",15.48
"750","2020-09-29",16.01
"751","2020-09-30",15.61
"752","2020-10-01",15.5
"753","2020-10-02",15.6
"754","2020-10-05",15.98
"755","2020-10-06",15.76
"756","2020-10-07",15.99
"757","2020-10-08",16.219999
"758","2020-10-09",16.299999
"759","2020-10-12",16.370001
"760","2020-10-13",16.24
"761","2020-10-14",15.94
"762","2020-10-15",15.98
"763","2020-10-16",15.94
"764","2020-10-19",15.52
"765","2020-10-20",15.75
"766","2020-10-21",15.67
"767","2020-10-22",15.72
"768","2020-10-23",15.52
"769","2020-10-26",15.55
"770","2020-10-27",15.12
"771","2020-10-28",14.66
"772","2020-10-29",14.73
"773","2020-10-30",14.06
"774","2020-11-02",14.21
"775","2020-11-03",14.5
"776","2020-11-04",14.96
"777","2020-11-05",15.48
"778","2020-11-06",15.47
"779","2020-11-09",14.66
"780","2020-11-10",14.62
"781","2020-11-11",15.31
"782","2020-11-12",15.5
"783","2020-11-13",15.23
"784","2020-11-16",15.17
"785","2020-11-17",15.22
"786","2020-11-18",15.1
"787","2020-11-19",15.15
"788","2020-11-20",15.17
"789","2020-11-23",15.46
"790","2020-11-24",15.35
"791","2020-11-25",15.52
"792","2020-11-27",15.79
