"","date","SKY"
"1","2007-01-03",40.580002
"2","2007-01-04",41.119999
"3","2007-01-05",38.849998
"4","2007-01-08",38.240002
"5","2007-01-09",38.790001
"6","2007-01-10",38.23
"7","2007-01-11",38.220001
"8","2007-01-12",38.16
"9","2007-01-16",38.27
"10","2007-01-17",37.860001
"11","2007-01-18",37.689999
"12","2007-01-19",37.970001
"13","2007-01-22",37.389999
"14","2007-01-23",37.740002
"15","2007-01-24",38.709999
"16","2007-01-25",37.970001
"17","2007-01-26",38.029999
"18","2007-01-29",38.189999
"19","2007-01-30",37.580002
"20","2007-01-31",37.790001
"21","2007-02-01",38.880001
"22","2007-02-02",39
"23","2007-02-05",37.900002
"24","2007-02-06",38.02
"25","2007-02-07",37.919998
"26","2007-02-08",37.200001
"27","2007-02-09",37.32
"28","2007-02-12",37.32
"29","2007-02-13",37.439999
"30","2007-02-14",37.099998
"31","2007-02-15",36.529999
"32","2007-02-16",36.43
"33","2007-02-20",37.169998
"34","2007-02-21",36.810001
"35","2007-02-22",36.470001
"36","2007-02-23",35.880001
"37","2007-02-26",35.73
"38","2007-02-27",35.23
"39","2007-02-28",34.220001
"40","2007-03-01",33.860001
"41","2007-03-02",32.360001
"42","2007-03-05",30.74
"43","2007-03-06",31.120001
"44","2007-03-07",31.379999
"45","2007-03-08",31.879999
"46","2007-03-09",32.07
"47","2007-03-12",31.76
"48","2007-03-13",30.59
"49","2007-03-14",30.950001
"50","2007-03-15",31.9
"51","2007-03-16",32.529999
"52","2007-03-19",32.970001
"53","2007-03-20",33.029999
"54","2007-03-21",33.950001
"55","2007-03-22",33.779999
"56","2007-03-23",34.110001
"57","2007-03-26",33.919998
"58","2007-03-27",33.549999
"59","2007-03-28",33.580002
"60","2007-03-29",33.549999
"61","2007-03-30",33.740002
"62","2007-04-02",33.459999
"63","2007-04-03",33.790001
"64","2007-04-04",33.439999
"65","2007-04-05",33.560001
"66","2007-04-09",33.34
"67","2007-04-10",33.119999
"68","2007-04-11",32.889999
"69","2007-04-12",33.150002
"70","2007-04-13",32.700001
"71","2007-04-16",33.810001
"72","2007-04-17",33.110001
"73","2007-04-18",33.389999
"74","2007-04-19",33.540001
"75","2007-04-20",34.509998
"76","2007-04-23",33.59
"77","2007-04-24",34.060001
"78","2007-04-25",34.349998
"79","2007-04-26",33.689999
"80","2007-04-27",33.73
"81","2007-04-30",32.849998
"82","2007-05-01",33.049999
"83","2007-05-02",34.049999
"84","2007-05-03",33.66
"85","2007-05-04",33.52
"86","2007-05-07",33.32
"87","2007-05-08",33.130001
"88","2007-05-09",33.700001
"89","2007-05-10",33.52
"90","2007-05-11",33.639999
"91","2007-05-14",33.34
"92","2007-05-15",33.25
"93","2007-05-16",33.279999
"94","2007-05-17",33.799999
"95","2007-05-18",34.119999
"96","2007-05-21",34.25
"97","2007-05-22",34.580002
"98","2007-05-23",34.009998
"99","2007-05-24",34.049999
"100","2007-05-25",33.830002
"101","2007-05-29",33.860001
"102","2007-05-30",34.27
"103","2007-05-31",33.139999
"104","2007-06-01",33.110001
"105","2007-06-04",33.200001
"106","2007-06-05",32.889999
"107","2007-06-06",32.84
"108","2007-06-07",31.809999
"109","2007-06-08",32.709999
"110","2007-06-11",32.009998
"111","2007-06-12",31.33
"112","2007-06-13",31.700001
"113","2007-06-14",32
"114","2007-06-15",32.66
"115","2007-06-18",32.299999
"116","2007-06-19",32.02
"117","2007-06-20",31.120001
"118","2007-06-21",31.360001
"119","2007-06-22",31.08
"120","2007-06-25",31.040001
"121","2007-06-26",30.879999
"122","2007-06-27",31.200001
"123","2007-06-28",30.49
"124","2007-06-29",30.01
"125","2007-07-02",31.84
"126","2007-07-03",31.58
"127","2007-07-05",30.68
"128","2007-07-06",30.67
"129","2007-07-09",30.620001
"130","2007-07-10",30.23
"131","2007-07-11",30.110001
"132","2007-07-12",31
"133","2007-07-13",31.450001
"134","2007-07-16",31.52
"135","2007-07-17",30.75
"136","2007-07-18",31.27
"137","2007-07-19",31.370001
"138","2007-07-20",31.219999
"139","2007-07-23",31.02
"140","2007-07-24",30.35
"141","2007-07-25",30.549999
"142","2007-07-26",29.620001
"143","2007-07-27",28.9
"144","2007-07-30",28.129999
"145","2007-07-31",27.950001
"146","2007-08-01",28.33
"147","2007-08-02",29.280001
"148","2007-08-03",27.450001
"149","2007-08-06",29.450001
"150","2007-08-07",33.82
"151","2007-08-08",36.540001
"152","2007-08-09",35.259998
"153","2007-08-10",32.169998
"154","2007-08-13",29.440001
"155","2007-08-14",29.5
"156","2007-08-15",30.07
"157","2007-08-16",34
"158","2007-08-17",34.040001
"159","2007-08-20",32.470001
"160","2007-08-21",31.450001
"161","2007-08-22",31.43
"162","2007-08-23",30.01
"163","2007-08-24",30.92
"164","2007-08-27",30.4
"165","2007-08-28",29.18
"166","2007-08-29",30.209999
"167","2007-08-30",30.219999
"168","2007-08-31",29.93
"169","2007-09-04",29.07
"170","2007-09-05",28.18
"171","2007-09-06",29.76
"172","2007-09-07",28.809999
"173","2007-09-10",28.83
"174","2007-09-11",29.52
"175","2007-09-12",29.379999
"176","2007-09-13",29.940001
"177","2007-09-14",30.129999
"178","2007-09-17",29.950001
"179","2007-09-18",32.139999
"180","2007-09-19",32.009998
"181","2007-09-20",31.16
"182","2007-09-21",31.74
"183","2007-09-24",30.25
"184","2007-09-25",30.940001
"185","2007-09-26",30.950001
"186","2007-09-27",30.48
"187","2007-09-28",30.08
"188","2007-10-01",31.309999
"189","2007-10-02",32.450001
"190","2007-10-03",32.25
"191","2007-10-04",33.18
"192","2007-10-05",36.259998
"193","2007-10-08",34.75
"194","2007-10-09",35.759998
"195","2007-10-10",35.610001
"196","2007-10-11",34.099998
"197","2007-10-12",34.68
"198","2007-10-15",32.669998
"199","2007-10-16",32.360001
"200","2007-10-17",32.279999
"201","2007-10-18",32.25
"202","2007-10-19",32.25
"203","2007-10-22",33.049999
"204","2007-10-23",34.919998
"205","2007-10-24",34.189999
"206","2007-10-25",34.509998
"207","2007-10-26",35.529999
"208","2007-10-29",34.57
"209","2007-10-30",34.48
"210","2007-10-31",35.439999
"211","2007-11-01",33.369999
"212","2007-11-02",33.389999
"213","2007-11-05",33.709999
"214","2007-11-06",34.790001
"215","2007-11-07",32.830002
"216","2007-11-08",34.790001
"217","2007-11-09",33.75
"218","2007-11-12",34.209999
"219","2007-11-13",33.869999
"220","2007-11-14",33.549999
"221","2007-11-15",33.639999
"222","2007-11-16",33.5
"223","2007-11-19",33.240002
"224","2007-11-20",33.279999
"225","2007-11-21",33.240002
"226","2007-11-23",33.060001
"227","2007-11-26",31.4
"228","2007-11-27",31.85
"229","2007-11-28",33.900002
"230","2007-11-29",34
"231","2007-11-30",33.900002
"232","2007-12-03",32.209999
"233","2007-12-04",31.559999
"234","2007-12-05",31.690001
"235","2007-12-06",34.91
"236","2007-12-07",34.709999
"237","2007-12-10",34.400002
"238","2007-12-11",32.369999
"239","2007-12-12",32.25
"240","2007-12-13",32.740002
"241","2007-12-14",32.310001
"242","2007-12-17",31.889999
"243","2007-12-18",33.110001
"244","2007-12-19",32.799999
"245","2007-12-20",31.57
"246","2007-12-21",28.48
"247","2007-12-24",28.23
"248","2007-12-26",28.92
"249","2007-12-27",29.290001
"250","2007-12-28",29.530001
"251","2007-12-31",29.35
"252","2008-01-02",29.469999
"253","2008-01-03",29.129999
"254","2008-01-04",27.75
"255","2008-01-07",27.559999
"256","2008-01-08",26.49
"257","2008-01-09",28.84
"258","2008-01-10",27.02
"259","2008-01-11",29.1
"260","2008-01-14",29.91
"261","2008-01-15",27.5
"262","2008-01-16",28.83
"263","2008-01-17",29.83
"264","2008-01-18",29.67
"265","2008-01-22",32.75
"266","2008-01-23",32.810001
"267","2008-01-24",29.700001
"268","2008-01-25",27.889999
"269","2008-01-28",29.379999
"270","2008-01-29",29.84
"271","2008-01-30",27.75
"272","2008-01-31",29.129999
"273","2008-02-01",30.389999
"274","2008-02-04",26.93
"275","2008-02-05",26.690001
"276","2008-02-06",26.68
"277","2008-02-07",27.42
"278","2008-02-08",27.280001
"279","2008-02-11",27.6
"280","2008-02-12",28.67
"281","2008-02-13",30
"282","2008-02-14",28.52
"283","2008-02-15",26.860001
"284","2008-02-19",27.02
"285","2008-02-20",28.48
"286","2008-02-21",26.98
"287","2008-02-22",27.82
"288","2008-02-25",28.99
"289","2008-02-26",31.77
"290","2008-02-27",29.77
"291","2008-02-28",30.530001
"292","2008-02-29",28.200001
"293","2008-03-03",27.709999
"294","2008-03-04",29.549999
"295","2008-03-05",28.9
"296","2008-03-06",26.549999
"297","2008-03-07",27.780001
"298","2008-03-10",26.34
"299","2008-03-11",29.27
"300","2008-03-12",28.950001
"301","2008-03-13",32.119999
"302","2008-03-14",30.75
