"","date","KMT"
"1","2007-01-03",29.4
"2","2007-01-04",29.35
"3","2007-01-05",28.584999
"4","2007-01-08",28.709999
"5","2007-01-09",28.635
"6","2007-01-10",28.584999
"7","2007-01-11",29.25
"8","2007-01-12",29.525
"9","2007-01-16",29.780001
"10","2007-01-17",29.705
"11","2007-01-18",29.094999
"12","2007-01-19",29.49
"13","2007-01-22",29.584999
"14","2007-01-23",29.985001
"15","2007-01-24",29.825001
"16","2007-01-25",29.780001
"17","2007-01-26",29.700001
"18","2007-01-29",29.719999
"19","2007-01-30",29.975
"20","2007-01-31",30.9
"21","2007-02-01",31.264999
"22","2007-02-02",31.115
"23","2007-02-05",30.690001
"24","2007-02-06",30.950001
"25","2007-02-07",31.155001
"26","2007-02-08",31.355
"27","2007-02-09",31.1
"28","2007-02-12",31.139999
"29","2007-02-13",31.184999
"30","2007-02-14",31.665001
"31","2007-02-15",32.049999
"32","2007-02-16",32.029999
"33","2007-02-20",32.349998
"34","2007-02-21",32.759998
"35","2007-02-22",32.77
"36","2007-02-23",32.869999
"37","2007-02-26",32.474998
"38","2007-02-27",31.125
"39","2007-02-28",30.565001
"40","2007-03-01",30.865
"41","2007-03-02",30.299999
"42","2007-03-05",29.93
"43","2007-03-06",30.83
"44","2007-03-07",31.040001
"45","2007-03-08",31.745001
"46","2007-03-09",32.259998
"47","2007-03-12",32.23
"48","2007-03-13",31.9
"49","2007-03-14",32
"50","2007-03-15",31.969999
"51","2007-03-16",31.799999
"52","2007-03-19",32.240002
"53","2007-03-20",32.294998
"54","2007-03-21",32.875
"55","2007-03-22",33.314999
"56","2007-03-23",33.66
"57","2007-03-26",33.485001
"58","2007-03-27",33.195
"59","2007-03-28",33.314999
"60","2007-03-29",33.75
"61","2007-03-30",33.805
"62","2007-04-02",33.869999
"63","2007-04-03",33.700001
"64","2007-04-04",33.705002
"65","2007-04-05",33.619999
"66","2007-04-09",33.935001
"67","2007-04-10",33.77
"68","2007-04-11",33.645
"69","2007-04-12",33.825001
"70","2007-04-13",33.669998
"71","2007-04-16",34.255001
"72","2007-04-17",34.355
"73","2007-04-18",34.404999
"74","2007-04-19",34.310001
"75","2007-04-20",34.57
"76","2007-04-23",34.939999
"77","2007-04-24",35.099998
"78","2007-04-25",35.709999
"79","2007-04-26",35.615002
"80","2007-04-27",35.889999
"81","2007-04-30",35.279999
"82","2007-05-01",35.470001
"83","2007-05-02",36.275002
"84","2007-05-03",36.165001
"85","2007-05-04",36.285
"86","2007-05-07",36.27
"87","2007-05-08",36.435001
"88","2007-05-09",37.345001
"89","2007-05-10",36.73
"90","2007-05-11",36.860001
"91","2007-05-14",36.490002
"92","2007-05-15",36.075001
"93","2007-05-16",36.125
"94","2007-05-17",36.23
"95","2007-05-18",36.580002
"96","2007-05-21",37.139999
"97","2007-05-22",37.470001
"98","2007-05-23",37.055
"99","2007-05-24",36.290001
"100","2007-05-25",36.790001
"101","2007-05-29",36.994999
"102","2007-05-30",37.720001
"103","2007-05-31",38.459999
"104","2007-06-01",38.605
"105","2007-06-04",38.75
"106","2007-06-05",38.279999
"107","2007-06-06",37.619999
"108","2007-06-07",37.185001
"109","2007-06-08",37.700001
"110","2007-06-11",38.014999
"111","2007-06-12",37.974998
"112","2007-06-13",38.740002
"113","2007-06-14",39.685001
"114","2007-06-15",39.950001
"115","2007-06-18",40.215
"116","2007-06-19",40.224998
"117","2007-06-20",40.695
"118","2007-06-21",41.18
"119","2007-06-22",40.799999
"120","2007-06-25",40.134998
"121","2007-06-26",39.805
"122","2007-06-27",40.049999
"123","2007-06-28",41.029999
"124","2007-06-29",41.014999
"125","2007-07-02",41.900002
"126","2007-07-03",41.955002
"127","2007-07-05",41.810001
"128","2007-07-06",42.5
"129","2007-07-09",42.720001
"130","2007-07-10",41.77
"131","2007-07-11",42.34
"132","2007-07-12",43.474998
"133","2007-07-13",43.485001
"134","2007-07-16",43.244999
"135","2007-07-17",43.845001
"136","2007-07-18",44.005001
"137","2007-07-19",44.264999
"138","2007-07-20",43.470001
"139","2007-07-23",42.93
"140","2007-07-24",41.900002
"141","2007-07-25",39.73
"142","2007-07-26",39.445
"143","2007-07-27",38.555
"144","2007-07-30",38.959999
"145","2007-07-31",38.330002
"146","2007-08-01",38.580002
"147","2007-08-02",39.305
"148","2007-08-03",38.799999
"149","2007-08-06",39.285
"150","2007-08-07",40.244999
"151","2007-08-08",41.325001
"152","2007-08-09",38.220001
"153","2007-08-10",39.830002
"154","2007-08-13",38.724998
"155","2007-08-14",37.27
"156","2007-08-15",36.224998
"157","2007-08-16",36.049999
"158","2007-08-17",36.68
"159","2007-08-20",37.889999
"160","2007-08-21",37.575001
"161","2007-08-22",39.224998
"162","2007-08-23",39.09
"163","2007-08-24",39.970001
"164","2007-08-27",39.599998
"165","2007-08-28",38.404999
"166","2007-08-29",39.505001
"167","2007-08-30",39.474998
"168","2007-08-31",40.330002
"169","2007-09-04",41.384998
"170","2007-09-05",40.669998
"171","2007-09-06",41.384998
"172","2007-09-07",40.724998
"173","2007-09-10",41.330002
"174","2007-09-11",41.189999
"175","2007-09-12",40.715
"176","2007-09-13",40.91
"177","2007-09-14",41.705002
"178","2007-09-17",41.345001
"179","2007-09-18",43.084999
"180","2007-09-19",43.189999
"181","2007-09-20",42.529999
"182","2007-09-21",42
"183","2007-09-24",41.544998
"184","2007-09-25",42.049999
"185","2007-09-26",42.779999
"186","2007-09-27",43.23
"187","2007-09-28",41.990002
"188","2007-10-01",42.845001
"189","2007-10-02",42.625
"190","2007-10-03",42.349998
"191","2007-10-04",42.674999
"192","2007-10-05",43.650002
"193","2007-10-08",42.860001
"194","2007-10-09",43
"195","2007-10-10",42.305
"196","2007-10-11",41.709999
"197","2007-10-12",41.494999
"198","2007-10-15",41.07
"199","2007-10-16",40.470001
"200","2007-10-17",40.650002
"201","2007-10-18",40.91
"202","2007-10-19",39.720001
"203","2007-10-22",40.290001
"204","2007-10-23",41.290001
"205","2007-10-24",44.380001
"206","2007-10-25",43.615002
"207","2007-10-26",44.490002
"208","2007-10-29",45.16
"209","2007-10-30",43.965
"210","2007-10-31",45.605
"211","2007-11-01",44.419998
"212","2007-11-02",44.705002
"213","2007-11-05",44.404999
"214","2007-11-06",45.035
"215","2007-11-07",43.900002
"216","2007-11-08",44.75
"217","2007-11-09",43.860001
"218","2007-11-12",41.869999
"219","2007-11-13",42.355
"220","2007-11-14",42.16
"221","2007-11-15",40.845001
"222","2007-11-16",39.169998
"223","2007-11-19",39.139999
"224","2007-11-20",36.599998
"225","2007-11-21",36.794998
"226","2007-11-23",37.404999
"227","2007-11-26",37.345001
"228","2007-11-27",37.535
"229","2007-11-28",38.330002
"230","2007-11-29",38.564999
"231","2007-11-30",39.025002
"232","2007-12-03",38.380001
"233","2007-12-04",38.634998
"234","2007-12-05",39.740002
"235","2007-12-06",41.040001
"236","2007-12-07",40.639999
"237","2007-12-10",41.535
"238","2007-12-11",39.57
"239","2007-12-12",39.619999
"240","2007-12-13",39.369999
"241","2007-12-14",38.689999
"242","2007-12-17",37.794998
"243","2007-12-18",37.869999
"244","2007-12-19",37.310001
"245","2007-12-20",37.700001
"246","2007-12-21",39.330002
"247","2007-12-24",39.759998
"248","2007-12-26",39.029999
"249","2007-12-27",38.23
