"","date","IEP"
"1","2007-01-03",84.779556
"2","2007-01-04",85.771469
"3","2007-01-05",84.896248
"4","2007-01-08",84.526711
"5","2007-01-09",86.432747
"6","2007-01-10",90.536552
"7","2007-01-11",96.030983
"8","2007-01-12",99.522133
"9","2007-01-16",99.074799
"10","2007-01-17",108.332672
"11","2007-01-18",99.53186
"12","2007-01-19",97.246567
"13","2007-01-22",97.791145
"14","2007-01-23",101.486511
"15","2007-01-24",106.9226
"16","2007-01-25",104.335838
"17","2007-01-26",104.967941
"18","2007-01-29",103.946854
"19","2007-01-30",102.31311
"20","2007-01-31",104.783173
"21","2007-02-01",105.308304
"22","2007-02-02",103.061905
"23","2007-02-05",100.805786
"24","2007-02-06",103.567589
"25","2007-02-07",104.053825
"26","2007-02-08",105.998756
"27","2007-02-09",106.484985
"28","2007-02-12",106.708656
"29","2007-02-13",108.381294
"30","2007-02-14",108.527161
"31","2007-02-15",109.878891
"32","2007-02-16",110.861084
"33","2007-02-20",114.216087
"34","2007-02-21",115.383049
"35","2007-02-22",116.608353
"36","2007-02-23",120.060608
"37","2007-02-26",123.016899
"38","2007-02-27",116.32634
"39","2007-02-28",103.324471
"40","2007-03-01",107.943687
"41","2007-03-02",114.410583
"42","2007-03-05",109.655228
"43","2007-03-06",117.191833
"44","2007-03-07",116.297165
"45","2007-03-08",120.537117
"46","2007-03-09",121.46096
"47","2007-03-12",125.146599
"48","2007-03-13",121.597099
"49","2007-03-14",123.503136
"50","2007-03-15",121.16922
"51","2007-03-16",124.475601
"52","2007-03-19",121.849945
"53","2007-03-20",121.353989
"54","2007-03-21",122.53067
"55","2007-03-22",120.75106
"56","2007-03-23",119.798042
"57","2007-03-26",121.577652
"58","2007-03-27",120.916374
"59","2007-03-28",113.759033
"60","2007-03-29",115.9179
"61","2007-03-30",115.772034
"62","2007-04-02",108.916153
"63","2007-04-03",114.021599
"64","2007-04-04",112.12529
"65","2007-04-05",113.379768
"66","2007-04-09",113.292244
"67","2007-04-10",110.987503
"68","2007-04-11",113.097755
"69","2007-04-12",108.468819
"70","2007-04-13",104.044098
"71","2007-04-16",103.071632
"72","2007-04-17",102.303383
"73","2007-04-18",105.220779
"74","2007-04-19",104.053825
"75","2007-04-20",104.783173
"76","2007-04-23",104.977661
"77","2007-04-24",103.820427
"78","2007-04-25",107.214333
"79","2007-04-26",105.998756
"80","2007-04-27",105.522247
"81","2007-04-30",87.142647
"82","2007-05-01",87.0065
"83","2007-05-02",86.306328
"84","2007-05-03",86.792557
"85","2007-05-04",86.938431
"86","2007-05-07",87.317688
"87","2007-05-08",85.333862
"88","2007-05-09",87.521904
"89","2007-05-10",85.042122
"90","2007-05-11",85.285233
"91","2007-05-14",85.207436
"92","2007-05-15",85.090744
"93","2007-05-16",85.761742
"94","2007-05-17",83.991859
"95","2007-05-18",84.799004
"96","2007-05-21",83.670944
"97","2007-05-22",85.771469
"98","2007-05-23",85.246338
"99","2007-05-24",82.348389
"100","2007-05-25",82.630402
"101","2007-05-29",85.071297
"102","2007-05-30",85.032394
"103","2007-05-31",90.779663
"104","2007-06-01",90.48793
"105","2007-06-04",92.442581
"106","2007-06-05",90.935265
"107","2007-06-06",91.606262
"108","2007-06-07",90.468475
"109","2007-06-08",90.439301
"110","2007-06-11",89.729401
"111","2007-06-12",90.439301
"112","2007-06-13",91.752129
"113","2007-06-14",94.193024
"114","2007-06-15",93.502571
"115","2007-06-18",93.599815
"116","2007-06-19",91.684059
"117","2007-06-20",92.899643
"118","2007-06-21",92.462029
"119","2007-06-22",94.961266
"120","2007-06-25",94.066597
"121","2007-06-26",98.656639
"122","2007-06-27",98.510765
"123","2007-06-28",100.018089
"124","2007-06-29",98.938652
"125","2007-07-02",99.18177
"126","2007-07-03",99.279015
"127","2007-07-05",98.783058
"128","2007-07-06",100.086166
"129","2007-07-09",101.67128
"130","2007-07-10",101.116974
"131","2007-07-11",100.796066
"132","2007-07-12",100.65992
"133","2007-07-13",100.796066
"134","2007-07-16",95.009895
"135","2007-07-17",93.259453
"136","2007-07-18",94.290268
"137","2007-07-19",98.578842
"138","2007-07-20",96.16713
"139","2007-07-23",92.724594
"140","2007-07-24",88.251259
"141","2007-07-25",89.709953
"142","2007-07-26",85.664497
"143","2007-07-27",87.521904
"144","2007-07-30",91.392319
"145","2007-07-31",91.722961
"146","2007-08-01",90.575447
"147","2007-08-02",87.628876
"148","2007-08-03",89.233444
"149","2007-08-06",88.13456
"150","2007-08-07",88.008141
"151","2007-08-08",84.847626
"152","2007-08-09",96.906197
"153","2007-08-10",104.540054
"154","2007-08-13",109.207893
"155","2007-08-14",107.982582
"156","2007-08-15",107.214333
"157","2007-08-16",101.574036
"158","2007-08-17",102.73127
