"","date","NTRA"
"258","2016-07-08",12.52
"259","2016-07-11",12.5
"260","2016-07-12",12.7
"261","2016-07-13",12.15
"262","2016-07-14",12.05
"263","2016-07-15",12.47
"264","2016-07-18",12.65
"265","2016-07-19",12.84
"266","2016-07-20",13
"267","2016-07-21",12.88
"268","2016-07-22",12.82
"269","2016-07-25",12.78
"270","2016-07-26",12.84
"271","2016-07-27",13.25
"272","2016-07-28",13.28
"273","2016-07-29",13.1
"274","2016-08-01",13.04
"275","2016-08-02",13.05
"276","2016-08-03",12.97
"277","2016-08-04",13.1
"278","2016-08-05",12.22
"279","2016-08-08",11.44
"280","2016-08-09",10.74
"281","2016-08-10",10.42
"282","2016-08-11",10.97
"283","2016-08-12",11
"284","2016-08-15",11.05
"285","2016-08-16",10.7
"286","2016-08-17",10.44
"287","2016-08-18",10.25
"288","2016-08-19",9.72
"289","2016-08-22",9.53
"290","2016-08-23",10.04
"291","2016-08-24",9.7
"292","2016-08-25",9.64
"293","2016-08-26",9.83
"294","2016-08-29",10.06
"295","2016-08-30",10.11
"296","2016-08-31",9.95
"297","2016-09-01",10.06
"298","2016-09-02",10.21
"299","2016-09-06",10.53
"300","2016-09-07",10.67
"301","2016-09-08",10.59
"302","2016-09-09",10
"303","2016-09-12",10.41
"304","2016-09-13",10.07
"305","2016-09-14",10.24
"306","2016-09-15",10.16
"307","2016-09-16",10.22
"308","2016-09-19",10.23
"309","2016-09-20",10.24
"310","2016-09-21",10.27
"311","2016-09-22",10.72
"312","2016-09-23",10.59
"313","2016-09-26",10.75
"314","2016-09-27",10.73
"315","2016-09-28",10.42
"316","2016-09-29",10.65
"317","2016-09-30",11.11
"318","2016-10-03",11.35
"319","2016-10-04",11
"320","2016-10-05",11.695
"321","2016-10-06",11.45
"322","2016-10-07",11.46
"323","2016-10-10",11.66
"324","2016-10-11",11.54
"325","2016-10-12",11.13
"326","2016-10-13",10.99
"327","2016-10-14",10.83
"328","2016-10-17",10.36
"329","2016-10-18",10.235
"330","2016-10-19",10.1
"331","2016-10-20",10.3
"332","2016-10-21",9.99
"333","2016-10-24",9.95
"334","2016-10-25",9.42
"335","2016-10-26",9.195
"336","2016-10-27",9
"337","2016-10-28",8.51
"338","2016-10-31",8.48
"339","2016-11-01",8.35
"340","2016-11-02",8.02
"341","2016-11-03",8.13
"342","2016-11-04",8.45
"343","2016-11-07",9
"344","2016-11-08",9.24
"345","2016-11-09",9.55
"346","2016-11-10",10.35
"347","2016-11-11",11.15
"348","2016-11-14",11.6
"349","2016-11-15",11.7
"350","2016-11-16",11.72
"351","2016-11-17",11.91
"352","2016-11-18",11.98
"353","2016-11-21",12
"354","2016-11-22",12.8
"355","2016-11-23",12.86
"356","2016-11-25",12.17
"357","2016-11-28",12
"358","2016-11-29",11.94
"359","2016-11-30",12
"360","2016-12-01",11.74
"361","2016-12-02",11.86
"362","2016-12-05",11.87
"363","2016-12-06",11.84
"364","2016-12-07",11.49
"365","2016-12-08",11.6
"366","2016-12-09",11.72
"367","2016-12-12",11.74
"368","2016-12-13",11.89
"369","2016-12-14",11.71
"370","2016-12-15",11.84
"371","2016-12-16",11.76
"372","2016-12-19",11.76
"373","2016-12-20",11.97
"374","2016-12-21",11.82
"375","2016-12-22",12.03
"376","2016-12-23",12.06
"377","2016-12-27",11.83
"378","2016-12-28",11.99
"379","2016-12-29",11.51
"380","2016-12-30",11.71
"381","2017-01-03",11.89
"382","2017-01-04",11.9
"383","2017-01-05",11.62
"384","2017-01-06",11.49
"385","2017-01-09",11.67
"386","2017-01-10",11.83
"387","2017-01-11",11.03
"388","2017-01-12",10.71
"389","2017-01-13",10.7
"390","2017-01-17",9.85
"391","2017-01-18",9.82
"392","2017-01-19",9.71
"393","2017-01-20",9.5
"394","2017-01-23",9.02
"395","2017-01-24",9.15
"396","2017-01-25",9.49
"397","2017-01-26",9.05
"398","2017-01-27",8.9
"399","2017-01-30",8.68
"400","2017-01-31",8.96
"401","2017-02-01",8.98
"402","2017-02-02",9.29
"403","2017-02-03",9.39
"404","2017-02-06",9.15
"405","2017-02-07",9.19
"406","2017-02-08",9.24
"407","2017-02-09",9.35
"408","2017-02-10",9.37
"409","2017-02-13",9.505
"410","2017-02-14",9.87
"411","2017-02-15",9.91
"412","2017-02-16",9.83
"413","2017-02-17",9.95
"414","2017-02-21",9.78
"415","2017-02-22",9.76
"416","2017-02-23",9.74
"417","2017-02-24",9.7
"418","2017-02-27",9.91
"419","2017-02-28",9.56
"420","2017-03-01",9.85
"421","2017-03-02",9.76
"422","2017-03-03",9.73
"423","2017-03-06",9.51
"424","2017-03-07",9.87
"425","2017-03-08",8.1
"426","2017-03-09",7.86
"427","2017-03-10",8
"428","2017-03-13",8.41
"429","2017-03-14",8.47
"430","2017-03-15",8.8
"431","2017-03-16",8.75
"432","2017-03-17",8.76
"433","2017-03-20",8.76
"434","2017-03-21",8.64
"435","2017-03-22",8.59
"436","2017-03-23",8.78
"437","2017-03-24",8.7
"438","2017-03-27",8.96
"439","2017-03-28",8.83
"440","2017-03-29",8.81
"441","2017-03-30",8.93
"442","2017-03-31",8.87
"443","2017-04-03",8.63
"444","2017-04-04",8.61
"445","2017-04-05",8.52
"446","2017-04-06",8.48
"447","2017-04-07",8.44
"448","2017-04-10",8.24
"449","2017-04-11",7.68
"450","2017-04-12",7.51
"451","2017-04-13",7.5
"452","2017-04-17",7.86
"453","2017-04-18",8.15
"454","2017-04-19",8.22
"455","2017-04-20",8.31
"456","2017-04-21",8.39
"457","2017-04-24",8.36
"458","2017-04-25",8.62
"459","2017-04-26",9.23
"460","2017-04-27",9
"461","2017-04-28",9.05
"462","2017-05-01",9.24
"463","2017-05-02",9.49
"464","2017-05-03",9.2
"465","2017-05-04",9.18
"466","2017-05-05",9.27
"467","2017-05-08",9.38
"468","2017-05-09",9.16
"469","2017-05-10",10.67
"470","2017-05-11",10.43
"471","2017-05-12",10.46
"472","2017-05-15",10.56
"473","2017-05-16",10.53
"474","2017-05-17",10.41
"475","2017-05-18",10.35
"476","2017-05-19",10.18
"477","2017-05-22",10.35
"478","2017-05-23",10.23
"479","2017-05-24",10.31
"480","2017-05-25",10.32
"481","2017-05-26",10.43
"482","2017-05-30",10.32
"483","2017-05-31",10.24
"484","2017-06-01",10.57
"485","2017-06-02",10.92
"486","2017-06-05",10.47
"487","2017-06-06",10.25
"488","2017-06-07",9.91
"489","2017-06-08",10.05
"490","2017-06-09",10.41
"491","2017-06-12",10.55
"492","2017-06-13",10.71
"493","2017-06-14",10.68
"494","2017-06-15",10.52
"495","2017-06-16",10.45
"496","2017-06-19",10.77
"497","2017-06-20",10.66
"498","2017-06-21",10.78
"499","2017-06-22",10.76
"500","2017-06-23",10.87
"501","2017-06-26",11.94
"502","2017-06-27",11.04
"503","2017-06-28",11.32
"504","2017-06-29",11.09
"505","2017-06-30",10.86
"506","2017-07-03",11.1
"507","2017-07-05",10.88
"508","2017-07-06",10.74
"509","2017-07-07",10.96
"510","2017-07-10",10.71
"511","2017-07-11",10.97
"512","2017-07-12",11.01
"513","2017-07-13",11
"514","2017-07-14",10.73
"515","2017-07-17",10.86
"516","2017-07-18",11.13
"517","2017-07-19",10.71
"518","2017-07-20",9.75
"519","2017-07-21",9.69
"520","2017-07-24",9.23
"521","2017-07-25",8.93
"522","2017-07-26",8.75
"523","2017-07-27",8.52
"524","2017-07-28",8.18
"525","2017-07-31",8.07
"526","2017-08-01",8.22
"527","2017-08-02",8.1
"528","2017-08-03",8.14
"529","2017-08-04",8.29
"530","2017-08-07",8.02
"531","2017-08-08",8.16
"532","2017-08-09",10.35
"533","2017-08-10",10.11
"534","2017-08-11",10.62
"535","2017-08-14",11.01
"536","2017-08-15",10.78
"537","2017-08-16",11.27
"538","2017-08-17",11.12
"539","2017-08-18",11.19
"540","2017-08-21",11.34
"541","2017-08-22",11.64
"542","2017-08-23",11.35
"543","2017-08-24",11.64
"544","2017-08-25",11.6
"545","2017-08-28",12.23
"546","2017-08-29",12
"547","2017-08-30",12.02
"548","2017-08-31",12.35
"549","2017-09-01",12.42
"550","2017-09-05",12.5
"551","2017-09-06",12.78
"552","2017-09-07",13.15
"553","2017-09-08",13.1
"554","2017-09-11",13.33
"555","2017-09-12",13.21
"556","2017-09-13",13.26
"557","2017-09-14",13.04
"558","2017-09-15",12.99
"559","2017-09-18",12.7
"560","2017-09-19",12.63
"561","2017-09-20",12.32
"562","2017-09-21",12.16
"563","2017-09-22",12.46
"564","2017-09-25",12.32
"565","2017-09-26",12.27
"566","2017-09-27",12.93
"567","2017-09-28",12.92
"568","2017-09-29",12.89
"569","2017-10-02",13.42
"570","2017-10-03",13.8
"571","2017-10-04",13.78
"572","2017-10-05",13.56
"573","2017-10-06",14.31
"574","2017-10-09",13.25
"575","2017-10-10",13.32
"576","2017-10-11",13.18
"577","2017-10-12",13.39
"578","2017-10-13",13.21
"579","2017-10-16",13.16
"580","2017-10-17",12.99
"581","2017-10-18",13.1
"582","2017-10-19",13.02
"583","2017-10-20",13.2
"584","2017-10-23",12.76
"585","2017-10-24",12.53
"586","2017-10-25",11.52
"587","2017-10-26",11.12
"588","2017-10-27",11.14
"589","2017-10-30",10.68
"590","2017-10-31",10.99
"591","2017-11-01",10.57
"592","2017-11-02",10.85
"593","2017-11-03",10.88
"594","2017-11-06",10.97
"595","2017-11-07",10.79
"596","2017-11-08",10.64
"597","2017-11-09",9.41
"598","2017-11-10",9.19
"599","2017-11-13",9.34
"600","2017-11-14",9.36
"601","2017-11-15",9.4
"602","2017-11-16",9.65
"603","2017-11-17",9.62
"604","2017-11-20",9.55
"605","2017-11-21",9.92
"606","2017-11-22",9.89
"607","2017-11-24",9.57
"608","2017-11-27",9.62
"609","2017-11-28",9.48
"610","2017-11-29",9.5
"611","2017-11-30",9.73
"612","2017-12-01",9.68
"613","2017-12-04",9.57
"614","2017-12-05",9.5
"615","2017-12-06",9.78
"616","2017-12-07",9.73
"617","2017-12-08",9.51
"618","2017-12-11",9.5
"619","2017-12-12",9.5
"620","2017-12-13",9.59
"621","2017-12-14",9.53
"622","2017-12-15",9.87
"623","2017-12-18",9.64
"624","2017-12-19",9.68
"625","2017-12-20",9.85
"626","2017-12-21",9.61
"627","2017-12-22",9.5
"628","2017-12-26",9.53
"629","2017-12-27",9.48
"630","2017-12-28",9.37
"631","2017-12-29",8.99
"632","2018-01-02",9.47
"633","2018-01-03",9.51
"634","2018-01-04",9.72
"635","2018-01-05",9.9
"636","2018-01-08",9.79
"637","2018-01-09",9.77
"638","2018-01-10",9.71
"639","2018-01-11",10.1
"640","2018-01-12",10.18
"641","2018-01-16",9.87
"642","2018-01-17",10.21
"643","2018-01-18",10.3
"644","2018-01-19",11.11
"645","2018-01-22",11.54
"646","2018-01-23",11.66
"647","2018-01-24",11.45
"648","2018-01-25",11.67
"649","2018-01-26",11.95
"650","2018-01-29",11.59
"651","2018-01-30",10.59
"652","2018-01-31",10.41
"653","2018-02-01",10.54
"654","2018-02-02",10.13
"655","2018-02-05",9.61
"656","2018-02-06",9.06
"657","2018-02-07",9.16
"658","2018-02-08",9
"659","2018-02-09",9.07
"660","2018-02-12",9.13
"661","2018-02-13",9.24
"662","2018-02-14",9.36
"663","2018-02-15",9.4
"664","2018-02-16",9.26
"665","2018-02-20",9.06
"666","2018-02-21",9.32
"667","2018-02-22",9.22
"668","2018-02-23",9.25
"669","2018-02-26",9.24
"670","2018-02-27",9.17
"671","2018-02-28",9
"672","2018-03-01",9.02
"673","2018-03-02",9.24
"674","2018-03-05",9.2
"675","2018-03-06",9.19
"676","2018-03-07",9.23
"677","2018-03-08",9.21
"678","2018-03-09",9.29
"679","2018-03-12",9.24
"680","2018-03-13",9.55
"681","2018-03-14",9.27
"682","2018-03-15",9.65
"683","2018-03-16",10.84
"684","2018-03-19",10.59
"685","2018-03-20",10.55
"686","2018-03-21",10.23
"687","2018-03-22",9.95
"688","2018-03-23",9.52
"689","2018-03-26",9.35
"690","2018-03-27",9.07
"691","2018-03-28",9.16
"692","2018-03-29",9.27
"693","2018-04-02",8.84
"694","2018-04-03",8.79
"695","2018-04-04",8.98
"696","2018-04-05",8.89
"697","2018-04-06",8.8
"698","2018-04-09",9.52
"699","2018-04-10",10.22
"700","2018-04-11",10.05
"701","2018-04-12",10.17
"702","2018-04-13",10.29
"703","2018-04-16",10.64
"704","2018-04-17",10.9
"705","2018-04-18",11.07
"706","2018-04-19",11.09
"707","2018-04-20",10.96
"708","2018-04-23",11
"709","2018-04-24",10.95
"710","2018-04-25",11.01
"711","2018-04-26",11.18
"712","2018-04-27",11.08
"713","2018-04-30",11.13
"714","2018-05-01",11.22
"715","2018-05-02",11.26
"716","2018-05-03",11.25
"717","2018-05-04",11.4
"718","2018-05-07",11.83
"719","2018-05-08",11.73
"720","2018-05-09",12
"721","2018-05-10",11.92
"722","2018-05-11",11.72
"723","2018-05-14",11.47
"724","2018-05-15",11.59
"725","2018-05-16",11.69
"726","2018-05-17",11.78
"727","2018-05-18",11.65
"728","2018-05-21",11.74
"729","2018-05-22",11.66
"730","2018-05-23",11.44
"731","2018-05-24",11.37
"732","2018-05-25",11.62
"733","2018-05-29",11.63
"734","2018-05-30",11.74
"735","2018-05-31",11.66
"736","2018-06-01",11.69
"737","2018-06-04",11.42
"738","2018-06-05",11.66
"739","2018-06-06",12.51
"740","2018-06-07",12.25
"741","2018-06-08",12.29
"742","2018-06-11",12.41
"743","2018-06-12",12.83
"744","2018-06-13",13.48
"745","2018-06-14",14.35
"746","2018-06-15",14.25
"747","2018-06-18",14.41
"748","2018-06-19",14.61
"749","2018-06-20",14.57
"750","2018-06-21",14.04
"751","2018-06-22",16.07
"752","2018-06-25",19
"753","2018-06-26",19.98
"754","2018-06-27",18
"755","2018-06-28",18.969999
"756","2018-06-29",18.82
"757","2018-07-02",18.82
"758","2018-07-03",19.25
"759","2018-07-05",19.84
"760","2018-07-06",19.93
"761","2018-07-09",19.84
"762","2018-07-10",21.040001
"763","2018-07-11",20.58
"764","2018-07-12",21.870001
"765","2018-07-13",21.59
"766","2018-07-16",22.76
"767","2018-07-17",22.719999
"768","2018-07-18",22.879999
"769","2018-07-19",23.639999
"770","2018-07-20",22.639999
"771","2018-07-23",23.32
"772","2018-07-24",22.6
"773","2018-07-25",22.73
"774","2018-07-26",22.940001
"775","2018-07-27",22.870001
"776","2018-07-30",22.52
"777","2018-07-31",22.959999
"778","2018-08-01",24.08
"779","2018-08-02",23.85
"780","2018-08-03",23.639999
"781","2018-08-06",23.74
"782","2018-08-07",24.219999
"783","2018-08-08",23.48
"784","2018-08-09",24.280001
"785","2018-08-10",25.219999
"786","2018-08-13",25.49
"787","2018-08-14",25.15
"788","2018-08-15",24.620001
"789","2018-08-16",25.219999
"790","2018-08-17",25.219999
"791","2018-08-20",24.98
"792","2018-08-21",25.98
"793","2018-08-22",26.610001
"794","2018-08-23",27.82
"795","2018-08-24",28.959999
"796","2018-08-27",28.93
"797","2018-08-28",28.23
"798","2018-08-29",27.57
"799","2018-08-30",27.459999
"800","2018-08-31",27.639999
"801","2018-09-04",27.74
"802","2018-09-05",27.15
"803","2018-09-06",26.469999
"804","2018-09-07",26.25
"805","2018-09-10",25.5
"806","2018-09-11",25.17
"807","2018-09-12",24.98
"808","2018-09-13",25.389999
"809","2018-09-14",24.42
"810","2018-09-17",23.73
"811","2018-09-18",24.469999
"812","2018-09-19",23.49
"813","2018-09-20",23.98
"814","2018-09-21",24.049999
"815","2018-09-24",23.84
"816","2018-09-25",25.200001
"817","2018-09-26",24.780001
"818","2018-09-27",22.139999
"819","2018-09-28",23.940001
"820","2018-10-01",24.379999
"821","2018-10-02",23.82
"822","2018-10-03",24.17
"823","2018-10-04",23.4
"824","2018-10-05",21.639999
"825","2018-10-08",21.299999
"826","2018-10-09",21.65
"827","2018-10-10",20.860001
"828","2018-10-11",20.110001
"829","2018-10-12",20.77
"830","2018-10-15",20.26
"831","2018-10-16",21.219999
"832","2018-10-17",21.33
"833","2018-10-18",21.4
"834","2018-10-19",21.360001
"835","2018-10-22",21.76
"836","2018-10-23",21.16
"837","2018-10-24",19.82
"838","2018-10-25",20.42
"839","2018-10-26",20.27
"840","2018-10-29",19.700001
"841","2018-10-30",20.77
"842","2018-10-31",21.959999
"843","2018-11-01",22.16
"844","2018-11-02",22.34
"845","2018-11-05",21.48
"846","2018-11-06",21.110001
"847","2018-11-07",21.309999
"848","2018-11-08",20.629999
"849","2018-11-09",16.799999
"850","2018-11-12",15.905
"851","2018-11-13",15.95
"852","2018-11-14",15.42
"853","2018-11-15",16.08
"854","2018-11-16",16.780001
"855","2018-11-19",15.48
"856","2018-11-20",14.81
"857","2018-11-21",15.42
"858","2018-11-23",16.120001
"859","2018-11-26",16.15
"860","2018-11-27",15.8
"861","2018-11-28",17.370001
"862","2018-11-29",17.219999
"863","2018-11-30",17.32
"864","2018-12-03",18.48
"865","2018-12-04",17.450001
"866","2018-12-06",17.690001
"867","2018-12-07",16.969999
"868","2018-12-10",17.120001
"869","2018-12-11",17
"870","2018-12-12",16.9
"871","2018-12-13",16.5
"872","2018-12-14",15.3
"873","2018-12-17",13.3
"874","2018-12-18",13.76
"875","2018-12-19",13.39
"876","2018-12-20",12.99
"877","2018-12-21",12.56
"878","2018-12-24",12.32
"879","2018-12-26",13.55
"880","2018-12-27",12.87
"881","2018-12-28",13.04
"882","2018-12-31",13.96
"883","2019-01-02",12.95
"884","2019-01-03",12.1
"885","2019-01-04",12.68
"886","2019-01-07",12.9
"887","2019-01-08",11.46
"888","2019-01-09",11.34
"889","2019-01-10",12.92
"890","2019-01-11",13.01
"891","2019-01-14",13.28
"892","2019-01-15",14.21
"893","2019-01-16",14.27
"894","2019-01-17",14.56
"895","2019-01-18",14.6
"896","2019-01-22",13.98
"897","2019-01-23",12.74
"898","2019-01-24",13.19
"899","2019-01-25",13.6
"900","2019-01-28",13.99
"901","2019-01-29",14.05
"902","2019-01-30",14.6
"903","2019-01-31",13.59
"904","2019-02-01",14.35
"905","2019-02-04",13.99
"906","2019-02-05",13.91
"907","2019-02-06",14.48
"908","2019-02-07",14.34
"909","2019-02-08",14.75
"910","2019-02-11",15.22
"911","2019-02-12",15.44
"912","2019-02-13",15.47
"913","2019-02-14",16.17
"914","2019-02-15",16.549999
"915","2019-02-19",16.450001
"916","2019-02-20",16.17
"917","2019-02-21",15.99
"918","2019-02-22",16.76
"919","2019-02-25",16.58
"920","2019-02-26",16.290001
"921","2019-02-27",16.1
"922","2019-02-28",15.84
"923","2019-03-01",16.48
"924","2019-03-04",15.37
"925","2019-03-05",15.3
"926","2019-03-06",14.86
"927","2019-03-07",15.11
"928","2019-03-08",15.57
"929","2019-03-11",16.59
"930","2019-03-12",16.66
"931","2019-03-13",19.84
"932","2019-03-14",18.92
"933","2019-03-15",19.4
"934","2019-03-18",19.75
"935","2019-03-19",19.559999
"936","2019-03-20",20.299999
"937","2019-03-21",20.49
"938","2019-03-22",19.68
"939","2019-03-25",19.209999
"940","2019-03-26",18.93
"941","2019-03-27",18.18
"942","2019-03-28",19.950001
"943","2019-03-29",20.620001
"944","2019-04-01",20.459999
"945","2019-04-02",20.99
"946","2019-04-03",20.860001
"947","2019-04-04",20.76
"948","2019-04-05",21.18
"949","2019-04-08",20.450001
"950","2019-04-09",20
"951","2019-04-10",20.83
"952","2019-04-11",20.389999
"953","2019-04-12",20.27
"954","2019-04-15",20.280001
"955","2019-04-16",20.629999
"956","2019-04-17",19.309999
"957","2019-04-18",18.540001
"958","2019-04-22",18.129999
"959","2019-04-23",19
"960","2019-04-24",18.879999
"961","2019-04-25",18.860001
"962","2019-04-26",19.09
"963","2019-04-29",19.440001
"964","2019-04-30",19.110001
"965","2019-05-01",18.809999
"966","2019-05-02",19.559999
"967","2019-05-03",19.85
"968","2019-05-06",19.5
"969","2019-05-07",18.83
"970","2019-05-08",18.110001
"971","2019-05-09",17.75
"972","2019-05-10",21.700001
"973","2019-05-13",21.15
"974","2019-05-14",22.969999
"975","2019-05-15",23.15
"976","2019-05-16",22.690001
"977","2019-05-17",22.790001
"978","2019-05-20",22.540001
"979","2019-05-21",23.52
"980","2019-05-22",22.85
"981","2019-05-23",22.73
"982","2019-05-24",22.83
"983","2019-05-28",22.709999
"984","2019-05-29",23.360001
"985","2019-05-30",23.75
"986","2019-05-31",22.9
"987","2019-06-03",22.34
"988","2019-06-04",22.549999
"989","2019-06-05",23.41
"990","2019-06-06",23.219999
"991","2019-06-07",24.32
"992","2019-06-10",24.870001
"993","2019-06-11",24.200001
"994","2019-06-12",24.59
"995","2019-06-13",25.16
