"","date","PACD"
"185","2012-08-07",956000
"186","2012-08-08",940000
"187","2012-08-09",945000
"188","2012-08-10",950000
"189","2012-08-13",934000
"190","2012-08-14",907000
"191","2012-08-15",923000
"192","2012-08-16",918000
"193","2012-08-17",901000
"194","2012-08-20",913000
"195","2012-08-21",901000
"196","2012-08-22",914000
"197","2012-08-23",920000
"198","2012-08-24",949000
"199","2012-08-27",960000
"200","2012-08-28",952000
"201","2012-08-29",957000
"202","2012-08-30",938000
"203","2012-08-31",960000
"204","2012-09-04",946000
"205","2012-09-05",955000
"206","2012-09-06",979000
"207","2012-09-07",970000
"208","2012-09-10",975000
"209","2012-09-11",977000
"210","2012-09-12",1002000
"211","2012-09-13",1005000
"212","2012-09-14",1040000
"213","2012-09-17",1026000
"214","2012-09-18",1025000
"215","2012-09-19",1028000
"216","2012-09-20",1010000
"217","2012-09-21",1005000
"218","2012-09-24",1001000
"219","2012-09-25",994000
"220","2012-09-26",971000
"221","2012-09-27",1e+06
"222","2012-09-28",997000
"223","2012-10-01",994000
"224","2012-10-02",991000
"225","2012-10-03",980000
"226","2012-10-04",986000
"227","2012-10-05",985000
"228","2012-10-08",982000
"229","2012-10-09",991000
"230","2012-10-10",987000
"231","2012-10-11",1010000
"232","2012-10-12",1001000
"233","2012-10-15",1007000
"234","2012-10-16",1009000
"235","2012-10-17",1010000
"236","2012-10-18",1009000
"237","2012-10-19",1015000
"238","2012-10-22",1036000
"239","2012-10-23",1005000
"240","2012-10-24",998000
"241","2012-10-25",1012000
"242","2012-10-26",1009000
"243","2012-10-31",1018000
"244","2012-11-01",1042000
"245","2012-11-02",1043000
"246","2012-11-05",1056000
"247","2012-11-06",1060000
"248","2012-11-07",1016000
"249","2012-11-08",1007000
"250","2012-11-09",1033000
"251","2012-11-12",1037000
"252","2012-11-13",1015000
"253","2012-11-14",990000
"254","2012-11-15",1008000
"255","2012-11-16",996000
"256","2012-11-19",999000
"257","2012-11-20",990000
"258","2012-11-21",985000
"259","2012-11-23",996000
"260","2012-11-26",992000
"261","2012-11-27",970000
"262","2012-11-28",945000
"263","2012-11-29",951000
"264","2012-11-30",950000
"265","2012-12-03",962000
"266","2012-12-04",973000
"267","2012-12-05",964000
"268","2012-12-06",960000
"269","2012-12-07",959000
"270","2012-12-10",946000
"271","2012-12-11",956000
"272","2012-12-12",941000
"273","2012-12-13",937000
"274","2012-12-14",933000
"275","2012-12-17",940000
"276","2012-12-18",953000
"277","2012-12-19",950000
"278","2012-12-20",948000
"279","2012-12-21",938000
"280","2012-12-24",927000
"281","2012-12-26",920000
"282","2012-12-27",934000
"283","2012-12-28",922000
"284","2012-12-31",944000
"285","2013-01-02",954000
"286","2013-01-03",970000
"287","2013-01-04",1e+06
"288","2013-01-07",997000
"289","2013-01-08",1001000
"290","2013-01-09",997000
"291","2013-01-10",999000
"292","2013-01-11",992000
"293","2013-01-14",977000
"294","2013-01-15",972000
"295","2013-01-16",982000
"296","2013-01-17",995000
"297","2013-01-18",1015000
"298","2013-01-22",1029000
"299","2013-01-23",1026000
"300","2013-01-24",1042000
"301","2013-01-25",1033000
"302","2013-01-28",1037000
"303","2013-01-29",1040000
"304","2013-01-30",1029000
"305","2013-01-31",1041000
"306","2013-02-01",1064000
"307","2013-02-04",1043000
"308","2013-02-05",1025000
"309","2013-02-06",1032000
"310","2013-02-07",1032000
"311","2013-02-08",1045000
"312","2013-02-11",1025000
"313","2013-02-12",1033000
"314","2013-02-13",1026000
"315","2013-02-14",1040000
"316","2013-02-15",995000
"317","2013-02-19",1005000
"318","2013-02-20",991000
"319","2013-02-21",961000
"320","2013-02-22",958000
"321","2013-02-25",931000
"322","2013-02-26",940000
"323","2013-02-27",955000
"324","2013-02-28",935000
"325","2013-03-01",931000
"326","2013-03-04",925000
"327","2013-03-05",926000
"328","2013-03-06",932000
"329","2013-03-07",930000
"330","2013-03-08",939000
"331","2013-03-11",935000
"332","2013-03-12",934000
"333","2013-03-13",933000
"334","2013-03-14",960000
"335","2013-03-15",975000
"336","2013-03-18",955000
"337","2013-03-19",940000
"338","2013-03-20",960000
"339","2013-03-21",976000
"340","2013-03-22",987000
"341","2013-03-25",983000
"342","2013-03-26",999000
"343","2013-03-27",1005000
"344","2013-03-28",1010000
"345","2013-04-01",990000
"346","2013-04-02",989000
"347","2013-04-03",965000
"348","2013-04-04",955000
"349","2013-04-05",955000
"350","2013-04-08",980000
"351","2013-04-09",988000
"352","2013-04-10",973000
"353","2013-04-11",979000
"354","2013-04-12",980000
"355","2013-04-15",948000
"356","2013-04-16",953000
"357","2013-04-17",922000
"358","2013-04-18",937000
"359","2013-04-19",950000
"360","2013-04-22",975000
"361","2013-04-23",954000
"362","2013-04-24",995000
"363","2013-04-25",994000
"364","2013-04-26",998000
"365","2013-04-29",1002000
"366","2013-04-30",998000
"367","2013-05-01",1e+06
"368","2013-05-02",1005000
"369","2013-05-03",1011000
"370","2013-05-06",1008000
"371","2013-05-07",1008000
"372","2013-05-08",1019000
"373","2013-05-09",1016000
"374","2013-05-10",1010000
"375","2013-05-13",995000
"376","2013-05-14",996000
"377","2013-05-15",1004000
"378","2013-05-16",995000
"379","2013-05-17",1e+06
"380","2013-05-20",1008000
"381","2013-05-21",1009000
"382","2013-05-22",994000
"383","2013-05-23",979000
"384","2013-05-24",975000
"385","2013-05-28",996000
"386","2013-05-29",991000
"387","2013-05-30",991000
"388","2013-05-31",994000
"389","2013-06-03",981000
"390","2013-06-04",967000
"391","2013-06-05",970000
"392","2013-06-06",960000
"393","2013-06-07",994000
"394","2013-06-10",976000
"395","2013-06-11",959000
"396","2013-06-12",948000
"397","2013-06-13",959000
"398","2013-06-14",956000
"399","2013-06-17",960000
"400","2013-06-18",950000
"401","2013-06-19",952000
"402","2013-06-20",916000
"403","2013-06-21",923000
"404","2013-06-24",910000
"405","2013-06-25",935000
"406","2013-06-26",945000
"407","2013-06-27",948000
"408","2013-06-28",978000
"409","2013-07-01",973000
"410","2013-07-02",971000
"411","2013-07-03",963000
"412","2013-07-05",969000
"413","2013-07-08",960000
"414","2013-07-09",956000
"415","2013-07-10",945000
"416","2013-07-11",941000
"417","2013-07-12",949000
"418","2013-07-15",938000
"419","2013-07-16",950000
"420","2013-07-17",969000
"421","2013-07-18",969000
"422","2013-07-19",976000
"423","2013-07-22",978000
"424","2013-07-23",1001000
"425","2013-07-24",988000
"426","2013-07-25",1010000
"427","2013-07-26",981000
"428","2013-07-29",980000
"429","2013-07-30",980000
"430","2013-07-31",986000
"431","2013-08-01",994000
"432","2013-08-02",995000
"433","2013-08-05",1005000
"434","2013-08-06",994000
"435","2013-08-07",989000
"436","2013-08-08",998000
"437","2013-08-09",1002000
"438","2013-08-12",1002000
"439","2013-08-13",989000
"440","2013-08-14",993000
"441","2013-08-15",985000
"442","2013-08-16",975000
"443","2013-08-19",958000
"444","2013-08-20",971000
"445","2013-08-21",961000
"446","2013-08-22",970000
"447","2013-08-23",971000
"448","2013-08-26",961000
"449","2013-08-27",945000
"450","2013-08-28",950000
"451","2013-08-29",947000
"452","2013-08-30",950000
"453","2013-09-03",975000
"454","2013-09-04",999000
"455","2013-09-05",1012000
"456","2013-09-06",1011000
"457","2013-09-09",1009000
"458","2013-09-10",1012000
"459","2013-09-11",1013000
"460","2013-09-12",1019000
"461","2013-09-13",1064000
"462","2013-09-16",1053000
"463","2013-09-17",1054000
"464","2013-09-18",1053000
"465","2013-09-19",1051000
"466","2013-09-20",1040000
"467","2013-09-23",1049000
"468","2013-09-24",1050000
"469","2013-09-25",1105000
"470","2013-09-26",1121000
"471","2013-09-27",1125000
"472","2013-09-30",1108000
"473","2013-10-01",1099000
"474","2013-10-02",1100000
"475","2013-10-03",1157000
"476","2013-10-04",1158000
"477","2013-10-07",1165000
"478","2013-10-08",1149000
"479","2013-10-09",1133000
"480","2013-10-10",1141000
"481","2013-10-11",1153000
"482","2013-10-14",1157000
"483","2013-10-15",1166000
"484","2013-10-16",1157000
"485","2013-10-17",1154000
"486","2013-10-18",1179000
"487","2013-10-21",1163000
"488","2013-10-22",1178000
"489","2013-10-23",1158000
"490","2013-10-24",1162000
"491","2013-10-25",1159000
"492","2013-10-28",1163000
"493","2013-10-29",1169000
"494","2013-10-30",1161000
"495","2013-10-31",1137000
"496","2013-11-01",1125000
"497","2013-11-04",1131000
"498","2013-11-05",1150000
"499","2013-11-06",1171000
"500","2013-11-07",1212000
"501","2013-11-08",1186000
"502","2013-11-11",1197000
"503","2013-11-12",1188000
"504","2013-11-13",1181000
"505","2013-11-14",1173000
"506","2013-11-15",1180000
"507","2013-11-18",1175000
"508","2013-11-19",1171000
"509","2013-11-20",1162000
"510","2013-11-21",1156000
"511","2013-11-22",1150000
"512","2013-11-25",1128000
"513","2013-11-26",1132000
"514","2013-11-27",1126000
"515","2013-11-29",1130000
"516","2013-12-02",1158000
"517","2013-12-03",1128000
"518","2013-12-04",1127000
"519","2013-12-05",1133000
"520","2013-12-06",1116000
"521","2013-12-09",1092000
"522","2013-12-10",1095000
"523","2013-12-11",1071000
"524","2013-12-12",1085000
"525","2013-12-13",1090000
"526","2013-12-16",1095000
"527","2013-12-17",1081000
"528","2013-12-18",1088000
"529","2013-12-19",1079000
"530","2013-12-20",1071000
"531","2013-12-23",1085000
"532","2013-12-24",1112000
"533","2013-12-26",1106000
"534","2013-12-27",1118000
"535","2013-12-30",1139000
"536","2013-12-31",1146000
"537","2014-01-02",1125000
"538","2014-01-03",1117000
"539","2014-01-06",1106000
"540","2014-01-07",1100000
"541","2014-01-08",1101000
"542","2014-01-09",1098000
"543","2014-01-10",1102000
"544","2014-01-13",1095000
"545","2014-01-14",1097000
"546","2014-01-15",1092000
"547","2014-01-16",1082000
"548","2014-01-17",1092000
"549","2014-01-21",1092000
"550","2014-01-22",1090000
"551","2014-01-23",1054000
"552","2014-01-24",1037000
"553","2014-01-27",1028000
"554","2014-01-28",1024000
"555","2014-01-29",1001000
"556","2014-01-30",1009000
"557","2014-01-31",1005000
"558","2014-02-03",986000
"559","2014-02-04",993000
"560","2014-02-05",974000
"561","2014-02-06",973000
"562","2014-02-07",970000
"563","2014-02-10",972000
"564","2014-02-11",989000
"565","2014-02-12",966000
"566","2014-02-13",979000
"567","2014-02-14",1029000
"568","2014-02-18",1031000
"569","2014-02-19",1050000
"570","2014-02-20",1048000
"571","2014-02-21",1056000
"572","2014-02-24",1068000
"573","2014-02-25",1038000
"574","2014-02-26",1065000
"575","2014-02-27",1069000
"576","2014-02-28",1086000
"577","2014-03-03",1084000
"578","2014-03-04",1082000
"579","2014-03-05",1080000
"580","2014-03-06",1080000
"581","2014-03-07",1083000
"582","2014-03-10",1059000
"583","2014-03-11",1054000
"584","2014-03-12",1037000
"585","2014-03-13",989000
"586","2014-03-14",1015000
"587","2014-03-17",1001000
"588","2014-03-18",1007000
"589","2014-03-19",1038000
"590","2014-03-20",1046000
"591","2014-03-21",1055000
"592","2014-03-24",1048000
"593","2014-03-25",1059000
"594","2014-03-26",1044000
"595","2014-03-27",1079000
"596","2014-03-28",1082000
"597","2014-03-31",1088000
"598","2014-04-01",1077000
"599","2014-04-02",1084000
"600","2014-04-03",1070000
"601","2014-04-04",1058000
"602","2014-04-07",1031000
"603","2014-04-08",1030000
"604","2014-04-09",995000
"605","2014-04-10",984000
"606","2014-04-11",970000
"607","2014-04-14",994000
"608","2014-04-15",1e+06
"609","2014-04-16",995000
"610","2014-04-17",997000
"611","2014-04-21",1002000
"612","2014-04-22",1001000
"613","2014-04-23",999000
"614","2014-04-24",1018000
"615","2014-04-25",1024000
"616","2014-04-28",990000
"617","2014-04-29",989000
"618","2014-04-30",991000
"619","2014-05-01",977000
"620","2014-05-02",963000
"621","2014-05-05",965000
"622","2014-05-06",956000
"623","2014-05-07",954000
"624","2014-05-08",957000
"625","2014-05-09",947000
"626","2014-05-12",946000
"627","2014-05-13",952000
"628","2014-05-14",942000
"629","2014-05-15",945000
"630","2014-05-16",951000
"631","2014-05-19",961000
"632","2014-05-20",958000
"633","2014-05-21",961000
"634","2014-05-22",984000
"635","2014-05-23",991000
"636","2014-05-27",1006000
"637","2014-05-28",1003000
"638","2014-05-29",1013000
"639","2014-05-30",1014000
"640","2014-06-02",1006000
"641","2014-06-03",996000
"642","2014-06-04",995000
"643","2014-06-05",998000
"644","2014-06-06",1019000
"645","2014-06-09",1031000
"646","2014-06-10",1034000
"647","2014-06-11",1020000
"648","2014-06-12",1035000
"649","2014-06-13",1040000
"650","2014-06-16",1040000
"651","2014-06-17",1040000
"652","2014-06-18",1043000
"653","2014-06-19",1041000
"654","2014-06-20",1048000
"655","2014-06-23",1045000
"656","2014-06-24",1009000
"657","2014-06-25",1e+06
"658","2014-06-26",1e+06
"659","2014-06-27",997000
"660","2014-06-30",1e+06
"661","2014-07-01",1002000
"662","2014-07-02",1001000
"663","2014-07-03",999000
"664","2014-07-07",989000
"665","2014-07-08",968000
"666","2014-07-09",968000
"667","2014-07-10",971000
"668","2014-07-11",971000
"669","2014-07-14",977000
"670","2014-07-15",999000
"671","2014-07-16",1006000
"672","2014-07-17",1001000
"673","2014-07-18",986000
"674","2014-07-21",986000
"675","2014-07-22",1002000
"676","2014-07-23",997000
"677","2014-07-24",985000
"678","2014-07-25",984000
"679","2014-07-28",972000
"680","2014-07-29",969000
"681","2014-07-30",974000
"682","2014-07-31",952000
"683","2014-08-01",947000
"684","2014-08-04",938000
"685","2014-08-05",941000
"686","2014-08-06",949000
"687","2014-08-07",966000
"688","2014-08-08",956000
"689","2014-08-11",981000
"690","2014-08-12",982000
"691","2014-08-13",981000
"692","2014-08-14",968000
"693","2014-08-15",989000
"694","2014-08-18",991000
"695","2014-08-19",987000
"696","2014-08-20",989000
"697","2014-08-21",974000
"698","2014-08-22",955000
"699","2014-08-25",963000
"700","2014-08-26",977000
"701","2014-08-27",980000
"702","2014-08-28",985000
"703","2014-08-29",981000
"704","2014-09-02",972000
"705","2014-09-03",982000
"706","2014-09-04",983000
"707","2014-09-05",975000
"708","2014-09-08",972000
"709","2014-09-09",974000
"710","2014-09-10",992000
"711","2014-09-11",991000
"712","2014-09-12",960000
"713","2014-09-15",939000
"714","2014-09-16",940000
"715","2014-09-17",929000
"716","2014-09-18",934000
"717","2014-09-19",904000
"718","2014-09-22",880000
"719","2014-09-23",883000
"720","2014-09-24",875000
"721","2014-09-25",869000
"722","2014-09-26",884000
"723","2014-09-29",859000
"724","2014-09-30",827000
"725","2014-10-01",779000
"726","2014-10-02",793000
"727","2014-10-03",787000
"728","2014-10-06",791000
"729","2014-10-07",781000
"730","2014-10-08",785000
"731","2014-10-09",761000
"732","2014-10-10",740000
"733","2014-10-13",724000
"734","2014-10-14",716000
"735","2014-10-15",711000
"736","2014-10-16",730000
"737","2014-10-17",779000
"738","2014-10-20",789000
"739","2014-10-21",783000
"740","2014-10-22",764000
"741","2014-10-23",763000
"742","2014-10-24",740000
"743","2014-10-27",678000
"744","2014-10-28",719000
"745","2014-10-29",721000
"746","2014-10-30",744000
"747","2014-10-31",728000
"748","2014-11-03",708000
"749","2014-11-04",672000
"750","2014-11-05",699000
"751","2014-11-06",703000
"752","2014-11-07",729000
"753","2014-11-10",710000
"754","2014-11-11",702000
"755","2014-11-12",687000
"756","2014-11-13",669000
"757","2014-11-14",674000
"758","2014-11-17",678000
"759","2014-11-18",672000
"760","2014-11-19",661000
"761","2014-11-20",665000
"762","2014-11-21",685000
"763","2014-11-24",681000
"764","2014-11-25",676000
"765","2014-11-26",640000
"766","2014-11-28",615000
"767","2014-12-01",588000
"768","2014-12-02",579000
"769","2014-12-03",598000
"770","2014-12-04",568000
"771","2014-12-05",540000
"772","2014-12-08",503000
"773","2014-12-09",518000
"774","2014-12-10",466000
"775","2014-12-11",455000
"776","2014-12-12",441000
"777","2014-12-15",450000
"778","2014-12-16",446000
"779","2014-12-17",451000
"780","2014-12-18",448000
"781","2014-12-19",511000
"782","2014-12-22",481000
"783","2014-12-23",493000
"784","2014-12-24",475000
"785","2014-12-26",466000
"786","2014-12-29",472000
"787","2014-12-30",462000
"788","2014-12-31",464000
"789","2015-01-02",471000
"790","2015-01-05",425000
"791","2015-01-06",409000
"792","2015-01-07",401000
"793","2015-01-08",4e+05
"794","2015-01-09",379000
"795","2015-01-12",369000
"796","2015-01-13",365000
"797","2015-01-14",354000
"798","2015-01-15",328000
"799","2015-01-16",333000
"800","2015-01-20",328000
"801","2015-01-21",332000
"802","2015-01-22",360000
"803","2015-01-23",350000
"804","2015-01-26",356000
"805","2015-01-27",350000
"806","2015-01-28",333000
"807","2015-01-29",320000
"808","2015-01-30",333000
"809","2015-02-02",345000
"810","2015-02-03",391000
"811","2015-02-04",366000
"812","2015-02-05",379000
"813","2015-02-06",379000
"814","2015-02-09",398000
"815","2015-02-10",369000
"816","2015-02-11",352000
"817","2015-02-12",360000
"818","2015-02-13",376000
"819","2015-02-17",397000
"820","2015-02-18",382000
"821","2015-02-19",374000
"822","2015-02-20",374000
"823","2015-02-23",367000
"824","2015-02-24",352000
"825","2015-02-25",360000
"826","2015-02-26",333000
"827","2015-02-27",364000
"828","2015-03-02",367000
"829","2015-03-03",367000
"830","2015-03-04",366000
"831","2015-03-05",360000
"832","2015-03-06",357000
"833","2015-03-09",349000
"834","2015-03-10",346000
"835","2015-03-11",381000
"836","2015-03-12",366000
"837","2015-03-13",355000
"838","2015-03-16",343000
"839","2015-03-17",375000
"840","2015-03-18",393000
"841","2015-03-19",372000
"842","2015-03-20",398000
"843","2015-03-23",403000
"844","2015-03-24",403000
"845","2015-03-25",410000
"846","2015-03-26",411000
"847","2015-03-27",391000
"848","2015-03-30",384000
"849","2015-03-31",389000
"850","2015-04-01",389000
"851","2015-04-02",412000
"852","2015-04-06",432000
"853","2015-04-07",438000
"854","2015-04-08",424000
"855","2015-04-09",435000
"856","2015-04-10",432000
"857","2015-04-13",431000
"858","2015-04-14",464000
"859","2015-04-15",479000
"860","2015-04-16",463000
"861","2015-04-17",461000
"862","2015-04-20",445000
"863","2015-04-21",434000
"864","2015-04-22",440000
"865","2015-04-23",434000
"866","2015-04-24",431000
"867","2015-04-27",434000
"868","2015-04-28",437000
"869","2015-04-29",439000
"870","2015-04-30",467000
"871","2015-05-01",465000
"872","2015-05-04",469000
"873","2015-05-05",486000
"874","2015-05-06",471000
"875","2015-05-07",430000
"876","2015-05-08",458000
"877","2015-05-11",453000
"878","2015-05-12",465000
"879","2015-05-13",448000
"880","2015-05-14",410000
"881","2015-05-15",430000
"882","2015-05-18",424000
"883","2015-05-19",407000
"884","2015-05-20",399000
"885","2015-05-21",420000
"886","2015-05-22",420000
"887","2015-05-26",409000
"888","2015-05-27",4e+05
"889","2015-05-28",386000
"890","2015-05-29",375000
"891","2015-06-01",359000
"892","2015-06-02",375000
"893","2015-06-03",357000
"894","2015-06-04",360000
"895","2015-06-05",365000
"896","2015-06-08",367000
"897","2015-06-09",363000
"898","2015-06-10",369000
"899","2015-06-11",364000
"900","2015-06-12",381000
"901","2015-06-15",374000
"902","2015-06-16",365000
"903","2015-06-17",384000
"904","2015-06-18",325000
"905","2015-06-19",325000
"906","2015-06-22",319000
"907","2015-06-23",319000
"908","2015-06-24",320000
"909","2015-06-25",284000
"910","2015-06-26",298000
"911","2015-06-29",288000
"912","2015-06-30",280000
"913","2015-07-01",266000
"914","2015-07-02",279000
"915","2015-07-06",262000
"916","2015-07-07",265000
"917","2015-07-08",255000
"918","2015-07-09",256000
"919","2015-07-10",261000
"920","2015-07-13",268000
"921","2015-07-14",275000
"922","2015-07-15",258000
"923","2015-07-16",262000
"924","2015-07-17",239000
"925","2015-07-20",236000
"926","2015-07-21",230000
"927","2015-07-22",207000
"928","2015-07-23",229000
"929","2015-07-24",216000
"930","2015-07-27",212000
"931","2015-07-28",218000
"932","2015-07-29",235000
"933","2015-07-30",226000
"934","2015-07-31",224000
"935","2015-08-03",217000
"936","2015-08-04",216000
"937","2015-08-05",214000
"938","2015-08-06",222000
"939","2015-08-07",205000
"940","2015-08-10",224000
"941","2015-08-11",228000
"942","2015-08-12",231000
"943","2015-08-13",221000
"944","2015-08-14",211000
"945","2015-08-17",204000
"946","2015-08-18",205000
"947","2015-08-19",196000
"948","2015-08-20",182000
"949","2015-08-21",171000
"950","2015-08-24",155000
"951","2015-08-25",150000
"952","2015-08-26",152000
"953","2015-08-27",169000
"954","2015-08-28",184000
"955","2015-08-31",2e+05
"956","2015-09-01",188000
"957","2015-09-02",183000
"958","2015-09-03",183000
"959","2015-09-04",179000
"960","2015-09-08",177000
"961","2015-09-09",176000
"962","2015-09-10",171000
"963","2015-09-11",159000
"964","2015-09-14",156000
"965","2015-09-15",155000
"966","2015-09-16",180000
"967","2015-09-17",181000
"968","2015-09-18",159000
"969","2015-09-21",162000
"970","2015-09-22",161000
"971","2015-09-23",154000
"972","2015-09-24",145000
"973","2015-09-25",135000
"974","2015-09-28",120000
"975","2015-09-29",126000
"976","2015-09-30",125000
"977","2015-10-01",116000
"978","2015-10-02",120000
"979","2015-10-05",132000
"980","2015-10-06",157000
"981","2015-10-07",155000
"982","2015-10-08",163000
"983","2015-10-09",168000
"984","2015-10-12",155000
"985","2015-10-13",158000
"986","2015-10-14",158000
"987","2015-10-15",163000
"988","2015-10-16",161000
"989","2015-10-19",159000
"990","2015-10-20",159000
"991","2015-10-21",162000
"992","2015-10-22",154000
"993","2015-10-23",154000
"994","2015-10-26",149000
"995","2015-10-27",143000
"996","2015-10-28",143000
"997","2015-10-29",156000
"998","2015-10-30",160000
"999","2015-11-02",172000
"1000","2015-11-03",175000
"1001","2015-11-04",171000
"1002","2015-11-05",166000
"1003","2015-11-06",166000
"1004","2015-11-09",167000
"1005","2015-11-10",165000
"1006","2015-11-11",146000
"1007","2015-11-12",147000
"1008","2015-11-13",138000
"1009","2015-11-16",131000
"1010","2015-11-17",129000
"1011","2015-11-18",132000
"1012","2015-11-19",129000
"1013","2015-11-20",125000
"1014","2015-11-23",127000
"1015","2015-11-24",136000
"1016","2015-11-25",135000
"1017","2015-11-27",133000
"1018","2015-11-30",131000
"1019","2015-12-01",131000
"1020","2015-12-02",129000
"1021","2015-12-03",125000
"1022","2015-12-04",118000
"1023","2015-12-07",101000
"1024","2015-12-08",95000
"1025","2015-12-09",1e+05
"1026","2015-12-10",102000
"1027","2015-12-11",97000
"1028","2015-12-14",94000
"1029","2015-12-15",95000
"1030","2015-12-16",96000
"1031","2015-12-17",96000
"1032","2015-12-18",90000
"1033","2015-12-21",93000
"1034","2015-12-22",90000
"1035","2015-12-23",95000
"1036","2015-12-24",95000
"1037","2015-12-28",87000
"1038","2015-12-29",90000
"1039","2015-12-30",91000
"1040","2015-12-31",84000
"1041","2016-01-04",90000
"1042","2016-01-05",88000
"1043","2016-01-06",80000
"1044","2016-01-07",70000
"1045","2016-01-08",64000
"1046","2016-01-11",51000
"1047","2016-01-12",41000
