"","date","CWH"
"1","2016-10-07",22.5
"2","2016-10-10",22.26
"3","2016-10-11",21.700001
"4","2016-10-12",21.4
"5","2016-10-13",21
"6","2016-10-14",21.059999
"7","2016-10-17",20.52
"8","2016-10-18",21.15
"9","2016-10-19",21.360001
"10","2016-10-20",21.68
"11","2016-10-21",21.92
"12","2016-10-24",22.469999
"13","2016-10-25",22.76
"14","2016-10-26",22.690001
"15","2016-10-27",22.26
"16","2016-10-28",22.360001
"17","2016-10-31",22.360001
"18","2016-11-01",21.940001
"19","2016-11-02",21.58
"20","2016-11-03",21.66
"21","2016-11-04",22.030001
"22","2016-11-07",21.280001
"23","2016-11-08",21.01
"24","2016-11-09",21.940001
"25","2016-11-10",22.27
"26","2016-11-11",24.07
"27","2016-11-14",24.5
"28","2016-11-15",23.98
"29","2016-11-16",24
"30","2016-11-17",23.99
"31","2016-11-18",23.98
"32","2016-11-21",24.1
"33","2016-11-22",25.23
"34","2016-11-23",26.110001
"35","2016-11-25",26.92
"36","2016-11-28",26.84
"37","2016-11-29",27.67
"38","2016-11-30",27.9
"39","2016-12-01",27.790001
"40","2016-12-02",27.07
"41","2016-12-05",27.040001
"42","2016-12-06",27.209999
"43","2016-12-07",28.049999
"44","2016-12-08",28.76
"45","2016-12-09",30.26
"46","2016-12-12",30.950001
"47","2016-12-13",30.6
"48","2016-12-14",30.07
"49","2016-12-15",31.57
"50","2016-12-16",31.77
"51","2016-12-19",31.84
"52","2016-12-20",32.060001
"53","2016-12-21",32.360001
"54","2016-12-22",32.310001
"55","2016-12-23",32.27
"56","2016-12-27",33.23
"57","2016-12-28",32.849998
"58","2016-12-29",32.09
"59","2016-12-30",32.59
"60","2017-01-03",32.869999
"61","2017-01-04",34.209999
"62","2017-01-05",33.23
"63","2017-01-06",32.799999
"64","2017-01-09",32.41
"65","2017-01-10",32.200001
"66","2017-01-11",32.200001
"67","2017-01-12",31.73
"68","2017-01-13",30.799999
"69","2017-01-17",31.27
"70","2017-01-18",31.27
"71","2017-01-19",30.690001
"72","2017-01-20",31.219999
"73","2017-01-23",31.73
"74","2017-01-24",31.58
"75","2017-01-25",31.15
"76","2017-01-26",32.23
"77","2017-01-27",32.32
"78","2017-01-30",32.759998
"79","2017-01-31",31.48
"80","2017-02-01",32.049999
"81","2017-02-02",31.809999
"82","2017-02-03",31.889999
"83","2017-02-06",31.75
"84","2017-02-07",31.370001
"85","2017-02-08",31.799999
"86","2017-02-09",33.139999
"87","2017-02-10",33.09
"88","2017-02-13",32.740002
"89","2017-02-14",33.189999
"90","2017-02-15",34.349998
"91","2017-02-16",33.630001
"92","2017-02-17",32.959999
"93","2017-02-21",33.900002
"94","2017-02-22",34.130001
"95","2017-02-23",33.75
"96","2017-02-24",34.799999
"97","2017-02-27",35.459999
"98","2017-02-28",35.169998
"99","2017-03-01",36.389999
"100","2017-03-02",35.220001
"101","2017-03-03",35.150002
"102","2017-03-06",35.939999
"103","2017-03-07",35.259998
"104","2017-03-08",35.490002
"105","2017-03-09",33.360001
"106","2017-03-10",31.75
"107","2017-03-13",33.349998
"108","2017-03-14",33.189999
"109","2017-03-15",32.77
"110","2017-03-16",33.779999
"111","2017-03-17",34.040001
"112","2017-03-20",33.77
"113","2017-03-21",32.029999
"114","2017-03-22",30.389999
"115","2017-03-23",31.290001
"116","2017-03-24",31.08
"117","2017-03-27",31.23
"118","2017-03-28",31.5
"119","2017-03-29",31.719999
"120","2017-03-30",31.290001
"121","2017-03-31",32.240002
"122","2017-04-03",30.120001
"123","2017-04-04",28.73
"124","2017-04-05",28.290001
"125","2017-04-06",28.610001
"126","2017-04-07",28.629999
"127","2017-04-10",28.74
"128","2017-04-11",28.74
"129","2017-04-12",28.469999
"130","2017-04-13",29.280001
"131","2017-04-17",29.629999
"132","2017-04-18",30.09
"133","2017-04-19",30.57
"134","2017-04-20",31.07
"135","2017-04-21",30.34
"136","2017-04-24",31.02
"137","2017-04-25",31.34
"138","2017-04-26",31.629999
"139","2017-04-27",31.969999
"140","2017-04-28",30.92
"141","2017-05-01",31.629999
"142","2017-05-02",31.280001
"143","2017-05-03",31.209999
"144","2017-05-04",31.08
"145","2017-05-05",31.860001
"146","2017-05-08",31.59
"147","2017-05-09",30.52
"148","2017-05-10",30.26
"149","2017-05-11",29.379999
"150","2017-05-12",29
"151","2017-05-15",30.1
"152","2017-05-16",30.219999
"153","2017-05-17",29.1
"154","2017-05-18",29.24
"155","2017-05-19",29.370001
"156","2017-05-22",29.02
"157","2017-05-23",27.68
"158","2017-05-24",27.870001
"159","2017-05-25",27.27
"160","2017-05-26",26.559999
"161","2017-05-30",26.879999
"162","2017-05-31",27
"163","2017-06-01",27.290001
"164","2017-06-02",27.41
"165","2017-06-05",27.780001
"166","2017-06-06",29.08
"167","2017-06-07",28.48
"168","2017-06-08",28
"169","2017-06-09",29.379999
"170","2017-06-12",28.879999
"171","2017-06-13",29.709999
"172","2017-06-14",29.440001
"173","2017-06-15",29.059999
"174","2017-06-16",28.780001
"175","2017-06-19",28.82
"176","2017-06-20",28.98
"177","2017-06-21",29.91
"178","2017-06-22",29.950001
"179","2017-06-23",30.34
"180","2017-06-26",30.85
"181","2017-06-27",30.4
"182","2017-06-28",31.280001
"183","2017-06-29",30.780001
"184","2017-06-30",30.85
"185","2017-07-03",30.549999
"186","2017-07-05",30.01
"187","2017-07-06",29
"188","2017-07-07",29.049999
"189","2017-07-10",29.01
"190","2017-07-11",29.540001
"191","2017-07-12",29.620001
"192","2017-07-13",32.18
"193","2017-07-14",31.780001
"194","2017-07-17",31.360001
"195","2017-07-18",31.959999
"196","2017-07-19",32.68
"197","2017-07-20",32.23
"198","2017-07-21",31.85
"199","2017-07-24",31.15
"200","2017-07-25",31.67
"201","2017-07-26",31.5
"202","2017-07-27",31.870001
"203","2017-07-28",31.82
"204","2017-07-31",31.959999
"205","2017-08-01",32.02
"206","2017-08-02",31.67
"207","2017-08-03",32
"208","2017-08-04",31.98
"209","2017-08-07",33.240002
"210","2017-08-08",32.869999
"211","2017-08-09",32.419998
"212","2017-08-10",31.469999
"213","2017-08-11",34.689999
"214","2017-08-14",35.209999
"215","2017-08-15",35.57
"216","2017-08-16",35.349998
"217","2017-08-17",34.82
"218","2017-08-18",35.040001
"219","2017-08-21",34.619999
"220","2017-08-22",34.91
"221","2017-08-23",35.560001
"222","2017-08-24",36.360001
"223","2017-08-25",36.560001
"224","2017-08-28",36.150002
"225","2017-08-29",36.84
"226","2017-08-30",36.540001
"227","2017-08-31",36.75
"228","2017-09-01",37.779999
"229","2017-09-05",37
"230","2017-09-06",38.5
"231","2017-09-07",37.970001
"232","2017-09-08",38.610001
"233","2017-09-11",38.82
"234","2017-09-12",38.990002
"235","2017-09-13",39.310001
"236","2017-09-14",39.259998
"237","2017-09-15",38.52
"238","2017-09-18",38.490002
"239","2017-09-19",38.349998
"240","2017-09-20",37.369999
"241","2017-09-21",37.75
"242","2017-09-22",38.43
"243","2017-09-25",37.77
"244","2017-09-26",38.209999
"245","2017-09-27",40.130001
"246","2017-09-28",39.740002
"247","2017-09-29",40.740002
"248","2017-10-02",40
"249","2017-10-03",40.400002
"250","2017-10-04",39.59
"251","2017-10-05",40.389999
"252","2017-10-06",40.400002
"253","2017-10-09",40.189999
"254","2017-10-10",40.57
"255","2017-10-11",40.610001
"256","2017-10-12",42.18
"257","2017-10-13",42.34
"258","2017-10-16",42.299999
"259","2017-10-17",43.459999
"260","2017-10-18",44.299999
"261","2017-10-19",43.169998
"262","2017-10-20",44.349998
"263","2017-10-23",42.830002
"264","2017-10-24",43.290001
"265","2017-10-25",40.650002
"266","2017-10-26",40.5
"267","2017-10-27",41.939999
"268","2017-10-30",42.959999
"269","2017-10-31",42.02
"270","2017-11-01",42.290001
"271","2017-11-02",42.25
"272","2017-11-03",42.700001
"273","2017-11-06",43.029999
"274","2017-11-07",42.299999
"275","2017-11-08",43.549999
"276","2017-11-09",41.919998
"277","2017-11-10",41.029999
"278","2017-11-13",41.419998
"279","2017-11-14",41.540001
"280","2017-11-15",42
"281","2017-11-16",42.5
"282","2017-11-17",42.5
"283","2017-11-20",43.619999
"284","2017-11-21",43.619999
"285","2017-11-22",42.830002
"286","2017-11-24",43.599998
"287","2017-11-27",43.049999
"288","2017-11-28",46.700001
"289","2017-11-29",46
"290","2017-11-30",46.360001
"291","2017-12-01",45.650002
"292","2017-12-04",46.040001
"293","2017-12-05",46.5
"294","2017-12-06",46.200001
"295","2017-12-07",47.189999
"296","2017-12-08",46.080002
"297","2017-12-11",46.290001
"298","2017-12-12",45.599998
"299","2017-12-13",46.119999
"300","2017-12-14",44.779999
"301","2017-12-15",45.450001
"302","2017-12-18",46.200001
"303","2017-12-19",46.27
"304","2017-12-20",46.299999
"305","2017-12-21",46.299999
"306","2017-12-22",46.060001
"307","2017-12-26",46.009998
"308","2017-12-27",45.139999
"309","2017-12-28",45.380001
"310","2017-12-29",44.73
"311","2018-01-02",45.549999
"312","2018-01-03",45.77
"313","2018-01-04",45.049999
"314","2018-01-05",44.900002
"315","2018-01-08",43.279999
"316","2018-01-09",43.560001
"317","2018-01-10",43.450001
"318","2018-01-11",44.830002
"319","2018-01-12",45.27
"320","2018-01-16",43.360001
"321","2018-01-17",43.48
"322","2018-01-18",43.529999
"323","2018-01-19",44.599998
"324","2018-01-22",45.110001
"325","2018-01-23",45.84
"326","2018-01-24",46.790001
"327","2018-01-25",45.799999
"328","2018-01-26",45.200001
"329","2018-01-29",45.200001
"330","2018-01-30",44.970001
"331","2018-01-31",44.75
"332","2018-02-01",44.75
"333","2018-02-02",42.150002
"334","2018-02-05",40.130001
"335","2018-02-06",41.790001
"336","2018-02-07",42.099998
"337","2018-02-08",40.77
"338","2018-02-09",41.25
"339","2018-02-12",42.25
"340","2018-02-13",42.220001
"341","2018-02-14",41.66
"342","2018-02-15",41.790001
"343","2018-02-16",40.369999
"344","2018-02-20",39.419998
"345","2018-02-21",40.380001
"346","2018-02-22",40.799999
"347","2018-02-23",42.450001
"348","2018-02-26",43.029999
"349","2018-02-27",41.290001
"350","2018-02-28",41.799999
"351","2018-03-01",39.310001
"352","2018-03-02",38.400002
"353","2018-03-05",37.23
"354","2018-03-06",38.77
"355","2018-03-07",38.310001
"356","2018-03-08",38.419998
"357","2018-03-09",37.540001
"358","2018-03-12",36.32
"359","2018-03-13",36.59
"360","2018-03-14",40.369999
"361","2018-03-15",36.23
"362","2018-03-16",36.09
"363","2018-03-19",34.16
"364","2018-03-20",33.860001
"365","2018-03-21",33.669998
"366","2018-03-22",32.360001
"367","2018-03-23",32.240002
"368","2018-03-26",31.950001
"369","2018-03-27",30.85
"370","2018-03-28",30.48
"371","2018-03-29",32.25
"372","2018-04-02",29.57
"373","2018-04-03",30.1
"374","2018-04-04",31.26
"375","2018-04-05",32.439999
"376","2018-04-06",30.93
"377","2018-04-09",29.610001
"378","2018-04-10",29.360001
"379","2018-04-11",28.24
"380","2018-04-12",28.280001
"381","2018-04-13",27.51
"382","2018-04-16",26.76
"383","2018-04-17",27.67
"384","2018-04-18",28.139999
"385","2018-04-19",27.67
"386","2018-04-20",27.059999
"387","2018-04-23",26.51
"388","2018-04-24",25.950001
"389","2018-04-25",27.26
"390","2018-04-26",28.34
"391","2018-04-27",28.16
"392","2018-04-30",28.629999
"393","2018-05-01",28.860001
"394","2018-05-02",26.91
"395","2018-05-03",26.110001
"396","2018-05-04",26.389999
"397","2018-05-07",27.620001
"398","2018-05-08",23.02
"399","2018-05-09",22.57
"400","2018-05-10",23.15
"401","2018-05-11",21.85
"402","2018-05-14",21.370001
