"","date","OZK"
"1","2007-01-03",8.1675
"2","2007-01-04",8.1725
"3","2007-01-05",7.95
"4","2007-01-08",7.9875
"5","2007-01-09",7.8525
"6","2007-01-10",7.845
"7","2007-01-11",7.8925
"8","2007-01-12",7.895
"9","2007-01-16",7.8975
"10","2007-01-17",7.75
"11","2007-01-18",7.5175
"12","2007-01-19",7.5125
"13","2007-01-22",7.5125
"14","2007-01-23",7.585
"15","2007-01-24",7.5875
"16","2007-01-25",7.505
"17","2007-01-26",7.5
"18","2007-01-29",7.485
"19","2007-01-30",7.6125
"20","2007-01-31",7.5575
"21","2007-02-01",7.6
"22","2007-02-02",7.5975
"23","2007-02-05",7.5075
"24","2007-02-06",7.665
"25","2007-02-07",7.6525
"26","2007-02-08",7.595
"27","2007-02-09",7.52
"28","2007-02-12",7.59
"29","2007-02-13",7.62
"30","2007-02-14",7.5425
"31","2007-02-15",7.5225
"32","2007-02-16",7.545
"33","2007-02-20",7.57
"34","2007-02-21",7.585
"35","2007-02-22",7.585
"36","2007-02-23",7.5
"37","2007-02-26",7.505
"38","2007-02-27",7.4225
"39","2007-02-28",7.5125
"40","2007-03-01",7.375
"41","2007-03-02",7.3775
"42","2007-03-05",7.2575
"43","2007-03-06",7.3275
"44","2007-03-07",7.2625
"45","2007-03-08",7.3025
"46","2007-03-09",7.3025
"47","2007-03-12",7.29
"48","2007-03-13",7.1675
"49","2007-03-14",7.2225
"50","2007-03-15",7.2325
"51","2007-03-16",7.1675
"52","2007-03-19",7.225
"53","2007-03-20",7.2975
"54","2007-03-21",7.3125
"55","2007-03-22",7.3
"56","2007-03-23",7.3
"57","2007-03-26",7.3025
"58","2007-03-27",7.16
"59","2007-03-28",7.15
"60","2007-03-29",7.1625
"61","2007-03-30",7.18
"62","2007-04-02",7.1775
"63","2007-04-03",7.165
"64","2007-04-04",7.01
"65","2007-04-05",7.1575
"66","2007-04-09",6.995
"67","2007-04-10",7.045
"68","2007-04-11",6.9775
"69","2007-04-12",7.2875
"70","2007-04-13",7.39
"71","2007-04-16",7.4975
"72","2007-04-17",7.5875
"73","2007-04-18",7.595
"74","2007-04-19",7.525
"75","2007-04-20",7.675
"76","2007-04-23",7.61
"77","2007-04-24",7.55
"78","2007-04-25",7.55
"79","2007-04-26",7.5375
"80","2007-04-27",7.435
"81","2007-04-30",7.3675
"82","2007-05-01",7.375
"83","2007-05-02",7.4325
"84","2007-05-03",7.3875
"85","2007-05-04",7.3675
"86","2007-05-07",7.455
"87","2007-05-08",7.4025
"88","2007-05-09",7.37
"89","2007-05-10",7.25
"90","2007-05-11",7.2975
"91","2007-05-14",7.215
"92","2007-05-15",7.0975
"93","2007-05-16",7.145
"94","2007-05-17",7.13
"95","2007-05-18",7.1325
"96","2007-05-21",7.275
"97","2007-05-22",7.305
"98","2007-05-23",7.275
"99","2007-05-24",7.26
"100","2007-05-25",7.2675
"101","2007-05-29",7.225
"102","2007-05-30",7.25
"103","2007-05-31",7.18
"104","2007-06-01",7.245
"105","2007-06-04",7.2325
"106","2007-06-05",7.0725
"107","2007-06-06",7.135
"108","2007-06-07",7.0325
"109","2007-06-08",7.1375
"110","2007-06-11",7.0675
"111","2007-06-12",7.0675
"112","2007-06-13",7.1375
"113","2007-06-14",7.21
"114","2007-06-15",7.3775
"115","2007-06-18",7.3375
"116","2007-06-19",7.235
"117","2007-06-20",7.1875
"118","2007-06-21",7.1275
"119","2007-06-22",7.035
"120","2007-06-25",7.065
"121","2007-06-26",7.105
"122","2007-06-27",7.16
"123","2007-06-28",7.0925
"124","2007-06-29",6.9675
"125","2007-07-02",7.07
"126","2007-07-03",7.08
"127","2007-07-05",7.0475
"128","2007-07-06",7.1175
"129","2007-07-09",6.9875
"130","2007-07-10",6.7675
"131","2007-07-11",6.695
"132","2007-07-12",7.08
"133","2007-07-13",7.4125
"134","2007-07-16",7.3775
"135","2007-07-17",7.4825
"136","2007-07-18",7.45
"137","2007-07-19",7.5225
"138","2007-07-20",7.44
"139","2007-07-23",7.5
"140","2007-07-24",7.3125
"141","2007-07-25",7.285
"142","2007-07-26",7.0925
"143","2007-07-27",7.145
"144","2007-07-30",7.1625
"145","2007-07-31",7.0625
"146","2007-08-01",7.0925
"147","2007-08-02",7.135
"148","2007-08-03",6.89
"149","2007-08-06",7.325
"150","2007-08-07",7.3425
"151","2007-08-08",7.4725
"152","2007-08-09",7.3
"153","2007-08-10",7.285
"154","2007-08-13",7.0625
"155","2007-08-14",7.05
"156","2007-08-15",7.085
"157","2007-08-16",7.46
"158","2007-08-17",7.69
"159","2007-08-20",7.8125
"160","2007-08-21",7.9675
"161","2007-08-22",8.005
"162","2007-08-23",7.825
"163","2007-08-24",7.775
"164","2007-08-27",7.745
"165","2007-08-28",7.48
"166","2007-08-29",7.7575
"167","2007-08-30",7.6225
"168","2007-08-31",7.6475
"169","2007-09-04",7.6
"170","2007-09-05",7.5375
"171","2007-09-06",7.66
"172","2007-09-07",7.5675
"173","2007-09-10",7.59
"174","2007-09-11",7.7
"175","2007-09-12",7.68
"176","2007-09-13",7.79
"177","2007-09-14",7.875
"178","2007-09-17",7.89
"179","2007-09-18",8.22
"180","2007-09-19",8.375
"181","2007-09-20",8.215
"182","2007-09-21",8.015
"183","2007-09-24",8.0825
"184","2007-09-25",7.8275
"185","2007-09-26",7.75
"186","2007-09-27",7.6625
"187","2007-09-28",7.6325
"188","2007-10-01",7.8725
"189","2007-10-02",7.995
"190","2007-10-03",7.88
"191","2007-10-04",8.0275
"192","2007-10-05",8.2575
"193","2007-10-08",8.2375
"194","2007-10-09",8.17
"195","2007-10-10",8.0825
"196","2007-10-11",8.005
"197","2007-10-12",8.0225
"198","2007-10-15",7.88
"199","2007-10-16",7.6725
"200","2007-10-17",7.6125
"201","2007-10-18",7.6125
"202","2007-10-19",7.315
"203","2007-10-22",7.4375
"204","2007-10-23",7.365
"205","2007-10-24",7.21
"206","2007-10-25",7.2825
"207","2007-10-26",7.3475
"208","2007-10-29",7.25
"209","2007-10-30",7.15
"210","2007-10-31",7.2375
"211","2007-11-01",6.8825
"212","2007-11-02",6.8575
"213","2007-11-05",6.77
"214","2007-11-06",6.8575
"215","2007-11-07",6.5475
"216","2007-11-08",6.7675
"217","2007-11-09",6.9625
"218","2007-11-12",7.175
"219","2007-11-13",7.375
"220","2007-11-14",7.2
"221","2007-11-15",7.0375
"222","2007-11-16",6.9175
"223","2007-11-19",6.63
"224","2007-11-20",6.715
"225","2007-11-21",6.7425
"226","2007-11-23",7.0275
"227","2007-11-26",6.715
"228","2007-11-27",6.8725
"229","2007-11-28",7.2475
"230","2007-11-29",7.1725
"231","2007-11-30",7.2725
"232","2007-12-03",7.175
"233","2007-12-04",7.0575
"234","2007-12-05",7.235
"235","2007-12-06",7.3175
"236","2007-12-07",7.28
"237","2007-12-10",7.345
"238","2007-12-11",7.1675
"239","2007-12-12",7.22
"240","2007-12-13",7.2525
"241","2007-12-14",6.915
"242","2007-12-17",6.6525
"243","2007-12-18",7.0825
"244","2007-12-19",6.955
"245","2007-12-20",6.88
"246","2007-12-21",7.0375
"247","2007-12-24",7.1875
"248","2007-12-26",7.27
"249","2007-12-27",6.775
"250","2007-12-28",6.6625
"251","2007-12-31",6.55
"252","2008-01-02",6.545
"253","2008-01-03",6.4025
"254","2008-01-04",6.1275
"255","2008-01-07",5.965
"256","2008-01-08",5.55
"257","2008-01-09",5.325
"258","2008-01-10",5.4275
"259","2008-01-11",5.5675
"260","2008-01-14",5.64
"261","2008-01-15",5.455
"262","2008-01-16",5.24
"263","2008-01-17",4.9725
"264","2008-01-18",4.9025
"265","2008-01-22",4.9025
"266","2008-01-23",5.535
"267","2008-01-24",5.5075
"268","2008-01-25",5.5125
"269","2008-01-28",5.6675
"270","2008-01-29",5.755
"271","2008-01-30",6.0175
"272","2008-01-31",6.08
"273","2008-02-01",6.2375
"274","2008-02-04",6.21
"275","2008-02-05",6.1125
"276","2008-02-06",6.02
"277","2008-02-07",6.2475
"278","2008-02-08",6.1725
"279","2008-02-11",6.0975
"280","2008-02-12",6.1375
"281","2008-02-13",6.1875
"282","2008-02-14",5.95
"283","2008-02-15",5.82
"284","2008-02-19",5.79
"285","2008-02-20",5.9925
"286","2008-02-21",5.7925
"287","2008-02-22",5.7875
"288","2008-02-25",5.955
"289","2008-02-26",6.0725
"290","2008-02-27",6.055
"291","2008-02-28",5.9175
"292","2008-02-29",5.9125
"293","2008-03-03",5.7675
"294","2008-03-04",5.695
"295","2008-03-05",5.555
"296","2008-03-06",5.335
"297","2008-03-07",5.385
"298","2008-03-10",5.1725
"299","2008-03-11",5.4375
"300","2008-03-12",5.5675
"301","2008-03-13",5.56
"302","2008-03-14",5.435
"303","2008-03-17",5.3125
"304","2008-03-18",5.54
"305","2008-03-19",5.51
"306","2008-03-20",5.625
"307","2008-03-24",5.9025
"308","2008-03-25",6.0525
"309","2008-03-26",6.14
"310","2008-03-27",6.125
"311","2008-03-28",5.875
"312","2008-03-31",5.975
"313","2008-04-01",6.0625
"314","2008-04-02",6.0425
"315","2008-04-03",5.9725
"316","2008-04-04",5.86
"317","2008-04-07",5.915
"318","2008-04-08",6.0525
"319","2008-04-09",5.9375
"320","2008-04-10",5.9775
"321","2008-04-11",6.09
"322","2008-04-14",6.3075
"323","2008-04-15",6.345
"324","2008-04-16",6.5825
"325","2008-04-17",6.5175
"326","2008-04-18",6.5275
"327","2008-04-21",6.4525
"328","2008-04-22",6.3325
"329","2008-04-23",6.235
"330","2008-04-24",6.4225
"331","2008-04-25",6.4225
"332","2008-04-28",6.39
"333","2008-04-29",6.265
"334","2008-04-30",6.2375
"335","2008-05-01",6.3625
"336","2008-05-02",6.1625
"337","2008-05-05",6.1525
"338","2008-05-06",6.0875
"339","2008-05-07",5.99
"340","2008-05-08",5.9525
"341","2008-05-09",5.9575
"342","2008-05-12",6.1375
"343","2008-05-13",6.27
"344","2008-05-14",6.3425
"345","2008-05-15",6.365
"346","2008-05-16",6.3325
"347","2008-05-19",6.41
"348","2008-05-20",6.245
"349","2008-05-21",6.21
"350","2008-05-22",6.46
"351","2008-05-23",6.43
"352","2008-05-27",6.5
"353","2008-05-28",6.325
"354","2008-05-29",6.2425
"355","2008-05-30",6.0925
"356","2008-06-02",5.97
"357","2008-06-03",5.985
"358","2008-06-04",5.99
"359","2008-06-05",6.025
"360","2008-06-06",5.825
"361","2008-06-09",5.7725
"362","2008-06-10",5.8875
"363","2008-06-11",5.75
"364","2008-06-12",5.72
"365","2008-06-13",5.4875
"366","2008-06-16",5.2425
"367","2008-06-17",4.755
"368","2008-06-18",4.325
"369","2008-06-19",3.9475
"370","2008-06-20",4.47
"371","2008-06-23",4.1225
"372","2008-06-24",4.085
"373","2008-06-25",4.1925
"374","2008-06-26",4.2125
"375","2008-06-27",3.8575
"376","2008-06-30",3.715
"377","2008-07-01",3.8325
"378","2008-07-02",3.8925
"379","2008-07-03",3.9875
"380","2008-07-07",3.535
"381","2008-07-08",3.9675
"382","2008-07-09",4.015
"383","2008-07-10",4.1
"384","2008-07-11",4.5075
"385","2008-07-14",4.3
"386","2008-07-15",4.215
"387","2008-07-16",4.305
"388","2008-07-17",4.825
"389","2008-07-18",4.765
"390","2008-07-21",4.8325
"391","2008-07-22",5.025
"392","2008-07-23",5.1375
"393","2008-07-24",4.97
"394","2008-07-25",5.04
"395","2008-07-28",4.895
"396","2008-07-29",5.1175
"397","2008-07-30",5.16
"398","2008-07-31",5.125
"399","2008-08-01",5.145
"400","2008-08-04",5.1525
"401","2008-08-05",5.1675
"402","2008-08-06",5.3275
"403","2008-08-07",5.2675
"404","2008-08-08",5.3875
"405","2008-08-11",5.905
"406","2008-08-12",5.8575
"407","2008-08-13",5.79
"408","2008-08-14",5.855
"409","2008-08-15",5.84
"410","2008-08-18",5.6425
"411","2008-08-19",5.495
"412","2008-08-20",5.155
"413","2008-08-21",5.0975
"414","2008-08-22",5.1875
"415","2008-08-25",5.2675
"416","2008-08-26",5.3625
"417","2008-08-27",5.385
"418","2008-08-28",5.565
"419","2008-08-29",5.5925
"420","2008-09-02",6.0525
"421","2008-09-03",6.3925
"422","2008-09-04",6.2475
"423","2008-09-05",6.305
"424","2008-09-08",6.775
"425","2008-09-09",6.6975
"426","2008-09-10",6.695
"427","2008-09-11",6.5875
"428","2008-09-12",6.8075
"429","2008-09-15",6.8025
"430","2008-09-16",6.9325
"431","2008-09-17",6.8075
"432","2008-09-18",7.735
"433","2008-09-19",7.725
"434","2008-09-22",6.925
"435","2008-09-23",6.5975
"436","2008-09-24",6.4925
"437","2008-09-25",6.485
"438","2008-09-26",6.5
"439","2008-09-29",6.2525
"440","2008-09-30",6.75
"441","2008-10-01",6.8825
"442","2008-10-02",6.94
"443","2008-10-03",6.985
"444","2008-10-06",7.0225
"445","2008-10-07",6.67
"446","2008-10-08",6.08
"447","2008-10-09",5.2125
"448","2008-10-10",5.9425
"449","2008-10-13",6.255
"450","2008-10-14",6.5725
"451","2008-10-15",6.9075
"452","2008-10-16",7.4975
"453","2008-10-17",7.1425
"454","2008-10-20",7.25
"455","2008-10-21",7.1375
"456","2008-10-22",7.11
"457","2008-10-23",6.9675
"458","2008-10-24",7.065
"459","2008-10-27",7.08
"460","2008-10-28",7.32
"461","2008-10-29",7.455
"462","2008-10-30",7.6125
"463","2008-10-31",7.6
"464","2008-11-03",7.5725
"465","2008-11-04",8.085
"466","2008-11-05",8.09
"467","2008-11-06",7.7275
"468","2008-11-07",7.8125
"469","2008-11-10",7.755
"470","2008-11-11",7.575
"471","2008-11-12",7.355
"472","2008-11-13",7.655
"473","2008-11-14",7.0175
"474","2008-11-17",6.755
"475","2008-11-18",6.495
"476","2008-11-19",6.355
"477","2008-11-20",6.3525
"478","2008-11-21",6.395
"479","2008-11-24",6.59
"480","2008-11-25",6.8375
"481","2008-11-26",6.96
"482","2008-11-28",6.805
"483","2008-12-01",6.1075
"484","2008-12-02",6.4725
"485","2008-12-03",6.5475
"486","2008-12-04",6.4325
"487","2008-12-05",6.95
"488","2008-12-08",7.0125
"489","2008-12-09",6.9025
"490","2008-12-10",6.815
"491","2008-12-11",6.3925
"492","2008-12-12",6.755
"493","2008-12-15",6.48
"494","2008-12-16",6.715
"495","2008-12-17",6.915
"496","2008-12-18",6.76
"497","2008-12-19",6.55
"498","2008-12-22",6.65
"499","2008-12-23",6.6425
"500","2008-12-24",6.645
"501","2008-12-26",6.815
"502","2008-12-29",6.67
"503","2008-12-30",7.0025
"504","2008-12-31",7.41
"505","2009-01-02",7.3725
"506","2009-01-05",7.3225
"507","2009-01-06",7.315
"508","2009-01-07",6.8275
"509","2009-01-08",6.4525
"510","2009-01-09",5.8925
"511","2009-01-12",5.845
"512","2009-01-13",5.925
"513","2009-01-14",5.825
"514","2009-01-15",5.725
"515","2009-01-16",5.3625
"516","2009-01-20",5.1025
"517","2009-01-21",5.66
"518","2009-01-22",5.515
"519","2009-01-23",5.365
"520","2009-01-26",5.3475
"521","2009-01-27",5.495
"522","2009-01-28",5.9075
"523","2009-01-29",5.6025
"524","2009-01-30",5.6725
"525","2009-02-02",5.6875
"526","2009-02-03",5.505
"527","2009-02-04",5.47
"528","2009-02-05",5.755
"529","2009-02-06",5.965
"530","2009-02-09",5.8275
"531","2009-02-10",5.455
"532","2009-02-11",5.55
"533","2009-02-12",5.695
"534","2009-02-13",5.5425
"535","2009-02-17",5.3225
"536","2009-02-18",5.03
"537","2009-02-19",4.8625
"538","2009-02-20",4.705
"539","2009-02-23",4.7475
"540","2009-02-24",4.905
"541","2009-02-25",4.875
"542","2009-02-26",5.18
"543","2009-02-27",5.1875
"544","2009-03-02",5.215
"545","2009-03-03",4.9925
"546","2009-03-04",4.92
"547","2009-03-05",4.5225
"548","2009-03-06",4.2625
"549","2009-03-09",4.29
"550","2009-03-10",4.68
"551","2009-03-11",4.7425
"552","2009-03-12",5.35
"553","2009-03-13",5.33
"554","2009-03-16",5.33
"555","2009-03-17",5.275
"556","2009-03-18",5.5875
"557","2009-03-19",5.585
"558","2009-03-20",5.3225
"559","2009-03-23",5.75
"560","2009-03-24",5.4925
"561","2009-03-25",5.56
"562","2009-03-26",5.795
"563","2009-03-27",5.6925
"564","2009-03-30",5.495
"565","2009-03-31",5.77
"566","2009-04-01",5.95
"567","2009-04-02",5.92
