"","date","OZK"
"568","2009-04-03",5.8275
"569","2009-04-06",5.775
"570","2009-04-07",5.365
"571","2009-04-08",5.2625
"572","2009-04-09",5.6025
"573","2009-04-13",5.96
"574","2009-04-14",6.295
"575","2009-04-15",6.315
"576","2009-04-16",6.3125
"577","2009-04-17",6.37
"578","2009-04-20",6.0875
"579","2009-04-21",6.285
"580","2009-04-22",6.2575
"581","2009-04-23",5.9775
"582","2009-04-24",6.135
"583","2009-04-27",6.04
"584","2009-04-28",6.09
"585","2009-04-29",6.4
"586","2009-04-30",6.2075
"587","2009-05-01",6.1175
"588","2009-05-04",6.2275
"589","2009-05-05",5.8425
"590","2009-05-06",5.97
"591","2009-05-07",6.2325
"592","2009-05-08",6.18
"593","2009-05-11",6.125
"594","2009-05-12",5.985
"595","2009-05-13",5.81
"596","2009-05-14",5.88
"597","2009-05-15",5.8825
"598","2009-05-18",6.29
"599","2009-05-19",6.48
"600","2009-05-20",6.4125
"601","2009-05-21",6.3775
"602","2009-05-22",6.5625
"603","2009-05-26",6.39
"604","2009-05-27",6.3575
"605","2009-05-28",6.375
"606","2009-05-29",6.3225
"607","2009-06-01",6.225
"608","2009-06-02",5.82
"609","2009-06-03",5.775
"610","2009-06-04",5.77
"611","2009-06-05",5.575
"612","2009-06-08",5.3425
"613","2009-06-09",5.32
"614","2009-06-10",5.2
"615","2009-06-11",5.26
"616","2009-06-12",5.2775
"617","2009-06-15",5.2125
"618","2009-06-16",5.0875
"619","2009-06-17",4.9825
"620","2009-06-18",5.06
"621","2009-06-19",5.13
"622","2009-06-22",5.105
"623","2009-06-23",5.14
"624","2009-06-24",5.14
"625","2009-06-25",5.305
"626","2009-06-26",5.415
"627","2009-06-29",5.3625
"628","2009-06-30",5.4075
"629","2009-07-01",5.375
"630","2009-07-02",5.3
"631","2009-07-06",5.3625
"632","2009-07-07",5.3875
"633","2009-07-08",5.47
"634","2009-07-09",5.5275
"635","2009-07-10",5.6075
"636","2009-07-13",5.88
"637","2009-07-14",5.7575
"638","2009-07-15",6.0275
"639","2009-07-16",6.045
"640","2009-07-17",6.125
"641","2009-07-20",6.175
"642","2009-07-21",5.89
"643","2009-07-22",5.8675
"644","2009-07-23",6.08
"645","2009-07-24",6.12
"646","2009-07-27",6.22
"647","2009-07-28",6.4025
"648","2009-07-29",6.305
"649","2009-07-30",6.295
"650","2009-07-31",6.32
"651","2009-08-03",6.4725
"652","2009-08-04",6.4675
"653","2009-08-05",6.3925
"654","2009-08-06",6.5425
"655","2009-08-07",6.69
"656","2009-08-10",6.6625
"657","2009-08-11",6.32
"658","2009-08-12",6.3475
"659","2009-08-13",6.335
"660","2009-08-14",6.19
"661","2009-08-17",5.9925
"662","2009-08-18",5.8775
"663","2009-08-19",6.02
"664","2009-08-20",6.18
"665","2009-08-21",6.4
"666","2009-08-24",6.1825
"667","2009-08-25",6.125
"668","2009-08-26",6.17
"669","2009-08-27",6.065
"670","2009-08-28",6.0575
"671","2009-08-31",6.235
"672","2009-09-01",6.115
"673","2009-09-02",6.0675
"674","2009-09-03",6.0875
"675","2009-09-04",6.205
"676","2009-09-08",6.1525
"677","2009-09-09",6.2575
"678","2009-09-10",6.2675
"679","2009-09-11",6.2525
"680","2009-09-14",6.175
"681","2009-09-15",6.31
"682","2009-09-16",6.5
"683","2009-09-17",6.4125
"684","2009-09-18",6.445
"685","2009-09-21",6.2975
"686","2009-09-22",6.3375
"687","2009-09-23",6.3325
"688","2009-09-24",6.2825
"689","2009-09-25",6.3375
"690","2009-09-28",6.555
"691","2009-09-29",6.5525
"692","2009-09-30",6.6325
"693","2009-10-01",6.4
"694","2009-10-02",6.3075
"695","2009-10-05",6.3575
"696","2009-10-06",6.405
"697","2009-10-07",6.455
"698","2009-10-08",6.4075
"699","2009-10-09",6.6075
"700","2009-10-12",6.74
"701","2009-10-13",6.76
"702","2009-10-14",6.59
"703","2009-10-15",6.2225
"704","2009-10-16",6.105
"705","2009-10-19",6.14
"706","2009-10-20",6.0875
"707","2009-10-21",5.9875
"708","2009-10-22",6.0625
"709","2009-10-23",5.9375
"710","2009-10-26",5.995
"711","2009-10-27",5.85
"712","2009-10-28",5.72
"713","2009-10-29",5.6875
"714","2009-10-30",5.6875
"715","2009-11-02",5.6375
"716","2009-11-03",5.71
"717","2009-11-04",5.5925
"718","2009-11-05",6.2875
"719","2009-11-06",6.3575
"720","2009-11-09",6.3625
"721","2009-11-10",6.3275
"722","2009-11-11",6.4525
"723","2009-11-12",6.3275
"724","2009-11-13",6.245
"725","2009-11-16",6.565
"726","2009-11-17",6.6275
"727","2009-11-18",6.87
"728","2009-11-19",6.6075
"729","2009-11-20",6.635
"730","2009-11-23",6.7375
"731","2009-11-24",6.7375
"732","2009-11-25",6.695
"733","2009-11-27",6.575
"734","2009-11-30",6.645
"735","2009-12-01",6.495
"736","2009-12-02",6.605
"737","2009-12-03",6.415
"738","2009-12-04",6.555
"739","2009-12-07",6.5925
"740","2009-12-08",6.65
"741","2009-12-09",6.6375
"742","2009-12-10",6.6275
"743","2009-12-11",6.6875
"744","2009-12-14",6.8825
"745","2009-12-15",6.8
"746","2009-12-16",6.78
"747","2009-12-17",6.79
"748","2009-12-18",7
"749","2009-12-21",7.0225
"750","2009-12-22",7.1475
"751","2009-12-23",7.36
"752","2009-12-24",7.405
"753","2009-12-28",7.4425
"754","2009-12-29",7.445
"755","2009-12-30",7.245
"756","2009-12-31",7.3175
"757","2010-01-04",7.395
"758","2010-01-05",7.3075
"759","2010-01-06",7.165
"760","2010-01-07",7.4125
"761","2010-01-08",7.475
"762","2010-01-11",7.415
"763","2010-01-12",7.3825
"764","2010-01-13",7.495
"765","2010-01-14",7.6975
"766","2010-01-15",7.405
"767","2010-01-19",7.545
"768","2010-01-20",7.5475
"769","2010-01-21",7.615
"770","2010-01-22",7.6
"771","2010-01-25",7.41
"772","2010-01-26",7.2825
"773","2010-01-27",7.3975
"774","2010-01-28",7.3625
"775","2010-01-29",7.4075
"776","2010-02-01",7.3975
"777","2010-02-02",7.375
"778","2010-02-03",7.3375
"779","2010-02-04",7.275
"780","2010-02-05",7.425
"781","2010-02-08",7.285
"782","2010-02-09",7.35
"783","2010-02-10",7.3375
"784","2010-02-11",7.2875
"785","2010-02-12",7.3125
"786","2010-02-16",7.335
"787","2010-02-17",7.25
"788","2010-02-18",7.37
"789","2010-02-19",7.4
"790","2010-02-22",7.4775
"791","2010-02-23",7.58
"792","2010-02-24",7.6525
"793","2010-02-25",7.7025
"794","2010-02-26",7.68
"795","2010-03-01",7.99
"796","2010-03-02",8.0875
"797","2010-03-03",8.16
"798","2010-03-04",8.195
"799","2010-03-05",8.3475
"800","2010-03-08",8.24
"801","2010-03-09",8.045
"802","2010-03-10",8.1475
"803","2010-03-11",8.2375
"804","2010-03-12",8.29
"805","2010-03-15",8.3425
"806","2010-03-16",8.3675
"807","2010-03-17",8.6225
"808","2010-03-18",8.4525
"809","2010-03-19",8.615
"810","2010-03-22",8.5975
"811","2010-03-23",8.6
"812","2010-03-24",8.4725
"813","2010-03-25",8.44
"814","2010-03-26",8.4225
"815","2010-03-29",8.6875
"816","2010-03-30",8.8875
"817","2010-03-31",8.7975
"818","2010-04-01",8.7375
"819","2010-04-05",8.8775
"820","2010-04-06",9.26
"821","2010-04-07",9.285
"822","2010-04-08",9.2575
"823","2010-04-09",9.245
"824","2010-04-12",9.3
"825","2010-04-13",9.2975
"826","2010-04-14",9.425
"827","2010-04-15",9.44
"828","2010-04-16",9.3825
"829","2010-04-19",9.3625
"830","2010-04-20",9.4925
"831","2010-04-21",9.575
"832","2010-04-22",9.5675
"833","2010-04-23",9.655
"834","2010-04-26",9.29
"835","2010-04-27",9.16
"836","2010-04-28",9.0225
"837","2010-04-29",9.875
"838","2010-04-30",9.6175
"839","2010-05-03",9.625
"840","2010-05-04",9.36
"841","2010-05-05",9.29
"842","2010-05-06",8.9125
"843","2010-05-07",8.8725
"844","2010-05-10",9.2125
"845","2010-05-11",9.2225
"846","2010-05-12",9.2475
"847","2010-05-13",9.4325
"848","2010-05-14",9.305
"849","2010-05-17",9.3
"850","2010-05-18",9.2275
"851","2010-05-19",9.2
"852","2010-05-20",8.765
"853","2010-05-21",8.8675
"854","2010-05-24",8.65
"855","2010-05-25",8.55
"856","2010-05-26",8.5575
"857","2010-05-27",8.885
"858","2010-05-28",8.8225
"859","2010-06-01",8.6975
"860","2010-06-02",8.96
"861","2010-06-03",8.98
"862","2010-06-04",8.5475
"863","2010-06-07",8.415
"864","2010-06-08",8.5975
"865","2010-06-09",8.6275
"866","2010-06-10",8.8775
"867","2010-06-11",9.0375
"868","2010-06-14",9.16
"869","2010-06-15",9.1925
"870","2010-06-16",9.2475
"871","2010-06-17",9.175
"872","2010-06-18",9.1825
"873","2010-06-21",9.045
"874","2010-06-22",8.955
"875","2010-06-23",9.03
"876","2010-06-24",9.0575
"877","2010-06-25",9.1775
"878","2010-06-28",9.23
"879","2010-06-29",8.96
"880","2010-06-30",8.8675
"881","2010-07-01",8.7075
"882","2010-07-02",8.6025
"883","2010-07-06",8.6825
"884","2010-07-07",8.9625
"885","2010-07-08",8.9725
"886","2010-07-09",9.12
"887","2010-07-12",9.2625
"888","2010-07-13",9.5
"889","2010-07-14",9.49
"890","2010-07-15",9.345
"891","2010-07-16",8.9475
"892","2010-07-19",9.1675
"893","2010-07-20",9.2325
"894","2010-07-21",8.9575
"895","2010-07-22",9.245
"896","2010-07-23",9.4725
"897","2010-07-26",9.6325
"898","2010-07-27",9.6725
"899","2010-07-28",9.3675
"900","2010-07-29",9.4225
"901","2010-07-30",9.3625
"902","2010-08-02",9.48
"903","2010-08-03",9.495
"904","2010-08-04",9.7575
"905","2010-08-05",9.74
"906","2010-08-06",9.7275
"907","2010-08-09",9.835
"908","2010-08-10",9.635
"909","2010-08-11",9.21
"910","2010-08-12",9.205
"911","2010-08-13",9.0575
"912","2010-08-16",9.205
"913","2010-08-17",9.295
"914","2010-08-18",9.3025
"915","2010-08-19",8.9425
"916","2010-08-20",8.885
"917","2010-08-23",8.77
"918","2010-08-24",8.935
"919","2010-08-25",9.1975
"920","2010-08-26",9.2125
"921","2010-08-27",9.315
"922","2010-08-30",9.0675
"923","2010-08-31",9.185
"924","2010-09-01",9.4375
"925","2010-09-02",9.4825
"926","2010-09-03",9.41
"927","2010-09-07",9.2125
"928","2010-09-08",9.2175
"929","2010-09-09",9.2425
"930","2010-09-10",9.1525
"931","2010-09-13",9.35
"932","2010-09-14",9.2225
"933","2010-09-15",9.205
"934","2010-09-16",9.0625
"935","2010-09-17",8.9975
"936","2010-09-20",9.075
"937","2010-09-21",8.97
"938","2010-09-22",8.88
"939","2010-09-23",8.8625
"940","2010-09-24",9.1275
"941","2010-09-27",9.1275
"942","2010-09-28",9.215
"943","2010-09-29",9.2575
"944","2010-09-30",9.2725
"945","2010-10-01",9.2725
"946","2010-10-04",9.345
"947","2010-10-05",9.6675
"948","2010-10-06",9.615
"949","2010-10-07",9.56
"950","2010-10-08",9.5825
"951","2010-10-11",9.5275
"952","2010-10-12",9.3425
"953","2010-10-13",9.495
"954","2010-10-14",9.4725
"955","2010-10-15",9.3075
"956","2010-10-18",9.48
"957","2010-10-19",9.435
"958","2010-10-20",9.46
"959","2010-10-21",9.445
"960","2010-10-22",9.4
"961","2010-10-25",9.4875
"962","2010-10-26",9.455
"963","2010-10-27",9.46
"964","2010-10-28",9.455
"965","2010-10-29",9.5025
