"","date","GVP"
"313","2008-04-01",8.38
"314","2008-04-02",8.32
"315","2008-04-03",8.08
"316","2008-04-04",8.24
"317","2008-04-07",8.29
"318","2008-04-08",7.99
"319","2008-04-09",8.36
"320","2008-04-10",8.42
"321","2008-04-11",8.45
"322","2008-04-14",8.65
"323","2008-04-15",8.65
"324","2008-04-16",8.84
"325","2008-04-17",8.61
"326","2008-04-18",8.51
"327","2008-04-21",8.46
"328","2008-04-22",8.52
"329","2008-04-23",8.3
"330","2008-04-24",8.47
"331","2008-04-25",8.37
"332","2008-04-28",8
"333","2008-04-29",7.95
"334","2008-04-30",8.2
"335","2008-05-01",7.8
"336","2008-05-02",7.45
"337","2008-05-05",7.08
"338","2008-05-06",7.4
"339","2008-05-07",7.3
"340","2008-05-08",7.59
"341","2008-05-09",7.31
"342","2008-05-12",7.6
"343","2008-05-13",7.42
"344","2008-05-14",7.4
"345","2008-05-15",7.3
"346","2008-05-16",7.64
"347","2008-05-19",7.85
"348","2008-05-20",7.71
"349","2008-05-21",7.75
"350","2008-05-22",8.29
"351","2008-05-23",8.07
"352","2008-05-27",8.24
"353","2008-05-28",8.29
"354","2008-05-29",8.34
"355","2008-05-30",8.6
"356","2008-06-02",8.17
"357","2008-06-03",8.28
"358","2008-06-04",8.1
"359","2008-06-05",8.18
"360","2008-06-06",8.1
"361","2008-06-09",7.86
"362","2008-06-10",7.75
"363","2008-06-11",8
"364","2008-06-12",7.93
"365","2008-06-13",8.3
"366","2008-06-16",8.37
"367","2008-06-17",8.37
"368","2008-06-18",8.27
"369","2008-06-19",8.77
"370","2008-06-20",8.2
"371","2008-06-23",8.01
"372","2008-06-24",8.66
"373","2008-06-25",8.64
"374","2008-06-26",9.03
"375","2008-06-27",9.22
"376","2008-06-30",8.91
"377","2008-07-01",8.95
"378","2008-07-02",8.7
"379","2008-07-03",8.75
"380","2008-07-07",8.7
"381","2008-07-08",8.5
"382","2008-07-09",8.52
"383","2008-07-10",8.6
"384","2008-07-11",8.8
"385","2008-07-14",8.63
"386","2008-07-15",8.86
"387","2008-07-16",8.91
"388","2008-07-17",9
"389","2008-07-18",9.2
"390","2008-07-21",9
"391","2008-07-22",8.98
"392","2008-07-23",8.8
"393","2008-07-24",8.76
"394","2008-07-25",8.6
"395","2008-07-28",8.6
"396","2008-07-29",8.6
"397","2008-07-30",8.27
"398","2008-07-31",8.6
"399","2008-08-01",8.61
"400","2008-08-04",8.6
"401","2008-08-05",8.41
"402","2008-08-06",8.52
"403","2008-08-07",8.39
"404","2008-08-08",8.1
"405","2008-08-11",7.5
"406","2008-08-12",7.79
"407","2008-08-13",7.38
"408","2008-08-14",7.64
"409","2008-08-15",8.15
"410","2008-08-18",7.64
"411","2008-08-19",7.3
"412","2008-08-20",7.4
"413","2008-08-21",7.35
"414","2008-08-22",7.44
"415","2008-08-25",7.81
"416","2008-08-26",7.6
"417","2008-08-27",7.6
"418","2008-08-28",7.83
"419","2008-08-29",8.05
"420","2008-09-02",7.65
"421","2008-09-03",7.85
"422","2008-09-04",7.72
"423","2008-09-05",7.95
"424","2008-09-08",7.46
"425","2008-09-09",7.16
"426","2008-09-10",7.3
"427","2008-09-11",7.2
"428","2008-09-12",7.17
"429","2008-09-15",7.18
"430","2008-09-16",7.1
"431","2008-09-17",7
"432","2008-09-18",7.05
"433","2008-09-19",6.95
"434","2008-09-22",6.93
"435","2008-09-23",6.9
"436","2008-09-24",7.05
"437","2008-09-25",6.9
"438","2008-09-26",7.15
"439","2008-09-29",6.95
"440","2008-09-30",7
"441","2008-10-01",6.99
"442","2008-10-02",6.85
"443","2008-10-03",6.75
"444","2008-10-06",6.35
"445","2008-10-07",6.14
"446","2008-10-08",6.3
"447","2008-10-09",6.25
"448","2008-10-10",6.45
"449","2008-10-13",6.22
"450","2008-10-14",6.02
"451","2008-10-15",5.99
"452","2008-10-16",5.8
"453","2008-10-17",5.97
"454","2008-10-20",6.05
"455","2008-10-21",6.1
"456","2008-10-22",5.97
"457","2008-10-23",5.95
"458","2008-10-24",5.75
"459","2008-10-27",5.7
"460","2008-10-28",5.67
"461","2008-10-29",5.72
"462","2008-10-30",5.85
"463","2008-10-31",6.01
"464","2008-11-03",6
"465","2008-11-04",6.25
"466","2008-11-05",5.78
"467","2008-11-06",5.64
"468","2008-11-07",5.35
"469","2008-11-10",5.2
"470","2008-11-11",5.05
"471","2008-11-12",5.15
"472","2008-11-13",5.16
"473","2008-11-14",5.4
"474","2008-11-17",5.1
"475","2008-11-18",5.5
"476","2008-11-19",4.92
"477","2008-11-20",4.78
"478","2008-11-21",4.85
"479","2008-11-24",4.93
"480","2008-11-25",4.8
"481","2008-11-26",5.14
"482","2008-11-28",5.32
"483","2008-12-01",4.99
"484","2008-12-02",4.89
"485","2008-12-03",4.99
"486","2008-12-04",5.06
"487","2008-12-05",4.97
"488","2008-12-08",5.04
"489","2008-12-09",5
"490","2008-12-10",5
"491","2008-12-11",4.75
"492","2008-12-12",4.71
"493","2008-12-15",4.89
"494","2008-12-16",5
"495","2008-12-17",5.46
"496","2008-12-18",5.31
"497","2008-12-19",5.45
"498","2008-12-22",5.46
"499","2008-12-23",5
"500","2008-12-24",4.85
"501","2008-12-26",4.8
"502","2008-12-29",4.75
"503","2008-12-30",5.15
"504","2008-12-31",5.9
"505","2009-01-02",5.9
"506","2009-01-05",5.74
"507","2009-01-06",6.04
"508","2009-01-07",5.95
"509","2009-01-08",6.2
"510","2009-01-09",6.34
"511","2009-01-12",6.57
"512","2009-01-13",6.54
"513","2009-01-14",6.88
"514","2009-01-15",6.57
"515","2009-01-16",6.7
"516","2009-01-20",6.37
"517","2009-01-21",6.5
"518","2009-01-22",6.44
"519","2009-01-23",6.45
"520","2009-01-26",6.4
"521","2009-01-27",6.47
"522","2009-01-28",6.3
"523","2009-01-29",6.06
"524","2009-01-30",6.04
"525","2009-02-02",6.03
"526","2009-02-03",6
"527","2009-02-04",6
"528","2009-02-05",6.1
"529","2009-02-06",6.66
"530","2009-02-09",6.71
"531","2009-02-10",6.23
"532","2009-02-11",6.23
"533","2009-02-12",6.07
"534","2009-02-13",6.37
"535","2009-02-17",6
"536","2009-02-18",6
"537","2009-02-19",5.75
"538","2009-02-20",5.39
"539","2009-02-23",5.07
"540","2009-02-24",5.1
"541","2009-02-25",4.79
"542","2009-02-26",5.25
"543","2009-02-27",5.28
"544","2009-03-02",4.85
"545","2009-03-03",4.75
"546","2009-03-04",4.73
"547","2009-03-05",4.85
"548","2009-03-06",4.74
"549","2009-03-09",4.67
"550","2009-03-10",4.72
"551","2009-03-11",4.7
"552","2009-03-12",5.38
"553","2009-03-13",5.31
"554","2009-03-16",5.25
"555","2009-03-17",4.94
"556","2009-03-18",5.15
"557","2009-03-19",5.18
"558","2009-03-20",5.2
"559","2009-03-23",5.34
"560","2009-03-24",5.3
"561","2009-03-25",5.58
"562","2009-03-26",5.95
"563","2009-03-27",5.89
"564","2009-03-30",5.89
"565","2009-03-31",5.95
"566","2009-04-01",5.87
"567","2009-04-02",5.94
"568","2009-04-03",6.1
"569","2009-04-06",5.92
"570","2009-04-07",5.92
"571","2009-04-08",5.96
"572","2009-04-09",6
"573","2009-04-13",5.96
"574","2009-04-14",5.89
"575","2009-04-15",5.63
"576","2009-04-16",5.85
"577","2009-04-17",5.78
"578","2009-04-20",5.8
"579","2009-04-21",5.36
"580","2009-04-22",5.08
"581","2009-04-23",5.3
"582","2009-04-24",5.15
"583","2009-04-27",4.96
"584","2009-04-28",4.99
"585","2009-04-29",5.02
"586","2009-04-30",5.14
"587","2009-05-01",5.19
"588","2009-05-04",5.41
"589","2009-05-05",5.54
"590","2009-05-06",5.43
"591","2009-05-07",4.96
"592","2009-05-08",5.15
"593","2009-05-11",5.33
"594","2009-05-12",5.1
"595","2009-05-13",5.14
"596","2009-05-14",5.2
"597","2009-05-15",5.33
"598","2009-05-18",5.85
"599","2009-05-19",5.53
"600","2009-05-20",5.64
"601","2009-05-21",5.49
"602","2009-05-22",5.5
"603","2009-05-26",5.2
"604","2009-05-27",5.44
"605","2009-05-28",5.25
"606","2009-05-29",5.41
"607","2009-06-01",5.43
"608","2009-06-02",5.26
"609","2009-06-03",5.32
"610","2009-06-04",5.4
"611","2009-06-05",5.44
"612","2009-06-08",5.53
"613","2009-06-09",5.8
"614","2009-06-10",5.5
"615","2009-06-11",5.83
"616","2009-06-12",5.85
"617","2009-06-15",5.81
"618","2009-06-16",5.74
"619","2009-06-17",6
"620","2009-06-18",5.92
"621","2009-06-19",6.1
"622","2009-06-22",5.9
"623","2009-06-23",5.91
"624","2009-06-24",5.98
"625","2009-06-25",6.19
"626","2009-06-26",6.59
"627","2009-06-29",5.95
"628","2009-06-30",6.75
"629","2009-07-01",6.85
"630","2009-07-02",6.87
"631","2009-07-06",6.83
"632","2009-07-07",6.73
"633","2009-07-08",6.69
"634","2009-07-09",6.53
"635","2009-07-10",6.53
"636","2009-07-13",6.89
"637","2009-07-14",6.77
"638","2009-07-15",6.89
"639","2009-07-16",7.05
"640","2009-07-17",7
"641","2009-07-20",6.96
"642","2009-07-21",6.98
"643","2009-07-22",7.07
"644","2009-07-23",7.23
"645","2009-07-24",7.35
"646","2009-07-27",7.25
"647","2009-07-28",7.23
"648","2009-07-29",7.3
"649","2009-07-30",7.66
"650","2009-07-31",7.85
"651","2009-08-03",7.87
"652","2009-08-04",8.09
"653","2009-08-05",8
"654","2009-08-06",7.52
"655","2009-08-07",7.65
"656","2009-08-10",7.61
"657","2009-08-11",7.51
"658","2009-08-12",7.56
"659","2009-08-13",7.42
"660","2009-08-14",7.02
"661","2009-08-17",6.79
"662","2009-08-18",6.97
"663","2009-08-19",6.94
"664","2009-08-20",7.27
"665","2009-08-21",7.25
"666","2009-08-24",7.18
"667","2009-08-25",7.25
"668","2009-08-26",7.02
"669","2009-08-27",6.9
"670","2009-08-28",6.75
"671","2009-08-31",6.57
"672","2009-09-01",5.85
"673","2009-09-02",5.99
"674","2009-09-03",6
"675","2009-09-04",6.18
"676","2009-09-08",5.98
"677","2009-09-09",6.03
"678","2009-09-10",6.09
"679","2009-09-11",6
"680","2009-09-14",5.96
"681","2009-09-15",5.98
"682","2009-09-16",5.97
"683","2009-09-17",6
"684","2009-09-18",6.01
"685","2009-09-21",6.2
"686","2009-09-22",6.06
"687","2009-09-23",6.09
"688","2009-09-24",6.19
"689","2009-09-25",6.19
"690","2009-09-28",6.47
"691","2009-09-29",6.52
"692","2009-09-30",6.22
"693","2009-10-01",5.98
"694","2009-10-02",5.93
"695","2009-10-05",6
"696","2009-10-06",6.11
"697","2009-10-07",6.18
"698","2009-10-08",6.28
"699","2009-10-09",6.22
"700","2009-10-12",6.07
"701","2009-10-13",6.04
"702","2009-10-14",5.96
"703","2009-10-15",5.98
"704","2009-10-16",5.56
"705","2009-10-19",5.67
"706","2009-10-20",5.67
"707","2009-10-21",5.64
"708","2009-10-22",5.79
"709","2009-10-23",5.65
"710","2009-10-26",5.7
"711","2009-10-27",5.75
"712","2009-10-28",5.88
"713","2009-10-29",5.99
"714","2009-10-30",6.02
"715","2009-11-02",5.79
"716","2009-11-03",5.64
"717","2009-11-04",5.44
"718","2009-11-05",5.27
"719","2009-11-06",5.2
"720","2009-11-09",5.48
"721","2009-11-10",5.16
"722","2009-11-11",5.07
"723","2009-11-12",5.02
"724","2009-11-13",5.17
"725","2009-11-16",5.14
"726","2009-11-17",5.07
"727","2009-11-18",4.94
"728","2009-11-19",4.75
"729","2009-11-20",4.75
"730","2009-11-23",4.57
"731","2009-11-24",4.76
"732","2009-11-25",4.83
"733","2009-11-27",4.6
"734","2009-11-30",4.76
"735","2009-12-01",4.8
"736","2009-12-02",4.82
"737","2009-12-03",4.75
"738","2009-12-04",4.81
"739","2009-12-07",4.86
"740","2009-12-08",4.72
"741","2009-12-09",4.65
"742","2009-12-10",4.58
"743","2009-12-11",4.51
"744","2009-12-14",4.51
"745","2009-12-15",4.35
"746","2009-12-16",4.6
"747","2009-12-17",4.85
"748","2009-12-18",4.81
"749","2009-12-21",5.01
"750","2009-12-22",4.98
"751","2009-12-23",5.25
"752","2009-12-24",5.43
"753","2009-12-28",5.48
"754","2009-12-29",5.4
"755","2009-12-30",5.48
"756","2009-12-31",5.48
"757","2010-01-04",5.47
"758","2010-01-05",5.48
"759","2010-01-06",5.34
"760","2010-01-07",5.3
"761","2010-01-08",5.35
"762","2010-01-11",5.14
"763","2010-01-12",5.04
"764","2010-01-13",5.36
"765","2010-01-14",5.38
"766","2010-01-15",5.45
"767","2010-01-19",5.52
"768","2010-01-20",5.22
"769","2010-01-21",5.24
"770","2010-01-22",4.95
"771","2010-01-25",4.77
"772","2010-01-26",4.76
"773","2010-01-27",4.81
"774","2010-01-28",4.93
"775","2010-01-29",5.23
"776","2010-02-01",5.3
"777","2010-02-02",5.24
"778","2010-02-03",5.24
"779","2010-02-04",5
"780","2010-02-05",5.07
"781","2010-02-08",5.02
"782","2010-02-09",5.15
"783","2010-02-10",5.05
"784","2010-02-11",5.42
"785","2010-02-12",5.43
"786","2010-02-16",5.6
"787","2010-02-17",5.77
"788","2010-02-18",5.86
"789","2010-02-19",5.72
"790","2010-02-22",5.81
"791","2010-02-23",5.85
"792","2010-02-24",5.78
"793","2010-02-25",5.66
"794","2010-02-26",5.72
"795","2010-03-01",5.72
"796","2010-03-02",5.72
"797","2010-03-03",5.93
"798","2010-03-04",5.9
"799","2010-03-05",5.98
"800","2010-03-08",5.91
"801","2010-03-09",5.8
"802","2010-03-10",5.78
"803","2010-03-11",5.78
"804","2010-03-12",5.3
"805","2010-03-15",5.41
"806","2010-03-16",5.45
"807","2010-03-17",5.4
"808","2010-03-18",5.4
"809","2010-03-19",5.28
"810","2010-03-22",5.46
"811","2010-03-23",5.43
"812","2010-03-24",5.39
"813","2010-03-25",5.29
"814","2010-03-26",5.44
"815","2010-03-29",5.37
"816","2010-03-30",5.51
"817","2010-03-31",5.41
"818","2010-04-01",5.68
"819","2010-04-05",5.73
"820","2010-04-06",5.63
"821","2010-04-07",5.67
"822","2010-04-08",5.63
"823","2010-04-09",5.65
"824","2010-04-12",5.48
"825","2010-04-13",5.58
"826","2010-04-14",5.63
"827","2010-04-15",5.64
"828","2010-04-16",5.6
"829","2010-04-19",5.47
"830","2010-04-20",5.7
"831","2010-04-21",5.7
"832","2010-04-22",5.72
"833","2010-04-23",5.68
"834","2010-04-26",5.69
"835","2010-04-27",5.64
"836","2010-04-28",5.68
"837","2010-04-29",5.7
"838","2010-04-30",5.6
"839","2010-05-03",5.57
"840","2010-05-04",5.48
"841","2010-05-05",5.31
"842","2010-05-06",5.15
"843","2010-05-07",5.29
"844","2010-05-10",5.33
"845","2010-05-11",5.15
"846","2010-05-12",5.09
"847","2010-05-13",5.07
"848","2010-05-14",4.97
"849","2010-05-17",5.11
"850","2010-05-18",5
"851","2010-05-19",4.81
"852","2010-05-20",4.58
"853","2010-05-21",4.63
"854","2010-05-24",4.47
"855","2010-05-25",4.45
"856","2010-05-26",4.55
"857","2010-05-27",4.69
"858","2010-05-28",4.91
"859","2010-06-01",4.8
"860","2010-06-02",5.01
"861","2010-06-03",4.97
"862","2010-06-04",4.72
"863","2010-06-07",4.55
"864","2010-06-08",4.38
"865","2010-06-09",4.51
"866","2010-06-10",4.62
"867","2010-06-11",4.71
"868","2010-06-14",4.71
"869","2010-06-15",4.73
"870","2010-06-16",4.72
"871","2010-06-17",4.8
"872","2010-06-18",4.72
"873","2010-06-21",4.59
"874","2010-06-22",4.46
"875","2010-06-23",4.43
"876","2010-06-24",4.22
"877","2010-06-25",4.17
"878","2010-06-28",4.27
"879","2010-06-29",4.07
"880","2010-06-30",4.06
"881","2010-07-01",4.08
"882","2010-07-02",4.05
"883","2010-07-06",3.89
"884","2010-07-07",3.7
"885","2010-07-08",3.7
"886","2010-07-09",3.68
"887","2010-07-12",3.87
"888","2010-07-13",4.03
"889","2010-07-14",3.83
"890","2010-07-15",3.78
"891","2010-07-16",3.76
"892","2010-07-19",3.76
"893","2010-07-20",3.72
"894","2010-07-21",3.73
"895","2010-07-22",3.77
"896","2010-07-23",3.79
"897","2010-07-26",3.83
"898","2010-07-27",3.76
"899","2010-07-28",3.89
"900","2010-07-29",3.96
"901","2010-07-30",4.03
"902","2010-08-02",4.13
"903","2010-08-03",4.01
"904","2010-08-04",4.09
"905","2010-08-05",4.05
"906","2010-08-06",4.1
"907","2010-08-09",4.04
"908","2010-08-10",4.08
"909","2010-08-11",3.89
"910","2010-08-12",3.82
"911","2010-08-13",3.84
"912","2010-08-16",3.79
"913","2010-08-17",3.79
"914","2010-08-18",3.8
"915","2010-08-19",3.78
"916","2010-08-20",3.78
"917","2010-08-23",3.8
"918","2010-08-24",3.71
"919","2010-08-25",3.64
"920","2010-08-26",3.66
"921","2010-08-27",3.8
"922","2010-08-30",3.7
"923","2010-08-31",3.65
"924","2010-09-01",3.75
"925","2010-09-02",3.78
"926","2010-09-03",3.8
"927","2010-09-07",3.72
"928","2010-09-08",3.71
"929","2010-09-09",3.7
"930","2010-09-10",3.72
"931","2010-09-13",3.67
"932","2010-09-14",3.66
"933","2010-09-15",3.6
"934","2010-09-16",3.57
"935","2010-09-17",3.72
"936","2010-09-20",3.75
"937","2010-09-21",3.79
"938","2010-09-22",3.72
"939","2010-09-23",3.64
"940","2010-09-24",3.6
"941","2010-09-27",3.47
"942","2010-09-28",3.5
"943","2010-09-29",3.48
"944","2010-09-30",3.35
"945","2010-10-01",3.36
"946","2010-10-04",3.29
"947","2010-10-05",3.21
"948","2010-10-06",3.37
"949","2010-10-07",3.32
"950","2010-10-08",3.45
"951","2010-10-11",3.42
"952","2010-10-12",3.52
"953","2010-10-13",3.48
"954","2010-10-14",3.4
"955","2010-10-15",3.52
"956","2010-10-18",3.61
"957","2010-10-19",3.55
"958","2010-10-20",3.54
"959","2010-10-21",3.52
"960","2010-10-22",3.49
"961","2010-10-25",3.48
"962","2010-10-26",3.52
"963","2010-10-27",3.5
"964","2010-10-28",3.4
"965","2010-10-29",3.58
"966","2010-11-01",3.54
"967","2010-11-02",3.52
"968","2010-11-03",3.55
"969","2010-11-04",3.71
"970","2010-11-05",3.62
"971","2010-11-08",3.66
"972","2010-11-09",3.69
"973","2010-11-10",3.48
"974","2010-11-11",3.52
"975","2010-11-12",3.55
"976","2010-11-15",3.59
"977","2010-11-16",3.62
"978","2010-11-17",3.61
"979","2010-11-18",3.53
"980","2010-11-19",3.5
"981","2010-11-22",3.45
"982","2010-11-23",3.41
"983","2010-11-24",3.44
"984","2010-11-26",3.4
"985","2010-11-29",3.44
"986","2010-11-30",3.45
"987","2010-12-01",3.47
"988","2010-12-02",3.57
"989","2010-12-03",3.59
"990","2010-12-06",3.57
"991","2010-12-07",3.49
"992","2010-12-08",3.43
"993","2010-12-09",3.39
"994","2010-12-10",3.36
"995","2010-12-13",3.34
"996","2010-12-14",3.35
"997","2010-12-15",3.34
"998","2010-12-16",3.35
"999","2010-12-17",3.29
"1000","2010-12-20",3.24
"1001","2010-12-21",3.28
"1002","2010-12-22",3.32
"1003","2010-12-23",3.52
"1004","2010-12-27",3.4
