"","date","NBRV"
"239","2016-08-29",7.49
"240","2016-08-30",7.64
"241","2016-08-31",7.98
"242","2016-09-01",7.77
"243","2016-09-02",7.63
"244","2016-09-06",8.04
"245","2016-09-07",7.92
"246","2016-09-08",8.22
"247","2016-09-09",8.44
"248","2016-09-12",7.89
"249","2016-09-13",7.89
"250","2016-09-14",7.749
"251","2016-09-15",7.42
"252","2016-09-16",7.5
"253","2016-09-19",7.21
"254","2016-09-20",7.16
"255","2016-09-21",7.29
"256","2016-09-22",7.24
"257","2016-09-23",7.329
"258","2016-09-26",7.23
"259","2016-09-27",7.35
"260","2016-09-28",7.25
"261","2016-09-29",7.05
"262","2016-09-30",7.05
"263","2016-10-03",7.07
"264","2016-10-04",7.15
"265","2016-10-05",7.24
"266","2016-10-06",7.16
"267","2016-10-07",7.101
"268","2016-10-10",7.01
"269","2016-10-11",6.94
"270","2016-10-12",6.91
"271","2016-10-13",6.84
"272","2016-10-14",6.91
"273","2016-10-17",6.59
"274","2016-10-18",6.35
"275","2016-10-19",6.34
"276","2016-10-20",6.54
"277","2016-10-21",6.35
"278","2016-10-24",5.91
"279","2016-10-25",6.26
"280","2016-10-26",5.91
"281","2016-10-27",5.94
"282","2016-10-28",6.01
"283","2016-10-31",5.73
"284","2016-11-01",5.5
"285","2016-11-02",5.49
"286","2016-11-03",4.98
"287","2016-11-04",4.75
"288","2016-11-07",4.5
"289","2016-11-08",4.35
"290","2016-11-09",4.34
"291","2016-11-10",4.5
"292","2016-11-11",4.54
"293","2016-11-14",4.98
"294","2016-11-15",4.44
"295","2016-11-16",4.19
"296","2016-11-17",4
"297","2016-11-18",4.25
"298","2016-11-21",4.09
"299","2016-11-22",4.08
"300","2016-11-23",4.22
"301","2016-11-25",4.2
"302","2016-11-28",4.25
"303","2016-11-29",4.01
"304","2016-11-30",4.06
"305","2016-12-01",4.17
"306","2016-12-02",4.061
"307","2016-12-05",4.1
"308","2016-12-06",4.22
"309","2016-12-07",4.31
"310","2016-12-08",4.61
"311","2016-12-09",4.65
"312","2016-12-12",4.667
"313","2016-12-13",4.84
"314","2016-12-14",4.85
"315","2016-12-15",5.15
"316","2016-12-16",5.13
"317","2016-12-19",5.22
"318","2016-12-20",5.03
"319","2016-12-21",5.09
"320","2016-12-22",5.23
"321","2016-12-23",5.26
"322","2016-12-27",5.28
"323","2016-12-28",5.41
"324","2016-12-29",5.35
"325","2016-12-30",5.96
"326","2017-01-03",6.29
"327","2017-01-04",6.28
"328","2017-01-05",6.66
"329","2017-01-06",6.66
"330","2017-01-09",7.6
"331","2017-01-10",7.7
"332","2017-01-11",7.83
"333","2017-01-12",7.67
"334","2017-01-13",7.82
"335","2017-01-17",7.9
"336","2017-01-18",7.84
"337","2017-01-19",7.71
"338","2017-01-20",7.78
"339","2017-01-23",7.76
"340","2017-01-24",8.25
"341","2017-01-25",8.21
"342","2017-01-26",8.45
"343","2017-01-27",8.43
"344","2017-01-30",8.175
"345","2017-01-31",7.97
"346","2017-02-01",7.95
"347","2017-02-02",8.01
"348","2017-02-03",8
"349","2017-02-06",8.09
"350","2017-02-07",8.5
"351","2017-02-08",8.5
"352","2017-02-09",9.79
"353","2017-02-10",9.51
"354","2017-02-13",9.51
"355","2017-02-14",10
"356","2017-02-15",9.82
"357","2017-02-16",9.95
"358","2017-02-17",10.82
"359","2017-02-21",10.79
"360","2017-02-22",10.9
"361","2017-02-23",10.63
"362","2017-02-24",10.9
"363","2017-02-27",10.81
"364","2017-02-28",10.78
"365","2017-03-01",11.49
"366","2017-03-02",12.62
"367","2017-03-03",12
"368","2017-03-06",11.7
"369","2017-03-07",11.8
"370","2017-03-08",11.96
"371","2017-03-09",12.38
"372","2017-03-10",11.51
"373","2017-03-13",11.85
"374","2017-03-14",12
"375","2017-03-15",11.7
"376","2017-03-16",11.7
"377","2017-03-17",11.5
"378","2017-03-20",11.15
"379","2017-03-21",11
"380","2017-03-22",11.06
"381","2017-03-23",11.15
"382","2017-03-24",10.8
"383","2017-03-27",10.87
"384","2017-03-28",11.14
"385","2017-03-29",11.4
"386","2017-03-30",12
"387","2017-03-31",12
"388","2017-04-03",11.76
"389","2017-04-04",11.49
"390","2017-04-05",11.41
"391","2017-04-06",11
"392","2017-04-07",10.96
"393","2017-04-10",10.78
"394","2017-04-11",11.5
"395","2017-04-12",11.17
"396","2017-04-13",11.08
"397","2017-04-17",11.41
"398","2017-04-18",11.15
"399","2017-04-19",11
"400","2017-04-20",10.8
"401","2017-04-21",10.98
"402","2017-04-24",10.84
"403","2017-04-25",10.76
"404","2017-04-26",11.04
"405","2017-04-27",10.99
"406","2017-04-28",10.89
"407","2017-05-01",10.82
"408","2017-05-02",10.59
"409","2017-05-03",10.64
"410","2017-05-04",10.46
"411","2017-05-05",10.44
"412","2017-05-08",9.96
"413","2017-05-09",9.73
"414","2017-05-10",9.7
"415","2017-05-11",9.75
"416","2017-05-12",9.69
"417","2017-05-15",10.25
"418","2017-05-16",10.15
"419","2017-05-17",9.75
"420","2017-05-18",9.81
"421","2017-05-19",9.79
"422","2017-05-22",9.56
"423","2017-05-23",9.97
"424","2017-05-24",10
"425","2017-05-25",10.1
"426","2017-05-26",10.01
"427","2017-05-30",9.99
"428","2017-05-31",10.5
"429","2017-06-01",9.4
"430","2017-06-02",9.51
"431","2017-06-05",9.73
"432","2017-06-06",9.77
"433","2017-06-07",9.95
"434","2017-06-08",9.75
"435","2017-06-09",9.94
"436","2017-06-12",9.5
"437","2017-06-13",9.33
"438","2017-06-14",9.47
"439","2017-06-15",8.94
"440","2017-06-16",9.2
"441","2017-06-19",9.12
"442","2017-06-20",9.07
"443","2017-06-21",9.31
"444","2017-06-22",10.5
"445","2017-06-23",10.55
"446","2017-06-26",10.561
"447","2017-06-27",11.02
"448","2017-06-28",10.91
"449","2017-06-29",10.75
"450","2017-06-30",10.48
"451","2017-07-03",10.85
"452","2017-07-05",10.5
"453","2017-07-06",10.35
"454","2017-07-07",10.5
"455","2017-07-10",10.5
"456","2017-07-11",10.55
"457","2017-07-12",10.55
"458","2017-07-13",10.74
"459","2017-07-14",10.52
"460","2017-07-17",10.35
"461","2017-07-18",10.5
"462","2017-07-19",10.32
"463","2017-07-20",10.49
"464","2017-07-21",10.49
"465","2017-07-24",10.49
"466","2017-07-25",10.465
"467","2017-07-26",10.36
"468","2017-07-27",10.98
"469","2017-07-28",10.39
"470","2017-07-31",10.48
"471","2017-08-01",9.55
"472","2017-08-02",9.73
"473","2017-08-03",9.78
"474","2017-08-04",9.9
"475","2017-08-07",10.5
"476","2017-08-08",10.5
"477","2017-08-09",9.78
"478","2017-08-10",9.79
"479","2017-08-11",10
"480","2017-08-14",9.6
"481","2017-08-15",9.61
"482","2017-08-16",9.37
"483","2017-08-17",8.83
"484","2017-08-18",8.81
"485","2017-08-21",8.85
"486","2017-08-22",8.9
"487","2017-08-23",8.81
"488","2017-08-24",8.02
"489","2017-08-25",8.16
"490","2017-08-28",8.27
"491","2017-08-29",8.5
"492","2017-08-30",9.3
"493","2017-08-31",9.15
"494","2017-09-01",8.44
"495","2017-09-05",8.41
"496","2017-09-06",8.15
"497","2017-09-07",8.74
"498","2017-09-08",8.76
"499","2017-09-11",8.81
"500","2017-09-12",8.5
"501","2017-09-13",8.5
"502","2017-09-14",8.48
"503","2017-09-15",6.86
"504","2017-09-18",8.87
"505","2017-09-19",9.19
"506","2017-09-20",8.26
"507","2017-09-21",8.35
"508","2017-09-22",8.47
"509","2017-09-25",8.49
"510","2017-09-26",8.18
"511","2017-09-27",8.35
"512","2017-09-28",8.12
"513","2017-09-29",8.19
"514","2017-10-02",8.25
"515","2017-10-03",8.33
"516","2017-10-04",8.47
"517","2017-10-05",8.41
"518","2017-10-06",8.3
"519","2017-10-09",8.3
"520","2017-10-10",8.22
"521","2017-10-11",8.11
"522","2017-10-12",7.57
"523","2017-10-13",7.38
"524","2017-10-16",7.12
"525","2017-10-17",6.66
"526","2017-10-18",6.69
"527","2017-10-19",6.64
"528","2017-10-20",6.33
"529","2017-10-23",6.07
"530","2017-10-24",5.9
"531","2017-10-25",5.73
"532","2017-10-26",5.53
"533","2017-10-27",5.44
"534","2017-10-30",5.85
"535","2017-10-31",6.12
"536","2017-11-01",5.95
"537","2017-11-02",5.75
"538","2017-11-03",6.14
"539","2017-11-06",5.94
"540","2017-11-07",5.77
"541","2017-11-08",5.64
"542","2017-11-09",5.69
"543","2017-11-10",5.85
"544","2017-11-13",5.77
"545","2017-11-14",5.6
"546","2017-11-15",5.54
"547","2017-11-16",5.75
"548","2017-11-17",5.8
"549","2017-11-20",6.1
"550","2017-11-21",6
"551","2017-11-22",6.56
"552","2017-11-24",6.41
"553","2017-11-27",6.29
"554","2017-11-28",6.61
"555","2017-11-29",6.34
"556","2017-11-30",6.42
"557","2017-12-01",6.33
"558","2017-12-04",6.06
"559","2017-12-05",5.79
"560","2017-12-06",5.74
"561","2017-12-07",5.82
"562","2017-12-08",5.83
"563","2017-12-11",5.68
"564","2017-12-12",5.61
"565","2017-12-13",5.49
"566","2017-12-14",5.35
"567","2017-12-15",5.1
"568","2017-12-18",5.765
"569","2017-12-19",5.71
"570","2017-12-20",6.11
"571","2017-12-21",6.03
"572","2017-12-22",6.05
"573","2017-12-26",6.22
"574","2017-12-27",6.23
"575","2017-12-28",6.25
"576","2017-12-29",5.98
"577","2018-01-02",6.36
"578","2018-01-03",6.39
"579","2018-01-04",6.35
"580","2018-01-05",6.35
"581","2018-01-08",6.22
"582","2018-01-09",6.23
"583","2018-01-10",6.14
"584","2018-01-11",6.21
"585","2018-01-12",6.18
"586","2018-01-16",6
"587","2018-01-17",6.39
"588","2018-01-18",6.53
"589","2018-01-19",6.59
"590","2018-01-22",6.8
"591","2018-01-23",6.82
"592","2018-01-24",6.67
"593","2018-01-25",6.86
"594","2018-01-26",6.68
"595","2018-01-29",6.8
"596","2018-01-30",6.64
"597","2018-01-31",6.47
"598","2018-02-01",6.28
"599","2018-02-02",5.83
"600","2018-02-05",5.73
"601","2018-02-06",5.68
"602","2018-02-07",5.9
"603","2018-02-08",5.57
"604","2018-02-09",5.37
"605","2018-02-12",5.64
"606","2018-02-13",5.72
"607","2018-02-14",5.9
"608","2018-02-15",5.72
"609","2018-02-16",5.5
"610","2018-02-20",5.45
"611","2018-02-21",5.62
"612","2018-02-22",5.53
"613","2018-02-23",5.54
"614","2018-02-26",5.54
"615","2018-02-27",5.43
"616","2018-02-28",5.14
"617","2018-03-01",5.45
"618","2018-03-02",5.92
"619","2018-03-05",6.17
"620","2018-03-06",5.81
"621","2018-03-07",5.84
"622","2018-03-08",6.12
"623","2018-03-09",5.89
"624","2018-03-12",5.86
"625","2018-03-13",5.84
"626","2018-03-14",5.88
"627","2018-03-15",5.69
"628","2018-03-16",5.69
"629","2018-03-19",5.39
"630","2018-03-20",5.39
"631","2018-03-21",5.68
"632","2018-03-22",5.63
"633","2018-03-23",5.51
"634","2018-03-26",5.26
"635","2018-03-27",5
"636","2018-03-28",5.03
"637","2018-03-29",5.03
"638","2018-04-02",4.76
"639","2018-04-03",4.53
"640","2018-04-04",4.56
"641","2018-04-05",4.57
"642","2018-04-06",4.48
"643","2018-04-09",4.56
"644","2018-04-10",4.6
"645","2018-04-11",4.59
"646","2018-04-12",4.98
"647","2018-04-13",4.91
"648","2018-04-16",4.9
"649","2018-04-17",5.27
"650","2018-04-18",5.18
"651","2018-04-19",5.05
"652","2018-04-20",5.23
"653","2018-04-23",4.76
"654","2018-04-24",4.72
"655","2018-04-25",4.59
"656","2018-04-26",4.86
"657","2018-04-27",4.86
"658","2018-04-30",4.8
"659","2018-05-01",4.93
"660","2018-05-02",4.91
"661","2018-05-03",4.78
"662","2018-05-04",4.79
"663","2018-05-07",4.81
"664","2018-05-08",4.75
"665","2018-05-09",4.7
"666","2018-05-10",4.76
"667","2018-05-11",4.85
"668","2018-05-14",4.98
"669","2018-05-15",5.01
"670","2018-05-16",5.17
"671","2018-05-17",5.18
"672","2018-05-18",5.43
"673","2018-05-21",4.53
"674","2018-05-22",4.55
"675","2018-05-23",4.59
"676","2018-05-24",4.52
"677","2018-05-25",4.43
"678","2018-05-29",4.41
"679","2018-05-30",4.37
"680","2018-05-31",4.47
"681","2018-06-01",4.41
"682","2018-06-04",4.4
"683","2018-06-05",4.61
"684","2018-06-06",4.52
"685","2018-06-07",4.51
"686","2018-06-08",4.49
"687","2018-06-11",4.37
"688","2018-06-12",4.39
"689","2018-06-13",4.39
"690","2018-06-14",4.34
"691","2018-06-15",4.52
"692","2018-06-18",4.36
"693","2018-06-19",4.28
"694","2018-06-20",4.34
"695","2018-06-21",3.83
"696","2018-06-22",3.82
"697","2018-06-25",3.78
"698","2018-06-26",3.72
"699","2018-06-27",3.56
"700","2018-06-28",3.39
"701","2018-06-29",3.48
"702","2018-07-02",3.45
"703","2018-07-03",3.45
"704","2018-07-05",3.45
"705","2018-07-06",3.45
"706","2018-07-09",3.46
"707","2018-07-10",3.5
"708","2018-07-11",3.48
"709","2018-07-12",3.53
"710","2018-07-13",3.57
"711","2018-07-16",3.43
"712","2018-07-17",3.39
"713","2018-07-18",3.42
"714","2018-07-19",3.42
"715","2018-07-20",3.46
"716","2018-07-23",3.36
"717","2018-07-24",3.3
"718","2018-07-25",3.53
"719","2018-07-26",3.08
"720","2018-07-27",2.51
"721","2018-07-30",2.69
"722","2018-07-31",2.71
"723","2018-08-01",2.53
"724","2018-08-02",2.49
"725","2018-08-03",2.51
"726","2018-08-06",2.52
"727","2018-08-07",2.38
"728","2018-08-08",2.5
"729","2018-08-09",2.56
"730","2018-08-10",2.66
"731","2018-08-13",2.67
"732","2018-08-14",2.7
"733","2018-08-15",2.54
"734","2018-08-16",2.56
"735","2018-08-17",2.58
"736","2018-08-20",2.67
"737","2018-08-21",2.62
"738","2018-08-22",2.69
"739","2018-08-23",2.65
"740","2018-08-24",2.73
"741","2018-08-27",2.7
"742","2018-08-28",2.69
"743","2018-08-29",2.6
"744","2018-08-30",2.53
"745","2018-08-31",2.54
"746","2018-09-04",2.48
"747","2018-09-05",2.51
"748","2018-09-06",2.62
"749","2018-09-07",2.69
"750","2018-09-10",2.67
"751","2018-09-11",2.7
"752","2018-09-12",2.6
"753","2018-09-13",2.61
"754","2018-09-14",2.64
"755","2018-09-17",2.57
"756","2018-09-18",2.555
"757","2018-09-19",2.57
"758","2018-09-20",2.54
"759","2018-09-21",2.53
"760","2018-09-24",2.5
"761","2018-09-25",2.61
"762","2018-09-26",2.59
"763","2018-09-27",2.66
"764","2018-09-28",2.7
"765","2018-10-01",2.75
"766","2018-10-02",2.72
"767","2018-10-03",3.06
"768","2018-10-04",2.95
"769","2018-10-05",2.94
"770","2018-10-08",2.95
"771","2018-10-09",2.9
"772","2018-10-10",2.71
"773","2018-10-11",2.7
"774","2018-10-12",2.64
"775","2018-10-15",2.67
"776","2018-10-16",2.84
"777","2018-10-17",2.81
"778","2018-10-18",2.7
"779","2018-10-19",2.66
"780","2018-10-22",2.56
"781","2018-10-23",2.47
"782","2018-10-24",2.09
"783","2018-10-25",2.085
"784","2018-10-26",2.07
"785","2018-10-29",1.9
"786","2018-10-30",2.01
"787","2018-10-31",1.98
"788","2018-11-01",2.16
"789","2018-11-02",2.39
"790","2018-11-05",2.32
"791","2018-11-06",2.34
"792","2018-11-07",2.34
"793","2018-11-08",2.31
"794","2018-11-09",2.16
"795","2018-11-12",2.05
"796","2018-11-13",2.04
"797","2018-11-14",1.95
"798","2018-11-15",2
"799","2018-11-16",2.05
"800","2018-11-19",1.95
"801","2018-11-20",1.95
"802","2018-11-21",1.93
"803","2018-11-23",2.03
"804","2018-11-26",1.93
"805","2018-11-27",1.93
"806","2018-11-28",1.94
"807","2018-11-29",2.02
"808","2018-11-30",2.04
"809","2018-12-03",1.95
"810","2018-12-04",2.01
"811","2018-12-06",1.98
"812","2018-12-07",2
"813","2018-12-10",2.09
"814","2018-12-11",2.06
"815","2018-12-12",2.03
"816","2018-12-13",1.95
"817","2018-12-14",1.96
"818","2018-12-17",1.77
"819","2018-12-18",1.66
"820","2018-12-19",1.53
"821","2018-12-20",1.51
"822","2018-12-21",1.32
"823","2018-12-24",1.2
"824","2018-12-26",1.23
"825","2018-12-27",1.33
"826","2018-12-28",1.47
"827","2018-12-31",1.46
"828","2019-01-02",1.68
"829","2019-01-03",1.81
"830","2019-01-04",1.89
"831","2019-01-07",1.84
"832","2019-01-08",1.74
"833","2019-01-09",1.74
"834","2019-01-10",1.72
"835","2019-01-11",1.8
"836","2019-01-14",1.92
"837","2019-01-15",1.94
"838","2019-01-16",1.98
"839","2019-01-17",1.98
"840","2019-01-18",1.97
"841","2019-01-22",1.91
"842","2019-01-23",1.86
"843","2019-01-24",1.93
"844","2019-01-25",1.92
"845","2019-01-28",1.93
"846","2019-01-29",1.94
"847","2019-01-30",1.91
"848","2019-01-31",1.9
"849","2019-02-01",1.91
"850","2019-02-04",2.04
"851","2019-02-05",2.11
"852","2019-02-06",2.17
"853","2019-02-07",2.14
"854","2019-02-08",2.06
"855","2019-02-11",2.02
"856","2019-02-12",2.03
"857","2019-02-13",2.03
"858","2019-02-14",2.03
"859","2019-02-15",2.06
"860","2019-02-19",2.05
"861","2019-02-20",2.06
"862","2019-02-21",2.03
"863","2019-02-22",2.07
"864","2019-02-25",2.02
"865","2019-02-26",2.04
"866","2019-02-27",2.09
"867","2019-02-28",1.98
"868","2019-03-01",2.05
"869","2019-03-04",2.13
"870","2019-03-05",2.26
"871","2019-03-06",2.19
"872","2019-03-07",2.31
"873","2019-03-08",2.33
"874","2019-03-11",2.4
"875","2019-03-12",2.43
"876","2019-03-13",2.81
"877","2019-03-14",2.8
"878","2019-03-15",2.86
"879","2019-03-18",2.88
"880","2019-03-19",2.98
"881","2019-03-20",3.17
"882","2019-03-21",3.15
"883","2019-03-22",3.01
"884","2019-03-25",2.93
"885","2019-03-26",2.73
"886","2019-03-27",2.58
"887","2019-03-28",2.39
"888","2019-03-29",2.44
"889","2019-04-01",2.51
"890","2019-04-02",2.65
"891","2019-04-03",2.85
"892","2019-04-04",2.82
"893","2019-04-05",2.8
"894","2019-04-08",3.07
"895","2019-04-09",3.03
"896","2019-04-10",2.97
"897","2019-04-11",2.75
"898","2019-04-12",2.74
"899","2019-04-15",2.61
"900","2019-04-16",2.7
"901","2019-04-17",2.66
"902","2019-04-18",2.72
"903","2019-04-22",2.84
"904","2019-04-23",2.86
"905","2019-04-24",2.87
"906","2019-04-25",2.8
"907","2019-04-26",2.77
"908","2019-04-29",2.85
"909","2019-04-30",2.99
"910","2019-05-01",2.17
"911","2019-05-02",2.15
"912","2019-05-03",2.16
"913","2019-05-06",2.24
"914","2019-05-07",2.18
"915","2019-05-08",2.3
"916","2019-05-09",2.43
"917","2019-05-10",2.67
"918","2019-05-13",2.61
"919","2019-05-14",2.65
"920","2019-05-15",2.75
"921","2019-05-16",2.71
"922","2019-05-17",2.58
"923","2019-05-20",2.39
"924","2019-05-21",2.45
"925","2019-05-22",2.36
"926","2019-05-23",2.23
"927","2019-05-24",2.38
"928","2019-05-28",2.26
"929","2019-05-29",2.29
"930","2019-05-30",2.34
"931","2019-05-31",2.29
"932","2019-06-03",2.28
"933","2019-06-04",2.34
"934","2019-06-05",2.35
"935","2019-06-06",2.24
"936","2019-06-07",2
"937","2019-06-10",1.92
"938","2019-06-11",2.1
"939","2019-06-12",2.01
"940","2019-06-13",2.04
"941","2019-06-14",1.99
"942","2019-06-17",2.07
"943","2019-06-18",2.1
"944","2019-06-19",2.2
"945","2019-06-20",2.21
"946","2019-06-21",2.21
"947","2019-06-24",2.1
"948","2019-06-25",2.11
"949","2019-06-26",2.17
"950","2019-06-27",2.22
"951","2019-06-28",2.43
"952","2019-07-01",2.42
"953","2019-07-02",2.4
"954","2019-07-03",2.4
"955","2019-07-05",2.43
"956","2019-07-08",2.45
"957","2019-07-09",2.39
"958","2019-07-10",2.4
"959","2019-07-11",2.39
"960","2019-07-12",2.42
"961","2019-07-15",2.41
"962","2019-07-16",2.33
"963","2019-07-17",2.34
"964","2019-07-18",2.34
"965","2019-07-19",2.44
"966","2019-07-22",2.42
"967","2019-07-23",2.39
"968","2019-07-24",2.38
"969","2019-07-25",2.33
"970","2019-07-26",2.35
"971","2019-07-29",2.35
"972","2019-07-30",2.39
"973","2019-07-31",2.375
"974","2019-08-01",2.37
"975","2019-08-02",2.28
"976","2019-08-05",2.24
"977","2019-08-06",2.13
"978","2019-08-07",2.16
"979","2019-08-08",2.28
"980","2019-08-09",2.45
"981","2019-08-12",2.31
"982","2019-08-13",2.28
"983","2019-08-14",2.24
"984","2019-08-15",2.16
"985","2019-08-16",2.28
"986","2019-08-19",2.21
"987","2019-08-20",2.23
"988","2019-08-21",2.05
"989","2019-08-22",2.07
"990","2019-08-23",1.98
"991","2019-08-26",1.85
"992","2019-08-27",1.8
"993","2019-08-28",2.1
"994","2019-08-29",2.05
"995","2019-08-30",2.02
"996","2019-09-03",2
"997","2019-09-04",2.05
"998","2019-09-05",2.02
"999","2019-09-06",2.06
"1000","2019-09-09",2.21
"1001","2019-09-10",2.32
"1002","2019-09-11",2.42
