"","date","VNE"
"1","2018-06-11",42
"2","2018-06-12",40.5
"3","2018-06-13",41.049999
"4","2018-06-14",41.25
"5","2018-06-15",41
"6","2018-06-18",40.580002
"7","2018-06-19",39.950001
"8","2018-06-20",41.5
"9","2018-06-21",41.049999
"10","2018-06-22",41.200001
"11","2018-06-25",40.209999
"12","2018-06-26",41
"13","2018-06-27",41.23
"14","2018-06-28",40.610001
"15","2018-06-29",40.049999
"16","2018-07-02",42.650002
"17","2018-07-03",44.200001
"18","2018-07-05",45.84
"19","2018-07-06",42.970001
"20","2018-07-09",43.419998
"21","2018-07-10",46.290001
"22","2018-07-11",48
"23","2018-07-12",47.490002
"24","2018-07-13",46.959999
"25","2018-07-16",48.48
"26","2018-07-17",49.669998
"27","2018-07-18",51.549999
"28","2018-07-19",52.5
"29","2018-07-20",50.810001
"30","2018-07-23",48.919998
"31","2018-07-24",47.709999
"32","2018-07-25",47.43
"33","2018-07-26",46
"34","2018-07-27",47.400002
"35","2018-07-30",49.349998
"36","2018-07-31",52.299999
"37","2018-08-01",50.209999
"38","2018-08-02",49.889999
"39","2018-08-03",50.049999
"40","2018-08-06",51.07
"41","2018-08-07",53.529999
"42","2018-08-08",55.18
"43","2018-08-09",55.700001
"44","2018-08-10",55.009998
"45","2018-08-13",53.5
"46","2018-08-14",54.02
"47","2018-08-15",52.75
"48","2018-08-16",53.889999
"49","2018-08-17",55.84
"50","2018-08-20",54.610001
"51","2018-08-21",53.349998
"52","2018-08-22",51.169998
"53","2018-08-23",52.09
"54","2018-08-24",53
"55","2018-08-27",52.41
"56","2018-08-28",51.029999
"57","2018-08-29",50.419998
"58","2018-08-30",49.130001
"59","2018-08-31",49.939999
"60","2018-09-04",51.389999
"61","2018-09-05",51.799999
"62","2018-09-06",52.099998
"63","2018-09-07",53.5
"64","2018-09-10",55.18
"65","2018-09-11",53.759998
"66","2018-09-12",54.830002
"67","2018-09-13",53.25
"68","2018-09-14",53.16
"69","2018-09-17",53.639999
"70","2018-09-18",51.98
"71","2018-09-19",53.959999
"72","2018-09-20",56
"73","2018-09-21",56.349998
"74","2018-09-24",56.34
"75","2018-09-25",55.720001
"76","2018-09-26",56.369999
"77","2018-09-27",55.75
"78","2018-09-28",55.07
"79","2018-10-01",55.529999
"80","2018-10-02",51.77
"81","2018-10-03",49.939999
"82","2018-10-04",48.950001
"83","2018-10-05",47.349998
"84","2018-10-08",48.299999
"85","2018-10-09",48.700001
"86","2018-10-10",45.919998
"87","2018-10-11",45.57
"88","2018-10-12",42.91
"89","2018-10-15",44.220001
"90","2018-10-16",46.77
"91","2018-10-17",46.220001
"92","2018-10-18",43.25
"93","2018-10-19",40.52
"94","2018-10-22",40.91
"95","2018-10-23",41.59
"96","2018-10-24",38.310001
"97","2018-10-25",31.879999
"98","2018-10-26",32.529999
"99","2018-10-29",32.720001
"100","2018-10-30",33.299999
"101","2018-10-31",33.580002
"102","2018-11-01",35.080002
"103","2018-11-02",35.759998
"104","2018-11-05",34.560001
"105","2018-11-06",34.529999
"106","2018-11-07",35.369999
"107","2018-11-08",36.060001
"108","2018-11-09",34.080002
"109","2018-11-12",33.700001
"110","2018-11-13",33.700001
"111","2018-11-14",34.259998
"112","2018-11-15",33.049999
"113","2018-11-16",33.150002
"114","2018-11-19",32.220001
"115","2018-11-20",31.190001
"116","2018-11-21",31.33
"117","2018-11-23",31.76
"118","2018-11-26",32.23
"119","2018-11-27",31.18
"120","2018-11-28",32.849998
"121","2018-11-29",31.6
"122","2018-11-30",32.25
"123","2018-12-03",34.290001
"124","2018-12-04",33.349998
"125","2018-12-06",32
"126","2018-12-07",31.360001
"127","2018-12-10",30.700001
"128","2018-12-11",29.110001
"129","2018-12-12",29.309999
"130","2018-12-13",28.139999
"131","2018-12-14",27.969999
"132","2018-12-17",26.219999
"133","2018-12-18",26.299999
"134","2018-12-19",25.66
"135","2018-12-20",25.059999
"136","2018-12-21",24.280001
"137","2018-12-24",23.66
"138","2018-12-26",24.629999
"139","2018-12-27",25.440001
"140","2018-12-28",24.32
"141","2018-12-31",23.57
"142","2019-01-02",24.299999
"143","2019-01-03",23.549999
"144","2019-01-04",25.1
"145","2019-01-07",26.5
"146","2019-01-08",28.59
"147","2019-01-09",30.58
"148","2019-01-10",29.280001
"149","2019-01-11",28.6
"150","2019-01-14",29.01
"151","2019-01-15",30.48
"152","2019-01-16",30.719999
"153","2019-01-17",30.48
"154","2019-01-18",32.790001
"155","2019-01-22",30.700001
"156","2019-01-23",29.450001
"157","2019-01-24",29.959999
"158","2019-01-25",31.030001
"159","2019-01-28",30.6
"160","2019-01-29",29.76
"161","2019-01-30",29.48
"162","2019-01-31",29.809999
"163","2019-02-01",28.469999
"164","2019-02-04",28.93
"165","2019-02-05",29.459999
"166","2019-02-06",29.370001
"167","2019-02-07",28.91
"168","2019-02-08",27.25
"169","2019-02-11",27.540001
"170","2019-02-12",28.940001
"171","2019-02-13",27.52
"172","2019-02-14",27.860001
"173","2019-02-15",29
