"","date","SOHOB"
"1","2016-09-07",26.1
"2","2016-09-08",26.07
"3","2016-09-09",25.895
"4","2016-09-12",25.92
"5","2016-09-13",25.75
"6","2016-09-14",25.969999
"7","2016-09-15",25.950001
"8","2016-09-16",25.940001
"9","2016-09-19",25.799999
"10","2016-09-20",25.85
"11","2016-09-21",25.857
"12","2016-09-22",25.884001
"13","2016-09-23",26.200001
"14","2016-09-26",26.129999
"15","2016-09-27",26.410999
"16","2016-09-28",26.200001
"17","2016-09-29",26.15
"18","2016-09-30",26.1
"19","2016-10-03",26.059999
"20","2016-10-04",26.112
"21","2016-10-05",26.040001
"22","2016-10-06",25.926001
"23","2016-10-07",25.809999
"24","2016-10-10",26.105
"25","2016-10-11",25.826
"26","2016-10-12",26.09
"27","2016-10-13",25.65
"28","2016-10-14",25.75
"29","2016-10-17",25.620001
"30","2016-10-18",25.6
"31","2016-10-19",25.587999
"32","2016-10-20",25.559999
"33","2016-10-21",25.5
"34","2016-10-24",25.48
"35","2016-10-25",25.351999
"36","2016-10-26",25.450001
"37","2016-10-27",25.360001
"38","2016-10-28",25.589001
"39","2016-10-31",25.4
"40","2016-11-01",25.379999
"41","2016-11-02",25.450001
"42","2016-11-03",25.5
"43","2016-11-04",25.4
"44","2016-11-07",25.02
"45","2016-11-08",24.65
"46","2016-11-09",24.6
"47","2016-11-10",2.464
"48","2016-11-11",2.464
"49","2016-11-14",24.690001
"50","2016-11-15",24.351
"51","2016-11-16",24.5
"52","2016-11-17",23.844999
"53","2016-11-18",24.43
"54","2016-11-21",24.799999
"55","2016-11-22",24.6
"56","2016-11-23",24.450001
"57","2016-11-25",24.705999
"58","2016-11-28",25
"59","2016-11-29",24.5
"60","2016-11-30",24.99
"61","2016-12-01",25.17
"62","2016-12-02",24.995001
"63","2016-12-05",25.1
"64","2016-12-06",24.99
"65","2016-12-07",25
"66","2016-12-08",24.5
"67","2016-12-09",24.76
"68","2016-12-12",25.42
"69","2016-12-13",25.448
"70","2016-12-14",25.086
"71","2016-12-15",24.91
"72","2016-12-16",24.950001
"73","2016-12-19",25.4
"74","2016-12-20",25.48
"75","2016-12-21",25.033001
"76","2016-12-22",25.054001
"77","2016-12-23",25.200001
"78","2016-12-27",25.469999
"79","2016-12-28",25
"80","2016-12-29",25.27
"81","2016-12-30",25.469999
"82","2017-01-03",25.469999
"83","2017-01-04",25.329
"84","2017-01-05",25.15
"85","2017-01-06",25.149
"86","2017-01-09",25.098
"87","2017-01-10",24.98
"88","2017-01-11",24.93
"89","2017-01-12",24.940001
"90","2017-01-13",25.052
"91","2017-01-17",25.33
"92","2017-01-18",25.375
"93","2017-01-19",25.375
"94","2017-01-20",25.025
"95","2017-01-23",25.09
"96","2017-01-24",25.424999
"97","2017-01-25",25.25
"98","2017-01-26",25.1
"99","2017-01-27",25.1
"100","2017-01-30",25.1
"101","2017-01-31",25.1
"102","2017-02-01",25.15
"103","2017-02-02",25.120001
"104","2017-02-03",25.059999
"105","2017-02-06",25.049999
"106","2017-02-07",25.299999
"107","2017-02-08",25.299999
"108","2017-02-09",25.190001
"109","2017-02-10",25.150999
"110","2017-02-13",25.5
"111","2017-02-14",25.5
"112","2017-02-15",25.66
"113","2017-02-16",25.549999
"114","2017-02-17",25.459999
"115","2017-02-21",25.5
"116","2017-02-22",25.450001
"117","2017-02-23",25.450001
"118","2017-02-24",25.450001
"119","2017-02-27",25.309999
"120","2017-02-28",25.549
"121","2017-03-01",25.472
"122","2017-03-02",25.41
"123","2017-03-03",25.5
"124","2017-03-06",25.278999
"125","2017-03-07",25.421
"126","2017-03-08",25.450001
"127","2017-03-09",25.780001
"128","2017-03-10",25.504999
"129","2017-03-13",25.51
"130","2017-03-14",25.74
"131","2017-03-15",25.68
"132","2017-03-16",25.676001
"133","2017-03-17",25.676001
"134","2017-03-20",25.860001
"135","2017-03-21",25.809
"136","2017-03-22",25.878
"137","2017-03-23",25.929001
"138","2017-03-24",25.870001
"139","2017-03-27",25.85
"140","2017-03-28",25.84
"141","2017-03-29",25.624001
"142","2017-03-30",25.684
"143","2017-03-31",25.99
"144","2017-04-03",25.6
"145","2017-04-04",25.701
"146","2017-04-05",25.84
"147","2017-04-06",25.84
"148","2017-04-07",25.76
"149","2017-04-10",25.799999
"150","2017-04-11",25.799999
"151","2017-04-12",25.84
"152","2017-04-13",25.66
"153","2017-04-17",25.440001
"154","2017-04-18",25.6
"155","2017-04-19",25.6
"156","2017-04-20",25.219999
"157","2017-04-21",25.424999
"158","2017-04-24",25.549999
"159","2017-04-25",25.690001
"160","2017-04-26",25.757
"161","2017-04-27",25.915001
"162","2017-04-28",25.6
"163","2017-05-01",25.6
"164","2017-05-02",25.6
"165","2017-05-03",25.896999
"166","2017-05-04",25.459999
"167","2017-05-05",25.530001
"168","2017-05-08",25.6
"169","2017-05-09",25.84
"170","2017-05-10",25.889999
"171","2017-05-11",25.950001
"172","2017-05-12",25.6
"173","2017-05-15",25.75
"174","2017-05-16",25.830999
"175","2017-05-17",25.700001
"176","2017-05-18",25.75
"177","2017-05-19",25.82
"178","2017-05-22",25.851999
"179","2017-05-23",25.847
"180","2017-05-24",25.65
"181","2017-05-25",25.700001
"182","2017-05-26",25.6
"183","2017-05-30",25.690001
"184","2017-05-31",25.714001
"185","2017-06-01",25.798
"186","2017-06-02",25.673
"187","2017-06-05",25.903
"188","2017-06-06",25.903
"189","2017-06-07",25.809999
"190","2017-06-08",25.809999
"191","2017-06-09",25.85
"192","2017-06-12",25.673
"193","2017-06-13",25.771999
"194","2017-06-14",25.771999
"195","2017-06-15",25.921
"196","2017-06-16",25.959999
"197","2017-06-19",25.85
"198","2017-06-20",25.809999
"199","2017-06-21",25.899
"200","2017-06-22",25.813999
"201","2017-06-23",25.809999
"202","2017-06-26",25.721001
"203","2017-06-27",25.83
"204","2017-06-28",25.25
"205","2017-06-29",25.15
"206","2017-06-30",25.299999
"207","2017-07-03",25.42
"208","2017-07-05",25.5
"209","2017-07-06",25.450001
"210","2017-07-07",25.450001
"211","2017-07-10",25.5
"212","2017-07-11",25.485001
"213","2017-07-12",25.5
"214","2017-07-13",25.48
"215","2017-07-14",25.559999
"216","2017-07-17",25.700001
"217","2017-07-18",25.73
"218","2017-07-19",25.780001
"219","2017-07-20",25.653
"220","2017-07-21",25.780001
"221","2017-07-24",25.780001
"222","2017-07-25",25.799999
"223","2017-07-26",25.702999
"224","2017-07-27",25.702999
"225","2017-07-28",25.75
"226","2017-07-31",26.049999
"227","2017-08-01",25.827999
"228","2017-08-02",25.889999
"229","2017-08-03",25.950001
"230","2017-08-04",25.93
"231","2017-08-07",25.93
"232","2017-08-08",25.940001
"233","2017-08-09",25.816
"234","2017-08-10",25.4
"235","2017-08-11",25.4
"236","2017-08-14",25.674
"237","2017-08-15",25.799999
"238","2017-08-16",25.799999
"239","2017-08-17",25.700001
"240","2017-08-18",25.966999
"241","2017-08-21",25.966999
"242","2017-08-22",25.950001
"243","2017-08-23",25.950001
"244","2017-08-24",25.950001
"245","2017-08-25",25.700001
"246","2017-08-28",25.700001
"247","2017-08-29",25.700001
"248","2017-08-30",25.700001
"249","2017-08-31",25.65
"250","2017-09-01",25.700001
"251","2017-09-05",25.83
"252","2017-09-06",25.940001
"253","2017-09-07",25.700001
"254","2017-09-08",25.701
"255","2017-09-11",25.701
"256","2017-09-12",25.752001
"257","2017-09-13",25.4
"258","2017-09-14",25.4
"259","2017-09-15",25.533001
"260","2017-09-18",25.709999
"261","2017-09-19",25.841
"262","2017-09-20",25.950001
"263","2017-09-21",25.950001
"264","2017-09-22",25.75
"265","2017-09-25",25.742001
"266","2017-09-26",25.794001
"267","2017-09-27",25.629999
"268","2017-09-28",25.409
"269","2017-09-29",25.392
"270","2017-10-02",25.450001
"271","2017-10-03",25.25
"272","2017-10-04",25.41
"273","2017-10-05",25.396
"274","2017-10-06",25.35
"275","2017-10-09",25.34
"276","2017-10-10",25.450001
"277","2017-10-11",25.356001
"278","2017-10-12",25.299999
"279","2017-10-13",25.384001
"280","2017-10-16",25.389999
"281","2017-10-17",25.391001
"282","2017-10-18",25.4
"283","2017-10-19",25.35
"284","2017-10-20",25.34
"285","2017-10-23",25.35
"286","2017-10-24",25.33
"287","2017-10-25",25.299
"288","2017-10-26",25.250999
"289","2017-10-27",25.299999
"290","2017-10-30",25.334
"291","2017-10-31",25.336
"292","2017-11-01",25.35
"293","2017-11-02",25.348
"294","2017-11-03",25.290001
"295","2017-11-06",25.191999
"296","2017-11-07",25.219999
"297","2017-11-08",25.35
