"","date","ENIA"
"1","2007-01-03",8.464438
"2","2007-01-04",8.48046
"3","2007-01-05",8.314909
"4","2007-01-08",8.240145
"5","2007-01-09",8.384334
"6","2007-01-10",8.341611
"7","2007-01-11",8.427056
"8","2007-01-12",8.48046
"9","2007-01-16",8.496481
"10","2007-01-17",8.523183
"11","2007-01-18",8.32025
"12","2007-01-19",8.496481
"13","2007-01-22",8.341611
"14","2007-01-23",8.459098
"15","2007-01-24",8.624649
"16","2007-01-25",8.464438
"17","2007-01-26",8.411036
"18","2007-01-29",8.432397
"19","2007-01-30",8.395014
"20","2007-01-31",8.416375
"21","2007-02-01",8.581926
"22","2007-02-02",8.608628
"23","2007-02-05",8.517842
"24","2007-02-06",8.544544
"25","2007-02-07",8.62999
"26","2007-02-08",8.688733
"27","2007-02-09",8.710094
"28","2007-02-12",8.672712
"29","2007-02-13",8.902347
"30","2007-02-14",9.10528
"31","2007-02-15",8.966431
"32","2007-02-16",9.057217
"33","2007-02-20",8.934388
"34","2007-02-21",8.710094
"35","2007-02-22",8.816901
"36","2007-02-23",8.720775
"37","2007-02-26",8.662031
"38","2007-02-27",8.117316
"39","2007-02-28",8.33627
"40","2007-03-01",8.240145
"41","2007-03-02",8.208102
"42","2007-03-05",8.192081
"43","2007-03-06",8.49114
"44","2007-03-07",8.48046
"45","2007-03-08",8.571245
"46","2007-03-09",8.62999
"47","2007-03-12",8.64067
"48","2007-03-13",8.47512
"49","2007-03-14",8.496481
"50","2007-03-15",8.624649
"51","2007-03-16",8.656691
"52","2007-03-19",8.811561
"53","2007-03-20",8.838263
"54","2007-03-21",8.939729
"55","2007-03-22",8.827581
"56","2007-03-23",8.80088
"57","2007-03-26",8.715435
"58","2007-03-27",8.678052
"59","2007-03-28",8.565906
"60","2007-03-29",8.587267
"61","2007-03-30",8.699413
"62","2007-04-02",8.779519
"63","2007-04-03",8.902347
"64","2007-04-04",8.918367
"65","2007-04-05",8.913027
"66","2007-04-09",9.089258
"67","2007-04-10",9.137321
"68","2007-04-11",9.201406
"69","2007-04-12",9.206746
"70","2007-04-13",9.377637
"71","2007-04-16",9.4257
"72","2007-04-17",9.479103
"73","2007-04-18",9.58591
"74","2007-04-19",9.612612
"75","2007-04-20",9.714078
"76","2007-04-23",9.57523
"77","2007-04-24",9.527166
"78","2007-04-25",9.965075
"79","2007-04-26",10.029159
"80","2007-04-27",10.103923
"81","2007-04-30",10.114604
"82","2007-05-01",10.103923
"83","2007-05-02",10.253452
"84","2007-05-03",10.22675
"85","2007-05-04",10.386961
"86","2007-05-07",10.472406
"87","2007-05-08",10.333558
"88","2007-05-09",10.467066
"89","2007-05-10",10.37094
"90","2007-05-11",10.306856
"91","2007-05-14",9.954393
"92","2007-05-15",9.949053
"93","2007-05-16",9.970414
"94","2007-05-17",9.917011
"95","2007-05-18",10.093243
"96","2007-05-21",9.804864
"97","2007-05-22",9.463082
"98","2007-05-23",9.644653
"99","2007-05-24",9.559208
"100","2007-05-25",9.633973
"101","2007-05-29",9.676696
"102","2007-05-30",9.810205
"103","2007-05-31",9.815545
"104","2007-06-01",10.039839
"105","2007-06-04",10.157327
"106","2007-06-05",10.103923
"107","2007-06-06",9.938373
"108","2007-06-07",9.719419
"109","2007-06-08",9.943713
"110","2007-06-11",10.023818
"111","2007-06-12",9.965075
"112","2007-06-13",10.151986
"113","2007-06-14",10.38162
"114","2007-06-15",10.467066
"115","2007-06-18",10.53649
"116","2007-06-19",10.669999
"117","2007-06-20",10.584554
"118","2007-06-21",10.573873
"119","2007-06-22",10.451045
"120","2007-06-25",10.52047
"121","2007-06-26",10.408322
"122","2007-06-27",10.483088
"123","2007-06-28",10.750104
"124","2007-06-29",10.707381
"125","2007-07-02",10.739424
"126","2007-07-03",10.803508
"127","2007-07-05",10.611256
"128","2007-07-06",10.579213
"129","2007-07-09",10.589894
"130","2007-07-10",10.312197
"131","2007-07-11",10.221411
"132","2007-07-12",10.157327
"133","2007-07-13",10.22675
"134","2007-07-16",10.253452
"135","2007-07-17",10.039839
"136","2007-07-18",10.114604
"137","2007-07-19",10.093243
"138","2007-07-20",9.927691
"139","2007-07-23",10.071881
"140","2007-07-24",9.708738
"141","2007-07-25",9.553868
"142","2007-07-26",9.206746
"143","2007-07-27",9.196065
"144","2007-07-30",9.356276
"145","2007-07-31",9.463082
"146","2007-08-01",9.43104
"147","2007-08-02",9.532507
"148","2007-08-03",9.350935
"149","2007-08-06",9.254809
"150","2007-08-07",9.361616
