"","date","STL"
"337","2008-05-05",13.41
"338","2008-05-06",13.28
"339","2008-05-07",12.76
"340","2008-05-08",12.89
"341","2008-05-09",12.99
"342","2008-05-12",13.17
"343","2008-05-13",13.03
"344","2008-05-14",12.97
"345","2008-05-15",13.03
"346","2008-05-16",13.05
"347","2008-05-19",12.93
"348","2008-05-20",12.92
"349","2008-05-21",12.81
"350","2008-05-22",12.97
"351","2008-05-23",12.88
"352","2008-05-27",12.9
"353","2008-05-28",12.9
"354","2008-05-29",13.04
"355","2008-05-30",13.01
"356","2008-06-02",12.65
"357","2008-06-03",12.5
"358","2008-06-04",12.59
"359","2008-06-05",12.78
"360","2008-06-06",12.5
"361","2008-06-09",12.25
"362","2008-06-10",12.47
"363","2008-06-11",12.08
"364","2008-06-12",12.14
"365","2008-06-13",12.25
"366","2008-06-16",12.39
"367","2008-06-17",12.06
"368","2008-06-18",11.86
"369","2008-06-19",12
"370","2008-06-20",11.99
"371","2008-06-23",11.48
"372","2008-06-24",11.57
"373","2008-06-25",12.1
"374","2008-06-26",11.76
"375","2008-06-27",11.42
"376","2008-06-30",11.06
"377","2008-07-01",11.23
"378","2008-07-02",10.9
"379","2008-07-03",10.88
"380","2008-07-07",10.23
"381","2008-07-08",11.07
"382","2008-07-09",10.42
"383","2008-07-10",10.52
"384","2008-07-11",10.95
"385","2008-07-14",10.21
"386","2008-07-15",10.24
"387","2008-07-16",11.13
"388","2008-07-17",11.78
"389","2008-07-18",11.58
"390","2008-07-21",11.6
"391","2008-07-22",12.1
"392","2008-07-23",11.97
"393","2008-07-24",11.84
"394","2008-07-25",12.11
"395","2008-07-28",12.21
"396","2008-07-29",13.12
"397","2008-07-30",12.3
"398","2008-07-31",12.28
"399","2008-08-01",12.95
"400","2008-08-04",12.68
"401","2008-08-05",13.1
"402","2008-08-06",13.21
"403","2008-08-07",12.76
"404","2008-08-08",13.19
"405","2008-08-11",13.63
"406","2008-08-12",13.39
"407","2008-08-13",13.22
"408","2008-08-14",13.5
"409","2008-08-15",13.71
"410","2008-08-18",13.46
"411","2008-08-19",13.36
"412","2008-08-20",13.16
"413","2008-08-21",12.83
"414","2008-08-22",13.35
"415","2008-08-25",13.03
"416","2008-08-26",13.47
"417","2008-08-27",13.66
"418","2008-08-28",13.92
"419","2008-08-29",13.84
"420","2008-09-02",14.1
"421","2008-09-03",14.41
"422","2008-09-04",13.87
"423","2008-09-05",14.01
"424","2008-09-08",14.22
"425","2008-09-09",13.58
"426","2008-09-10",13.92
"427","2008-09-11",13.89
"428","2008-09-12",13.84
"429","2008-09-15",13.41
"430","2008-09-16",14.06
"431","2008-09-17",12.92
"432","2008-09-18",14
"433","2008-09-19",14.53
"434","2008-09-22",14.1
"435","2008-09-23",13.88
"436","2008-09-24",13.8
"437","2008-09-25",13.81
"438","2008-09-26",13.91
"439","2008-09-29",13.01
"440","2008-09-30",13.22
"441","2008-10-01",13.5
"442","2008-10-02",13.28
"443","2008-10-03",13.14
"444","2008-10-06",13.6
"445","2008-10-07",12.42
"446","2008-10-08",10.69
"447","2008-10-09",10.5
"448","2008-10-10",10.55
"449","2008-10-13",12.14
"450","2008-10-14",12.08
"451","2008-10-15",11.27
"452","2008-10-16",11.95
"453","2008-10-17",11.5
"454","2008-10-20",12.07
"455","2008-10-21",11.63
"456","2008-10-22",11.51
"457","2008-10-23",11.03
"458","2008-10-24",10.65
"459","2008-10-27",10.08
"460","2008-10-28",10.86
"461","2008-10-29",10.79
"462","2008-10-30",11.23
"463","2008-10-31",12.04
"464","2008-11-03",12.2
"465","2008-11-04",12.4
"466","2008-11-05",11.65
"467","2008-11-06",11.72
"468","2008-11-07",12.05
"469","2008-11-10",11.85
"470","2008-11-11",11.39
"471","2008-11-12",11.13
"472","2008-11-13",12.07
"473","2008-11-14",10.97
"474","2008-11-17",10.79
"475","2008-11-18",10.94
"476","2008-11-19",10.1
"477","2008-11-20",9.54
"478","2008-11-21",10.31
"479","2008-11-24",11.02
"480","2008-11-25",11.36
"481","2008-11-26",12.07
"482","2008-11-28",12.15
"483","2008-12-01",10.4
"484","2008-12-02",11.29
"485","2008-12-03",11.79
"486","2008-12-04",11.4
"487","2008-12-05",12.19
"488","2008-12-08",12.66
"489","2008-12-09",12.01
"490","2008-12-10",12
"491","2008-12-11",11.39
"492","2008-12-12",11.99
"493","2008-12-15",11.56
"494","2008-12-16",12.49
"495","2008-12-17",11.99
"496","2008-12-18",11.89
"497","2008-12-19",11.71
"498","2008-12-22",11.65
"499","2008-12-23",11.78
"500","2008-12-24",11.8
"501","2008-12-26",12
"502","2008-12-29",11.77
"503","2008-12-30",12.13
"504","2008-12-31",12.4
"505","2009-01-02",11.91
"506","2009-01-05",11.54
"507","2009-01-06",11.52
"508","2009-01-07",11.22
"509","2009-01-08",11.42
"510","2009-01-09",11.06
"511","2009-01-12",10.83
"512","2009-01-13",10.98
"513","2009-01-14",10.52
"514","2009-01-15",10.89
"515","2009-01-16",10.68
"516","2009-01-20",10.02
"517","2009-01-21",10.44
"518","2009-01-22",9.77
"519","2009-01-23",9.74
"520","2009-01-26",9.63
"521","2009-01-27",10.11
"522","2009-01-28",10.33
"523","2009-01-29",9.83
"524","2009-01-30",9.5
"525","2009-02-02",10.15
"526","2009-02-03",10.04
"527","2009-02-04",9.73
"528","2009-02-05",9.76
"529","2009-02-06",10.37
"530","2009-02-09",10.37
"531","2009-02-10",10.04
"532","2009-02-11",10.11
"533","2009-02-12",10.06
"534","2009-02-13",9.8
"535","2009-02-17",9.45
"536","2009-02-18",9.17
"537","2009-02-19",8.62
"538","2009-02-20",8.49
"539","2009-02-23",8.03
"540","2009-02-24",8.57
"541","2009-02-25",8.6
"542","2009-02-26",8.77
"543","2009-02-27",8.54
"544","2009-03-02",8.45
"545","2009-03-03",8.53
"546","2009-03-04",8.53
"547","2009-03-05",7.66
"548","2009-03-06",7.73
"549","2009-03-09",7.31
"550","2009-03-10",7.82
"551","2009-03-11",7.67
"552","2009-03-12",8.42
"553","2009-03-13",8.47
"554","2009-03-16",7.93
"555","2009-03-17",8.57
"556","2009-03-18",9.18
"557","2009-03-19",8.95
"558","2009-03-20",8.72
"559","2009-03-23",9.54
"560","2009-03-24",8.86
"561","2009-03-25",9.24
"562","2009-03-26",9.61
"563","2009-03-27",8.88
"564","2009-03-30",8.59
"565","2009-03-31",8.55
"566","2009-04-01",9
"567","2009-04-02",9.65
"568","2009-04-03",9.82
"569","2009-04-06",9.43
"570","2009-04-07",9.2
"571","2009-04-08",9.44
"572","2009-04-09",10.07
"573","2009-04-13",10.11
"574","2009-04-14",9.37
"575","2009-04-15",9.6
"576","2009-04-16",10.04
"577","2009-04-17",10.15
"578","2009-04-20",9.31
"579","2009-04-21",9.44
"580","2009-04-22",9.24
"581","2009-04-23",8.9
"582","2009-04-24",9.1
"583","2009-04-27",8.81
"584","2009-04-28",8.76
"585","2009-04-29",8.87
"586","2009-04-30",8.47
"587","2009-05-01",8.5
"588","2009-05-04",8.78
"589","2009-05-05",8.27
"590","2009-05-06",8.25
"591","2009-05-07",7.79
"592","2009-05-08",8.17
"593","2009-05-11",7.77
"594","2009-05-12",7.94
"595","2009-05-13",7.85
"596","2009-05-14",7.91
"597","2009-05-15",7.75
"598","2009-05-18",8.11
"599","2009-05-19",7.97
"600","2009-05-20",7.93
"601","2009-05-21",7.84
"602","2009-05-22",7.87
"603","2009-05-26",8.54
"604","2009-05-27",8
"605","2009-05-28",8.06
"606","2009-05-29",8.26
"607","2009-06-01",8.53
"608","2009-06-02",8.47
"609","2009-06-03",8.75
"610","2009-06-04",8.9
"611","2009-06-05",8.65
"612","2009-06-08",8.46
"613","2009-06-09",8.46
"614","2009-06-10",8.25
"615","2009-06-11",8.12
"616","2009-06-12",8.48
"617","2009-06-15",8.11
"618","2009-06-16",8.03
"619","2009-06-17",8.03
"620","2009-06-18",8.02
"621","2009-06-19",7.89
"622","2009-06-22",8.02
"623","2009-06-23",8
"624","2009-06-24",8.01
"625","2009-06-25",8.23
"626","2009-06-26",8.17
"627","2009-06-29",8.16
"628","2009-06-30",8.12
"629","2009-07-01",8.27
"630","2009-07-02",8.15
"631","2009-07-06",8.15
"632","2009-07-07",7.93
"633","2009-07-08",7.95
"634","2009-07-09",7.94
"635","2009-07-10",8
"636","2009-07-13",8.38
"637","2009-07-14",8.22
"638","2009-07-15",8.66
"639","2009-07-16",8.87
"640","2009-07-17",9.12
"641","2009-07-20",8.82
"642","2009-07-21",8.49
"643","2009-07-22",8.58
"644","2009-07-23",8.9
"645","2009-07-24",9.31
"646","2009-07-27",9.46
"647","2009-07-28",9.63
"648","2009-07-29",9.67
"649","2009-07-30",9.86
"650","2009-07-31",9.7
"651","2009-08-03",9.82
"652","2009-08-04",9.89
"653","2009-08-05",9.76
"654","2009-08-06",9.55
"655","2009-08-07",9.78
"656","2009-08-10",9.86
"657","2009-08-11",9.76
"658","2009-08-12",10.34
"659","2009-08-13",9.99
"660","2009-08-14",9.75
"661","2009-08-17",9.74
"662","2009-08-18",9.88
"663","2009-08-19",10
"664","2009-08-20",9.89
"665","2009-08-21",10.02
"666","2009-08-24",9.89
"667","2009-08-25",9.89
"668","2009-08-26",9.81
"669","2009-08-27",9.48
"670","2009-08-28",9.37
"671","2009-08-31",9.21
"672","2009-09-01",9.24
"673","2009-09-02",9.2
"674","2009-09-03",9.22
"675","2009-09-04",9.37
"676","2009-09-08",9.24
"677","2009-09-09",9.47
"678","2009-09-10",9.63
"679","2009-09-11",9.49
"680","2009-09-14",9.43
"681","2009-09-15",9.41
"682","2009-09-16",9.94
"683","2009-09-17",9.97
"684","2009-09-18",9.85
"685","2009-09-21",10.07
"686","2009-09-22",10.44
"687","2009-09-23",10.11
"688","2009-09-24",10.15
"689","2009-09-25",10.01
"690","2009-09-28",10.23
"691","2009-09-29",9.91
"692","2009-09-30",9.55
"693","2009-10-01",9.25
"694","2009-10-02",9.18
"695","2009-10-05",9.04
"696","2009-10-06",9.37
"697","2009-10-07",9.22
"698","2009-10-08",9.08
"699","2009-10-09",9.41
"700","2009-10-12",9.37
"701","2009-10-13",9.16
"702","2009-10-14",9.3
"703","2009-10-15",9.19
"704","2009-10-16",9.07
"705","2009-10-19",9.17
"706","2009-10-20",8.95
"707","2009-10-21",8.77
"708","2009-10-22",8.95
"709","2009-10-23",8.74
"710","2009-10-26",8.32
"711","2009-10-27",8.36
"712","2009-10-28",8.31
"713","2009-10-29",8.52
"714","2009-10-30",8.53
"715","2009-11-02",8.86
"716","2009-11-03",8.84
"717","2009-11-04",8.5
"718","2009-11-05",8.5
"719","2009-11-06",8.29
"720","2009-11-09",8.41
"721","2009-11-10",8.24
"722","2009-11-11",8.33
"723","2009-11-12",8.14
"724","2009-11-13",8.14
"725","2009-11-16",8.36
"726","2009-11-17",8.34
"727","2009-11-18",8.48
"728","2009-11-19",8.29
"729","2009-11-20",8.46
"730","2009-11-23",8.71
"731","2009-11-24",8.65
"732","2009-11-25",8.47
"733","2009-11-27",8.15
"734","2009-11-30",8.35
"735","2009-12-01",8.39
"736","2009-12-02",8.53
"737","2009-12-03",8.26
"738","2009-12-04",8.51
"739","2009-12-07",8.56
"740","2009-12-08",8.54
"741","2009-12-09",8.57
"742","2009-12-10",8.29
"743","2009-12-11",8.27
"744","2009-12-14",8.31
"745","2009-12-15",8.2
"746","2009-12-16",8.14
"747","2009-12-17",8
"748","2009-12-18",8.41
"749","2009-12-21",8.57
"750","2009-12-22",8.66
"751","2009-12-23",8.63
"752","2009-12-24",8.54
"753","2009-12-28",8.47
"754","2009-12-29",8.38
"755","2009-12-30",8.52
"756","2009-12-31",8.44
"757","2010-01-04",8.62
"758","2010-01-05",8.19
"759","2010-01-06",8.16
"760","2010-01-07",8.16
"761","2010-01-08",8.26
"762","2010-01-11",8.13
"763","2010-01-12",8.18
"764","2010-01-13",8.29
"765","2010-01-14",8.45
"766","2010-01-15",8.18
"767","2010-01-19",8.43
"768","2010-01-20",8.33
"769","2010-01-21",8.43
"770","2010-01-22",8.25
"771","2010-01-25",8.57
"772","2010-01-26",8.34
"773","2010-01-27",8.75
"774","2010-01-28",8.31
"775","2010-01-29",8.15
"776","2010-02-01",8.2
"777","2010-02-02",8.08
"778","2010-02-03",8.2
"779","2010-02-04",8.1
"780","2010-02-05",8.2
"781","2010-02-08",8.03
"782","2010-02-09",8.06
"783","2010-02-10",8.01
"784","2010-02-11",8.29
"785","2010-02-12",8.21
"786","2010-02-16",8.48
"787","2010-02-17",8.55
"788","2010-02-18",8.57
"789","2010-02-19",8.48
"790","2010-02-22",8.52
"791","2010-02-23",8.58
"792","2010-02-24",8.63
"793","2010-02-25",8.69
"794","2010-02-26",8.72
"795","2010-03-01",8.61
"796","2010-03-02",8.92
"797","2010-03-03",8.7
"798","2010-03-04",8.84
"799","2010-03-05",9.16
"800","2010-03-08",9.15
"801","2010-03-09",9.13
"802","2010-03-10",9.12
"803","2010-03-11",9.07
"804","2010-03-12",9
"805","2010-03-15",9.11
"806","2010-03-16",9.05
"807","2010-03-17",9.07
"808","2010-03-18",9.03
"809","2010-03-19",9.32
"810","2010-03-22",9.52
"811","2010-03-23",9.57
"812","2010-03-24",9.53
"813","2010-03-25",9.51
"814","2010-03-26",9.17
"815","2010-03-29",9.16
"816","2010-03-30",9.5
"817","2010-03-31",9.48
"818","2010-04-01",9.39
"819","2010-04-05",9.46
"820","2010-04-06",9.4
"821","2010-04-07",9.68
"822","2010-04-08",9.63
"823","2010-04-09",9.46
"824","2010-04-12",9.31
"825","2010-04-13",9.38
"826","2010-04-14",9.72
"827","2010-04-15",9.74
"828","2010-04-16",9.85
"829","2010-04-19",9.69
"830","2010-04-20",9.9
"831","2010-04-21",9.82
"832","2010-04-22",10.15
"833","2010-04-23",10.23
"834","2010-04-26",9.74
"835","2010-04-27",9.74
"836","2010-04-28",9.82
"837","2010-04-29",10.09
"838","2010-04-30",10.27
"839","2010-05-03",10.4
"840","2010-05-04",9.8
"841","2010-05-05",9.54
"842","2010-05-06",9.28
"843","2010-05-07",9.27
"844","2010-05-10",9.77
"845","2010-05-11",10.09
"846","2010-05-12",10.36
"847","2010-05-13",10.38
"848","2010-05-14",10.14
"849","2010-05-17",10
"850","2010-05-18",9.86
"851","2010-05-19",9.69
"852","2010-05-20",9.28
"853","2010-05-21",9.27
"854","2010-05-24",9.21
"855","2010-05-25",9.28
"856","2010-05-26",9.12
"857","2010-05-27",9.33
"858","2010-05-28",9.09
"859","2010-06-01",8.7
"860","2010-06-02",9.03
"861","2010-06-03",9.19
"862","2010-06-04",8.56
"863","2010-06-07",8.48
"864","2010-06-08",8.53
"865","2010-06-09",8.42
"866","2010-06-10",8.7
"867","2010-06-11",8.7
"868","2010-06-14",8.68
"869","2010-06-15",9.06
"870","2010-06-16",9.16
"871","2010-06-17",9.33
"872","2010-06-18",9.73
"873","2010-06-21",9.6
"874","2010-06-22",9.35
"875","2010-06-23",9.49
"876","2010-06-24",9.32
"877","2010-06-25",9.61
"878","2010-06-28",9.34
"879","2010-06-29",9.02
"880","2010-06-30",8.85
"881","2010-07-01",8.91
"882","2010-07-02",8.91
"883","2010-07-06",8.69
"884","2010-07-07",8.97
"885","2010-07-08",9.09
"886","2010-07-09",9.19
"887","2010-07-12",9.07
"888","2010-07-13",9.52
"889","2010-07-14",9.52
"890","2010-07-15",9.49
"891","2010-07-16",8.95
"892","2010-07-19",8.97
"893","2010-07-20",9.14
"894","2010-07-21",8.7
"895","2010-07-22",9.21
"896","2010-07-23",9.77
"897","2010-07-26",9.99
"898","2010-07-27",10.03
"899","2010-07-28",9.87
"900","2010-07-29",9.67
"901","2010-07-30",9.28
"902","2010-08-02",9.51
"903","2010-08-03",9.34
"904","2010-08-04",9.52
"905","2010-08-05",9.41
"906","2010-08-06",9.13
"907","2010-08-09",9.27
"908","2010-08-10",8.98
"909","2010-08-11",8.5
"910","2010-08-12",8.37
"911","2010-08-13",8.23
"912","2010-08-16",8.49
"913","2010-08-17",8.46
"914","2010-08-18",8.34
"915","2010-08-19",8
"916","2010-08-20",8.07
"917","2010-08-23",7.99
"918","2010-08-24",7.96
"919","2010-08-25",8.01
"920","2010-08-26",7.95
"921","2010-08-27",8.17
"922","2010-08-30",7.92
"923","2010-08-31",8.07
"924","2010-09-01",8.24
"925","2010-09-02",8.27
"926","2010-09-03",8.43
"927","2010-09-07",8.22
"928","2010-09-08",8.18
"929","2010-09-09",8.19
"930","2010-09-10",8.27
"931","2010-09-13",8.49
"932","2010-09-14",8.44
"933","2010-09-15",8.39
"934","2010-09-16",8.21
"935","2010-09-17",8.25
"936","2010-09-20",8.5
"937","2010-09-21",8.43
"938","2010-09-22",8.23
"939","2010-09-23",8.16
"940","2010-09-24",8.41
"941","2010-09-27",8.21
"942","2010-09-28",8.39
"943","2010-09-29",8.27
"944","2010-09-30",8.39
"945","2010-10-01",8.64
"946","2010-10-04",8.48
"947","2010-10-05",8.84
"948","2010-10-06",8.97
"949","2010-10-07",8.91
"950","2010-10-08",9.07
"951","2010-10-11",9.02
"952","2010-10-12",8.88
"953","2010-10-13",9.23
"954","2010-10-14",9.19
"955","2010-10-15",9.14
"956","2010-10-18",9.47
"957","2010-10-19",9.18
"958","2010-10-20",9.23
"959","2010-10-21",9.02
"960","2010-10-22",9.02
"961","2010-10-25",9.02
"962","2010-10-26",9.24
"963","2010-10-27",8.92
"964","2010-10-28",8.94
"965","2010-10-29",8.87
"966","2010-11-01",8.66
"967","2010-11-02",9.11
"968","2010-11-03",9.15
"969","2010-11-04",9.47
"970","2010-11-05",9.48
"971","2010-11-08",9.37
"972","2010-11-09",9.29
"973","2010-11-10",9.46
"974","2010-11-11",9.39
"975","2010-11-12",9.3
"976","2010-11-15",9.4
"977","2010-11-16",9.11
"978","2010-11-17",9.12
"979","2010-11-18",9.24
"980","2010-11-19",9.39
"981","2010-11-22",9.4
"982","2010-11-23",9.48
"983","2010-11-24",9.61
"984","2010-11-26",9.62
"985","2010-11-29",9.67
"986","2010-11-30",9.37
"987","2010-12-01",9.63
"988","2010-12-02",9.75
"989","2010-12-03",9.81
"990","2010-12-06",9.85
"991","2010-12-07",9.88
"992","2010-12-08",9.98
"993","2010-12-09",10.04
"994","2010-12-10",10.26
"995","2010-12-13",10.2
"996","2010-12-14",10.25
"997","2010-12-15",10.31
"998","2010-12-16",10.46
"999","2010-12-17",10.27
"1000","2010-12-20",10.31
"1001","2010-12-21",10.3
