"","date","TYL"
"1","2007-01-03",14.44
"2","2007-01-04",14.37
"3","2007-01-05",14.14
"4","2007-01-08",13.96
"5","2007-01-09",14.11
"6","2007-01-10",14.05
"7","2007-01-11",14.18
"8","2007-01-12",14.62
"9","2007-01-16",14.43
"10","2007-01-17",14.17
"11","2007-01-18",13.94
"12","2007-01-19",14.03
"13","2007-01-22",13.76
"14","2007-01-23",13.73
"15","2007-01-24",13.99
"16","2007-01-25",13.61
"17","2007-01-26",13.96
"18","2007-01-29",13.8
"19","2007-01-30",13.99
"20","2007-01-31",13.9
"21","2007-02-01",14
"22","2007-02-02",13.83
"23","2007-02-05",13.53
"24","2007-02-06",13.62
"25","2007-02-07",13.85
"26","2007-02-08",14.14
"27","2007-02-09",14.03
"28","2007-02-12",14.08
"29","2007-02-13",14.06
"30","2007-02-14",13.61
"31","2007-02-15",13.61
"32","2007-02-16",13.69
"33","2007-02-20",14.16
"34","2007-02-21",14.07
"35","2007-02-22",14.14
"36","2007-02-23",13.97
"37","2007-02-26",13.63
"38","2007-02-27",13.61
"39","2007-02-28",13.63
"40","2007-03-01",13.51
"41","2007-03-02",13.29
"42","2007-03-05",12.87
"43","2007-03-06",13.6
"44","2007-03-07",13.11
"45","2007-03-08",13.11
"46","2007-03-09",13.22
"47","2007-03-12",13.3
"48","2007-03-13",12.92
"49","2007-03-14",13.33
"50","2007-03-15",13.06
"51","2007-03-16",12.83
"52","2007-03-19",13.13
"53","2007-03-20",13.1
"54","2007-03-21",13.41
"55","2007-03-22",13.2
"56","2007-03-23",12.97
"57","2007-03-26",13.11
"58","2007-03-27",13.05
"59","2007-03-28",12.46
"60","2007-03-29",12.66
"61","2007-03-30",12.7
"62","2007-04-02",12.68
"63","2007-04-03",12.66
"64","2007-04-04",12.67
"65","2007-04-05",12.68
"66","2007-04-09",12.62
"67","2007-04-10",12.62
"68","2007-04-11",12.68
"69","2007-04-12",12.62
"70","2007-04-13",12.83
"71","2007-04-16",13.08
"72","2007-04-17",12.99
"73","2007-04-18",12.7
"74","2007-04-19",12.79
"75","2007-04-20",12.97
"76","2007-04-23",12.93
"77","2007-04-24",12.89
"78","2007-04-25",13.11
"79","2007-04-26",12
"80","2007-04-27",11.9
"81","2007-04-30",11.95
"82","2007-05-01",11.79
"83","2007-05-02",11.92
"84","2007-05-03",12.01
"85","2007-05-04",12
"86","2007-05-07",11.92
"87","2007-05-08",12.1
"88","2007-05-09",12.14
"89","2007-05-10",11.95
"90","2007-05-11",11.93
"91","2007-05-14",11.9
"92","2007-05-15",11.8
"93","2007-05-16",11.92
"94","2007-05-17",11.93
"95","2007-05-18",11.99
"96","2007-05-21",12.21
"97","2007-05-22",12.14
"98","2007-05-23",12.01
"99","2007-05-24",12
"100","2007-05-25",12
"101","2007-05-29",12.26
"102","2007-05-30",12.15
"103","2007-05-31",12.13
"104","2007-06-01",12.11
"105","2007-06-04",12.18
"106","2007-06-05",12.15
"107","2007-06-06",12.15
"108","2007-06-07",12.12
"109","2007-06-08",12.16
"110","2007-06-11",12.17
"111","2007-06-12",12.16
"112","2007-06-13",12.17
"113","2007-06-14",12.41
"114","2007-06-15",12.26
"115","2007-06-18",12.24
"116","2007-06-19",12.16
"117","2007-06-20",12.1
"118","2007-06-21",12.12
"119","2007-06-22",12.12
"120","2007-06-25",12.12
"121","2007-06-26",12.01
"122","2007-06-27",12.19
"123","2007-06-28",12.51
"124","2007-06-29",12.41
"125","2007-07-02",12.34
"126","2007-07-03",12.5
"127","2007-07-05",12.43
"128","2007-07-06",12.24
"129","2007-07-09",12.16
"130","2007-07-10",12.12
"131","2007-07-11",12.11
"132","2007-07-12",12.46
"133","2007-07-13",12.24
"134","2007-07-16",12.09
"135","2007-07-17",12.23
"136","2007-07-18",12.04
"137","2007-07-19",12.15
"138","2007-07-20",12.04
"139","2007-07-23",11.93
"140","2007-07-24",11.77
"141","2007-07-25",11.78
"142","2007-07-26",12.3
"143","2007-07-27",12.08
"144","2007-07-30",11.97
"145","2007-07-31",12.03
"146","2007-08-01",12.07
"147","2007-08-02",12.49
"148","2007-08-03",11.91
"149","2007-08-06",12.09
"150","2007-08-07",12.09
"151","2007-08-08",12.43
"152","2007-08-09",12.67
"153","2007-08-10",12.87
"154","2007-08-13",12.7
"155","2007-08-14",13.67
"156","2007-08-15",13.46
"157","2007-08-16",13.84
"158","2007-08-17",14.95
"159","2007-08-20",14.42
"160","2007-08-21",14.25
"161","2007-08-22",14.6
"162","2007-08-23",14.79
"163","2007-08-24",14.77
"164","2007-08-27",14.68
"165","2007-08-28",14.33
"166","2007-08-29",14.5
"167","2007-08-30",14.48
"168","2007-08-31",14.83
"169","2007-09-04",14.75
"170","2007-09-05",14.75
"171","2007-09-06",14.6
"172","2007-09-07",14.35
"173","2007-09-10",14.95
"174","2007-09-11",15
"175","2007-09-12",14.99
"176","2007-09-13",15.27
"177","2007-09-14",15.28
"178","2007-09-17",15.32
"179","2007-09-18",15.59
"180","2007-09-19",15.18
"181","2007-09-20",14.66
"182","2007-09-21",14.85
"183","2007-09-24",14.29
"184","2007-09-25",14.2
"185","2007-09-26",14.04
"186","2007-09-27",13.95
"187","2007-09-28",13.35
"188","2007-10-01",13.59
"189","2007-10-02",13.92
"190","2007-10-03",13.7
"191","2007-10-04",13.75
"192","2007-10-05",14.37
"193","2007-10-08",14.32
"194","2007-10-09",14.41
"195","2007-10-10",14.4
"196","2007-10-11",14.24
"197","2007-10-12",14.45
"198","2007-10-15",14.44
"199","2007-10-16",14.52
"200","2007-10-17",14.26
"201","2007-10-18",14.35
"202","2007-10-19",13.79
"203","2007-10-22",14.23
"204","2007-10-23",14.15
"205","2007-10-24",14.15
"206","2007-10-25",14.21
"207","2007-10-26",15.8
"208","2007-10-29",15.53
"209","2007-10-30",15.58
"210","2007-10-31",16.120001
"211","2007-11-01",15.47
"212","2007-11-02",15.58
"213","2007-11-05",16.07
"214","2007-11-06",16.16
"215","2007-11-07",15.41
"216","2007-11-08",15.5
"217","2007-11-09",15.31
"218","2007-11-12",15.4
"219","2007-11-13",15.92
"220","2007-11-14",15.4
"221","2007-11-15",15.28
"222","2007-11-16",15.85
"223","2007-11-19",15.38
"224","2007-11-20",15.99
"225","2007-11-21",15.4
"226","2007-11-23",15.82
"227","2007-11-26",15.27
"228","2007-11-27",15.31
"229","2007-11-28",15.86
"230","2007-11-29",15.1
"231","2007-11-30",15.06
"232","2007-12-03",15.25
"233","2007-12-04",15.3
"234","2007-12-05",15.68
"235","2007-12-06",15.59
"236","2007-12-07",15.62
"237","2007-12-10",15.52
"238","2007-12-11",14.91
"239","2007-12-12",15.18
"240","2007-12-13",15.24
"241","2007-12-14",14.93
"242","2007-12-17",14.68
"243","2007-12-18",14.94
"244","2007-12-19",14.46
"245","2007-12-20",14.12
"246","2007-12-21",13.69
"247","2007-12-24",13.8
"248","2007-12-26",13.83
"249","2007-12-27",13.45
"250","2007-12-28",13.24
"251","2007-12-31",12.89
"252","2008-01-02",12.47
"253","2008-01-03",12.5
"254","2008-01-04",12.35
"255","2008-01-07",12.7
"256","2008-01-08",12.96
"257","2008-01-09",12.87
"258","2008-01-10",13.13
"259","2008-01-11",12.81
"260","2008-01-14",13.25
"261","2008-01-15",13.25
"262","2008-01-16",13.4
"263","2008-01-17",13.26
"264","2008-01-18",13.27
"265","2008-01-22",13.41
"266","2008-01-23",13.86
"267","2008-01-24",13.8
"268","2008-01-25",14.34
"269","2008-01-28",13.96
"270","2008-01-29",13.95
"271","2008-01-30",13.48
"272","2008-01-31",13.45
"273","2008-02-01",13.98
"274","2008-02-04",14.02
"275","2008-02-05",13.85
"276","2008-02-06",13.68
"277","2008-02-07",14.02
"278","2008-02-08",13.92
"279","2008-02-11",13.71
"280","2008-02-12",13.89
"281","2008-02-13",14.31
"282","2008-02-14",13.93
"283","2008-02-15",13.79
"284","2008-02-19",13.99
"285","2008-02-20",14.11
"286","2008-02-21",13.73
"287","2008-02-22",13.45
"288","2008-02-25",13.63
"289","2008-02-26",13.86
"290","2008-02-27",13.85
"291","2008-02-28",14.06
"292","2008-02-29",13.85
"293","2008-03-03",14
"294","2008-03-04",14.44
"295","2008-03-05",14.43
"296","2008-03-06",13.93
"297","2008-03-07",13.93
"298","2008-03-10",13.65
"299","2008-03-11",14.04
"300","2008-03-12",14.04
"301","2008-03-13",14.04
"302","2008-03-14",13.92
"303","2008-03-17",13.76
"304","2008-03-18",14.15
"305","2008-03-19",13.99
"306","2008-03-20",14.15
"307","2008-03-24",14.41
"308","2008-03-25",14.33
"309","2008-03-26",14.29
"310","2008-03-27",14.3
"311","2008-03-28",14.09
"312","2008-03-31",13.98
"313","2008-04-01",14.2
"314","2008-04-02",14.27
"315","2008-04-03",14.31
"316","2008-04-04",14.18
"317","2008-04-07",14.03
"318","2008-04-08",13.53
"319","2008-04-09",13.65
"320","2008-04-10",13.73
"321","2008-04-11",13.38
"322","2008-04-14",13.73
"323","2008-04-15",13.71
"324","2008-04-16",13.97
"325","2008-04-17",13.85
"326","2008-04-18",14.09
"327","2008-04-21",14.1
"328","2008-04-22",14.08
"329","2008-04-23",14.14
"330","2008-04-24",14.81
"331","2008-04-25",14.74
"332","2008-04-28",14.65
"333","2008-04-29",14.64
"334","2008-04-30",14.47
"335","2008-05-01",14.66
"336","2008-05-02",14.49
"337","2008-05-05",14.51
"338","2008-05-06",14.57
"339","2008-05-07",14.32
"340","2008-05-08",14.45
"341","2008-05-09",14.5
"342","2008-05-12",14.91
"343","2008-05-13",14.76
"344","2008-05-14",14.75
"345","2008-05-15",15
"346","2008-05-16",15.22
"347","2008-05-19",15.15
"348","2008-05-20",15.22
"349","2008-05-21",15.34
"350","2008-05-22",15.53
"351","2008-05-23",15.12
"352","2008-05-27",15.47
"353","2008-05-28",15.45
"354","2008-05-29",15.77
"355","2008-05-30",15.76
"356","2008-06-02",15.22
"357","2008-06-03",15.41
"358","2008-06-04",15.5
"359","2008-06-05",15.87
"360","2008-06-06",15.29
"361","2008-06-09",15.31
"362","2008-06-10",15.35
"363","2008-06-11",15.08
"364","2008-06-12",14.81
"365","2008-06-13",14.98
"366","2008-06-16",14.99
"367","2008-06-17",14.91
"368","2008-06-18",14.88
"369","2008-06-19",14.93
"370","2008-06-20",14.8
"371","2008-06-23",14.9
"372","2008-06-24",14.34
"373","2008-06-25",14.28
"374","2008-06-26",13.83
"375","2008-06-27",13.78
"376","2008-06-30",13.57
"377","2008-07-01",13.86
"378","2008-07-02",13.85
"379","2008-07-03",13.8
"380","2008-07-07",14.02
"381","2008-07-08",14.5
"382","2008-07-09",14.39
"383","2008-07-10",14.58
"384","2008-07-11",14.75
"385","2008-07-14",15.05
"386","2008-07-15",15.49
"387","2008-07-16",15.88
"388","2008-07-17",15.94
"389","2008-07-18",15.82
"390","2008-07-21",15.81
"391","2008-07-22",15.82
"392","2008-07-23",15.72
"393","2008-07-24",15.49
"394","2008-07-25",17.059999
"395","2008-07-28",17.17
"396","2008-07-29",16.43
"397","2008-07-30",16.18
"398","2008-07-31",15.98
"399","2008-08-01",15.73
"400","2008-08-04",15.36
"401","2008-08-05",15.45
"402","2008-08-06",16.1
"403","2008-08-07",16.18
"404","2008-08-08",16.190001
"405","2008-08-11",16.870001
"406","2008-08-12",16.559999
"407","2008-08-13",16.65
"408","2008-08-14",17.049999
"409","2008-08-15",16.65
"410","2008-08-18",16.43
"411","2008-08-19",16.35
"412","2008-08-20",16.379999
"413","2008-08-21",16.18
"414","2008-08-22",16.41
"415","2008-08-25",16.209999
"416","2008-08-26",16.129999
"417","2008-08-27",16.1
"418","2008-08-28",16.299999
"419","2008-08-29",16.209999
"420","2008-09-02",16.01
"421","2008-09-03",15.84
"422","2008-09-04",15.49
"423","2008-09-05",15.49
"424","2008-09-08",15.95
"425","2008-09-09",15.73
"426","2008-09-10",15.88
"427","2008-09-11",15.89
"428","2008-09-12",15.85
"429","2008-09-15",15.47
"430","2008-09-16",16.02
"431","2008-09-17",15.11
"432","2008-09-18",15.65
"433","2008-09-19",15.94
"434","2008-09-22",15.81
"435","2008-09-23",15.52
"436","2008-09-24",15.19
"437","2008-09-25",15.27
"438","2008-09-26",15.91
"439","2008-09-29",15.15
"440","2008-09-30",15.17
"441","2008-10-01",14.98
"442","2008-10-02",14.78
"443","2008-10-03",14.12
"444","2008-10-06",13.78
"445","2008-10-07",12.96
"446","2008-10-08",13.21
"447","2008-10-09",12.97
"448","2008-10-10",13.13
"449","2008-10-13",13.92
"450","2008-10-14",13.45
"451","2008-10-15",12.73
"452","2008-10-16",13.28
"453","2008-10-17",12.88
"454","2008-10-20",13.63
"455","2008-10-21",13.24
"456","2008-10-22",12.61
"457","2008-10-23",12.6
"458","2008-10-24",11.6
"459","2008-10-27",11.29
"460","2008-10-28",12.38
"461","2008-10-29",12.88
"462","2008-10-30",13.2
"463","2008-10-31",13.59
"464","2008-11-03",14.04
"465","2008-11-04",14.23
"466","2008-11-05",13.66
"467","2008-11-06",13.15
"468","2008-11-07",13.63
"469","2008-11-10",13.6
"470","2008-11-11",13.41
"471","2008-11-12",12.87
"472","2008-11-13",13.37
"473","2008-11-14",12.6
"474","2008-11-17",12.52
"475","2008-11-18",12.14
"476","2008-11-19",11.41
"477","2008-11-20",11.01
"478","2008-11-21",12.15
"479","2008-11-24",12.72
"480","2008-11-25",12.07
"481","2008-11-26",12.67
"482","2008-11-28",12.63
"483","2008-12-01",11.54
"484","2008-12-02",12.22
"485","2008-12-03",12.57
"486","2008-12-04",12.81
"487","2008-12-05",13.33
"488","2008-12-08",13.92
"489","2008-12-09",13.93
"490","2008-12-10",13.89
"491","2008-12-11",12.91
"492","2008-12-12",12.71
"493","2008-12-15",12.14
"494","2008-12-16",12.6
"495","2008-12-17",12.26
"496","2008-12-18",11.98
"497","2008-12-19",12.14
"498","2008-12-22",11.89
"499","2008-12-23",11.22
"500","2008-12-24",11.31
"501","2008-12-26",11.35
"502","2008-12-29",11.38
"503","2008-12-30",11.53
"504","2008-12-31",11.98
"505","2009-01-02",11.99
"506","2009-01-05",11.62
"507","2009-01-06",11.68
"508","2009-01-07",11.51
"509","2009-01-08",11.57
"510","2009-01-09",11.64
"511","2009-01-12",11.76
"512","2009-01-13",12.03
"513","2009-01-14",11.79
"514","2009-01-15",11.9
"515","2009-01-16",12.17
"516","2009-01-20",11.91
"517","2009-01-21",12.48
"518","2009-01-22",12.17
"519","2009-01-23",12.18
"520","2009-01-26",12.67
"521","2009-01-27",12.76
"522","2009-01-28",12.97
"523","2009-01-29",12.92
"524","2009-01-30",12.59
"525","2009-02-02",12.74
"526","2009-02-03",12.81
"527","2009-02-04",12.68
"528","2009-02-05",13.08
"529","2009-02-06",13.28
"530","2009-02-09",13.07
"531","2009-02-10",12.8
"532","2009-02-11",12.89
"533","2009-02-12",13.09
"534","2009-02-13",13.23
"535","2009-02-17",12.9
"536","2009-02-18",12.62
"537","2009-02-19",13.01
"538","2009-02-20",12.69
"539","2009-02-23",12.4
"540","2009-02-24",13.05
"541","2009-02-25",13.07
"542","2009-02-26",13.64
"543","2009-02-27",13.61
"544","2009-03-02",13.28
"545","2009-03-03",13.14
"546","2009-03-04",13.09
"547","2009-03-05",12.76
"548","2009-03-06",12.66
"549","2009-03-09",12.19
"550","2009-03-10",12.47
"551","2009-03-11",12.49
"552","2009-03-12",12.71
"553","2009-03-13",12.66
"554","2009-03-16",12.24
"555","2009-03-17",12.41
"556","2009-03-18",12.92
"557","2009-03-19",12.93
"558","2009-03-20",12.57
"559","2009-03-23",13.22
"560","2009-03-24",13.05
"561","2009-03-25",13.46
"562","2009-03-26",14.14
"563","2009-03-27",13.92
"564","2009-03-30",13.92
"565","2009-03-31",14.63
"566","2009-04-01",14.72
"567","2009-04-02",14.77
"568","2009-04-03",14.9
"569","2009-04-06",14.64
"570","2009-04-07",14.27
"571","2009-04-08",14.81
"572","2009-04-09",15.27
"573","2009-04-13",15.56
"574","2009-04-14",15.08
"575","2009-04-15",15.22
"576","2009-04-16",15.52
"577","2009-04-17",15.43
"578","2009-04-20",15.22
"579","2009-04-21",15.61
"580","2009-04-22",15.37
"581","2009-04-23",15.41
"582","2009-04-24",15.53
"583","2009-04-27",15.1
"584","2009-04-28",17
"585","2009-04-29",17.049999
"586","2009-04-30",16.5
"587","2009-05-01",16.450001
"588","2009-05-04",16.799999
"589","2009-05-05",16.620001
"590","2009-05-06",16.42
"591","2009-05-07",15.7
"592","2009-05-08",15.78
"593","2009-05-11",15.83
"594","2009-05-12",16.139999
"595","2009-05-13",15.62
"596","2009-05-14",15.69
"597","2009-05-15",16.32
"598","2009-05-18",16.879999
"599","2009-05-19",16.85
"600","2009-05-20",16.65
"601","2009-05-21",16.4
"602","2009-05-22",16.4
"603","2009-05-26",17
"604","2009-05-27",16.84
"605","2009-05-28",16.74
"606","2009-05-29",16.799999
"607","2009-06-01",16.870001
"608","2009-06-02",16.91
"609","2009-06-03",17.059999
"610","2009-06-04",17.040001
"611","2009-06-05",16.940001
"612","2009-06-08",16.82
"613","2009-06-09",16.549999
"614","2009-06-10",16.370001
"615","2009-06-11",16.610001
"616","2009-06-12",16.93
"617","2009-06-15",16.33
"618","2009-06-16",15.89
"619","2009-06-17",16.27
"620","2009-06-18",16.15
"621","2009-06-19",16.08
"622","2009-06-22",15.42
"623","2009-06-23",15.22
"624","2009-06-24",15.18
"625","2009-06-25",15.58
"626","2009-06-26",15.37
"627","2009-06-29",15.57
"628","2009-06-30",15.62
"629","2009-07-01",15.5
"630","2009-07-02",15.13
"631","2009-07-06",15.39
"632","2009-07-07",15.21
"633","2009-07-08",15.55
"634","2009-07-09",15.55
"635","2009-07-10",15.56
"636","2009-07-13",15.68
"637","2009-07-14",15.49
"638","2009-07-15",16.02
"639","2009-07-16",16.209999
"640","2009-07-17",16.27
"641","2009-07-20",16.57
"642","2009-07-21",16.83
"643","2009-07-22",17.200001
"644","2009-07-23",17.129999
"645","2009-07-24",17.129999
"646","2009-07-27",16.790001
"647","2009-07-28",16.799999
"648","2009-07-29",16.940001
"649","2009-07-30",16.02
"650","2009-07-31",15.4
"651","2009-08-03",15.42
"652","2009-08-04",15.55
"653","2009-08-05",15.32
"654","2009-08-06",15.21
"655","2009-08-07",15.26
"656","2009-08-10",15.32
"657","2009-08-11",14.63
"658","2009-08-12",15.45
"659","2009-08-13",15.58
"660","2009-08-14",15.68
"661","2009-08-17",15.63
"662","2009-08-18",15.28
"663","2009-08-19",15.52
"664","2009-08-20",15.75
"665","2009-08-21",15.94
"666","2009-08-24",15.91
"667","2009-08-25",15.67
"668","2009-08-26",15.49
"669","2009-08-27",15.59
"670","2009-08-28",15.18
"671","2009-08-31",15.23
"672","2009-09-01",15.48
"673","2009-09-02",15.08
"674","2009-09-03",15.45
"675","2009-09-04",15.78
"676","2009-09-08",15.82
"677","2009-09-09",15.94
"678","2009-09-10",15.97
"679","2009-09-11",15.84
"680","2009-09-14",15.79
"681","2009-09-15",15.91
"682","2009-09-16",16.23
"683","2009-09-17",16.4
"684","2009-09-18",16.5
"685","2009-09-21",16.549999
"686","2009-09-22",16.889999
"687","2009-09-23",16.76
"688","2009-09-24",16.68
"689","2009-09-25",16.940001
"690","2009-09-28",17.370001
"691","2009-09-29",17.35
"692","2009-09-30",17.09
"693","2009-10-01",16.889999
"694","2009-10-02",16.92
"695","2009-10-05",17
"696","2009-10-06",17.129999
"697","2009-10-07",17.1
"698","2009-10-08",17.18
"699","2009-10-09",17.290001
"700","2009-10-12",17.379999
"701","2009-10-13",17.790001
"702","2009-10-14",18.08
"703","2009-10-15",18.120001
"704","2009-10-16",18.24
"705","2009-10-19",18.049999
"706","2009-10-20",18.110001
"707","2009-10-21",18.41
"708","2009-10-22",18.57
"709","2009-10-23",18.48
"710","2009-10-26",18.620001
"711","2009-10-27",18.49
"712","2009-10-28",17.940001
"713","2009-10-29",19.030001
"714","2009-10-30",19.02
"715","2009-11-02",18.700001
"716","2009-11-03",19
"717","2009-11-04",18.92
"718","2009-11-05",19.33
"719","2009-11-06",19.33
"720","2009-11-09",19.57
"721","2009-11-10",19.690001
"722","2009-11-11",19.99
"723","2009-11-12",19.639999
"724","2009-11-13",19.790001
"725","2009-11-16",20.059999
"726","2009-11-17",20.219999
"727","2009-11-18",20.76
"728","2009-11-19",20.33
"729","2009-11-20",20.4
"730","2009-11-23",20.879999
"731","2009-11-24",20.57
"732","2009-11-25",20.389999
"733","2009-11-27",19.99
"734","2009-11-30",19.98
"735","2009-12-01",20.43
"736","2009-12-02",19.48
"737","2009-12-03",19
"738","2009-12-04",19.09
"739","2009-12-07",18.940001
"740","2009-12-08",19.17
"741","2009-12-09",19.15
"742","2009-12-10",18.9
"743","2009-12-11",19
"744","2009-12-14",19.17
"745","2009-12-15",19.200001
"746","2009-12-16",19.190001
"747","2009-12-17",18.65
"748","2009-12-18",18.93
"749","2009-12-21",19.040001
"750","2009-12-22",19.07
"751","2009-12-23",19.299999
"752","2009-12-24",19.969999
"753","2009-12-28",20.459999
"754","2009-12-29",20.559999
"755","2009-12-30",20.379999
"756","2009-12-31",19.91
"757","2010-01-04",20.299999
"758","2010-01-05",20.780001
"759","2010-01-06",20.77
"760","2010-01-07",20.5
"761","2010-01-08",20.74
"762","2010-01-11",20.51
"763","2010-01-12",20.18
"764","2010-01-13",20.16
"765","2010-01-14",20.440001
"766","2010-01-15",20.48
"767","2010-01-19",20.639999
"768","2010-01-20",20.02
"769","2010-01-21",19.530001
"770","2010-01-22",19.02
"771","2010-01-25",19.02
"772","2010-01-26",18.98
"773","2010-01-27",19.120001
"774","2010-01-28",18.77
"775","2010-01-29",18.73
"776","2010-02-01",19
"777","2010-02-02",18.860001
"778","2010-02-03",18.860001
"779","2010-02-04",18.75
"780","2010-02-05",18.790001
"781","2010-02-08",18.5
"782","2010-02-09",18.719999
"783","2010-02-10",18.719999
"784","2010-02-11",18.879999
"785","2010-02-12",19
"786","2010-02-16",19.18
"787","2010-02-17",19.51
"788","2010-02-18",19.360001
"789","2010-02-19",19.26
"790","2010-02-22",19.379999
"791","2010-02-23",19.4
"792","2010-02-24",19.629999
"793","2010-02-25",18.52
"794","2010-02-26",18.16
"795","2010-03-01",18.73
"796","2010-03-02",18.629999
"797","2010-03-03",18.48
"798","2010-03-04",18.66
"799","2010-03-05",19.030001
"800","2010-03-08",19.040001
"801","2010-03-09",18.940001
"802","2010-03-10",19.030001
"803","2010-03-11",18.969999
"804","2010-03-12",18.959999
"805","2010-03-15",19.15
"806","2010-03-16",19.190001
"807","2010-03-17",19.200001
"808","2010-03-18",19.08
"809","2010-03-19",19.129999
"810","2010-03-22",19.280001
"811","2010-03-23",19.389999
"812","2010-03-24",19.15
"813","2010-03-25",18.9
"814","2010-03-26",19.030001
"815","2010-03-29",19.059999
"816","2010-03-30",18.969999
"817","2010-03-31",18.74
"818","2010-04-01",18.9
"819","2010-04-05",19.059999
"820","2010-04-06",18.98
"821","2010-04-07",18.85
"822","2010-04-08",18.780001
"823","2010-04-09",18.860001
"824","2010-04-12",18.879999
"825","2010-04-13",18.92
"826","2010-04-14",18.969999
"827","2010-04-15",18.99
"828","2010-04-16",18.85
"829","2010-04-19",18.799999
"830","2010-04-20",18.879999
"831","2010-04-21",18.950001
"832","2010-04-22",19.6
"833","2010-04-23",19.83
"834","2010-04-26",19.370001
"835","2010-04-27",19.200001
"836","2010-04-28",19
"837","2010-04-29",17.469999
"838","2010-04-30",17.040001
"839","2010-05-03",17.27
"840","2010-05-04",17.379999
"841","2010-05-05",17.219999
"842","2010-05-06",17
"843","2010-05-07",16.41
"844","2010-05-10",16.99
"845","2010-05-11",17.1
"846","2010-05-12",17.209999
"847","2010-05-13",17.16
"848","2010-05-14",17
"849","2010-05-17",17
"850","2010-05-18",17
"851","2010-05-19",16.98
"852","2010-05-20",16.049999
"853","2010-05-21",16.360001
"854","2010-05-24",16.02
"855","2010-05-25",16.08
"856","2010-05-26",16.120001
"857","2010-05-27",16.530001
"858","2010-05-28",16.23
"859","2010-06-01",16.049999
"860","2010-06-02",16.200001
"861","2010-06-03",16.58
"862","2010-06-04",16.02
"863","2010-06-07",15.99
"864","2010-06-08",16.16
"865","2010-06-09",16.049999
"866","2010-06-10",16.280001
"867","2010-06-11",16.469999
"868","2010-06-14",16.34
"869","2010-06-15",16.610001
"870","2010-06-16",16.690001
"871","2010-06-17",16.690001
"872","2010-06-18",16.440001
"873","2010-06-21",16.469999
"874","2010-06-22",16.290001
"875","2010-06-23",16.42
"876","2010-06-24",16.299999
"877","2010-06-25",16.49
"878","2010-06-28",16.040001
"879","2010-06-29",15.65
