"","date","TYL"
"880","2010-06-30",15.52
"881","2010-07-01",15.64
"882","2010-07-02",15.5
"883","2010-07-06",15.09
"884","2010-07-07",15.2
"885","2010-07-08",15.34
"886","2010-07-09",15.43
"887","2010-07-12",15.45
"888","2010-07-13",16.1
"889","2010-07-14",16.110001
"890","2010-07-15",15.95
"891","2010-07-16",15.56
"892","2010-07-19",15.59
"893","2010-07-20",15.44
"894","2010-07-21",15.2
"895","2010-07-22",15.78
"896","2010-07-23",15.97
"897","2010-07-26",16.16
"898","2010-07-27",16.299999
"899","2010-07-28",16.01
"900","2010-07-29",16.879999
"901","2010-07-30",16.43
"902","2010-08-02",16.969999
"903","2010-08-03",17.02
"904","2010-08-04",17.690001
"905","2010-08-05",17.549999
"906","2010-08-06",17.58
"907","2010-08-09",17.950001
"908","2010-08-10",17.83
"909","2010-08-11",17.16
"910","2010-08-12",17.08
"911","2010-08-13",16.9
"912","2010-08-16",17.18
"913","2010-08-17",17.52
"914","2010-08-18",17.790001
"915","2010-08-19",17.52
"916","2010-08-20",17.73
"917","2010-08-23",17.639999
"918","2010-08-24",17.42
"919","2010-08-25",17.629999
"920","2010-08-26",17.5
"921","2010-08-27",17.84
"922","2010-08-30",17.299999
"923","2010-08-31",17.309999
"924","2010-09-01",17.959999
"925","2010-09-02",18.120001
"926","2010-09-03",18.530001
"927","2010-09-07",18.33
"928","2010-09-08",18.52
"929","2010-09-09",18.629999
"930","2010-09-10",18.879999
"931","2010-09-13",19.200001
"932","2010-09-14",19.17
"933","2010-09-15",19.08
"934","2010-09-16",19.209999
"935","2010-09-17",19.709999
"936","2010-09-20",19.84
"937","2010-09-21",19.59
"938","2010-09-22",19.549999
"939","2010-09-23",19.25
"940","2010-09-24",19.92
"941","2010-09-27",19.82
"942","2010-09-28",19.73
"943","2010-09-29",20.219999
"944","2010-09-30",20.16
"945","2010-10-01",20.450001
"946","2010-10-04",20.09
"947","2010-10-05",20.540001
"948","2010-10-06",20.41
"949","2010-10-07",20.459999
"950","2010-10-08",20.459999
"951","2010-10-11",20.32
"952","2010-10-12",20.24
"953","2010-10-13",20.49
"954","2010-10-14",20.66
"955","2010-10-15",20.6
"956","2010-10-18",20.959999
"957","2010-10-19",21
"958","2010-10-20",21.07
"959","2010-10-21",21.27
"960","2010-10-22",21.889999
"961","2010-10-25",22.02
"962","2010-10-26",21.870001
"963","2010-10-27",21.870001
"964","2010-10-28",20.120001
"965","2010-10-29",20.41
"966","2010-11-01",20.15
"967","2010-11-02",20.58
"968","2010-11-03",20.4
"969","2010-11-04",20.709999
"970","2010-11-05",20.66
"971","2010-11-08",20.75
"972","2010-11-09",20.549999
"973","2010-11-10",20.51
"974","2010-11-11",20.41
"975","2010-11-12",20.25
"976","2010-11-15",20.469999
"977","2010-11-16",20.040001
"978","2010-11-17",20.07
"979","2010-11-18",20.18
"980","2010-11-19",20.5
"981","2010-11-22",20.91
"982","2010-11-23",20.700001
"983","2010-11-24",20.98
"984","2010-11-26",20.73
"985","2010-11-29",20.74
"986","2010-11-30",20.41
"987","2010-12-01",20.459999
"988","2010-12-02",20.91
"989","2010-12-03",21.1
"990","2010-12-06",21.27
