"","date","BPYU"
"93","2019-01-10",17.360001
"94","2019-01-11",17.549999
"95","2019-01-14",17.68
"96","2019-01-15",17.57
"97","2019-01-16",17.549999
"98","2019-01-17",17.559999
"99","2019-01-18",17.450001
"100","2019-01-22",17.25
"101","2019-01-23",17.309999
"102","2019-01-24",17.58
"103","2019-01-25",17.809999
"104","2019-01-28",17.82
"105","2019-01-29",17.74
"106","2019-01-30",18.049999
"107","2019-01-31",18.200001
"108","2019-02-01",18.190001
"109","2019-02-04",18.57
"110","2019-02-05",18.690001
"111","2019-02-06",18.690001
"112","2019-02-07",19.77
"113","2019-02-08",19.950001
"114","2019-02-11",20.07
"115","2019-02-12",19.969999
"116","2019-02-13",20
"117","2019-02-14",19.969999
"118","2019-02-15",20.01
"119","2019-02-19",20.030001
"120","2019-02-20",19.879999
"121","2019-02-21",19.860001
"122","2019-02-22",20.040001
"123","2019-02-25",19.969999
"124","2019-02-26",19.84
"125","2019-02-27",19.41
"126","2019-02-28",19.620001
"127","2019-03-01",19.24
"128","2019-03-04",19.370001
"129","2019-03-05",19.440001
"130","2019-03-06",19.450001
"131","2019-03-07",19.530001
"132","2019-03-08",19.26
"133","2019-03-11",19.52
"134","2019-03-12",19.799999
"135","2019-03-13",19.99
"136","2019-03-14",20
"137","2019-03-15",19.98
"138","2019-03-18",19.92
"139","2019-03-19",20.08
"140","2019-03-20",20.18
"141","2019-03-21",20.48
"142","2019-03-22",20.41
"143","2019-03-25",20.16
"144","2019-03-26",20
"145","2019-03-27",20.690001
"146","2019-03-28",20.709999
"147","2019-03-29",20.49
"148","2019-04-01",20.77
"149","2019-04-02",20.84
"150","2019-04-03",21
"151","2019-04-04",20.950001
"152","2019-04-05",20.9
"153","2019-04-08",21.08
"154","2019-04-09",20.75
"155","2019-04-10",21.07
"156","2019-04-11",21.139999
"157","2019-04-12",20.93
"158","2019-04-15",21.129999
"159","2019-04-16",20.940001
"160","2019-04-17",20.780001
"161","2019-04-18",20.870001
"162","2019-04-22",20.809999
"163","2019-04-23",20.73
"164","2019-04-24",20.75
"165","2019-04-25",21.030001
"166","2019-04-26",21.049999
"167","2019-04-29",20.83
"168","2019-04-30",20.83
"169","2019-05-01",20.870001
"170","2019-05-02",20.83
"171","2019-05-03",20.969999
"172","2019-05-06",20.82
"173","2019-05-07",20.139999
"174","2019-05-08",20.1
"175","2019-05-09",19.93
"176","2019-05-10",19.959999
"177","2019-05-13",19.940001
"178","2019-05-14",19.76
"179","2019-05-15",19.91
"180","2019-05-16",19.93
"181","2019-05-17",19.83
"182","2019-05-20",19.459999
"183","2019-05-21",19.940001
"184","2019-05-22",19.83
"185","2019-05-23",19.540001
"186","2019-05-24",19.629999
"187","2019-05-28",19.5
"188","2019-05-29",18.98
"189","2019-05-30",18.32
"190","2019-05-31",18.440001
"191","2019-06-03",18.209999
"192","2019-06-04",18.84
"193","2019-06-05",18.940001
"194","2019-06-06",19.15
"195","2019-06-07",19.1
"196","2019-06-10",18.790001
"197","2019-06-11",18.91
"198","2019-06-12",18.700001
"199","2019-06-13",18.879999
"200","2019-06-14",18.530001
"201","2019-06-17",18.65
"202","2019-06-18",18.84
"203","2019-06-19",19.219999
"204","2019-06-20",19.610001
"205","2019-06-21",19.57
"206","2019-06-24",19.459999
"207","2019-06-25",19.16
"208","2019-06-26",18.68
"209","2019-06-27",18.85
"210","2019-06-28",18.889999
"211","2019-07-01",18.77
"212","2019-07-02",19
"213","2019-07-03",19.23
"214","2019-07-05",19.309999
"215","2019-07-08",19.34
"216","2019-07-09",19.360001
"217","2019-07-10",19.290001
"218","2019-07-11",18.91
"219","2019-07-12",19.09
"220","2019-07-15",19
"221","2019-07-16",18.809999
"222","2019-07-17",18.83
"223","2019-07-18",18.93
"224","2019-07-19",18.709999
"225","2019-07-22",18.58
"226","2019-07-23",18.91
"227","2019-07-24",19.059999
"228","2019-07-25",19.040001
"229","2019-07-26",19.110001
"230","2019-07-29",19.25
"231","2019-07-30",19.42
"232","2019-07-31",19.309999
"233","2019-08-01",19.299999
"234","2019-08-02",19
"235","2019-08-05",18.280001
"236","2019-08-06",18.709999
"237","2019-08-07",19.129999
"238","2019-08-08",19.549999
"239","2019-08-09",19.309999
"240","2019-08-12",19.1
"241","2019-08-13",19.120001
"242","2019-08-14",18.709999
"243","2019-08-15",18.76
"244","2019-08-16",19.1
"245","2019-08-19",19.41
"246","2019-08-20",19.379999
"247","2019-08-21",19.34
"248","2019-08-22",19.01
"249","2019-08-23",18.67
"250","2019-08-26",18.91
"251","2019-08-27",18.91
"252","2019-08-28",19.18
"253","2019-08-29",18.950001
"254","2019-08-30",18.82
"255","2019-09-03",18.709999
"256","2019-09-04",18.940001
"257","2019-09-05",19.299999
"258","2019-09-06",19.389999
"259","2019-09-09",19.879999
"260","2019-09-10",20.120001
"261","2019-09-11",20.16
"262","2019-09-12",20.280001
"263","2019-09-13",20.07
"264","2019-09-16",20.219999
"265","2019-09-17",19.969999
"266","2019-09-18",19.879999
"267","2019-09-19",19.870001
"268","2019-09-20",19.9
"269","2019-09-23",19.889999
"270","2019-09-24",19.85
"271","2019-09-25",20.08
"272","2019-09-26",20.4
"273","2019-09-27",20.34
"274","2019-09-30",20.389999
"275","2019-10-01",19.52
"276","2019-10-02",19.07
"277","2019-10-03",19.02
"278","2019-10-04",19.030001
"279","2019-10-07",19.219999
"280","2019-10-08",18.860001
"281","2019-10-09",18.84
"282","2019-10-10",18.889999
"283","2019-10-11",19.209999
"284","2019-10-14",19.15
"285","2019-10-15",19.27
"286","2019-10-16",19.049999
"287","2019-10-17",19.09
"288","2019-10-18",19.02
"289","2019-10-21",19.379999
"290","2019-10-22",19.559999
"291","2019-10-23",19.51
"292","2019-10-24",19.209999
"293","2019-10-25",19.200001
"294","2019-10-28",19.25
"295","2019-10-29",19.389999
"296","2019-10-30",19.120001
"297","2019-10-31",18.9
"298","2019-11-01",19
"299","2019-11-04",19.129999
"300","2019-11-05",18.99
"301","2019-11-06",19.17
"302","2019-11-07",18.99
"303","2019-11-08",19.040001
"304","2019-11-11",18.950001
"305","2019-11-12",18.93
"306","2019-11-13",18.92
"307","2019-11-14",19.129999
"308","2019-11-15",19.59
"309","2019-11-18",19.440001
"310","2019-11-19",19.41
"311","2019-11-20",19.1
"312","2019-11-21",19.18
"313","2019-11-22",19.139999
"314","2019-11-25",19.26
"315","2019-11-26",19.35
"316","2019-11-27",19.219999
"317","2019-11-29",19.02
"318","2019-12-02",18.870001
"319","2019-12-03",18.719999
"320","2019-12-04",18.73
"321","2019-12-05",18.719999
"322","2019-12-06",18.799999
"323","2019-12-09",18.67
"324","2019-12-10",18.620001
"325","2019-12-11",18.440001
"326","2019-12-12",18.309999
"327","2019-12-13",18.309999
"328","2019-12-16",18.5
"329","2019-12-17",18.41
"330","2019-12-18",18.48
"331","2019-12-19",18.43
"332","2019-12-20",18.389999
"333","2019-12-23",18.16
"334","2019-12-24",18.24
"335","2019-12-26",18.209999
"336","2019-12-27",18.23
"337","2019-12-30",18.299999
"338","2019-12-31",18.450001
"339","2020-01-02",18.15
"340","2020-01-03",18.16
"341","2020-01-06",18.440001
"342","2020-01-07",18.24
"343","2020-01-08",18.42
"344","2020-01-09",18.360001
"345","2020-01-10",18.360001
"346","2020-01-13",18.5
"347","2020-01-14",18.690001
"348","2020-01-15",19
"349","2020-01-16",19.200001
"350","2020-01-17",19.83
"351","2020-01-21",19.950001
"352","2020-01-22",19.51
"353","2020-01-23",19.370001
"354","2020-01-24",19.17
"355","2020-01-27",18.93
"356","2020-01-28",19.139999
"357","2020-01-29",19.01
"358","2020-01-30",18.799999
"359","2020-01-31",18.459999
"360","2020-02-03",18.6
"361","2020-02-04",18.82
"362","2020-02-05",18.67
"363","2020-02-06",18.639999
"364","2020-02-07",18.27
"365","2020-02-10",18.27
"366","2020-02-11",18.219999
"367","2020-02-12",18.299999
"368","2020-02-13",18.639999
"369","2020-02-14",18.360001
"370","2020-02-18",18.459999
"371","2020-02-19",18.49
"372","2020-02-20",18.719999
"373","2020-02-21",18.67
"374","2020-02-24",18.5
"375","2020-02-25",17.790001
"376","2020-02-26",17.629999
"377","2020-02-27",16.629999
"378","2020-02-28",16.309999
"379","2020-03-02",16.950001
"380","2020-03-03",16.76
"381","2020-03-04",17.4
"382","2020-03-05",17.35
"383","2020-03-06",16.799999
"384","2020-03-09",15.18
"385","2020-03-10",15.75
"386","2020-03-11",14.23
"387","2020-03-12",11.76
"388","2020-03-13",13.6
"389","2020-03-16",11.43
"390","2020-03-17",10.68
"391","2020-03-18",8.27
"392","2020-03-19",8.83
"393","2020-03-20",8.75
"394","2020-03-23",7.47
"395","2020-03-24",8.03
"396","2020-03-25",9.21
"397","2020-03-26",9.68
"398","2020-03-27",9.06
"399","2020-03-30",8.66
"400","2020-03-31",8.49
"401","2020-04-01",7.97
"402","2020-04-02",7.96
"403","2020-04-03",7.7
"404","2020-04-06",8.52
"405","2020-04-07",8.88
"406","2020-04-08",10.08
"407","2020-04-09",10.77
"408","2020-04-13",10.35
"409","2020-04-14",10.52
"410","2020-04-15",9.52
"411","2020-04-16",9.13
"412","2020-04-17",9.51
"413","2020-04-20",9.15
"414","2020-04-21",8.41
"415","2020-04-22",8.27
"416","2020-04-23",8.36
"417","2020-04-24",8.31
"418","2020-04-27",9.14
"419","2020-04-28",9.53
"420","2020-04-29",10.42
"421","2020-04-30",9.8
"422","2020-05-01",9.16
"423","2020-05-04",9.19
"424","2020-05-05",9.07
"425","2020-05-06",8.69
"426","2020-05-07",9.08
"427","2020-05-08",9.55
"428","2020-05-11",9.4
"429","2020-05-12",8.98
"430","2020-05-13",8.49
"431","2020-05-14",9.03
"432","2020-05-15",8.75
"433","2020-05-18",9.63
"434","2020-05-19",9.51
"435","2020-05-20",9.59
"436","2020-05-21",9.57
"437","2020-05-22",9.47
"438","2020-05-26",10.62
"439","2020-05-27",11.46
"440","2020-05-28",10.7
"441","2020-05-29",10.39
"442","2020-06-01",10.53
"443","2020-06-02",10.57
"444","2020-06-03",11.61
"445","2020-06-04",11.99
"446","2020-06-05",13.43
"447","2020-06-08",14.51
"448","2020-06-09",13.97
"449","2020-06-10",12.55
"450","2020-06-11",11.22
"451","2020-06-12",11.78
"452","2020-06-15",11.61
"453","2020-06-16",11.78
"454","2020-06-17",11.21
"455","2020-06-18",11.1
"456","2020-06-19",10.93
"457","2020-06-22",10.78
"458","2020-06-23",10.85
"459","2020-06-24",10.42
"460","2020-06-25",10.28
"461","2020-06-26",9.77
"462","2020-06-29",10.18
"463","2020-06-30",9.96
"464","2020-07-01",10.23
"465","2020-07-02",11.47
"466","2020-07-06",11.72
"467","2020-07-07",11.39
"468","2020-07-08",11.35
"469","2020-07-09",10.96
"470","2020-07-10",11.13
"471","2020-07-13",11.04
"472","2020-07-14",11.1
"473","2020-07-15",11.56
"474","2020-07-16",11.16
"475","2020-07-17",11.25
"476","2020-07-20",11.05
"477","2020-07-21",11.18
"478","2020-07-22",11.26
"479","2020-07-23",11.19
"480","2020-07-24",11.17
"481","2020-07-27",11.31
"482","2020-07-28",11.55
"483","2020-07-29",11.81
"484","2020-07-30",11.72
"485","2020-07-31",11.61
"486","2020-08-03",11.53
"487","2020-08-04",11.8
"488","2020-08-05",11.82
"489","2020-08-06",11.65
"490","2020-08-07",11.84
"491","2020-08-10",12
"492","2020-08-11",11.97
"493","2020-08-12",12.13
"494","2020-08-13",11.9
"495","2020-08-14",11.93
"496","2020-08-17",12.03
"497","2020-08-18",11.79
"498","2020-08-19",11.73
"499","2020-08-20",11.76
"500","2020-08-21",11.64
"501","2020-08-24",11.95
"502","2020-08-25",11.87
"503","2020-08-26",12.05
"504","2020-08-27",12.23
"505","2020-08-28",11.95
"506","2020-08-31",11.53
"507","2020-09-01",11.54
"508","2020-09-02",11.49
"509","2020-09-03",11.23
"510","2020-09-04",11.21
"511","2020-09-08",10.96
"512","2020-09-09",10.98
"513","2020-09-10",10.71
"514","2020-09-11",10.47
"515","2020-09-14",10.83
"516","2020-09-15",11.41
"517","2020-09-16",11.84
"518","2020-09-17",11.92
"519","2020-09-18",11.68
"520","2020-09-21",10.88
"521","2020-09-22",10.96
"522","2020-09-23",10.72
"523","2020-09-24",11.02
"524","2020-09-25",11.33
"525","2020-09-28",11.91
"526","2020-09-29",11.82
"527","2020-09-30",12.24
"528","2020-10-01",12.9
"529","2020-10-02",13.1
"530","2020-10-05",13.24
"531","2020-10-06",13.18
"532","2020-10-07",13.92
"533","2020-10-08",14.61
"534","2020-10-09",15.13
"535","2020-10-12",14.17
"536","2020-10-13",13.6
"537","2020-10-14",13.69
"538","2020-10-15",13.77
"539","2020-10-16",13.52
"540","2020-10-19",13.59
"541","2020-10-20",13.97
"542","2020-10-21",14.68
"543","2020-10-22",15.2
"544","2020-10-23",15.13
"545","2020-10-26",14.9
"546","2020-10-27",14.58
"547","2020-10-28",14.73
"548","2020-10-29",14.97
"549","2020-10-30",14.75
"550","2020-11-02",14.85
"551","2020-11-03",14.92
"552","2020-11-04",15.09
"553","2020-11-05",15.33
"554","2020-11-06",14.5
"555","2020-11-09",15.4
"556","2020-11-10",15.9
"557","2020-11-11",15.78
"558","2020-11-12",15.83
"559","2020-11-13",16.26
"560","2020-11-16",17.530001
"561","2020-11-17",17.43
"562","2020-11-18",17.129999
"563","2020-11-19",16.58
"564","2020-11-20",16.040001
"565","2020-11-23",16.280001
"566","2020-11-24",17.370001
"567","2020-11-25",16.73
"568","2020-11-27",16.49
