"","date","NFG"
"1","2007-01-03",38.009998
"2","2007-01-04",37.66
"3","2007-01-05",37.259998
"4","2007-01-08",37.580002
"5","2007-01-09",37.540001
"6","2007-01-10",37.400002
"7","2007-01-11",37.759998
"8","2007-01-12",37.990002
"9","2007-01-16",38.540001
"10","2007-01-17",39.029999
"11","2007-01-18",38.700001
"12","2007-01-19",38.810001
"13","2007-01-22",38.810001
"14","2007-01-23",39.48
"15","2007-01-24",39.830002
"16","2007-01-25",39.68
"17","2007-01-26",39.869999
"18","2007-01-29",40.009998
"19","2007-01-30",40.889999
"20","2007-01-31",40.689999
"21","2007-02-01",40.889999
"22","2007-02-02",41.040001
"23","2007-02-05",40.990002
"24","2007-02-06",43.169998
"25","2007-02-07",43
"26","2007-02-08",43.209999
"27","2007-02-09",43.009998
"28","2007-02-12",42.610001
"29","2007-02-13",42.77
"30","2007-02-14",42.450001
"31","2007-02-15",42.32
"32","2007-02-16",42.099998
"33","2007-02-20",42.220001
"34","2007-02-21",42.18
"35","2007-02-22",42.09
"36","2007-02-23",42.18
"37","2007-02-26",42.759998
"38","2007-02-27",42.16
"39","2007-02-28",41.790001
"40","2007-03-01",41.98
"41","2007-03-02",41.41
"42","2007-03-05",40.900002
"43","2007-03-06",41.34
"44","2007-03-07",41.16
"45","2007-03-08",41.220001
"46","2007-03-09",41.23
"47","2007-03-12",41.23
"48","2007-03-13",40.939999
"49","2007-03-14",41.099998
"50","2007-03-15",41.529999
"51","2007-03-16",41.169998
"52","2007-03-19",41.599998
"53","2007-03-20",42.189999
"54","2007-03-21",42.66
"55","2007-03-22",43.380001
"56","2007-03-23",43.209999
"57","2007-03-26",43.540001
"58","2007-03-27",43.130001
"59","2007-03-28",42.970001
"60","2007-03-29",43.150002
"61","2007-03-30",43.259998
"62","2007-04-02",44.139999
"63","2007-04-03",44.16
"64","2007-04-04",45.060001
"65","2007-04-05",45.599998
"66","2007-04-09",46.610001
"67","2007-04-10",46.68
"68","2007-04-11",46.369999
"69","2007-04-12",46.27
"70","2007-04-13",46.07
"71","2007-04-16",46.09
"72","2007-04-17",46.150002
"73","2007-04-18",46.009998
"74","2007-04-19",45.73
"75","2007-04-20",46.189999
"76","2007-04-23",46.43
"77","2007-04-24",46.5
"78","2007-04-25",47.360001
"79","2007-04-26",47.560001
"80","2007-04-27",47.759998
"81","2007-04-30",47.009998
"82","2007-05-01",46.990002
"83","2007-05-02",47.459999
"84","2007-05-03",47.380001
"85","2007-05-04",47.490002
"86","2007-05-07",47.439999
"87","2007-05-08",47.16
"88","2007-05-09",47.049999
"89","2007-05-10",46.130001
"90","2007-05-11",46.290001
"91","2007-05-14",46.330002
"92","2007-05-15",46.330002
"93","2007-05-16",46.240002
"94","2007-05-17",46.259998
"95","2007-05-18",46.25
"96","2007-05-21",46.799999
"97","2007-05-22",46.82
"98","2007-05-23",46.23
"99","2007-05-24",45.209999
"100","2007-05-25",45.220001
"101","2007-05-29",45.450001
"102","2007-05-30",45.98
"103","2007-05-31",45.560001
"104","2007-06-01",45.639999
"105","2007-06-04",46.279999
"106","2007-06-05",46.509998
"107","2007-06-06",45.68
"108","2007-06-07",44.119999
"109","2007-06-08",43.950001
"110","2007-06-11",44.259998
"111","2007-06-12",43.75
"112","2007-06-13",44.18
"113","2007-06-14",45.009998
"114","2007-06-15",45.599998
"115","2007-06-18",45.299999
"116","2007-06-19",44.959999
"117","2007-06-20",44.139999
"118","2007-06-21",44.700001
"119","2007-06-22",44.560001
"120","2007-06-25",44.029999
"121","2007-06-26",43.599998
"122","2007-06-27",43.200001
"123","2007-06-28",42.91
"124","2007-06-29",43.310001
"125","2007-07-02",43.959999
"126","2007-07-03",43.540001
"127","2007-07-05",43.57
"128","2007-07-06",43.66
"129","2007-07-09",44.029999
"130","2007-07-10",43.66
"131","2007-07-11",44.080002
"132","2007-07-12",44.549999
"133","2007-07-13",44.75
"134","2007-07-16",44.200001
"135","2007-07-17",44.029999
"136","2007-07-18",44.700001
"137","2007-07-19",45.959999
"138","2007-07-20",46
"139","2007-07-23",46
"140","2007-07-24",44.630001
"141","2007-07-25",45.130001
"142","2007-07-26",44.5
"143","2007-07-27",43.59
"144","2007-07-30",44.200001
"145","2007-07-31",43.349998
"146","2007-08-01",43.869999
"147","2007-08-02",44.360001
"148","2007-08-03",43.900002
"149","2007-08-06",43.709999
"150","2007-08-07",44.490002
"151","2007-08-08",45.240002
"152","2007-08-09",43.98
"153","2007-08-10",44.23
"154","2007-08-13",43.650002
"155","2007-08-14",42.98
"156","2007-08-15",42.439999
"157","2007-08-16",42.619999
"158","2007-08-17",43.25
"159","2007-08-20",43.02
"160","2007-08-21",43.130001
"161","2007-08-22",44.009998
"162","2007-08-23",44.560001
"163","2007-08-24",45
"164","2007-08-27",44.240002
"165","2007-08-28",43.110001
"166","2007-08-29",44.349998
"167","2007-08-30",44.16
"168","2007-08-31",44.34
"169","2007-09-04",44.560001
"170","2007-09-05",44.279999
"171","2007-09-06",44.470001
"172","2007-09-07",43.73
"173","2007-09-10",43.419998
"174","2007-09-11",43.5
"175","2007-09-12",44.240002
"176","2007-09-13",44.189999
"177","2007-09-14",44.099998
"178","2007-09-17",44.25
"179","2007-09-18",45.400002
"180","2007-09-19",45.450001
"181","2007-09-20",45.349998
"182","2007-09-21",45.419998
"183","2007-09-24",45.419998
"184","2007-09-25",45.459999
"185","2007-09-26",45.849998
"186","2007-09-27",46.52
"187","2007-09-28",46.810001
"188","2007-10-01",47.380001
"189","2007-10-02",47.459999
"190","2007-10-03",47.68
"191","2007-10-04",47.639999
"192","2007-10-05",47.580002
"193","2007-10-08",47.200001
"194","2007-10-09",48.48
"195","2007-10-10",48.59
"196","2007-10-11",48.900002
"197","2007-10-12",46.82
"198","2007-10-15",46.82
"199","2007-10-16",46.860001
"200","2007-10-17",46.849998
"201","2007-10-18",47.009998
"202","2007-10-19",46.02
"203","2007-10-22",45.73
"204","2007-10-23",45.849998
"205","2007-10-24",46.150002
"206","2007-10-25",46.599998
"207","2007-10-26",46.919998
"208","2007-10-29",47.25
"209","2007-10-30",47.209999
"210","2007-10-31",48.490002
"211","2007-11-01",47.939999
"212","2007-11-02",48.73
"213","2007-11-05",48.32
"214","2007-11-06",48.98
"215","2007-11-07",47.299999
"216","2007-11-08",48.220001
"217","2007-11-09",46.849998
"218","2007-11-12",45.75
"219","2007-11-13",46.869999
"220","2007-11-14",46.330002
"221","2007-11-15",46.82
"222","2007-11-16",46.740002
"223","2007-11-19",46.66
"224","2007-11-20",46.560001
"225","2007-11-21",46.799999
"226","2007-11-23",47.02
