"","date","NFJ"
"1","2007-01-03",25
"2","2007-01-04",25.07
"3","2007-01-05",24.790001
"4","2007-01-08",25.200001
"5","2007-01-09",25.35
"6","2007-01-10",25.49
"7","2007-01-11",25.129999
"8","2007-01-12",25.42
"9","2007-01-16",25.17
"10","2007-01-17",25.23
"11","2007-01-18",25.190001
"12","2007-01-19",25.389999
"13","2007-01-22",25.379999
"14","2007-01-23",25.27
"15","2007-01-24",25.24
"16","2007-01-25",25.200001
"17","2007-01-26",25.389999
"18","2007-01-29",25.52
"19","2007-01-30",25.700001
"20","2007-01-31",25.870001
"21","2007-02-01",25.76
"22","2007-02-02",25.870001
"23","2007-02-05",25.780001
"24","2007-02-06",25.780001
"25","2007-02-07",25.709999
"26","2007-02-08",25.690001
"27","2007-02-09",25.5
"28","2007-02-12",25.450001
"29","2007-02-13",25.459999
"30","2007-02-14",25.33
"31","2007-02-15",25.4
"32","2007-02-16",25.299999
"33","2007-02-20",25.110001
"34","2007-02-21",24.870001
"35","2007-02-22",25.09
"36","2007-02-23",25.58
"37","2007-02-26",25.879999
"38","2007-02-27",25.120001
"39","2007-02-28",25.309999
"40","2007-03-01",25.25
"41","2007-03-02",25.23
"42","2007-03-05",24.950001
"43","2007-03-06",25.049999
"44","2007-03-07",25.09
"45","2007-03-08",25.4
"46","2007-03-09",25.73
"47","2007-03-12",25.690001
"48","2007-03-13",25.379999
"49","2007-03-14",25.33
"50","2007-03-15",25.43
"51","2007-03-16",25.450001
"52","2007-03-19",25.780001
"53","2007-03-20",25.809999
"54","2007-03-21",25.85
"55","2007-03-22",25.42
"56","2007-03-23",25.299999
"57","2007-03-26",25.25
"58","2007-03-27",25.139999
"59","2007-03-28",25.35
"60","2007-03-29",25.469999
"61","2007-03-30",25.51
"62","2007-04-02",25.709999
"63","2007-04-03",25.99
"64","2007-04-04",26.01
"65","2007-04-05",26.049999
"66","2007-04-09",26.389999
"67","2007-04-10",26.15
"68","2007-04-11",26
"69","2007-04-12",26.129999
"70","2007-04-13",26.09
"71","2007-04-16",26.07
"72","2007-04-17",25.91
"73","2007-04-18",25.9
"74","2007-04-19",26.01
"75","2007-04-20",26.1
"76","2007-04-23",26
"77","2007-04-24",26.02
"78","2007-04-25",25.99
"79","2007-04-26",26.08
"80","2007-04-27",26.190001
"81","2007-04-30",26.040001
"82","2007-05-01",25.950001
"83","2007-05-02",25.969999
"84","2007-05-03",26.15
"85","2007-05-04",26.120001
"86","2007-05-07",26.030001
"87","2007-05-08",25.93
"88","2007-05-09",25.99
"89","2007-05-10",25.790001
"90","2007-05-11",25.889999
"91","2007-05-14",25.93
"92","2007-05-15",25.77
"93","2007-05-16",25.91
"94","2007-05-17",25.92
"95","2007-05-18",25.91
"96","2007-05-21",25.940001
"97","2007-05-22",25.9
"98","2007-05-23",25.889999
"99","2007-05-24",25.48
"100","2007-05-25",25.700001
"101","2007-05-29",25.780001
"102","2007-05-30",25.83
"103","2007-05-31",25.860001
"104","2007-06-01",25.969999
"105","2007-06-04",26
"106","2007-06-05",26.02
"107","2007-06-06",25.690001
"108","2007-06-07",24.9
"109","2007-06-08",25.440001
"110","2007-06-11",25.58
"111","2007-06-12",25.32
"112","2007-06-13",25.440001
"113","2007-06-14",25.58
"114","2007-06-15",25.709999
"115","2007-06-18",25.940001
"116","2007-06-19",26.139999
"117","2007-06-20",26.040001
"118","2007-06-21",25.440001
"119","2007-06-22",25.27
"120","2007-06-25",25.139999
"121","2007-06-26",25.190001
"122","2007-06-27",25.129999
"123","2007-06-28",25.25
"124","2007-06-29",25.33
"125","2007-07-02",25.74
"126","2007-07-03",26.049999
"127","2007-07-05",26
"128","2007-07-06",26.32
"129","2007-07-09",26.190001
"130","2007-07-10",25.809999
"131","2007-07-11",25.32
"132","2007-07-12",25.549999
"133","2007-07-13",25.450001
"134","2007-07-16",25.440001
"135","2007-07-17",25.16
"136","2007-07-18",24.950001
"137","2007-07-19",24.959999
"138","2007-07-20",24.77
"139","2007-07-23",24.860001
"140","2007-07-24",24.01
"141","2007-07-25",23.629999
"142","2007-07-26",23.370001
"143","2007-07-27",23.219999
"144","2007-07-30",23.58
"145","2007-07-31",23.77
"146","2007-08-01",23.52
"147","2007-08-02",23.91
"148","2007-08-03",23.5
"149","2007-08-06",23.379999
"150","2007-08-07",23.65
"151","2007-08-08",23.870001
"152","2007-08-09",23.370001
"153","2007-08-10",23.290001
"154","2007-08-13",23.290001
"155","2007-08-14",22.799999
"156","2007-08-15",21.690001
"157","2007-08-16",21.41
"158","2007-08-17",23.17
"159","2007-08-20",23.32
"160","2007-08-21",23.639999
"161","2007-08-22",23.719999
"162","2007-08-23",23.9
"163","2007-08-24",24.030001
"164","2007-08-27",23.9
"165","2007-08-28",23.360001
"166","2007-08-29",23.65
