"","date","BFST"
"88","2018-08-24",25.98
"89","2018-08-27",25.58
"90","2018-08-28",25.540001
"91","2018-08-29",25.870001
"92","2018-08-30",25.950001
"93","2018-08-31",25.879999
"94","2018-09-04",26.040001
"95","2018-09-05",25.9
"96","2018-09-06",25.690001
"97","2018-09-07",25.73
"98","2018-09-10",26.4
"99","2018-09-11",26.74
"100","2018-09-12",26.540001
"101","2018-09-13",26.35
"102","2018-09-14",26.77
"103","2018-09-17",26.85
"104","2018-09-18",26.870001
"105","2018-09-19",26.950001
"106","2018-09-20",27.360001
"107","2018-09-21",26.459999
"108","2018-09-24",26.549999
"109","2018-09-25",25.02
"110","2018-09-26",25.98
"111","2018-09-27",26.059999
"112","2018-09-28",26.549999
"113","2018-10-01",26.25
"114","2018-10-02",26.030001
"115","2018-10-03",26.08
"116","2018-10-04",26.040001
"117","2018-10-05",26.049999
"118","2018-10-08",26.01
"119","2018-10-09",26.620001
"120","2018-10-10",26.040001
"121","2018-10-11",25.959999
"122","2018-10-12",26.09
"123","2018-10-15",25.719999
"124","2018-10-16",25.440001
"125","2018-10-17",25.93
"126","2018-10-18",25.860001
"127","2018-10-19",25.219999
"128","2018-10-22",25.32
"129","2018-10-23",25.24
"130","2018-10-24",25.129999
"131","2018-10-25",25.219999
"132","2018-10-26",25.82
"133","2018-10-29",26.08
"134","2018-10-30",26.299999
"135","2018-10-31",26.370001
"136","2018-11-01",26.73
"137","2018-11-02",26
"138","2018-11-05",25.530001
"139","2018-11-06",26.129999
"140","2018-11-07",25.83
"141","2018-11-08",26.15
"142","2018-11-09",25.98
"143","2018-11-12",25.66
"144","2018-11-13",25.42
"145","2018-11-14",25.700001
"146","2018-11-15",25.309999
"147","2018-11-16",25.48
"148","2018-11-19",25.01
"149","2018-11-20",24.620001
"150","2018-11-21",25.35
"151","2018-11-23",25.35
"152","2018-11-26",25.129999
"153","2018-11-27",24.950001
"154","2018-11-28",26.25
"155","2018-11-29",26.219999
"156","2018-11-30",25.290001
"157","2018-12-03",25.870001
"158","2018-12-04",23.59
"159","2018-12-06",23.440001
"160","2018-12-07",23.4
"161","2018-12-10",23.469999
"162","2018-12-11",21.49
"163","2018-12-12",22.75
"164","2018-12-13",23.68
"165","2018-12-14",24.6
"166","2018-12-17",23.65
"167","2018-12-18",24.15
"168","2018-12-19",23.98
"169","2018-12-20",24.4
"170","2018-12-21",24.07
"171","2018-12-24",24.5
"172","2018-12-26",24.940001
"173","2018-12-27",24.57
"174","2018-12-28",23.83
"175","2018-12-31",24.23
"176","2019-01-02",24
"177","2019-01-03",23.780001
"178","2019-01-04",23.91
"179","2019-01-07",23.65
"180","2019-01-08",23.74
"181","2019-01-09",23.389999
"182","2019-01-10",22.9
"183","2019-01-11",23.190001
"184","2019-01-14",23.110001
"185","2019-01-15",23.190001
"186","2019-01-16",23.110001
"187","2019-01-17",23.91
"188","2019-01-18",24
"189","2019-01-22",23.709999
"190","2019-01-23",23.4
"191","2019-01-24",23.200001
"192","2019-01-25",23.09
"193","2019-01-28",23.450001
"194","2019-01-29",22.799999
"195","2019-01-30",23.26
"196","2019-01-31",23.07
"197","2019-02-01",23.049999
"198","2019-02-04",23.1
"199","2019-02-05",24.16
"200","2019-02-06",23.93
"201","2019-02-07",24.120001
"202","2019-02-08",24.129999
"203","2019-02-11",24.139999
"204","2019-02-12",24.209999
"205","2019-02-13",24.450001
"206","2019-02-14",24.4
"207","2019-02-15",24.26
"208","2019-02-19",24.379999
"209","2019-02-20",24.08
"210","2019-02-21",24.059999
"211","2019-02-22",24.35
"212","2019-02-25",24.030001
"213","2019-02-26",24.08
"214","2019-02-27",24.18
"215","2019-02-28",24.719999
"216","2019-03-01",25
"217","2019-03-04",25.610001
"218","2019-03-05",25.08
"219","2019-03-06",25.030001
"220","2019-03-07",23.48
"221","2019-03-08",23.93
"222","2019-03-11",24.040001
"223","2019-03-12",24.190001
"224","2019-03-13",24.690001
"225","2019-03-14",24.620001
"226","2019-03-15",25.33
"227","2019-03-18",25.49
"228","2019-03-19",25.700001
"229","2019-03-20",25.450001
"230","2019-03-21",25.110001
"231","2019-03-22",22.59
"232","2019-03-25",23.870001
"233","2019-03-26",24.379999
"234","2019-03-27",24.450001
"235","2019-03-28",24.799999
"236","2019-03-29",24.540001
"237","2019-04-01",24.59
"238","2019-04-02",24.35
"239","2019-04-03",24.09
"240","2019-04-04",24.559999
"241","2019-04-05",24.719999
"242","2019-04-08",24.620001
"243","2019-04-09",24.65
"244","2019-04-10",24.82
"245","2019-04-11",24.57
"246","2019-04-12",24.889999
"247","2019-04-15",24.65
"248","2019-04-16",24.43
"249","2019-04-17",24.709999
"250","2019-04-18",24.75
"251","2019-04-22",24.59
"252","2019-04-23",24.780001
"253","2019-04-24",24.690001
"254","2019-04-25",24.469999
"255","2019-04-26",24.5
"256","2019-04-29",24.950001
"257","2019-04-30",25.450001
"258","2019-05-01",25.139999
"259","2019-05-02",25.16
"260","2019-05-03",25.27
"261","2019-05-06",25.200001
"262","2019-05-07",25.309999
"263","2019-05-08",25.48
"264","2019-05-09",24.33
"265","2019-05-10",24.5
"266","2019-05-13",24.610001
"267","2019-05-14",25.34
"268","2019-05-15",25.299999
"269","2019-05-16",25.200001
"270","2019-05-17",25.360001
"271","2019-05-20",25.35
"272","2019-05-21",25.27
"273","2019-05-22",25.120001
"274","2019-05-23",24.690001
"275","2019-05-24",25.139999
"276","2019-05-28",24.709999
"277","2019-05-29",24.77
"278","2019-05-30",24.99
"279","2019-05-31",24.52
"280","2019-06-03",24.75
"281","2019-06-04",25.040001
"282","2019-06-05",24.75
"283","2019-06-06",24.85
"284","2019-06-07",24.84
"285","2019-06-10",24.969999
"286","2019-06-11",25.15
"287","2019-06-12",24.18
"288","2019-06-13",24.59
"289","2019-06-14",24.75
"290","2019-06-17",25.1
"291","2019-06-18",25.200001
"292","2019-06-19",25.24
"293","2019-06-20",25.370001
"294","2019-06-21",25.43
"295","2019-06-24",25.4
"296","2019-06-25",25.6
"297","2019-06-26",25.26
"298","2019-06-27",25.450001
"299","2019-06-28",25.450001
"300","2019-07-01",25.48
"301","2019-07-02",25.469999
"302","2019-07-03",25.6
"303","2019-07-05",25.76
"304","2019-07-08",25.790001
"305","2019-07-09",25.290001
"306","2019-07-10",25.4
"307","2019-07-11",25.290001
"308","2019-07-12",25.059999
"309","2019-07-15",25.24
"310","2019-07-16",25.07
"311","2019-07-17",25.030001
"312","2019-07-18",25.24
"313","2019-07-19",25.16
"314","2019-07-22",25.42
"315","2019-07-23",25.200001
"316","2019-07-24",25.25
"317","2019-07-25",25.24
"318","2019-07-26",25.01
"319","2019-07-29",25.02
"320","2019-07-30",25.17
"321","2019-07-31",24.940001
"322","2019-08-01",24.889999
"323","2019-08-02",24.25
"324","2019-08-05",22.67
"325","2019-08-06",23.700001
"326","2019-08-07",23.110001
"327","2019-08-08",23.440001
"328","2019-08-09",22.790001
"329","2019-08-12",23.370001
"330","2019-08-13",23.879999
"331","2019-08-14",22.68
"332","2019-08-15",23.25
"333","2019-08-16",24.25
"334","2019-08-19",24.549999
"335","2019-08-20",24.67
"336","2019-08-21",24.02
"337","2019-08-22",23.860001
"338","2019-08-23",22.549999
"339","2019-08-26",23.25
"340","2019-08-27",23.200001
"341","2019-08-28",23.5
"342","2019-08-29",23.6
"343","2019-08-30",23.620001
"344","2019-09-03",23
"345","2019-09-04",23.440001
"346","2019-09-05",23.42
"347","2019-09-06",23.610001
"348","2019-09-09",24
"349","2019-09-10",23.57
"350","2019-09-11",24.559999
"351","2019-09-12",25.25
"352","2019-09-13",25.120001
"353","2019-09-16",24.91
"354","2019-09-17",24.969999
"355","2019-09-18",24.75
"356","2019-09-19",24.549999
"357","2019-09-20",24.99
"358","2019-09-23",24.75
"359","2019-09-24",24.629999
"360","2019-09-25",25
"361","2019-09-26",24.51
"362","2019-09-27",24.549999
"363","2019-09-30",24.4
"364","2019-10-01",24.610001
"365","2019-10-02",24.02
"366","2019-10-03",24.02
"367","2019-10-04",24.290001
"368","2019-10-07",23.91
"369","2019-10-08",23.76
"370","2019-10-09",23.879999
"371","2019-10-10",23.950001
"372","2019-10-11",24.200001
"373","2019-10-14",24.25
"374","2019-10-15",24.379999
"375","2019-10-16",24.24
"376","2019-10-17",24.23
"377","2019-10-18",24.379999
"378","2019-10-21",24.73
"379","2019-10-22",24.379999
"380","2019-10-23",24.280001
"381","2019-10-24",24.450001
"382","2019-10-25",24.27
"383","2019-10-28",24.58
"384","2019-10-29",24.360001
"385","2019-10-30",24.91
"386","2019-10-31",24.440001
"387","2019-11-01",24.389999
"388","2019-11-04",24.9
"389","2019-11-05",24.85
"390","2019-11-06",24.764999
"391","2019-11-07",24.9
"392","2019-11-08",24.790001
"393","2019-11-11",24.700001
"394","2019-11-12",24.610001
"395","2019-11-13",24.82
"396","2019-11-14",24.66
"397","2019-11-15",24.790001
"398","2019-11-18",24.33
"399","2019-11-19",24.98
"400","2019-11-20",24.58
"401","2019-11-21",24.540001
"402","2019-11-22",24.73
"403","2019-11-25",24.940001
"404","2019-11-26",24.26
"405","2019-11-27",24.049999
"406","2019-11-29",24.6
"407","2019-12-02",24.540001
"408","2019-12-03",24.42
"409","2019-12-04",24.65
"410","2019-12-05",24.309999
"411","2019-12-06",24.76
"412","2019-12-09",24.59
"413","2019-12-10",24.889999
"414","2019-12-11",24.879999
"415","2019-12-12",25
"416","2019-12-13",24.99
"417","2019-12-16",24.950001
"418","2019-12-17",24.870001
"419","2019-12-18",24.83
"420","2019-12-19",24.83
"421","2019-12-20",25
"422","2019-12-23",24.6
"423","2019-12-24",24.66
"424","2019-12-26",24.9
"425","2019-12-27",24.870001
"426","2019-12-30",24.290001
"427","2019-12-31",24.93
"428","2020-01-02",24.969999
"429","2020-01-03",24.9
"430","2020-01-06",24.93
"431","2020-01-07",24.799999
"432","2020-01-08",24.969999
"433","2020-01-09",25
"434","2020-01-10",24.98
"435","2020-01-13",25
"436","2020-01-14",24.92
"437","2020-01-15",24.969999
"438","2020-01-16",24.9
"439","2020-01-17",24.73
"440","2020-01-21",24.629999
"441","2020-01-22",24.41
"442","2020-01-23",24.860001
"443","2020-01-24",24.65
"444","2020-01-27",24.59
"445","2020-01-28",25
"446","2020-01-29",25.370001
"447","2020-01-30",24.870001
"448","2020-01-31",24.780001
"449","2020-02-03",25.26
"450","2020-02-04",25.4
"451","2020-02-05",26
"452","2020-02-06",26.02
"453","2020-02-07",25.74
"454","2020-02-10",26
"455","2020-02-11",26.110001
"456","2020-02-12",26.209999
"457","2020-02-13",26.5
"458","2020-02-14",26.190001
"459","2020-02-18",25.57
"460","2020-02-19",25.6
"461","2020-02-20",25.709999
"462","2020-02-21",25.450001
"463","2020-02-24",25.030001
"464","2020-02-25",24.9
"465","2020-02-26",25
"466","2020-02-27",24.77
"467","2020-02-28",24.07
"468","2020-03-02",24.08
"469","2020-03-03",23.18
"470","2020-03-04",23.59
"471","2020-03-05",21.6
"472","2020-03-06",21.690001
"473","2020-03-09",19.5
"474","2020-03-10",18.610001
"475","2020-03-11",17.469999
"476","2020-03-12",15.11
"477","2020-03-13",15
"478","2020-03-16",10.91
"479","2020-03-17",11
"480","2020-03-18",10.4
"481","2020-03-19",9.64
"482","2020-03-20",9.96
"483","2020-03-23",9.83
"484","2020-03-24",10.25
"485","2020-03-25",11.19
"486","2020-03-26",14.87
"487","2020-03-27",13.42
"488","2020-03-30",13.5
"489","2020-03-31",13.5
"490","2020-04-01",11.27
"491","2020-04-02",11.88
"492","2020-04-03",11
"493","2020-04-06",12.3
"494","2020-04-07",11.96
"495","2020-04-08",12.63
"496","2020-04-09",13.45
"497","2020-04-13",12.79
"498","2020-04-14",12.95
"499","2020-04-15",11.86
"500","2020-04-16",11.7
"501","2020-04-17",12.04
"502","2020-04-20",11.83
"503","2020-04-21",12.08
"504","2020-04-22",12.15
"505","2020-04-23",12.58
"506","2020-04-24",12.52
"507","2020-04-27",13.24
"508","2020-04-28",14.01
"509","2020-04-29",14.49
"510","2020-04-30",13.98
"511","2020-05-01",12.96
"512","2020-05-04",12.74
"513","2020-05-05",12.58
"514","2020-05-06",11.78
"515","2020-05-07",11.96
"516","2020-05-08",12.08
"517","2020-05-11",11.99
"518","2020-05-12",11.34
"519","2020-05-13",11.12
"520","2020-05-14",11.08
"521","2020-05-15",11.44
"522","2020-05-18",12.34
"523","2020-05-19",12.03
"524","2020-05-20",12.55
"525","2020-05-21",12.65
"526","2020-05-22",12.73
"527","2020-05-26",13.79
"528","2020-05-27",14.14
"529","2020-05-28",15.2
"530","2020-05-29",14.49
"531","2020-06-01",14
"532","2020-06-02",14.19
"533","2020-06-03",15.65
"534","2020-06-04",15.62
"535","2020-06-05",17.360001
"536","2020-06-08",16.719999
"537","2020-06-09",16.93
"538","2020-06-10",16
"539","2020-06-11",13.98
"540","2020-06-12",14.84
"541","2020-06-15",15.03
"542","2020-06-16",16.559999
"543","2020-06-17",15.35
"544","2020-06-18",16.57
"545","2020-06-19",15.1
"546","2020-06-22",15.43
"547","2020-06-23",15
"548","2020-06-24",14.45
"549","2020-06-25",14.64
"550","2020-06-26",14.28
"551","2020-06-29",14.78
"552","2020-06-30",15.35
"553","2020-07-01",14.52
"554","2020-07-02",14.21
"555","2020-07-06",14.49
"556","2020-07-07",13.81
"557","2020-07-08",13.69
"558","2020-07-09",12.81
"559","2020-07-10",13.76
"560","2020-07-13",13.86
"561","2020-07-14",13.71
"562","2020-07-15",14.8
"563","2020-07-16",14.58
"564","2020-07-17",14.09
"565","2020-07-20",13.73
"566","2020-07-21",14.36
"567","2020-07-22",14.25
"568","2020-07-23",14
"569","2020-07-24",13.88
"570","2020-07-27",13.7
"571","2020-07-28",13.67
"572","2020-07-29",14.21
"573","2020-07-30",13.55
"574","2020-07-31",13.64
"575","2020-08-03",13.54
"576","2020-08-04",13.35
"577","2020-08-05",13.9
"578","2020-08-06",13.94
"579","2020-08-07",14.87
"580","2020-08-10",15.04
"581","2020-08-11",14.97
"582","2020-08-12",15.09
"583","2020-08-13",14.6
"584","2020-08-14",14.73
"585","2020-08-17",14.59
"586","2020-08-18",13.89
"587","2020-08-19",13.8
"588","2020-08-20",13.34
"589","2020-08-21",12.13
"590","2020-08-24",13.82
"591","2020-08-25",14.85
"592","2020-08-26",14.12
"593","2020-08-27",14.55
"594","2020-08-28",15.06
"595","2020-08-31",14.47
"596","2020-09-01",15.5
"597","2020-09-02",15.95
"598","2020-09-03",15.58
"599","2020-09-04",15.55
"600","2020-09-08",15.34
"601","2020-09-09",15.23
"602","2020-09-10",15.14
"603","2020-09-11",15.05
"604","2020-09-14",15.19
"605","2020-09-15",15.06
"606","2020-09-16",15.1
"607","2020-09-17",14.94
"608","2020-09-18",14.74
"609","2020-09-21",13.65
"610","2020-09-22",13.08
"611","2020-09-23",12.79
"612","2020-09-24",13.36
"613","2020-09-25",13.51
"614","2020-09-28",14.11
"615","2020-09-29",14.19
"616","2020-09-30",15
"617","2020-10-01",15.32
"618","2020-10-02",15.5
"619","2020-10-05",15.73
"620","2020-10-06",15.4
"621","2020-10-07",16
"622","2020-10-08",16.08
"623","2020-10-09",15.82
"624","2020-10-12",16.15
"625","2020-10-13",15.49
"626","2020-10-14",15.22
"627","2020-10-15",15.74
"628","2020-10-16",16.07
"629","2020-10-19",15.85
"630","2020-10-20",16.35
"631","2020-10-21",16.41
"632","2020-10-22",16.950001
"633","2020-10-23",17.16
"634","2020-10-26",16.98
"635","2020-10-27",16.360001
"636","2020-10-28",16.209999
"637","2020-10-29",16.959999
"638","2020-10-30",16.610001
"639","2020-11-02",16.9
"640","2020-11-03",17.68
"641","2020-11-04",16.35
"642","2020-11-05",17.110001
"643","2020-11-06",17.219999
"644","2020-11-09",19.17
"645","2020-11-10",20.200001
"646","2020-11-11",20
"647","2020-11-12",18.74
"648","2020-11-13",19.290001
"649","2020-11-16",20.1
"650","2020-11-17",20
"651","2020-11-18",19.75
"652","2020-11-19",19.860001
"653","2020-11-20",18.950001
"654","2020-11-23",19.4
"655","2020-11-24",20.26
"656","2020-11-25",20.059999
"657","2020-11-27",20.209999
