"","date","SHSP"
"1","2011-05-02",39.5
"2","2011-05-03",13.75
"3","2011-05-04",14.25
"4","2011-05-05",13.75
"5","2011-05-06",13.75
"6","2011-05-09",6.25
"7","2011-05-10",10
"8","2011-05-11",10
"9","2011-05-12",10.05
"10","2011-05-13",10
"11","2011-05-16",9.95
"12","2011-05-17",6.8
"13","2011-05-18",9.75
"14","2011-05-19",10
"15","2011-05-20",10
"16","2011-05-23",9.25
"17","2011-05-24",9.75
"18","2011-05-25",9.75
"19","2011-05-26",9.75
"20","2011-05-27",9.75
"21","2011-05-31",10
"22","2011-06-01",9.5
"23","2011-06-02",8.25
"24","2011-06-03",8.25
"25","2011-06-06",8.25
"26","2011-06-07",8.5
"27","2011-06-08",9.5
"28","2011-06-09",9.5
"29","2011-06-10",9.5
"30","2011-06-13",9.5
"31","2011-06-14",9.5
"32","2011-06-15",9.5
"33","2011-06-16",9.5
"34","2011-06-17",7.5
"35","2011-06-20",6.75
"36","2011-06-21",6.75
"37","2011-06-22",8.25
"38","2011-06-23",6.75
"39","2011-06-24",6.75
"40","2011-06-27",6.75
"41","2011-06-28",6.75
"42","2011-06-29",6.75
"43","2011-06-30",6.75
"44","2011-07-01",6.75
"45","2011-07-05",6
"46","2011-07-06",6
"47","2011-07-07",6
"48","2011-07-08",6
"49","2011-07-11",6.75
"50","2011-07-12",6.75
"51","2011-07-13",7.55
"52","2011-07-14",7.55
"53","2011-07-15",8
"54","2011-07-18",7.75
"55","2011-07-19",7.75
"56","2011-07-20",7.75
"57","2011-07-21",8.25
"58","2011-07-22",8.25
"59","2011-07-25",8.25
"60","2011-07-26",8.25
"61","2011-07-27",8.25
"62","2011-07-28",6.75
"63","2011-07-29",6.75
"64","2011-08-01",6.75
"65","2011-08-02",9.5
"66","2011-08-03",9.75
"67","2011-08-04",9.75
"68","2011-08-05",9.75
"69","2011-08-08",9.5
"70","2011-08-09",5.05
"71","2011-08-10",9
"72","2011-08-11",9
"73","2011-08-12",9
"74","2011-08-15",8
"75","2011-08-16",8
"76","2011-08-17",8
"77","2011-08-18",8
"78","2011-08-19",8
"79","2011-08-22",8
"80","2011-08-23",8
"81","2011-08-24",8
"82","2011-08-25",8
"83","2011-08-26",6
"84","2011-08-29",6
"85","2011-08-30",5.05
"86","2011-08-31",5.05
"87","2011-09-01",8
"88","2011-09-02",8
"89","2011-09-06",8
"90","2011-09-07",8
"91","2011-09-08",8
"92","2011-09-09",8
"93","2011-09-12",8
"94","2011-09-13",8
"95","2011-09-14",8
"96","2011-09-15",8
"97","2011-09-16",8
"98","2011-09-19",8
"99","2011-09-20",8
"100","2011-09-21",7.5
"101","2011-09-22",7.5
"102","2011-09-23",7.5
"103","2011-09-26",5.25
"104","2011-09-27",7.5
"105","2011-09-28",8
"106","2011-09-29",8
"107","2011-09-30",5.15
"108","2011-10-03",5.15
"109","2011-10-04",8
"110","2011-10-05",6.5
"111","2011-10-06",6.5
"112","2011-10-07",6.5
"113","2011-10-10",6.5
"114","2011-10-11",6.5
"115","2011-10-12",6.5
"116","2011-10-13",6.5
"117","2011-10-14",6.5
"118","2011-10-17",6.5
"119","2011-10-18",6.5
"120","2011-10-19",6.5
"121","2011-10-20",6.5
"122","2011-10-21",6.5
"123","2011-10-24",6.5
"124","2011-10-25",5.5
"125","2011-10-26",6.25
"126","2011-10-27",8.25
"127","2011-10-28",8.25
"128","2011-10-31",8.75
"129","2011-11-01",8.75
"130","2011-11-02",8.75
"131","2011-11-03",8.75
"132","2011-11-04",8.8
"133","2011-11-07",8.8
"134","2011-11-08",8.8
"135","2011-11-09",8.8
"136","2011-11-10",8.45
"137","2011-11-11",6.85
"138","2011-11-14",8.85
"139","2011-11-15",8.85
"140","2011-11-16",8.85
"141","2011-11-17",8.85
"142","2011-11-18",8.85
"143","2011-11-21",8.85
"144","2011-11-22",8.85
"145","2011-11-23",8.85
"146","2011-11-25",8.85
"147","2011-11-28",8.85
"148","2011-11-29",8.85
"149","2011-11-30",8.85
"150","2011-12-01",6.65
"151","2011-12-02",7.5
"152","2011-12-05",7.5
"153","2011-12-06",7.5
"154","2011-12-07",7.5
"155","2011-12-08",7.5
"156","2011-12-09",7.5
"157","2011-12-12",7.5
"158","2011-12-13",7
"159","2011-12-14",7
"160","2011-12-15",7
"161","2011-12-16",7
"162","2011-12-19",7
"163","2011-12-20",7
"164","2011-12-21",7
"165","2011-12-22",6.25
"166","2011-12-23",7.5
"167","2011-12-27",7.5
"168","2011-12-28",7.5
"169","2011-12-29",7.5
"170","2011-12-30",5.5
"171","2012-01-03",8
"172","2012-01-04",8
"173","2012-01-05",8
"174","2012-01-06",8
"175","2012-01-09",8
"176","2012-01-10",8
"177","2012-01-11",7.5
"178","2012-01-12",7
"179","2012-01-13",7
"180","2012-01-17",6.75
"181","2012-01-18",8.5
"182","2012-01-19",8.5
"183","2012-01-20",7.95
"184","2012-01-23",7.95
"185","2012-01-24",8.25
"186","2012-01-25",8.75
"187","2012-01-26",8.65
"188","2012-01-27",8.65
"189","2012-01-30",8.65
"190","2012-01-31",9.75
"191","2012-02-01",9.75
"192","2012-02-02",9.75
"193","2012-02-03",9.75
"194","2012-02-06",9.75
"195","2012-02-07",9.75
"196","2012-02-08",9.75
"197","2012-02-09",9.75
"198","2012-02-10",9.4
"199","2012-02-13",9.4
"200","2012-02-14",9.4
"201","2012-02-15",9.5
"202","2012-02-16",9.25
"203","2012-02-17",9.25
"204","2012-02-21",8
"205","2012-02-22",8
"206","2012-02-23",9.25
"207","2012-02-24",9.25
"208","2012-02-27",9.25
"209","2012-02-28",9.25
"210","2012-02-29",9.2
"211","2012-03-01",9.25
"212","2012-03-02",9.25
"213","2012-03-05",9.25
"214","2012-03-06",9.25
"215","2012-03-07",9.2
"216","2012-03-08",9.2
"217","2012-03-09",9.2
"218","2012-03-12",7.5
"219","2012-03-13",9.25
"220","2012-03-14",9.25
"221","2012-03-15",9.25
"222","2012-03-16",9.25
"223","2012-03-19",9.25
"224","2012-03-20",9
"225","2012-03-21",9
"226","2012-03-22",9
"227","2012-03-23",9
"228","2012-03-26",9
"229","2012-03-27",9
"230","2012-03-28",9
"231","2012-03-29",9
"232","2012-03-30",8.25
"233","2012-04-02",7.5
"234","2012-04-03",6.25
"235","2012-04-04",6
"236","2012-04-05",6
"237","2012-04-09",6
"238","2012-04-10",6.5
"239","2012-04-11",6.95
"240","2012-04-12",6.95
"241","2012-04-13",5.5
"242","2012-04-16",5.5
"243","2012-04-17",5.5
"244","2012-04-18",5.5
"245","2012-04-19",6.95
"246","2012-04-20",6.95
"247","2012-04-23",6.9
"248","2012-04-24",6.9
"249","2012-04-25",6.9
"250","2012-04-26",7.5
"251","2012-04-27",7.5
"252","2012-04-30",7.5
"253","2012-05-01",7.5
"254","2012-05-02",7.95
"255","2012-05-03",7.95
"256","2012-05-04",7.7
"257","2012-05-07",7.75
"258","2012-05-08",7.75
"259","2012-05-09",7.5
"260","2012-05-10",7.5
"261","2012-05-11",5.05
"262","2012-05-14",6.2
"263","2012-05-15",5.15
"264","2012-05-16",6.25
"265","2012-05-17",4.75
"266","2012-05-18",4.75
"267","2012-05-21",4.75
"268","2012-05-22",4.75
"269","2012-05-23",4.75
"270","2012-05-24",4.75
"271","2012-05-25",4.75
"272","2012-05-29",4.75
"273","2012-05-30",4.75
"274","2012-05-31",4.75
"275","2012-06-01",4.75
"276","2012-06-04",4.75
"277","2012-06-05",4.75
"278","2012-06-06",4.75
"279","2012-06-07",4.75
"280","2012-06-08",4.75
"281","2012-06-11",4.75
"282","2012-06-12",7.5
"283","2012-06-13",7.5
"284","2012-06-14",3.25
"285","2012-06-15",5
"286","2012-06-18",6.25
"287","2012-06-19",7.25
"288","2012-06-20",7.25
"289","2012-06-21",4.05
"290","2012-06-22",3.7
"291","2012-06-25",3.65
"292","2012-06-26",3.5
"293","2012-06-27",3.5
"294","2012-06-28",3.75
"295","2012-06-29",3.3
"296","2012-07-02",6.25
"297","2012-07-03",6.25
"298","2012-07-05",6.25
"299","2012-07-06",6.25
"300","2012-07-09",6.25
"301","2012-07-10",6.2
"302","2012-07-11",6.2
"303","2012-07-12",6.2
"304","2012-07-13",6.2
"305","2012-07-16",6.2
"306","2012-07-17",6.2
"307","2012-07-18",3.3
"308","2012-07-19",3.3
"309","2012-07-20",3.3
"310","2012-07-23",3.3
"311","2012-07-24",3.3
"312","2012-07-25",3.3
"313","2012-07-26",3.3
"314","2012-07-27",3.3
"315","2012-07-30",3.3
"316","2012-07-31",3.3
"317","2012-08-01",3.3
"318","2012-08-02",3.3
"319","2012-08-03",5.5
"320","2012-08-06",5.75
"321","2012-08-07",5
"322","2012-08-08",5.5
"323","2012-08-09",5.25
"324","2012-08-10",5.25
"325","2012-08-13",4.5
"326","2012-08-14",4.5
"327","2012-08-15",4.5
"328","2012-08-16",5.1
"329","2012-08-17",5.4
"330","2012-08-20",5.4
"331","2012-08-21",5.4
"332","2012-08-22",5.4
"333","2012-08-23",5.4
"334","2012-08-24",4.4
"335","2012-08-27",4.4
"336","2012-08-28",4.4
"337","2012-08-29",4.4
"338","2012-08-30",4.4
"339","2012-08-31",4.4
"340","2012-09-04",4.4
"341","2012-09-05",4.4
"342","2012-09-06",4.5
"343","2012-09-07",4.5
"344","2012-09-10",4.5
"345","2012-09-11",5.2
"346","2012-09-12",4.75
"347","2012-09-13",4.75
"348","2012-09-14",4.75
"349","2012-09-17",4.75
"350","2012-09-18",4.75
"351","2012-09-19",4.05
"352","2012-09-20",4.05
"353","2012-09-21",5.1
"354","2012-09-24",4.25
"355","2012-09-25",4.9
"356","2012-09-26",5
"357","2012-09-27",5
"358","2012-09-28",5.2
"359","2012-10-01",4.3
"360","2012-10-02",4.3
"361","2012-10-03",4.3
"362","2012-10-04",5.2
"363","2012-10-05",4.95
"364","2012-10-08",5.25
"365","2012-10-09",5.1
"366","2012-10-10",5.05
"367","2012-10-11",5.05
"368","2012-10-12",5.05
"369","2012-10-15",5.05
"370","2012-10-16",5.15
"371","2012-10-17",5.25
"372","2012-10-18",4.55
"373","2012-10-19",4.65
"374","2012-10-22",4.65
"375","2012-10-23",4.65
"376","2012-10-24",5
"377","2012-10-25",5.2
"378","2012-10-26",5.1
"379","2012-10-31",5.25
"380","2012-11-01",5.75
"381","2012-11-02",5.75
"382","2012-11-05",5.5
"383","2012-11-06",5.5
"384","2012-11-07",5.5
"385","2012-11-08",5.5
"386","2012-11-09",5
"387","2012-11-12",5
"388","2012-11-13",5
"389","2012-11-14",5
"390","2012-11-15",5
"391","2012-11-16",5
"392","2012-11-19",5
"393","2012-11-20",4.4
"394","2012-11-21",4.4
"395","2012-11-23",4.4
"396","2012-11-26",4.55
"397","2012-11-27",5.5
"398","2012-11-28",5.6
"399","2012-11-29",5.6
"400","2012-11-30",5.55
"401","2012-12-03",5.9
"402","2012-12-04",5.75
"403","2012-12-05",5.75
"404","2012-12-06",5.65
"405","2012-12-07",5.65
"406","2012-12-10",5.7
"407","2012-12-11",6.25
"408","2012-12-12",6.25
"409","2012-12-13",6
"410","2012-12-14",6
"411","2012-12-17",6.3
"412","2012-12-18",6.3
"413","2012-12-19",6.5
"414","2012-12-20",6.75
"415","2012-12-21",6.75
"416","2012-12-24",6.7
"417","2012-12-26",6.5
"418","2012-12-27",6.7
"419","2012-12-28",7.25
"420","2012-12-31",7
"421","2013-01-02",7
"422","2013-01-03",6.55
"423","2013-01-04",6.5
"424","2013-01-07",6.5
"425","2013-01-08",6.5
"426","2013-01-09",6.5
"427","2013-01-10",6.5
"428","2013-01-11",6.5
"429","2013-01-14",6.5
"430","2013-01-15",6.5
"431","2013-01-16",6.75
"432","2013-01-17",7
"433","2013-01-18",7.25
"434","2013-01-22",7.25
"435","2013-01-23",6.75
"436","2013-01-24",6.8
"437","2013-01-25",6.85
"438","2013-01-28",6.85
"439","2013-01-29",6.85
"440","2013-01-30",6.85
"441","2013-01-31",6.75
"442","2013-02-01",6.8
"443","2013-02-04",6.75
"444","2013-02-05",6.8
"445","2013-02-06",6.8
"446","2013-02-07",6.8
"447","2013-02-08",6.8
"448","2013-02-11",6.7
"449","2013-02-12",6.7
"450","2013-02-13",6.95
"451","2013-02-14",6.9
"452","2013-02-15",7.2
"453","2013-02-19",7
"454","2013-02-20",7.55
"455","2013-02-21",6
"456","2013-02-22",6.7
"457","2013-02-25",5.9
"458","2013-02-26",5.9
"459","2013-02-27",5.9
"460","2013-02-28",5.9
"461","2013-03-01",5.9
"462","2013-03-04",6.25
"463","2013-03-05",6.2
"464","2013-03-06",6.2
"465","2013-03-07",6.2
"466","2013-03-08",6.2
"467","2013-03-11",6.15
"468","2013-03-12",6
"469","2013-03-13",5.6
"470","2013-03-14",5.6
"471","2013-03-15",5.6
"472","2013-03-18",5.8
"473","2013-03-19",5.6
"474","2013-03-20",5.6
"475","2013-03-21",5.6
"476","2013-03-22",5.6
"477","2013-03-25",5.6
"478","2013-03-26",5.75
"479","2013-03-27",5.75
"480","2013-03-28",5.5
"481","2013-04-01",6.25
"482","2013-04-02",5.55
"483","2013-04-03",4.9
"484","2013-04-04",4.95
"485","2013-04-05",4.95
"486","2013-04-08",5.55
"487","2013-04-09",5.5
"488","2013-04-10",6
"489","2013-04-11",5.9
"490","2013-04-12",5.9
"491","2013-04-15",6
"492","2013-04-16",5.25
"493","2013-04-17",5.25
"494","2013-04-18",5.25
"495","2013-04-19",5
"496","2013-04-22",5
"497","2013-04-23",5.25
"498","2013-04-24",5.25
"499","2013-04-25",6.2
"500","2013-04-26",6.2
"501","2013-04-29",5.25
"502","2013-04-30",5.5
"503","2013-05-01",5.5
"504","2013-05-02",5.25
"505","2013-05-03",5.25
"506","2013-05-06",5.5
"507","2013-05-07",5.05
"508","2013-05-08",5.05
"509","2013-05-09",5
"510","2013-05-10",4.95
"511","2013-05-13",5.4
"512","2013-05-14",5
"513","2013-05-15",5
"514","2013-05-16",5
"515","2013-05-17",5.15
"516","2013-05-20",5.45
"517","2013-05-21",5
"518","2013-05-22",4.65
"519","2013-05-23",4.7
"520","2013-05-24",5
"521","2013-05-28",5.25
"522","2013-05-29",5.15
"523","2013-05-30",5.15
"524","2013-05-31",4.75
"525","2013-06-03",5.45
"526","2013-06-04",5
"527","2013-06-05",4.95
"528","2013-06-06",5.2
"529","2013-06-07",5.25
"530","2013-06-10",5.25
"531","2013-06-11",5.25
"532","2013-06-12",5.25
"533","2013-06-13",5.25
"534","2013-06-14",5.15
"535","2013-06-17",5.15
"536","2013-06-18",5.15
"537","2013-06-19",5.15
"538","2013-06-20",5.15
"539","2013-06-21",4.85
"540","2013-06-24",5.25
"541","2013-06-25",4.95
"542","2013-06-26",4.95
"543","2013-06-27",4.95
"544","2013-06-28",4.95
"545","2013-07-01",4.95
"546","2013-07-02",4.7
"547","2013-07-03",4.65
"548","2013-07-05",4.65
"549","2013-07-08",4.85
"550","2013-07-09",4.85
"551","2013-07-10",4.8
"552","2013-07-11",4.75
"553","2013-07-12",4.75
"554","2013-07-15",4.75
"555","2013-07-16",4.75
"556","2013-07-17",4.75
"557","2013-07-18",4.75
"558","2013-07-19",4.75
"559","2013-07-22",4.65
"560","2013-07-23",4.65
"561","2013-07-24",4.65
"562","2013-07-25",4.65
"563","2013-07-26",5.15
"564","2013-07-29",6.45
"565","2013-07-30",6.45
"566","2013-07-31",6.25
"567","2013-08-01",6
"568","2013-08-02",5.75
"569","2013-08-05",5.75
"570","2013-08-06",6
"571","2013-08-07",5.5
"572","2013-08-08",5.25
"573","2013-08-09",5.3
"574","2013-08-12",5.3
"575","2013-08-13",5.15
"576","2013-08-14",5.5
"577","2013-08-15",5
"578","2013-08-16",4.65
"579","2013-08-19",4.8
"580","2013-08-20",4.75
"581","2013-08-21",5
"582","2013-08-22",4.95
"583","2013-08-23",4.9
"584","2013-08-26",4.95
"585","2013-08-27",5
"586","2013-08-28",5.1
"587","2013-08-29",5.3
"588","2013-08-30",5.3
"589","2013-09-03",4.75
"590","2013-09-04",5.2
"591","2013-09-05",4.9
"592","2013-09-06",4.6
"593","2013-09-09",5.25
"594","2013-09-10",5.4
"595","2013-09-11",5.3
"596","2013-09-12",5.4
"597","2013-09-13",5.35
"598","2013-09-16",5.3
"599","2013-09-17",5.25
"600","2013-09-18",5.15
"601","2013-09-19",5.95
"602","2013-09-20",5.75
"603","2013-09-23",5.65
"604","2013-09-24",5.5
"605","2013-09-25",5.55
"606","2013-09-26",5.6
"607","2013-09-27",5.75
"608","2013-09-30",5.75
"609","2013-10-01",5.25
"610","2013-10-02",5.25
"611","2013-10-03",5.25
"612","2013-10-04",5.45
"613","2013-10-07",5.45
"614","2013-10-08",5.45
"615","2013-10-09",5.4
"616","2013-10-10",5.4
"617","2013-10-11",5.3
"618","2013-10-14",5.25
"619","2013-10-15",5.3
"620","2013-10-16",5.3
"621","2013-10-17",5.3
"622","2013-10-18",5.3
"623","2013-10-21",5.3
"624","2013-10-22",5.3
"625","2013-10-23",5.4
"626","2013-10-24",5.05
"627","2013-10-25",5.45
"628","2013-10-28",5.3
"629","2013-10-29",5.3
"630","2013-10-30",5.4
"631","2013-10-31",5.4
"632","2013-11-01",5.3
"633","2013-11-04",5.45
"634","2013-11-05",5.3
"635","2013-11-06",5.3
"636","2013-11-07",5.3
"637","2013-11-08",5.2
"638","2013-11-11",5.6
"639","2013-11-12",5.95
"640","2013-11-13",5.85
"641","2013-11-14",5.7
"642","2013-11-15",5.75
"643","2013-11-18",5.9
"644","2013-11-19",5.5
"645","2013-11-20",5.4
"646","2013-11-21",6
"647","2013-11-22",5.7
"648","2013-11-25",5.95
"649","2013-11-26",5.85
"650","2013-11-27",6.15
"651","2013-11-29",6.25
