"","date","SHSP"
"652","2013-12-02",6.45
"653","2013-12-03",7
"654","2013-12-04",7
"655","2013-12-05",7
"656","2013-12-06",6.85
"657","2013-12-09",7.75
"658","2013-12-10",7
"659","2013-12-11",7.5
"660","2013-12-12",7.5
"661","2013-12-13",7.5
"662","2013-12-16",7.45
"663","2013-12-17",7
"664","2013-12-18",7.05
"665","2013-12-19",6.8
"666","2013-12-20",7.7
"667","2013-12-23",7.25
"668","2013-12-24",7.3
"669","2013-12-26",7.15
"670","2013-12-27",7.15
"671","2013-12-30",7.15
"672","2013-12-31",7.15
"673","2014-01-02",7.01
"674","2014-01-03",8.49
"675","2014-01-06",8.5
"676","2014-01-07",7.25
"677","2014-01-08",7.25
"678","2014-01-09",8.25
"679","2014-01-10",8.25
"680","2014-01-13",7.5
"681","2014-01-14",7.75
"682","2014-01-15",7.55
"683","2014-01-16",7.25
"684","2014-01-17",7.5
"685","2014-01-21",7.65
"686","2014-01-22",7.65
"687","2014-01-23",8.25
"688","2014-01-24",8.2
"689","2014-01-27",8.3
"690","2014-01-28",8.9
"691","2014-01-29",8.85
"692","2014-01-30",9.99
"693","2014-01-31",6.25
"694","2014-02-03",6.25
"695","2014-02-04",6.22
"696","2014-02-05",6.25
"697","2014-02-06",6.25
"698","2014-02-07",6.28
"699","2014-02-10",6.25
"700","2014-02-11",6.25
"701","2014-02-12",6.29
"702","2014-02-13",6.39
"703","2014-02-14",6.46
"704","2014-02-18",6.64
"705","2014-02-19",6.55
"706","2014-02-20",6.4
"707","2014-02-21",6.34
"708","2014-02-24",6.2
"709","2014-02-25",6.18
"710","2014-02-26",6.23
"711","2014-02-27",6.28
"712","2014-02-28",6.27
"713","2014-03-03",6.34
"714","2014-03-04",6.27
"715","2014-03-05",6.1
"716","2014-03-06",6.15
"717","2014-03-07",6.1
"718","2014-03-10",6.08
"719","2014-03-11",6.13
"720","2014-03-12",6.35
"721","2014-03-13",6.18
"722","2014-03-14",6.17
"723","2014-03-17",6.16
"724","2014-03-18",6.18
"725","2014-03-19",6.25
"726","2014-03-20",6.25
"727","2014-03-21",6.08
"728","2014-03-24",6.3
"729","2014-03-25",6.25
"730","2014-03-26",6.1
"731","2014-03-27",6.15
"732","2014-03-28",6.03
"733","2014-03-31",6.29
"734","2014-04-01",6.26
"735","2014-04-02",6.25
"736","2014-04-03",6.5
"737","2014-04-04",6.17
"738","2014-04-07",6.35
"739","2014-04-08",6.31
"740","2014-04-09",6.35
"741","2014-04-10",6.31
"742","2014-04-11",6.3
"743","2014-04-14",6.29
"744","2014-04-15",6.22
"745","2014-04-16",6.28
"746","2014-04-17",6.3
"747","2014-04-21",6.21
"748","2014-04-22",6.32
"749","2014-04-23",6.29
"750","2014-04-24",6.15
"751","2014-04-25",6.26
"752","2014-04-28",6.15
"753","2014-04-29",6.22
"754","2014-04-30",6.15
"755","2014-05-01",6.22
"756","2014-05-02",6.17
"757","2014-05-05",6.23
"758","2014-05-06",6.2
"759","2014-05-07",6.14
"760","2014-05-08",6.19
"761","2014-05-09",6.22
"762","2014-05-12",6.3
"763","2014-05-13",6.39
"764","2014-05-14",6.24
"765","2014-05-15",6.21
"766","2014-05-16",6.08
"767","2014-05-19",6.25
"768","2014-05-20",6.24
"769","2014-05-21",6.07
"770","2014-05-22",6.21
"771","2014-05-23",6.23
"772","2014-05-27",6.14
"773","2014-05-28",6.15
"774","2014-05-29",6.1
"775","2014-05-30",6.04
"776","2014-06-02",6.1
"777","2014-06-03",6.16
"778","2014-06-04",6.1
"779","2014-06-05",6.05
"780","2014-06-06",6.05
"781","2014-06-09",6.04
"782","2014-06-10",6
"783","2014-06-11",5.98
"784","2014-06-12",5.88
"785","2014-06-13",5.94
"786","2014-06-16",5.92
"787","2014-06-17",5.95
"788","2014-06-18",5.98
"789","2014-06-19",6.02
"790","2014-06-20",5.98
"791","2014-06-23",6.2
"792","2014-06-24",6.19
"793","2014-06-25",6.2
"794","2014-06-26",6.2
"795","2014-06-27",6.1
"796","2014-06-30",6.1
"797","2014-07-01",6.16
"798","2014-07-02",6.14
"799","2014-07-03",6.1
"800","2014-07-07",6.1
"801","2014-07-08",5.99
"802","2014-07-09",6
"803","2014-07-10",5.95
"804","2014-07-11",5.95
"805","2014-07-14",6.19
"806","2014-07-15",6.21
"807","2014-07-16",6.17
"808","2014-07-17",6.08
"809","2014-07-18",6.09
"810","2014-07-21",6.05
"811","2014-07-22",6.06
"812","2014-07-23",6.03
"813","2014-07-24",6.16
"814","2014-07-25",6.21
"815","2014-07-28",6.19
"816","2014-07-29",6.25
"817","2014-07-30",6.25
"818","2014-07-31",6.3
"819","2014-08-01",6.31
"820","2014-08-04",6.26
"821","2014-08-05",6.25
"822","2014-08-06",6.29
"823","2014-08-07",6.25
"824","2014-08-08",6.25
"825","2014-08-11",6.25
"826","2014-08-12",6.25
"827","2014-08-13",6.29
"828","2014-08-14",6.24
"829","2014-08-15",6.4
"830","2014-08-18",6.66
"831","2014-08-19",6.5
"832","2014-08-20",6.45
"833","2014-08-21",6.54
"834","2014-08-22",6.39
"835","2014-08-25",6.42
"836","2014-08-26",6.45
"837","2014-08-27",6.4
"838","2014-08-28",6.41
"839","2014-08-29",6.44
"840","2014-09-02",6.45
"841","2014-09-03",6.4
"842","2014-09-04",6.33
"843","2014-09-05",6.43
"844","2014-09-08",6.4
"845","2014-09-09",6.39
"846","2014-09-10",6.4
"847","2014-09-11",6.49
"848","2014-09-12",6.41
"849","2014-09-15",6.43
"850","2014-09-16",6.26
"851","2014-09-17",6.34
"852","2014-09-18",6.4
"853","2014-09-19",6.27
"854","2014-09-22",6.08
"855","2014-09-23",6.04
"856","2014-09-24",6.11
"857","2014-09-25",6.2
"858","2014-09-26",6.29
"859","2014-09-29",6.21
"860","2014-09-30",6.4
"861","2014-10-01",6.28
"862","2014-10-02",6.38
"863","2014-10-03",6.44
"864","2014-10-06",6.41
"865","2014-10-07",6.41
"866","2014-10-08",6.48
"867","2014-10-09",6.49
"868","2014-10-10",6.18
"869","2014-10-13",5.49
"870","2014-10-14",5.81
"871","2014-10-15",5.89
"872","2014-10-16",6.3
"873","2014-10-17",6.3
"874","2014-10-20",6.55
"875","2014-10-21",6.5
"876","2014-10-22",6.38
"877","2014-10-23",6.31
"878","2014-10-24",6.17
"879","2014-10-27",6.15
"880","2014-10-28",6.18
"881","2014-10-29",6.33
"882","2014-10-30",6.38
"883","2014-10-31",6.29
"884","2014-11-03",6.36
"885","2014-11-04",6.13
"886","2014-11-05",6.29
"887","2014-11-06",6.4
"888","2014-11-07",6.34
"889","2014-11-10",6.4
"890","2014-11-11",6.35
"891","2014-11-12",6.3
"892","2014-11-13",6.08
"893","2014-11-14",6.24
"894","2014-11-17",6.36
"895","2014-11-18",6.4
"896","2014-11-19",6.27
"897","2014-11-20",6.3
"898","2014-11-21",6.31
"899","2014-11-24",6.45
"900","2014-11-25",6.58
"901","2014-11-26",6.64
"902","2014-11-28",6.51
"903","2014-12-01",6.64
"904","2014-12-02",6.31
"905","2014-12-03",6.28
"906","2014-12-04",6.33
"907","2014-12-05",6.32
"908","2014-12-08",6.36
"909","2014-12-09",6.51
"910","2014-12-10",6.43
"911","2014-12-11",6.46
"912","2014-12-12",6.49
"913","2014-12-15",6.45
"914","2014-12-16",6.37
"915","2014-12-17",6.33
"916","2014-12-18",6.29
"917","2014-12-19",6.01
"918","2014-12-22",5.98
"919","2014-12-23",6.13
"920","2014-12-24",6.13
"921","2014-12-26",6.05
"922","2014-12-29",6.04
"923","2014-12-30",6.04
"924","2014-12-31",6.08
"925","2015-01-02",6.07
"926","2015-01-05",6
"927","2015-01-06",5.77
"928","2015-01-07",5.81
"929","2015-01-08",5.75
"930","2015-01-09",5.8
"931","2015-01-12",5.83
"932","2015-01-13",5.66
"933","2015-01-14",5.41
"934","2015-01-15",5.41
"935","2015-01-16",5.23
"936","2015-01-20",5.16
"937","2015-01-21",5.24
"938","2015-01-22",5.38
"939","2015-01-23",5.34
"940","2015-01-26",5.52
"941","2015-01-27",5.53
"942","2015-01-28",5.45
"943","2015-01-29",5.45
"944","2015-01-30",5.5
"945","2015-02-02",5.75
"946","2015-02-03",5.75
"947","2015-02-04",5.79
"948","2015-02-05",5.81
"949","2015-02-06",5.68
"950","2015-02-09",5.81
"951","2015-02-10",5.79
"952","2015-02-11",5.86
"953","2015-02-12",5.88
"954","2015-02-13",6
"955","2015-02-17",5.89
"956","2015-02-18",5.86
"957","2015-02-19",4.91
"958","2015-02-20",5.06
"959","2015-02-23",5.24
"960","2015-02-24",5.23
"961","2015-02-25",5.19
"962","2015-02-26",5.18
"963","2015-02-27",5.06
"964","2015-03-02",4.81
"965","2015-03-03",4.72
"966","2015-03-04",4.8
"967","2015-03-05",4.52
"968","2015-03-06",4.53
"969","2015-03-09",4.87
"970","2015-03-10",4.82
"971","2015-03-11",4.91
"972","2015-03-12",5.08
"973","2015-03-13",5.1
"974","2015-03-16",5.15
"975","2015-03-17",5.2
"976","2015-03-18",5.26
"977","2015-03-19",5.22
"978","2015-03-20",5.29
"979","2015-03-23",5.33
"980","2015-03-24",5.32
"981","2015-03-25",5.47
"982","2015-03-26",5.09
"983","2015-03-27",5.16
"984","2015-03-30",5.27
"985","2015-03-31",5.25
"986","2015-04-01",5.05
"987","2015-04-02",5.07
"988","2015-04-06",4.66
"989","2015-04-07",4.76
"990","2015-04-08",4.73
"991","2015-04-09",4.93
"992","2015-04-10",4.98
"993","2015-04-13",5.14
"994","2015-04-14",5.17
"995","2015-04-15",5.04
"996","2015-04-16",4.94
"997","2015-04-17",4.98
"998","2015-04-20",4.91
"999","2015-04-21",4.98
"1000","2015-04-22",5.3
"1001","2015-04-23",5.4
"1002","2015-04-24",5.33
"1003","2015-04-27",5.55
"1004","2015-04-28",5.65
"1005","2015-04-29",5.62
"1006","2015-04-30",5.53
"1007","2015-05-01",5.67
"1008","2015-05-04",5.7
"1009","2015-05-05",5.69
"1010","2015-05-06",5.7
"1011","2015-05-07",5.81
"1012","2015-05-08",5.89
"1013","2015-05-11",5.65
