"","date","CPE"
"1","2007-01-03",144.399994
"2","2007-01-04",135.600006
"3","2007-01-05",131.5
"4","2007-01-08",130.600006
"5","2007-01-09",129.600006
"6","2007-01-10",126.400002
"7","2007-01-11",125.900002
"8","2007-01-12",129.5
"9","2007-01-16",129
"10","2007-01-17",136.899994
"11","2007-01-18",132.100006
"12","2007-01-19",135.899994
"13","2007-01-22",132.399994
"14","2007-01-23",135.699997
"15","2007-01-24",138.300003
"16","2007-01-25",136.399994
"17","2007-01-26",137
"18","2007-01-29",135.699997
"19","2007-01-30",140.600006
"20","2007-01-31",138.800003
"21","2007-02-01",139.399994
"22","2007-02-02",140.5
"23","2007-02-05",139.800003
"24","2007-02-06",139.5
"25","2007-02-07",137
"26","2007-02-08",139.399994
"27","2007-02-09",135.5
"28","2007-02-12",135.199997
"29","2007-02-13",136
"30","2007-02-14",133.600006
"31","2007-02-15",133.600006
"32","2007-02-16",134.100006
"33","2007-02-20",133.100006
"34","2007-02-21",135.300003
"35","2007-02-22",137.199997
"36","2007-02-23",139.600006
"37","2007-02-26",137.600006
"38","2007-02-27",132.100006
"39","2007-02-28",133.199997
"40","2007-03-01",134.300003
"41","2007-03-02",132.199997
"42","2007-03-05",130.899994
"43","2007-03-06",134.5
"44","2007-03-07",135.199997
"45","2007-03-08",132
"46","2007-03-09",141.5
"47","2007-03-12",139.399994
"48","2007-03-13",130.300003
"49","2007-03-14",133.800003
"50","2007-03-15",129.699997
"51","2007-03-16",129
"52","2007-03-19",131
"53","2007-03-20",130.699997
"54","2007-03-21",132.100006
"55","2007-03-22",134.399994
"56","2007-03-23",134.100006
"57","2007-03-26",132.699997
"58","2007-03-27",133.699997
"59","2007-03-28",134.300003
"60","2007-03-29",140.100006
"61","2007-03-30",135.699997
"62","2007-04-02",134.5
"63","2007-04-03",135.899994
"64","2007-04-04",135.600006
"65","2007-04-05",136.100006
"66","2007-04-09",134.899994
"67","2007-04-10",135.899994
"68","2007-04-11",134.800003
"69","2007-04-12",136.100006
"70","2007-04-13",136.399994
"71","2007-04-16",140.699997
"72","2007-04-17",143.899994
"73","2007-04-18",140.300003
"74","2007-04-19",140.199997
"75","2007-04-20",145
"76","2007-04-23",142.399994
"77","2007-04-24",140.600006
"78","2007-04-25",145.899994
"79","2007-04-26",146.399994
"80","2007-04-27",142.800003
"81","2007-04-30",138
"82","2007-05-01",137
"83","2007-05-02",139.699997
"84","2007-05-03",143.699997
"85","2007-05-04",142.699997
"86","2007-05-07",141.899994
"87","2007-05-08",140
"88","2007-05-09",136.800003
"89","2007-05-10",138.5
"90","2007-05-11",137.899994
"91","2007-05-14",137.800003
"92","2007-05-15",136.600006
"93","2007-05-16",138.5
"94","2007-05-17",140.100006
"95","2007-05-18",142.899994
"96","2007-05-21",143.800003
"97","2007-05-22",143.899994
"98","2007-05-23",145.699997
"99","2007-05-24",139.899994
"100","2007-05-25",141.5
"101","2007-05-29",140.600006
"102","2007-05-30",142.300003
"103","2007-05-31",142.5
"104","2007-06-01",143.699997
"105","2007-06-04",144
"106","2007-06-05",142.800003
"107","2007-06-06",139.399994
"108","2007-06-07",137.399994
"109","2007-06-08",138.399994
"110","2007-06-11",137.399994
"111","2007-06-12",137.399994
"112","2007-06-13",140.600006
"113","2007-06-14",145.100006
"114","2007-06-15",146.699997
"115","2007-06-18",150.600006
"116","2007-06-19",149.800003
"117","2007-06-20",142
"118","2007-06-21",143.300003
"119","2007-06-22",143
"120","2007-06-25",137.5
"121","2007-06-26",137.199997
"122","2007-06-27",142.199997
"123","2007-06-28",142.5
"124","2007-06-29",141.699997
"125","2007-07-02",144.199997
"126","2007-07-03",141.300003
"127","2007-07-05",146
"128","2007-07-06",144.600006
"129","2007-07-09",154.800003
"130","2007-07-10",150.800003
"131","2007-07-11",149.899994
"132","2007-07-12",152.800003
"133","2007-07-13",154.600006
"134","2007-07-16",150.800003
"135","2007-07-17",150.5
"136","2007-07-18",151.100006
"137","2007-07-19",153.699997
"138","2007-07-20",155
"139","2007-07-23",150.199997
"140","2007-07-24",147.300003
"141","2007-07-25",150.300003
"142","2007-07-26",145.399994
"143","2007-07-27",141.300003
"144","2007-07-30",143.5
"145","2007-07-31",140.100006
"146","2007-08-01",140.300003
"147","2007-08-02",137.5
"148","2007-08-03",130
"149","2007-08-06",134
"150","2007-08-07",129.199997
"151","2007-08-08",134.399994
"152","2007-08-09",120.900002
"153","2007-08-10",125.699997
"154","2007-08-13",124
"155","2007-08-14",125.099998
"156","2007-08-15",121.5
"157","2007-08-16",121.5
"158","2007-08-17",117.599998
"159","2007-08-20",118.400002
"160","2007-08-21",118.300003
"161","2007-08-22",120.5
"162","2007-08-23",121
"163","2007-08-24",126
"164","2007-08-27",121.099998
"165","2007-08-28",115.699997
"166","2007-08-29",121.900002
"167","2007-08-30",120.599998
"168","2007-08-31",121.300003
"169","2007-09-04",122.900002
"170","2007-09-05",120.800003
"171","2007-09-06",121.300003
"172","2007-09-07",119.300003
"173","2007-09-10",118.5
"174","2007-09-11",120.800003
"175","2007-09-12",122.400002
"176","2007-09-13",121.800003
"177","2007-09-14",122.099998
"178","2007-09-17",120.599998
"179","2007-09-18",129.399994
"180","2007-09-19",136
"181","2007-09-20",127.599998
"182","2007-09-21",140.800003
"183","2007-09-24",133.600006
"184","2007-09-25",135.600006
"185","2007-09-26",139.100006
"186","2007-09-27",144.5
"187","2007-09-28",139.199997
"188","2007-10-01",141.699997
"189","2007-10-02",140.199997
"190","2007-10-03",135.600006
"191","2007-10-04",137
"192","2007-10-05",138
"193","2007-10-08",135.5
"194","2007-10-09",136.5
"195","2007-10-10",138
"196","2007-10-11",144
"197","2007-10-12",147.5
"198","2007-10-15",142.300003
"199","2007-10-16",144
"200","2007-10-17",144.199997
"201","2007-10-18",145.399994
"202","2007-10-19",137.600006
"203","2007-10-22",138.199997
"204","2007-10-23",136.899994
"205","2007-10-24",140
"206","2007-10-25",141.899994
"207","2007-10-26",145
"208","2007-10-29",144.5
"209","2007-10-30",142.399994
"210","2007-10-31",145.800003
"211","2007-11-01",138.5
"212","2007-11-02",139
"213","2007-11-05",140
"214","2007-11-06",145
"215","2007-11-07",150.800003
"216","2007-11-08",150.600006
"217","2007-11-09",155.100006
"218","2007-11-12",152.800003
"219","2007-11-13",156.5
"220","2007-11-14",156.5
"221","2007-11-15",157.300003
"222","2007-11-16",158.5
"223","2007-11-19",156.300003
"224","2007-11-20",153
"225","2007-11-21",148.199997
"226","2007-11-23",152.899994
"227","2007-11-26",146.399994
"228","2007-11-27",142.800003
"229","2007-11-28",150.699997
"230","2007-11-29",146.100006
"231","2007-11-30",149.5
"232","2007-12-03",146.600006
"233","2007-12-04",144.699997
"234","2007-12-05",152.300003
"235","2007-12-06",151.399994
"236","2007-12-07",149.300003
"237","2007-12-10",149.600006
"238","2007-12-11",146.800003
"239","2007-12-12",153
"240","2007-12-13",156.199997
"241","2007-12-14",149.699997
"242","2007-12-17",151
"243","2007-12-18",152.899994
"244","2007-12-19",155.199997
"245","2007-12-20",157.100006
"246","2007-12-21",162.699997
"247","2007-12-24",167.5
"248","2007-12-26",168.199997
"249","2007-12-27",166.699997
