"","date","VIACA"
"1","2019-12-05",44.5
"2","2019-12-06",43.610001
"3","2019-12-09",41.41
"4","2019-12-10",40.549999
"5","2019-12-11",39.830002
"6","2019-12-12",40.490002
"7","2019-12-13",41.540001
"8","2019-12-16",42.349998
"9","2019-12-17",42.709999
"10","2019-12-18",43.599998
"11","2019-12-19",44.299999
"12","2019-12-20",45.98
"13","2019-12-23",44.700001
"14","2019-12-24",44.259998
"15","2019-12-26",45.049999
"16","2019-12-27",44.43
"17","2019-12-30",43.93
"18","2019-12-31",44.869999
"19","2020-01-02",45.299999
"20","2020-01-03",45.349998
"21","2020-01-06",46.040001
"22","2020-01-07",46.439999
"23","2020-01-08",45.599998
"24","2020-01-09",44.75
"25","2020-01-10",44.889999
"26","2020-01-13",44.759998
"27","2020-01-14",44.139999
"28","2020-01-15",43.860001
"29","2020-01-16",44.200001
"30","2020-01-17",43.549999
"31","2020-01-21",42.939999
"32","2020-01-22",42.5
"33","2020-01-23",40.700001
"34","2020-01-24",39.470001
"35","2020-01-27",39.459999
"36","2020-01-28",39.810001
"37","2020-01-29",39.110001
"38","2020-01-30",38.360001
"39","2020-01-31",37.98
"40","2020-02-03",36.740002
"41","2020-02-04",37.220001
"42","2020-02-05",38.599998
"43","2020-02-06",38.400002
"44","2020-02-07",38.790001
"45","2020-02-10",37.93
"46","2020-02-11",39.16
"47","2020-02-12",39.240002
"48","2020-02-13",38.689999
"49","2020-02-14",38.98
"50","2020-02-18",39.07
"51","2020-02-19",39.490002
"52","2020-02-20",33.700001
"53","2020-02-21",32.799999
"54","2020-02-24",31.23
"55","2020-02-25",29.879999
"56","2020-02-26",29.190001
"57","2020-02-27",28.299999
"58","2020-02-28",30
"59","2020-03-02",29.18
"60","2020-03-03",28.32
"61","2020-03-04",28.780001
"62","2020-03-05",26.5
"63","2020-03-06",26.209999
"64","2020-03-09",23.68
"65","2020-03-10",24.67
"66","2020-03-11",23.879999
"67","2020-03-12",20.51
"68","2020-03-13",20.450001
"69","2020-03-16",18.040001
"70","2020-03-17",16.889999
"71","2020-03-18",14.8
"72","2020-03-19",17.43
"73","2020-03-20",16.33
"74","2020-03-23",14.96
"75","2020-03-24",17.15
"76","2020-03-25",17.9
"77","2020-03-26",17.51
"78","2020-03-27",15.81
"79","2020-03-30",17.18
"80","2020-03-31",17.83
"81","2020-04-01",16.24
"82","2020-04-02",16.860001
"83","2020-04-03",16.16
"84","2020-04-06",17.860001
"85","2020-04-07",17.879999
"86","2020-04-08",19.16
"87","2020-04-09",19.559999
"88","2020-04-13",18.950001
"89","2020-04-14",18.76
"90","2020-04-15",17.59
"91","2020-04-16",16.83
"92","2020-04-17",18.120001
"93","2020-04-20",17.67
"94","2020-04-21",17.110001
"95","2020-04-22",17.290001
"96","2020-04-23",17.610001
"97","2020-04-24",18.6
"98","2020-04-27",19.9
"99","2020-04-28",20.07
"100","2020-04-29",21.66
"101","2020-04-30",19.629999
"102","2020-05-01",19.530001
"103","2020-05-04",18.73
"104","2020-05-05",17.76
"105","2020-05-06",17.27
"106","2020-05-07",19.469999
"107","2020-05-08",20.85
"108","2020-05-11",21.02
"109","2020-05-12",21.280001
"110","2020-05-13",19.559999
"111","2020-05-14",20.219999
"112","2020-05-15",20.450001
"113","2020-05-18",22.450001
"114","2020-05-19",23.059999
"115","2020-05-20",23.42
"116","2020-05-21",23.57
"117","2020-05-22",23.120001
"118","2020-05-26",25.42
"119","2020-05-27",26
"120","2020-05-28",25.370001
"121","2020-05-29",24.530001
"122","2020-06-01",25.959999
"123","2020-06-02",25.530001
"124","2020-06-03",26.969999
"125","2020-06-04",28.15
"126","2020-06-05",28.459999
"127","2020-06-08",31.76
"128","2020-06-09",29.4
"129","2020-06-10",27.24
"130","2020-06-11",26.120001
"131","2020-06-12",25.9
"132","2020-06-15",27.84
"133","2020-06-16",27.17
"134","2020-06-17",26.25
"135","2020-06-18",27.1
"136","2020-06-19",26.120001
"137","2020-06-22",25.959999
"138","2020-06-23",26.110001
"139","2020-06-24",25.959999
"140","2020-06-25",25.25
"141","2020-06-26",24.35
"142","2020-06-29",25.57
"143","2020-06-30",25.6
"144","2020-07-01",26.190001
"145","2020-07-02",25.610001
"146","2020-07-06",25.85
"147","2020-07-07",25.23
"148","2020-07-08",25.049999
"149","2020-07-09",24.34
"150","2020-07-10",25.24
"151","2020-07-13",25.799999
"152","2020-07-14",26.459999
"153","2020-07-15",27.299999
"154","2020-07-16",27.690001
"155","2020-07-17",27.34
"156","2020-07-20",26.74
